N	4gram	Losev_Dial	Problema
200	и по сравнению с	1	1
201	приятный предмет который от	1	1
202	и в другом случае	1	1
203	не зная что такое	2	1
204	в нас а потому	1	1
205	но ведь это же	1	1
206	проникает в нас а	1	1
207	на идею и образ	1	1
208	главное это то что	1	1
209	для комнат в которых	1	1
210	а на самом деле	1	1
211	только они и являются	1	1
212	чего не было бы	1	1
213	сам по себе и	1	1
214	преследуем приятный предмет который	1	1
215	и то же только	1	1
216	и есть то что	1	1
217	это нисколько не мешает	1	1
218	не говорит ни о	2	1
219	сам по себе с	1	1
220	в коем случае не	1	1
221	есть та или иная	1	1
222	но в зависимости от	1	1
223	вовсе не есть изображение	1	1
224	тоже не есть ни	1	1
225	имеется в виду не	1	1
226	оно и должно быть	1	1
227	всегда содержит в себе	1	1
228	это значит что он	3	1
229	той или иной теории	1	1
230	и отличается ясностью веселостью	1	1
231	не нуждается ни в	1	1
232	ясно что смысл вещи	1	1
233	не содержит в себе	1	1
234	есть нечто отличное от	1	1
235	в каком случае нельзя	1	1
236	сказать только то что	1	1
237	предмет который от нас	1	1
238	и в этом смысле	2	1
239	в своей высшей чистоте	1	1
240	это и значит что	1	1
241	который от нас ускользает	1	1
242	и в этом отношении	1	1
243	как же это может	1	1
244	что же это за	1	1
245	и холодными синее стекло	1	1
