N	2gram	Bakhtin_KF	Russkaja
112	сводится к	2	3
113	что может	1	3
114	в виде	2	3
115	не было	8	3
116	или в	1	3
117	ни одна	2	3
118	тем что	3	3
119	именно в	5	3
120	и как	2	3
121	не есть	22	3
122	но мы	1	3
123	культуры в	1	3
124	той или	3	3
125	еще не	5	3
126	все они	2	3
127	и потому	2	3
128	только к	1	3
129	при условии	2	3
130	в лучшем	1	3
131	одна из	1	3
132	в значительной	1	3
133	на том	1	3
134	и ни	3	3
135	так чтобы	1	3
136	в другом	3	3
137	лучшем случае	1	3
138	говорить о	2	3
139	можно ли	2	3
140	себя от	1	3
141	в большинстве	1	3
142	точке зрения	1	3
143	быть признан	1	3
144	лишь в	8	3
145	она может	1	3
146	главным образом	1	3
147	и во	1	3
148	одной из	1	3
149	что все	1	3
150	в сознании	2	3
151	и по	1	3
152	а следовательно	3	3
153	друг друга	1	3
154	для этого	2	3
155	всех этих	3	3
156	того что	3	3
157	были бы	2	2
158	на почве	1	2
159	к такому	1	2
160	от него	3	2
161	в заблуждение	1	2
162	не нужна	1	2
163	именно на	2	2
164	т.е к	1	2
165	зависит от	1	2
166	в единое	2	2
167	должна быть	4	2
168	к себе	2	2
169	для себя	7	2
170	и должно	1	2
171	из всех	1	2
172	самому своему	1	2
173	с ним	5	2
174	она будет	1	2
175	будет ли	2	2
176	для нас	4	2
177	видеть в	1	2
178	ни в	12	2
179	в результате	1	2
180	они будут	1	2
181	это есть	2	2
182	противоречие с	1	2
183	в этих	1	2
184	по себе	2	2
185	их не	1	2
186	и даже	1	2
187	если не	2	2
188	бы для	1	2
189	ее в	1	2
190	не о	2	2
191	к чему	3	2
192	все эти	11	2
193	но для	3	2
194	том же	1	2
195	отношения к	1	2
196	тому что	2	2
197	индивидуальным и	1	2
198	ясно что	3	2
199	не подлежит	1	2
200	помнить что	1	2
201	их в	1	2
202	себя как	2	2
203	большинстве случаев	1	2
204	во главе	2	2
205	следовательно и	1	2
206	только для	1	2
207	отличается от	1	2
208	нисколько не	4	2
209	по самому	1	2
210	уже не	7	2
211	к той	1	2
212	деятельности и	2	2
213	другом случае	1	2
214	с этим	1	2
215	остается в	1	2
216	его и	2	2
217	того или	3	2
218	совершенно не	7	2
219	мы можем	1	2
220	а с	2	2
221	всю свою	1	2
222	в котором	24	2
223	мы уже	1	2
224	она не	2	2
225	это только	2	2
226	в ней	3	2
227	и тем	3	2
228	быть и	3	2
229	для нее	9	2
230	а не	17	2
231	только на	1	2
232	отношении к	2	2
233	в противоречие	1	2
234	не должен	3	2
235	и тот	3	2
236	этого не	1	2
237	людей и	3	2
238	говоря о	1	2
239	по отношению	26	2
240	тем самым	4	2
241	от своей	5	2
242	любви к	1	2
243	к единой	1	2
244	настоящее время	1	2
245	только с	3	2
246	культуры и	5	2
247	бы его	1	2
248	этот человек	1	2
249	по соображениям	1	2
250	что только	2	2
251	и от	1	2
252	но в	5	2
253	и есть	10	2
254	место в	6	2
255	и о	1	2
256	значило бы	2	2
257	культуры с	1	2
258	согласиться с	1	2
259	бы ни	1	2
260	в области	2	2
261	это в	1	2
262	или иного	3	2
263	но это	6	2
264	не просто	1	2
265	в настоящее	1	2
266	не можем	1	2
267	и наконец	1	2
268	вся эта	2	2
269	не к	1	2
270	к нему	12	2
271	подход к	1	1
272	когда он	1	1
273	тем не	2	1
274	всего в	1	1
275	ближе к	3	1
276	и весь	4	1
277	все попытки	4	1
278	только не	1	1
279	мы прежде	1	1
280	обе стороны	1	1
281	жизни но	3	1
282	как это	1	1
283	ее и	6	1
284	различны в	1	1
285	этой задачи	1	1
286	один из	2	1
287	человеческой жизни	1	1
288	и мы	2	1
289	и конечно	2	1
290	осуществить свою	1	1
291	ничем не	1	1
292	отношению ко	4	1
293	ценностями но	1	1
294	в принципе	2	1
295	же и	1	1
296	есть единственное	1	1
297	они не	1	1
298	практически не	1	1
299	то есть	1	1
300	но из	1	1
301	а по	2	1
302	это будет	1	1
303	переходит в	1	1
304	время и	5	1
305	ее истинности	1	1
306	отношению к	22	1
307	даже к	1	1
308	этих разных	1	1
309	они имеют	1	1
310	других и	1	1
311	мы не	3	1
312	на ее	1	1
313	делает возможным	1	1
314	бы признать	1	1
315	что значит	2	1
316	связи между	1	1
317	это не	10	1
318	он как	1	1
319	в себя	8	1
320	есть общая	1	1
321	только от	1	1
322	для которой	3	1
323	была бы	1	1
324	ним в	1	1
325	освободиться от	1	1
326	не для	1	1
327	ни было	4	1
328	всех остальных	1	1
329	быть совершено	1	1
330	элементов из	1	1
331	которых как	1	1
332	самого факта	2	1
333	а это	2	1
334	чтобы стать	2	1
335	и оба	1	1
336	в ее	17	1
337	так и	2	1
338	причем все	1	1
339	и говорить	1	1
340	и за	2	1
341	и рядом	1	1
342	совершенно посторонним	1	1
343	не являются	1	1
344	мышление и	2	1
345	иной культурной	1	1
346	коренным образом	1	1
347	ли окажется	1	1
348	постольку поскольку	2	1
349	смысле этого	1	1
350	противоречие между	1	1
351	субъект но	1	1
352	все равно	1	1
353	нас от	1	1
354	за границей	1	1
355	не была	1	1
356	связь с	1	1
357	и то-то	1	1
358	в духе	1	1
359	он имеет	2	1
360	или не	1	1
361	есть проблема	1	1
362	в разные	1	1
363	здесь мы	4	1
364	чем ближе	1	1
365	в которой	1	1
366	а за	1	1
367	с ней	1	1
368	это положение	1	1
369	показать что	1	1
370	дело в	2	1
371	мысль о	1	1
372	которые как	1	1
373	лишь постольку	2	1
374	и индивидуальную	1	1
375	что не	3	1
376	сознании в	1	1
377	данного человека	1	1
378	и начало	1	1
379	а то	1	1
380	и будет	1	1
381	и действительно	6	1
382	превращается в	1	1
383	себя из	1	1
384	до степени	1	1
385	к другим	1	1
386	здесь же	1	1
387	здесь дело	1	1
388	если он	1	1
389	исходить из	1	1
390	вся его	1	1
391	выход из	2	1
392	в жизни	2	1
393	более что	1	1
394	как понятие	1	1
395	человек и	2	1
396	тем же	1	1
397	она и	1	1
398	и поскольку	1	1
399	отдельного человека	1	1
400	об отдельных	1	1
401	лишь с	2	1
402	к его	1	1
403	с ними	4	1
404	для каждого	1	1
405	если и	1	1
406	в определенной	2	1
407	возможно и	1	1
408	между прочим	1	1
409	целое как	1	1
410	и вопрос	1	1
411	и просто	2	1
412	при таком	1	1
413	есть только	1	1
414	противном случае	1	1
415	не менее	3	1
416	и религии	1	1
417	этим самым	1	1
418	этого слова	2	1
419	от этого	2	1
420	по своему	3	1
421	на все	1	1
422	бы не	3	1
423	в истории	1	1
424	прочим и	1	1
425	как не	1	1
426	значит иметь	1	1
427	войти в	3	1
428	которая сама	1	1
429	вследствие этого	2	1
430	к признанию	1	1
431	и это	12	1
432	а только	1	1
433	об этом	1	1
434	должен быть	7	1
435	своей жизни	1	1
436	она требует	1	1
437	и таким	1	1
438	вовсе не	7	1
439	могло бы	4	1
440	в одной	1	1
441	для решения	1	1
442	особенно часто	1	1
443	культурного творчества	1	1
444	и другого	3	1
445	не был	1	1
446	то-то и	1	1
447	именно вследствие	1	1
448	эти положения	1	1
449	в тон	1	1
450	что эти	1	1
451	права и	1	1
452	и того	2	1
453	ко всему	5	1
454	отказа от	1	1
455	это и	3	1
456	сказать только	1	1
457	ни на	1	1
458	но можно	4	1
459	может иметь	2	1
460	по количеству	1	1
461	можно сказать	1	1
462	но все	6	1
463	но как	5	1
464	мысли что	1	1
465	не является	1	1
466	и эти	2	1
467	наличности в	2	1
468	и других	2	1
469	от возможных	1	1
470	в основе	5	1
471	с психическим	2	1
472	данный момент	3	1
473	ни у	2	1
474	такому же	1	1
475	его жизни	3	1
476	жизни при	1	1
477	но ведь	5	1
478	нет ибо	1	1
479	где есть	1	1
480	принципиально не	5	1
481	чему не	2	1
482	она могла	2	1
483	в свою	3	1
484	входит в	4	1
485	он принимает	1	1
486	ни один	1	1
487	также и	1	1
488	ту же	1	1
489	не по	4	1
490	но при	1	1
491	быть не	2	1
492	не быть	3	1
493	смысл бытия	1	1
494	другом в	1	1
495	оставаясь в	1	1
496	же будет	1	1
497	остается только	1	1
498	сознании и	1	1
499	на чем	1	1
500	только тогда	1	1
501	и теперь	1	1
502	в теоретически	2	1
503	себя не	3	1
504	к такой	1	1
505	то все	1	1
506	на нем	2	1
507	не могло	1	1
508	другим и	1	1
509	в истинности	1	1
510	и их	6	1
511	таким путем	1	1
512	и нравственное	1	1
513	что эта	2	1
514	всех других	2	1
515	на его	1	1
516	не об	1	1
517	в различных	1	1
518	и когда	2	1
519	эта последняя	1	1
520	т.е действительно	2	1
521	но только	1	1
522	когда оно	1	1
523	эта задача	1	1
524	быть таким	1	1
525	не следует	2	1
526	значительной степени	1	1
527	в действительном	6	1
528	создать и	1	1
529	его действительно	3	1
530	что ее	1	1
531	от своего	1	1
532	как оно	2	1
533	по своей	1	1
534	самого познания	1	1
535	он есть	1	1
536	этих случаях	1	1
537	это значило	2	1
538	свою очередь	1	1
539	это единственная	1	1
540	а во	1	1
541	их и	1	1
542	еще на	1	1
543	всего этого	1	1
544	могла бы	4	1
545	и культура	1	1
546	в данной	1	1
547	с ее	2	1
548	всякого другого	1	1
549	как мы	1	1
550	нами и	1	1
551	из нее	2	1
552	к ним	4	1
553	культурном творчестве	1	1
554	же самое	1	1
555	как высшую	1	1
556	его целом	10	1
557	к ней	1	1
558	нет и	3	1
559	а скорее	1	1
560	являются лишь	1	1
561	которых он	1	1
562	ее не	1	1
563	работая над	1	1
564	если мы	1	1
565	прав на	1	1
566	этих последних	1	1
567	мог бы	1	1
568	ибо нет	2	1
569	могут быть	3	1
570	не за	1	1
571	и культуры	1	1
572	этот выход	1	1
573	одного и	2	1
574	и экономической	1	1
575	и все	9	1
576	соображениям совершенно	1	1
577	до конца	3	1
578	основе его	1	1
579	должны быть	1	1
580	нас важно	2	1
581	только при	1	1
582	эту мысль	1	1
583	и кровью	1	1
584	котором мы	3	1
585	с которым	1	1
586	и теоретическая	1	1
587	в зависимости	1	1
588	т.е как	1	1
589	образом в	1	1
590	столь же	1	1
591	он может	2	1
592	бытия и	10	1
593	исходит из	1	1
594	такой же	1	1
595	и единственный	5	1
596	входящего в	1	1
597	от них	1	1
598	оно может	1	1
599	к этому	2	1
600	в противном	1	1
601	жизни является	2	1
602	утверждение и	1	1
603	и постоянное	2	1
604	приходится признать	1	1
605	глубоко различны	1	1
606	понятие о	1	1
607	и живет	1	1
608	поскольку она	2	1
609	того же	1	1
610	и сама	1	1
611	в один	1	1
612	случае когда	1	1
613	и себе	2	1
614	оказались бы	1	1
615	это отнюдь	1	1
616	подлежит сомнению	1	1
617	любви и	1	1
