N	2gram	Trubetskoy	Problemy
732	с внутренней	1	1
733	не находил	1	1
734	что именно	2	1
735	в европе	1	1
736	эта тенденция	1	1
737	происходит дело	1	1
738	в пользу	2	1
739	от человека	2	1
740	себя что	1	1
741	и стать	1	1
742	нам глубоко	1	1
743	в связь	1	1
744	в реакции	1	1
745	духе и	1	1
746	жизни с	1	1
747	характер носят	2	1
748	искусства не	1	1
749	всех их	1	1
750	или иным	1	1
751	больше никогда	1	1
752	чистого сердца	1	1
753	видели что	1	1
754	фактом что	1	1
755	землю и	1	1
756	время и	1	1
757	притом не	1	1
758	что уже	1	1
759	быть тем	1	1
760	что сама	1	1
761	душ и	3	1
762	что мир	1	1
763	мыслей он	1	1
764	то для	1	1
765	а ведь	1	1
766	на этих	1	1
767	это объясняется	1	1
768	и за	1	1
769	и через	1	1
770	бытия и	1	1
771	и религиозная	1	1
772	которых ни	1	1
773	в минуту	1	1
774	весь мир	1	1
775	после окончательного	1	1
776	когда их	1	1
777	этим и	1	1
778	это мы	1	1
779	этом направлении	1	1
780	сознания если	1	1
781	прямо не	1	1
782	из чистого	1	1
783	в среде	2	1
784	с одним	2	1
785	учение о	4	1
786	в связи	3	1
787	ясно что	3	1
788	их он	1	1
789	по одному	1	1
790	и вместе	4	1
791	до известной	1	1
792	уже давно	2	1
793	должно было	2	1
794	человека является	1	1
795	только еще	1	1
796	к мысли	1	1
797	могло бы	1	1
798	и отсюда	1	1
799	с образом	1	1
800	не имея	1	1
801	и быт	1	1
802	сил на	1	1
803	мира должна	1	1
804	у них	3	1
805	еще только	2	1
806	чтобы он	1	1
807	она господствует	1	1
808	является его	1	1
809	всей этой	1	1
810	всех других	2	1
811	не были	1	1
812	не приходится	1	1
813	никто не	1	1
814	вообще можно	1	1
815	где я	1	1
816	и тот	1	1
817	когда мы	1	1
818	ними в	1	1
819	не совпадает	1	1
820	и несколько	1	1
821	с людьми	1	1
822	этим дело	1	1
823	и никогда	1	1
824	главным образом	8	1
825	или о	1	1
826	перед которой	2	1
827	первом случае	1	1
828	и отвечают	1	1
829	благодаря этой	1	1
830	ярко в	2	1
831	если они	1	1
832	одной стороны	7	1
833	которая у	1	1
834	время он	2	1
835	на душу	1	1
836	это совершенно	1	1
837	которого мы	1	1
838	до начала	1	1
839	его смерти	2	1
840	органически и	1	1
841	периода являются	1	1
842	мира его	2	1
843	сливаются в	1	1
844	нее не	2	1
845	отвернувшись от	1	1
846	и самый	1	1
847	правда этот	1	1
848	трудно сказать	1	1
849	взгляд на	2	1
850	к лицу	1	1
851	пути для	1	1
852	в план	1	1
853	них в	1	1
854	если в	3	1
855	к одной	2	1
856	одного или	1	1
857	субстанция а	1	1
858	живет в	1	1
859	гораздо слабее	1	1
860	из таких	1	1
861	эти особенности	1	1
862	тяготением к	1	1
863	и менее	1	1
864	и другим	1	1
865	особенности этого	1	1
866	и из	2	1
867	с внешней	1	1
868	пор не	1	1
869	какая-нибудь новая	1	1
870	этих рамках	1	1
871	в высшее	1	1
872	творчество как	1	1
873	это есть	1	1
874	народ особенно	1	1
875	и вновь	1	1
876	за это	1	1
877	его образ	1	1
878	должен был	4	1
879	так или	3	1
880	смысла и	1	1
881	заключается в	1	1
882	оно есть	1	1
883	с целью	2	1
884	встречаются и	1	1
885	сознании в	1	1
886	тела и	1	1
887	нужного ему	1	1
888	особенно к	2	1
889	жизнь это	1	1
890	можно назвать	2	1
891	есть что	1	1
892	характер этого	1	1
893	к которым	2	1
894	для каждого	2	1
895	эту сторону	1	1
896	его может	1	1
897	роли в	1	1
898	о котором	2	1
899	сравнению с	2	1
900	важное значение	1	1
901	были органически	1	1
902	в воздухе	1	1
903	в каком	1	1
904	непосредственно ни	1	1
905	ничего общего	2	1
906	сейчас же	1	1
907	после себя	1	1
908	такое положение	2	1
909	дальнейшее развитие	1	1
910	нет ничего	1	1
911	ли они	2	1
912	близости к	1	1
913	что мы	2	1
914	в очень	1	1
915	несколько иной	1	1
916	своей основной	1	1
917	относится к	2	1
918	том как	1	1
919	характер не	1	1
920	и любовь	1	1
921	причиной и	1	1
922	не должны	2	1
923	и тогда	4	1
924	эта мысль	1	1
925	тоже с	1	1
926	более и	1	1
927	тогда ей	1	1
928	тогда как	1	1
929	связанных с	2	1
930	радости на	1	1
931	имеем в	1	1
932	чем с	1	1
933	на более	1	1
934	может ли	2	1
935	и превращается	1	1
936	в позднейших	1	1
937	не совсем	1	1
938	впервые в	1	1
939	неизбежно должен	1	1
940	в самую	1	1
941	же есть	1	1
942	сложнее и	1	1
943	не знаем	1	1
944	разве я	1	1
945	в свой	1	1
946	не стоит	1	1
947	но если	2	1
948	для достижения	1	1
949	были слишком	2	1
950	и после	2	1
951	вера в	1	1
952	увеличивается еще	1	1
953	подойти к	3	1
954	из этой	2	1
955	убеждение что	2	1
956	индивидуальности и	1	1
957	всю землю	1	1
958	появляются новые	1	1
959	и всякий	1	1
960	ему в	2	1
961	о его	1	1
962	может не	1	1
963	ни с	1	1
964	зависит от	1	1
965	этих слов	1	1
966	народом в	1	1
967	том числе	5	1
968	он становится	1	1
969	мы имеем	2	1
970	лишь то	1	1
971	он постоянно	1	1
972	ничего кроме	1	1
973	многие стороны	1	1
974	становятся все	1	1
975	тоже в	1	1
976	которых каждый	1	1
977	составляют особую	1	1
978	из своих	2	1
979	лицом к	1	1
980	здесь таким	1	1
981	превратиться в	1	1
982	таком случае	1	1
983	появилась в	1	1
984	различия между	2	1
985	в ином	1	1
986	зрения того	1	1
987	всякую мысль	1	1
988	это предположение	1	1
989	не замечая	1	1
990	и более	1	1
991	форме он	1	1
992	как этот	1	1
993	или иначе	3	1
994	они могли	1	1
995	в ту	1	1
996	очень много	2	1
997	замечательно что	1	1
998	участие в	1	1
999	эта способность	1	1
1000	женщины и	1	1
1001	может только	1	1
1002	стремление к	1	1
1003	перед собой	1	1
1004	перейти к	1	1
1005	ли не	1	1
1006	на все	2	1
1007	или что	1	1
1008	в новом	2	1
1009	путь к	3	1
1010	человеком и	1	1
1011	эти планы	1	1
1012	целого и	1	1
1013	тем более	1	1
1014	людей в	1	1
1015	или ином	1	1
1016	как средство	1	1
1017	что эти	3	1
1018	сказать и	1	1
1019	ко всему	2	1
1020	к их	1	1
1021	в разных	2	1
1022	каждом из	1	1
1023	лицом в	1	1
1024	другими словами	1	1
1025	так называемой	2	1
1026	в унисон	1	1
1027	его не	2	1
1028	социальной группе	1	1
1029	обстоит дело	1	1
1030	позволяет нам	1	1
1031	оставаясь в	1	1
1032	оно принимает	1	1
1033	убеждения в	1	1
1034	к области	1	1
1035	оказывается что	3	1
1036	заключает в	2	1
1037	это однако	1	1
1038	есть несколько	1	1
1039	же очень	1	1
1040	непосредственно без	1	1
1041	и всякая	1	1
1042	с первого	1	1
1043	уже очень	1	1
1044	идет речь	1	1
1045	согласны с	1	1
1046	еще на	2	1
1047	на это	1	1
1048	как из	1	1
1049	числе и	4	1
1050	сливаются воедино	1	1
1051	которой можно	1	1
1052	все оно	1	1
1053	здесь к	1	1
1054	на не	1	1
1055	собой поэтому	1	1
1056	может показаться	1	1
1057	пор еще	2	1
1058	место в	1	1
1059	их можно	1	1
1060	них как	1	1
1061	что о	2	1
1062	происходит в	1	1
1063	должны признать	2	1
1064	в создании	2	1
1065	лишь по	1	1
1066	в области	9	1
1067	эти новые	1	1
1068	того типа	1	1
1069	своей индивидуальности	3	1
1070	становится в	1	1
1071	не надо	1	1
1072	к богу	3	1
1073	особенно у	1	1
1074	и всякую	1	1
1075	есть не	1	1
1076	совершается в	1	1
1077	влиянием в	1	1
1078	мира с	1	1
1079	котором он	1	1
