N	2gram	Vygotskiy_	KulturaY
151	в их	3	11
152	в таких	1	11
153	в какой	8	11
154	в первом	3	10
155	в речи	3	10
156	как и	12	10
157	речь идет	7	10
158	так же	12	10
159	конечно не	6	10
160	к этому	5	10
161	несмотря на	7	10
162	бы в	3	10
163	не просто	7	10
164	в общем	4	10
165	в то	5	10
166	со стороны	4	10
167	в каком	8	10
168	с этим	11	10
169	они не	2	10
170	бы и	2	10
171	тем более	2	10
172	того или	2	10
173	в нашей	2	10
174	тем самым	4	10
175	от того	1	10
176	в своей	6	9
177	можно сказать	2	9
178	что все	10	9
179	в которой	8	9
180	но для	1	9
181	очевидно что	4	9
182	здесь не	3	9
183	мы говорим	1	9
184	и есть	3	9
185	слова как	3	9
186	или иного	2	9
187	ни в	6	9
188	не имеет	8	9
189	что мы	6	9
190	не потому	1	9
191	но это	6	9
192	и для	4	9
193	дает нам	1	9
194	и вот	6	9
195	то мы	2	9
196	этого рода	1	9
197	а также	1	9
198	но уже	1	9
199	на то	25	9
200	в целом	8	9
201	в этих	3	8
202	но все	2	8
203	может служить	8	8
204	на практике	1	8
205	что они	9	8
206	по преимуществу	2	8
207	с одной	7	8
208	это слово	1	8
209	тому же	2	8
210	в таком	6	8
211	тому что	10	8
212	не есть	1	8
213	в чем	3	8
214	смысл и	8	8
215	в своих	6	8
216	в тех	5	8
217	отнюдь не	2	8
218	мы видели	7	8
219	был бы	4	8
220	заключается в	13	8
221	да и	1	8
222	то и	3	8
223	тех пор	2	8
224	слов и	2	8
225	состоит в	4	8
226	с его	2	8
227	этом случае	1	8
228	независимо от	2	8
229	на самом	3	8
230	и как	10	8
231	об этом	4	8
232	мере в	1	8
233	в частности	3	8
234	далеко не	3	8
235	и о	6	8
236	же в	2	8
237	что на	4	8
238	же и	1	7
239	следует что	2	7
240	стоит в	2	7
241	например в	5	7
242	а именно	1	7
243	казалось бы	7	7
244	всякого рода	1	7
245	нам не	2	7
246	в котором	7	7
247	пор пока	2	7
248	в одном	9	7
249	свою очередь	3	7
250	была бы	5	7
251	указать на	3	7
252	внимание на	4	7
253	при чем	2	7
254	так сказать	6	7
255	а с	4	7
256	столь же	5	7
257	одной стороны	6	7
258	с ним	6	7
259	никак не	12	7
260	сводится к	1	7
261	как о	1	7
262	в слове	1	7
263	и более	4	7
264	когда мы	5	7
265	идет о	8	7
266	в свою	6	7
267	в истории	3	7
268	до конца	5	7
269	бы сказать	4	7
270	на этот	2	7
271	в самой	9	7
272	в поэзии	1	7
273	все равно	1	7
274	смысле этого	5	7
275	и вовсе	1	7
276	есть в	3	7
277	нисколько не	3	7
278	не все	1	7
279	и потому	1	7
280	том случае	4	7
281	до тех	2	7
282	она не	10	7
283	когда он	8	7
284	только как	2	7
285	что касается	2	7
286	как он	2	7
287	не следует	3	7
288	были бы	5	6
289	только что	10	6
290	даже в	2	6
291	в корне	1	6
292	только для	3	6
293	отличается от	2	6
294	на этой	1	6
295	случаи когда	1	6
296	можно ли	1	6
297	что как	4	6
298	что именно	3	6
299	именно с	1	6
300	по поводу	1	6
301	гораздо более	2	6
302	мы знаем	3	6
303	слов в	2	6
304	в ее	9	6
305	не столько	1	6
306	приемов и	1	6
307	указывает что	2	6
308	и именно	1	6
309	от этого	4	6
310	могли бы	6	6
311	на этом	6	6
312	так называемые	1	6
313	за пределы	1	6
314	то или	1	6
315	или иное	1	6
316	главным образом	6	6
317	его к	2	6
318	романа в	1	6
319	не на	1	6
320	оно не	1	6
321	если не	1	6
322	этой точки	2	6
323	но только	10	6
324	содержание и	1	6
325	перед нами	12	6
326	а если	1	6
327	роль в	2	6
328	на основе	1	6
329	когда в	4	6
330	что если	6	6
331	в отличие	1	6
332	тем же	1	6
333	в свое	1	6
334	в себе	9	6
335	что оно	5	6
336	данном случае	5	6
337	мы не	7	6
338	что с	4	6
339	или в	6	6
340	то это	5	6
341	как будто	13	6
342	что эти	5	6
343	это конечно	3	6
344	отличие от	1	6
345	дело не	3	6
346	не с	2	6
347	говоря о	1	6
348	только то	3	6
349	чтобы не	2	6
350	это только	4	6
351	как к	6	6
352	которые в	1	6
353	на себя	1	6
354	в каком-то	1	6
355	и к	5	5
356	очень много	1	5
357	еще более	2	5
358	формы в	2	5
359	не как	1	5
360	нас в	1	5
361	но что	3	5
362	и даже	4	5
363	более или	1	5
364	на которых	4	5
365	уже выше	1	5
366	и того	1	5
367	доказать что	2	5
368	в другом	6	5
369	превращается в	1	5
370	и еще	2	5
371	ни одного	1	5
372	могло бы	4	5
373	кроме того	2	5
374	не то	7	5
375	никогда не	9	5
376	и он	5	5
377	к себе	2	5
378	время в	5	5
379	обратить внимание	1	5
380	как же	2	5
381	в конце	5	5
382	в двух	11	5
383	и у	1	5
384	у него	6	5
385	здесь как	1	5
386	но как	3	5
387	и является	1	5
388	все те	5	5
389	в форме	1	5
390	так что	10	5
391	всех этих	2	5
392	одного и	2	5
393	не так	4	5
394	и при	1	5
395	в область	1	5
396	мы в	4	5
397	из того	1	5
398	в отношении	1	5
399	что поэзия	1	5
400	к его	2	5
401	о котором	5	5
402	если можно	1	5
403	уже из	6	5
404	относится к	2	5
405	быть не	2	5
406	и тогда	1	5
407	смысл который	1	5
408	на примере	3	5
409	но если	6	5
410	которые можно	1	5
411	на вопрос	1	5
412	бы на	2	5
413	о нем	2	5
414	и от	1	5
415	мы находим	1	5
416	а на	2	5
417	но с	2	5
418	слово в	2	5
419	язык и	1	5
420	так в	1	5
421	по своему	6	5
422	для нашей	3	5
423	или менее	1	5
424	это так	1	5
425	только не	3	5
426	в конечном	2	5
427	и их	2	5
428	мы должны	3	5
429	как не	3	5
430	или иначе	2	5
431	что можно	1	5
432	отношение к	2	5
433	в каких	1	5
434	и только	8	5
435	в разговоре	1	5
436	не надо	2	5
437	есть не	2	5
438	еще раз	3	4
439	перед собою	1	4
440	случае мы	1	4
441	а вот	1	4
442	о чем	1	4
443	одно из	4	4
444	как они	2	4
445	зрения на	1	4
446	иначе как	3	4
447	при том	2	4
448	конечном счете	1	4
449	какой смысл	1	4
450	интересно что	3	4
451	так например	5	4
452	как только	4	4
453	и где	2	4
454	к этой	3	4
455	к другой	2	4
456	мы увидим	14	4
457	увидим что	11	4
458	точно так	3	4
459	уже и	1	4
460	до того	1	4
461	всего этого	3	4
462	на те	2	4
463	к которому	3	4
464	как я	2	4
465	что даже	2	4
466	не мог	4	4
467	и становится	1	4
468	из них	10	4
469	к нему	2	4
470	всего в	1	4
471	иначе говоря	10	4
472	но еще	1	4
473	аналогии с	2	4
474	его в	5	4
475	то она	1	4
476	совершенно ясно	19	4
477	но он	5	4
478	не о	1	4
479	не говорит	1	4
480	будто бы	3	4
481	что за	4	4
482	которое в	1	4
483	это есть	3	4
484	характер и	2	4
485	между ними	1	4
486	же как	3	4
487	о которых	10	4
488	себе и	1	4
489	и это	13	4
490	в смысле	1	4
491	мы можем	12	4
492	ли это	3	4
493	в лучшем	2	4
494	эти слова	5	4
495	или же	2	4
496	если же	3	4
497	почти всегда	3	4
498	в известных	2	4
499	как известно	2	4
500	могла бы	6	4
501	что для	6	4
502	и все	14	4
503	же мы	2	4
504	и по	2	4
505	поэзией и	1	4
506	наше время	2	4
507	однако и	3	4
508	утверждать что	2	4
509	на деле	4	4
510	уже на	1	4
511	то в	1	4
512	которых мы	6	4
513	сам по	2	4
514	из которых	6	4
515	уяснить себе	2	4
516	том и	3	4
517	так или	1	4
518	нам в	3	4
519	здесь мы	6	4
520	отношения к	3	4
521	бы не	5	4
522	который не	7	4
523	именно поэтому	1	4
524	в известном	1	4
525	из области	4	4
526	я говорю	4	4
527	все они	3	4
528	ни на	1	4
529	первом случае	1	4
530	не имеют	4	4
531	эту можно	1	4
532	по сравнению	1	4
533	именно на	3	4
534	не понимает	1	4
535	для меня	1	4
536	обе эти	1	4
537	что когда	2	4
538	мог бы	1	4
539	именно этот	1	4
540	на который	2	4
541	однако в	1	4
542	точку зрения	1	4
543	подойти к	1	4
544	формы и	1	4
545	как нельзя	3	4
546	и было	2	4
547	свидетельствует о	1	4
548	что так	2	4
549	этих слов	1	4
550	указание на	1	4
551	по словам	2	4
552	в виде	5	4
553	что ничего	2	4
554	понимать как	1	4
555	в стороне	1	4
556	и без	2	4
557	к нашей	1	4
558	на все	2	4
559	в такой	5	4
560	в условиях	1	4
561	нельзя не	2	4
562	поэзия и	1	4
563	на это	6	4
564	что поскольку	1	4
565	одного из	2	4
566	такой же	2	4
567	только после	4	4
568	это в	3	4
569	не более	3	4
570	ли в	1	4
571	не к	5	4
572	это на	1	3
573	и другие	3	3
574	все что	2	3
575	таковы например	1	3
576	со всем	2	3
577	тем как	1	3
578	мысли и	2	3
579	в некоторых	2	3
580	что дело	1	3
581	и рядом	1	3
582	не хочет	1	3
583	до крайности	4	3
584	по мере	1	3
585	кажется мне	1	3
586	жизнь в	1	3
587	все дело	2	3
588	из самых	1	3
589	из всего	3	3
590	не сказано	1	3
591	мы получаем	1	3
592	в последнем	1	3
593	в собственном	1	3
594	на эту	2	3
595	случайно и	1	3
596	меньше всего	1	3
597	по своим	2	3
598	мы сразу	2	3
599	в это	1	3
600	знаем что	4	3
601	но мы	4	3
602	смысл этого	3	3
603	мы с	1	3
604	в дальнейшем	1	3
605	с гораздо	1	3
606	можно считать	1	3
607	и такие	2	3
608	следовало бы	2	3
609	построения в	1	3
610	мы обязаны	1	3
611	и разве	1	3
612	говорит что	17	3
613	что речь	1	3
614	себе в	1	3
615	так то	2	3
616	к ним	3	3
617	наряду с	4	3
618	тех случаях	1	3
619	на него	3	3
620	все время	36	3
621	в противном	1	3
622	для этой	1	3
623	немедленно же	1	3
624	но так	2	3
625	представить себе	2	3
626	бы то	1	3
627	то для	1	3
628	он все	4	3
629	несоответствие между	2	3
630	всю свою	2	3
631	в следующем	1	3
632	именно здесь	1	3
633	что его	3	3
634	одним из	2	3
635	по аналогии	2	3
636	быть только	1	3
637	это даже	1	3
638	и вместе	3	3
639	становится что	1	3
640	и следовательно	2	3
641	разве не	3	3
642	в сторону	2	3
643	из одного	3	3
644	в других	1	3
645	именно как	3	3
646	от себя	1	3
647	языке с	1	3
648	в наше	2	3
649	или иные	1	3
650	помощью которого	1	3
651	который мы	4	3
652	даже не	1	3
653	образом если	1	3
654	она была	5	3
655	смысла и	3	3
656	о его	2	3
657	убедимся что	1	3
658	которое мы	4	3
659	мы будем	4	3
660	чаще всего	1	3
661	показывает что	4	3
662	во время	4	3
663	поэзию как	1	3
664	в одну	2	3
665	еще одно	1	3
666	он действительно	2	3
667	сплошь и	1	3
668	эта фраза	2	3
669	та же	6	3
670	если в	2	3
671	и сейчас	2	3
672	и свое	1	3
673	и дает	3	3
674	содержания и	1	3
675	что сам	2	3
676	их как	1	3
677	если эти	1	3
678	под этим	2	3
679	вместо того	3	3
680	что у	7	3
681	заключается не	2	3
682	и мы	19	3
683	показать что	13	3
684	если это	1	3
685	в романе	2	3
686	и действительно	2	3
687	то время	4	3
688	же слово	1	3
689	том смысле	2	3
690	не знать	1	3
691	поэзии и	3	3
692	том как	5	3
693	в стихах	3	3
694	как ты	2	3
695	видно уже	1	3
696	его и	1	3
697	в прозе	1	3
698	виду не	1	3
699	какой мере	3	3
700	для всякой	1	3
701	более чем	2	3
702	так чтобы	1	3
703	и уже	5	3
704	каждой из	1	3
705	те или	1	3
706	не могло	1	3
707	письма и	1	3
708	каждый из	3	3
709	действия и	3	3
710	просто что	1	3
711	знает что	1	3
712	будет уже	1	3
713	мне не	1	3
714	тому чтобы	4	3
715	что здесь	2	3
716	без всякого	1	3
717	заметить что	2	3
718	нет и	1	3
719	он в	3	3
720	и под	1	3
721	она может	4	3
722	проще всего	1	3
723	форма и	2	3
724	нам и	1	3
725	силу того	1	3
726	по происхождению	1	3
727	это просто	1	3
728	так называемое	1	3
729	с него	1	3
730	формы как	1	3
731	решительно ничего	1	3
732	в более	1	3
733	мы могли	5	3
734	значение в	1	3
735	смысле что	1	3
736	в первый	2	3
737	для него	4	3
738	естественно что	1	3
739	как у	2	3
740	из своих	1	3
741	все той	1	3
742	таком случае	1	3
743	есть уже	1	3
744	как именно	2	3
745	за этим	3	3
746	чтобы с	1	3
747	о характере	1	3
748	это еще	1	3
749	менее всего	1	3
750	уже совершенно	1	3
751	которое было	1	3
752	в обычном	2	3
753	с той	8	3
754	противном случае	1	3
755	и дальше	3	3
756	и я	3	3
757	со своей	3	3
758	на его	2	3
759	нам следует	1	3
760	с первого	1	3
761	предположить что	1	3
762	и эти	2	3
763	что от	1	3
764	а как	1	3
765	случае если	4	3
766	так называемой	4	3
767	которую можно	1	3
768	не по	3	3
769	в искусстве	2	3
770	лучшем случае	2	3
771	и может	5	3
772	противоречии с	1	3
773	в начале	1	3
774	признать что	2	3
775	можно убедиться	2	3
776	идет речь	1	3
777	за ними	1	3
778	тем чтобы	1	3
779	понять что	1	3
780	с таким	4	3
781	ряде случаев	1	3
782	таким же	1	3
783	на ту	1	3
784	иное как	1	3
785	поэтического произведения	2	2
786	с которыми	2	2
787	во всем	2	2
788	они имеют	1	2
789	от него	2	2
790	и составляет	1	2
791	тем меньше	1	2
792	которая была	1	2
793	мы найдем	2	2
794	и содержания	1	2
795	раз к	1	2
796	которые не	2	2
797	которая в	1	2
798	и глубины	1	2
799	ровно ничего	1	2
800	так один	1	2
801	дело с	5	2
802	в применении	1	2
803	который должен	1	2
804	из всех	3	2
805	свою мысль	2	2
806	самое важное	1	2
807	или нет	1	2
808	связи и	1	2
809	которой в	1	2
810	она стала	2	2
811	это имело	1	2
812	но сам	2	2
813	и об	1	2
814	не годится	1	2
815	его от	1	2
816	нами в	3	2
817	в день	3	2
818	на наше	1	2
819	к рассмотрению	1	2
820	значение это	1	2
821	время как	6	2
822	разное значение	1	2
823	вот что	1	2
824	если угодно	1	2
825	от одной	2	2
826	том или	1	2
827	в жизни	6	2
828	меня в	1	2
829	нам нужно	1	2
830	правда в	1	2
831	имеет место	2	2
832	к самому	4	2
833	основанием для	1	2
834	здесь дело	3	2
835	или ином	1	2
836	этот закон	2	2
837	уже то	1	2
838	поскольку он	1	2
839	всего тем	1	2
840	начнем с	1	2
841	свой смысл	2	2
842	моменты в	1	2
843	которое при	1	2
844	понятно что	1	2
845	слишком много	3	2
846	мысли что	1	2
847	во все	1	2
848	было в	1	2
849	в действительности	3	2
850	что этот	5	2
851	в объяснении	1	2
852	по его	3	2
853	применении к	1	2
854	имеет в	2	2
855	почти исключительно	1	2
856	где не	1	2
857	вот и	1	2
858	и целом	1	2
859	что вся	1	2
860	с такой	7	2
861	одной и	4	2
862	когда она	4	2
863	но они	2	2
864	на пути	1	2
865	и когда	8	2
866	самый факт	1	2
867	и значение	4	2
868	и те	2	2
869	чтобы показать	2	2
870	в глаза	3	2
871	мере не	1	2
872	и остается	2	2
873	на наших	2	2
874	есть действительно	1	2
875	от смысла	1	2
876	с этими	2	2
877	есть конечно	3	2
878	момент в	1	2
879	одна из	6	2
880	в пользу	1	2
881	важно что	1	2
882	чем это	1	2
883	ясным становится	1	2
884	некоторой степени	1	2
885	едва ли	4	2
886	целого ряда	1	2
887	смысле как	1	2
888	действительно в	1	2
889	конечно только	2	2
890	что иное	1	2
891	не видел	1	2
892	под конец	1	2
893	в состоянии	1	2
894	что сама	1	2
895	значение которое	1	2
896	и нужно	1	2
897	может оказаться	1	2
898	теряет свою	1	2
899	с другими	1	2
900	они будут	1	2
901	бы что	2	2
902	наше внимание	3	2
903	так не	1	2
904	лежит в	4	2
905	говорит он	3	2
906	словом в	1	2
907	является и	1	2
908	в несколько	2	2
909	ее от	1	2
910	и говорит	4	2
911	сказал что	1	2
912	он говорит	9	2
913	дано в	4	2
914	на тот	1	2
915	из чего	1	2
916	в себя	1	2
917	что их	1	2
918	не был	1	2
919	в русской	4	2
920	можно смотреть	1	2
921	материалом для	2	2
922	спросим себя	1	2
923	бы к	1	2
924	от света	1	2
925	заинтересован в	1	2
926	мысль и	1	2
927	стиля в	1	2
928	очень часто	2	2
929	действие в	1	2
930	видел в	1	2
931	с какой	1	2
932	будет как	1	2
933	не будет	2	2
934	своего времени	1	2
935	ничего нового	1	2
936	что эта	8	2
937	это или	1	2
938	и тот	1	2
939	тем и	2	2
940	литературы и	1	2
941	совершенно справедливо	2	2
942	это же	2	2
943	равно как	1	2
944	это вовсе	1	2
945	общего с	2	2
946	внимание и	1	2
947	здесь совершенно	4	2
948	нас совершенно	4	2
949	часто и	1	2
950	так уж	1	2
951	что только	3	2
952	был в	1	2
953	не исчерпывает	1	2
954	показывают что	2	2
955	этой фразы	3	2
956	что без	1	2
957	в данный	1	2
958	и чтобы	1	2
959	вся эта	1	2
960	с нее	1	2
961	для чего	2	2
962	я сам	1	2
963	искусства в	1	2
964	и самый	2	2
965	доказывает что	1	2
966	и ничего	2	2
967	слова это	1	2
968	что прежде	2	2
969	так ли	2	2
970	как с	2	2
971	что многие	1	2
972	предметы и	1	2
973	следует из	1	2
974	большую роль	1	2
975	до некоторой	1	2
976	и такой	1	2
977	для них	1	2
978	однако он	2	2
979	оттого что	1	2
980	не могла	2	2
981	за это	1	2
982	должен был	4	2
983	поэтому и	1	2
984	капитанской дочке	1	2
985	сами по	3	2
986	и одновременно	2	2
987	всегда в	1	2
988	в моем	1	2
989	у читателя	4	2
990	с целью	1	2
991	он будет	2	2
992	доходит до	1	2
993	человек который	2	2
994	с такими	2	2
995	это время	1	2
996	и так	4	2
997	и просто	1	2
998	никто не	1	2
999	как сказать	1	2
1000	сравнению с	1	2
1001	не до	2	2
1002	к другому	1	2
1003	ничего общего	3	2
1004	а ведь	1	2
1005	это самое	1	2
1006	два слова	1	2
1007	в словах	2	2
1008	слов которые	1	2
1009	самое это	1	2
1010	думать что	3	2
1011	у нее	2	2
1012	что теперь	1	2
1013	не является	2	2
1014	нам о	3	2
1015	это понятие	2	2
1016	совершенно иной	1	2
1017	быть совершенно	1	2
1018	в круг	2	2
1019	из элементов	1	2
1020	на той	2	2
1021	что самое	2	2
1022	сказал бы	2	2
1023	это все	2	2
1024	самым мы	1	2
1025	с а	1	2
1026	для нее	2	2
1027	отношении к	1	2
1028	мы получим	4	2
1029	или еще	2	2
1030	смысл в	1	2
1031	вслед за	4	2
1032	большей частью	4	2
1033	и до	4	2
1034	в совершенно	3	2
1035	в обществе	1	2
1036	и тон	1	2
1037	и той	4	2
1038	имеем в	3	2
1039	и там	2	2
1040	и практическая	1	2
1041	все в	1	2
1042	звуков в	1	2
1043	в глазах	1	2
1044	эта и	1	2
1045	не знаем	2	2
1046	всякий раз	6	2
1047	деле в	1	2
1048	то здесь	2	2
1049	дело именно	1	2
1050	и значит	1	2
1051	а вовсе	2	2
1052	увидим ниже	2	2
1053	у них	2	2
1054	не из	1	2
1055	стиля и	1	2
1056	сторону от	2	2
1057	исключительно в	1	2
1058	друг другу	2	2
1059	основную тенденцию	1	2
1060	он должен	2	2
1061	от всякого	1	2
1062	ответ на	1	2
1063	этот термин	1	2
1064	нападки на	1	2
1065	в прямом	2	2
1066	когда речь	2	2
1067	ничем не	3	2
1068	который уже	1	2
1069	вот например	1	2
1070	на тех	1	2
1071	это был	2	2
1072	зависит от	2	2
1073	наших глазах	2	2
1074	что одна	2	2
1075	конечно в	3	2
1076	он называет	1	2
1077	он и	1	2
1078	ее в	7	2
1079	не заметить	1	2
1080	где он	3	2
1081	здесь в	4	2
1082	представлять себе	1	2
1083	слова а	2	2
1084	этот прием	2	2
1085	по этому	1	2
1086	которые я	1	2
1087	следует установить	1	2
1088	отказаться от	2	2
1089	когда оно	1	2
1090	дело в	1	2
1091	просто и	3	2
1092	вот это	1	2
1093	нас к	1	2
1094	что поэтическая	1	2
1095	частном случае	1	2
1096	возможно и	1	2
1097	основана на	1	2
1098	живой и	1	2
1099	к своему	2	2
1100	перейти к	3	2
1101	с историей	2	2
1102	один и	1	2
1103	именно эта	1	2
1104	все слова	1	2
1105	это было	4	2
1106	не что	1	2
1107	для которого	1	2
1108	себе место	1	2
1109	бы совершенно	6	2
1110	в одной	2	2
1111	и вообще	1	2
1112	я позволю	1	2
1113	это остается	1	2
1114	показать в	1	2
1115	разница между	1	2
1116	и мысли	1	2
1117	только к	1	2
1118	за то	1	2
1119	же с	2	2
1120	относительно того	4	2
1121	простонародным наречием	1	2
1122	прав когда	3	2
1123	такие же	1	2
1124	же к	1	2
1125	она должна	3	2
1126	могут служить	1	2
1127	в самых	1	2
1128	поскольку они	1	2
1129	ни один	1	2
1130	тому как	1	2
1131	в теории	1	2
1132	с совершенно	3	2
1133	а самый	1	2
1134	быть и	1	2
1135	к тем	3	2
1136	есть и	1	2
1137	каждый раз	2	2
1138	оказывается что	2	2
1139	только у	1	2
1140	ссылками на	1	2
1141	одного слова	1	2
1142	которую я	1	2
1143	общем и	1	2
1144	которой мы	4	2
1145	и часто	2	2
1146	собственно говоря	1	2
1147	связана с	1	2
1148	нет двух	1	2
1149	когда говорит	2	2
1150	который как	2	2
1151	указывает на	8	2
1152	двух направлениях	1	2
1153	сказать в	1	2
1154	даже для	1	2
1155	за счет	1	2
1156	это можно	2	2
1157	позволю себе	1	2
1158	жизни и	6	2
1159	без сомнения	1	2
1160	и прежде	2	2
1161	свидетельствуют о	1	2
1162	тех которые	1	2
1163	все более	4	2
1164	и новые	1	2
1165	эти два	4	2
1166	может и	1	2
1167	именно это	3	2
1168	не можем	4	2
1169	в сложном	1	1
1170	в отношения	1	1
1171	говорю о	1	1
1172	находим в	1	1
1173	жанр однако	1	1
1174	видели в	1	1
1175	это утверждение	1	1
1176	располагаются в	1	1
1177	поэзии но	1	1
1178	это тот	1	1
1179	народа и	1	1
1180	как форма	1	1
1181	не нужна	1	1
1182	историческом развитии	1	1
1183	как прямая	1	1
1184	выводу что	1	1
1185	самого себя	1	1
1186	уничтожить то	1	1
1187	которых эта	1	1
1188	за исключением	1	1
1189	оно стоит	1	1
1190	некоторое противоречие	1	1
1191	оратора и	1	1
1192	совершенно очевидно	3	1
1193	только нет	1	1
1194	это лишь	1	1
1195	что люди	1	1
1196	что два	1	1
1197	до самого	2	1
1198	здесь исключительно	1	1
1199	под ним	1	1
1200	а у	2	1
1201	на второй	1	1
1202	почти с	1	1
1203	это значит	4	1
1204	которые лежат	1	1
1205	задачей и	1	1
1206	не об	1	1
1207	является в	1	1
1208	видов и	1	1
1209	не зависит	1	1
1210	годится для	1	1
1211	говорит о	6	1
1212	сам автор	5	1
1213	например с	1	1
1214	но смысл	3	1
1215	это легко	2	1
1216	может нас	1	1
1217	то обширное	1	1
1218	и другими	2	1
1219	случае он	1	1
1220	ничего более	2	1
1221	от этих	1	1
1222	законы которыми	1	1
1223	но автор	1	1
1224	вкусу и	1	1
1225	является слово	1	1
1226	и которые	3	1
1227	предисловии к	2	1
1228	же эти	1	1
1229	и самое	1	1
1230	связь с	5	1
1231	или во	2	1
1232	соответственным образом	1	1
1233	явно не	1	1
1234	ни одна	1	1
1235	и сам	1	1
1236	спросить себя	2	1
1237	русской поэзии	2	1
1238	и опять	3	1
1239	каким образом	1	1
1240	нам это	1	1
1241	на свою	2	1
1242	за ним	1	1
1243	между той	1	1
1244	весь этот	3	1
1245	ее элементов	1	1
1246	его основной	1	1
1247	от общих	1	1
1248	них уже	1	1
1249	уверен в	1	1
1250	поэма и	1	1
1251	прямо сказать	1	1
1252	говорят о	1	1
1253	порядка и	1	1
1254	логического порядка	1	1
1255	если он	5	1
1256	принимать в	1	1
1257	из этой	2	1
1258	лет пять	1	1
1259	я от	1	1
1260	несколько ином	1	1
1261	видим мы	2	1
1262	что по	3	1
1263	их в	4	1
1264	оказываются в	1	1
1265	чтобы доказать	1	1
1266	литературных жанров	1	1
1267	одновременно и	3	1
1268	так легко	1	1
1269	в какое	1	1
1270	внимание к	2	1
1271	этом можно	1	1
1272	они ни	1	1
1273	в природе	1	1
1274	и сделал	1	1
1275	но у	1	1
1276	совершенно разное	2	1
1277	этом примере	2	1
1278	легче всего	1	1
1279	от поэзии	1	1
1280	внешнюю оболочку	1	1
1281	так много	2	1
1282	идет об	1	1
1283	я здесь	2	1
1284	к своим	2	1
1285	более как	1	1
1286	в поэтическом	1	1
1287	позволяет себе	2	1
1288	что слова	1	1
1289	на первый	1	1
1290	гораздо больше	1	1
1291	тогда не	1	1
1292	относиться к	1	1
1293	определяется не	1	1
1294	сказано о	1	1
1295	время так	1	1
1296	который лежит	2	1
1297	не прав	1	1
1298	для выражения	1	1
1299	самого начала	10	1
1300	если с	1	1
1301	сказать то	1	1
1302	очень большую	1	1
1303	и последнего	1	1
1304	на склоне	1	1
1305	для какой	1	1
1306	тургенева и	1	1
1307	которые мы	2	1
1308	уже до	1	1
1309	тех слов	1	1
1310	д вот	1	1
1311	убеждаемся что	2	1
