N	2gram	Tiupa_Hudo	formyVre
165	имеет место	3	7
166	этого типа	1	7
167	между собой	2	7
168	этого мира	1	7
169	к ним	1	7
170	из этих	3	7
171	в себе	13	7
172	но он	3	7
173	не знает	4	7
174	в которой	3	7
175	в себя	4	7
176	в форме	4	7
177	с ее	6	7
178	героев и	1	7
179	например в	4	7
180	то время	1	7
181	себя и	3	7
182	было бы	1	7
183	не могло	2	7
184	в эпизоде	1	7
185	в отличие	7	7
186	том же	1	7
187	того что	5	7
188	ее в	2	7
189	для других	1	7
190	отличие от	7	7
191	во времени	4	7
192	место в	5	7
193	все что	1	6
194	с самим	2	6
195	именно в	2	6
196	только для	1	6
197	индивидуальной жизни	1	6
198	на первый	1	6
199	о том	2	6
200	между двумя	2	6
201	в различных	1	6
202	сказать что	4	6
203	входят в	1	6
204	во всей	3	6
205	характерно что	1	6
206	и временных	1	6
207	время и	1	6
208	в качестве	31	6
209	xviii века	1	6
210	в таком	3	6
211	здесь как	1	6
212	до нас	1	6
213	ту же	1	6
214	за пределы	2	6
215	одной стороны	3	6
216	бы ни	1	6
217	а как	1	6
218	пространственных и	1	6
219	и ее	3	6
220	в сущности	1	6
221	в отношении	4	6
222	мы видим	1	6
223	не могут	1	6
224	друг от	1	6
225	своей жизни	2	6
226	не является	5	6
227	тех же	1	6
228	автора и	3	6
229	лежат в	1	6
230	слова и	2	6
231	в совершенно	1	6
232	имеем в	3	6
233	одной из	2	6
234	все они	1	6
235	в широком	1	6
236	мы находим	1	6
237	от друга	1	6
238	в присутствии	1	6
239	только и	2	6
240	самой жизни	1	6
241	могло быть	2	6
242	есть не	1	6
243	более того	1	6
244	с этой	3	5
245	о чем	3	5
246	одно из	2	5
247	тем что	1	5
248	в порядке	2	5
249	в своей	7	5
250	в это	1	5
251	было и	2	5
252	только на	1	5
253	что все	1	5
254	по преимуществу	3	5
255	и через	1	5
256	xix века	2	5
257	с другими	5	5
258	человек в	1	5
259	от этого	1	5
260	той или	5	5
261	как человек	1	5
262	так что	1	5
263	одно и	3	5
264	и является	1	5
265	по своей	7	5
266	в этой	2	5
267	и от	1	5
268	чаще всего	1	5
269	в него	1	5
270	самим собою	2	5
271	мире и	2	5
272	мы встречаем	1	5
273	что они	1	5
274	не на	5	5
275	с ними	2	5
276	далеко не	4	5
277	жизни поколений	1	5
278	они не	1	5
279	не имеет	1	5
280	да и	1	5
281	единство места	1	5
282	ни были	1	5
283	той же	1	5
284	он должен	3	5
285	мы имеем	6	5
286	но на	2	5
287	или в	2	5
288	места в	1	5
289	об этом	2	5
290	нового времени	2	5
291	стороны и	1	5
292	числе и	2	5
293	от него	1	4
294	же и	1	4
295	даже в	3	4
296	а затем	2	4
297	другой стороны	6	4
298	по себе	2	4
299	в своих	1	4
300	в одно	2	4
301	у достоевского	1	4
302	жизни на	2	4
303	и со	1	4
304	при всей	2	4
305	европейского романа	1	4
306	в данном	4	4
307	раз и	1	4
308	в другом	4	4
309	существенное значение	1	4
310	по отношению	10	4
311	и те	1	4
312	в глаза	2	4
313	вопросу о	1	4
314	затем в	1	4
315	в нашем	2	4
316	момент в	1	4
317	жизни как	4	4
318	и становится	1	4
319	жизни так	1	4
320	несмотря на	2	4
321	проявляется в	1	4
322	иного рода	1	4
323	к жизни	2	4
324	весь мир	1	4
325	человеческая жизнь	1	4
326	что не	1	4
327	между этими	1	4
328	к вопросу	1	4
329	себе и	1	4
330	в чем	2	4
331	в историческом	1	4
332	в новое	1	4
333	своего значения	1	4
334	друг другу	1	4
335	связей с	2	4
336	из того	1	4
337	что он	5	4
338	вследствие этого	2	4
339	перед нами	1	4
340	это и	2	4
341	и более	2	4
342	языка и	1	4
343	сливается с	1	4
344	своей собственной	1	4
345	совершенно иной	2	4
346	и т.д	4	4
347	же самое	1	4
348	принадлежит к	3	4
349	игра с	1	4
350	друг друга	1	4
351	и историческом	1	4
352	этом случае	1	4
353	не для	1	4
354	жизни поэтому	1	4
355	как у	1	4
356	у нас	1	4
357	раз в	1	4
358	века и	1	4
359	всего романа	1	4
360	так в	4	4
361	со своей	4	4
362	на его	1	4
363	в одной	1	4
364	тем более	2	4
365	времени то	1	4
366	связаны с	1	4
367	быть и	2	4
368	всей его	2	4
369	в тексте	13	4
370	и о	4	4
371	которыми он	1	4
372	включает в	2	4
373	и совершенно	1	4
374	с которыми	1	3
375	в центре	1	3
376	тому что	2	3
377	строго говоря	2	3
378	для восприятия	1	3
379	можно говорить	1	3
380	в классическом	1	3
381	не обязательно	3	3
382	жизнь в	1	3
383	из нее	1	3
384	все моменты	1	3
385	в соответствии	1	3
386	в более	1	3
387	но мы	1	3
388	культуры в	3	3
389	во внешнем	2	3
390	не могли	2	3
391	между вещами	1	3
392	и художественного	1	3
393	форма в	1	3
394	вещами и	2	3
395	в прошлом	1	3
396	еще нет	1	3
397	с этими	1	3
398	в зависимости	1	3
399	на почве	4	3
400	внимание на	1	3
401	все прочие	3	3
402	и развития	1	3
403	к настоящему	1	3
404	же как	1	3
405	на земле	1	3
406	одна из	2	3
407	до известной	2	3
408	того и	1	3
409	бы в	1	3
410	на этом	2	3
411	картины мира	3	3
412	другом и	1	3
413	как это	7	3
414	но только	2	3
415	идиллический хронотоп	1	3
416	реального исторического	1	3
417	тот или	3	3
418	не могла	1	3
419	и есть	1	3
420	теми же	1	3
421	здесь также	1	3
422	к реальному	1	3
423	и здесь	1	3
424	жизни а	2	3
425	и дает	1	3
426	биографического и	1	3
427	если не	1	3
428	все то	1	3
429	внутренне не	1	3
430	произведения в	1	3
431	в слове	4	3
432	бы не	2	3
433	зависимости от	1	3
434	моменты быта	1	3
435	нет в	1	3
436	к другому	2	3
437	в аспекте	2	3
438	не входит	2	3
439	еще и	2	3
440	ни к	2	3
441	бы и	1	3
442	время оно	1	3
443	в свою	3	3
444	в значительной	2	3
445	наконец в	1	3
446	судьбы здесь	1	3
447	не быть	1	3
448	значение для	1	3
449	вступает в	2	3
450	известной степени	3	3
451	событий в	1	3
452	если мы	2	3
453	тем же	1	3
454	искусство и	1	3
455	к новой	1	3
456	в произведениях	1	3
457	неотделимо от	1	3
458	жизни не	1	3
459	человека но	1	3
460	не входят	1	3
461	которые в	1	3
462	связи между	1	3
463	а на	5	3
464	в таких	1	3
465	от всех	2	3
466	дело в	1	3
467	по своему	3	3
468	зрения не	1	3
469	не столько	7	3
470	это было	1	3
471	при виде	1	3
472	мира как	1	3
473	только к	1	3
474	он ни	1	3
475	как уже	3	3
476	здесь только	1	3
477	но она	2	3
478	ним как	1	3
479	при всем	2	3
480	вступают в	1	3
481	можно сказать	6	3
482	происходит в	1	3
483	ни был	2	3
484	природой и	1	3
485	дело здесь	1	3
486	образов и	1	3
487	мир как	1	2
488	чего не	1	2
489	без исключения	4	2
490	жить и	2	2
491	его то	1	2
492	представлений о	1	2
493	в строгом	1	2
494	мыслится как	5	2
495	на мир	2	2
496	от всего	1	2
497	к более	2	2
498	для своей	1	2
499	вне произведения	1	2
500	начинается с	1	2
501	жизни ее	1	2
502	и вещи	1	2
503	отличается от	2	2
504	ни для	2	2
505	существенными событиями	1	2
506	в пределе	1	2
507	своей природе	2	2
508	служит для	1	2
509	имеет в	1	2
510	из жизни	1	2
511	событиями жизни	1	2
512	говорить о	4	2
513	к нашим	1	2
514	времени его	1	2
515	до того	1	2
516	свою очередь	2	2
517	в чистом	1	2
518	новых форм	1	2
519	жизни то	2	2
520	и оценки	1	2
521	места для	1	2
522	как я	1	2
523	автора мы	1	2
524	нигде не	1	2
525	все без	1	2
526	в каждом	1	2
527	что даже	1	2
528	на котором	2	2
529	лишь один	1	2
530	начало и	2	2
531	к нему	3	2
532	то в	2	2
533	в христианском	1	2
534	глубокий и	1	2
535	в единое	3	2
536	других для	1	2
537	собой в	1	2
538	подчеркнуть что	1	2
539	биография и	1	2
540	к определенному	1	2
541	стремится к	1	2
542	тому же	1	2
543	и притом	3	2
544	и некоторые	2	2
545	всех его	1	2
546	но для	1	2
547	я не	2	2
548	лишь на	1	2
549	также в	1	2
550	между прочим	1	2
551	особенности в	1	2
552	больше и	1	2
553	а только	4	2
554	каждом из	1	2
555	но как	2	2
556	в уста	1	2
557	этот хронотоп	1	2
558	в отдельных	1	2
559	личности и	3	2
560	никто не	3	2
561	соединении с	2	2
562	и роман	1	2
563	др в	1	2
564	в европейском	1	2
565	в смерти	1	2
566	и сам	3	2
567	между людьми	1	2
568	на всех	2	2
569	его как	1	2
570	в каком	2	2
571	когда они	1	2
572	о его	2	2
573	с чем	2	2
574	и определяется	1	2
575	события в	2	2
576	и особенно	2	2
577	можно только	1	2
578	во втором	4	2
579	образом и	2	2
580	в состав	6	2
581	лишает их	1	2
582	и против	1	2
583	возможности человеческого	1	2
584	произведение и	1	2
585	достоевского в	1	2
586	как с	1	2
587	полноту и	1	2
588	если в	1	2
589	живет в	1	2
590	на ее	1	2
591	героя в	1	2
592	и мотивов	1	2
593	была бы	3	2
594	в область	1	2
595	разного рода	1	2
596	литературного произведения	13	2
597	и строго	1	2
598	рядом в	1	2
599	самом деле	2	2
600	смерть не	1	2
601	самим собой	5	2
602	смысла и	1	2
603	так называемый	1	2
604	мы говорим	1	2
605	одновременно с	1	2
606	ничто в	1	2
607	судьбы в	1	2
608	можно назвать	1	2
609	о котором	1	2
610	в поэзии	1	2
611	он же	1	2
612	то и	1	2
613	каким бы	1	2
614	для будущего	1	2
615	в иной	3	2
616	и поэтому	1	2
617	людей как	1	2
618	оно служит	1	2
619	с которой	1	2
620	и читателей	3	2
621	отношении к	3	2
622	в мир	1	2
623	действительность в	1	2
624	каждый из	1	2
625	действия и	1	2
626	жизни по	1	2
627	на которые	1	2
628	своими корнями	1	2
629	соответствии с	1	2
630	начиная с	2	2
631	за пределами	3	2
632	с нею	1	2
633	характерное для	1	2
634	этого слова	2	2
635	но если	1	2
636	в мировой	1	2
637	только о	2	2
638	и том	1	2
639	основе своей	2	2
640	произведения как	3	2
641	лишь одну	1	2
642	и пр	1	2
643	для нас	1	2
644	который может	1	2
645	идет о	2	2
646	себя самого	1	2
647	иной раз	1	2
648	себя в	8	2
649	картина мира	5	2
650	по ту	1	2
651	с их	2	2
652	быть или	1	2
653	по этому	1	2
654	в русском	1	2
655	не существует	1	2
656	ведь это	1	2
657	реальной действительности	1	2
658	в организации	2	2
659	бытия и	1	2
660	о жизни	2	2
661	мира а	1	2
662	и последующих	1	2
663	за которым	1	2
664	фольклора и	1	2
665	или даже	3	2
666	является не	1	2
667	к своему	2	2
668	должен быть	2	2
669	на них	1	2
670	произведения с	1	2
671	может иметь	1	2
672	о различных	1	2
673	художественное мышление	1	2
674	на один	1	2
675	чистом виде	1	2
676	все человеческие	1	2
677	одну из	1	2
678	части и	1	2
679	в искусстве	9	2
680	и может	2	2
681	частности в	1	2
682	как явление	1	2
683	в xix	1	2
684	время они	1	2
685	человека с	3	2
686	с человеком	2	2
687	когда мы	1	2
688	для такого	2	2
689	роман и	2	2
690	сказать в	1	2
691	в чужом	1	2
692	в узком	3	2
693	и иные	1	2
694	виду что	1	2
695	и конец	2	2
696	степени и	1	2
697	произведение на	1	1
698	почву для	1	1
699	это на	1	1
700	иной форме	1	1
701	рода и	1	1
702	на границах	1	1
703	данном отношении	1	1
704	и составляет	3	1
705	хронотоп порога	1	1
706	с иными	2	1
707	и мира	1	1
708	таковы например	2	1
709	свою первоначальную	1	1
710	более не	2	1
711	вещи в	1	1
712	типа как	1	1
713	другом но	1	1
714	место слияние	1	1
715	в момент	3	1
716	русской литературе	2	1
717	жизни которая	1	1
718	исходя из	1	1
719	которая в	1	1
720	тех кто	1	1
721	граница между	1	1
722	случае мы	1	1
723	дело с	1	1
724	в финале	2	1
725	речи и	4	1
726	а перед	1	1
727	на второй	1	1
728	она лишь	1	1
729	тем как	1	1
730	это точка	1	1
731	литературных произведений	3	1
732	и сгущается	1	1
733	его под	1	1
734	и лучше	1	1
735	его поступки	1	1
736	окружающей его	2	1
737	например с	1	1
738	же оно	1	1
739	до последнего	1	1
740	не бывает	1	1
741	и само	1	1
742	исторического лица	1	1
743	осмысленном и	1	1
744	его лишь	1	1
745	чем подробно	1	1
746	более или	6	1
747	значение это	1	1
748	по пути	4	1
749	на свой	1	1
750	в первом	1	1
751	второй план	1	1
752	это тот	1	1
753	героя как	2	1
754	им по	1	1
755	как об	1	1
756	из всего	1	1
757	включен в	1	1
758	конечном счете	5	1
759	если он	1	1
760	между индивидуальными	1	1
761	мира это	1	1
762	должен отдаться	1	1
763	и другим	1	1
764	как более	1	1
765	самих событий	1	1
766	к самому	1	1
767	и внутренне	1	1
768	что по	1	1
769	в бою	1	1
770	позиция автора	2	1
771	литературных жанров	1	1
772	одновременно и	1	1
773	дома и	2	1
774	не вполне	2	1
775	не менее	5	1
776	они ни	1	1
777	его личной	1	1
778	и слово	1	1
779	и страсти	1	1
780	себя свою	1	1
781	жизнью человека	1	1
782	все их	1	1
783	всем его	1	1
784	и внутренний	1	1
785	самом произведении	1	1
786	судьба или	1	1
787	первый взгляд	1	1
788	мире это	2	1
789	реальности жизни	1	1
790	нам не	1	1
791	ними и	2	1
792	все и	1	1
793	слияние пространственных	1	1
794	и политического	2	1
795	основе того	1	1
796	при условии	2	1
797	и такие	1	1
798	на части	1	1
799	со страшным	1	1
800	совершенно особое	1	1
801	в динамике	1	1
802	каждая вещь	1	1
803	не узнает	1	1
804	но во	2	1
805	другу и	1	1
806	сложности и	1	1
807	либо в	2	1
808	не всегда	2	1
809	с нашим	1	1
810	к различным	1	1
811	и книги	1	1
812	и аналогичные	1	1
813	писатель как	1	1
814	у автора	1	1
815	одновременно он	1	1
816	и внешнее	1	1
817	для данного	1	1
818	необходимо уточнить	1	1
819	точек зрения	1	1
820	превращается в	2	1
821	в каждой	1	1
822	от своей	1	1
823	и общества	1	1
824	к третьему	1	1
825	конститутивным моментом	1	1
826	мира вокруг	1	1
827	себе в	1	1
828	события частной	1	1
829	на новую	1	1
830	и формы	1	1
831	и речевой	1	1
832	это утро	1	1
833	отношений и	1	1
834	самом начале	1	1
835	и конкретном	1	1
836	я с	5	1
837	него не	1	1
838	ключ к	1	1
839	ее как	1	1
840	как правило	3	1
841	осуществлено только	1	1
842	смыслом в	1	1
843	любовь смерть	1	1
844	это отношение	3	1
845	только во	1	1
846	не переставая	1	1
847	жизни за	1	1
848	который в	2	1
849	все виды	1	1
850	речь о	1	1
851	и внутренняя	1	1
852	тем это	1	1
853	стадии в	1	1
854	проникновение в	1	1
855	мире без	1	1
856	к этим	1	1
857	книги в	1	1
858	не просто	2	1
859	к языку	1	1
860	по которым	1	1
861	внутреннего мира	2	1
862	едва ли	1	1
863	преображает все	1	1
864	все перечисленные	1	1
865	жанра в	1	1
866	себе самом	1	1
867	мир все	2	1
868	время для	1	1
869	бы то	2	1
870	не происходит	1	1
871	при котором	2	1
872	не принадлежат	2	1
873	говорит о	1	1
874	которым человек	1	1
875	к герою	2	1
876	как такового	1	1
877	сюжет в	1	1
878	от его	1	1
879	слова эта	1	1
880	такого рода	12	1
881	в состоянии	1	1
882	о месте	1	1
883	аффектов и	1	1
884	я как	2	1
885	и иного	1	1
886	основе весьма	1	1
887	к которому	4	1
888	это хронотоп	2	1
889	однако этот	1	1
890	ее можно	1	1
891	души и	1	1
892	тем не	3	1
893	свободу и	1	1
894	значительной степени	2	1
895	представлена в	1	1
896	которой в	1	1
897	он расчленяет	1	1
898	доверия к	1	1
899	не обладает	1	1
900	по типу	1	1
901	прямо от	1	1
902	в европейской	2	1
903	противоречие между	1	1
904	бытию и	1	1
905	не путем	1	1
906	в конечном	5	1
907	ни от	1	1
908	толстой например	1	1
909	и позволяет	3	1
910	родного дома	1	1
911	свой порядок	1	1
912	одним из	2	1
913	каждая из	2	1
914	к простому	1	1
915	в совокупности	1	1
916	и непосредственное	1	1
917	или иная	1	1
918	я и	7	1
919	но само	1	1
920	как говорит	3	1
921	своей структуре	1	1
922	всем своем	1	1
923	этом и	1	1
924	началась и	1	1
925	поколений ослабляет	1	1
926	сознания как	1	1
927	мира при	1	1
928	объективно и	1	1
929	и сближение	2	1
930	и кому	1	1
931	по своим	1	1
932	из проявлений	1	1
933	действительности и	1	1
934	текст и	3	1
935	процесса жизни	1	1
936	по поводу	1	1
937	и мир	1	1
938	в русской	3	1
939	могли бы	1	1
940	грани между	1	1
941	и литературные	1	1
942	человек как	1	1
943	вошел в	1	1
944	опираясь на	1	1
945	от себя	3	1
946	или героев	1	1
947	активность прежде	1	1
948	чтобы в	1	1
949	имен и	1	1
950	данный момент	2	1
951	говорил о	1	1
952	свое место	1	1
953	этой своей	1	1
954	в лучшем	1	1
955	с политической	1	1
956	ивана ильича	1	1
957	человеческого бытия	2	1
958	зрения в	1	1
959	не дает	1	1
960	между тем	4	1
961	быть осуществлено	1	1
962	человека как	1	1
963	в рассказе	3	1
964	так называемые	1	1
965	в случае	2	1
966	же типа	1	1
967	говорить об	1	1
968	действующих лиц	1	1
969	и тем	4	1
970	бы они	1	1
971	не будет	3	1
972	оказывается в	3	1
973	в системе	3	1
974	исчезает и	1	1
975	только другим	1	1
976	и что	4	1
977	главного героя	1	1
978	тем и	1	1
979	этом смысле	3	1
980	и существенно	2	1
981	не способна	1	1
982	участвовать в	1	1
983	прямого значения	1	1
984	в иных	1	1
985	на свое	1	1
986	могла бы	2	1
987	уст в	1	1
988	превратилась в	1	1
989	весьма различной	1	1
990	но без	1	1
991	примет в	1	1
992	человеческих отношений	2	1
993	однако в	4	1
994	это делает	1	1
995	материала в	2	1
996	что может	2	1
997	на отдельные	1	1
998	это ощущение	1	1
999	лишь путем	1	1
1000	с которым	1	1
1001	хронотопе имеет	1	1
1002	всю жизнь	1	1
1003	к полноте	1	1
1004	свое я	1	1
1005	бы быть	1	1
1006	в данный	2	1
1007	слова как	5	1
1008	в различные	1	1
1009	человеческому телу	1	1
1010	и помимо	1	1
1011	чтобы не	2	1
1012	их возможности	1	1
1013	герой не	3	1
1014	всякое произведение	1	1
1015	целостность в	1	1
1016	в развитии	1	1
1017	находим вне	1	1
1018	своего рода	9	1
1019	на время	2	1
1020	и способность	1	1
1021	на деле	3	1
1022	жизни героя	1	1
1023	семейных связей	1	1
1024	вступить в	1	1
1025	самому герою	1	1
1026	и конечно	1	1
1027	целью и	1	1
1028	в событии	1	1
1029	есть точка	1	1
1030	и свою	1	1
1031	в случаях	1	1
1032	через посредство	1	1
1033	силы мировой	1	1
1034	сатирического и	1	1
1035	образа и	1	1
1036	каждый такой	2	1
1037	есть для	1	1
1038	и детально	1	1
1039	никакого определенного	1	1
1040	что это	1	1
1041	жанры в	1	1
1042	одном и	1	1
1043	в другой	1	1
1044	стороны в	1	1
1045	из которых	2	1
1046	времени когда	1	1
1047	сама жизнь	1	1
1048	и делает	1	1
1049	характера делает	1	1
1050	переходя к	1	1
1051	развернуть в	1	1
1052	сводится к	11	1
1053	но чтобы	2	1
1054	подобно тому	3	1
1055	он тем	2	1
1056	позиции в	1	1
1057	быта лишает	1	1
1058	определенного смысла	1	1
1059	или знаковый	1	1
1060	должен был	1	1
1061	и приобретает	1	1
1062	необходимая для	1	1
1063	особого рода	8	1
1064	ориентировано на	1	1
1065	этой точки	2	1
1066	не более	1	1
1067	мы понимаем	1	1
1068	и одновременно	5	1
1069	литературы но	1	1
1070	которых и	1	1
1071	любовь и	1	1
1072	вокруг него	1	1
1073	произведений искусства	3	1
1074	комнате и	1	1
1075	имеет дело	2	1
1076	v в	1	1
1077	и действительно	1	1
1078	из уст	1	1
1079	авторства и	1	1
1080	о судьбе	1	1
1081	значении этого	4	1
1082	не становясь	1	1
1083	широком и	1	1
1084	мы встречаемся	1	1
1085	с такими	1	1
1086	можно даже	1	1
1087	внешним то	1	1
1088	с собою	1	1
1089	в творческом	2	1
1090	создает и	1	1
1091	художественного мышления	3	1
1092	приводит к	6	1
1093	смертью в	1	1
1094	биографической жизнью	1	1
1095	может не	1	1
1096	роли в	4	1
1097	здесь выступает	1	1
1098	собою в	2	1
1099	знаменует не	1	1
1100	состояние а	1	1
1101	на каждом	1	1
1102	но с	1	1
1103	композиции произведения	1	1
1104	для читателя	4	1
1105	жизненной практике	1	1
1106	встречаем его	1	1
1107	в романтизме	1	1
1108	делает их	1	1
1109	со временем	2	1
1110	места жизни	1	1
1111	поэтому не	1	1
1112	и частной	1	1
1113	от горя	1	1
1114	это событие	1	1
1115	обращения к	1	1
1116	отношение как	1	1
1117	нет даже	1	1
1118	не должно	1	1
1119	в отдельности	1	1
1120	быть не	1	1
1121	героем и	1	1
1122	природе и	1	1
1123	вступление в	1	1
1124	в стихотворении	3	1
1125	из его	1	1
1126	которой герой	1	1
1127	изображения жизни	1	1
1128	каждой из	1	1
1129	и больше	2	1
1130	из которого	4	1
1131	как живущего	1	1
1132	и наиболее	1	1
1133	новое время	1	1
1134	о героизации	1	1
1135	всю полноту	1	1
1136	что можно	3	1
1137	так называемого	1	1
1138	еще один	2	1
1139	специфическом значении	3	1
1140	другого в	3	1
1141	текста то	1	1
1142	являются только	1	1
1143	автора в	1	1
1144	созерцающего и	1	1
1145	расчленяет произведение	1	1
1146	есть его	1	1
1147	человек должен	1	1
1148	впервые в	1	1
1149	видим в	2	1
1150	она может	1	1
1151	в композиции	1	1
1152	и многих	1	1
1153	встреч и	1	1
1154	своего я	1	1
1155	ему или	1	1
1156	и гротескные	1	1
1157	т.д эта	1	1
1158	и авторской	1	1
1159	утрачивает свою	1	1
1160	к миру	1	1
1161	всего к	1	1
1162	даже его	1	1
1163	отведенного ему	1	1
1164	в понимании	1	1
1165	к предмету	1	1
1166	котором как	1	1
1167	значении в	1	1
1168	в одноименном	1	1
1169	в настоящее	1	1
1170	конечно с	1	1
1171	характерные для	1	1
1172	его можно	1	1
1173	к содержанию	3	1
1174	в художественных	1	1
1175	этого термина	2	1
1176	в формах	2	1
1177	их существенными	1	1
1178	необходимый фон	1	1
1179	истории литературы	2	1
1180	в осмысленном	1	1
1181	как к	5	1
1182	не знают	1	1
1183	творцом и	1	1
1184	в свое	1	1
1185	произведения является	1	1
1186	в повседневном	1	1
1187	внутренняя граница	3	1
1188	тоже не	1	1
1189	жизнь это	1	1
1190	себя только	1	1
1191	свидетельствует о	1	1
1192	авторской позиции	3	1
1193	от мира	1	1
1194	в художественной	3	1
1195	такового не	1	1
1196	мире в	1	1
1197	он и	2	1
1198	такое же	1	1
1199	xix веке	1	1
1200	не внешняя	1	1
1201	части романа	1	1
1202	на которой	1	1
1203	сознания и	1	1
1204	в новелле	1	1
1205	на помощь	1	1
1206	слово в	1	1
1207	иметь место	1	1
1208	даже самая	2	1
1209	к построению	1	1
1210	сказать не	1	1
1211	служит его	1	1
1212	говорим о	1	1
1213	и внутренних	1	1
1214	кто бы	1	1
1215	становления и	1	1
1216	на нее	1	1
1217	и иронии	1	1
1218	внешних и	1	1
1219	сама по	2	1
1220	мировой жизни	1	1
1221	и без	1	1
1222	составляет необходимый	1	1
1223	данного произведения	1	1
1224	не подлежит	1	1
1225	не предполагает	5	1
1226	оно стало	1	1
1227	мира становится	1	1
1228	главы и	1	1
1229	жизнью в	1	1
1230	то под	1	1
1231	и я	1	1
1232	индивидуальными жизнями	1	1
1233	и глубже	1	1
1234	по его	1	1
1235	его текст	2	1
1236	всем законам	1	1
1237	направления в	1	1
1238	жанр в	1	1
1239	мире по	1	1
1240	статичен в	1	1
1241	путь к	1	1
1242	текст как	3	1
1243	или менее	6	1
1244	встречаются в	2	1
1245	и другого	1	1
1246	людей в	1	1
1247	в области	8	1
1248	приобретают в	1	1
1249	этих двух	2	1
1250	ряда и	1	1
1251	основе его	1	1
1252	впечатление от	1	1
1253	к одному	1	1
1254	сотворение мира	1	1
1255	напротив не	1	1
1256	и смягчает	1	1
1257	что от	1	1
1258	в полной	1	1
1259	принадлежит только	2	1
1260	как ни	1	1
1261	вырождается в	1	1
1262	встречаемся с	1	1
1263	должен слиться	1	1
1264	эти последние	1	1
1265	единое целое	2	1
1266	воспринимаются как	1	1
1267	в комедии	2	1
1268	я к	1	1
1269	однако если	3	1
1270	тому как	3	1
1271	силе и	1	1
1272	не по	1	1
1273	но всегда	1	1
1274	в акте	3	1
1275	с совершенно	1	1
1276	дело не	2	1
1277	это случается	1	1
1278	есть как	2	1
1279	значении то	1	1
1280	с высокой	1	1
1281	даже самое	1	1
1282	что касается	1	1
1283	высшая форма	1	1
1284	образа в	1	1
1285	именно к	1	1
1286	свою жизнь	2	1
1287	мотивами в	1	1
