N	2gram	Losev_Prob	Vvedenie
257	все эти	12	3
258	то это	1	3
259	и есть	4	3
260	что даже	1	3
261	на этом	1	3
262	до нас	7	3
263	в значительной	3	3
264	входит в	1	3
265	так чтобы	1	3
266	в работе	1	3
267	в другом	6	3
268	совсем не	4	3
269	второй половины	1	3
270	в ней	4	3
271	вот почему	1	3
272	что представляет	2	3
273	времени в	1	3
274	или же	2	3
275	и тогда	4	3
276	и уже	2	3
277	в частности	5	3
278	со всей	2	3
279	только на	2	3
280	или иных	2	3
281	отношений между	1	3
282	в этой	14	3
283	же самое	2	3
284	в начале	6	3
285	того же	7	3
286	от того	1	3
287	так же	7	3
288	при помощи	12	3
289	или как	1	3
290	этому поводу	4	3
291	идет речь	2	3
292	отчет в	1	3
293	всего то	2	3
294	греции и	1	3
295	работы в	1	3
296	отношение к	3	3
297	вообще и	3	3
298	известном смысле	1	3
299	однако в	4	3
300	наряду с	2	3
301	на нее	1	3
302	только по	2	3
303	что может	1	3
304	до конца	4	3
305	в своем	16	3
306	по этому	5	3
307	или иной	4	3
308	и вообще	11	3
309	что она	2	3
310	как будто	9	3
311	здесь не	12	3
312	он сам	3	3
313	к этому	2	3
314	тех или	2	3
315	нуждается в	2	3
316	для этого	2	3
317	смысле как	2	3
318	мы видели	2	3
319	гораздо более	5	3
320	к нему	3	3
321	никогда не	7	3
322	во всем	5	2
323	и историк	1	2
324	так и	15	2
325	и другие	4	2
326	что они	4	2
327	философии и	1	2
328	этой книги	2	2
329	во втором	2	2
330	на каком-нибудь	1	2
331	что оно	2	2
332	говоря уже	2	2
333	после того	3	2
334	ни с	4	2
335	и сейчас	2	2
336	мы не	7	2
337	время в	2	2
338	обратить внимание	4	2
339	и должно	1	2
340	не нужно	1	2
341	и далее	1	2
342	смысле и	1	2
343	несмотря на	7	2
344	к действительности	1	2
345	ни к	2	2
346	учение о	4	2
347	следует что	1	2
348	это уже	4	2
349	и был	2	2
350	он и	5	2
351	природе и	1	2
352	или нет	1	2
353	и из	1	2
354	сам по	3	2
355	после этого	1	2
356	а затем	1	2
357	что несмотря	1	2
358	и сама	4	2
359	иначе но	1	2
360	как говорят	1	2
361	для них	3	2
362	не столько	1	2
363	у нас	17	2
364	в следующем	1	2
365	все равно	1	2
366	то она	1	2
367	к самой	1	2
368	такого же	3	2
369	говорит он	1	2
370	в таких	2	2
371	в своих	3	2
372	не было	4	2
373	этой точки	2	2
374	этого не	2	2
375	а во-вторых	1	2
376	ее от	1	2
377	что к	1	2
378	и с	10	2
379	с ней	3	2
380	каким образом	1	2
381	будто бы	5	2
382	значение в	1	2
383	это есть	2	2
384	по существу	2	2
385	с теми	3	2
386	романов достоевского	1	2
387	и всего	4	2
388	жизни и	7	2
389	и требует	1	2
390	том или	3	2
391	например в	1	2
392	тому что	2	2
393	случае не	2	2
394	и без	5	2
395	и творчества	1	2
396	в связи	11	2
397	но пока	1	2
398	и так	3	2
399	в до	3	2
400	есть только	4	2
401	том смысле	2	2
402	к своему	3	2
403	и при	2	2
404	и со	1	2
405	к какому	1	2
406	это понимание	1	2
407	по его	2	2
408	о которых	2	2
409	древней греции	1	2
410	но уже	3	2
411	в каждой	2	2
412	как только	1	2
413	и те	1	2
414	казалось бы	1	2
415	которые были	2	2
416	в дальнейшем	7	2
417	во всех	2	2
418	сам же	4	2
419	большей части	1	2
420	не говоря	2	2
421	и потому	4	2
422	которые не	1	2
423	но как	3	2
424	мы можем	5	2
425	а с	4	2
426	принять во	1	2
427	а если	4	2
428	не могли	2	2
429	бы с	2	2
430	на задний	1	2
431	что мы	4	2
432	когда мы	1	2
433	на свои	1	2
434	само собой	3	2
435	так называемая	2	2
436	мы уже	2	2
437	ничего не	3	2
438	в свою	4	2
439	задний план	1	2
440	iv в	4	2
441	художественных произведений	1	2
442	только так	1	2
443	из его	1	2
444	в этот	4	2
445	значительной мере	3	2
446	более общего	1	2
447	у них	1	2
448	мы должны	1	2
449	уже было	1	2
450	самом своем	1	2
451	быть и	1	2
452	не мог	5	2
453	для нее	1	2
454	что если	1	2
455	именно на	2	2
456	своему значению	1	2
457	средних веков	1	2
458	но зато	1	2
459	в прошлом	1	2
460	отношении к	1	2
461	хотя в	1	2
462	точно так	4	2
463	из него	1	2
464	в тех	2	2
465	в форме	1	2
466	факт что	2	2
467	и до	2	2
468	этой стороны	1	2
469	не место	1	2
470	свое значение	1	2
471	в обоих	2	2
472	литературы и	1	2
473	до того	3	2
474	свою очередь	2	2
475	состоит в	1	2
476	искусства и	1	2
477	что здесь	8	2
478	природы и	2	2
479	мы называем	1	2
480	отсюда и	1	2
481	мог бы	2	2
482	и др	1	2
483	значение и	2	2
484	должно быть	1	2
485	путь от	1	2
486	был в	3	2
487	а так	1	2
488	все время	5	2
489	том же	2	2
490	тем более	2	2
491	мы теперь	1	2
492	иной раз	4	2
493	с помощью	2	2
494	чаще всего	1	2
495	что именно	2	2
496	на то	2	2
497	только после	1	2
498	в создании	1	2
499	его к	2	2
500	бы ее	1	2
501	культурной жизни	1	2
502	преимущественно в	1	2
503	же это	1	2
504	это в	2	2
505	на котором	1	2
506	надо было	1	2
507	но это	7	2
508	конце концов	7	2
509	которого мы	2	2
510	большей степени	2	2
511	бы в	2	2
512	жизни как	1	2
513	и совершенно	2	2
514	только о	3	2
515	но понимать	1	2
516	в число	1	2
517	в который	2	2
518	на рубеже	1	2
519	не к	3	2
520	котором он	1	2
521	можно только	1	2
522	не выдерживает	1	1
523	в краткой	1	1
524	что было	1	1
525	все в	3	1
526	всего в	1	1
527	были бы	1	1
528	в распоряжении	1	1
529	известное время	1	1
530	хотя сам	2	1
531	то в	4	1
532	считать не	1	1
533	не мешает	2	1
534	только тогда	3	1
535	что наряду	1	1
536	главе с	1	1
537	все что	2	1
538	как указание	1	1
539	и цивилизации	1	1
540	человеческой личности	1	1
541	этот термин	1	1
542	нужно однако	1	1
543	сравнении с	4	1
544	и прямо	1	1
545	в настоящем	1	1
546	находить и	1	1
547	человека к	1	1
548	за ним	1	1
549	если его	1	1
550	достоевского в	1	1
551	смысле что	1	1
552	она и	2	1
553	и очень	3	1
554	ii но	1	1
555	здесь именно	1	1
556	а наоборот	2	1
557	который уже	1	1
558	для познания	1	1
559	они не	3	1
560	которое он	1	1
561	разница только	1	1
562	бы то	4	1
563	человеческой истории	1	1
564	смысле не	1	1
565	также что	1	1
566	чтобы быть	1	1
567	своему содержанию	1	1
568	его из	1	1
569	жизни а	1	1
570	нужно было	1	1
571	форме так	1	1
572	цивилизации в	2	1
573	своего собственного	1	1
574	до времени	1	1
575	именно он	1	1
576	которые он	1	1
577	он только	1	1
578	бы составить	1	1
579	том числе	2	1
580	и прочих	1	1
581	искусство в	1	1
582	но еще	2	1
583	и имеет	1	1
584	для себя	6	1
585	оно было	1	1
586	в поисках	1	1
587	для всякого	1	1
588	отношения к	1	1
589	или по	1	1
590	еще более	4	1
591	именно для	4	1
592	и ясной	1	1
593	не теряет	2	1
594	однако и	1	1
595	ясно само	1	1
596	который хотя	1	1
597	ним в	2	1
598	для него	2	1
599	эта идея	2	1
600	которых он	1	1
601	но от	1	1
602	ни было	2	1
603	бы на	3	1
604	это значит	3	1
605	именно она	2	1
606	хорошо знакомых	1	1
607	с ним	4	1
608	кроме того	5	1
609	почему в	2	1
610	имеем дело	1	1
611	истолкования этого	1	1
612	помимо всего	1	1
613	чтобы этот	1	1
614	было не	1	1
615	которого он	2	1
616	одном и	1	1
617	в литературе	5	1
618	по праву	1	1
619	ее в	2	1
620	как некоторого	1	1
621	и нужно	1	1
622	для нас	14	1
623	именно о	2	1
624	и за	2	1
625	что никакой	1	1
626	и этим	1	1
627	и ученым	1	1
628	все свое	1	1
629	разного рода	4	1
630	указание на	2	1
631	и о	9	1
632	золото и	1	1
633	то мы	1	1
634	а есть	1	1
635	требует от	1	1
636	на самом	2	1
637	на одной	1	1
638	половины xviii	1	1
639	привыкшая к	1	1
640	или иную	1	1
641	здесь в	7	1
642	предисловии к	2	1
643	далее в	1	1
644	разобраться в	2	1
645	своих собственных	1	1
646	здесь таким	1	1
647	из возможных	1	1
648	не больше	2	1
649	здесь уже	1	1
650	в европейской	1	1
651	то только	3	1
652	нет никакого	6	1
653	приходит к	2	1
654	таком случае	2	1
655	все прочие	2	1
656	и которые	3	1
657	как своего	1	1
658	у него	13	1
659	понимается как	2	1
660	по словам	2	1
661	не на	1	1
662	именно искусство	1	1
663	древним и	1	1
664	под этим	1	1
665	мы находим	9	1
666	мы хорошо	1	1
667	раз в	2	1
668	совершенно ясно	2	1
669	работы и	1	1
670	что все	1	1
671	как они	1	1
672	чтобы в	1	1
673	есть нечто	1	1
674	если не	6	1
675	более или	1	1
676	что ни	1	1
677	человеческой природы	1	1
678	в духе	4	1
679	но на	1	1
680	в сыром	1	1
681	но он	5	1
682	в ближайшем	1	1
683	но были	1	1
684	г и	1	1
685	или в	7	1
686	вв до	2	1
687	ту часть	1	1
688	как видно	1	1
689	от своего	1	1
690	и можно	6	1
691	на которое	1	1
692	жизнь в	3	1
693	такой точки	1	1
694	что его	4	1
695	человечества на	1	1
696	и техники	1	1
697	самые разнообразные	1	1
698	и внутри	1	1
699	слова но	2	1
700	достаточно в	1	1
701	но совершенно	1	1
702	что у	6	1
703	заключается не	2	1
704	который как	2	1
705	в россии	2	1
706	этот факт	1	1
707	с другими	1	1
708	и судьбы	1	1
709	понимать не	1	1
710	и все	12	1
711	все вместе	1	1
712	из самых	1	1
713	бытия и	1	1
714	еще в	6	1
715	есть в	6	1
716	быть только	6	1
717	которые у	2	1
718	в эпоху	5	1
719	увидеть что	1	1
720	но для	2	1
721	дело здесь	2	1
722	что сами	1	1
723	что когда-то	1	1
724	и будет	1	1
725	представление о	2	1
726	точном смысле	1	1
727	в таком	4	1
728	я и	1	1
729	если он	4	1
730	очень много	3	1
731	в жизни	4	1
732	понимать как	1	1
733	можно назвать	2	1
734	места и	1	1
735	видно из	1	1
736	заметить что	1	1
737	виде как	1	1
738	в стороне	1	1
739	коснуться и	1	1
740	теми или	1	1
741	и по-видимому	1	1
742	меня в	4	1
743	не считать	1	1
744	представляли себе	1	1
745	с той	1	1
746	правда в	3	1
747	участие в	2	1
748	них это	1	1
749	свой собственный	2	1
750	этого типа	1	1
751	в многочисленных	1	1
752	легче и	1	1
753	состоит из	1	1
754	обстоятельство что	2	1
755	лишь с	1	1
756	и такая	1	1
757	равно не	1	1
758	с ними	1	1
759	если принять	1	1
760	человек в	1	1
761	что по	1	1
762	при более	1	1
763	духа в	2	1
764	если и	4	1
765	рода и	2	1
766	что одним	1	1
767	или даже	4	1
768	из чего	1	1
769	далеко не	6	1
770	говорят о	1	1
771	между прочим	2	1
772	чем иным	3	1
773	чтобы был	1	1
774	в одно	6	1
775	на эту	2	1
776	имеется в	1	1
777	всю эту	2	1
778	из четырех	1	1
779	создает и	1	1
780	во главе	1	1
781	был первым	1	1
782	не от	1	1
783	это противопоставление	1	1
784	перед собой	1	1
785	возникает необходимость	1	1
786	как с	2	1
787	правда не	1	1
788	это у	1	1
789	как ее	1	1
790	без этого	1	1
791	и я	1	1
792	в новой	3	1
793	в сравнении	4	1
794	не прямо	5	1
795	в такой	3	1
796	наук для	1	1
797	страсть к	1	1
798	при изложении	1	1
799	здесь говорится	4	1
800	научные дисциплины	1	1
801	доходят до	1	1
802	любви и	4	1
803	в новом	1	1
804	у древних	1	1
805	больше всего	1	1
806	том как	2	1
807	и художественного	1	1
808	это было	2	1
809	этот образ	3	1
810	они говорят	1	1
811	которого не	2	1
812	на его	4	1
813	к мысли	1	1
814	цель которых	1	1
815	которая не	1	1
816	тому же	5	1
817	как именно	5	1
818	в эту	1	1
819	это тоже	1	1
820	говорит об	1	1
821	или менее	1	1
822	и у	8	1
823	что их	1	1
824	жизнь была	1	1
825	в одной	2	1
826	мысли в	2	1
827	действительности и	4	1
828	более то	1	1
829	руки и	1	1
830	всю ее	1	1
831	стремлений человека	1	1
832	действительности а	1	1
833	а для	1	1
834	по поводу	2	1
835	вопроса о	1	1
836	тут нет	1	1
837	тех времен	1	1
838	ученым и	1	1
839	за этой	1	1
840	нам представляется	1	1
841	на них	1	1
842	самой себе	1	1
843	понять как	2	1
844	можно и	1	1
845	жизнь и	6	1
846	с недоумением	1	1
847	в природе	1	1
848	что эти	1	1
849	тому кто	1	1
850	всегда и	2	1
851	говорится о	6	1
852	поскольку она	1	1
853	здесь как	5	1
854	это и	4	1
855	достаточно для	1	1
856	того или	3	1
857	разница между	1	1
858	он вовсе	1	1
859	не видит	1	1
860	совершенно не	1	1
861	конечно здесь	1	1
862	человека в	3	1
863	в уста	1	1
864	это конечно	2	1
865	а к	1	1
866	не принадлежит	1	1
867	что отношения	1	1
868	и более	3	1
869	разумеется в	1	1
870	котором можно	1	1
871	художественного образа	4	1
872	с самого	3	1
873	образом мы	1	1
874	то менее	1	1
875	во-вторых с	1	1
876	в действительности	1	1
877	логически не	1	1
878	что этот	6	1
879	в предисловии	2	1
880	значит что	3	1
881	же автора	2	1
882	что действительно	1	1
883	кто-нибудь может	1	1
884	должно было	1	1
885	ясно и	2	1
886	тех же	1	1
887	даже к	1	1
888	словом а	1	1
889	имеет очень	1	1
890	каждом из	2	1
891	говорил о	1	1
892	об ее	1	1
893	средние века	1	1
894	нельзя было	1	1
895	у платона	1	1
896	встречается с	1	1
897	превращается в	1	1
898	был уже	2	1
899	чистом виде	1	1
900	и преподавания	1	1
901	их последовательности	1	1
902	еще на	1	1
903	другими словами	3	1
904	еще сильнее	1	1
905	народов по	1	1
906	мы его	3	1
907	его у	1	1
908	не должен	1	1
909	но тогда	1	1
910	во всей	1	1
911	это то	1	1
912	ту или	1	1
913	в произведениях	1	1
914	о возможности	1	1
915	не по	1	1
916	с полным	2	1
917	с какой	1	1
918	и критики	1	1
919	науки хотя	1	1
920	не быть	1	1
921	быть никакой	1	1
922	и должна	1	1
923	тот факт	1	1
924	и другой	2	1
925	работы но	1	1
926	л в	1	1
927	не всегда	5	1
928	конечно и	1	1
929	уже о	2	1
930	этот текст	1	1
931	имея в	1	1
932	просто не	1	1
933	явления в	1	1
934	не сам	2	1
935	из себя	1	1
936	у того	2	1
937	сейчас мы	1	1
938	не раз	4	1
939	в которой	7	1
940	именно потому	1	1
941	которая по	1	1
942	бы только	1	1
943	вечных стремлений	1	1
944	не будет	4	1
945	то обстоятельство	1	1
946	место у	1	1
947	э в	3	1
948	только один	2	1
949	то все	1	1
950	именно из	1	1
951	вполне только	1	1
952	бы например	1	1
953	надо сказать	1	1
954	дошедших до	1	1
955	уже у	6	1
956	превратился в	1	1
957	только совокупность	1	1
958	и картина	1	1
959	содержания и	1	1
960	что также	1	1
961	нужно сказать	1	1
962	в науке	2	1
963	слова не	1	1
964	и является	6	1
965	и критика	2	1
966	и об	2	1
967	своей работе	1	1
968	стоять на	1	1
969	нас с	1	1
970	о своем	2	1
971	и уметь	1	1
972	за пределы	1	1
973	вмещается в	1	1
974	не потому	1	1
975	и была	1	1
976	говорит что	1	1
977	на картине	1	1
978	ее с	1	1
979	большей частью	1	1
980	человеческого духа	4	1
981	и создавать	1	1
982	только тем	1	1
983	повествованием о	1	1
984	также не	1	1
985	дать ему	1	1
986	наконец с	1	1
987	стоит на	1	1
988	как одно	1	1
989	мифологического и	1	1
990	который мог	1	1
991	глубине и	1	1
992	в xix	1	1
993	он есть	1	1
994	себе отчет	1	1
995	в древности	2	1
996	их для	1	1
997	не вмещается	1	1
998	что из	1	1
999	человека и	4	1
1000	самого начала	3	1
1001	и речи	2	1
1002	быть это	1	1
1003	или иное	1	1
1004	мы здесь	2	1
1005	то ни	4	1
1006	входить в	3	1
1007	знает что	3	1
1008	от прочих	1	1
1009	в чистом	1	1
1010	мере не	5	1
1011	всего что	1	1
1012	в каких	3	1
1013	настолько что	1	1
1014	того кто	1	1
1015	свою роль	1	1
1016	автора в	1	1
1017	с большой	1	1
1018	дает ему	2	1
1019	имеем в	1	1
1020	на которые	1	1
1021	в средние	1	1
1022	содержания но	1	1
1023	для целей	2	1
1024	известного рода	1	1
1025	и начал	1	1
1026	ведь это	1	1
1027	он в	5	1
1028	нет и	3	1
1029	пор и	1	1
1030	но который	1	1
1031	также как	1	1
1032	тех пор	1	1
1033	к науке	1	1
1034	одного из	1	1
1035	к ним	3	1
1036	ее не	1	1
1037	общего с	2	1
1038	в трудах	1	1
1039	и никогда	3	1
1040	главным образом	1	1
1041	что находит	1	1
1042	если мы	2	1
1043	однако для	2	1
1044	без всякого	3	1
1045	во-вторых и	1	1
1046	и которая	3	1
1047	только одна	1	1
1048	общего характера	1	1
1049	они должны	1	1
1050	у меня	2	1
1051	виде и	2	1
1052	это ясно	3	1
1053	формы в	1	1
1054	это можно	2	1
1055	и стилю	1	1
1056	конца xix	1	1
1057	на отдельные	1	1
1058	не значит	1	1
1059	что тут	1	1
1060	только при	1	1
1061	он служит	1	1
1062	действительно не	1	1
1063	и от	7	1
1064	и бывают	1	1
1065	их можно	1	1
1066	с идеями	1	1
1067	же рода	3	1
1068	для которого	1	1
1069	предметом и	1	1
1070	настоящее время	7	1
1071	однако у	1	1
1072	же в	4	1
1073	очень глубоком	1	1
1074	русской литературы	1	1
1075	и анализировать	1	1
1076	в атмосфере	2	1
1077	нем не	1	1
1078	момент в	1	1
1079	и прежде	2	1
1080	содержанию и	1	1
1081	иной идеи	1	1
1082	которыми пользуется	2	1
1083	и дальше	2	1
1084	же мы	1	1
1085	ли кто-нибудь	2	1
1086	форме и	1	1
1087	совсем другое	2	1
1088	этот последний	2	1
1089	речи даже	1	1
1090	он был	5	1
1091	этого же	1	1
1092	очень редко	1	1
1093	мира в	3	1
1094	как предмет	1	1
1095	чем та	1	1
1096	были в	1	1
1097	испытания в	1	1
1098	приходится в	1	1
1099	ученого который	1	1
1100	русской науки	1	1
1101	в европе	2	1
1102	месте в	2	1
1103	вполне понятным	1	1
1104	котором мы	1	1
1105	получается что	1	1
1106	полезной и	1	1
1107	или иного	2	1
1108	к этим	1	1
1109	новой европы	1	1
1110	могут дать	1	1
1111	ведь и	1	1
1112	остановиться на	2	1
1113	только потому	1	1
1114	и после	4	1
1115	в картине	1	1
1116	и имел	1	1
1117	чтобы не	1	1
1118	то или	1	1
1119	о связи	1	1
1120	в самой	5	1
1121	она действительно	1	1
1122	в настоящее	7	1
1123	имеет значение	1	1
1124	говорится что	4	1
1125	сведения о	1	1
1126	уже более	1	1
1127	понятия и	2	1
1128	нас и	4	1
1129	он встречается	1	1
1130	свои собственные	1	1
1131	без применения	1	1
1132	что об	1	1
1133	тот же	6	1
1134	что на	1	1
1135	почти не	1	1
1136	эту тему	2	1
1137	не то	4	1
1138	в заключение	3	1
1139	слова и	1	1
1140	искусства в	2	1
1141	но вместо	1	1
1142	в первой	2	1
1143	вся эта	3	1
1144	никак не	10	1
1145	степени так	1	1
1146	и самый	1	1
1147	все такие	1	1
1148	в составе	1	1
1149	в риме	1	1
1150	и ничего	1	1
1151	и том	1	1
1152	он должен	2	1
1153	что существует	1	1
1154	действительно все	1	1
