N	3gram	Bakhtin_Fr	Istorich
147	это конечно не	1	2
148	в книге о	2	2
149	не только для	1	2
150	его связь с	3	2
151	и прежде всего	3	2
152	что они не	1	2
153	в последней главе	1	2
154	с полной ясностью	2	2
155	с тех пор	1	2
156	и не может	1	2
157	шире и глубже	4	2
158	в свою очередь	2	2
159	и др в	1	2
160	большей или меньшей	3	2
161	далее мы видим	1	2
162	мы не знаем	1	2
163	с одним из	1	2
164	другой стороны он	1	2
165	мы еще встретимся	1	2
166	и той же	2	2
167	очень близок к	1	2
168	характерно что в	1	2
169	ему при этом	1	2
170	одной и той	2	2
171	таким образом что	1	2
172	же как мы	1	2
173	он не мог	1	2
174	что этот образ	1	2
175	видит в нем	2	2
176	и огонь в	1	2
177	играют большую роль	1	2
178	он говорит если	1	1
179	роль и в	1	1
180	между собой что	1	1
181	это как бы	1	1
182	все же остальное	1	1
183	очень много например	1	1
184	что в ней	1	1
185	в согласии с	1	1
186	только там где	1	1
187	и в другом	1	1
188	своей книге о	1	1
189	с большей или	1	1
190	и тут же	1	1
191	этот момент и	1	1
192	что во время	1	1
193	в первый раз	2	1
194	мы не найдем	1	1
195	и широкое распространение	1	1
196	прежде всего стремятся	1	1
197	только во время	2	1
198	еще тем что	1	1
199	свидетельствует о том	1	1
200	вместе с ними	1	1
201	как мы уже	8	1
202	подлежит никакому сомнению	2	1
203	и все что	3	1
204	кроме того что	1	1
205	богатую и разнообразную	1	1
206	именно в этой	1	1
207	из них в	1	1
208	его отношения к	1	1
209	становится особенно ясным	1	1
210	особое внимание на	1	1
211	одно из них	1	1
212	у него было	1	1
213	чем приступить к	1	1
214	так как его	1	1
215	каждого из этих	1	1
216	не только формы	1	1
217	и далеко не	1	1
218	в частности и	1	1
219	мы узнаем что	1	1
220	мы видели какую	1	1
221	есть на самом	1	1
222	и вот как	1	1
223	до нас в	1	1
224	не входит в	1	1
225	ни к какому	1	1
226	и с другой	1	1
227	случае мы слышим	1	1
228	общества и его	1	1
229	одной из важнейших	1	1
230	чрезвычайно важно для	1	1
231	есть и в	2	1
232	и потому не	1	1
233	а также и	4	1
234	и здесь не	1	1
235	но в его	1	1
236	и на весь	1	1
237	и не хочет	1	1
238	знаете ли вы	1	1
239	в узком смысле	2	1
240	напомнить что в	1	1
241	дело не с	1	1
242	к этому месту	1	1
243	как мы знаем	2	1
244	в этом же	1	1
245	и здесь есть	1	1
246	в чем же	1	1
247	между ними нельзя	1	1
248	хотя в этом	1	1
249	не только во	1	1
250	и что на	1	1
251	этого описания мы	1	1
252	немедленно после этого	1	1
253	в одном образе	1	1
254	но и не	1	1
255	в свое время	1	1
256	в нашем смысле	1	1
257	во франции в	2	1
258	одной из них	1	1
259	видит в них	1	1
260	связи с этим	1	1
261	здесь прежде всего	1	1
262	красная потому что	1	1
263	дает право на	1	1
264	по этому знаку	1	1
265	коня с другой	1	1
266	тому как в	1	1
267	вследствие чего она	1	1
268	и в частности	1	1
269	как и все	5	1
270	связь и в	2	1
271	как и его	1	1
272	весь этот материал	1	1
273	она и есть	1	1
274	сих пор в	1	1
275	и все в	1	1
276	всем тем что	1	1
277	приведем еще несколько	1	1
278	элементы при всем	1	1
279	это не единственная	1	1
280	что может быть	1	1
281	и на его	1	1
282	встречаются и в	1	1
283	части человеческого тела	1	1
284	средних веков и	1	1
285	также и в	1	1
286	прежде всего в	1	1
287	мы находим и	1	1
288	средние века и	1	1
289	в большей или	2	1
290	и что сам	1	1
291	они входят в	1	1
292	изо рта из	1	1
293	с полным правом	1	1
294	образ змея в	1	1
295	социальной и культурной	1	1
296	не подлежит никакому	2	1
297	до известной степени	1	1
298	того что они	1	1
299	обряд во время	1	1
300	изменилось отношение к	1	1
301	но они обладают	1	1
302	имеется в виду	1	1
303	в этом примере	1	1
304	после его смерти	1	1
305	проявляет себя как	1	1
306	рта из носа	1	1
307	если вы не	1	1
308	только в пределах	1	1
309	как он был	1	1
310	они не могут	1	1
311	из дальнейшего развития	1	1
312	это позволяют нам	1	1
313	всем их разнообразии	1	1
314	его принадлежности к	1	1
315	мире как о	1	1
316	переходят друг в	2	1
317	мы его здесь	1	1
318	в этом отношении	4	1
319	что один из	1	1
320	в том случае	1	1
321	прямое отношение к	1	1
322	есть такие которые	1	1
323	очень мало и	1	1
324	так и по	2	1
325	но прежде всего	1	1
326	тех или иных	2	1
327	и так сказать	2	1
328	он связан с	2	1
329	по ту сторону	1	1
330	что между ними	1	1
331	не теряет своей	1	1
332	может быть названа	1	1
333	эти явления не	1	1
334	вот отрывок из	1	1
335	в высшей степени	1	1
336	поскольку это позволяют	1	1
337	из этого описания	1	1
338	и на него	1	1
339	это вовсе не	2	1
340	и весь этот	1	1
341	лицом к лицу	1	1
342	внимание только на	1	1
343	в своей книге	3	1
344	об этом так	1	1
345	мы еще вернемся	5	1
346	то же время	13	1
347	довольно много но	1	1
348	в значительной степени	2	1
349	вследствие чего он	1	1
350	для него как	1	1
351	это один и	1	1
352	при известных условиях	1	1
353	от этого целого	1	1
354	и в этом	1	1
355	там где он	1	1
356	он пребывает в	1	1
357	данном случае у	1	1
358	во второй половине	1	1
359	к нему и	1	1
360	еще ждет своего	1	1
361	в дальнейшем в	1	1
362	в различных формах	1	1
363	к нему в	1	1
364	но и там	1	1
365	или даже два	1	1
366	в сущности это	1	1
367	его таким образом	1	1
368	в какой-то степени	1	1
369	этим можно объяснить	1	1
370	была у него	2	1
371	и в более	1	1
372	с представлением об	1	1
373	какой бы то	1	1
374	особенности в связи	1	1
375	как он говорит	1	1
376	во время своей	1	1
377	видели какую роль	1	1
378	в то же	13	1
379	этого не делает	1	1
380	в начале книги	1	1
381	заключается в том	1	1
382	между жизнью и	3	1
383	встретимся с этим	1	1
384	в первом случае	1	1
385	после чего он	1	1
386	что он это	1	1
387	как можно больше	1	1
388	лежащего в основе	1	1
389	но в то	7	1
390	также и с	1	1
391	что здесь в	1	1
392	из носа из	1	1
393	это прежде всего	1	1
394	но это конечно	1	1
395	и культурной жизни	2	1
396	друг в друга	2	1
397	не дает нам	2	1
398	но не для	1	1
399	он не думает	1	1
400	так одна из	1	1
401	и потому в	1	1
402	они превращаются в	1	1
403	не может он	1	1
404	как это делает	1	1
405	этим еще не	1	1
406	она в разных	1	1
407	всяком случае в	1	1
408	именно эта сторона	1	1
409	в основе своей	1	1
