N	3gram	Voloshinov	DiskursI
129	для данного высказывания	1	1
130	в таком случае	5	1
131	она отнюдь не	1	1
132	во втором случае	1	1
133	как целое высказывание	1	1
134	так или иначе	2	1
135	и для себя	1	1
136	так и с	1	1
137	до сих пор	10	1
138	может стать объектом	2	1
139	на себя самого	1	1
140	продукт социального взаимодействия	1	1
141	в отношении к	7	1
142	текста но и	1	1
143	для правильного понимания	1	1
144	возможно лишь в	1	1
145	может быть сведена	1	1
146	может быть осуществлено	1	1
147	тому или иному	1	1
148	для понимания и	1	1
149	даже и в	1	1
150	является в сущности	1	1
151	оно определяется не	1	1
152	их отношении к	1	1
153	к выводу о	1	1
154	и в самый	1	1
155	два значения слова	1	1
156	одним из наиболее	1	1
157	но в этом	1	1
158	в данном отношении	1	1
159	ни к какой	1	1
160	в связи с	12	1
161	не имеют никакого	1	1
162	и т.п в	3	1
163	к одной из	1	1
164	между которыми не	1	1
165	нашли свое наиболее	2	1
166	вовсе не является	3	1
167	языка и не	2	1
168	но все же	4	1
169	в другом месте	1	1
170	же время они	1	1
171	в нем нет	4	1
172	свет и на	1	1
173	или во всяком	1	1
174	между внутренним и	1	1
175	принципиальное различие между	1	1
176	внешней и внутренней	1	1
177	в этом последнем	2	1
178	прежде всего на	1	1
179	мы все же	1	1
180	прежде всего как	1	1
181	лежат в основе	1	1
182	не только по	1	1
183	что приводит к	1	1
184	мы видели не	1	1
185	только по отношению	1	1
186	к тому или	1	1
187	имеет громадное значение	1	1
188	значение не только	1	1
189	равно как и	1	1
190	к чему не	1	1
191	и те же	5	1
192	по мере развития	1	1
193	на то что	2	1
194	отнюдь не сводится	1	1
195	а иногда и	2	1
196	внутренним и внешним	1	1
197	ту или иную	1	1
198	в себе и	1	1
199	в их отношении	1	1
200	в целом ряде	1	1
201	может быть в	1	1
202	между ним и	1	1
203	быть сведена к	1	1
204	жизненных ситуаций и	1	1
205	и тем более	1	1
206	в новейшее время	1	1
207	и до настоящего	3	1
208	в большей или	1	1
209	лежит не в	1	1
210	своего исторического существования	1	1
211	не может стать	1	1
212	которые еще не	1	1
213	в противном случае	2	1
214	в частности как	1	1
215	на самом деле	5	1
216	в следующей главе	3	1
217	для нашей темы	1	1
218	не что иное	1	1
219	в своей индивидуальности	1	1
220	то все же	1	1
221	что во всех	2	1
222	можно было бы	2	1
223	именно здесь в	2	1
224	между собой и	1	1
225	и это не	1	1
226	во всех этих	1	1
227	и все остальные	1	1
228	в этом качестве	1	1
229	то есть оно	1	1
230	не менее в	1	1
231	именно в том	1	1
232	в пределах одного	2	1
233	форм высказывания в	1	1
234	в первой части	1	1
235	том что он	3	1
236	то к другому	1	1
237	в данном конкретном	3	1
238	не могут быть	3	1
239	выходит за пределы	1	1
240	в сущности только	1	1
241	своих задач в	1	1
242	здесь в области	1	1
243	здесь в этом	1	1
244	крайней мере двух	1	1
245	еще на стадии	1	1
246	формы целого высказывания	1	1
247	что иное как	1	1
248	до наших дней	1	1
249	ни к чему	1	1
250	из одного и	2	1
251	как наука о	1	1
252	может быть признано	1	1
253	могло бы стать	1	1
254	имеют никакого отношения	1	1
255	это и есть	2	1
256	и не дает	1	1
257	во всех областях	2	1
258	оно может быть	1	1
259	и в большинстве	1	1
260	и потому как	1	1
261	нет и не	2	1
262	к этому же	1	1
263	том что не	1	1
264	в другом случае	1	1
265	громадное значение в	1	1
