N	4gram	Berdyaev_V	Mirosoze
171	ты лишь к избранным	1	1
172	не сумеют они разделиться	1	1
173	страшных теперешних мук решения	2	1
174	мы убедим их наконец	1	1
175	смиренное счастье счастье слабосильных	1	1
176	что не могли вытерпеть	1	1
177	и победит тебя и	1	1
178	людей а потому поступил	1	1
179	от гордых и воротился	1	1
180	новое здание воздвигнется вновь	1	1
181	но и тут ты	1	1
182	заслугу себе и своим	1	1
183	детей свободы свободной любви	1	1
184	видишь ли сии камни	1	1
185	взял все что есть	1	1
186	и созданы о мы	1	1
187	поработить человека чудом и	1	1
188	убедятся тоже что не	1	1
189	высоко ибо конечно они	1	1
190	у человека заботы мучительнее	1	1
191	во имя твое но	1	1
192	собою убедятся тоже что	1	1
193	кем преклониться кому вручить	1	1
194	тихое смиренное счастье счастье	1	1
195	или ты забыл что	1	1
196	преклониться кому вручить совесть	1	1
197	соединиться наконец всем в	1	1
198	существ которые не в	1	1
199	чтобы свободно пошел он	1	1
200	никогда никогда не сумеют	1	1
201	за тобою во имя	1	1
202	неразрешимые исторические противоречия человеческой	1	1
203	ибо никогда никогда не	1	1
204	не в силах вместить	1	1
205	людей ты увеличил им	1	1
206	для человека как свобода	1	1
207	и согласный муравейник ибо	1	1
208	соединения есть третье и	1	1
209	кому вручить совесть и	1	1
210	вечно порочного и вечно	1	1
211	убедим их наконец не	1	1
212	найти того кому бы	1	1
213	его ужаснувшим но и	1	1
214	ибо потребность всемирного соединения	1	1
215	и хлеб земной вдоволь	1	1
216	человека заботы мучительнее как	1	1
217	что их было всего	1	1
218	их было всего только	1	1
219	для всякого вместе немыслимы	1	1
220	поскорее тот дар свободы	1	1
221	дадим им тихое смиренное	1	1
222	совесть и каким образом	1	1
223	а остальные миллионы многочисленные	2	1
224	не в силах будут	1	1
225	своей свободы и своего	1	1
226	как стадо благодарное и	1	1
227	выбора в познании добра	1	1
228	в заслугу себе и	1	1
229	ничего и никогда не	1	1
230	о людях слишком высоко	1	1
231	наконец всем в бесспорный	1	1
232	самого хлеба земного и	2	1
233	тебя должны лишь послужить	2	1
234	гордых и воротился к	1	1
235	камни в этой нагой	1	1
236	нагой и раскаленной пустыне?	1	1
237	бы передать поскорее тот	1	1
238	ничего обольстительнее для человека	1	1
239	веры тебе была дороже	1	1
240	судил о людях слишком	1	1
241	послужить материалом для великих	2	1
242	ли сии камни в	1	1
243	увеличил им ее еще	1	1
244	это не было еще	1	1
245	было всего только несколько	1	1
246	созданы о мы убедим	1	1
247	свободной веры а не	1	1
248	могли вытерпеть того что	1	1
249	их во имя твое	1	1
250	согласный муравейник ибо потребность	1	1
251	а остальные? и чем	1	1
252	образ и подобие божье	1	1
253	жертвы их во имя	1	1
254	все пойдут за ним	1	1
255	и впрямь приходил ты	1	1
256	между собою убедятся тоже	1	1
257	человека как свобода его	1	1
258	морской слабых но любящих	2	1
259	дороги лишь десятки тысяч	2	1
260	предсказана вся дальнейшая история	1	1
261	что малосильны порочны ничтожны	1	1
262	все неразрешимые исторические противоречия	1	1
263	тысяч миллионов существ которые	1	1
264	тобою во имя хлеба	1	1
265	потому что малосильны порочны	1	1
266	ты вознес их и	1	1
267	устроим их жизнь как	1	1
268	тот дар свободы с	1	1
269	великих и сильных а	2	1
270	душа что не в	1	1
271	и каким образом соединиться	1	1
272	чудом и жаждал свободной	1	1
273	человечество как стадо благодарное	1	1
274	их веры тебе была	1	1
275	а не чудесной жаждал	1	1
276	человечество столь смиренно сознав	1	1
277	любящих тебя должны лишь	2	1
278	сознав его бессилие с	1	1
279	и воротился к смиренным	1	1
280	земли и сразится с	2	1
281	их наконец не гордиться	1	1
282	чем виновата слабая душа	1	1
283	неверие в смысл мира	1	1
284	потребность всемирного соединения есть	1	1
285	хотя и созданы бунтовщиками	1	1
286	хором с невинными плясками	1	1
287	для великих и сильных?	2	1
288	и последнее мучение людей	1	1
289	станется с миллионами и	1	1
290	дороже свободного выбора в	1	1
291	для него не существует	1	1
292	силах вместить столь страшных	1	1
293	пренебречь хлебом земным для	1	1
294	исторические противоречия человеческой природы	1	1
295	но в нем нет	1	1
296	твоего воздвигнется новое здание	1	1
297	образа в которых сойдутся	1	1
298	нам дороги и слабые	1	1
299	и восстанет на тебя	2	1
300	восстанет на тебя дух	2	1
301	на этих детей свободы	1	1
302	земной вдоволь для всякого	1	1
303	побежит человечество как стадо	1	1
304	этих детей свободы свободной	1	1
305	слишком высоко ибо конечно	1	1
306	свободы свободной любви свободной	1	1
307	им и грех они	1	1
308	с тобой а с	1	1
309	от великой заботы и	2	1
310	не было для человека	1	1
311	человека чудом и жаждал	1	1
312	конечно они невольники хотя	1	1
313	только несколько тысяч да	1	1
314	тобой побежит человечество как	1	1
315	слабых но любящих тебя	2	1
316	они и созданы о	1	1
317	воздвигнется новое здание воздвигнется	1	1
318	остальные слабые люди что	1	1
319	вознес их и тем	1	1
320	и есть то что	1	1
321	есть перед кем преклониться	1	1
322	остальные? и чем виноваты	1	1
323	же и впрямь приходил	1	1
324	есть необычайного гадательного и	3	1
325	чудесной жаждал свободной любви	1	1
326	добра и зла? нет	1	1
327	воротился к смиренным для	1	1
328	богов а остальные? и	1	1
329	третье и последнее мучение	1	1
330	к избранным и для	1	1
331	но вспомни что их	1	1
332	с которым это несчастное	1	1
333	против бога во имя	1	1
334	твое но вспомни что	1	1
335	о мы убедим их	1	1
336	по силам людей а	1	1
337	имя хлеба небесного пойдут	1	1
338	не с тобой а	1	1
339	хлеба небесного пойдут тысячи	1	1
340	в свободные от труда	1	1
341	сойдутся все неразрешимые исторические	1	1
342	сии камни в этой	1	1
343	успокоения совести человеческой раз	1	1
344	благодарное и послушное хотя	1	1
345	в которых сойдутся все	1	1
346	и вот вместо твердых	1	1
347	свободно пошел он за	1	1
348	свобода их веры тебе	1	1
349	и не любя их	1	1
350	это ни стоило и	1	1
351	еще больше или ты	1	1
352	дар свободы с которым	1	1
353	для успокоения совести человеческой	1	1
354	имя твое но вспомни	1	1
355	чтобы сделать людей счастливыми	1	1
356	великолепной жертвы их во	1	1
357	мы дадим им тихое	1	1
358	десятки тысяч великих и	2	1
359	великих и сильных? нет	2	1
360	теперешних мук решения личного	2	1
361	вот вместо твердых основ	1	1
362	часы мы устроим их	1	1
363	и страшных теперешних мук	2	1
364	чего бы это ни	1	1
365	или тебе дороги лишь	1	1
366	никогда не сумеют они	1	1
367	да неужто же и	1	1
368	человеку дороже свободного выбора	1	1
369	и чем виноваты остальные	1	1
370	о великом инквизиторе достоевский	1	1
371	с невинными плясками о	1	1
372	всякого вместе немыслимы ибо	1	1
373	детскими песнями хором с	1	1
374	решения личного и свободного	2	1
375	на тебя дух земли	2	1
376	вместе немыслимы ибо никогда	1	1
377	всемирного соединения есть третье	1	1
378	люди что не могли	1	1
379	приходил ты лишь к	1	1
380	нет ничего и мучительнее	1	1
381	столь смиренно сознав его	1	1
382	невинными плясками о мы	1	1
383	они невольники хотя и	1	1
384	три образа в которых	1	1
385	в силах будут пренебречь	1	1
386	лишь к избранным и	1	1
387	невыносимее свободы а видишь	1	1
388	говорит великий инквизитор христу	1	1
389	каким образом соединиться наконец	1	1
390	не чудесной жаждал свободной	1	1
391	и явлены три образа	1	1
392	и сразится с тобою	2	1
393	жизни во имя счастья	1	1
394	не сошел с креста	1	1
395	и своим что наконец-то	1	1
396	не могли вытерпеть того	1	1
397	ты судил о людях	1	1
398	может ли он сравниться	1	1
399	свобода и хлеб земной	1	1
400	заботы и страшных теперешних	2	1
401	и все пойдут за	1	1
402	разделиться между собою убедятся	1	1
403	порочны ничтожны и бунтовщики	1	1
404	но любящих тебя должны	2	1
405	пустыне? обрати их в	1	1
406	как бы и не	2	1
407	силах будут пренебречь хлебом	1	1
408	ужаснувшим но и тут	1	1
409	тебя дух земли и	2	1
410	их и тем научил	1	1
411	мук решения личного и	2	1
412	себе и своим что	1	1
413	миллионов существ которые не	1	1
414	твердых основ для успокоения	1	1
415	малосильны порочны ничтожны и	1	1
416	ибо ты вознес их	1	1
417	любви человека чтобы свободно	1	1
418	хотя и вечно трепещущее	1	1
419	заботы мучительнее как найти	1	1
420	бы это ни стоило	1	1
421	чем виноваты остальные слабые	1	1
422	его совести но нет	1	1
423	этого самого хлеба земного	2	1
424	хлеба земного и восстанет	2	1
425	да и то богов	1	1
426	и тут ты судил	1	1
427	грех они слабы и	1	1
428	обольстительнее для человека как	1	1
429	силам людей а потому	1	1
430	любовью облегчив его ношу	1	1
431	основ для успокоения совести	1	1
432	им тихое смиренное счастье	1	1
433	за тобой побежит человечество	1	1
434	совести но нет ничего	1	1
435	не будет уже таких	1	1
436	мы устроим их жизнь	1	1
437	свободного выбора в познании	1	1
438	он сравниться в глазах	1	1
439	и грех они слабы	1	1
440	во имя хлеба небесного	1	1
441	то что станется с	1	1
442	с гордостью указать на	1	1
443	труда часы мы устроим	1	1
444	человек на земле то	1	1
445	мучительнее и вот вместо	1	1
446	перед кем преклониться кому	1	1
447	если за тобою во	1	1
448	а с ним вот	1	1
449	но может ли он	1	1
450	в глазах слабого вечно	1	1
451	вместо того чтобы овладеть	2	1
452	навсегда его ужаснувшим но	1	1
453	должны лишь послужить материалом	2	1
454	всего только несколько тысяч	1	1
455	наконец не гордиться ибо	1	1
456	несколько тысяч да и	1	1
457	имя этого самого хлеба	1	1
458	послушное хотя и вечно	1	1
459	познании добра и зла?	1	1
460	образом соединиться наконец всем	1	1
461	ты забыл что спокойствие	1	1
462	что станется с миллионами	1	1
463	сильных а остальные миллионы	2	1
464	и сильных а остальные	2	1
465	зла? нет ничего обольстительнее	1	1
466	тысяч да и то	1	1
467	ли он сравниться в	1	1
468	тебе что нет у	1	1
469	здание воздвигнется вновь страшная	1	1
470	лишь послужить материалом для	2	1
471	все что есть необычайного	3	1
472	смиренно сознав его бессилие	1	1
473	слабые люди что не	1	1
474	и жаждал свободной веры	1	1
475	в этой нагой и	1	1
476	можешь с гордостью указать	1	1
477	не гордиться ибо ты	1	1
478	и никогда не было	1	1
479	кто знает может быть	1	1
480	общества невыносимее свободы а	1	1
481	невольники хотя и созданы	1	1
482	тысяч то что станется	1	1
483	слабого вечно порочного и	1	1
484	говорю тебе что нет	1	1
485	как и великий инквизитор	1	1
486	остальные миллионы многочисленные как	2	1
487	человеческого общества невыносимее свободы	1	1
488	с ним вот наша	1	1
489	своим что наконец-то они	1	1
490	больше или ты забыл	1	1
491	и если за тобою	1	1
492	и зла? нет ничего	1	1
493	дух земли и сразится	2	1
494	что нет у человека	1	1
495	десятки тысяч то что	1	1
496	нет нам дороги и	2	1
497	виновата слабая душа что	1	1
498	которым это несчастное существо	1	1
499	то богов а остальные?	1	1
500	материалом для великих и	2	1
501	слабая душа что не	1	1
502	сравниться в глазах слабого	1	1
503	земного и восстанет на	2	1
504	их жизнь как детскую	1	1
