N	2gram	Voloshinov	Hudozhes
680	бы в	6	1
681	деятельности и	3	1
682	социального поведения	1	1
683	отношений которые	1	1
684	в каждом	4	1
685	чужой речи	1	1
686	которое существует	1	1
687	здесь как	1	1
688	окружающей нас	1	1
689	может иметь	1	1
690	вошел в	2	1
691	перед тем	1	1
692	наши мысли	1	1
693	он говорит	2	1
694	в своих	2	1
695	он ни	1	1
696	области значений	2	1
697	на один	1	1
698	в поле	1	1
699	формы высказывания	2	1
700	речи с	1	1
701	сознание как	1	1
702	познающего субъекта	1	1
703	материалом и	2	1
704	воспринимаются как	1	1
705	зрения в	4	1
706	чему не	2	1
707	именно потому	1	1
708	также и	2	1
709	ту же	2	1
710	здесь только	1	1
711	говорится и	1	1
712	так называемые	4	1
713	просто не	1	1
714	действующих лиц	1	1
715	в развитии	1	1
716	и внутреннюю	1	1
717	для этого	2	1
718	существенное для	1	1
719	ни от	1	1
720	и является	5	1
721	не могла	1	1
722	заключает в	4	1
723	тем и	2	1
724	иметь в	1	1
725	или его	1	1
726	интонации и	1	1
727	ничто не	1	1
728	только то	1	1
729	жеста и	1	1
730	магический обряд	2	1
731	выпадает из	1	1
732	или иное	4	1
733	является ни	1	1
734	когда мы	6	1
735	не совпадает	1	1
736	этом не	1	1
737	на это	4	1
738	было бы	7	1
739	человеческого сознания	1	1
740	превратилась в	1	1
741	же самое	5	1
742	ту сторону	1	1
743	как мы	10	1
744	в литературном	1	1
745	что для	1	1
746	определенное значение	2	1
747	та или	1	1
748	его как	1	1
749	друг другу	2	1
750	каждый человек	1	1
751	которые в	2	1
752	в зависимости	7	1
753	смысле не	1	1
754	того времени	4	1
755	и формируются	1	1
756	на отдельные	2	1
757	это ни	1	1
758	может показаться	3	1
759	лишь путем	2	1
760	так что	1	1
761	самой природы	1	1
762	и определяется	2	1
763	же в	1	1
764	к пониманию	1	1
765	речи именно	1	1
766	чаще всего	3	1
767	для построения	1	1
768	как будто	1	1
769	как внутренняя	1	1
770	на то	1	1
771	свою речь	1	1
772	нуждается в	3	1
773	вся система	1	1
774	здесь мы	3	1
775	может и	1	1
776	в него	2	1
777	смысл однако	1	1
778	и том	2	1
779	себе этот	1	1
780	действительной жизни	2	1
781	есть не	2	1
782	иное как	2	1
783	расположение их	1	1
784	совершается в	1	1
