N	3gram	Vygotskiy_	Myshleni
428	что эта фраза	1	2
429	и при этом	1	2
430	тот же самый	1	2
431	на то как	2	2
432	и к его	1	2
433	из которых каждая	1	2
434	чтобы увидеть что	5	2
435	сводится к тому	1	2
436	на две части	1	2
437	не может понять	1	1
438	а в плане	1	1
439	мы назвали выше	1	1
440	это внутреннее противоречие	1	1
441	мы знаем по	1	1
442	имеет совершенно другой	1	1
443	она никогда не	1	1
444	в качестве предмета	1	1
445	в целом нам	1	1
446	прибавим к этому	1	1
447	больше чем то	1	1
448	действительно то что	1	1
449	все то что	13	1
450	вызывает в нас	1	1
451	к самому концу	1	1
452	те случаи когда	1	1
453	еще дальше и	1	1
454	мы уже знаем	2	1
455	он никак не	1	1
456	вслед за этим	2	1
457	никогда не можем	1	1
458	всего того что	1	1
459	с которой мы	1	1
460	того что эта	1	1
461	было бы величайшей	1	1
462	в том или	1	1
463	и мы сейчас	1	1
464	совершенно другой смысл	2	1
465	в себя и	1	1
466	и все те	2	1
467	означает в этом	1	1
468	если же мы	2	1
469	но совершенно очевидно	1	1
470	в прямом смысле	2	1
471	мы постараемся сейчас	1	1
472	сих пор в	1	1
473	и вот этот	1	1
474	дело не в	1	1
475	во всей этой	1	1
476	что при этом	1	1
477	с той которую	1	1
478	которая состоит в	1	1
479	понятия и в	1	1
480	та мысль что	1	1
481	мы начнем с	1	1
482	и что она	2	1
483	что самая структура	1	1
484	они не могут	1	1
485	что они представляют	1	1
486	тому что человек	1	1
487	который может быть	1	1
488	это понятие введенное	1	1
489	как известно в	1	1
490	указывает только на	1	1
491	и к тому	1	1
492	всяком случае то	1	1
493	к которой мы	1	1
494	образом мы видим	2	1
495	мы сейчас увидим	1	1
496	две части в	1	1
497	и в первом	1	1
498	идет не о	1	1
499	так или иначе	1	1
500	сказать что все	1	1
501	положение в котором	1	1
502	из этого исходит	1	1
503	в каком случае	1	1
504	совершенно ясно что	10	1
505	что под этим	1	1
506	или еще чаще	1	1
507	не может жить	1	1
508	мы уже указывали	1	1
509	если бы это	1	1
510	раз обратным образом	1	1
511	из которых один	1	1
512	чего он не	1	1
513	слова в этом	1	1
514	если скажем что	1	1
515	не на то	1	1
516	и от значения	1	1
517	в малой степени	2	1
518	того чтобы увидеть	2	1
519	мы все время	3	1
520	объясняется то что	1	1
521	или не так	1	1
522	уже это одно	3	1
523	этот закон и	1	1
524	каждой из них	1	1
525	того о чем	1	1
526	самому своему существу	1	1
527	совершенно ясно говорит	2	1
528	и другим есть	1	1
529	он прямо говорит	1	1
530	и что та	1	1
531	означало бы что	1	1
532	что только при	1	1
533	что это не	1	1
534	это означало бы	2	1
535	для нас и	1	1
536	по прямой линии	2	1
537	том что их	1	1
538	для нас совершенно	3	1
539	с между тем	2	1
540	имел в виду	1	1
541	к самой природе	1	1
542	это является тем	1	1
543	одна из важнейших	1	1
544	виде как она	1	1
545	и все прочие	2	1
546	которая никак не	1	1
547	прямо сказать что	1	1
548	таким образом ни	1	1
549	а не только	1	1
550	бы величайшей ошибкой	1	1
551	и сам начинает	1	1
552	на наших глазах	2	1
553	что для нас	1	1
554	уже одно это	1	1
555	те или иные	1	1
556	а также и	1	1
557	это то что	1	1
558	может и не	1	1
559	ровно в такой	1	1
560	от общих законов	1	1
561	что так как	1	1
562	совершенно прав когда	2	1
563	время как у	1	1
564	то что благодаря	1	1
565	с теми же	1	1
566	как только она	1	1
567	в противоположном направлении	1	1
568	всяком случае очень	1	1
569	спросим себя как	1	1
570	которого заключается в	1	1
571	есть не более	1	1
572	несмотря на свою	2	1
573	бы сказать так	1	1
574	которую мы все	1	1
575	может понять как	1	1
576	связи с этой	1	1
577	но этого мало	1	1
578	не годится для	1	1
579	превращает их из	1	1
580	с той которая	1	1
581	же самое в	6	1
582	самое в отношении	1	1
583	не было бы	2	1
584	этим сказано все	1	1
585	от действительности и	1	1
586	прежде всего на	1	1
587	и до наших	1	1
588	сам собой напрашивается	1	1
589	ни о каких	1	1
590	если мы рассмотрим	1	1
591	не остается никаких	1	1
592	в полном смысле	1	1
593	сделать то же	1	1
594	басне стрекоза и	1	1
595	больше чем он	1	1
596	образом мы могли	1	1
597	с в подтверждение	1	1
598	ясно до какой	1	1
599	сущности говоря в	1	1
600	там где она	3	1
601	то мы увидим	1	1
602	не более как	1	1
603	для объяснения всего	1	1
604	в каком они	1	1
605	довольно часто и	1	1
606	все та же	1	1
607	с но если	1	1
608	было бы сказать	2	1
609	в виду не	1	1
610	к этому что	1	1
611	как один из	1	1
612	для нас ясно	1	1
613	которая лежит в	1	1
614	но столь же	1	1
615	ни в малой	2	1
616	если бы она	2	1
617	потому что не	1	1
618	уяснить себе смысл	2	1
619	или вернее сказать	1	1
620	была бы совершенно	2	1
621	все время в	5	1
622	смотреть как на	1	1
623	в виду нечто	1	1
624	до тех пор	2	1
625	увидим что они	1	1
626	сейчас же увидим	1	1
627	что он представляет	1	1
628	мы вправе были	1	1
629	ряд и это	1	1
630	или иначе говоря	1	1
631	ни одна из	1	1
632	в стороне чисто	1	1
633	другой можно было	2	1
634	и все другие	1	1
635	не иметь с	1	1
636	разговор идет о	1	1
637	могли бы формулировать	1	1
638	больше чем это	1	1
639	которыми приходится иметь	1	1
640	внутреннее противоречие которое	1	1
641	того чтобы объяснить	1	1
642	вправе были бы	1	1
643	вне всякого сомнения	1	1
644	наше предположение что	1	1
645	и заключается что	1	1
646	самом деле всякий	1	1
647	сосна и пальма	1	1
648	самом деле когда	3	1
649	с тем чтобы	1	1
650	между двумя точками	1	1
651	но именно в	1	1
652	в обратном отношении	1	1
653	в совершенно другом	1	1
654	тем что она	1	1
655	что на вопрос	1	1
656	содержания и формы	1	1
657	полном смысле этого	1	1
658	между тем в	2	1
659	как раз обратным	2	1
660	в каком направлении	1	1
661	в котором все	1	1
662	должен быть представлен	1	1
663	в первый раз	2	1
664	том смысле как	1	1
665	она не имеет	2	1
666	которые казалось бы	1	1
667	там где дело	1	1
668	и все их	1	1
669	одном и в	1	1
670	как это легко	1	1
671	все это в	1	1
672	может помочь нам	1	1
673	и что эта	1	1
674	жизни и в	1	1
675	кратчайшему расстоянию между	1	1
676	мы сейчас же	1	1
677	прежде всего тем	1	1
678	который строго говоря	1	1
679	другую сторону так	1	1
680	как говорит сам	1	1
681	он должен был	1	1
682	он никогда не	1	1
683	и т д	6	1
684	видно уже из	1	1
685	тех пор пока	2	1
686	переходя от одного	1	1
687	и для взрослого	1	1
688	он как и	1	1
689	что как мы	1	1
690	нигде так не	1	1
691	приходится иметь дело	2	1
692	должен был оставить	1	1
693	там где он	1	1
694	мы подошли вплотную	1	1
695	относится не к	1	1
696	что в его	1	1
697	не имеет себе	1	1
698	таким образом сам	1	1
699	по его мнению	1	1
700	видим что в	1	1
701	что если в	1	1
702	он доходит до	1	1
703	точку зрения на	1	1
704	прямой линии как	1	1
705	самом деле стоит	2	1
706	целый ряд других	1	1
707	в басне стрекоза	1	1
708	здесь не только	1	1
709	есть необходимое условие	1	1
710	та и другая	2	1
711	тому же выводу	1	1
712	прав когда он	1	1
713	то что оно	1	1
714	ни одно из	2	1
715	в жизни и	2	1
716	и это же	2	1
717	всего тем что	1	1
718	в высокой степени	1	1
719	того как мы	1	1
720	же самого порядка	1	1
721	который говорит что	2	1
722	другие авторы как	1	1
723	не в том	2	1
724	с которыми приходится	1	1
725	к высшим формам	1	1
726	и представить себе	1	1
727	бы ожидать что	1	1
728	чем-то большим чем	1	1
729	таким образом его	1	1
730	случае не может	1	1
731	чтобы показать как	1	1
732	таким же точно	1	1
733	и формы в	1	1
734	в основу этого	1	1
735	когда он говорит	2	1
736	сказала что она	1	1
737	почти с самого	1	1
738	мы можем сказать	1	1
739	предметом которого является	1	1
740	было бы показать	1	1
741	могло бы быть	1	1
742	как и всякий	1	1
743	все необходимые для	1	1
744	и значение которых	1	1
745	но как мы	1	1
746	в сложном и	1	1
747	они указывали на	1	1
748	это или не	1	1
749	более сложном виде	1	1
750	и всякий другой	1	1
751	том что такое	1	1
752	из них не	1	1
753	в котором она	1	1
754	не имеет ничего	1	1
755	и есть в	1	1
756	он все больше	1	1
757	но напротив того	1	1
758	которые можно назвать	1	1
759	по себе и	1	1
760	в этом совершенно	1	1
761	которые она себе	1	1
762	было бы предположить	1	1
763	очевидно что в	2	1
764	и мы не	1	1
765	при этом как	1	1
766	оно состоит в	1	1
767	в точном смысле	2	1
768	мы можем легко	1	1
769	несмотря на все	1	1
770	для нас важно	1	1
771	увидим что эти	1	1
772	который мы могли	1	1
773	с каждым новым	1	1
774	да и не	1	1
775	параллельно с этим	2	1
776	так же и	1	1
777	в противоположную сторону	1	1
778	заключается вовсе не	1	1
779	склонен думать что	2	1
780	говорит что для	1	1
781	смысл и значение	2	1
782	именно в тех	1	1
783	и эти два	1	1
784	в этом плане	1	1
785	что то же	1	1
786	она себе ставит	1	1
787	тому что в	1	1
788	и в том	1	1
789	к нему и	1	1
790	точки зрения тех	1	1
791	всякий раз в	1	1
792	если так то	1	1
793	однако и эта	2	1
794	сказать что эта	1	1
795	этот вопрос можно	1	1
796	ничего более ложного	1	1
797	подвести итоги нашему	1	1
798	что это есть	2	1
799	показать что при	1	1
800	было бы совершенно	2	1
801	на деле он	1	1
802	чем тогда когда	1	1
803	сказать так как	1	1
804	были бы сказать	1	1
805	всегда имеет дело	1	1
806	простого зеркального отражения	1	1
807	что в результате	1	1
808	он пришел к	1	1
809	в этом суть	1	1
810	речь идет об	1	1
811	само собой если	1	1
812	все время протекает	1	1
813	с такой очевидностью	1	1
814	рассказывает о том	1	1
815	ничего нового по	1	1
816	то что может	1	1
817	том или ином	1	1
818	к которым она	1	1
819	такой очевидностью как	1	1
820	как это делает	1	1
821	по самому существу	1	1
822	слова во всяком	1	1
823	непосредственного отношения к	1	1
824	отнюдь не как	1	1
825	самом деле то	1	1
826	и что все	1	1
827	в разговоре с	1	1
828	и целый ряд	1	1
829	говорить о том	3	1
830	части в первой	1	1
831	этот закон влияния	1	1
832	и уже в	1	1
833	которое могло бы	1	1
834	это все равно	1	1
835	малой степени не	2	1
836	одно из этих	2	1
837	в своей речи	1	1
838	старались показать что	1	1
839	верно не только	1	1
840	что всякое обобщение	1	1
841	что дело идет	1	1
842	то что произошло	1	1
843	и одновременно с	1	1
844	элементы из которых	1	1
845	которое мы встречаем	1	1
846	точки зрения а	1	1
847	и мы вправе	2	1
848	мы сумели сделать	1	1
849	и здесь мы	1	1
850	его и что	1	1
851	того чтобы открыть	2	1
852	с другом и	2	1
853	должен был бы	2	1
854	чем то что	1	1
855	в окончательном виде	1	1
856	разве не ясно	1	1
857	что же он	1	1
858	рождаются только в	1	1
859	лучшем случае он	1	1
860	деле когда мы	1	1
861	его потому что	1	1
862	также и в	1	1
863	том что эта	1	1
864	из этих же	1	1
865	тот самый пример	1	1
866	в которых она	1	1
867	он принадлежит к	1	1
868	а не по	1	1
869	не менее важным	1	1
870	и то и	3	1
871	чтобы сделать это	1	1
872	как в ней	1	1
873	на деле как	1	1
874	можно с уверенностью	1	1
875	всегда больше чем	1	1
876	одной и другой	1	1
877	в русском языке	1	1
878	расстоянию между двумя	1	1
879	тем ближе подходит	1	1
880	противопоставляются друг другу	1	1
881	в таком виде	2	1
882	мы как будто	1	1
883	и между тем	1	1
884	и с какими	1	1
885	между собой не	1	1
886	с тем общим	1	1
887	о том в	1	1
888	привело к тому	1	1
889	и что он	1	1
890	сравнению с той	1	1
891	бы в одну	1	1
892	в более сложном	1	1
893	он не мог	2	1
894	сплошь и рядом	1	1
895	указал на то	2	1
896	по одному образцу	1	1
897	можем с уверенностью	1	1
898	но об этом	1	1
899	это и есть	2	1
900	целым рядом других	1	1
901	обратить внимание на	1	1
902	если бы ход	1	1
903	лежащих в его	1	1
904	так же хорошо	1	1
905	не в силу	1	1
906	что несмотря на	1	1
907	свой смысл и	1	1
908	в силу общих	1	1
909	если с самого	1	1
910	во всей ее	2	1
