N	2gram	Ircho_Kome	SlovoVZh
370	и тот	6	1
371	том и	1	1
372	далеко не	3	1
373	в современной	1	1
374	у него	10	1
375	без того	1	1
376	чем не	2	1
377	не на	3	1
378	в истории	2	1
379	не могут	2	1
380	все равно	3	1
381	по мнению	2	1
382	же время	12	1
383	этого приема	1	1
384	при помощи	1	1
385	из одного	1	1
386	художественных приемов	1	1
387	к которой	1	1
388	там же	1	1
389	в обоих	2	1
390	у нее	2	1
391	отношения между	2	1
392	гораздо чаще	1	1
393	самого начала	5	1
394	еще один	2	1
395	непосредственно к	1	1
396	в большинстве	1	1
397	свою очередь	10	1
398	в конечном	2	1
399	со словами	1	1
400	этой группы	2	1
401	без слов	1	1
402	для иллюстрации	1	1
403	так мы	1	1
404	ко второму	1	1
405	не было	6	1
406	идет речь	2	1
407	как например	2	1
408	и третье	1	1
409	связи с	5	1
410	стал бы	1	1
411	им в	1	1
412	быть более	1	1
413	более или	2	1
414	он еще	1	1
415	бы по	2	1
416	материал для	2	1
417	все то	1	1
418	создает в	1	1
419	и остается	1	1
420	здесь мы	1	1
421	время как	3	1
422	того кто	2	1
423	мы понимаем	3	1
424	было бы	7	1
425	это же	1	1
426	не знает	7	1
427	к тому	11	1
428	нем и	1	1
429	из двух	3	1
430	найти его	1	1
431	себя на	1	1
432	с таким	1	1
433	примерно в	3	1
434	что здесь	2	1
435	равно как	7	1
436	само слово	1	1
437	ним в	2	1
438	двух других	1	1
439	и мы	5	1
440	не нуждается	1	1
441	найдем в	3	1
442	только об	1	1
443	его для	2	1
444	как мы	6	1
445	что она	10	1
446	самой своей	1	1
447	ситуации как	1	1
448	и о	3	1
449	слова с	1	1
450	намека на	1	1
451	руках у	1	1
452	и тому	1	1
453	как его	4	1
454	что для	7	1
455	если мы	2	1
456	тем же	3	1
457	него не	1	1
458	и эта	2	1
459	моментов в	1	1
460	найти в	2	1
461	наряду с	4	1
462	и во	3	1
463	произведение если	1	1
464	и таким	1	1
465	тем кто	1	1
466	они должны	1	1
467	то время	3	1
468	конечном счете	3	1
469	слов в	2	1
470	с большим	4	1
471	не можем	1	1
472	на содержание	1	1
473	в таком	2	1
474	но прежде	1	1
475	например в	3	1
476	сама по	1	1
477	что я	5	1
478	тот же	11	1
479	остается еще	1	1
480	в высшей	2	1
481	положение в	1	1
482	за пределами	3	1
483	относятся к	1	1
484	эти вопросы	1	1
485	человек и	1	1
486	с которой	2	1
487	это ни	1	1
488	и без	2	1
489	все вопросы	1	1
490	отношения в	1	1
491	что все	1	1
492	как о	3	1
493	себе не	2	1
494	столь же	5	1
495	том же	2	1
496	и она	1	1
497	берет на	2	1
498	своего героя	1	1
499	же как	1	1
500	или даже	1	1
501	а уж	1	1
502	места в	1	1
503	рядом с	1	1
504	из его	3	1
505	ей в	1	1
506	в слове	1	1
507	ипполита в	3	1
508	как будто	3	1
509	весь этот	1	1
510	на второй	1	1
511	жизни в	1	1
512	противном случае	1	1
513	звучит слишком	1	1
514	образом для	2	1
515	и всякого	1	1
516	но если	3	1
517	они не	2	1
518	остается конечно	1	1
519	при таком	1	1
520	ли кто-нибудь	1	1
521	на себя	10	1
522	наравне с	2	1
523	и только	1	1
524	один и	3	1
525	если этот	1	1
526	чувства в	2	1
527	каком направлении	1	1
528	приходится признать	1	1
529	по своей	2	1
530	с собственной	1	1
531	в двух	7	1
532	и идеологических	1	1
533	полагать что	2	1
534	здесь же	1	1
535	друг друга	7	1
536	в эти	1	1
537	лучшем случае	1	1
538	важный для	1	1
539	к вопросу	2	1
540	для этого	3	1
541	этими словами	1	1
542	не из	1	1
543	если она	2	1
544	себе и	1	1
545	из не	1	1
546	в смысле	2	1
547	не всегда	2	1
548	чтобы не	3	1
549	мы еще	1	1
550	из этой	2	1
551	в одной	2	1
552	в целом	4	1
553	ничего общего	1	1
554	в лице	1	1
555	себя в	3	1
556	крайней мере	1	1
557	и из	1	1
558	или менее	2	1
559	вовсе не	6	1
560	больше того	2	1
561	думать что	1	1
562	в так	1	1
563	одному и	1	1
564	я и	2	1
565	тем более	9	1
566	по крайней	1	1
567	обращение к	1	1
568	не найдем	2	1
569	мы видели	1	1
570	перед нами	1	1
571	чем более	1	1
572	бы это	1	1
573	он то	1	1
574	его место	1	1
575	который и	1	1
576	всяком случае	3	1
577	которые в	1	1
578	только для	2	1
579	на них	3	1
580	высшей степени	2	1
581	для анализа	1	1
