N	2gram	Bakhtin_Pr	VrazhdaK
147	художественные произведения	1	1
148	не подвергая	1	1
149	русский город	1	1
150	что уже	1	1
151	произведения это	2	1
152	не будем	3	1
153	художником и	1	1
154	дает нам	2	1
155	еще более	1	1
156	и борьбы	1	1
157	из всех	1	1
158	что это	2	1
159	хотя и	3	1
160	в ее	4	1
161	того что	2	1
162	в поэме	1	1
163	нас в	1	1
164	прежде всего	13	1
165	и другими	3	1
166	ее и	1	1
167	другой стороны	4	1
168	себе не	2	1
169	в этих	2	1
170	в их	10	1
171	все равно	1	1
172	понимание их	1	1
173	но с	3	1
174	а между	1	1
175	чисто художественном	1	1
176	а о	1	1
177	этого не	1	1
178	в одном	1	1
179	их и	2	1
180	равно как	1	1
181	на нее	1	1
182	и начинается	1	1
183	преступление и	1	1
184	но не	12	1
185	но для	1	1
186	именно в	1	1
187	жизни и	1	1
188	такое же	1	1
189	то время	1	1
190	в таком	3	1
191	в процессе	1	1
192	может в	1	1
193	но ведь	1	1
194	правда в	1	1
195	ясно что	3	1
196	как о	1	1
197	говорить об	1	1
198	человек в	2	1
199	себя как	5	1
200	не есть	6	1
201	эту проблему	1	1
202	как в	4	1
203	следовательно и	1	1
204	по своему	1	1
205	и я	1	1
206	отличается от	2	1
207	да и	3	1
208	ли он	1	1
209	о котором	2	1
210	том как	2	1
211	это было	1	1
212	к вопросу	1	1
213	случае о	1	1
214	не имеет	9	1
215	всех их	1	1
216	тем не	3	1
217	раз и	2	1
218	сих пор	1	1
219	и вообще	2	1
220	с первого	1	1
221	ему не	1	1
222	на них	3	1
223	во всех	11	1
224	сам же	1	1
225	до того	1	1
226	это и	1	1
227	п и	1	1
228	входя в	2	1
229	то он	1	1
230	того в	1	1
231	первый план	2	1
232	для создания	1	1
233	она же	1	1
234	было в	1	1
235	материала это	1	1
236	не могли	2	1
237	него он	1	1
238	ли это	1	1
239	имеется в	1	1
240	это как	1	1
241	и большой	1	1
242	совпадает с	2	1
243	и всего	1	1
244	все свои	1	1
245	также и	3	1
246	одну из	1	1
247	только как	6	1
248	человека как	2	1
249	не всегда	6	1
250	быть и	1	1
251	с помощью	7	1
252	в частности	2	1
253	характерно для	2	1
254	и лишь	1	1
255	он далеко	1	1
256	но зато	2	1
257	но они	4	1
258	говорить о	3	1
259	не с	4	1
260	что эта	2	1
261	отношении к	1	1
262	всех этих	1	1
263	хотя в	1	1
264	как он	1	1
265	не могла	1	1
266	в форме	4	1
267	только слова	1	1
268	этом смысле	3	1
269	тем самым	4	1
270	можно найти	1	1
271	эстетический характер	2	1
272	которую он	1	1
273	человека и	1	1
274	без труда	1	1
275	свою очередь	1	1
276	его отношение	1	1
277	содержания в	4	1
278	идет о	1	1
279	с другой	7	1
280	было бы	8	1
281	всего то	1	1
282	вопросу о	1	1
283	не совсем	1	1
284	себя в	2	1
285	у некоторых	1	1
286	ее не	1	1
287	однако в	1	1
288	в плане	7	1
289	затем в	1	1
290	могут быть	5	1
291	только по	4	1
292	это можно	1	1
293	до конца	1	1
294	в высшей	5	1
295	к которому	4	1
296	это отношение	2	1
297	только при	2	1
298	и от	3	1
299	и есть	2	1
300	во всей	1	1
301	так при	2	1
302	на этот	1	1
303	но я	1	1
304	из этого	1	1
305	ли эта	1	1
306	не все	2	1
307	от них	2	1
308	остается за	5	1
309	этом отношении	2	1
310	своим собственным	1	1
311	а следовательно	1	1
312	автора к	1	1
313	независимо от	13	1
314	момент его	2	1
315	друг друга	1	1
316	материал и	2	1
317	с ее	1	1
318	личность его	1	1
319	всего романа	1	1
320	бы в	1	1
321	не просто	1	1
322	в целом	3	1
323	не должна	4	1
324	едва ли	3	1
325	и наконец	6	1
326	в известной	3	1
327	ничего не	6	1
328	вплоть до	1	1
329	человека но	1	1
330	к нему	10	1
331	он оказался	1	1
332	нему с	1	1
333	более того	4	1
334	в подобных	1	1
335	высшей степени	5	1
