N	2gram	Bakhtin_sl	Morfolog
267	оно не	12	2
268	как они	1	2
269	более или	5	2
270	и задачи	1	2
271	все случаи	1	2
272	например в	6	2
273	относятся к	1	2
274	в в	1	2
275	в которых	1	2
276	себя и	2	2
277	только для	1	2
278	за ней	1	2
279	роль в	4	2
280	в каком	1	2
281	к другому	1	2
282	не входит	1	2
283	у нее	1	2
284	но оно	5	2
285	во всяком	9	2
286	его и	5	2
287	можно сказать	2	2
288	того как	2	2
289	в данном	5	2
290	в основе	8	2
291	и более	3	2
292	что мы	1	2
293	с изучением	1	2
294	в очень	1	2
295	как например	1	2
296	к отдельным	1	2
297	но здесь	5	2
298	одной стороны	7	2
299	можно лишь	1	2
300	сюжетов и	1	2
301	и иных	6	2
302	в другом	4	2
303	оно как	2	2
304	к себе	1	2
305	с большой	1	2
306	увидим что	1	2
307	не исключает	1	2
308	в одном	4	2
309	в различных	1	2
310	от других	2	2
311	более сложный	1	2
312	например на	1	2
313	без всякого	2	2
314	никаких новых	1	2
315	одной из	4	2
316	на этот	1	2
317	что она	1	2
318	он может	3	2
319	момент в	2	2
320	не получает	1	2
321	а вовсе	4	2
322	всяком случае	7	2
323	чем это	1	2
324	себя в	14	2
325	заставляет его	2	2
326	для него	8	2
327	в свое	3	2
328	к различным	2	2
329	или наоборот	1	2
330	элемент в	1	2
331	ничем не	1	2
332	как такового	3	2
333	может не	9	2
334	данном случае	3	2
335	в основу	1	2
336	собой в	1	2
337	и заставляет	3	2
338	с одной	7	2
339	наших целей	1	2
340	она в	1	2
341	и за	1	2
342	ни было	2	2
343	этом отношении	2	2
344	для нас	7	2
345	все это	14	2
346	то прежде	1	2
347	с другими	8	2
348	чем в	3	2
349	но с	1	2
350	иногда и	1	2
351	не знает	3	2
352	у ивана	1	2
353	этого не	1	2
354	наших дней	2	2
355	входить в	3	2
356	как таковая	1	2
357	в другую	1	2
358	путь на	1	2
359	одним из	5	2
360	исходят из	1	2
361	вообще не	4	2
362	также в	1	2
363	лиц не	1	2
364	у него	5	2
365	не от	1	2
366	перейти к	1	2
367	по своему	2	2
368	в чем	2	2
369	или менее	5	2
370	и таким	1	2
371	играют в	1	2
372	это так	1	2
373	в одной	2	2
374	бы в	1	2
375	могли бы	2	2
376	а с	2	2
377	вступает с	1	2
378	героя герой	1	2
379	иногда же	1	2
380	и даже	11	2
381	в самых	2	2
382	как особая	1	2
383	она не	8	2
384	ту же	5	2
385	здесь только	1	2
386	дело не	2	2
387	быть и	6	2
388	эти формы	5	2
389	в частности	3	2
390	бы они	1	2
391	из этих	3	2
392	или иные	4	2
393	всех других	1	2
394	тем и	3	2
395	в нее	3	2
396	ни одной	1	2
397	из его	1	2
398	однако в	3	2
399	и сразу	1	2
400	как за	1	2
401	до наших	1	2
402	если они	1	2
403	д если	1	2
404	других случаях	2	2
405	если она	2	2
406	в той	13	1
407	он пользуется	3	1
408	в особенности	10	1
409	должно исходить	1	1
410	во всем	3	1
411	однако и	2	1
412	и может	4	1
413	никак нельзя	1	1
414	все что	1	1
415	для всех	2	1
416	совершенно самостоятельно	1	1
417	до сих	4	1
418	таких моментов	1	1
419	еще раз	3	1
420	всего в	1	1
421	можно говорить	2	1
422	даны в	1	1
423	за ним	1	1
424	для передачи	1	1
425	и на	17	1
426	только те	1	1
427	же и	4	1
428	как с	2	1
429	себе представить	1	1
430	построенной на	1	1
431	форма передачи	2	1
432	рассказ о	1	1
433	которые не	1	1
434	его из	1	1
435	которые здесь	1	1
436	на анализе	1	1
437	которые он	1	1
438	он только	1	1
439	его с	1	1
440	иногда почти	1	1
441	формами передачи	2	1
442	или иных	1	1
443	дело с	4	1
444	в применении	1	1
445	при этом	12	1
446	даже в	4	1
447	все формы	3	1
448	внимание науки	1	1
449	которым они	1	1
450	тем как	1	1
451	связанное с	1	1
452	не требует	3	1
453	в другой	2	1
454	и получает	1	1
455	те же	3	1
456	его но	3	1
457	одно из	1	1
458	и об	1	1
459	то формы	2	1
460	обреченный на	1	1
461	не столько	4	1
462	персонажа и	1	1
463	борьбы с	3	1
464	рассеяно и	1	1
465	два типа	1	1
466	и создает	2	1
467	совершенно иное	1	1
468	также могут	1	1
469	друга могут	1	1
470	для данного	1	1
471	связанная с	2	1
472	со всеми	3	1
473	в них	11	1
474	и самая	3	1
475	но некоторые	1	1
476	материал на	1	1
477	или во	2	1
478	этой точки	1	1
479	конечно и	3	1
480	мы понимаем	1	1
481	на свой	1	1
482	до этого	1	1
483	и соответствующего	1	1
484	и с	10	1
485	некоторые другие	1	1
486	которым он	1	1
487	иногда целых	1	1
488	равно как	1	1
489	следовательно в	3	1
490	в особый	2	1
491	самостоятельно и	1	1
492	и все	9	1
493	легко и	1	1
494	из самых	2	1
495	еще в	1	1
496	весь этот	1	1
497	ведь для	1	1
498	обращается к	1	1
499	именно в	5	1
500	и действительно	1	1
501	лишь к	1	1
502	систему и	1	1
503	исходить из	1	1
504	затем следует	1	1
505	отношения к	3	1
506	стороны оно	1	1
507	как первая	1	1
508	также не	1	1
509	эти явления	2	1
510	как не	1	1
511	с ними	8	1
512	самая постановка	1	1
513	в точном	1	1
514	а именно	2	1
515	в своей	8	1
516	одновременно и	5	1
517	все способы	1	1
518	на эту	1	1
519	и герой	1	1
520	связанные с	7	1
521	дело идет	2	1
522	отнесены к	1	1
523	формальных приемов	2	1
524	они ни	1	1
525	прошлого века	1	1
526	бы не	1	1
527	есть на	1	1
528	этим в	1	1
529	ли он	4	1
530	о котором	1	1
531	важное значение	1	1
532	и диалог	1	1
533	влияния на	3	1
534	всего о	1	1
535	характерна для	1	1
536	в это	1	1
537	которая не	3	1
538	на своем	5	1
539	здесь нет	1	1
540	словами и	1	1
541	другими формами	1	1
542	от различных	1	1
543	и нет	3	1
544	второй тип	1	1
545	же просто	1	1
546	все они	9	1
547	как один	1	1
548	на смерть	1	1
549	случаях мы	1	1
550	так уже	1	1
551	ее объеме	1	1
552	совершенно не	2	1
553	она условно	1	1
554	во все	1	1
555	в котором	2	1
556	может создать	1	1
557	как целое	1	1
558	как та	1	1
559	в последней	1	1
560	от исследователя	1	1
561	применении к	1	1
562	своих подлинных	1	1
563	герой только	2	1
564	в свою	4	1
565	в теснейшем	1	1
566	значение этого	1	1
567	лежат в	1	1
568	не должно	3	1
569	но во	1	1
570	это его	1	1
571	чем они	1	1
572	явления и	2	1
573	создает новые	1	1
574	формы его	1	1
575	только как	2	1
576	в борьбу	2	1
577	а через	1	1
578	в этот	1	1
579	к своей	2	1
580	всегда так	1	1
581	с помощью	5	1
582	может войти	1	1
583	между двумя	1	1
584	те или	4	1
585	именно на	3	1
586	оно так	1	1
587	только один	1	1
588	то все	1	1
589	гораздо труднее	1	1
590	основе ее	2	1
591	только на	3	1
592	вступает в	2	1
593	правда и	2	1
594	более сложных	1	1
595	на основании	1	1
596	укладываются в	1	1
597	тому или	1	1
598	ни были	3	1
599	и до	2	1
600	более и	1	1
601	др эти	1	1
602	и те	3	1
603	это необходимо	1	1
604	типы и	1	1
605	же время	15	1
606	идет об	1	1
607	к людям	1	1
608	за язык	1	1
609	при анализе	1	1
610	новых лиц	1	1
611	самого начала	1	1
612	свою очередь	3	1
613	ними и	1	1
614	как изучать	1	1
615	за тридевять	1	1
616	с другим	1	1
617	известной степени	6	1
618	из одной	1	1
619	на те	1	1
620	может послужить	1	1
621	как на	1	1
622	и там	6	1
623	одно и	3	1
624	есть они	1	1
625	вводится в	2	1
626	он в	6	1
627	отношение к	8	1
628	ее лежат	1	1
629	не как	4	1
630	по ней	1	1
631	мог бы	1	1
632	сын и	1	1
633	и определенный	1	1
634	русском языке	1	1
635	самого героя	1	1
636	жизни языка	1	1
637	для изучения	1	1
638	лишь о	1	1
639	такая же	2	1
640	что различные	1	1
641	с этими	3	1
642	на улице	1	1
643	д можно	1	1
644	первый тип	1	1
645	то она	1	1
646	его при	1	1
647	материал в	2	1
648	на ряд	1	1
649	как во	1	1
650	варьируются в	1	1
651	до известной	3	1
652	что говорит	1	1
653	и отдельные	1	1
654	говорит ты	1	1
655	он сам	1	1
656	при каких	2	1
657	в противном	1	1
658	какой степени	1	1
659	его роль	1	1
660	он живет	1	1
661	друг с	2	1
662	лишь при	2	1
663	их слова	1	1
664	сама она	1	1
665	и две	2	1
666	мы берем	1	1
667	в эти	1	1
668	о чем	1	1
669	мужа и	1	1
670	не определяют	1	1
671	мы еще	1	1
672	они могут	7	1
673	только о	2	1
674	или вовсе	2	1
675	в ее	2	1
676	и становится	2	1
677	свои собственные	2	1
678	характерно что	3	1
679	тот же	1	1
680	быть заменены	1	1
681	эту форму	1	1
682	часто начинает	1	1
683	формы не	1	1
684	могут ассимилироваться	1	1
685	как к	5	1
686	она имеет	1	1
687	и такой	2	1
688	поэтому прежде	1	1
689	и различными	1	1
690	и то	2	1
691	форм и	3	1
692	не зная	1	1
693	в себе	3	1
694	но на	1	1
695	героев в	1	1
696	которое он	1	1
697	но прежде	1	1
698	во всей	1	1
699	указать на	1	1
700	должно быть	3	1
701	три категории	1	1
702	тридевять земель	1	1
703	время и	3	1
704	в первый	1	1
705	очень далеко	1	1
706	сколько в	1	1
707	специфические формы	1	1
708	в состоянии	1	1
709	в его	19	1
710	он как	1	1
711	первый раз	1	1
712	не стремится	1	1
713	ссылки и	1	1
714	находится в	1	1
715	может просто	1	1
716	две основные	1	1
717	как раз	3	1
718	что так	1	1
719	в формах	1	1
720	о нем	6	1
721	очередь также	1	1
722	лиц и	1	1
723	но чаще	1	1
724	чем перейти	1	1
725	же не	1	1
726	чем же	1	1
727	в немецкой	1	1
728	из форм	1	1
729	стремится к	2	1
730	там и	1	1
731	что все	2	1
732	на нескольких	1	1
733	в их	6	1
734	зрения его	1	1
735	только он	1	1
736	работы и	2	1
737	в рамках	1	1
738	и притом	1	1
739	без всяких	2	1
740	материал для	1	1
741	как ни	2	1
742	одно а	1	1
743	что совершенно	1	1
744	или иной	13	1
745	сюда прежде	1	1
746	и некоторые	1	1
747	как по	1	1
748	начала в	1	1
749	и говорит	1	1
750	что под	1	1
751	и где	1	1
752	в виду	2	1
753	но эта	2	1
754	нет прямого	1	1
755	дело в	2	1
756	гете в	1	1
757	роль а	1	1
758	их например	1	1
759	что не	1	1
760	как его	5	1
761	он непосредственно	1	1
762	здесь возможны	1	1
763	где нет	2	1
764	непосредственно как	1	1
765	точном смысле	1	1
766	в таком	5	1
767	наконец даже	2	1
768	ссылка на	1	1
769	бы быть	2	1
770	литературе и	1	1
771	с различными	6	1
772	непосредственно о	1	1
773	между ними	2	1
774	и она	2	1
775	может только	1	1
776	есть в	1	1
777	но по	2	1
778	эти две	1	1
779	не есть	2	1
780	говорят о	1	1
781	здесь перед	1	1
782	между прочим	1	1
783	в мире	1	1
784	слова не	5	1
785	определяет его	1	1
786	так в	2	1
787	противном случае	1	1
788	постановка вопроса	1	1
789	расширении и	1	1
790	к концу	1	1
791	на одном	1	1
792	на все	3	1
793	и со	2	1
794	и могут	1	1
795	что таких	1	1
796	остановимся на	2	1
797	разновидности и	1	1
798	о которых	2	1
799	больше всего	1	1
800	только и	3	1
801	нисколько не	3	1
802	бы мы	1	1
803	войти в	2	1
804	точек зрения	8	1
805	и это	1	1
806	что введение	1	1
807	с другом	2	1
808	из одного	2	1
809	свет на	1	1
810	не нужно	1	1
811	пришлось бы	1	1
812	в эту	3	1
813	сих пор	4	1
814	вводит в	1	1
815	как все	1	1
816	и вообще	2	1
817	к истории	1	1
818	морфологических и	1	1
819	той или	13	1
820	другом случае	3	1
821	людей в	1	1
822	лежат некоторые	1	1
823	специфическая особенность	1	1
824	это остается	1	1
825	в каждом	5	1
826	они часто	1	1
827	предметами и	1	1
828	здесь как	3	1
829	ко всему	1	1
830	того или	2	1
831	о себе	2	1
832	может иметь	3	1
833	него самого	1	1
834	и эти	2	1
835	она строится	2	1
836	превращаясь в	1	1
837	таким же	1	1
838	с самого	1	1
839	могут служить	1	1
840	отличие от	13	1
841	возможны и	2	1
842	данный момент	4	1
843	бы только	2	1
844	дана в	1	1
845	мы говорили	2	1
846	в основных	1	1
847	в темницу	1	1
848	в сухой	1	1
849	все остальные	1	1
850	может идти	1	1
851	непосредственно после	1	1
852	на новый	1	1
853	и ни	1	1
854	от самого	1	1
855	и дети	1	1
856	в течение	1	1
857	с какой	1	1
858	что всякий	1	1
859	говорить только	1	1
860	но он	4	1
861	в быту	5	1
862	не исчерпывают	1	1
863	обстоит дело	4	1
864	самому себе	1	1
865	так что	2	1
866	где герой	1	1
867	собой только	1	1
868	и разновидности	2	1
869	облик и	2	1
870	одним словом	4	1
871	как объект	1	1
872	его не	4	1
873	но она	2	1
874	не приходится	2	1
875	пор не	2	1
876	как он	2	1
877	и определяет	1	1
878	часто не	1	1
879	не дает	1	1
880	конечно в	2	1
881	почти всегда	3	1
882	иметь в	1	1
883	же он	1	1
884	быть окрашена	1	1
885	развития все	1	1
886	как явление	1	1
887	лишь как	3	1
888	и определенные	2	1
889	к которой	1	1
890	характерных и	1	1
891	из важнейших	2	1
892	можно утверждать	1	1
893	или как	4	1
894	или иное	1	1
895	форм передачи	5	1
896	в самостоятельный	2	1
897	борьба в	1	1
898	на это	1	1
899	всем ее	1	1
900	очень велико	3	1
901	выходят за	1	1
902	быть не	1	1
903	случае она	1	1
904	других видов	1	1
905	этом с	1	1
906	по формам	1	1
907	и никогда	1	1
908	в плане	11	1
909	точку зрения	6	1
910	в систему	1	1
911	друг другу	2	1
912	изучения и	1	1
913	которые в	4	1
914	слова она	1	1
915	этом и	1	1
916	них не	2	1
917	иных форм	1	1
918	действительно не	2	1
919	например о	1	1
920	этого и	1	1
921	из этого	3	1
922	при изучении	1	1
923	в создании	1	1
924	в области	1	1
925	его к	1	1
926	один и	1	1
927	тех или	1	1
928	все более	1	1
929	хотя он	1	1
930	если на	1	1
931	развитие и	1	1
932	форм а	1	1
933	может и	1	1
934	ведь и	1	1
935	и отвлеченные	1	1
936	в него	9	1
937	его можно	1	1
938	с ее	6	1
939	всех этих	8	1
940	он был	1	1
941	и совершенно	1	1
942	до его	1	1
943	не можем	1	1
944	и наконец	9	1
945	есть не	2	1
946	и предметом	4	1
947	слушателя и	5	1
948	требует также	1	1
949	нормы не	1	1
