N	2gram	Vinokur_Vv	Tragedij
109	впечатление что	1	2
110	на всем	1	2
111	в данном	11	2
112	что этот	1	2
113	отличие от	4	2
114	он был	1	2
115	потому что	18	2
116	так что	5	2
117	времени в	3	2
118	по поводу	1	2
119	в частности	3	2
120	точно так	2	2
121	в одном	4	2
122	говорит что	1	2
123	и до	2	2
124	романа достоевского	1	2
125	в отличие	4	2
126	отношение к	3	2
127	в ходе	1	2
128	до конца	3	2
129	что она	3	2
130	русской литературы	1	2
131	одна из	3	2
132	а как	5	2
133	не мог	2	2
134	тем что	6	2
135	не просто	5	2
136	только о	2	2
137	и ее	4	2
138	никогда не	3	2
139	в известной	3	2
140	ничего не	2	2
141	любви и	1	2
142	не выдерживает	1	1
143	в той	10	1
144	в особенности	4	1
145	все в	1	1
146	во всем	2	1
147	он очень	1	1
148	им как	1	1
149	то в	1	1
150	с помощью	2	1
151	этом случае	6	1
152	утверждать что	1	1
153	могут быть	6	1
154	взгляд на	1	1
155	мы видим	1	1
156	в центре	4	1
157	и прямо	1	1
158	в настоящем	1	1
159	что оно	2	1
160	таким образом	21	1
161	сам же	2	1
162	смотреть на	5	1
163	например что	3	1
164	что идет	1	1
165	после того	2	1
166	впечатление на	2	1
167	только что	4	1
168	на вопрос	6	1
169	также что	1	1
170	известно что	1	1
171	то вряд	1	1
172	того как	3	1
173	если он	1	1
174	почти не	1	1
175	знать и	2	1
176	перестает быть	1	1
177	с одной	4	1
178	и вот	3	1
179	что даже	3	1
180	должна быть	2	1
181	но еще	1	1
182	что уже	3	1
183	с этой	5	1
184	и при	2	1
185	ко всему	1	1
186	и должно	2	1
187	дело с	9	1
188	в применении	7	1
189	любовь к	4	1
190	и далее	2	1
191	к числу	2	1
192	то для	1	1
193	но от	1	1
194	на деле	1	1
195	к истории	6	1
196	т е	40	1
197	они только	1	1
198	что при	1	1
199	того что	12	1
200	сам по	2	1
201	тем не	9	1
202	по слову	1	1
203	не как	3	1
204	а затем	2	1
205	для нас	1	1
206	и всегда	1	1
207	одно из	5	1
208	на одной	1	1
209	как он	6	1
210	как своего	1	1
211	в результате	4	1
212	говорил что	1	1
213	только за	1	1
214	в виду	5	1
215	точности соответствует	1	1
216	иными словами	1	1
217	смысле этого	9	1
218	превратиться в	1	1
219	только в	16	1
220	не столько	2	1
221	по себе	11	1
222	не принимали	1	1
223	нас от	1	1
224	в самой	1	1
225	видит в	4	1
226	чтобы превратить	1	1
227	вопрос об	1	1
228	говорит он	2	1
229	не было	2	1
230	в духе	1	1
231	но он	1	1
232	значение только	1	1
233	не удалась	1	1
234	он рассматривает	1	1
235	этого не	2	1
236	идеи а	1	1
237	наших дней	2	1
238	а также	3	1
239	в россии	1	1
240	заключается в	4	1
241	на нее	3	1
242	и судьбы	1	1
243	одним из	5	1
244	во взглядах	1	1
245	что не	5	1
246	конфликт между	4	1
247	в эпоху	1	1
248	на нечто	1	1
249	нет он	1	1
250	не есть	5	1
251	именно в	8	1
252	обратно в	1	1
253	представление о	1	1
254	обоих случаях	1	1
255	вообще не	3	1
256	это выражение	1	1
257	я и	1	1
258	тому что	2	1
259	деятельность не	1	1
260	в связи	2	1
261	лишь на	1	1
262	связан и	1	1
263	встречается в	1	1
264	с ними	1	1
265	было до	1	1
266	самой действительности	1	1
267	виде в	2	1
268	жизни своей	1	1
269	есть в	1	1
270	сливается с	3	1
271	в своей	4	1
272	рядом с	2	1
273	вместе с	6	1
274	на этом	3	1
275	оказалось что	2	1
276	всю эту	1	1
277	создает и	1	1
278	был первым	1	1
279	повествованием о	1	1
280	не менее	9	1
281	не знать	1	1
282	и т	45	1
283	перед собой	1	1
284	так сказать	1	1
285	была и	1	1
286	второй части	1	1
287	и могут	1	1
288	в такой	1	1
289	между собой	1	1
290	под заглавием	1	1
291	если можно	1	1
292	сравнению с	4	1
293	по самой	2	1
294	это было	1	1
295	это хорошо	1	1
296	но уже	2	1
297	выходящее за	1	1
298	он вполне	1	1
299	в чем	4	1
300	ли это	1	1
301	общем смысле	1	1
302	а своеобразный	1	1
303	в момент	1	1
304	тогда как	2	1
305	первостепенное значение	1	1
306	могло бы	2	1
307	всю ее	1	1
308	бы в	2	1
309	в них	5	1
310	на них	1	1
311	русский язык	3	1
312	во всех	2	1
313	говорится о	1	1
314	во всяком	5	1
315	и потому	2	1
316	понятно что	3	1
317	это и	1	1
318	и дело	1	1
319	к речи	1	1
320	совершенно не	1	1
321	материалом для	1	1
322	но как	2	1
323	чем же	3	1
324	в противовес	1	1
325	а к	1	1
326	это как	1	1
327	в котором	4	1
328	с самого	1	1
329	не могли	2	1
330	как нечто	8	1
331	и новые	1	1
332	это понятие	2	1
333	отправлялся от	1	1
334	применении к	6	1
335	на свои	2	1
336	эта связь	1	1
337	связи с	3	1
338	ответом на	1	1
339	от природы	1	1
340	случае и	1	1
341	не любил	1	1
342	хотя бы	6	1
343	связь и	1	1
344	чтобы он	2	1
345	того чтобы	22	1
346	этой идеи	1	1
347	нашел в	1	1
348	одну из	1	1
349	но не	9	1
350	в другом	3	1
351	в каких	1	1
352	между тем	10	1
353	представляет собой	14	1
354	быть не	1	1
355	общеизвестно что	1	1
356	не быть	1	1
357	и должна	1	1
358	в ней	3	1
359	вот почему	3	1
360	объясняется и	1	1
361	в отношениях	2	1
362	в новой	1	1
363	самом деле	7	1
364	больше в	1	1
365	уже было	2	1
366	из себя	1	1
367	вполне ясно	1	1
368	исследования в	1	1
369	в которой	1	1
370	имеет целью	1	1
371	лишь в	1	1
372	именно на	2	1
373	народа не	1	1
374	только один	1	1
375	об отношении	3	1
376	а не	5	1
377	находился под	1	1
378	только на	3	1
379	есть и	5	1
380	не могла	1	1
381	связь между	5	1
382	можно было	8	1
383	в форме	2	1
384	за пределы	1	1
385	а между	2	1
386	факт что	2	1
387	истории по	1	1
388	к проблемам	2	1
389	в xix	1	1
390	не вполне	4	1
391	в истории	9	1
392	он есть	1	1
393	свое значение	2	1
394	это может	2	1
395	в обоих	2	1
396	так он	1	1
397	человека и	1	1
398	по вопросу	1	1
399	или как	3	1
400	самого начала	1	1
401	литературы и	2	1
402	вывод этот	1	1
403	должны были	1	1
404	и т.д	5	1
405	всего что	1	1
406	сохраняет свое	1	1
407	не раз	1	1
408	имеющая целью	1	1
409	в какой-то	1	1
410	того кто	1	1
411	значение и	2	1
412	но теперь	1	1
413	могло быть	1	1
414	был прав	1	1
415	ли есть	1	1
416	именно такого	1	1
417	к ним	1	1
418	или вообще	5	1
419	как искусство	2	1
420	т п	5	1
421	и критики	1	1
422	может ли	2	1
423	в точности	1	1
424	он в	1	1
425	как мы	11	1
426	хотя сам	1	1
427	самой своей	2	1
428	и особенно	1	1
429	что тут	1	1
430	на две	1	1
431	и о	1	1
432	ее не	1	1
433	речи в	1	1
434	наряду с	3	1
435	той же	4	1
436	и др	2	1
437	ответа на	3	1
438	по сравнению	4	1
439	виде и	1	1
440	только по	3	1
441	какой она	1	1
442	именно так	1	1
443	быть в	5	1
444	в самое	1	1
445	в высшей	1	1
446	для разработки	1	1
447	с особой	1	1
448	не значит	1	1
449	становится искусством	1	1
450	слова в	1	1
451	и от	1	1
452	и есть	3	1
453	входят в	1	1
454	когда идет	1	1
455	все время	2	1
456	в общем	14	1
457	на этот	6	1
458	что без	1	1
459	этого слова	2	1
460	например в	2	1
461	что именно	2	1
462	а это	1	1
463	очевидно для	1	1
464	но если	6	1
465	заявляет что	2	1
466	в литературе	1	1
467	в области	4	1
468	и эта	1	1
469	нуждается в	3	1
470	это в	2	1
471	в и	4	1
472	всяком случае	5	1
473	на котором	2	1
474	конце концов	2	1
475	враждебное отношение	1	1
476	идей и	1	1
477	это сказывается	2	1
478	превратился в	1	1
479	чтобы не	1	1
480	и совершенно	2	1
481	что на	1	1
482	эту тему	1	1
483	известной мере	2	1
484	с каким	1	1
485	не к	2	1
486	обратиться к	1	1
487	судя по	1	1
