N	2gram	Vygotskiy_	PoTuStor
258	образом и	1	1
259	только из	1	1
260	двух групп	1	1
261	в более	2	1
262	в центре	2	1
263	которая была	1	1
264	первый и	2	1
265	мышления в	4	1
266	и здесь	2	1
267	этого с	1	1
268	для ребенка	6	1
269	мы и	6	1
270	к их	2	1
271	самым существенным	1	1
272	только те	1	1
273	нельзя сказать	1	1
274	как нам	1	1
275	не сознавая	1	1
276	данном случае	3	1
277	различие между	4	1
278	не утверждал	1	1
279	в момент	4	1
280	только что	6	1
281	его сторона	1	1
282	представляются несущественными	1	1
283	на вопрос	7	1
284	сделать и	2	1
285	в психологии	1	1
286	за скобки	2	1
287	или только	1	1
288	которая в	3	1
289	который всегда	2	1
290	и дать	1	1
291	работу в	1	1
292	и того	8	1
293	чем на	1	1
294	известных пределах	1	1
295	с одной	10	1
296	уже в	4	1
297	речи для	1	1
298	внимание на	1	1
299	мог бы	1	1
300	тогда когда	10	1
301	есть прежде	1	1
302	в состоянии	6	1
303	наше предположение	1	1
304	оно само	1	1
305	без исключения	1	1
306	теперь в	1	1
307	дело с	2	1
308	мы имеем	4	1
309	еще более	5	1
310	в применении	1	1
311	это и	3	1
312	несмотря на	3	1
313	и основной	2	1
314	этом неизбежно	1	1
315	его за	1	1
316	истории его	1	1
317	это часто	1	1
318	новейшей буржуазной	1	1
319	интересует только	1	1
320	хотя и	1	1
321	а это	3	1
322	этом отношении	7	1
323	происхождения из	1	1
324	он владеет	1	1
325	с тем	9	1
326	имеем дело	2	1
327	из одних	1	1
328	в море	1	1
329	что при	4	1
330	в сущности	17	1
331	он что	2	1
332	только не	7	1
333	никакому сомнению	1	1
334	как раз	5	1
335	думается нам	1	1
336	говорит о	4	1
337	привести к	2	1
338	что только	3	1
339	пути в	1	1
340	в стадии	1	1
341	в качестве	13	1
342	задолго до	4	1
343	и всегда	1	1
344	исследования мы	2	1
345	в полном	1	1
346	не являются	2	1
347	для объяснения	6	1
348	ребенка не	10	1
349	мы сталкиваемся	2	1
350	у нас	4	1
351	здесь в	1	1
352	то нам	1	1
353	и другими	3	1
354	и делает	2	1
355	в виду	4	1
356	я не	6	1
357	основной вопрос	1	1
358	в движение	1	1
359	переносятся на	1	1
360	подобно тому	6	1
361	последующую жизнь	1	1
362	что между	5	1
363	освобождение от	1	1
364	т.е до	1	1
365	можно было	11	1
366	как таковым	1	1
367	связанная с	3	1
368	он сумеет	1	1
369	в самые	1	1
370	самый предмет	1	1
371	связь с	1	1
372	как они	4	1
373	в своих	5	1
374	это наше	1	1
375	в классе	2	1
376	ребенком и	2	1
377	связи с	9	1
378	мы вправе	3	1
379	психологии и	1	1
380	особого рода	1	1
381	нам в	2	1
382	этой точки	7	1
383	на этот	9	1
384	внутренних психических	1	1
385	не более	1	1
386	если бы	13	1
387	столь же	5	1
388	так было	1	1
389	их так	1	1
390	оказывается в	2	1
391	ребенка можно	1	1
392	когда возникает	2	1
393	не говорит	3	1
394	и сам	1	1
395	и единство	2	1
396	с ней	3	1
397	что его	2	1
398	в сознании	5	1
399	из сознания	1	1
400	этим и	1	1
401	но эта	1	1
402	это мы	3	1
403	теперь мы	1	1
404	дело в	1	1
405	и начинается	1	1
406	он может	5	1
407	но не	13	1
408	третье что	1	1
409	как его	2	1
410	его мысли	3	1
411	развития в	14	1
412	из того	12	1
413	а то	1	1
414	на другие	2	1
415	из всего	1	1
416	в конце	3	1
417	случае не	2	1
418	в корне	2	1
419	и связанная	1	1
420	бы оно	3	1
421	сложные отношения	5	1
422	в связи	6	1
423	зависит от	4	1
424	как видим	1	1
425	немногих словах	1	1
426	и они	1	1
427	развития к	2	1
428	ведь когда	1	1
429	не подлежит	2	1
430	этой цели	1	1
431	может стать	2	1
432	по смыслу	3	1
433	сталкиваемся с	1	1
434	с теми	1	1
435	могущие быть	1	1
436	все же	5	1
437	момент и	1	1
438	старой психологии	2	1
439	при таком	1	1
440	том смысле	1	1
441	совершенно новой	1	1
442	не что	2	1
443	перейти к	4	1
444	в следующем	1	1
445	к нашей	1	1
446	от этого	1	1
447	мы только	1	1
448	приводит к	10	1
449	на все	7	1
450	не имеет	7	1
451	и со	1	1
452	становится ясным	1	1
453	выше мы	1	1
454	ступени развития	3	1
455	рабочая гипотеза	1	1
456	связями между	1	1
457	в свете	4	1
458	ключом к	1	1
459	определяющим моментом	1	1
460	по самому	1	1
461	другому человеку	1	1
462	он является	1	1
463	зависимости от	3	1
464	всего психического	1	1
465	в себя	4	1
466	это было	1	1
467	влияния на	4	1
468	в немногих	1	1
469	со стороны	3	1
470	если ему	1	1
471	на его	4	1
472	с другом	10	1
473	в смысле	3	1
474	но если	7	1
475	полагает что	1	1
476	нечто третье	1	1
477	говорит об	2	1
478	сейчас же	2	1
479	вовсе не	2	1
480	но к	1	1
481	к тому	14	1
482	ассоциативных связей	2	1
483	на одном	2	1
484	которые были	1	1
485	а для	1	1
486	развития именно	2	1
487	той или	1	1
488	он прежде	1	1
489	свое время	2	1
490	а потом	1	1
491	этих двух	4	1
492	что эти	4	1
493	но этим	1	1
494	в известных	1	1
495	без всякой	2	1
496	нет ничего	1	1
497	ли они	1	1
498	определить их	1	1
499	и тех	1	1
500	предположить что	3	1
501	как часть	1	1
502	его и	4	1
503	всего сказанного	1	1
504	виде мы	1	1
505	для внутреннего	1	1
506	ребенок может	4	1
507	опираясь на	1	1
508	определения этих	1	1
509	он был	1	1
510	для его	2	1
511	а с	3	1
512	в данном	4	1
513	того в	2	1
514	за шагом	1	1
515	первый план	2	1
516	старая психология	3	1
517	как вытесненное	1	1
518	вытекает из	4	1
519	план в	2	1
520	к процессу	1	1
521	отличается от	2	1
522	и история	2	1
523	оно в	1	1
524	моментах в	1	1
525	вопрос о	15	1
526	далее и	1	1
527	к предмету	2	1
528	а просто	2	1
529	вернемся к	1	1
530	на один	1	1
531	не сделал	1	1
532	применении к	1	1
533	не имеют	4	1
534	быть совершенно	2	1
535	они становятся	1	1
536	и т.д	6	1
537	мы говорили	5	1
538	абстракции с	1	1
539	в основных	1	1
540	два момента	3	1
541	мы увидим	3	1
542	в самых	4	1
543	и социальной	1	1
544	на некоторых	1	1
545	то и	2	1
546	т.п и	1	1
547	она не	2	1
548	в течение	1	1
549	нужно как	1	1
550	ребенка к	6	1
551	в свою	5	1
552	входит в	1	1
553	даже самое	2	1
554	его не	1	1
555	того чтобы	26	1
556	их совершенно	1	1
557	одной стороны	10	1
558	как известно	7	1
559	шаг за	1	1
560	не дает	2	1
561	почти исключительно	1	1
562	ничто не	3	1
563	в другом	7	1
564	то ни	1	1
565	для того	20	1
566	повторять и	1	1
567	тому как	6	1
568	каждый момент	1	1
569	но всегда	1	1
570	отношения эти	1	1
571	совершенно аналогичные	2	1
572	мыслью о	1	1
573	в ней	2	1
574	но должны	1	1
575	с совершенно	1	1
576	нашего сознания	1	1
577	что представляет	3	1
578	в отношениях	1	1
579	мы узнаем	1	1
580	человека все	1	1
581	различает два	1	1
582	является его	2	1
583	значение и	1	1
584	как совокупность	2	1
585	логического предела	1	1
586	позволяет нам	1	1
587	в руках	1	1
588	и действия	1	1
589	с самой	1	1
590	и практически	1	1
591	когда он	3	1
592	на чем	1	1
593	один шаг	3	1
594	жизнь с	1	1
595	что если	6	1
596	всего на	2	1
597	новых и	1	1
598	а не	14	1
599	к тем	1	1
600	и попытались	1	1
601	увидим что	1	1
602	она начинает	1	1
603	значение для	4	1
604	мере уже	1	1
605	должны быть	2	1
606	имеем в	1	1
607	в которую	1	1
608	в детском	4	1
609	только одним	2	1
610	плана в	1	1
611	хотя в	2	1
612	и что	18	1
613	как он	7	1
614	же что	1	1
615	для человека	1	1
616	совершенно так	1	1
617	отношений между	4	1
618	ее все	1	1
619	так чтобы	1	1
620	конечно в	1	1
621	в истинном	1	1
622	говоря о	2	1
623	еще в	3	1
624	на другой	1	1
625	выводам что	1	1
626	только когда	1	1
627	находящиеся в	1	1
628	уже и	1	1
629	от того	8	1
630	но вместе	3	1
631	даже с	1	1
632	говорили что	2	1
633	навыков и	1	1
634	на всю	2	1
635	как один	1	1
636	на первых	1	1
637	а во	1	1
638	вопрос можно	1	1
639	его отношение	3	1
640	бы по	1	1
641	с другой	11	1
642	всех трех	1	1
643	это же	1	1
644	последнее слово	1	1
645	лишь в	1	1
646	бы никаких	1	1
647	на которые	3	1
648	известной степени	1	1
649	ничего общего	6	1
650	что же	2	1
651	как на	4	1
652	и мышления	2	1
653	же самое	7	1
654	это вытекает	1	1
655	в точности	1	1
656	без всякого	2	1
657	этого метода	1	1
658	не совсем	2	1
659	всех областях	1	1
660	однако в	1	1
661	общего с	3	1
662	что для	2	1
663	главным образом	1	1
664	неизбежно должен	1	1
665	со своего	1	1
666	образом с	2	1
667	для всей	3	1
668	и благодаря	1	1
669	друг другу	2	1
670	той же	7	1
671	что есть	1	1
672	которые в	4	1
673	это приводит	1	1
674	свою противоположность	1	1
675	зрения обоих	1	1
676	бы он	1	1
677	этом и	2	1
678	что я	4	1
679	он даже	1	1
680	в высшей	3	1
681	в нашем	5	1
682	с этими	1	1
683	может оказаться	2	1
684	только при	1	1
685	как я	3	1
686	именно то	3	1
687	период полового	1	1
688	в известной	3	1
689	с которым	2	1
690	все время	3	1
691	в духе	1	1
692	материал в	1	1
693	или иной	1	1
694	же в	2	1
695	как наиболее	2	1
696	что она	3	1
697	каком отношении	1	1
698	каждый день	1	1
699	теории и	4	1
700	у ребенка	18	1
701	и прежде	1	1
702	каждое из	1	1
703	же мы	2	1
704	в период	1	1
705	имеет и	1	1
706	этот момент	2	1
707	по поводу	3	1
708	на место	2	1
709	его к	2	1
710	их на	1	1
711	это значение	1	1
712	полового созревания	1	1
713	этого учения	1	1
714	сказать о	1	1
715	перенесения значения	1	1
716	друг с	10	1
717	это в	2	1
718	сводится в	1	1
719	процессов но	1	1
720	эти два	1	1
721	не будут	1	1
722	к этим	2	1
723	что иное	2	1
724	жизни таким	1	1
725	и ведет	2	1
726	мы должны	13	1
727	настоящая работа	1	1
728	из него	3	1
729	попытались вскрыть	1	1
730	фрейда и	1	1
731	но так	1	1
732	чем это	2	1
733	себя в	4	1
734	психического развития	4	1
735	точку зрения	1	1
736	развития ребенок	1	1
737	одного и	9	1
738	тот же	7	1
739	деятельности и	1	1
740	и предметному	1	1
741	ничего не	6	1
742	эта работа	2	1
743	иное как	2	1
744	имеет места	2	1
745	и самый	2	1
746	своего развития	11	1
747	единство в	1	1
748	к нему	4	1
749	оперирует реальными	1	1
750	высшей степени	3	1
