N	3gram	Tiupa_Narr	Psycholo
158	в первой главе	1	2
159	что с точки	1	2
160	но в этом	1	2
161	случае если она	1	2
162	мы имеем дело	4	2
163	в связи с	3	2
164	в ответ на	3	2
165	же обстоит дело	1	2
166	той или иной	6	2
167	т п все	1	2
168	но и в	4	2
169	никак не можем	1	2
170	каждого из нас	1	2
171	по крайней мере	1	2
172	мы увидим впоследствии	1	2
173	как один из	1	2
174	не означает что	1	2
175	если бы она	1	2
176	здесь мы имеем	1	2
177	но еще не	1	2
178	самом деле в	1	2
179	мы узнаем о	1	2
180	как и все	1	2
181	и все его	1	2
182	жизни и смерти	1	2
183	которое может быть	1	2
184	не зависит от	1	2
185	тем или иным	2	2
186	мы всякий раз	1	2
187	как мы увидим	1	2
188	и все же	4	2
189	о смерти он	1	2
190	не могли бы	1	2
191	в том именно	1	2
192	как она есть	1	2
193	и столь же	1	2
194	в той же	1	2
195	бы перед нами	1	2
196	но и на	2	2
197	но они не	1	2
198	но это вовсе	1	2
199	может быть только	1	2
200	что для него	1	2
201	в первом случае	3	2
202	как и всякий	1	2
203	то ни было	1	2
204	не может не	1	2
205	не мог бы	1	2
206	в эстетике и	1	2
207	отнюдь не означает	1	2
208	тем же самым	1	2
209	а потому не	1	2
210	жизни но и	1	2
211	это все равно	1	2
212	хотя и не	2	2
213	именно в этом	1	2
214	как мы видели	1	2
215	в результате его	1	2
216	в той степени	1	2
217	то что я	1	2
218	говорит о ней	1	2
219	что не только	1	2
220	имеем дело с	4	2
221	всего рассказа а	1	1
222	есть все же	1	1
223	но то же	1	1
224	по себе но	1	1
225	это могло бы	1	1
226	в той мере	1	1
227	в чем не	1	1
228	одной из этих	1	1
229	то что не	1	1
230	его участие в	1	1
231	при этом что	1	1
232	на него с	1	1
233	мы его не	1	1
234	и всякий другой	1	1
235	по контрасту с	1	1
236	в этом процессе	1	1
237	об этом не	1	1
238	в обращении с	1	1
239	иначе говоря мы	1	1
240	не говоря о	1	1
241	является ли это	1	1
242	в частности в	2	1
243	начала и конца	4	1
244	в одну из	1	1
245	в особенности в	1	1
246	в разговоре с	1	1
247	них не может	1	1
248	означает что в	1	1
249	и о его	1	1
250	и о каждом	1	1
251	том числе и	1	1
252	не могла бы	1	1
253	первая из этих	1	1
254	мы узнаем что	1	1
255	точки зрения в	1	1
256	сохраняет при этом	1	1
257	из них не	1	1
258	той мере в	1	1
259	виде в каком	1	1
260	необходимо должно быть	1	1
261	не следует понимать	1	1
262	в ней не	1	1
263	того о чем	1	1
264	не только на	2	1
265	с этой стороны	1	1
266	не существует вне	1	1
267	в один голос	1	1
268	и т.п и	2	1
269	не входит в	1	1
270	на этот раз	1	1
271	во времени и	6	1
272	но все же	1	1
273	вот и все	1	1
274	слушатель или читатель	1	1
275	в последних словах	1	1
276	автора и читателя	1	1
277	столь же мало	1	1
278	людей а не	1	1
279	и потому не	1	1
280	а также и	1	1
281	в области литературы	1	1
282	ему что он	1	1
283	со стороны именно	1	1
284	которые по словам	1	1
285	стороны и в	1	1
286	раз в том	2	1
287	если бы перед	1	1
288	связи с этой	1	1
289	действующих лиц что	1	1
290	говорит о своей	1	1
291	ни о каких	1	1
292	дело не с	1	1
293	и ему не	1	1
294	в данный момент	1	1
295	как это было	1	1
296	первом случае мы	1	1
297	стороны может быть	1	1
298	свое отражение в	1	1
299	на том что	1	1
300	но и не	2	1
301	при этом автор	1	1
302	и ей не	1	1
303	связи с этим	1	1
304	в этом и	3	1
305	к которым приводит	1	1
306	в нашем сознании	2	1
307	говорит нам о	1	1
308	перед нами совершенно	1	1
309	все та же	1	1
310	потому что на	1	1
311	как это обычно	1	1
312	что она в	2	1
313	именно это и	1	1
314	столичной жизни с	1	1
315	построена так что	1	1
316	оснований для такого	1	1
317	что человек есть	1	1
318	мысли и воображения	1	1
319	в этом месте	2	1
320	роль не только	1	1
321	он и не	1	1
322	сад и в	1	1
323	и не то	1	1
324	у него нет	1	1
325	этот второй смысл	1	1
326	в ней есть	1	1
327	она может быть	1	1
328	том смысле как	1	1
329	не впадая в	1	1
330	каждый из нас	2	1
331	в своем воображении	2	1
332	ни в чем	1	1
333	если бы не	1	1
334	в самом начале	1	1
335	у него есть	1	1
336	которая состоит в	3	1
337	которое никак не	1	1
338	ясно что для	1	1
339	перед мысленным взором	1	1
340	то что обычно	1	1
341	ему казалось что	1	1
342	и даже не	1	1
343	по этой причине	1	1
344	то что даже	1	1
345	здесь не только	2	1
346	и в сердце	1	1
347	степени в какой	1	1
348	таким образом для	1	1
349	в том числе	1	1
350	сказать и о	1	1
351	т п не	1	1
352	и вследствие этого	1	1
353	бывает и в	1	1
354	что один из	1	1
355	той степени в	1	1
356	что только в	1	1
357	то же слово	1	1
358	а не все	1	1
359	непременно должен был	1	1
360	а также в	1	1
361	случайное и бессмысленное	1	1
362	том что именно	1	1
363	ни о чем	2	1
364	этой стороны может	1	1
365	сомневаться в том	1	1
366	не само по	1	1
367	и в то	2	1
368	по природе своей	1	1
369	а стало быть	2	1
370	и в других	1	1
371	не могло быть	2	1
372	в нем не	2	1
373	жизни а не	1	1
374	его жизни но	1	1
375	в виду и	1	1
376	а не в	1	1
377	его дочь и	1	1
378	точки зрения на	1	1
379	читатель получает возможность	1	1
380	или хотя бы	1	1
381	при этом становится	1	1
382	до известной степени	1	1
383	к такого рода	1	1
384	невозможно да и	1	1
385	на другой день	4	1
386	ней не только	1	1
387	к тому или	1	1
388	в глаза что	1	1
389	мы можем обозначить	1	1
390	но и здесь	1	1
391	на второй план	1	1
392	обратим внимание на	2	1
393	в русской литературе	1	1
394	как он сам	1	1
395	в которой он	1	1
396	еще при жизни	1	1
397	самом деле не	1	1
398	какой бы то	1	1
399	иначе говоря всякое	1	1
400	в себе два	1	1
401	и в известном	1	1
402	той же мере	1	1
403	следующее место из	1	1
404	рассказе может быть	1	1
405	то есть от	1	1
406	в зеркале в	1	1
407	при этом один	1	1
408	и как будто	1	1
409	для нее было	1	1
410	в противном случае	1	1
411	из народной жизни	1	1
412	в известном смысле	4	1
413	мы не знаем	1	1
414	существенную роль в	3	1
415	не сводится к	7	1
416	что толстой в	1	1
417	том что с	1	1
418	же самое происходит	1	1
419	на эту тему	1	1
420	отдельного слова в	1	1
421	на первый взгляд	1	1
422	не оказывается и	1	1
423	это позволяет нам	1	1
424	указывает и на	1	1
425	он говорит о	1	1
426	могло бы составить	1	1
427	и не только	1	1
428	и о которой	1	1
429	к себе и	2	1
430	построена таким образом	1	1
431	к жизни и	1	1
