N	2gram	Voloshinov	VrazhdaK
199	в поэме	1	1
200	в предшествующей	1	1
201	не являются	1	1
202	прежде всего	22	1
203	вошел в	2	1
204	это слово	2	1
205	с исторической	1	1
206	другой стороны	1	1
207	иными словами	2	1
208	быть может	3	1
209	вы только	1	1
210	нет ничего	2	1
211	себе не	1	1
212	в этих	2	1
213	в их	2	1
214	о своем	3	1
215	все равно	1	1
216	что слово	1	1
217	что самые	1	1
218	тому же	2	1
219	он уже	1	1
220	был похож	1	1
221	конечно в	1	1
222	а о	1	1
223	из двух	2	1
224	и сам	2	1
225	как по	1	1
226	в одном	4	1
227	и почувствовал	1	1
228	равно как	2	1
229	во внимание	1	1
230	на свою	1	1
231	еще в	1	1
232	о своей	4	1
233	но не	2	1
234	но вот	3	1
235	но для	3	1
236	движением руки	1	1
237	следует искать	2	1
238	именно в	1	1
239	заявляет о	1	1
240	жизни и	3	1
241	общественное положение	1	1
242	такое же	1	1
243	он у	1	1
244	в таком	1	1
245	в процессе	6	1
246	нам не	1	1
247	может в	1	1
248	в жизни	2	1
249	в числе	1	1
250	и эстетический	1	1
251	как говорит	1	1
252	но ведь	6	1
253	ясно что	2	1
254	уж конечно	1	1
255	похож на	1	1
256	несравненно более	1	1
257	вряд ли	3	1
258	же быть	1	1
259	не есть	2	1
260	человеком в	2	1
261	одном из	1	1
262	как в	3	1
263	дома и	1	1
264	внимание к	1	1
265	следовательно и	1	1
266	роль в	3	1
267	ввел в	1	1
268	ли не	2	1
269	по своему	3	1
270	как нам	1	1
271	да и	4	1
272	несколько минут	1	1
273	его жизни	1	1
274	ли он	2	1
275	служит для	1	1
276	ему и	1	1
277	о котором	1	1
278	они как	1	1
279	из которого	1	1
280	в сторону	1	1
281	но мы	2	1
282	всех их	1	1
283	тем не	1	1
284	что тот	1	1
285	раз и	1	1
286	почувствовал что	2	1
287	сих пор	2	1
288	при виде	1	1
289	и вообще	2	1
290	не был	1	1
291	первый взгляд	2	1
292	этот мотив	1	1
293	с этим	2	1
294	еще один	1	1
295	во всех	6	1
296	человека к	1	1
297	до того	3	1
298	эту историю	1	1
299	в стиле	1	1
300	это и	1	1
301	знаком и	1	1
302	искать в	1	1
303	то он	3	1
304	выражение в	3	1
305	это конечно	1	1
306	того в	1	1
307	для создания	1	1
308	и ушел	1	1
309	было в	4	1
310	в мысли	1	1
311	писателя не	1	1
312	что этот	1	1
313	истории человечества	1	1
314	россию и	1	1
315	которой он	1	1
316	но которая	1	1
317	это как	1	1
318	типичным представителем	1	1
319	совпадает с	1	1
320	но при	3	1
321	и всего	2	1
322	говорить не	1	1
323	брата и	1	1
324	потому что	7	1
325	все свои	1	1
326	также и	2	1
327	именно этот	1	1
328	только как	1	1
329	более всего	1	1
330	не всегда	2	1
331	к своей	1	1
332	позволяет нам	1	1
333	в развитии	1	1
334	во второй	3	1
335	с помощью	6	1
336	в частности	3	1
337	не будет	3	1
338	их общий	1	1
339	одним словом	1	1
340	и лишь	1	1
341	но зато	1	1
342	нужно было	2	1
343	целым рядом	1	1
344	но они	1	1
345	и их	5	1
346	говорить о	1	1
347	не с	3	1
348	что эта	1	1
349	одно и	6	1
350	этого как	1	1
351	всех этих	1	1
352	забудем что	3	1
353	как он	1	1
354	и выражение	1	1
355	не могла	1	1
356	из героев	2	1
357	в форме	6	1
358	и другом	1	1
359	вслед за	1	1
360	но об	2	1
361	только слова	1	1
362	несколько позже	2	1
363	тем самым	8	1
364	у человека	2	1
365	их другими	1	1
366	по своей	2	1
367	от того	3	1
368	к людям	1	1
369	и какая	1	1
370	человека и	2	1
371	в каком	2	1
372	каждый из	2	1
373	свою очередь	4	1
374	вне его	1	1
375	и т.д	21	1
376	у которого	5	1
377	указания на	1	1
378	с другой	1	1
379	было бы	7	1
380	это же	2	1
381	и разнообразных	1	1
382	же на	1	1
383	что же	8	1
384	не забудем	4	1
385	взял в	1	1
386	не совсем	1	1
387	себя в	4	1
388	у себя	2	1
389	которых он	1	1
390	ее не	1	1
391	однако в	2	1
392	и никогда	1	1
393	что для	1	1
394	ключ к	1	1
395	той же	7	1
396	как тот	1	1
397	он сказал	2	1
398	и первым	2	1
399	за него	1	1
400	до конца	2	1
401	в высшей	1	1
402	к которому	2	1
403	имя и	1	1
404	разрыва не	1	1
405	это дает	1	1
406	в первой	2	1
407	конечно гораздо	1	1
408	и от	7	1
409	и есть	1	1
410	роль играет	2	1
411	вышел из	1	1
412	во всей	1	1
413	в силу	1	1
414	на этот	2	1
415	по крайней	1	1
416	каком направлении	1	1
417	постепенно в	1	1
418	этом отношении	2	1
419	своим собственным	1	1
420	глаза в	1	1
421	конце концов	3	1
422	независимо от	5	1
423	друг друга	2	1
424	же он	1	1
425	бы в	6	1
426	не просто	4	1
427	того же	1	1
428	нетрудно заметить	1	1
429	только о	1	1
430	в целом	4	1
431	крайней мере	1	1
432	одного и	1	1
433	и наконец	5	1
434	ничего не	8	1
435	человека но	1	1
436	может как	1	1
437	к нему	2	1
438	в подобных	1	1
439	высшей степени	1	1
