N	3gram	Losev_Prob	Tvorches
135	бросается в глаза	2	1
136	это не просто	1	1
137	и прежде всего	2	1
138	в чем не	2	1
139	а с другой	3	1
140	приходит в голову	1	1
141	не приходит в	1	1
142	в подавляющем большинстве	1	1
143	то ни было	2	1
144	потому что не	1	1
145	что это не	1	1
146	но и он	1	1
147	то же самое	2	1
148	по этому поводу	4	1
149	к тому что	1	1
150	у него не	1	1
151	не человеком а	1	1
152	бы то ни	4	1
153	на первый взгляд	1	1
154	о том чтобы	1	1
155	и в том	1	1
156	в античной литературе	1	1
157	и в этом	1	1
158	в году издал	1	1
159	жизни то есть	1	1
160	человека но и	1	1
161	это тот самый	1	1
162	и тем не	1	1
163	того или иного	2	1
164	за то что	2	1
165	той или иной	4	1
166	приходит к мысли	1	1
167	только я не	1	1
168	вслед за ними	1	1
169	равно как и	2	1
170	не в его	1	1
171	это вовсе не	1	1
172	в прямом и	1	1
173	заслуживает особого внимания	1	1
174	все это является	1	1
175	и только в	1	1
176	то за что	1	1
177	а вместе с	1	1
178	но и в	2	1
179	только в период	1	1
180	в том смысле	2	1
181	том или другом	1	1
182	на восходе солнца	1	1
183	смысле то есть	1	1
184	и в дальнейшем	1	1
185	в мировой литературе	1	1
186	к античной мифологии	1	1
187	ясно что это	1	1
188	прошлого настоящего и	1	1
189	в своей книге	1	1
190	ту или иную	1	1
191	то что в	2	1
192	все более и	1	1
193	и не в	2	1
194	перед тем как	1	1
195	с одной стороны	5	1
196	и не было	1	1
197	и даже в	1	1
198	каких бы то	1	1
199	право на существование	1	1
200	в настоящее время	7	1
201	в то время	4	1
202	более и более	1	1
203	то и другое	5	1
204	в этой картине	1	1
205	подавляющем большинстве случаев	1	1
206	исторического процесса в	1	1
207	не что иное	3	1
208	и никогда не	2	1
209	в войне и	1	1
210	далеко не все	1	1
211	нам представляется что	1	1
212	что никогда не	1	1
213	можно было бы	2	1
214	только потому что	1	1
215	не считать общего	1	1
216	он верит в	1	1
217	еще далеко не	1	1
218	просто не был	1	1
219	и отнюдь не	1	1
220	разве это не	1	1
221	уже в году	1	1
222	и на него	1	1
223	у древних греков	1	1
224	на краю бездны	1	1
225	что иное как	3	1
226	с большим трудом	1	1
227	в нем и	2	1
228	в предисловии к	2	1
229	он говорит о	1	1
230	вопрос о том	1	1
231	к мысли о	1	1
232	ничем не может	1	1
233	это и есть	2	1
234	ни в чем	2	1
235	на эту тему	2	1
236	потому что они	2	1
