N	2gram	Vinokur_Ku	Problemy
268	во всем	1	6
269	кроме того	2	6
270	в своих	2	6
271	не менее	12	6
272	на фоне	3	6
273	с этим	6	6
274	но эти	1	6
275	превращается в	4	6
276	конечно не	3	6
277	как на	4	6
278	не становится	1	6
279	среди них	1	6
280	одна из	1	6
281	не мог	2	6
282	на почве	2	6
283	здесь с	1	6
284	как же	1	6
285	но ведь	3	6
286	на этом	4	6
287	слово как	1	6
288	выражение в	4	6
289	а с	3	6
290	но зато	2	6
291	все те	3	6
292	можно было	14	6
293	бы уже	2	6
294	этот вопрос	7	6
295	в этой	8	6
296	я в	2	6
297	себя в	1	6
298	стиля и	1	6
299	и самое	1	6
300	и здесь	8	6
301	в плоскости	2	6
302	отношения к	2	6
303	может стать	1	6
304	в которых	8	6
305	зависимости от	9	6
306	знает что	1	6
307	и вот	4	6
308	в отличие	3	6
309	и во	1	6
310	он может	1	6
311	которым он	1	6
312	и пр	23	6
313	но с	2	6
314	по существу	9	6
315	на его	3	6
316	на них	1	6
317	слова как	5	6
318	отличие от	3	6
319	как он	1	6
320	в начале	1	6
321	идет о	3	6
322	жизни и	1	6
323	на то	6	6
324	и только	2	6
325	для этого	6	6
326	но для	4	6
327	те же	1	5
328	не хочет	2	5
329	именно в	7	5
330	в речи	5	5
331	отношением к	1	5
332	с тем	5	5
333	по своим	2	5
334	на материале	1	5
335	слово без	1	5
336	к которому	3	5
337	в зависимости	7	5
338	того же	6	5
339	но так	2	5
340	него не	1	5
341	крайней мере	11	5
342	слов в	5	5
343	тому же	2	5
344	на себя	3	5
345	я и	1	5
346	в чем	2	5
347	в такой	2	5
348	той или	1	5
349	в уста	1	5
350	если б	2	5
351	однако в	2	5
352	его как	1	5
353	в общем	4	5
354	словом в	1	5
355	себе как	1	5
356	один из	8	5
357	та же	1	5
358	в последнем	2	5
359	была бы	5	5
360	сам по	1	5
361	поэтому и	1	5
362	все то	1	5
363	здесь мы	2	5
364	с таким	1	5
365	на протяжении	1	5
366	вместе с	8	5
367	по крайней	11	5
368	ни на	1	5
369	совершенно не	4	5
370	но у	1	5
371	тотчас же	1	5
372	но здесь	2	5
373	мы не	1	5
374	слов и	2	5
375	нет и	1	5
376	но именно	1	5
377	том же	3	5
378	в ее	2	5
379	и то	7	5
380	они не	4	5
381	где он	1	5
382	ведь это	1	5
383	слова но	3	5
384	в обычном	3	5
385	между собою	3	5
386	слова на	2	5
387	как можно	2	5
388	по своему	1	5
389	нисколько не	6	5
390	лежит в	1	5
391	не укладывается	1	5
392	в ней	6	5
393	быть и	1	5
394	когда он	4	5
395	есть и	1	5
396	же что	1	5
397	или иной	3	5
398	тому что	3	5
399	все что	1	4
400	что если	4	4
401	к другу	1	4
402	мы и	1	4
403	только что	2	4
404	с этой	4	4
405	без исключения	1	4
406	еще более	1	4
407	чужую речь	1	4
408	типов и	1	4
409	нами в	1	4
410	по мере	3	4
411	среди других	1	4
412	более или	3	4
413	в духе	3	4
414	в первом	3	4
415	сущности не	1	4
416	в одно	2	4
417	то это	3	4
418	и мысли	2	4
419	он был	1	4
420	даже и	5	4
421	всего этого	1	4
422	всем этим	1	4
423	за собой	2	4
424	в свете	1	4
425	уже и	3	4
426	или менее	3	4
427	понятно что	1	4
428	находится в	2	4
429	от них	1	4
430	и речь	1	4
431	не то	1	4
432	он тоже	2	4
433	поэтому в	1	4
434	тем не	10	4
435	что такое	8	4
436	при чем	1	4
437	связи с	8	4
438	в которой	7	4
439	и говорит	2	4
440	характер и	2	4
441	не есть	4	4
442	в сторону	2	4
443	на себе	10	4
444	под влиянием	3	4
445	оно не	5	4
446	если оно	1	4
447	к слову	2	4
448	эти слова	1	4
449	речи и	8	4
450	одно и	1	4
451	но только	5	4
452	а вовсе	1	4
453	ни были	3	4
454	почему же	1	4
455	не значит	2	4
456	всех этих	4	4
457	мы видели	3	4
458	он уже	1	4
459	переходит в	2	4
460	теперь в	1	4
461	из которых	3	4
462	речи как	1	4
463	от другого	1	4
464	слова мы	1	4
465	если не	4	4
466	конечно и	3	4
467	в словах	1	4
468	бы не	1	4
469	нет в	2	4
470	здесь нет	1	4
471	то он	1	4
472	то и	4	4
473	совпадает с	1	4
474	и если	4	4
475	о своем	1	4
476	каждый из	1	4
477	а лишь	1	4
478	сами по	2	4
479	тому чтобы	2	4
480	основную особенность	1	4
481	идея как	1	4
482	со словом	3	4
483	как предмет	1	4
484	только с	1	4
485	у вас	1	4
486	во внутреннем	1	4
487	он должен	2	4
488	что оно	6	4
489	перестает быть	1	4
490	этом отношении	8	4
491	в литературе	1	4
492	что с	2	4
493	здесь в	1	4
494	смысле этого	5	4
495	такое слово	1	4
496	а то	2	4
497	вообще не	2	4
498	и без	2	4
499	слова не	2	4
500	и понимания	1	4
501	это было	2	4
502	в каждой	1	4
503	об этом	4	4
504	а так	1	4
505	мысли в	1	4
506	это как	2	4
507	ни один	1	4
508	также и	7	4
509	конечно в	1	4
510	от того	5	4
511	в чужом	1	4
512	это в	1	4
513	таким же	1	4
514	мы сказали	1	4
515	само по	6	4
516	с которыми	1	3
517	уж не	2	3
518	говорить о	5	3
519	может служить	4	3
520	о чем	2	3
521	в большей	2	3
522	слова т	1	3
523	какой бы	1	3
524	говорит о	1	3
525	но что	3	3
526	самый факт	2	3
527	чтобы в	2	3
528	жизнь в	2	3
529	отчетливо и	1	3
530	есть в	6	3
531	по чужому	1	3
532	к другим	1	3
533	автор в	1	3
534	мысли о	1	3
535	они ни	1	3
536	является для	1	3
537	большей или	2	3
538	он является	1	3
539	в письме	1	3
540	же вы	1	3
541	можно сказать	6	3
542	в данном	8	3
543	что этот	2	3
544	отсюда и	1	3
545	увидим что	2	3
546	но они	1	3
547	в различных	1	3
548	является как	1	3
549	направленное на	1	3
550	и еще	4	3
551	настоящее время	2	3
552	одной из	1	3
553	как я	2	3
554	и вообще	1	3
555	что даже	2	3
556	в структуре	3	3
557	в эти	1	3
558	всего в	2	3
559	только не	1	3
560	по преимуществу	3	3
561	как такового	2	3
562	о слове	2	3
563	в братьях	1	3
564	так я	1	3
565	мы знаем	3	3
566	узком смысле	2	3
567	я очень	1	3
568	чем в	3	3
569	к чему	1	3
570	что его	2	3
571	будто бы	3	3
572	его мысли	1	3
573	в таком	3	3
574	в устах	3	3
575	человек в	1	3
576	следовательно и	2	3
577	в смысле	2	3
578	именно как	1	3
579	могли бы	4	3
580	материалом для	2	3
581	мы можем	2	3
582	мне все	1	3
583	очень часто	2	3
584	не дает	1	3
585	ту же	6	3
586	совсем не	1	3
587	это действительно	2	3
588	а вы	1	3
589	уст в	1	3
590	или меньшей	2	3
591	и мы	2	3
592	это вовсе	1	3
593	на который	2	3
594	и есть	3	3
595	значение в	1	3
596	и по	4	3
597	его внутреннему	1	3
598	меньшей степени	2	3
599	чтобы не	1	3
600	и сами	2	3
601	меня и	3	3
602	для самого	3	3
603	своего рода	4	3
604	так ли	2	3
605	как таковой	2	3
606	в основном	1	3
607	том или	1	3
608	которых мы	2	3
609	должны быть	4	3
610	и при	3	3
611	и делает	1	3
612	сводится к	3	3
613	себе не	1	3
614	том и	3	3
615	и одновременно	1	3
616	и единство	1	3
617	обращается к	1	3
618	есть нечто	2	3
619	увидеть и	1	3
620	вы не	1	3
621	его о	1	3
622	все они	1	3
623	братьях карамазовых	1	3
624	не является	2	3
625	как целое	1	3
626	зрения как	1	3
627	того чтобы	25	3
628	это все	2	3
629	слово по	1	3
630	а может	1	3
631	и уже	2	3
632	и больше	1	3
633	именно на	1	3
634	значение для	1	3
635	еще один	3	3
636	как например	3	3
637	без всякого	2	3
638	если мы	5	3
639	тем же	2	3
640	мог бы	1	3
641	бы сказать	3	3
642	в сознании	1	3
643	есть только	1	3
644	совсем другое	1	3
645	правда в	1	3
646	не из	1	3
647	здесь действительно	2	3
648	в настоящее	2	3
649	выходит за	2	3
650	человека но	1	3
651	автора но	1	3
652	связан с	2	3
653	именно к	1	3
654	этом случае	4	3
655	или к	1	3
656	данном случае	2	3
657	того как	6	3
658	сам в	1	3
659	уверен что	1	3
660	речь и	1	3
661	современная стилистика	1	3
662	не для	2	3
663	что так	3	3
664	ее в	2	3
665	же явления	1	3
666	в других	1	3
667	у нас	19	3
668	мы будем	1	3
669	однако не	9	3
670	внутренняя речь	1	3
671	этого не	5	3
672	дело в	2	3
673	на тему	1	3
674	или даже	2	3
675	так в	2	3
676	словом как	1	3
677	но уже	6	3
678	но конечно	1	3
679	чтобы сделать	1	3
680	чужой речи	1	3
681	в такие	1	3
682	того или	6	3
683	реагирует на	1	3
684	сказать о	1	3
685	он говорит	1	3
686	а его	1	3
687	все должно	1	3
688	е в	3	3
689	из этих	5	3
690	не с	4	3
691	его речи	1	3
692	нового времени	1	3
693	или другого	1	3
694	только у	1	3
695	устной речи	2	3
696	только то	2	3
697	признать что	1	3
698	которые в	2	3
699	связи между	1	3
700	да так	1	3
701	что на	2	3
702	в узком	3	3
703	же в	5	3
704	нуждается в	5	3
705	то все	1	3
706	противоречии с	2	3
707	мы наблюдаем	2	2
708	и другие	1	2
709	но может	1	2
710	этого необходимо	1	2
711	эту фразу	1	2
712	возможно лишь	1	2
713	изменения которые	1	2
714	указывает на	2	2
715	со всем	1	2
716	перед вами	2	2
717	самого себя	1	2
718	которая в	1	2
719	тех кто	2	2
720	любовь к	2	2
721	из всех	1	2
722	ведь он	1	2
723	но тем	1	2
724	что дело	1	2
725	и говорить	1	2
726	одному из	1	2
727	и категории	1	2
728	одно из	3	2
729	не столько	2	2
730	до крайности	1	2
731	литературной речи	1	2
732	основная тенденция	1	2
733	коллектива к	2	2
734	вот что	1	2
735	по природе	1	2
736	весь этот	1	2
737	впрочем что	1	2
738	иначе как	2	2
739	к более	1	2
740	при том	2	2
741	все из	1	2
742	само собою	1	2
743	в корне	1	2
744	а именно	4	2
745	роль в	6	2
746	случайно и	1	2
747	укладывается в	1	2
748	мы сразу	1	2
749	культурной традиции	1	2
750	найти себя	1	2
751	определяется не	1	2
752	мы с	3	2
753	теперь он	1	2
754	и того	2	2
755	ними и	2	2
756	во все	2	2
757	сплошь да	3	2
758	быть не	2	2
759	не сделал	3	2
760	было в	2	2
761	себе все	1	2
762	эти проблемы	1	2
763	только как	3	2
764	и свое	3	2
765	но даже	3	2
766	заключено в	1	2
767	для того	23	2
768	не всегда	4	2
769	что вся	2	2
770	с помощью	12	2
771	когда она	1	2
772	из письма	2	2
773	между отдельными	1	2
774	собственно не	1	2
775	обращаясь к	1	2
776	уже как	1	2
777	определяется его	1	2
778	что еще	1	2
779	даже с	1	2
780	отметить что	1	2
781	себе в	3	2
782	до того	2	2
783	свою очередь	4	2
784	социальной действительности	1	2
785	перед ним	1	2
786	слов о	2	2
787	пока еще	1	2
788	он так	1	2
789	а вот	1	2
790	в контексте	2	2
791	с большим	4	2
792	быть в	2	2
793	в нашем	8	2
794	содержание его	1	2
795	к этому	4	2
796	а следовательно	2	2
797	и становится	3	2
798	вся эта	2	2
799	лишает их	2	2
800	она имеет	1	2
801	собой и	1	2
802	то оно	2	2
803	в мою	1	2
804	после того	3	2
805	с одной	3	2
806	на том	4	2
807	его но	1	2
808	в ткань	1	2
809	в качестве	12	2
810	развивается как	1	2
811	находит свое	1	2
812	и других	1	2
813	или не	1	2
814	прежде чем	1	2
815	из уст	1	2
816	этом последнем	1	2
817	и именно	3	2
818	же как	3	2
819	можно прямо	1	2
820	иной смысл	1	2
821	от этого	4	2
822	письме к	2	2
823	больше всего	3	2
824	же касается	4	2
825	не нужно	1	2
826	что их	2	2
827	что как	1	2
828	уже сама	1	2
829	в противоречии	2	2
830	не был	2	2
831	несколько иное	1	2
832	здесь как	3	2
833	что же?	1	2
834	бы к	1	2
835	предполагает что	2	2
836	ли это	4	2
837	мысль и	2	2
838	в лучшем	1	2
839	я готов	1	2
840	благодаря чему	1	2
841	отношение между	1	2
842	или же	3	2
843	в ответ	1	2
844	оно и	1	2
845	своего времени	2	2
846	и является	4	2
847	не могла	1	2
848	почти всегда	3	2
849	слова без	1	2
850	также не	1	2
851	да рядом	3	2
852	сейчас еще	1	2
853	должны были	1	2
854	другой и	1	2
855	не раз	3	2
856	и единым	1	2
857	построение этого	1	2
858	что для	3	2
859	но есть	2	2
860	не входят	1	2
861	всякой социальной	1	2
862	них не	1	2
863	речь а	1	2
864	столь же	2	2
865	иной раз	2	2
866	которые были	1	2
867	вот он	1	2
868	отнюдь не	5	2
869	явления в	1	2
870	для чего	1	2
871	независимо от	1	2
872	не случайно	7	2
873	к запискам	1	2
874	одного и	2	2
875	вообще нет	1	2
876	вот пример	1	2
877	в статье	3	2
878	в особенности	6	2
879	к сожалению	2	2
880	от нее	1	2
881	не так	2	2
882	значит конечно	1	2
883	а потому	6	2
884	во втором	2	2
885	социальной жизни	3	2
886	я уже	2	2
887	и этот	1	2
888	его собственное	1	2
889	они и	1	2
890	как с	2	2
891	известно что	1	2
892	на западе	1	2
893	в литературной	1	2
894	тогда когда	7	2
895	смысле слова	3	2
896	не идет	1	2
897	и должно	2	2
898	речь как	1	2
899	освободиться от	1	2
900	это уже	1	2
901	тогда в	2	2
902	не исчерпывается	1	2
903	для них	2	2
904	основной вопрос	1	2
905	второй части	1	2
906	будто и	1	2
907	сюжета и	1	2
908	этой точки	4	2
909	есть лишь	3	2
910	иметь в	1	2
911	в россии	1	2
912	показать что	2	2
913	словом но	1	2
914	же слово	2	2
915	она и	1	2
916	и принципы	1	2
917	уже совсем	1	2
918	к его	1	2
919	я хочу	1	2
920	не имеет	6	2
921	данной социальной	1	2
922	речь в	7	2
923	собою в	1	2
924	она так	1	2
925	на их	1	2
926	друг от	1	2
927	своей жизни	1	2
928	в которые	2	2
929	два слова	1	2
930	к той	1	2
931	но оно	2	2
932	еще и	7	2
933	тем или	1	2
934	она была	1	2
935	своей собственной	3	2
936	в свою	4	2
937	не знаю	2	2
938	по сравнению	3	2
939	мы без	1	2
940	и разрешить	1	2
941	всего на	1	2
942	его личного	1	2
943	не могло	1	2
944	или еще	1	2
945	впрочем и	1	2
946	не потому	6	2
947	целый ряд	8	2
948	рано или	2	2
949	в истории	3	2
950	я хотел	1	2
951	быть это	1	2
952	было и	1	2
953	как свой	1	2
954	и идеи	1	2
955	мне не	2	2
956	что здесь	1	2
957	и там	2	2
958	заметить что	1	2
959	она может	1	2
960	речи в	7	2
961	из истории	1	2
962	типа но	1	2
963	их с	1	2
964	становится для	1	2
965	за пределами	1	2
966	чтобы все	1	2
967	как во	1	2
968	при всякой	1	2
969	или поздно	2	2
970	идей и	1	2
971	из него	1	2
972	самое слово	1	2
973	ответ на	2	2
974	то они	1	2
975	в прямом	2	2
976	ничем не	1	2
977	слово но	1	2
978	этот процесс	1	2
979	в поэзии	1	2
980	слово а	1	2
981	что значит	2	2
982	случаев в	1	2
983	п все	2	2
984	е все	1	2
985	для всего	1	2
986	для своего	1	2
987	для нас	6	2
988	чем он	1	2
989	в г	3	2
990	вне этой	1	2
991	материал для	1	2
992	от друга	1	2
993	образом в	3	2
994	на счет	1	2
995	в силах	2	2
996	как впрочем	2	2
997	в стороне	2	2
998	положение в	1	2
999	бы быть	1	2
1000	в какой	7	2
1001	лишь с	3	2
1002	как она	1	2
1003	этот раз	1	2
1004	е не	2	2
1005	является не	1	2
1006	вернемся к	1	2
1007	только и	3	2
1008	в условиях	1	2
1009	они лишь	1	2
1010	и смысловой	1	2
1011	к вам	1	2
1012	должен быть	8	2
1013	первостепенное значение	1	2
1014	не все	4	2
1015	выражение и	1	2
1016	другом случае	1	2
1017	еще до	1	2
1018	и тех	1	2
1019	и эти	3	2
1020	слово это	11	2
1021	характерный для	1	2
1022	во второй	1	2
1023	что касается	4	2
1024	с уже	1	2
1025	а прежде	1	2
1026	их всякой	1	2
1027	не следует	6	2
1028	можно найти	1	2
1029	этих случаях	2	2
1030	формулы и	2	2
1031	как выражение	1	2
1032	в рамках	5	2
1033	в книге	1	2
1034	и вне	1	2
1035	если уж	1	2
1036	во многом	2	2
1037	боится чтобы	1	2
1038	одно только	1	2
1039	ощущаться как	1	2
1040	выражения в	1	2
1041	действительно не	1	2
1042	для своих	1	2
1043	но я	1	2
1044	свою речь	3	2
1045	в соответствующем	1	2
1046	все более	2	2
1047	же это	2	2
1048	может и	2	2
1049	лучшем случае	1	2
1050	себя но	1	2
1051	себя то	1	2
1052	форме и	1	2
1053	словами в	1	2
1054	или то	1	1
1055	предмет как	1	1
1056	они являются	1	1
1057	о таком	2	1
1058	он приходит	1	1
1059	и ценное	1	1
1060	если так	1	1
1061	на речи	1	1
1062	только из	1	1
1063	в ком	1	1
1064	или и	1	1
1065	случае в	1	1
1066	еще раз	2	1
1067	можно говорить	4	1
1068	я рад	1	1
1069	раз к	2	1
1070	в каждую	1	1
1071	я называю	1	1
1072	чтобы дать	2	1
1073	и работает	4	1
1074	которые не	1	1
1075	со всей	1	1
1076	к этой	3	1
1077	в теснейшей	1	1
1078	некоторой степени	1	1
1079	отношения не	1	1
1080	здесь то	1	1
1081	учителя и	1	1
1082	как отца	1	1
1083	или иных	1	1
1084	это лишь	1	1
1085	в применении	1	1
1086	найти и	1	1
1087	однако и	2	1
1088	и когда	2	1
1089	на второй	1	1
1090	формы в	2	1
1091	одно общее	1	1
1092	взаимодействия между	2	1
1093	следует что	6	1
1094	свою мысль	1	1
1095	она уже	1	1
1096	же относится	2	1
1097	единство индивидуального	1	1
1098	в некоторых	1	1
1099	сам автор	1	1
1100	например очень	1	1
1101	далее что	1	1
1102	и двух	1	1
1103	нас в	1	1
1104	речи может	1	1
1105	не достигается	1	1
1106	случае он	1	1
1107	с немецкими	1	1
1108	требуют в	1	1
1109	связь между	1	1
1110	в живом	2	1
1111	никакого реального	1	1
1112	историка литературы	1	1
1113	же эти	1	1
1114	что слово	6	1
1115	строить свою	2	1
1116	которая была	1	1
1117	может но	1	1
1118	наконец еще	2	1
1119	в борьбе	1	1
1120	стоит в	5	1
1121	вопрос на	1	1
1122	имеет смысл	1	1
1123	нашу речь	1	1
1124	и чужой	1	1
1125	а во-вторых	2	1
1126	найдем ни	1	1
1127	мне кажется	2	1
1128	проблемы в	1	1
1129	виде отдельных	1	1
1130	все дело	3	1
1131	это те	1	1
1132	в некотором	1	1
1133	из самых	1	1
1134	функции его	1	1
1135	тут уже	1	1
1136	и должен	1	1
1137	давно уже	2	1
1138	я могу	1	1
1139	иногда лишь	1	1
1140	самого и	1	1
1141	в собственном	2	1
1142	можно еще	1	1
1143	отца а	1	1
1144	его все	1	1
1145	мысль от	1	1
1146	только для	3	1
1147	живом контексте	1	1
1148	развития одного	1	1
1149	так мне	1	1
1150	таков следовательно	1	1
1151	в огромном	1	1
1152	всего можно	1	1
1153	ведь не	1	1
1154	так например	3	1
1155	на первый	1	1
1156	свой смысл	1	1
1157	связано с	3	1
1158	человека о	1	1
1159	также что	2	1
1160	всякого рода	2	1
1161	а вместе	1	1
1162	в дальнейшем	1	1
1163	самого это	1	1
1164	и одинаковое	1	1
1165	одно время	2	1
1166	является их	1	1
1167	надо быть	1	1
1168	и дело	2	1
1169	а скорее	1	1
1170	как таковому	1	1
1171	как справедливо	1	1
1172	на этой	4	1
1173	к другой	1	1
1174	я выше	1	1
1175	первым и	1	1
1176	здесь возможны	1	1
1177	в действительности	2	1
1178	соединить в	1	1
1179	этой почве	2	1
1180	следовало бы	2	1
1181	но нам	1	1
1182	слову в	1	1
1183	как принцип	1	1
1184	языка в	14	1
1185	эти рамки	1	1
1186	слов из	1	1
1187	доказать что	3	1
1188	она все	1	1
1189	о которых	2	1
1190	учению о	1	1
1191	для разрешения	1	1
1192	не должен	1	1
1193	значение рядом	1	1
1194	хочет и	1	1
1195	бы даже	1	1
1196	е о	2	1
1197	в каких	2	1
1198	у самого	1	1
1199	же порядка	1	1
1200	из достоевского	1	1
1201	же делать	1	1
1202	сына спровадил	1	1
1203	во многих	3	1
1204	времени в	1	1
1205	слов но	1	1
1206	точно и	1	1
1207	правда и	1	1
1208	точно так	4	1
1209	новые элементы	1	1
1210	в строгом	1	1
1211	приходит к	1	1
1212	предисловии к	1	1
1213	для данного	2	1
1214	мыслью в	1	1
1215	говорит что	1	1
1216	совокупность приемов	2	1
1217	самого понятия	1	1
1218	что речь	1	1
1219	на своего	2	1
1220	какой они	2	1
1221	на практике	3	1
1222	целей и	1	1
1223	любви к	2	1
1224	нем есть	1	1
1225	которое его	1	1
1226	убедиться в	1	1
1227	и остается	1	1
1228	так то	1	1
1229	к ним	2	1
1230	и собирает	1	1
1231	этом роде	3	1
1232	смелостью и	1	1
1233	вообще и	2	1
1234	о тех	1	1
1235	и правда	2	1
1236	нет уж	1	1
1237	тенденцию к	1	1
1238	ее но	1	1
1239	реагировать на	1	1
1240	и продолжал	1	1
1241	а сам	1	1
1242	получается своеобразная	1	1
1243	есть это	1	1
1244	смысл лишь	2	1
1245	не умеет	1	1
1246	форму выражения	1	1
1247	исходит из	2	1
1248	момент в	1	1
1249	поэтому все	1	1
1250	который в	1	1
1251	что именно	2	1
1252	речь о	1	1
1253	именно с	3	1
1254	по поводу	2	1
1255	русский язык	9	1
1256	капитанской дочки	2	1
1257	в противном	2	1
1258	в европе	2	1
1259	она есть	2	1
1260	которой в	1	1
1261	не просто	7	1
1262	но там	1	1
1263	основное и	1	1
1264	пределах данного	1	1
1265	в связь	1	1
1266	этот основной	1	1
1267	едва ли	1	1
1268	являются таким	1	1
1269	характерные и	1	1
1270	смысле как	1	1
1271	огромном большинстве	1	1
1272	действительно в	2	1
1273	что обычно	1	1
1274	образом на	1	1
1275	не найдем	1	1
1276	свое собственное	1	1
1277	борьба за	3	1
1278	перед нею	1	1
1279	мы скажем	2	1
1280	или иным	1	1
1281	создают в	1	1
1282	лишь тогда	1	1
1283	но отчасти	1	1
1284	и попутно	1	1
1285	до и	1	1
1286	случай если	1	1
1287	и понять	1	1
1288	не выходит	1	1
1289	в научной	1	1
1290	явления как	1	1
1291	он уж	1	1
1292	внутри одного	1	1
1293	первого же	2	1
1294	глубокое принципиальное	1	1
1295	в обеих	1	1
1296	один пример	3	1
1297	похожи на	1	1
1298	определяет как	1	1
1299	не говоря	3	1
1300	вообще а	2	1
1301	не видел	1	1
1302	такого рода	1	1
1303	внимание на	5	1
1304	притом не	1	1
1305	в состоянии	2	1
1306	они нуждаются	1	1
1307	строится не	1	1
1308	получает в	1	1
1309	то для	2	1
1310	но слово	2	1
1311	из моментов	1	1
1312	а ведь	1	1
1313	помимо того	1	1
