N	2gram	Trubetskoy	Literetu
289	да и	3	3
290	вследствие этого	1	3
291	своей жизни	1	3
292	по крайней	1	3
293	и состоит	2	3
294	того чтобы	8	3
295	и тогда	2	3
296	не могло	1	3
297	отношении к	2	3
298	в истории	1	3
299	а во	1	3
300	что же	4	3
301	том же	2	3
302	в сознании	3	3
303	всяком случае	6	3
304	не будучи	1	3
305	ее в	2	3
306	в полном	1	3
307	на самом	6	3
308	все равно	1	3
309	а на	1	3
310	этого не	2	3
311	дело в	1	3
312	а то	1	3
313	этой цели	1	3
314	все эти	2	3
315	но по	1	3
316	путь к	4	3
317	и потому	3	3
318	отказа от	1	3
319	также и	1	3
320	не по	1	3
321	когда он	1	3
322	стороны и	1	3
323	только то	1	3
324	поэтому для	1	3
325	еще на	1	3
326	числе и	1	3
327	же самое	1	3
328	и о	2	3
329	есть не	1	3
330	во всем	4	2
331	практически не	1	2
332	от него	2	2
333	всей русской	1	2
334	в результате	2	2
335	у кого	1	2
336	их не	2	2
337	чтобы в	2	2
338	в борьбе	2	2
339	мы были	1	2
340	черты в	1	2
341	из двух	1	2
342	что по	1	2
343	на эту	2	2
344	собой не	1	2
345	роль в	1	2
346	так например	1	2
347	искусство и	1	2
348	на первый	1	2
349	за то	2	2
350	первый взгляд	1	2
351	в котором	2	2
352	даже и	2	2
353	но даже	2	2
354	это его	1	2
355	по воле	2	2
356	к своей	1	2
357	не об	1	2
358	приходит к	3	2
359	значительной степени	1	2
360	двух других	1	2
361	освободиться от	1	2
362	для всей	1	2
363	и у	1	2
364	могло бы	1	2
365	речь не	1	2
366	есть по	1	2
367	тем более	1	2
368	под именем	1	2
369	и внешней	1	2
370	к ее	1	2
371	к нему	2	2
372	лишь тогда	1	2
373	только не	1	2
374	что у	1	2
375	и мы	1	2
376	нами не	1	2
377	это будет	1	2
378	и всегда	1	2
379	для которой	1	2
380	как путь	1	2
381	и сама	1	2
382	с другими	1	2
383	от тех	1	2
384	и некоторые	1	2
385	тому что	2	2
386	человек и	1	2
387	себя как	2	2
388	которой она	2	2
389	и вместе	2	2
390	власти в	1	2
391	себя центром	1	2
392	воздействия на	1	2
393	а только	1	2
394	людей в	1	2
395	человека а	1	2
396	как сказано	1	2
397	бы в	1	2
398	не был	1	2
399	остается в	2	2
400	данный момент	1	2
401	лишь при	5	2
402	и однако	2	2
403	чтобы он	1	2
404	на нем	1	2
405	всех других	1	2
406	себе на	1	2
407	из нас	1	2
408	от культуры	1	2
409	на свое	1	2
410	а вы	1	2
411	общей для	1	2
412	культуры и	2	2
413	друг другу	2	2
414	что может	3	2
415	общественном сознании	1	2
416	в общем	1	2
417	и по	3	2
418	здесь мы	1	2
419	чем и	1	2
420	где мы	1	2
421	однако и	1	2
422	самих себя	3	2
423	отношению ко	1	2
424	иначе говоря	1	2
425	переходит в	1	2
426	на почве	2	2
427	тогда когда	4	2
428	отличное от	1	2
429	из таких	1	2
430	не идет	1	2
431	и при	6	2
432	была бы	1	2
433	что они	3	2
434	человек с	1	2
435	никак не	1	2
436	есть и	2	2
437	он на	1	2
438	для них	3	2
439	борьба с	1	2
440	не поддается	1	2
441	становясь на	1	2
442	и будет	1	2
443	можно назвать	1	2
444	к его	1	2
445	с ними	1	2
446	что такой	4	2
447	перед нами	1	2
448	к той	2	2
449	полной мере	1	2
450	это и	1	2
451	и более	2	2
452	а если	1	2
453	своей собственной	1	2
454	в значительной	3	2
455	из этих	3	2
456	так чтобы	3	2
457	не сам	1	2
458	время в	2	2
459	и теперь	1	2
460	для нее	2	2
461	или иных	1	2
462	к своим	1	2
463	он как	1	2
464	в совершенно	4	2
465	а лишь	4	2
466	в обществе	1	2
467	им в	1	2
468	но мы	3	2
469	нет и	1	2
470	мог бы	1	2
471	не за	1	2
472	может оказаться	1	2
473	от всякой	1	2
474	жизни но	1	2
475	этом случае	3	2
476	на роль	1	2
477	не для	1	2
478	ничего кроме	1	2
479	бы на	1	2
480	в преодолении	1	2
481	по этому	2	2
482	в русском	1	2
483	что к	1	2
484	с россией	1	2
485	и без	1	2
486	и следовало	1	2
487	другом месте	1	2
488	при таком	1	2
489	перед собой	1	2
490	в такой	1	2
491	ибо в	3	2
492	должен быть	1	2
493	и другого	1	2
494	общественной жизни	2	2
495	в будущем	3	2
496	в полной	1	2
497	в таком	2	2
498	интеллигенции и	1	2
499	культуре и	2	2
500	всю свою	2	2
501	она не	2	2
502	мировой войны	1	2
503	что касается	1	2
504	частного человека	1	2
505	существование в	2	2
506	к которой	6	2
507	в большинстве	3	2
508	на это	2	2
509	а скорее	1	2
510	со своими	1	2
511	этом и	2	2
512	которое в	1	2
513	бытия и	1	2
514	тех или	1	2
515	может и	1	2
516	в лице	1	2
517	и себе	1	2
518	не можем	2	2
519	что на	1	2
520	понял что	1	1
521	был и	3	1
522	без особых	1	1
523	надежда на	1	1
524	время она	1	1
525	которые не	1	1
526	с собственным	1	1
527	до самого	1	1
528	с самим	2	1
529	а этой	1	1
530	советской власти	4	1
531	в некоторых	2	1
532	каждый данный	1	1
533	с совестью	1	1
534	свою родину	1	1
535	в состав	1	1
536	а там	1	1
537	людей и	2	1
538	ко всем	3	1
539	более или	4	1
540	собой все	2	1
541	но все	1	1
542	а во-вторых	2	1
543	и просто	1	1
544	ни одна	3	1
545	альфой и	1	1
546	если и	1	1
547	самых неблагоприятных	1	1
548	и конечно	1	1
549	к другим	1	1
550	страдает и	1	1
551	о полном	1	1
552	в собственном	1	1
553	их в	2	1
554	здесь дело	1	1
555	отдельному человеку	1	1
556	ему по	2	1
557	стремления к	2	1
558	себя к	1	1
559	прочим и	1	1
560	на точку	1	1
561	и стал	1	1
562	как только	1	1
563	дело сводится	1	1
564	не таков	1	1
565	связано с	1	1
566	самом и	1	1
567	к советской	1	1
568	с этим	2	1
569	в среду	1	1
570	у которых	1	1
571	природы в	1	1
572	любви к	2	1
573	на этой	2	1
574	при условии	3	1
575	лучше всех	1	1
576	самое себя	1	1
577	его жизни	1	1
578	которой он	4	1
579	нас и	1	1
580	соотношения сил	2	1
581	имеет в	1	1
582	жизнь а	1	1
583	и неизбежно	1	1
584	на ее	1	1
585	внутри себя	1	1
586	а после	1	1
587	формы так	1	1
588	таком взгляде	1	1
589	он всегда	1	1
590	людей то	1	1
591	шла о	1	1
592	в различных	1	1
593	и когда	1	1
594	культуре в	1	1
595	отказом от	1	1
596	конечно не	5	1
597	и те	2	1
598	от своей	2	1
599	самого начала	1	1
600	в странах	1	1
601	точке зрения	3	1
602	потом и	1	1
603	из всех	2	1
604	этих последних	1	1
605	силы на	1	1
606	игру в	1	1
607	на него	1	1
608	к которому	1	1
609	лишь поскольку	1	1
610	без того	1	1
611	в зависимости	1	1
612	не умеет	1	1
613	для культуры	1	1
614	если эта	1	1
615	от них	1	1
616	в отдельных	1	1
617	понятие о	1	1
618	и живет	1	1
619	оказались бы	1	1
620	подлежит сомнению	1	1
621	собой а	3	1
622	из ранних	1	1
623	от ее	1	1
624	представить себе	2	1
625	в культурной	1	1
626	русской культуре	1	1
627	психологической личности	1	1
628	ее и	1	1
629	влияние на	1	1
630	этой внутренней	1	1
631	этой задачи	1	1
632	в жертву	1	1
633	как другие	1	1
634	этому пути	1	1
635	советской россии	3	1
636	но из	1	1
637	с единым	1	1
638	собой в	1	1
639	и счастливым	1	1
640	встает перед	1	1
641	в состоянии	1	1
642	мы знаем	1	1
643	к творчеству	1	1
644	проявляется в	2	1
645	общего врага	1	1
646	и эмигрантов	1	1
647	внутренней и	1	1
648	что при	1	1
649	единственное что	1	1
650	души и	1	1
651	другом для	2	1
652	в тот	1	1
653	существенное изменение	1	1
654	в корне	4	1
655	участию в	1	1
656	иной культурной	1	1
657	богу не	1	1
658	и человек	2	1
659	не была	1	1
660	как же	1	1
661	или не	1	1
662	столько же	1	1
663	чем ближе	1	1
664	в которой	1	1
665	не о	2	1
666	борьбы с	1	1
667	этом есть	1	1
668	но совершенно	2	1
669	что придает	1	1
670	с самого	1	1
671	но для	2	1
672	речь шла	2	1
673	в деле	1	1
674	совершенно чуждый	1	1
675	не требуется	1	1
676	на земле	4	1
677	большинстве случаев	2	1
678	между прочим	1	1
679	единой цели	3	1
680	именно этого	1	1
681	от этого	1	1
682	того и	1	1
683	должно было	1	1
684	о которых	3	1
685	в свете	1	1
686	оградить себя	1	1
687	к мысли	1	1
688	на себе	1	1
689	в других	2	1
690	сих пор	5	1
691	вопроса о	1	1
692	деятельности и	2	1
693	только от	1	1
694	в лучшем	3	1
695	мы можем	2	1
696	творца и	1	1
697	таким каким	1	1
698	мы уже	2	1
699	следует считаться	1	1
700	является обязательной	1	1
701	личности и	1	1
702	другом и	2	1
703	оно и	1	1
704	не тем	2	1
705	и омегой	1	1
706	себя на	2	1
707	сами эти	2	1
708	должна не	1	1
709	только но	1	1
710	даже не	2	1
711	для обеих	2	1
712	с таким	1	1
713	многих случаях	1	1
714	с большой	1	1
715	к единой	2	1
716	себя однако	1	1
717	тот или	1	1
718	показать что	1	1
719	только с	2	1
720	бы его	2	1
721	каждый человек	1	1
722	подход к	1	1
723	их к	2	1
724	когда они	4	1
725	приводят к	2	1
726	культуры мы	1	1
727	что главную	1	1
728	на отдельные	1	1
729	видят не	1	1
730	что только	2	1
731	т.е как	1	1
732	чаще всего	1	1
733	на место	1	1
734	появляется у	1	1
735	приходится признать	1	1
736	всех этих	3	1
737	в один	1	1
738	в одну	1	1
739	он должен	5	1
740	этой любви	1	1
741	одного и	1	1
742	близкие по	1	1
743	при жизни	1	1
744	на чем	1	1
745	на деле	1	1
746	может для	1	1
747	до сих	5	1
748	своей самобытной	1	1
749	и этот	3	1
750	и европейской	2	1
751	строительства и	1	1
752	для русской	2	1
753	за ними	1	1
754	есть общая	1	1
755	что это	3	1
756	чтобы стать	1	1
757	эти самые	2	1
758	свою судьбу	1	1
759	встать в	1	1
760	явление в	1	1
761	от этой	2	1
762	к сознанию	1	1
763	определенные условия	1	1
764	не признает	1	1
765	самобытности и	2	1
766	не могут	4	1
767	власти и	1	1
768	такого же	1	1
769	смотреть на	4	1
770	и укрепления	1	1
771	и россии	1	1
772	собой и	3	1
773	иметь в	1	1
774	требуют чтобы	1	1
775	это конечно	1	1
776	с общим	1	1
777	этот тип	1	1
778	и действительно	1	1
779	другой из	1	1
780	в союзе	1	1
781	отдельного человека	1	1
782	в определенной	1	1
783	момент и	1	1
784	же остается	1	1
785	быть назван	1	1
786	в которых	1	1
787	о котором	3	1
788	в те	1	1
789	которая сама	1	1
790	друг от	2	1
791	ибо каждая	1	1
792	единения с	1	1
793	этой власти	1	1
794	что позволяет	1	1
795	необходимых для	1	1
796	и культуре	1	1
797	средства воздействия	1	1
798	в общении	1	1
799	на россию	2	1
800	к победе	1	1
801	именует себя	1	1
802	тот кто	1	1
803	отличается от	2	1
804	европы но	1	1
805	языка и	1	1
806	где есть	1	1
807	таковы что	1	1
808	можно лишь	1	1
809	остается только	1	1
810	народа и	2	1
811	те или	1	1
812	именно на	2	1
813	современная русская	1	1
814	народов и	2	1
815	и вся	1	1
816	чтобы она	2	1
817	россии в	7	1
818	на основании	2	1
819	ее с	1	1
820	целый ряд	2	1
821	себя вне	1	1
822	что такая	1	1
823	он есть	1	1
824	себя от	3	1
825	власти хотя	1	1
826	самобытность на	1	1
827	забыв о	1	1
828	и поскольку	1	1
829	ее не	1	1
830	если мы	1	1
831	и во	3	1
832	культурой в	1	1
833	только при	1	1
834	личности к	1	1
835	в каждый	1	1
836	котором мы	1	1
837	на этот	1	1
838	этот последний	1	1
839	носит в	1	1
840	культурной жизни	2	1
841	путем не	1	1
842	же он	1	1
843	к высокому	1	1
844	движения и	1	1
845	такое соединение	2	1
846	в другое	4	1
847	для россии	2	1
848	которые для	1	1
849	в любви	1	1
850	поэтому что	1	1
851	постольку поскольку	1	1
852	когда речь	1	1
853	ничем не	1	1
854	нет ни	1	1
855	хоть и	1	1
856	себя только	1	1
857	нас не	1	1
858	особых объяснений	1	1
859	из нового	1	1
860	свое назначение	1	1
861	роль и	1	1
862	по своим	1	1
863	неудивительно что	1	1
864	тому чтобы	4	1
865	от которого	1	1
866	которых он	1	1
867	что первое	1	1
868	на службу	1	1
869	ни на	1	1
870	с враждебными	1	1
871	все это	6	1
872	то самое	1	1
873	силу и	1	1
874	россия в	1	1
875	это именно	1	1
876	превратиться в	1	1
877	когда же	1	1
878	в виде	3	1
879	содержат в	1	1
880	целиком в	1	1
881	общей жизни	1	1
882	в таких	2	1
883	что ни	1	1
884	себе но	1	1
885	материал для	1	1
886	от друга	2	1
887	отказаться от	4	1
888	больше в	1	1
889	или в	3	1
890	когда оно	1	1
891	всякий культурный	1	1
892	в эпоху	1	1
893	исходят из	1	1
894	вообще не	1	1
895	государства как	1	1
896	сама по	2	1
897	более что	1	1
898	борьбы и	1	1
899	положение в	1	1
900	случае не	1	1
901	каждого элемента	1	1
902	самоопределения в	1	1
903	не подлежит	2	1
904	или даже	1	1
905	есть только	1	1
906	однако это	1	1
907	последнее время	2	1
908	на все	1	1
909	нисколько не	2	1
910	войти в	1	1
911	с другом	14	1
912	но особенно	1	1
913	ему как	1	1
914	или менее	4	1
915	такого человека	1	1
916	в одной	1	1
917	в меру	2	1
918	бы ни	2	1
919	бы это	1	1
920	и логически	1	1
921	в будущее	1	1
922	человека к	1	1
923	что эти	1	1
924	к одному	1	1
925	которая как	1	1
926	тем чем	1	1
927	и внутреннее	1	1
928	тем сильнее	1	1
929	и эти	1	1
930	оставаться самим	1	1
931	ним с	1	1
932	противоречат друг	1	1
933	по которому	1	1
934	которая может	1	1
935	усомниться в	1	1
936	мы рассмотрели	1	1
937	следовало ожидать	1	1
938	с новыми	1	1
939	жизни нет	1	1
940	ни один	1	1
941	мире есть	1	1
942	культуре он	1	1
943	не вне	1	1
944	своих интересов	1	1
945	не играет	2	1
946	не привело	1	1
947	быть и	2	1
948	и их	1	1
949	оказывается что	1	1
950	кто не	1	1
951	говоря о	2	1
952	но дело	1	1
953	не следует	1	1
954	человека с	1	1
955	вообще возможно	1	1
956	нами и	1	1
957	ценностями но	1	1
958	где прежде	1	1
959	к ней	1	1
960	однако для	1	1
961	расы в	1	1
962	эту мысль	1	1
963	тем чтобы	3	1
964	идет не	1	1
965	об этой	1	1
966	даже к	1	1
967	в создании	1	1
968	душевной жизни	1	1
969	конце концов	3	1
970	лучшем случае	3	1
971	по нашему	1	1
972	он с	1	1
973	к богу	7	1
974	пути к	2	1
975	на народ	1	1
976	иное как	1	1
977	взгляде на	2	1
