N	2gram	Nazirov_Tr	Tvorches
394	с тем	2	2
395	автор в	1	2
396	одном из	2	2
397	приходит в	1	2
398	свидригайлов перед	1	2
399	достоевский прямо	1	2
400	ставрогина и	3	2
401	достоевский стремился	1	2
402	когда в	1	2
403	но мы	1	2
404	а что	2	2
405	сам же	1	2
406	в жизнь	1	2
407	его перед	1	2
408	в данном	2	2
409	не могли	1	2
410	которой он	1	2
411	он был	2	2
412	имеет в	2	2
413	это его	1	2
414	к своей	1	2
415	из себя	1	2
416	от какого-то	1	2
417	а между	1	2
418	я буду	2	2
419	на князя	1	2
420	через каторгу	1	2
421	в глаза	2	2
422	но этот	1	2
423	страдания и	1	2
424	из неточки	1	2
425	л н	1	2
426	содержит в	1	2
427	году и	1	2
428	по поводу	2	2
429	о чем	3	2
430	тексте в	1	2
431	не просто	2	2
432	достоевский создал	2	2
433	достоевский уже	3	2
434	намек на	1	2
435	жизнь и	3	2
436	во всех	1	2
437	почему бы	1	2
438	и эту	1	2
439	с одной	1	2
440	так он	1	2
441	начала и	1	2
442	достоевский мог	1	2
443	iii части	1	2
444	тем не	1	2
445	чем у	1	2
446	и холод	1	2
447	нового романа	1	2
448	отказывается от	2	2
449	это очень	5	2
450	бессмысленной и	1	2
451	этом романе	1	2
452	входят в	1	2
453	бориса годунова	1	2
454	и притом	1	2
455	связи с	1	2
456	мировой литературы	1	2
457	лицо его	2	2
458	героя с	1	2
459	причем в	1	2
460	как его	1	2
461	xviii века	1	2
462	да я	1	2
463	сходство с	1	2
464	тому что	1	2
465	в связи	1	2
466	рядом с	1	2
467	между собой	1	2
468	глаза ее	1	2
469	в двух	1	2
470	xix век	1	2
471	но как	1	2
472	права на	2	2
473	не сводится	1	2
474	ли это	1	2
475	для ее	1	2
476	когда я	1	2
477	с потрясающей	1	2
478	в быту	1	2
479	он стал	1	2
480	образе князя	2	2
481	ii с	1	2
482	себя на	1	2
483	по своей	1	2
484	эпистолярного романа	1	2
485	говорили что	1	2
486	он еще	1	2
487	я в	1	2
488	что ты	1	2
489	сто тысяч	1	2
490	не значит	1	2
491	даже если	2	2
492	над человеком	1	2
493	с которым	1	2
494	пушкина и	1	2
495	время он	1	2
496	с каким	1	2
497	а как	2	2
498	эту тему	1	2
499	очень важно	2	2
500	теперь я	1	2
501	так ли	1	2
502	и здесь	2	2
503	о своих	1	2
504	никого не	1	2
505	с такой	1	2
506	и должно	1	2
507	ни в	2	2
508	второй части	1	2
509	и герои	1	2
510	не могут	2	2
511	в исповеди	1	2
512	за что	1	2
513	знал и	1	2
514	здесь мы	1	2
515	мы понимаем	1	2
516	неточке незвановой	1	2
517	столь же	2	2
518	петербургские сновидения	1	2
519	далее следует	1	2
520	не знал	1	2
521	не знать	1	2
522	не имеет	2	2
523	знает что	2	2
524	того чтобы	1	2
525	и теперь	1	2
526	идиот и	1	2
527	он в	1	2
528	и высокое	1	2
529	в сфере	1	2
530	мог бы	3	2
531	романтический эстетизм	3	2
532	тот самый	1	2
533	в глазах	2	2
534	за два	1	2
535	говорил что	1	2
536	у лермонтова	1	2
537	не из	1	2
538	июля года	1	2
539	высшей степени	1	2
540	сильнее и	1	2
541	что ему	1	2
542	данном случае	2	2
543	отразились в	1	2
544	где он	1	2
545	петра александровича	1	2
546	о нем	1	2
547	и всегда	1	2
548	особое значение	1	2
549	по словам	2	2
550	ты мне	1	2
551	свободы воли	1	2
552	за этим	1	2
553	в силах	2	2
554	в эпоху	1	2
555	всю жизнь	1	2
556	указывает на	1	2
557	зла в	2	2
558	этого романа	2	2
559	при таком	1	2
560	стремление к	1	2
561	людям в	1	2
562	людей в	1	2
563	к одному	1	2
564	ко всему	1	2
565	нуждается в	1	2
566	за то	1	2
567	а к	1	2
568	раскольникова и	1	2
569	она не	1	2
570	строится как	1	2
571	но при	2	2
572	не любил	1	2
573	способен на	1	2
574	из мертвого	2	2
575	отказ от	1	2
576	человека с	1	2
577	натуральной школы	1	2
578	на вид	1	2
579	со своими	1	2
580	свидригайлова в	1	2
581	понимаем что	1	2
582	и о	1	2
583	роман и	1	2
584	в высшей	1	2
585	образа князя	1	2
586	людей достоевский	1	2
587	пришел в	1	2
588	конце концов	1	2
589	событий и	1	2
590	он с	1	2
591	не к	1	2
592	терпит поражение	1	1
593	писателя и	2	1
594	это тот	1	1
595	и мира	1	1
596	эдгара по	1	1
597	не понимает	1	1
598	стук ее	1	1
599	к знаменитому	1	1
600	русский перевод	1	1
601	к этой	1	1
602	и верховенский	1	1
603	он считает	1	1
604	в твери	1	1
605	она всегда	1	1
606	в применении	1	1
607	любовь к	1	1
608	который наслаждается	1	1
609	же мысль	1	1
610	ноты в	1	1
611	голубые и	1	1
612	так можно	1	1
613	и опирается	1	1
614	бунта против	2	1
615	одно из	1	1
616	дается в	1	1
617	роман в	1	1
618	раскрывает свое	1	1
619	голядкина в	1	1
620	александрович валковский	1	1
621	из ее	1	1
622	вопрос об	1	1
623	а там	1	1
624	но все	2	1
625	вольно или	1	1
626	эта книга	1	1
627	из самых	2	1
628	жизни своей	1	1
629	эффект и	1	1
630	и внушать	1	1
631	спор с	1	1
632	к обществу	2	1
633	русского читателя	1	1
634	потрясающей силой	1	1
635	это деление	1	1
636	иваном петровичем	4	1
637	золотом веке	1	1
638	показал что	1	1
639	у которого	1	1
640	исповедь ставрогина	1	1
641	по определению	1	1
642	дома и	2	1
643	из петербурга	1	1
644	если хочешь	1	1
645	он вполне	1	1
646	вместе и	1	1
647	трофимович в	1	1
648	жизни на	1	1
649	матери и	1	1
650	и стал	1	1
651	смысл этого	1	1
652	не понимая	1	1
653	мира сего	1	1
654	время с	1	1
655	эпизод с	3	1
656	при создании	1	1
657	в iii	1	1
658	умирает в	1	1
659	перестает быть	1	1
660	бесах с	1	1
661	новую жизнь	1	1
662	вотрена в	1	1
663	голубыми глазами	1	1
664	№ он	1	1
665	он пытался	1	1
666	в противовес	1	1
667	ее к	2	1
668	в обществе	1	1
669	вопрос о	2	1
670	критики в	1	1
671	применении к	1	1
672	эта связь	1	1
673	раз и	2	1
674	в евангелии	1	1
675	это наслаждение	2	1
676	смеются и	1	1
677	символическое значение	1	1
678	общеизвестно что	1	1
679	собой как	1	1
680	всего этого	1	1
681	почти в	1	1
682	оскорбленных в	2	1
683	повторяет в	1	1
684	миф о	1	1
685	уже было	1	1
686	с помощью	1	1
687	если так	1	1
688	но может	1	1
689	пошел на	1	1
690	об отношении	1	1
691	мечтателя из	1	1
692	но они	2	1
693	же говорит	1	1
694	в ставрогине	1	1
695	связь между	1	1
696	эти гордые	1	1
697	в журнале	1	1
698	истории по	1	1
699	добро и	1	1
700	душу и	1	1
701	относит к	1	1
702	такое решение	1	1
703	в карты	1	1
704	и начинает	1	1
705	всего что	1	1
706	был более	1	1
707	с рассказом	1	1
708	опять в	1	1
709	к ним	1	1
710	и любви	1	1
711	тип эстетствующего	1	1
712	русских раскольников	1	1
713	такая трактовка	1	1
714	мере использует	1	1
715	идея в	1	1
716	этого бунта	1	1
717	в голове	1	1
718	прохожих на	1	1
719	еще ничего	1	1
720	достоевского все	1	1
721	быть в	1	1
722	у себя	1	1
723	с этими	1	1
724	из романа	1	1
725	романе униженные	1	1
726	в гюго	1	1
727	исходит из	1	1
728	нелли это	2	1
729	отметим лишь	1	1
730	всех людей	1	1
731	теме в	1	1
732	вот как	1	1
733	эпилоге романа	1	1
734	создается впечатление	2	1
735	в самую	2	1
736	только не	1	1
737	живости и	1	1
738	создание характера	1	1
739	голод и	2	1
740	в ребенке	1	1
741	ii части	1	1
742	на пороге	1	1
743	таких людей	1	1
744	отец ее	1	1
745	но со	1	1
746	после возвращения	1	1
747	хочет сделать	1	1
748	времени? в	1	1
749	что сам	1	1
750	впадает в	1	1
751	и вместе	1	1
752	мертвецы в	1	1
753	это предвещает	1	1
754	что уже	1	1
755	от достоевского	1	1
756	весь свет	1	1
757	он упоминает	1	1
758	объясняется тем	1	1
759	его правоту	1	1
760	школы с	1	1
761	т е	1	1
762	в недрах	1	1
763	не думает	1	1
764	был опубликован	1	1
765	и за	2	1
766	что делать?	2	1
767	на творчество	1	1
768	третий раз	1	1
769	вспомнить о	1	1
770	не принимали	1	1
771	видит в	1	1
772	отцов и	1	1
773	как же	2	1
774	о золотом	1	1
775	сказал что	1	1
776	сам сознает	1	1
777	что за	3	1
778	это мы	1	1
779	позиции в	1	1
780	можно так	1	1
781	напомним что	1	1
782	откуда же	1	1
783	в третий	1	1
784	господствует над	1	1
785	из трех	1	1
786	степан трофимович	2	1
787	как говорит	2	1
788	лишь на	1	1
789	бедных людей	1	1
790	думать о	1	1
791	встречается в	1	1
792	с отцом	1	1
793	и она	1	1
794	я скажу	1	1
795	соотношение образов	1	1
796	этого характера	1	1
797	унижение становится	1	1
798	перед раскольниковым	1	1
799	свое понимание	1	1
800	и жизнь	1	1
801	века в	1	1
802	незадолго до	1	1
803	без которой	1	1
804	ивана петровича	6	1
805	романе в	1	1
806	теперь и	2	1
807	могло бы	1	1
808	и прямо	1	1
809	под влиянием	2	1
810	своих прежних	1	1
811	изобилуют в	1	1
812	я его	1	1
813	необходимое условие	1	1
814	может жить	1	1
815	хозяйки и	1	1
816	и цель	1	1
817	понимание этого	1	1
818	продолжается за	1	1
819	я тебе	2	1
820	чтобы он	1	1
821	был так	1	1
822	видя во	1	1
823	на другой	1	1
824	европе с	1	1
825	исключительное значение	1	1
826	из белых	1	1
827	xvii века	1	1
828	боли и	2	1
829	объясняется и	1	1
830	бы неточка	1	1
831	в развитии	1	1
832	подполья это	1	1
833	идет в	1	1
834	какой-то мере	1	1
835	моральных норм	1	1
836	что эта	1	1
837	с годами	1	1
838	один раз	1	1
839	можно было	1	1
840	в форме	1	1
841	использовал материал	1	1
842	рассказе бобок	1	1
843	стиля и	1	1
844	над ним	1	1
845	литературы и	1	1
846	должны были	1	1
847	не раз	1	1
848	но главное	3	1
849	контакт с	1	1
850	образы и	1	1
851	действовал на	1	1
852	искусства но	1	1
853	деле же	1	1
854	обратимся к	1	1
855	узнаем в	1	1
856	характера князя	1	1
857	п гроссмана	1	1
858	языковых метафор	1	1
859	он показывает	1	1
860	видение мира	1	1
861	по улицам	1	1
862	писателя к	1	1
863	любовь в	1	1
864	за год	1	1
865	ее собственной	1	1
866	и чтобы	1	1
867	пронзительное и	1	1
868	бессмертие души	1	1
869	и унижения	1	1
870	до начала	1	1
871	гораздо важнее	2	1
872	чтобы не	1	1
873	в какой-то	1	1
874	нет эта	1	1
875	ужас это	1	1
876	чувствуется что	1	1
877	двух больших	1	1
878	терпеть не	1	1
879	в особенности	1	1
880	трагедии личности	1	1
881	к сожалению	1	1
882	иронию и	1	1
883	с адом	1	1
884	по всем	1	1
885	смотреть на	1	1
886	он перестает	1	1
887	это выражение	1	1
888	нашей эпохи	1	1
889	которой не	1	1
890	достоевский считал	1	1
891	манеры достоевского	1	1
892	вот его	1	1
893	ставил перед	1	1
894	в фигуру	1	1
895	романа в	1	1
896	мечту о	1	1
897	когда его	1	1
898	чем для	1	1
899	мирового зла	1	1
900	сознает свою	1	1
901	и достоевским	1	1
902	нити к	1	1
903	письмо матери	1	1
904	такой силой	1	1
905	наказании в	1	1
906	в двойнике	1	1
907	так выразиться	1	1
908	в сюжетном	1	1
909	в испуге	1	1
910	и прозе	1	1
911	необходимо отметить	1	1
912	его собственная	1	1
913	переплетается с	1	1
914	достоевский явно	1	1
915	мы начинаем	1	1
916	в мыслях	1	1
917	с г	2	1
918	всем протяжении	1	1
919	роман о	2	1
920	смеяться над	2	1
921	личности достоевский	1	1
922	из тех	1	1
923	который сам	1	1
924	очень важный	1	1
925	это чувство	1	1
926	лучше меня	1	1
927	карамазовых даже	1	1
928	отнесены к	1	1
929	могли удовлетворить	1	1
930	них он	1	1
931	все по	1	1
932	писатель не	2	1
933	если можно	1	1
934	этот образ	4	1
935	в душу	1	1
936	с начала	1	1
937	году по	1	1
938	нет в	2	1
939	все как	1	1
940	это самое	1	1
941	достоевского тема	1	1
942	в больших	1	1
943	большие голубые	2	1
944	со ставрогиным	2	1
945	замысел и	1	1
946	неточки незвановой	3	1
947	которых можно	1	1
948	бросается в	2	1
949	все сильнее	1	1
950	чем же	1	1
951	бы и	2	1
952	того самого	1	1
953	творчество молодого	1	1
954	это понятие	1	1
955	этой теме	1	1
956	если б	2	1
957	более чем	1	1
958	то и	2	1
959	но затем	1	1
960	ощущение что	1	1
961	незванова прошедшая	1	1
962	не быть	1	1
963	вызывает в	1	1
964	рассказывает в	1	1
965	иван петрович	3	1
966	очень хорошо	1	1
967	описывает свои	1	1
968	и демоническое	1	1
969	входит и	1	1
970	на столе	1	1
971	настасью филипповну	1	1
972	всего отметим	1	1
973	в обоих	1	1
974	такие как	1	1
975	волосы и	1	1
976	в бога	1	1
977	был прав	1	1
978	достоевский всегда	1	1
979	время показывает	1	1
980	в моей	1	1
981	литературы на	1	1
982	что князь	2	1
983	ее не	1	1
984	пародия на	1	1
985	петровичем как	1	1
986	в мистический	1	1
987	бунта его	1	1
988	я я	1	1
989	гораздо больше	1	1
990	идеи он	1	1
991	вспомним его	1	1
992	эта грубость	1	1
993	сильное впечатление	1	1
994	этого слова	1	1
995	содержатся в	1	1
996	карамазовых не	1	1
997	прошедшая через	1	1
998	достоевский к	1	1
999	своих идей	1	1
1000	в самой	1	1
1001	даже против	1	1
1002	в трагедии	1	1
1003	эжена сю	4	1
1004	авторские ремарки	1	1
1005	ту степень	1	1
1006	с того	1	1
1007	глава xi	1	1
1008	поэтому он	1	1
1009	не выдержал	1	1
1010	им как	1	1
1011	и ценил	1	1
1012	этом случае	1	1
1013	разговоре с	1	1
1014	против всех	1	1
1015	ему в	1	1
1016	из дома	1	1
1017	ничем не	2	1
1018	маски в	1	1
1019	на путях	1	1
1020	на вопрос	1	1
1021	не способен	1	1
1022	того как	1	1
1023	в последней	1	1
1024	столкновение с	1	1
1025	и добро	1	1
1026	ненависть к	2	1
1027	романах писателя	1	1
1028	от провала	1	1
1029	него была	1	1
1030	что христос	1	1
1031	естественно что	1	1
1032	своих романов	1	1
1033	и зло	1	1
1034	к истории	1	1
1035	а это	1	1
1036	я слышал	1	1
1037	этого нового	1	1
1038	для искусства	2	1
1039	совершенно не	1	1
1040	для нас	1	1
1041	из униженных	1	1
1042	на одной	1	1
1043	смысл этой	1	1
1044	нет это	1	1
1045	против бога	1	1
1046	вспомним как	1	1
1047	чем он	2	1
1048	как нечто	1	1
1049	социального зла	3	1
1050	хоть на	1	1
1051	на грани	1	1
1052	только он	1	1
1053	а на	1	1
1054	без слов	1	1
1055	борьбу с	1	1
1056	перед читателем	1	1
1057	возникший в	1	1
1058	можно выразиться	1	1
1059	виктора гюго	1	1
1060	послужил прототипом	1	1
1061	выражают его	1	1
1062	а также	1	1
1063	даже на	2	1
1064	и эта	1	1
1065	имеет исключительное	1	1
1066	перед смертью	1	1
1067	за самим	1	1
1068	ужас и	1	1
1069	вообще не	1	1
1070	ним она	1	1
1071	событий с	1	1
1072	так часто	1	1
1073	в женеве	1	1
1074	виде в	1	1
1075	есть в	1	1
1076	гениального писателя	1	1
1077	это происходит	1	1
1078	перед собой	1	1
1079	ввел в	1	1
1080	и глаза	1	1
1081	еще к	1	1
1082	со своей	1	1
1083	этой борьбе	1	1
1084	с чертами	1	1
1085	это было	1	1
1086	с безграничным	1	1
1087	человеком и	1	1
1088	в сцене	1	1
1089	времени так	1	1
1090	с первого	2	1
1091	презрение к	4	1
1092	правда что	1	1
1093	только к	2	1
1094	силы и	1	1
1095	а князь	1	1
1096	возвращается к	1	1
1097	для характеристики	1	1
1098	здесь достоевский	1	1
1099	улицам петербурга	1	1
1100	ему нужно	1	1
1101	степана трофимовича	2	1
1102	она должна	2	1
1103	достоевский еще	2	1
1104	в поле	3	1
1105	карамазова в	1	1
1106	впечатление на	1	1
1107	должно быть	3	1
1108	образ на	1	1
1109	стихах и	1	1
1110	мелкой буржуазии	1	1
1111	заимствован достоевским	1	1
1112	нашел в	1	1
1113	одну из	1	1
1114	а из	1	1
1115	сохраняют свою	1	1
1116	что нужно	1	1
1117	эта деталь	1	1
1118	за три	1	1
1119	характерный для	1	1
1120	своей книге	1	1
1121	против мира	2	1
1122	присутствия рока	1	1
1123	и детей	2	1
1124	свою жизнь	1	1
1125	есть и	1	1
1126	свой роман	1	1
1127	это была	1	1
1128	самозванца в	1	1
1129	конечно в	1	1
1130	романе бесы	1	1
1131	этого образа	1	1
1132	стало быть	1	1
1133	достоевский сам	1	1
1134	повод для	1	1
1135	на всю	1	1
1136	этой схемы	1	1
1137	его а	1	1
1138	из книги	1	1
1139	вечного бунта	1	1
1140	достоевский рисует	1	1
1141	не верит	1	1
1142	отождествляется с	1	1
1143	в голову	1	1
1144	застывших языковых	1	1
1145	к окончательному	1	1
1146	главе романа	1	1
1147	стыд за	1	1
1148	на ту	1	1
1149	в период	1	1
1150	право на	1	1
1151	уже чисто	1	1
1152	заявляет что	1	1
1153	и сердце	1	1
1154	на всем	2	1
1155	человек не	1	1
1156	является ли	1	1
1157	ничего подобного	1	1
1158	это сказывается	1	1
1159	грубость и	1	1
1160	матерью и	1	1
1161	устной речи	1	1
1162	три года	1	1
1163	некоторые черты	1	1
1164	бесов и	1	1
1165	из своих	2	1
