N	2gram	Vygotskiy_	PoTuStor
166	и действительно	2	2
167	конечном счете	2	2
168	здесь же	2	2
169	вообще не	1	2
170	между собою	1	2
171	в жизни	2	2
172	можно назвать	1	2
173	из тех	1	2
174	но ведь	2	2
175	как и	9	2
176	что он	30	2
177	же как	4	2
178	не есть	4	2
179	только то	1	2
180	в своей	8	2
181	и так	4	2
182	в одно	1	2
183	его все	1	2
184	меньше всего	4	2
185	по своему	1	2
186	себя и	3	2
187	войти в	1	2
188	знаем что	5	2
189	не менее	1	2
190	в каком	7	2
191	во сне	1	2
192	нем нет	3	2
193	и таким	3	2
194	на первый	2	2
195	и вообще	2	2
196	на них	3	2
197	с этим	4	2
198	какое значение	1	2
199	к этому	5	2
200	все и	2	2
201	оно не	2	2
202	не существует	3	2
203	между собой	2	2
204	что мы	12	2
205	это нечто	1	2
206	это последнее	1	2
207	мы уже	7	2
208	смерти но	1	2
209	другими словами	1	2
210	все остальные	1	2
211	из этих	4	2
212	ту же	3	2
213	совсем не	3	2
214	этих трех	1	2
215	а может	1	2
216	он не	10	2
217	и т.п	1	2
218	кажется что	2	2
219	с помощью	3	2
220	в частности	6	2
221	не будет	3	2
222	и вся	4	2
223	говорить о	1	2
224	всех других	1	2
225	за пределы	1	2
226	в начале	1	2
227	в пределах	3	2
228	как не	1	2
229	так же	19	2
230	цели и	1	2
231	и всех	1	2
232	этой теории	2	2
233	было бы	15	2
234	что можно	1	2
235	нет и	2	2
236	и о	5	2
237	к следующему	2	2
238	если мы	24	2
239	в систему	1	2
240	находится в	2	2
241	что на	6	2
242	о том	24	2
243	и исключительно	1	2
244	всю жизнь	1	2
245	организма и	1	2
246	можем сказать	1	2
247	один из	9	2
248	с ним	4	2
249	но это	2	2
250	и для	13	2
251	для этого	12	2
252	того же	5	2
253	нам кажется	6	2
254	можем теперь	1	2
255	то же	16	2
256	сделать это	3	2
257	не можем	8	2
258	за счет	1	2
259	представлениями и	1	2
260	никогда не	15	2
261	один план	2	1
262	о смерти	9	1
263	что было	1	1
264	жизни но	3	1
265	к сожалению	2	1
266	во всем	3	1
267	бы то	1	1
268	по мнению	6	1
269	от нее	2	1
270	события и	1	1
271	дает нам	2	1
272	лучшим доказательством	3	1
273	что они	11	1
274	и то	12	1
275	в другой	1	1
276	трагедии для	2	1
277	психологии да	1	1
278	и вместо	1	1
279	образом и	3	1
280	но никогда	1	1
281	только из	1	1
282	в центре	2	1
283	человек был	1	1
284	даны в	2	1
285	и здесь	11	1
286	та же	6	1
287	не оставляет	1	1
288	и содержания	1	1
289	мы и	2	1
290	к их	1	1
291	его мнению	4	1
292	только те	1	1
293	что ясно	1	1
294	как нам	2	1
295	данном случае	4	1
296	различие между	1	1
297	она как	1	1
298	только что	11	1
299	никаких сомнений	1	1
300	на первой	1	1
301	может допустить	1	1
302	в психологии	3	1
303	которая в	1	1
304	время и	1	1
305	за собою	1	1
306	и того	2	1
307	с одной	15	1
308	уже в	7	1
309	наших глазах	1	1
310	на ее	1	1
311	ним и	1	1
312	внимание на	4	1
313	во власти	1	1
314	мог бы	3	1
315	тогда когда	1	1
316	в состоянии	3	1
317	несколько иное	1	1
318	ведь наука	1	1
319	и матери	1	1
320	недаром многие	1	1
321	заранее что	1	1
322	влечения и	1	1
323	дело с	5	1
324	одна и	2	1
325	мы имеем	10	1
326	еще более	2	1
327	в применении	1	1
328	любовь к	1	1
329	уже здесь	1	1
330	это и	7	1
331	несмотря на	5	1
332	этой же	1	1
333	но именно	1	1
334	его за	1	1
335	процессы и	1	1
336	же совершенно	1	1
337	противоречий и	2	1
338	и чрезвычайно	1	1
339	других областей	1	1
340	внешнем мире	1	1
341	уже знаем	1	1
342	оказывается таким	1	1
343	неужели это	1	1
344	хотя и	1	1
345	в разных	1	1
346	этом отношении	3	1
347	самое важное	5	1
348	художественной формы	6	1
349	с тем	10	1
350	в ужас	1	1
351	имеем дело	1	1
352	что при	5	1
353	в сущности	14	1
354	только не	5	1
355	как раз	19	1
356	в некоторых	2	1
357	тон и	1	1
358	говорит о	5	1
359	б я	1	1
360	о нем	3	1
361	чувствами и	2	1
362	пришел фрейд	1	1
363	день и	1	1
364	что только	1	1
365	в тесной	1	1
366	очень плохо	1	1
367	в качестве	2	1
368	и всегда	1	1
369	быть поняты	1	1
370	нас в	2	1
371	энергии в	2	1
372	не являются	1	1
373	для объяснения	1	1
374	у нас	7	1
375	здесь в	2	1
376	для них	1	1
377	явного содержания	1	1
378	он выясняет	1	1
379	и другими	2	1
380	удивление и	1	1
381	другую и	1	1
382	в виду	5	1
383	к физиологии	1	1
384	подобно тому	1	1
385	нашего организма	5	1
386	в русском	1	1
387	что между	2	1
388	можно было	6	1
389	быть сведены	1	1
390	есть еще	1	1
391	его остается	1	1
392	за которой	1	1
393	работы и	3	1
394	одну и	2	1
395	как они	3	1
396	в своих	9	1
397	мы на	1	1
398	связи с	2	1
399	мы вправе	4	1
400	психологии и	2	1
401	или во	1	1
402	не их	1	1
403	нам в	1	1
404	приходим к	2	1
405	этой точки	3	1
406	на этот	7	1
407	если бы	21	1
408	конечно и	1	1
409	столь же	3	1
410	их так	1	1
411	место их	1	1
412	оказывается в	1	1
413	и представления	1	1
414	и чувством	1	1
415	именно и	1	1
416	пути и	3	1
417	сила которая	1	1
418	не говорит	1	1
419	и сам	1	1
420	без остатка	1	1
421	с ней	1	1
422	и можно	2	1
423	именно здесь	1	1
424	есть там	1	1
425	что его	2	1
426	в сознании	2	1
427	в научную	1	1
428	это содержание	2	1
429	но эта	1	1
430	это мы	2	1
431	и теряет	2	1
432	любовь и	1	1
433	дело в	4	1
434	оно есть	2	1
435	что угодно	1	1
436	он может	3	1
437	есть та	2	1
438	но не	9	1
439	эти две	4	1
440	и эта	2	1
441	быть только	1	1
442	все события	3	1
443	уже совершенно	4	1
444	вот если	1	1
445	и начало	1	1
446	из того	4	1
447	а то	1	1
448	на другие	1	1
449	ужас и	1	1
450	психики и	1	1
451	времени и	5	1
452	в конце	10	1
453	и форму	1	1
454	аффекты и	4	1
455	в корне	2	1
456	на другую	1	1
457	бы оно	1	1
458	случае нельзя	1	1
459	находит себе	5	1
460	она служит	1	1
461	и они	1	1
462	этого на	1	1
463	этой цели	3	1
464	может стать	1	1
465	по смыслу	2	1
466	что по	3	1
467	в главном	1	1
468	страха и	1	1
469	самое и	2	1
470	душу и	1	1
471	с теми	3	1
472	все же	11	1
473	основано на	2	1
474	момент и	1	1
475	при таком	4	1
476	том смысле	1	1
477	не что	2	1
478	а иногда	1	1
479	в следующем	1	1
480	от этого	1	1
481	мы только	3	1
482	приводит к	2	1
483	на все	2	1
484	не имеет	2	1
485	и со	1	1
486	и могут	1	1
487	как наука	1	1
488	образом к	1	1
489	остановимся на	4	1
490	и жизнь	2	1
491	века в	1	1
492	его жизни	1	1
493	выше мы	1	1
494	по его	5	1
495	в свете	1	1
496	по самому	2	1
497	он является	2	1
498	зависимости от	9	1
499	в себя	2	1
500	это было	4	1
501	и лежат	1	1
502	со стороны	3	1
503	жизни если	1	1
504	на его	4	1
505	на мать	2	1
506	мы считаем	1	1
507	с другом	6	1
508	в смысле	1	1
509	аффектов в	3	1
510	но если	3	1
511	полагает что	9	1
512	говорит об	1	1
513	словами и	1	1
514	деле есть	1	1
515	сейчас же	16	1
516	отношении и	1	1
517	вовсе не	8	1
518	но к	1	1
519	уже не	1	1
520	к тому	12	1
521	самое замечательное	3	1
522	ее жизнь	1	1
523	всем его	1	1
524	связано с	1	1
525	на одном	5	1
526	а для	1	1
527	заставляет говорить	1	1
528	не был	1	1
529	рая и	1	1
530	той или	2	1
531	этот мотив	1	1
532	и были	1	1
533	этих двух	8	1
534	и отсюда	3	1
535	что эти	4	1
536	но этим	1	1
537	нет ничего	1	1
538	совершенно определенных	1	1
539	и пути	1	1
540	ко всему	1	1
541	предположить что	2	1
542	его и	2	1
543	жизненной деятельности	1	1
544	во внешнем	2	1
545	человека в	3	1
546	он был	3	1
547	для его	2	1
548	а с	7	1
549	в данном	4	1
550	и часто	1	1
551	за шагом	1	1
552	первый план	3	1
553	вытекает из	2	1
554	однако сказать	1	1
555	отличается от	4	1
556	это второе	2	1
557	оно в	2	1
558	вопрос о	6	1
559	характер и	1	1
560	это выходит	1	1
561	а просто	1	1
562	на один	1	1
563	не сделал	1	1
564	применении к	1	1
565	как акт	1	1
566	с первым	1	1
567	страх и	3	1
568	и т.д	1	1
569	мы говорили	4	1
570	дальше чем	1	1
571	мы увидим	11	1
572	в самых	4	1
573	даже и	2	1
574	то и	1	1
575	т.п и	1	1
576	она не	1	1
577	в течение	2	1
578	в свою	3	1
579	поступка и	1	1
580	его не	2	1
581	но даже	1	1
582	того чтобы	43	1
583	одной стороны	15	1
584	процессом и	1	1
585	как известно	1	1
586	шаг за	1	1
587	и ни	4	1
588	не дает	2	1
589	почти исключительно	1	1
590	ничто не	1	1
591	фрейд правда	1	1
592	в другом	3	1
593	то ни	1	1
594	для того	45	1
595	тому как	3	1
596	многих случаях	1	1
597	в каких	2	1
598	это только	5	1
599	от содержания	1	1
600	но всегда	1	1
601	быть не	2	1
602	вся жизнь	1	1
603	в ней	5	1
604	ли у	1	1
605	остановимся прежде	1	1
606	еще одно	1	1
607	человека как	1	1
608	с совершенно	3	1
609	сестер и	1	1
610	как основа	1	1
611	утверждают что	1	1
612	в борьбу	1	1
613	мы узнаем	2	1
614	человека все	1	1
615	оно влечет	1	1
616	должны перейти	1	1
617	значение и	2	1
618	своего происхождения	1	1
619	точно и	2	1
620	нам для	1	1
621	в руках	1	1
622	и действия	1	1
623	узнаем о	1	1
624	с самой	1	1
625	от всех	1	1
626	когда он	10	1
627	нам что	3	1
628	на чем	1	1
629	в образах	2	1
630	с ужасом	1	1
631	что если	9	1
632	одним словом	1	1
633	всего на	1	1
634	а не	16	1
635	есть то	2	1
636	увидим что	13	1
637	которые конечно	3	1
638	ни один	2	1
639	значение для	2	1
640	должны быть	1	1
641	имеем в	1	1
642	только одним	1	1
643	и та	5	1
644	хотя в	1	1
645	и что	45	1
646	близкое к	1	1
647	как он	6	1
648	отказ от	1	1
649	для человека	1	1
650	которые на	2	1
651	других людей	1	1
652	так чтобы	2	1
653	где же	1	1
654	конечно в	1	1
655	к делу	2	1
656	этим не	1	1
657	ни одно	1	1
658	говоря о	1	1
659	в нашей	5	1
660	психоанализ и	1	1
661	еще в	2	1
662	на другой	2	1
663	слагаются в	1	1
664	и представлениями	1	1
665	и бессознательного	1	1
666	от того	6	1
667	но вместе	1	1
668	это может	2	1
669	даже с	1	1
670	каждый акт	1	1
671	как один	1	1
672	очень мало	1	1
673	нашего взгляда	1	1
674	в землю	1	1
675	мотив и	1	1
676	бы по	3	1
677	деле мы	1	1
678	важно только	1	1
679	на это	3	1
680	с другой	12	1
681	всех трех	3	1
682	это же	2	1
683	и три	1	1
684	на которые	2	1
685	известной степени	1	1
686	черты своего	1	1
687	его тянет	1	1
688	свое отношение	1	1
689	ничего общего	1	1
690	я в	1	1
691	истории и	1	1
692	что же	1	1
693	как на	15	1
694	вторая часть	1	1
695	обратим внимание	1	1
696	же самое	13	1
697	вступают в	1	1
698	каждого из	1	1
699	что здесь	3	1
700	в эту	2	1
701	на наших	2	1
702	в комнате	1	1
703	без всякого	3	1
704	заметить что	1	1
705	жизнь как	1	1
706	под ним	1	1
707	ее не	2	1
708	однако в	1	1
709	энергии и	3	1
710	общего с	1	1
711	она может	1	1
712	что для	6	1
713	главным образом	3	1
714	по которой	1	1
715	и борьба	1	1
716	когда человек	1	1
717	образом с	1	1
718	той же	6	1
719	бы очень	1	1
720	только одна	2	1
721	что есть	3	1
722	организма на	1	1
723	которые в	2	1
724	это приводит	1	1
725	на других	1	1
726	него все	1	1
727	но нет	1	1
728	для нашего	1	1
729	но несмотря	1	1
730	бы он	1	1
731	исключительно на	1	1
732	о его	1	1
733	психологии что	1	1
734	часто и	1	1
735	что жизнь	1	1
736	что может	2	1
737	в высшей	1	1
738	в нашем	3	1
739	с этими	1	1
740	во многих	1	1
741	с чем	3	1
742	только при	1	1
743	как я	1	1
744	именно то	5	1
745	лучше всего	1	1
746	мы сейчас	4	1
747	все остальное	2	1
748	с которым	5	1
749	и техника	2	1
750	все время	44	1
751	или иной	2	1
752	и изжить	1	1
753	пути своего	1	1
754	же в	3	1
755	что она	10	1
756	каком отношении	5	1
757	каждый день	2	1
758	его помощью	1	1
759	теории и	1	1
760	и прежде	1	1
761	себя с	2	1
762	одна из	6	1
763	него те	1	1
764	если они	1	1
765	иной раз	1	1
766	же мы	3	1
767	деле в	1	1
768	искусства в	7	1
769	в свой	1	1
770	формы и	4	1
771	аффектов с	2	1
772	имеет и	2	1
773	это фантазирование	1	1
774	прямо противоположных	1	1
775	свой круг	1	1
776	душевная жизнь	1	1
777	по поводу	6	1
778	на место	1	1
779	и аффектов	1	1
780	их на	1	1
781	биологическое значение	2	1
782	законы которые	1	1
783	это просто	1	1
784	друг с	6	1
785	силы с	1	1
786	это в	5	1
787	это уже	1	1
788	эти два	3	1
789	именно этот	1	1
790	они утверждают	1	1
791	к этим	2	1
792	что иное	2	1
793	он действительно	1	1
794	которой скрывается	1	1
795	мы должны	10	1
796	из него	1	1
797	к ее	1	1
798	и прочее	1	1
799	но так	1	1
800	мы еще	2	1
801	чем это	4	1
802	мы сказали	2	1
803	явление очень	1	1
804	себя в	4	1
805	его современников	1	1
806	точку зрения	1	1
807	одного и	2	1
808	тот же	5	1
809	вообще нет	1	1
810	обыденной жизни	1	1
811	психической энергии	6	1
812	со всяким	1	1
813	ничего не	4	1
814	иное как	2	1
815	что до	1	1
816	о ней	2	1
817	и самый	2	1
818	в знаменитом	1	1
819	из этой	2	1
820	единство в	1	1
821	к нему	1	1
822	высшей степени	1	1
823	с принципом	1	1
