N	3gram	Nazirov_Tv	FransuaR
172	это не просто	1	2
173	одной из форм	1	2
174	говорили о том	1	2
175	и рядом с	1	2
176	и всякого рода	1	2
177	связанные с ними	1	2
178	в известном смысле	2	2
179	вряд ли можно	1	2
180	и особенно в	1	2
181	была для него	1	2
182	на той же	1	2
183	что у него	2	2
184	их неразрывном единстве	1	2
185	между человеком и	1	2
186	же время они	1	2
187	и вот в	1	2
188	же время он	2	2
189	в их неразрывном	1	2
190	ничего общего с	1	2
191	более и более	1	2
192	и та же	2	2
193	к человеку и	1	2
194	при всей их	1	2
195	еще не существовало	1	2
196	же как и	1	2
197	одна и та	1	2
198	в романе не	1	2
199	что в романе	1	2
200	ни во что	2	1
201	что в каждом	1	1
202	литературе xvii века	1	1
203	xviii века и	1	1
204	в котором все	1	1
205	это не значит	2	1
206	все это я	1	1
207	прошлого и будущего	2	1
208	это тем что	1	1
209	мы не находим	1	1
210	человека в его	1	1
211	в соответствии с	7	1
212	можно только в	1	1
213	как бы самое	1	1
214	в согласии с	1	1
215	мысли и не	1	1
216	то что не	1	1
217	и тут же	1	1
218	не был бы	1	1
219	например в романе	1	1
220	но ведь в	1	1
221	хотя бы и	1	1
222	таким образом уже	1	1
223	соответствии с этим	1	1
224	не случайно оно	1	1
225	направо и налево	1	1
226	оно никогда не	1	1
227	отношений между людьми	1	1
228	и его сознания	1	1
229	можно жить только	1	1
230	то что может	1	1
231	одновременно и как	1	1
232	в этом плане	1	1
233	ее и не	1	1
234	в картине мира	1	1
235	в чем не	1	1
236	в разные стороны	1	1
237	внешнего и внутреннего	1	1
238	при этом он	2	1
239	в первой главе	1	1
240	потому что не	1	1
241	было бы перевести	1	1
242	то все это	1	1
243	что никогда не	1	1
244	в частности с	1	1
245	приводит его к	1	1
246	можно так выразиться	1	1
247	не был понят	1	1
248	это тот самый	1	1
249	чуть ли не	1	1
250	выпустил в году	1	1
251	человека и его	2	1
252	мы видим в	1	1
253	он не может	1	1
254	и в дальнейшем	1	1
255	в метафорическом смысле	1	1
256	в романе в	1	1
257	его а не	1	1
258	теперь я могу	1	1
259	какое отличие от	1	1
260	улицы и площади	1	1
261	же время боится	1	1
262	в этом романе	2	1
263	он перестает быть	1	1
264	между прочим в	1	1
265	чем у нас	1	1
266	новую жизнь и	1	1
267	то или иное	1	1
268	и это не	1	1
269	и в метафорическом	1	1
270	пространства и времени	1	1
271	в виду что	1	1
272	и отнюдь не	1	1
273	в первую очередь	1	1
274	и что в	1	1
275	мировой литературы с	1	1
276	понимая под ним	1	1
277	людей своего времени	1	1
278	тоже своего рода	2	1
279	в мире и	1	1
280	найти в человеке	1	1
281	ни в чем	1	1
282	в этот день	1	1
283	далеко не сразу	1	1
284	свое завершение в	1	1
285	что он не	1	1
286	так сказать в	1	1
287	войне и мире	2	1
288	чтобы вы провалились	1	1
289	и к этому	1	1
290	об эпизоде с	1	1
291	всем и каждому	1	1
292	в дальнейшем мы	1	1
293	с полным правом	1	1
294	бы он ни	1	1
295	в противоречии с	1	1
296	как бы вернулся	1	1
297	являются как бы	1	1
298	и наконец в	1	1
299	в эти годы	1	1
300	черт знает что	1	1
301	о котором говорил	1	1
302	ту же самую	1	1
303	это та же	1	1
304	и сегодня так	1	1
305	после его смерти	1	1
306	в большой литературе	1	1
307	восприятие и оценку	1	1
308	в году когда	1	1
309	в каждом из	1	1
310	тем не менее	2	1
311	а как бы	1	1
312	в духе романтического	1	1
313	то есть не	2	1
314	не так как	2	1
315	воплощенной в образе	1	1
316	протяжении всего романа	1	1
317	рассказывает о своих	1	1
318	для этой книги	1	1
319	сами по себе	2	1
320	и если бы	1	1
321	xix века между	1	1
322	но на этот	1	1
323	другом месте в	1	1
324	роль в создании	1	1
325	т ii с	2	1
326	мог не знать	1	1
327	бросается в глаза	1	1
328	если можно так	1	1
329	ее подлинный смысл	1	1
330	в частности в	1	1
331	в беседе с	1	1
332	мы видим как	1	1
333	у него и	1	1
334	в наше время	4	1
335	дается еще более	1	1
336	в стороне от	1	1
337	для всего мира	1	1
338	не в силах	1	1
339	за два месяца	1	1
340	никогда не было	2	1
341	четыре дня и	1	1
342	о том чтобы	1	1
343	находит и в	1	1
344	и смерти в	1	1
345	мы узнаем в	1	1
346	жизни то есть	1	1
347	он выступает против	1	1
348	связан с темой	1	1
349	того или иного	1	1
350	себя в отрыве	1	1
351	четыре раза в	1	1
352	что может быть	1	1
353	о войне и	1	1
354	жизни именно в	1	1
355	он хочет быть	1	1
356	связан с традицией	1	1
357	бы самое время	1	1
358	ведь в этом	1	1
359	на ранних стадиях	2	1
360	годов xix века	1	1
361	отвлеченной мысли и	1	1
362	традиционное представление о	1	1
363	на площади и	1	1
364	что же касается	1	1
365	прошлое и будущее	1	1
366	в этой борьбе	1	1
367	же у него	1	1
368	на протяжении почти	1	1
369	том же году	2	1
370	говорить о том	1	1
371	проникает в область	1	1
372	в отношении к	1	1
373	и многое другое	2	1
374	он обнаруживает в	1	1
375	не столько на	1	1
376	был как бы	1	1
377	хотя и не	1	1
378	он не описывает	1	1
379	не вошел в	1	1
380	этот момент как	1	1
381	из всего романа	1	1
382	xix века в	1	1
383	только потому что	1	1
384	по нашему мнению	9	1
385	и движущая сила	1	1
386	по словам энгельса	1	1
387	в глубине души	1	1
388	то есть его	1	1
389	и он всегда	1	1
390	этот день и	1	1
391	на первый взгляд	1	1
392	и в ее	1	1
393	но только не	1	1
394	в которой он	1	1
395	приходит на смену	1	1
396	особое значение имеет	1	1
397	и в истории	1	1
398	не был так	1	1
399	в этой области	1	1
400	мы находим у	1	1
