N	2gram	Trubetskoy	Literetu
412	первый взгляд	1	2
413	мире не	1	2
414	в котором	2	2
415	не хуже	1	2
416	по тем	2	2
417	сам не	1	2
418	два момента	1	2
419	даже и	1	2
420	но даже	3	2
421	с другим	1	2
422	которая по	1	2
423	между двумя	5	2
424	приходит к	1	2
425	уже и	3	2
426	еще более	1	2
427	так называемых	1	2
428	в чистом	1	2
429	всего что	1	2
430	пока еще	1	2
431	двух других	1	2
432	освободиться от	3	2
433	именно его	1	2
434	сказать что	1	2
435	и у	4	2
436	а сам	1	2
437	быть в	1	2
438	тем более	3	2
439	что развитие	2	2
440	не кончается	1	2
441	для этой	2	2
442	и духовного	1	2
443	гораздо более	2	2
444	к нему	2	2
445	лишь тогда	2	2
446	только не	2	2
447	что у	2	2
448	на таких	2	2
449	в психологии	4	2
450	но еще	1	2
451	у каждого	1	2
452	а и	8	2
453	целого а	1	2
454	по мнению	1	2
455	и сама	1	2
456	с другими	1	2
457	не от	2	2
458	все прочие	4	2
459	и притом	1	2
460	но он	1	2
461	от тех	3	2
462	и некоторые	2	2
463	тому что	2	2
464	лишь на	1	2
465	их именно	1	2
466	себя как	1	2
467	века к	1	2
468	себя центром	1	2
469	же касается	2	2
470	а только	1	2
471	вопрос что	1	2
472	как сказано	4	2
473	бы в	3	2
474	остается в	1	2
475	данный момент	4	2
476	лишь при	6	2
477	и однако	1	2
478	и весьма	1	2
479	кажется что	1	2
480	на долю	2	2
481	на нем	1	2
482	одно и	1	2
483	всех других	2	2
484	себе на	1	2
485	в истинном	1	2
486	и хотя	1	2
487	из нас	1	2
488	а от	1	2
489	от культуры	5	2
490	как известно	3	2
491	того кто	1	2
492	как человек	1	2
493	культуры и	11	2
494	друг другу	1	2
495	в общем	6	2
496	и по	3	2
497	здесь мы	1	2
498	и ее	2	2
499	та же	4	2
500	самих себя	3	2
501	иначе говоря	4	2
502	как с	1	2
503	на почве	3	2
504	тогда когда	3	2
505	из таких	2	2
506	оно было	1	2
507	и при	6	2
508	солдат и	1	2
509	была бы	1	2
510	со своим	1	2
511	что они	2	2
512	человек с	1	2
513	никак не	1	2
514	интересующего нас	1	2
515	свой народ	2	2
516	все то	2	2
517	не более	2	2
518	есть лишь	1	2
519	если это	2	2
520	и будет	2	2
521	можно назвать	3	2
522	к его	1	2
523	с ними	2	2
524	что такой	2	2
525	каждого из	1	2
526	перед нами	1	2
527	к той	2	2
528	именно такой	1	2
529	это и	1	2
530	со временем	2	2
531	и более	2	2
532	а если	1	2
533	что ей	1	2
534	своей собственной	1	2
535	в историю	1	2
536	в значительной	1	2
537	из этих	8	2
538	так чтобы	2	2
539	над собою	1	2
540	второй из	1	2
541	время в	1	2
542	с которой	1	2
543	к своим	2	2
544	в совершенно	3	2
545	так называемого	5	2
546	а лишь	3	2
547	есть культура	4	2
548	но мы	1	2
549	нет и	1	2
550	ко всей	1	2
551	он все	2	2
552	то для	1	2
553	начиная с	1	2
554	индивидуальном сознании	2	2
555	не лучше	1	2
556	с тех	1	2
557	культуры как	4	2
558	у них	6	2
559	этом случае	4	2
560	на вопрос	4	2
561	бы на	1	2
562	по этому	2	2
563	от всех	1	2
564	этом не	1	2
565	и всякое	1	2
566	и где	2	2
567	себя а	1	2
568	между собою	5	2
569	и без	5	2
570	это надо	1	2
571	есть в	2	2
572	другом месте	1	2
573	при таком	2	2
574	к концу	1	2
575	в такой	4	2
576	ибо в	4	2
577	должен быть	2	2
578	как все	1	2
579	и другого	1	2
580	жизнь и	3	2
581	и самого	1	2
582	в таком	4	2
583	а как	1	2
584	до тех	2	2
585	культуре и	4	2
586	всю свою	1	2
587	чистом виде	1	2
588	она не	2	2
589	что касается	6	2
590	люди с	1	2
591	в нашей	1	2
592	существование в	2	2
593	к которой	3	2
594	все та	1	2
595	со своими	2	2
596	равной мере	1	2
597	только по	1	2
598	этом и	1	2
599	в эти	3	2
600	что на	2	2
601	дело однако	1	1
602	к действительности	1	1
603	мире а	1	1
604	с момента	2	1
605	этого необходимо	1	1
606	только что	3	1
607	пришла к	1	1
608	которые не	3	1
609	и самому	1	1
610	за исключением	1	1
611	общий для	1	1
612	случае мы	1	1
613	без исключения	1	1
614	о них	2	1
615	именно она	1	1
616	в пользу	5	1
617	конца не	1	1
618	строго говоря	1	1
619	в общую	1	1
620	каждый данный	4	1
621	сам автор	1	1
622	с более	3	1
623	на нас	3	1
624	почему мы	1	1
625	своих собственных	2	1
626	в состав	1	1
627	из многочисленных	1	1
628	которую он	2	1
629	сознательно или	1	1
630	от так	1	1
631	этими тремя	1	1
632	приобщиться к	2	1
633	являются неотъемлемыми	1	1
634	же являются	1	1
635	людей и	1	1
636	ко всем	3	1
637	более или	8	1
638	это должно	1	1
639	но все	5	1
640	а во-вторых	1	1
641	и просто	1	1
642	ни одна	1	1
643	некоторые другие	1	1
644	это может	2	1
645	истинном смысле	1	1
646	и общения	1	1
647	из самых	1	1
648	он эту	1	1
649	том или	1	1
650	само собою	1	1
651	в наиболее	1	1
652	языка культуры	1	1
653	имеет место	2	1
654	их в	2	1
655	а всегда	1	1
656	здесь дело	1	1
657	стремления к	1	1
658	жизни ее	1	1
659	или ином	1	1
660	на точку	1	1
661	образом от	1	1
662	отсюда вытекает	1	1
663	сознании каждого	1	1
664	а а	1	1
665	вся картина	1	1
666	отличалась от	4	1
667	в дальнейшем	4	1
668	с этим	12	1
669	рассказ о	1	1
670	с историческим	1	1
671	ответить на	2	1
672	некоторые из	1	1
673	на этой	3	1
674	при условии	2	1
675	лучше всех	1	1
676	которой он	1	1
677	каждого нового	1	1
678	время от	2	1
679	но кто	1	1
680	всегда может	1	1
681	и позволяют	1	1
682	почти исключительно	1	1
683	никому и	1	1
684	находимся в	1	1
685	а после	1	1
686	стороны одного	1	1
687	или эти	1	1
688	точно и	1	1
689	нашем случае	2	1
690	с ума	1	1
691	с лица	1	1
692	мы все	2	1
693	идеи и	1	1
694	последнем случае	1	1
695	может служить	3	1
696	на миг	1	1
697	все в	2	1
698	в различных	1	1
699	культуре в	3	1
700	ценности и	2	1
701	конечно не	3	1
702	и те	2	1
703	от своей	2	1
704	объясняется это	1	1
705	я буду	1	1
706	самого начала	1	1
707	точке зрения	1	1
708	потом и	1	1
709	в мы	1	1
710	на наших	1	1
711	ней и	1	1
712	из всех	5	1
713	однако эти	1	1
714	наряду с	1	1
715	силы на	1	1
716	деле есть	1	1
717	на него	2	1
718	к которому	1	1
719	во времена	1	1
720	сама себя	1	1
721	без того	4	1
722	в зависимости	1	1
723	ценностью в	1	1
724	и вдруг	1	1
725	приобщения к	2	1
726	для культуры	2	1
727	если эта	1	1
728	от них	2	1
729	объективно говоря	1	1
730	его психики	1	1
731	каким был	1	1
732	в отдельных	2	1
733	на котором	1	1
734	но так	2	1
735	над другим	1	1
736	подлежит сомнению	3	1
737	начало и	6	1
738	собой а	1	1
739	представить себе	2	1
740	в культурной	2	1
741	она имеет	1	1
742	которой я	1	1
743	ее и	4	1
744	или бессознательно	1	1
745	времени все	1	1
746	не противоречит	1	1
747	к их	1	1
748	как другие	1	1
749	себя совершенно	1	1
750	но из	1	1
751	как для	3	1
752	несколько иной	1	1
753	без изменений	1	1
754	в состоянии	5	1
755	мы знаем	10	1
756	культуры состоит	1	1
757	не своей	1	1
758	сейчас очень	1	1
759	находится в	1	1
760	от традиции	1	1
761	что при	7	1
762	близким к	1	1
763	желал бы	1	1
764	я во	1	1
765	в тот	1	1
766	и духовной	1	1
767	многих отношениях	1	1
768	в корне	1	1
769	и развитие	2	1
770	в европейской	4	1
771	всеми другими	1	1
772	чем в	3	1
773	как же	1	1
774	или не	1	1
775	в которой	5	1
776	живет и	1	1
777	исходит от	1	1
778	борьбы с	2	1
779	фигурой это	1	1
780	ее от	1	1
781	духовным потребностям	1	1
782	дальнейшем эта	1	1
783	но совершенно	1	1
784	будто бы	1	1
785	что за	2	1
786	с самого	1	1
787	но для	2	1
788	традиции и	1	1
789	сходство с	2	1
790	в среде	2	1
791	между этими	2	1
792	на пути	1	1
793	этом последнем	1	1
794	я совершенно	1	1
795	между ними	2	1
796	полезными для	1	1
797	на земле	3	1
798	между прочим	2	1
799	рядом с	1	1
800	идет по	1	1
801	самое решение	1	1
802	чтобы после	1	1
803	от этого	1	1
804	о которых	7	1
805	больше всего	1	1
806	оградить себя	1	1
807	культуры есть	1	1
808	пути пройденного	1	1
809	культура человечества	1	1
810	в эту	2	1
811	лица земли	1	1
812	на себе	2	1
813	в других	1	1
814	сих пор	15	1
815	вопроса о	1	1
816	к истине	1	1
817	не имея	1	1
818	в лучшем	1	1
819	мы можем	6	1
820	откровения на	1	1
821	не выше	5	1
822	мы уже	4	1
823	все остальные	1	1
824	момента когда	1	1
825	именно потому	2	1
826	путь который	1	1
827	для тех	1	1
828	в развитии	1	1
829	возможен лишь	1	1
830	не были	1	1
831	не тем	1	1
832	земле в	1	1
833	других людей	1	1
834	элементы в	1	1
835	себя на	1	1
836	является одним	1	1
837	решение вопроса	1	1
838	существу он	1	1
839	которого в	2	1
840	этом у	1	1
841	работа как	1	1
842	с большой	1	1
843	тот или	1	1
844	только с	1	1
845	или о	1	1
846	очевидна и	1	1
847	его создателя	1	1
848	и бесповоротно	1	1
849	это делает	1	1
850	культуры мы	1	1
851	лучше сказать	1	1
852	что только	3	1
853	образом здесь	2	1
854	вне этого	1	1
855	и была	1	1
856	что без	1	1
857	свои силы	2	1
858	чаще всего	1	1
859	его словами	1	1
860	на место	1	1
861	в данный	1	1
862	за себя	1	1
863	в точке	2	1
864	независимо от	2	1
865	всех этих	4	1
866	есть ли	1	1
867	что этот	1	1
868	в один	2	1
869	в одну	4	1
870	и особенно	2	1
871	он должен	2	1
872	одного и	3	1
873	что до	2	1
874	мы видели	2	1
875	можно только	1	1
876	к сожалению	1	1
877	нет а	1	1
878	на деле	1	1
879	господствовать над	1	1
880	социальной жизни	4	1
881	на субъективном	1	1
882	до сих	15	1
883	и медленно	1	1
884	без такого	1	1
885	них в	2	1
886	и свою	1	1
887	в частной	1	1
888	с и	1	1
889	с такой	1	1
890	и кто	1	1
891	за ними	3	1
892	есть общая	1	1
893	лишь только	5	1
894	говорит а	1	1
895	что это	5	1
896	целого ряда	1	1
897	и этого	1	1
898	не исчерпывается	1	1
899	от этой	1	1
900	в человеке	1	1
901	все те	1	1
902	с каждым	1	1
903	к сознанию	1	1
904	речь приходится	1	1
905	однако он	1	1
906	не ставит	1	1
907	усматривая в	1	1
908	не могут	4	1
909	этой позиции	1	1
910	смотреть на	2	1
911	приходится признавать	1	1
912	ряде других	1	1
913	собой и	1	1
914	однако мы	2	1
915	иметь в	1	1
916	в моем	1	1
917	каждой новой	1	1
918	это конечно	2	1
919	как при	2	1
920	с общим	2	1
921	народа но	4	1
922	на месте	2	1
923	ничего такого	1	1
924	в процессе	2	1
925	как быть	1	1
926	в памяти	1	1
927	есть нечто	1	1
928	в определенной	1	1
929	и так	2	1
930	же остается	1	1
931	состоит из	4	1
932	никто не	2	1
933	правда не	1	1
934	в которых	2	1
935	ему и	2	1
936	о котором	7	1
937	именно поэтому	1	1
938	зависимости от	2	1
939	народу следует	1	1
940	друг от	6	1
941	развития человечества	2	1
942	только одно	3	1
943	ее на	1	1
944	но тут	1	1
945	этого явления	2	1
946	культура современных	1	1
947	же я	1	1
948	отличается от	6	1
949	что мы	4	1
950	совершенно иной	2	1
951	с оружием	1	1
952	не считал	1	1
953	роли в	1	1
954	задний план	1	1
955	с нами	1	1
956	самая лучшая	1	1
957	можно лишь	2	1
958	это все	1	1
959	спасения от	1	1
960	если для	1	1
961	мало или	1	1
962	их умственные	1	1
963	народа и	1	1
964	народов и	6	1
965	подчиненное положение	1	1
966	и наиболее	1	1
967	россии в	1	1
968	на основании	1	1
969	к делу	1	1
970	ее с	1	1
971	целый ряд	4	1
972	что такая	1	1
973	их будет	1	1
974	он есть	1	1
975	борьба за	2	1
976	лишь то	1	1
977	перед глазами	1	1
978	себя от	1	1
979	пути на	1	1
980	потому и	2	1
981	и там	2	1
982	ибо на	1	1
983	его если	1	1
984	ее не	1	1
985	этого народа	3	1
986	самые различные	1	1
987	если мы	4	1
988	его последствия	1	1
989	в состояние	1	1
990	этом однако	1	1
991	впадают в	1	1
992	но именно	1	1
993	за пределами	1	1
994	только при	2	1
995	в каждый	6	1
996	путей к	1	1
997	котором мы	1	1
998	не стоит	2	1
999	решения проблемы	1	1
1000	культуры которые	2	1
1001	себя с	1	1
1002	не свидетельствует	1	1
1003	это единственный	1	1
1004	же он	1	1
1005	который и	1	1
1006	нее и	1	1
1007	культуры вполне	1	1
1008	высшей степени	2	1
1009	для россии	1	1
1010	на время	1	1
1011	и последовательной	1	1
1012	самым все	1	1
1013	или просто	1	1
1014	поэтому что	4	1
1015	даже когда	1	1
1016	после которого	1	1
1017	ничем не	5	1
1018	многих других	2	1
1019	они оба	1	1
1020	людей эти	1	1
1021	пришли к	1	1
1022	что несмотря	2	1
1023	сам он	1	1
1024	того как	1	1
1025	нас не	1	1
1026	от которого	2	1
1027	или с	1	1
1028	этой мысли	1	1
1029	ни на	1	1
1030	развитии и	1	1
1031	зрения по	1	1
1032	состоящее в	1	1
1033	на страже	1	1
1034	может показаться	1	1
1035	все это	13	1
1036	указание на	1	1
1037	а все	1	1
1038	и продолжает	1	1
1039	о ее	1	1
1040	с разными	1	1
1041	страсть к	2	1
1042	когда же	1	1
1043	в виде	4	1
1044	быть вполне	2	1
1045	затем и	1	1
1046	что ни	1	1
1047	от друга	6	1
1048	отказаться от	1	1
1049	он усматривает	1	1
1050	отказаться как	1	1
1051	но принципиально	1	1
1052	когда оно	1	1
1053	начала в	1	1
1054	который как	1	1
1055	чтобы быть	2	1
1056	более что	1	1
1057	случае не	1	1
1058	и единственным	1	1
1059	не подлежит	3	1
1060	которого уже	1	1
1061	основана на	1	1
1062	есть только	2	1
1063	однако это	2	1
1064	последнее время	1	1
1065	на одном	2	1
1066	на все	5	1
1067	и со	1	1
1068	и всякой	1	1
1069	начинать с	1	1
1070	по его	2	1
1071	не создает	1	1
1072	мы находим	1	1
1073	всех названных	1	1
1074	это было	1	1
1075	с другом	9	1
1076	произведение и	1	1
1077	или менее	8	1
1078	при виде	2	1
1079	бы ни	1	1
1080	бы это	1	1
1081	еще одной	1	1
1082	этих двух	2	1
1083	и логически	1	1
1084	без внимания	1	1
1085	что эти	2	1
1086	и свои	1	1
1087	к одному	1	1
1088	только лишь	1	1
1089	свобода которую	1	1
1090	тем сильнее	2	1
1091	и эти	1	1
1092	что от	1	1
1093	и народа	1	1
1094	его тем	1	1
1095	на задний	1	1
1096	борьбы за	2	1
1097	мы воспринимаем	1	1
1098	две стороны	1	1
1099	ни один	4	1
1100	мире есть	1	1
1101	на ступени	1	1
1102	жизни во	1	1
1103	нельзя не	1	1
1104	обстоит дело	1	1
1105	не играет	2	1
1106	у того	1	1
1107	быть и	5	1
1108	есть всегда	1	1
1109	к тем	2	1
1110	в последующем	1	1
1111	эти рассуждения	1	1
1112	и их	5	1
1113	оказывается что	5	1
1114	конечно в	2	1
1115	скачка в	1	1
1116	говоря о	1	1
1117	не следует	2	1
1118	лишь как	1	1
1119	ведь если	1	1
1120	на всю	1	1
1121	этому поводу	1	1
1122	и всех	1	1
1123	осознают что	1	1
1124	всю их	2	1
1125	решающую роль	1	1
1126	к ней	1	1
1127	данного произведения	1	1
1128	на путь	2	1
1129	вдруг оказывается	1	1
1130	характер не	1	1
1131	в высшей	2	1
1132	эту мысль	1	1
1133	тем чтобы	2	1
1134	исторически и	1	1
1135	поскольку все	1	1
1136	для своих	1	1
1137	и тому	2	1
1138	ждет не	1	1
1139	только после	1	1
1140	все предрассудки	1	1
1141	в создании	1	1
1142	и эта	1	1
1143	душевной жизни	1	1
1144	способа мышления	1	1
1145	конце концов	4	1
1146	лучшем случае	1	1
1147	великой и	1	1
1148	дальше в	1	1
1149	пути к	1	1
1150	и конец	4	1
1151	иное как	1	1
