N	3gram	Bakhtin_Pr	formyVre
408	себе самом и	5	1
409	в диалоге в	1	1
410	в самом произведении	2	1
411	оно ориентировано на	1	1
412	может быть или	2	1
413	лишь то что	1	1
414	находиться в более	1	1
415	остановимся прежде всего	1	1
416	поэтому все эти	1	1
417	хотя и не	3	1
418	и в самой	2	1
419	вовсе еще не	1	1
420	авторской речи но	1	1
421	если бы эти	1	1
422	что действие романа	1	1
423	на самом деле	4	1
424	романа с точки	1	1
425	другими чертами его	1	1
426	или находиться в	1	1
427	если же мы	1	1
428	одно из самых	1	1
429	и на своей	1	1
430	смысле этого слова	1	1
431	его жизни и	1	1
432	в лучшем случае	2	1
433	в конце концов	7	1
434	подобно тому как	3	1
435	и у самого	1	1
436	зависимости от того	1	1
437	видения и изображения	6	1
438	есть и что	1	1
439	с установкой на	1	1
440	смысле слова и	1	1
441	в основе этого	1	1
442	лишь на определенной	1	1
443	здесь же нам	1	1
444	отношению к этому	1	1
445	к предмету и	1	1
446	не значит конечно	2	1
447	так что в	1	1
448	именно в том	1	1
449	в пределах одного	6	1
450	есть прежде всего	1	1
451	который был бы	1	1
452	как мы видели	1	1
453	мы даем здесь	1	1
454	и так сказать	1	1
455	они ни были	1	1
456	том что он	5	1
457	к смертной казни	1	1
458	может быть образ	1	1
459	между тем как	5	1
460	со всею его	3	1
461	не могут быть	1	1
462	выходит за пределы	1	1
463	я для себя	1	1
464	же время оно	2	1
465	ведь дело идет	1	1
466	на первый взгляд	1	1
467	новое видение и	1	1
468	в отношении к	3	1
469	никогда не может	2	1
470	те же явления	1	1
471	а так как	1	1
472	все в нем	1	1
473	уже говорили что	1	1
474	та или иная	1	1
475	что в нем	1	1
476	и на его	1	1
477	многообразнейший мир вещей	1	1
478	притом не только	1	1
479	мы увидим в	1	1
480	в нем и	1	1
481	все это в	1	1
482	его художественного мира	1	1
483	определяющая все его	1	1
484	все они как	1	1
485	с другом но	1	1
486	здесь таким образом	1	1
487	в себе и	2	1
488	быть самим собою	1	1
489	уже не только	1	1
490	теперь мы должны	1	1
491	она дана как	1	1
492	сюда же относится	1	1
493	и следовательно в	1	1
494	нашу точку зрения	2	1
495	один из его	1	1
496	в котором они	1	1
497	вся внутренняя жизнь	1	1
498	поэтому вовсе не	1	1
499	в другом случае	1	1
500	а не о	1	1
501	и совершенно новое	1	1
