N	2gram	Savitsky_P	Marksizm
144	должно быть	2	5
145	xix века	6	5
146	но как	1	5
147	и тем	2	5
148	оно ни	1	5
149	вместе с	1	5
150	дело идет	1	5
151	да и	2	5
152	слова о	1	5
153	и вот	2	5
154	связана с	1	5
155	хотя и	3	5
156	в душе	1	5
157	но не	3	5
158	в условиях	1	5
159	тем более	2	5
160	она не	1	5
161	и к	4	4
162	только что	1	4
163	какой бы	1	4
164	в рамки	1	4
165	в них	2	4
166	он был	1	4
167	и иных	1	4
168	во всей	2	4
169	из них	2	4
170	что все	1	4
171	в которой	1	4
172	именно здесь	1	4
173	но для	1	4
174	в других	1	4
175	но к	2	4
176	и особенно	1	4
177	от нее	1	4
178	нет ничего	1	4
179	бы и	1	4
180	именно на	1	4
181	переход от	2	4
182	и то	1	4
183	уже в	1	4
184	не будем	2	4
185	в определенном	1	4
186	– но	1	4
187	слова но	2	4
188	как она	1	4
189	пр в	1	4
190	может идти	1	4
191	стороны и	2	4
192	в области	11	4
193	что было	1	3
194	они являются	1	3
195	в применении	1	3
196	с тем	3	3
197	ними как	1	3
198	применении к	1	3
199	говорить о	2	3
200	на пути	4	3
201	находится в	1	3
202	друг с	1	3
203	мы видим	1	3
204	в тот	2	3
205	не о	2	3
206	прежде чем	1	3
207	или хотя	1	3
208	в живом	1	3
209	чтобы понять	1	3
210	в русской	4	3
211	более или	1	3
212	все основные	1	3
213	что эта	1	3
214	одно и	1	3
215	быть именно	1	3
216	что во	1	3
217	и есть	2	3
218	были бы	1	3
219	если он	1	3
220	как к	1	3
221	тогда когда	1	3
222	и при	1	3
223	два основных	1	3
224	– все	1	3
225	для каждого	1	3
226	еще в	1	3
227	в которых	5	3
228	со стороны	2	3
229	ни к	1	3
230	потому что	3	3
231	в мир	1	3
232	главным образом	2	3
233	мы возьмем	1	3
234	находятся в	1	3
235	что оно	1	3
236	они не	1	3
237	том числе	2	3
238	на нее	1	3
239	в бытии	1	3
240	говорить об	1	3
241	с другом	1	3
242	в виде	2	3
243	должен быть	1	3
244	или менее	1	3
245	не все	1	3
246	бы это	1	3
247	связаны с	1	3
248	к жизни	1	3
249	и по	1	3
250	этих двух	1	3
251	и других	2	3
252	как ни	1	3
253	также и	1	3
254	в значительной	2	3
255	не с	1	3
256	числе и	1	3
257	и о	5	3
258	и только	1	3
259	эта проблема	1	3
260	и другие	1	2
261	к этой	1	2
262	есть прежде	1	2
263	вопросу о	1	2
264	из всех	1	2
265	ощущается как	1	2
266	из нее	1	2
267	мы и	1	2
268	к более	1	2
269	исходить из	1	2
270	например в	2	2
271	в жизни	2	2
272	в собственном	1	2
273	было в	2	2
274	почти исключительно	1	2
275	мы все	1	2
276	не об	1	2
277	тем самым	3	2
278	не вполне	1	2
279	соприкасается с	1	2
280	в прошлом	1	2
281	к ним	1	2
282	бы ее	1	2
283	распадается на	1	2
284	не просто	1	2
285	гораздо более	1	2
286	отношения к	2	2
287	в недрах	2	2
288	и современная	1	2
289	иными словами	1	2
290	для них	2	2
291	бы что	1	2
292	и притом	1	2
293	сознания к	1	2
294	является и	1	2
295	что его	1	2
296	под его	1	2
297	также в	1	2
298	и именно	1	2
299	же как	1	2
300	между прочим	2	2
301	и мир	1	2
302	именно как	2	2
303	могли бы	1	2
304	а с	1	2
305	социального бытия	1	2
306	мысль и	1	2
307	в философии	1	2
308	не могла	1	2
309	где в	2	2
310	этом смысле	1	2
311	в современной	1	2
312	тот или	1	2
313	культуры и	1	2
314	друг другу	2	2
315	к внешнему	1	2
316	в общем	2	2
317	собственном смысле	1	2
318	в частности	2	2
319	в судьбах	6	2
320	основная задача	1	2
321	этого процесса	1	2
322	сами по	3	2
323	конечно и	1	2
324	оказывается в	1	2
325	соприкасается со	1	2
326	заключается в	3	2
327	быть разрешена	1	2
328	огромной исторической	1	2
329	что мы	3	2
330	и если	4	2
331	тех пор	1	2
332	и вся	1	2
333	эта мысль	1	2
334	ни были	1	2
335	каждый из	1	2
336	это значение	1	2
337	в обладании	1	2
338	исключительно в	2	2
339	чуть ли	1	2
340	в гораздо	4	2
341	к формам	1	2
342	что с	1	2
343	и всегда	1	2
344	речь но	1	2
345	в г	1	2
346	оставаясь в	1	2
347	xviii и	1	2
348	и где	1	2
349	в эпоху	1	2
350	есть в	2	2
351	ли не	1	2
352	и тех	1	2
353	в эти	1	2
354	стремиться к	1	2
355	до тех	1	2
356	эти последние	1	2
357	поскольку они	1	2
358	с определенной	1	2
359	пор пока	1	2
360	есть и	1	2
361	само по	1	2
362	можно говорить	1	1
363	выражена в	1	1
364	особый и	2	1
365	относятся следовательно	1	1
366	и очень	1	1
367	с двух	1	1
368	и глубины	1	1
369	нем в	1	1
370	более широкой	1	1
371	по всему	1	1
372	история не	1	1
373	имеет важность	1	1
374	которой в	1	1
375	одно из	1	1
376	материализма и	2	1
377	раскрывается в	1	1
378	с собой	1	1
379	и само	1	1
380	этой последней	1	1
381	или чисто	1	1
382	к русскому	1	1
383	идти в	1	1
384	из двух	1	1
385	как одна	1	1
386	и судьбы	1	1
387	мысль о	2	1
388	пределах русского	1	1
389	эти силы	1	1
390	весь он	1	1
391	именно о	1	1
392	к другим	1	1
393	определяется как	1	1
394	что по	1	1
395	притом в	1	1
396	наш взгляд	1	1
397	одновременно и	1	1
398	в природе	1	1
399	может по	1	1
400	когда в	1	1
401	намеченных в	1	1
402	относиться к	1	1
403	наша задача	1	1
404	осуществляется в	2	1
405	среды в	1	1
406	и ныне	1	1
407	и истина	1	1
408	бы из	1	1
409	отрыве от	1	1
410	и должна	1	1
411	во многих	1	1
412	их не	1	1
413	должна была	1	1
414	об отношении	1	1
415	но также	4	1
416	два направления	1	1
417	содержание было	1	1
418	и еще	1	1
419	она ни	2	1
420	но возможно	1	1
421	в человеческих	1	1
422	без того	1	1
423	входят в	1	1
424	от разрешения	1	1
425	что именно	1	1
426	европы и	1	1
427	своем они	1	1
428	в движении	1	1
429	она есть	3	1
430	большей степени	4	1
431	широкой и	1	1
432	однако же	1	1
433	или иным	1	1
434	представить себе	1	1
435	и мы	2	1
436	по природе	1	1
437	сохранению и	1	1
438	зрения той	1	1
439	пути в	2	1
440	время в	2	1
441	прийти к	1	1
442	подчеркнуть что	1	1
443	и через	1	1
444	совершенно новое	1	1
445	наш век	1	1
446	надстройка над	2	1
447	разрешения в	1	1
448	так было	1	1
449	от тех	1	1
450	к чему	2	1
451	только знак	1	1
452	которое в	2	1
453	на себя	1	1
454	потому в	2	1
455	xviii века	1	1
456	взятые в	1	1
457	на заре	1	1
458	я и	3	1
459	обстановки и	1	1
460	свет его	1	1
461	разработки в	1	1
462	есть та	1	1
463	в мире	2	1
464	сложной и	1	1
465	этот вывод	1	1
466	века в	1	1
467	и теми	1	1
468	в себя	1	1
469	xix век	2	1
470	точек зрения	2	1
471	в эту	2	1
472	до которых	1	1
473	и быть	1	1
474	исторического материализма	3	1
475	как факт	2	1
476	не означает	1	1
477	к предмету	1	1
478	в исторической	1	1
479	действие в	1	1
480	сочетаться с	1	1
481	о возникновении	1	1
482	случаев только	1	1
483	исторических эпох	1	1
484	зоной между	1	1
485	тем и	1	1
486	как автор	1	1
487	в иных	1	1
488	как известно	1	1
489	– по	1	1
490	но есть	1	1
491	что есть	1	1
492	это ощущение	1	1
493	теми же	1	1
494	в силу	2	1
495	из внешней	1	1
496	бы оно	1	1
497	иной раз	1	1
498	бы эти	1	1
499	ее нужно	1	1
500	бы ни	2	1
501	иначе как	1	1
502	и чем	1	1
503	в статье	2	1
504	поскольку вообще	1	1
505	значение если	1	1
506	вопрос ставится	1	1
507	них в	1	1
508	если в	2	1
509	также что	1	1
510	в случаях	1	1
511	европейского мира	1	1
512	переходит в	1	1
513	с и	1	1
514	сменяют друг	1	1
515	хх века	2	1
516	что называют	1	1
517	в глубинах	2	1
518	от этой	1	1
519	связывается с	1	1
520	нет никакого	1	1
521	творчества и	2	1
522	могут стать	1	1
523	будем касаться	1	1
524	в россии	3	1
525	идет именно	1	1
526	которых совершается	1	1
527	к пределу	1	1
528	и признаки	1	1
529	только то	1	1
530	связанные с	1	1
531	отчасти и	1	1
532	такого восприятия	1	1
533	сравнению с	1	1
534	в известном	1	1
535	на каждом	1	1
536	определенный и	1	1
537	в которые	1	1
538	выступает как	1	1
539	та эпоха	1	1
540	последние в	1	1
541	ли они	1	1
542	и резко	2	1
543	ни на	1	1
544	гораздо большей	4	1
545	о духе	1	1
546	и везде	1	1
547	в иной	1	1
548	возможно также	1	1
549	о котором	1	1
550	только мы	1	1
551	по сравнению	2	1
552	сторона вопроса	2	1
553	каждый в	2	1
554	в хозяйстве	2	1
555	что уже	1	1
556	в которую	2	1
557	в это	1	1
558	внешнему выражению	1	1
559	у каждого	1	1
560	на основании	1	1
561	как проблема	1	1
562	идеи в	1	1
563	в предыдущем	1	1
564	м ы	1	1
565	только это	2	1
566	над собой	1	1
567	н а	10	1
568	к следующему	1	1
569	же всего	1	1
570	к сохранению	1	1
571	к возможностям	1	1
572	может оказаться	1	1
573	к миру	1	1
574	различий в	1	1
575	во времени	1	1
576	в наш	1	1
577	из этой	1	1
578	в горести	1	1
579	рождается и	1	1
580	в сочетании	2	1
581	но на	1	1
582	хозяйстве и	1	1
583	многих других	1	1
584	не внешнее	1	1
585	или политической	1	1
586	в окружающем	1	1
587	и живое	1	1
588	на общество	1	1
589	движущим силам	1	1
590	различия между	1	1
591	вождя в	1	1
592	и слова	1	1
593	ведет в	1	1
594	следовательно к	1	1
595	гоголя и	1	1
596	и без	3	1
597	чем другие	1	1
598	ее соками	1	1
599	не та	1	1
600	на фоне	1	1
601	и я	1	1
602	половины xix	1	1
603	нисколько не	1	1
604	и другим	1	1
605	заложенное в	1	1
606	определенных и	1	1
607	особенно в	1	1
608	необходимы и	1	1
609	бытия как	1	1
610	и эти	1	1
611	только к	1	1
612	план в	1	1
613	с большою	1	1
614	которую мы	2	1
615	философской и	1	1
616	получили в	1	1
617	каждого слова	1	1
618	индивидуальной личности	1	1
619	пр есть	1	1
620	момент когда	1	1
621	случаях когда	1	1
622	или его	1	1
623	в восприятии	1	1
624	в рамках	1	1
625	в отрыве	1	1
626	нужно говорить	1	1
627	времени с	1	1
628	пути к	1	1
629	разнообразнейших формах	1	1
630	науки как	1	1
631	момента и	1	1
632	для этого	1	1
