N	2gram	Voloshinov	EvropaiC
175	что такой	1	2
176	такой же	1	2
177	но для	3	2
178	с момента	1	2
179	в процессе	5	2
180	если он	1	2
181	тому что	1	2
182	представляет собою	1	2
183	имеет место	2	2
184	с ними	2	2
185	их в	1	2
186	при таком	1	2
187	в которых	1	2
188	никто не	1	2
189	они не	1	2
190	на одном	1	2
191	себя и	1	2
192	не имеет	2	2
193	зависимости от	2	2
194	в себя	1	2
195	у в	1	2
196	в них	2	2
197	в основе	1	2
198	и более	1	2
199	до тех	4	2
200	на этом	1	2
201	и социальной	1	2
202	другими словами	1	2
203	к нему	1	2
204	одной стороны	2	2
205	можно лишь	1	2
206	также и	1	2
207	ту же	1	2
208	в другом	2	2
209	и уже	3	2
210	к тем	1	2
211	между отдельными	1	2
212	говорить о	3	2
213	которую он	1	2
214	конечно в	2	2
215	из него	1	2
216	только то	1	2
217	этот вопрос	1	2
218	же время	1	2
219	из одного	1	2
220	а всякое	1	2
221	что же	3	2
222	промежуток времени	1	2
223	между людьми	1	2
224	это конечно	1	2
225	к двум	1	2
226	тех пор	4	2
227	общего с	3	2
228	он все	1	2
229	во всей	2	2
230	что она	1	2
231	одна из	1	2
232	этого слова	1	2
233	но если	1	2
234	и его	12	2
235	что до	1	2
236	отнюдь не	1	2
237	не будут	1	2
238	с ее	1	2
239	входящих в	1	2
240	но так	2	2
241	в самой	1	2
242	и особенно	1	2
243	точку зрения	3	2
244	и ее	2	2
245	как все	1	1
246	к сожалению	2	1
247	всего в	1	1
248	само собой	1	1
249	представим себе	2	1
250	в другой	1	1
251	для всех	1	1
252	мы видим	2	1
253	науки о	1	1
254	произведение и	1	1
255	один из	1	1
256	школы и	2	1
257	оно может	1	1
258	положение что	1	1
259	она и	1	1
260	но основные	1	1
261	ее на	1	1
262	того как	1	1
263	и пр	7	1
264	за исключением	1	1
265	вполне понятно	4	1
266	уже в	2	1
267	мы не	4	1
268	время в	1	1
269	нам удалось	1	1
270	не говорить	1	1
271	и превратив	1	1
272	каждом индивидуальном	1	1
273	а у	1	1
274	в своей	4	1
275	социального общения	6	1
276	он и	1	1
277	в ее	3	1
278	мысли и	1	1
279	не приходится	1	1
280	что такое	1	1
281	ее в	2	1
282	не исчерпывается	2	1
283	своей истории	1	1
284	общения с	1	1
285	в широком	1	1
286	это слово	1	1
287	то не	1	1
288	общим достоянием	1	1
289	быть может	1	1
290	среде и	1	1
291	в отношении	2	1
292	же самые	1	1
293	только они	1	1
294	а на	1	1
295	в зависимости	2	1
296	как же	1	1
297	в борьбе	1	1
298	иметь не	1	1
299	этой точки	1	1
300	о возможности	1	1
301	здесь мы	3	1
302	ни одна	1	1
303	и всякое	1	1
304	к телу	1	1
305	раз навсегда	1	1
306	на себя	1	1
307	и эта	5	1
308	тем что	2	1
309	и другое	1	1
310	или иная	1	1
311	помимо этого	2	1
312	например в	1	1
313	ее или	1	1
314	долгое время	1	1
315	и как	1	1
316	лишь с	1	1
317	как о	1	1
318	и иметь	1	1
319	в определенной	1	1
320	себя как	1	1
321	эту точку	1	1
322	и социальная	1	1
323	века к	1	1
324	этого необходимо	1	1
325	же остается	1	1
326	свидетелями того	1	1
327	на эту	1	1
328	но когда	1	1
329	как в	2	1
330	так в	1	1
331	другом месте	1	1
332	последнее время	1	1
333	от этого	2	1
334	сливаются в	1	1
335	на всем	1	1
336	социальной группы	4	1
337	да и	3	1
338	и следовательно	2	1
339	является лишь	1	1
340	чтобы заметить	1	1
341	роль в	2	1
342	или их	1	1
343	мы считаем	2	1
344	всей своей	2	1
345	но мы	4	1
346	художественное произведение	2	1
347	ряд вопросов	1	1
348	будут с	1	1
349	вопроса о	4	1
350	элемент его	1	1
351	на всю	1	1
352	на место	1	1
353	его к	1	1
354	иметь в	1	1
355	к одному	3	1
356	в каждом	4	1
357	нет ничего	2	1
358	необходимо чтобы	1	1
359	речь в	1	1
360	это и	1	1
361	еще и	4	1
362	и отчасти	2	1
363	не является	4	1
364	только к	1	1
365	с самого	2	1
366	образом мы	1	1
367	то это	1	1
368	людей и	1	1
369	мыслей и	1	1
370	с известным	1	1
371	тем мы	1	1
372	жизни он	1	1
373	в целях	2	1
374	которую мы	1	1
375	ведь в	1	1
376	является неизбежным	1	1
377	все социальное	1	1
378	соединяются в	1	1
379	даже и	1	1
380	та или	1	1
381	не могу	1	1
382	но при	1	1
383	эти слова	1	1
384	и вот	1	1
385	и элементов	1	1
386	в значительной	1	1
387	входит в	2	1
388	проблемы не	1	1
389	есть одно	1	1
390	это все	1	1
391	совсем не	1	1
392	к разрешению	1	1
393	само собою	1	1
394	близкий к	1	1
395	с большим	1	1
396	как из	1	1
397	в этот	2	1
398	неприемлемы как	1	1
399	и помимо	2	1
400	точно и	1	1
401	кажется что	2	1
402	явствует что	1	1
403	от всех	2	1
404	смысле слова	2	1
405	которой он	1	1
406	изучение фактов	1	1
407	на нем	1	1
408	только на	1	1
409	борьбе с	1	1
410	вступает в	1	1
411	одно и	3	1
412	себе на	1	1
413	в науке	1	1
414	в различных	1	1
415	элементов входящих	1	1
416	и наиболее	2	1
417	в нашей	1	1
418	и создавать	1	1
419	для своей	1	1
420	лишь как	1	1
421	можно было	1	1
422	с понятием	1	1
423	самого начала	2	1
424	и часто	1	1
425	же самое	1	1
426	состоит в	1	1
427	собою и	1	1
428	мы утверждаем	1	1
429	истории и	1	1
430	общей истории	2	1
431	быть не	1	1
432	процессе подражания	1	1
433	вопрос в	1	1
434	и глубоко	1	1
435	не совсем	1	1
436	не создает	1	1
437	по которым	1	1
438	нет и	1	1
439	тех случаях	1	1
440	положения что	1	1
441	могут быть	2	1
442	социальных связей	1	1
443	условиях с	1	1
444	порвать с	1	1
445	сложнее и	1	1
446	до конца	1	1
447	которым должна	1	1
448	к которому	1	1
449	они считают	1	1
450	него все	1	1
451	вне этого	1	1
452	утверждаем что	1	1
453	не знаем	1	1
454	в узком	1	1
455	социально-политического строя	1	1
456	что без	1	1
457	именно с	1	1
458	с его	1	1
459	от другой	1	1
460	сказать что	1	1
461	а как	2	1
462	только с	1	1
463	время мы	1	1
464	ведь и	1	1
465	не мог	2	1
466	их целей	1	1
467	а не	2	1
468	и оно	1	1
469	если только	1	1
470	мы попытались	1	1
471	пути к	2	1
472	особенностей в	2	1
473	и тем	2	1
474	есть не	2	1
475	в руках	2	1
476	иное как	2	1
477	вся эта	1	1
478	его можно	1	1
479	своего развития	1	1
480	наиболее полно	2	1
