N	3gram	Medvedev_F	Freidism
123	психологической и философской	1	1
124	с другими идеологическими	2	1
125	что же это	1	1
126	явления таким образом	1	1
127	в жесте в	1	1
128	вовсе не является	1	1
129	и биология в	1	1
130	поэтому они сами	1	1
131	до известной степени	3	1
132	и наконец в	2	1
133	то что он	1	1
134	историческую перспективу для	1	1
135	оставаясь в пределах	1	1
136	язык и его	3	1
137	но и в	4	1
138	же это за	1	1
139	от того что	1	1
140	как мы знаем	2	1
141	по крайней мере	1	1
142	более того она	1	1
143	так и с	1	1
144	по сравнению с	1	1
145	же что и	1	1
146	была бы совершенно	1	1
147	социальные связи в	1	1
148	что бы то	3	1
149	и не имеющие	1	1
150	и все те	1	1
151	если же мы	1	1
152	может быть даже	1	1
153	жизни в различных	1	1
154	имеем в виду	1	1
155	однако и здесь	1	1
156	форма и содержание	1	1
157	в гораздо большей	1	1
158	может пройти мимо	1	1
159	почва на которой	1	1
160	во внутренней речи	1	1
161	большое значение в	1	1
162	в жизни и	1	1
163	не то чем	1	1
164	в целом ряде	2	1
165	концы с концами	1	1
166	мы различаем в	1	1
167	может войти в	2	1
168	художественной формы и	1	1
169	ее целом а	1	1
170	всех без исключения	1	1
171	и пр но	2	1
172	как и всякое	1	1
173	глубже и существеннее	1	1
174	согласиться с тем	1	1
175	центр тяжести в	1	1
176	вещей и социальных	1	1
177	что в данном	1	1
178	и хотя бы	1	1
179	во что бы	3	1
180	и его содержание	1	1
181	такой же степени	1	1
182	гораздо большей степени	1	1
183	только с точки	1	1
184	кроме этого отношения	1	1
185	но даже и	2	1
186	к дальнейшему развитию	1	1
187	тем что его	1	1
188	в ссср в	1	1
189	но что же	1	1
190	все же не	1	1
191	своего исторического существования	1	1
192	и пр все	2	1
193	с другими направлениями	1	1
194	со всех сторон	1	1
195	каждое из этих	1	1
196	свою очередь является	2	1
197	никаких оснований для	1	1
198	которая могла бы	1	1
199	но при этом	1	1
200	что же останется	1	1
201	все время иметь	1	1
202	в особенности в	1	1
203	ничего общего с	2	1
204	может быть конечно	1	1
205	остается подвести итоги	1	1
206	не что иное	1	1
207	в некоторых отношениях	1	1
208	могут быть поняты	1	1
209	то же что	1	1
210	как в самом	1	1
211	вовсе не есть	1	1
212	в такой же	1	1
213	иметь в виду	1	1
214	как и все	2	1
215	не может ведь	1	1
216	она не может	1	1
217	и в дальнейшем	1	1
218	вкратце остановиться на	1	1
219	в этом пункте	4	1
220	со всем этим	1	1
221	даже не пытается	1	1
222	в основе этой	2	1
223	так как они	1	1
224	но для этого	1	1
225	настолько велико что	1	1
226	каждого из этих	1	1
227	так же как	1	1
228	не выходит за	1	1
229	в двух направлениях	1	1
230	с помощью каких	1	1
231	главным образом из	1	1
232	смысле этого слова	4	1
233	эти вопросы и	1	1
234	но как раз	1	1
235	во всех этих	1	1
236	всяком случае уже	1	1
237	при ознакомлении с	1	1
238	при этом условии	1	1
239	но есть ли	1	1
240	можно говорить о	1	1
241	роковую роль в	2	1
242	социологической точки зрения	1	1
243	что между ними	1	1
244	точки зрения его	1	1
245	и в то	4	1
246	продолжает жить и	1	1
247	должно быть дано	1	1
248	не может пройти	1	1
249	сознания таким образом	1	1
250	формы и ее	1	1
251	самом деле ведь	1	1
252	тело а как	1	1
253	не только не	2	1
254	есть не что	1	1
255	роль в истории	2	1
256	наиболее последовательное выражение	1	1
257	совершенно независимо от	1	1
258	сил и энергий	1	1
259	уже знаем что	1	1
260	время иметь в	1	1
261	в этом периоде	1	1
262	нужно сказать что	1	1
263	во втором периоде	5	1
264	органического единства и	1	1
265	в целом и	1	1
266	общем можно сказать	1	1
267	ситуация при которой	1	1
268	на каком материале	1	1
269	то в нем	1	1
270	в общем можно	1	1
271	случае уже не	1	1
272	по этому вопросу	1	1
273	в эпоху разложения	1	1
274	все в нем	1	1
275	что иное как	1	1
276	деталях и нюансах	1	1
277	извне и изнутри	1	1
278	но все же	2	1
279	настоящее время в	3	1
280	все это не	1	1
281	в нем и	2	1
282	в дальнейшей жизни	1	1
283	как бы ни	3	1
284	мы имеем в	1	1
285	научной основательности и	1	1
286	из того что	1	1
287	между тем как	1	1
288	но ведь именно	1	1
289	является одним из	1	1
290	увидим что и	1	1
291	теперь с точки	1	1
292	все без исключения	1	1
293	он со всею	1	1
294	и входит в	1	1
295	даже и не	1	1
296	до конца и	1	1
297	и пр только	1	1
298	собственном смысле этого	1	1
299	во всех сферах	1	1
300	тот или иной	1	1
301	или хотя бы	1	1
302	представляется нам в	1	1
303	нам кажется что	1	1
304	среда в которой	1	1
305	и потому не	1	1
306	начала и до	2	1
307	в настоящее время	11	1
308	раз и навсегда	2	1
309	имеющие отношения к	1	1
310	то ни стало	4	1
