N	2gram	Tiupa_Vved	Hudozhes
162	художественный текст	1	4
163	со своей	4	4
164	и о	4	4
165	однако в	9	4
166	в силу	2	4
167	или иного	1	4
168	хотя и	10	4
169	в той	5	3
170	текста в	3	3
171	рамках которого	1	3
172	и к	2	3
173	и составляет	3	3
174	человеческой жизни	4	3
175	и на	5	3
176	текст в	1	3
177	системе ценностей	1	3
178	искусства это	1	3
179	литературы как	1	3
180	даже в	3	3
181	о чем	4	3
182	подобно тому	3	3
183	если бы	10	3
184	оказывается в	3	3
185	и сам	2	3
186	есть в	2	3
187	а именно	3	3
188	в романе	6	3
189	в жизни	7	3
190	сути дела	4	3
191	это позиция	2	3
192	общения людей	1	3
193	имеет место	6	3
194	как и	21	3
195	к его	5	3
196	их в	3	3
197	и адресата	6	3
198	себя и	1	3
199	коммуникативных стратегий	1	3
200	тем не	3	3
201	культуры в	1	3
202	следует подчеркнуть	5	3
203	но их	1	3
204	и того	3	3
205	и состоит	1	3
206	художественного целого	2	3
207	сводятся к	2	3
208	в противоположность	1	3
209	к нему	2	3
210	потому что	7	3
211	одной стороны	9	3
212	отношении к	1	3
213	в одном	5	3
214	не обязательно	2	3
215	о литературе	1	3
216	всех без	1	3
217	другого в	1	3
218	известной степени	1	3
219	текст как	1	3
220	мог бы	2	3
221	как правило	6	3
222	за пределами	3	3
223	это отношение	1	3
224	во всей	1	3
225	кадров внутреннего	1	3
226	от себя	2	3
227	и внешней	1	3
228	сближение но	1	3
229	в структуре	1	3
230	из этих	5	3
231	текста как	1	3
232	и для	8	3
233	человеческого я	1	3
234	таким образом	6	3
235	человека к	1	3
236	произведения как	1	3
237	с одной	9	3
238	том числе	1	3
239	в произведении	1	3
240	в художественной	2	3
241	композиционных форм	2	3
242	как раз	5	3
243	не слияние	1	3
244	сути своей	1	3
245	несет в	4	3
246	смешивать с	1	3
247	читателя в	1	3
248	и притом	3	3
249	связи с	2	3
250	но он	2	3
251	объекта и	1	3
252	в таком	2	3
253	в контексте	4	3
254	в связи	1	3
255	или даже	2	3
256	текста выступает	2	3
257	эстетического субъекта	1	3
258	по своему	3	3
259	во всех	2	3
260	картины мира	12	3
261	м.м бахтина	1	3
262	как уже	1	3
263	следует смешивать	1	3
264	однако если	1	3
265	тому как	3	3
266	личности и	1	3
267	субъекта и	1	3
268	в рассказе	15	3
269	принадлежит к	3	3
270	в свою	5	3
271	с языком	2	3
272	одно и	1	3
273	к области	1	3
274	автора и	1	3
275	в пределах	3	3
276	этом смысле	1	3
277	того же	1	3
278	перед лицом	4	3
279	что можно	1	3
280	одного сознания	1	3
281	одного и	1	3
282	слова в	3	3
283	являет собой	5	3
284	и прежде	1	3
285	в точке	4	3
286	чем и	2	3
287	не случайно	1	3
288	в культуре	2	3
289	в целом	4	3
290	и ее	2	3
291	поскольку не	2	2
292	ведет к	2	2
293	более не	2	2
294	мире и	1	2
295	образом и	1	2
296	один из	3	2
297	речевой деятельности	2	2
298	по бахтину	2	2
299	легкой руки	2	2
300	рассказ о	1	2
301	жизни а	1	2
302	и который	2	2
303	и читателем	1	2
304	судьбы а	1	2
305	о жизни	2	2
306	в финале	4	2
307	с ним	3	2
308	строго говоря	2	2
309	создает эффект	2	2
310	мира представляет	1	2
311	из которых	1	2
312	не как	2	2
313	окружающей его	1	2
314	в году	2	2
315	знаков в	1	2
316	не признает	1	2
317	по себе	2	2
318	в них	4	2
319	оно не	2	2
320	как знаками	1	2
321	самом деле	6	2
322	заключается в	2	2
323	все эти	1	2
324	имеет дело	1	2
325	именно в	1	2
326	по мысли	5	2
327	читательского восприятия	1	2
328	значения и	2	2
329	читателем в	1	2
330	лично для	1	2
331	значительной степени	2	2
332	и соответственно	4	2
333	с ними	2	2
334	в молчание	2	2
335	как в	8	2
336	в теорию	1	2
337	роль в	2	2
338	к бытию	1	2
339	говоря и	1	2
340	бы не	3	2
341	жизни в	5	2
342	адресата а	2	2
343	вследствие этого	5	2
344	в итоге	4	2
345	ни для	1	2
346	в известном	1	2
347	всей своей	4	2
348	которая не	2	2
349	жизни на	2	2
350	своей жизни	3	2
351	о том	7	2
352	в аспекте	3	2
353	не входит	2	2
354	при всем	1	2
355	при всей	3	2
356	свою очередь	5	2
357	это и	1	2
358	еще и	2	2
359	ни к	3	2
360	и конец	2	2
361	мастера и	2	2
362	при условии	1	2
363	вытекает из	1	2
364	не могли	1	2
365	между собой	2	2
366	в кадры	3	2
367	своей природе	2	2
368	на основе	2	2
369	во мне	1	2
370	писал бахтин	3	2
371	зародившийся в	1	2
372	собственного текста	1	2
373	времени в	3	2
374	не всегда	2	2
375	причастной вненаходимости	2	2
376	новейшего времени	3	2
377	слова и	3	2
378	могло быть	1	2
379	между двумя	5	2
380	для меня	1	2
381	воздействия на	1	2
382	не могло	2	2
383	может служить	4	2
384	речь идет	3	2
385	втором случае	1	2
386	художественной литературы	1	2
387	вслед за	3	2
388	узком значении	1	2
389	и это	2	2
390	тарасе бульбе	1	2
391	превращается в	1	2
392	времени и	7	2
393	для которого	4	2
394	не вполне	4	2
395	так же	2	2
396	преодолеваемая даль	1	2
397	еще один	3	2
398	и наоборот	1	2
399	было и	2	2
400	автора с	1	2
401	в глаза	1	2
402	креативного и	1	2
403	в совмещении	1	2
404	повествования а	1	2
405	об этом	5	2
406	должен быть	3	2
407	адресата в	1	2
408	на наших	1	2
409	структуре текста	2	2
410	с самим	2	2
411	если мы	1	2
412	и неизбыточность	1	2
413	в нашем	9	2
414	имеем дело	5	2
415	в текстах	2	2
416	может оказаться	1	2
417	всякий раз	2	2
418	реализуется в	1	2
419	который в	5	2
420	одна из	5	2
421	до известной	1	2
422	здесь не	2	2
423	может отсутствовать	1	2
424	не все	2	2
425	с читателем	1	2
426	в противном	2	2
427	на котором	1	2
428	он и	2	2
429	а.н веселовского	1	2
430	не просто	2	2
431	чем это	1	2
432	это своего	3	2
433	начало и	2	2
434	никогда не	6	2
435	и по	3	2
436	этого термина	1	2
437	жизни но	1	2
438	истории литературы	1	2
439	начиная с	3	2
440	то в	1	2
441	при котором	1	2
442	но на	2	2
443	к герою	1	2
444	и автора	1	2
445	войне и	2	2
446	основе своей	2	2
447	читательское восприятие	1	2
448	стороны адресата	1	2
449	художественного высказывания	2	2
450	не принадлежит	2	2
451	одной из	1	2
452	наших глазах	1	2
453	искусстве слова	1	2
454	литературных текстов	1	2
455	несмотря на	2	2
456	к нашему	1	2
457	внутренней и	1	2
458	в формах	1	2
459	своего текста	2	2
460	в литературе	2	2
461	что такое	23	2
462	и маргариты	2	2
463	все это	3	2
464	что и	6	2
465	нового эпизода	1	2
466	в европейской	2	2
467	с их	2	2
468	к жизни	2	2
469	таком случае	1	2
470	уже говорилось	1	2
471	у него	8	2
472	в повести	1	2
473	даже самая	1	2
474	коммуникативное событие	10	2
475	высказывания не	1	2
476	это коммуникативное	1	2
477	или в	3	2
478	в войне	2	2
479	и более	5	2
480	не от	1	2
481	одним из	5	2
482	что она	2	2
483	даль и	1	2
484	тому что	2	2
485	в равной	1	2
486	случае не	1	2
487	в какой	4	2
488	участок текста	2	2
489	восприниматься как	1	2
490	противном случае	2	2
491	большей части	4	2
492	мира и	5	2
493	к своему	2	2
494	и сближение	1	2
495	вследствие этой	2	2
496	в сторону	1	2
497	в чем	2	2
498	это тоже	1	2
499	жизни то	2	2
500	могут выступать	1	2
501	вовсе не	1	2
502	такова например	1	2
503	встречаются в	1	2
504	тем более	3	2
505	а для	2	2
506	и рецептивного	2	2
507	и потому	2	2
508	по большей	4	2
509	о себе	1	2
510	но как	1	2
511	данном контексте	1	2
512	а с	4	2
513	причастности к	1	2
514	на этом	1	2
515	классического реализма	2	2
516	является искусством	1	2
517	могут служить	3	2
518	текста так	1	2
519	определенным образом	1	2
520	имеются и	1	2
521	с легкой	2	2
522	в тарасе	1	2
523	коммуникативным событием	1	2
524	дело не	2	2
525	в случае	4	2
526	в значительной	2	2
527	поступки только	1	2
528	быть и	2	2
529	но она	2	2
530	не с	4	2
531	свою жизнь	1	2
532	нового времени	5	2
533	но только	1	2
534	от своего	2	2
535	с человеком	2	2
536	всей его	2	2
537	собственно говоря	1	2
538	равной степени	1	2
539	тем или	1	2
540	не сводятся	1	2
541	полагал что	1	2
542	идет о	3	2
543	могла бы	3	2
544	этом мире	1	2
545	жизни однако	1	2
546	в этой	2	2
547	числе и	1	2
548	человеческих отношений	2	2
549	что может	1	2
550	облекается в	1	2
551	известном смысле	1	2
552	и мире	2	2
553	и особенно	1	2
554	для обозначения	2	2
555	тот кто	2	2
556	и др	2	2
557	к чужому	1	2
558	вненаходимости бахтин	2	2
559	внутритекстовых высказываний	1	2
560	столь же	3	2
561	в словаре	1	2
562	из этого	1	2
563	отнюдь не	14	2
564	события в	1	2
565	однако все	1	2
566	в пространстве	1	2
567	мира в	8	2
568	или напротив	3	2
569	прочих видов	1	1
570	в особенности	3	1
571	синтаксические конструкции	1	1
572	читателя находится	1	1
573	литература как	1	1
574	это на	1	1
575	субъекта в	1	1
576	жизни которая	1	1
577	наконец наиболее	1	1
578	практике художественного	1	1
579	однако и	3	1
580	как формулирует	1	1
581	письма является	1	1
582	жизненного поведения	2	1
583	все что	3	1
584	своей эмоциональной	1	1
585	модус существования	1	1
586	детализации и	1	1
587	ночь и	1	1
588	в центре	4	1
589	каждой из	1	1
590	я уже	1	1
591	тургенева в	1	1
592	и здесь	2	1
593	в ценностных	1	1
594	и мира	5	1
595	за ним	1	1
596	субъекта самоопределения	1	1
597	мы встречаем	1	1
598	всегда имеется	1	1
599	данной сферы	1	1
600	здесь именно	1	1
601	как с	1	1
602	практически не	3	1
603	язык а	1	1
604	полноту и	2	1
605	место слияние	1	1
606	в событии	6	1
607	значимостью обладают	1	1
608	функцию текста	1	1
609	если в	3	1
610	он интерсубъективен	1	1
611	как содержание	1	1
612	в случаях	2	1
613	которая в	3	1
614	через посредство	2	1
615	сообщения о	1	1
616	деталями кадр	1	1
617	все люди	1	1
618	живет в	1	1
619	героя в	3	1
620	однако оно	1	1
621	между этими	1	1
622	эволюции человечества	1	1
623	случае мы	1	1
624	речевыми характеристиками	1	1
625	рассказе чехова	2	1
626	дело с	4	1
627	xix столетия	3	1
628	можно назвать	2	1
629	к числу	1	1
630	соответствовало бы	1	1
631	и другим	1	1
632	своем составе	1	1
633	представляют собой	3	1
634	что это	2	1
635	свету остается	1	1
636	содержит в	1	1
637	по выражению	3	1
638	в сущности	3	1
639	это точка	1	1
640	адресата это	1	1
641	текст сочинителя	2	1
642	по слову	1	1
643	одном и	1	1
644	в другой	1	1
645	говорит о	1	1
646	ибо без	1	1
647	те же	2	1
648	менее не	1	1
649	проникновения в	2	1
650	предполагает не	1	1
651	для восприятия	1	1
652	пределами этой	1	1
653	один голос	1	1
654	самая тривиальная	1	1
655	смысл не	1	1
656	с собачкой	13	1
657	из того	1	1
658	и разлук	1	1
659	одному из	1	1
660	например с	1	1
661	эстетической завершенности	1	1
662	судьбы они	1	1
663	представлений о	1	1
664	впрочем и	1	1
665	стабильно дифференцированном	1	1
666	только им	1	1
667	рассказа на	1	1
668	словно в	1	1
669	в результате	5	1
670	едины судьба	1	1
671	развернуть в	1	1
672	не бывает	1	1
673	и вполне	1	1
674	и само	2	1
675	не оставляющей	1	1
676	смысла в	1	1
677	не могут	1	1
678	конструктивную основу	3	1
679	стороны бытия	1	1
680	со всеми	1	1
681	должен был	2	1
682	осмысленном и	1	1
683	же я	1	1
684	чтобы в	1	1
685	рефлексии и	1	1
686	начинается с	2	1
687	и даже	3	1
688	наиболее архаичной	1	1
689	текста и	4	1
690	значение это	1	1
691	ориентировано на	1	1
692	все то	1	1
693	идиллический хронотоп	1	1
694	мы понимаем	1	1
695	до этого	2	1
696	и соответствующих	1	1
697	говорящего и	1	1
698	а во-вторых	1	1
699	также может	1	1
700	речи хотя	1	1
701	жизнь в	1	1
702	раскрывают содержание	1	1
703	которая действительно	1	1
704	так называемый	1	1
705	русского языка	1	1
706	мысль о	2	1
707	как об	1	1
708	значение в	1	1
709	если говорить	1	1
710	своем восприятии	1	1
711	воображении в	1	1
712	человеческому существованию	1	1
713	тексте а	1	1
714	говоря языком	1	1
715	тем что	2	1
716	и оцененном	1	1
717	поведения то	1	1
718	обращается к	2	1
719	в составе	3	1
720	жизненная позиция	1	1
721	в дискурс	1	1
722	гоголя или	1	1
723	или движется	1	1
724	принадлежат к	4	1
725	том или	1	1
726	внутренняя свобода	1	1
727	значений но	1	1
728	задаваемый читателю	1	1
729	мира это	2	1
730	чужому слову	1	1
731	стороны в	1	1
732	отграниченная система	1	1
733	нередко встречаются	1	1
734	определенного смысла	1	1
735	писал в.ф	1	1
736	зрения или	1	1
737	его сознании	2	1
738	в соответствии	8	1
739	и внутренне	2	1
740	индивида и	1	1
741	быть однозначно	1	1
742	однако между	1	1
743	им двоим	1	1
744	и.а бунина	1	1
745	или попросту	1	1
746	не становясь	1	1
747	тому назад	1	1
748	вместе с	2	1
749	все же	10	1
750	собачкой и	1	1
751	по душе	1	1
752	существует не	1	1
753	или ином	1	1
754	не имеет	3	1
755	как более	1	1
756	да и	3	1
757	только раскрывают	1	1
758	зрению читателя	1	1
759	однако это	1	1
760	обращения к	1	1
761	пределах кадрового	1	1
762	о котором	5	1
763	судьба выражает	1	1
764	введение в	1	1
765	зависимости от	1	1
766	характерна для	1	1
767	быть определена	1	1
768	себя не	1	1
769	в следующей	2	1
770	у достоевского	1	1
771	наиболее очевидным	1	1
772	на их	1	1
773	друг от	2	1
774	которой не	2	1
775	собственно и	2	1
776	общий знаменатель	1	1
777	конкретном целом	1	1
778	на первый	3	1
779	по крайней	1	1
780	вникания в	2	1
781	он мог	1	1
782	деталей в	1	1
783	перед нами	13	1
784	жизни является	1	1
785	жизненную позицию	1	1
786	который от	1	1
787	своему герою	1	1
788	в.ф асмус	1	1
789	жизненного выбора	1	1
790	более обширной	1	1
791	дифференцированном и	1	1
792	жизни так	2	1
793	первый взгляд	3	1
794	все они	2	1
795	сам же	1	1
796	организатор коммуникативного	1	1
797	и некоторого	1	1
798	условии что	1	1
799	нам не	1	1
800	знака при	1	1
801	центрального героя	1	1
802	исходя из	4	1
803	и предполагает	2	1
804	бы и	4	1
805	слияние пространственных	1	1
806	не существует	3	1
807	шире и	1	1
808	истории не	1	1
809	развернута в	2	1
810	в котором	11	1
811	смысла если	1	1
812	и укрепление	1	1
813	зависит от	3	1
814	общеязыковом отношении	1	1
815	рецептивного сознаний	1	1
816	в действительности	1	1
817	составом участников	1	1
818	когда на	1	1
819	уже до	1	1
820	жизненным опытом	1	1
821	время оно	1	1
822	является также	1	1
823	восприятия в	2	1
824	художественных текстов	1	1
825	это мир	2	1
826	по своим	3	1
827	биографической личности	1	1
828	от горя	1	1
829	жизненного опыта	1	1
830	своей собственной	1	1
831	восходит к	2	1
832	устанавливает задаваемый	1	1
833	совершенно особое	1	1
834	на адресата	1	1
835	непрямого говорения	1	1
836	поименованное в	2	1
837	ю.м лотман	2	1
838	в пределе	1	1
839	сохранении его	1	1
840	на какой	1	1
841	это событие	1	1
842	каждый малый	1	1
843	некоторого рода	1	1
844	то и	2	1
845	помимо его	1	1
846	нормы в	1	1
847	жизненный опыт	2	1
848	участников коммуникативного	1	1
849	хранения и	1	1
850	имеет в	1	1
851	наконец в	1	1
852	друга местом	1	1
853	другая жизнь	1	1
854	и иных	1	1
855	к сотворчеству	1	1
856	сложности и	1	1
857	из жизни	3	1
858	в отдельности	1	1
859	быть не	4	1
860	понимаем что	1	1
861	внутри себя	1	1
862	мысли м.м	1	1
863	поле зрения	1	1
864	теоретическую категорию	1	1
865	с папой	1	1
866	кадры повествования	1	1
867	не утрачивает	1	1
868	имея в	1	1
869	существенное значение	1	1
870	неклассической художественности	1	1
871	лишь поименованное	1	1
872	с которой	1	1
873	прямой речи	1	1
874	и теперь	1	1
875	жизни и	8	1
876	к ментальным	1	1
877	выступает одновременно	1	1
878	жизненной ситуации	1	1
879	чего не	1	1
880	области литературы	1	1
881	значение для	1	1
882	только на	2	1
883	в которую	1	1
884	коммуникативной ситуации	3	1
885	менее насыщенный	1	1
886	строго отграниченная	1	1
887	не об	1	1
888	художественного шедевра	1	1
889	к одному	2	1
890	специфически человеческий	1	1
891	в различных	1	1
892	в строгом	2	1
893	обращаясь к	1	1
894	о своем	1	1
895	переходит к	1	1
896	и наиболее	1	1
897	е годы	1	1
898	на основании	1	1
899	как субъекта	1	1
900	первые два	2	1
901	область значений	1	1
902	с автором	1	1
903	чем с	1	1
904	в мир	1	1
905	не так	1	1
906	иначе в	1	1
907	от позиции	1	1
908	всему свету	1	1
909	посещения страны	1	1
910	местом временем	1	1
911	именно такого	1	1
912	не что	1	1
913	завершенная и	1	1
914	в совершенно	1	1
915	именно таков	1	1
916	в истории	1	1
917	собственно повествовательной	1	1
918	от своей	1	1
919	в сохранении	1	1
920	от языковой	1	1
921	каждый из	1	1
922	себе в	1	1
923	непосредственно к	1	1
924	действия и	1	1
925	последовательно вводятся	1	1
926	текста то	1	1
927	и тоже	1	1
928	смысл на	1	1
929	оказывается носителем	1	1
930	эти два	1	1
931	автора в	5	1
932	задний план	1	1
933	который известен	1	1
934	принадлежащих к	1	1
935	времени его	2	1
936	мир персонажей	1	1
937	к ним	4	1
938	обратим внимание	3	1
939	благоговейного приятия	1	1
940	в комнате	1	1
941	без его	2	1
942	самом начале	1	1
943	к однозначности	1	1
944	от героя	1	1
945	соответствии с	8	1
946	у себя	1	1
947	и конкретном	1	1
948	не для	1	1
949	настоящее время	1	1
950	ее не	2	1
951	событий в	2	1
952	в сфере	7	1
953	она может	2	1
954	тем же	1	1
955	во-вторых оно	1	1
956	ключ к	2	1
957	той же	3	1
958	и оценки	1	1
959	на второй	1	1
960	кино и	1	1
961	субъекта объекта	1	1
962	встреч и	1	1
963	именно так	1	1
964	оно обладает	1	1
965	становится для	1	1
966	до конца	5	1
967	с нею	1	1
968	воспринимающему сознанию	1	1
969	как я	1	1
970	в каждый	1	1
971	раз и	2	1
972	что все	1	1
973	еще одна	1	1
974	художественном смысле	1	1
975	объект и	1	1
976	лев толстой	2	1
977	то она	1	1
978	кадры читательского	1	1
979	автором в	1	1
980	том же	1	1
981	утрачивает свою	1	1
982	все без	1	1
983	к миру	1	1
984	в сознании	5	1
985	момент в	1	1
986	а со	1	1
987	толстого или	1	1
988	всего к	1	1
989	всегда всему	1	1
990	бахтин может	2	1
991	речь о	1	1
992	папой и	1	1
993	между писателем	1	1
994	но если	1	1
995	обращенной к	1	1
996	могут встречаться	1	1
997	также является	1	1
998	в финальной	2	1
999	по поводу	5	1
1000	к новой	1	1
1001	стороны не	1	1
1002	рассказчика хроникера	1	1
1003	в отдельных	1	1
1004	рецептивную компетенцию	1	1
1005	свободного выбора	1	1
1006	в мировой	1	1
1007	м.м пришвина	1	1
1008	по этой	2	1
1009	нет никаких	1	1
1010	к этим	1	1
1011	ментальному слуху	1	1
1012	друг друга	1	1
1013	и персонажи	1	1
1014	такой картины	1	1
1015	лишь один	1	1
1016	отрезок времени	2	1
1017	опыт присутствия	1	1
1018	то или	1	1
1019	освобождения от	1	1
1020	они могут	1	1
1021	предстает как	1	1
1022	в настоящее	1	1
1023	сближается с	1	1
1024	не будучи	1	1
1025	крайней мере	1	1
1026	и становится	1	1
1027	ищет и	1	1
1028	из них	1	1
1029	действия или	1	1
1030	рода механизмом	1	1
1031	едва ли	4	1
1032	тот же	1	1
1033	авторитетное слово	1	1
1034	к адресату	1	1
1035	восприятия как	1	1
1036	данного коммуникативного	1	1
1037	о ней	4	1
1038	неизбежно принадлежит	1	1
1039	во всеобщей	1	1
1040	его можно	1	1
1041	в жизненном	1	1
1042	не входят	1	1
1043	ощущаться завершенная	1	1
1044	или пожелает	1	1
1045	провел с	2	1
1046	всего в	1	1
1047	в перспективе	2	1
1048	с первоначальным	1	1
1049	ситуации и	4	1
1050	рассказчиком с	1	1
1051	представить себе	2	1
1052	может ощущаться	1	1
1053	в осмысленном	1	1
1054	что автор	1	1
1055	говорилось выше	2	1
1056	глядя на	1	1
1057	именно к	2	1
1058	обращена к	1	1
1059	что они	2	1
1060	этом случае	1	1
1061	только не	1	1
1062	к позиции	2	1
1063	и временных	1	1
1064	к различным	3	1
1065	той мере	2	1
1066	ответственность за	1	1
1067	мы видим	1	1
1068	в более	1	1
1069	видения в	1	1
1070	общения в	1	1
1071	при сохранении	1	1
1072	не поддается	1	1
1073	со мной	1	1
1074	тоже не	2	1
1075	этом становится	1	1
1076	различного рода	3	1
1077	я верю	1	1
1078	сюжет в	1	1
1079	на которую	1	1
1080	от его	1	1
1081	что иное	1	1
1082	они не	3	1
1083	автору и	1	1
1084	которые подлежат	1	1
1085	многих в	1	1
1086	на вопрос	1	1
1087	ракурс видения	1	1
1088	свидетельствует о	5	1
1089	в эпизоде	1	1
1090	и объединяет	1	1
1091	глубокий и	1	1
1092	моя жизнь	1	1
1093	новой жизни	1	1
1094	символическая смерть	1	1
1095	который всегда	1	1
1096	мира которая	1	1
1097	весь текст	2	1
1098	действительно является	1	1
1099	гуманитарных науках	1	1
1100	у всякого	1	1
1101	из текста	2	1
1102	внимание на	4	1
1103	значимо и	1	1
1104	они едины	1	1
1105	входит лишь	1	1
1106	принято говорить	1	1
1107	а тот	1	1
1108	на роль	1	1
1109	действительности они	1	1
1110	проявляется в	1	1
1111	вести речь	1	1
1112	второй план	1	1
1113	ивана карамазова	1	1
1114	мире в	1	1
1115	подчеркнуть что	5	1
1116	обстоит иначе	1	1
1117	ведущая роль	1	1
1118	чем у	1	1
1119	как у	3	1
1120	для нас	4	1
1121	и через	2	1
1122	не субъективно	2	1
1123	в герое	1	1
1124	своей судьбы	1	1
1125	у нас	4	1
1126	в осознании	1	1
1127	текст не	1	1
1128	означало бы	2	1
1129	доверия к	1	1
1130	зрения читателя	1	1
1131	и от	3	1
1132	знания убеждения	2	1
1133	стремится к	1	1
1134	например так	1	1
1135	рефлексии требует	1	1
1136	в заключительной	2	1
1137	этом в	1	1
1138	и есть	2	1
1139	и составом	1	1
1140	состояние как	1	1
1141	однако она	1	1
1142	остается неизвестен	1	1
1143	в третьем	2	1
1144	личной ответственности	1	1
1145	тому же	6	1
1146	раз в	1	1
1147	литературная классика	1	1
1148	хронотоп не	1	1
1149	сознания к	1	1
1150	сказать не	1	1
1151	не была	1	1
1152	фокусировки внимания	1	1
1153	субъекта однако	1	1
1154	но с	1	1
1155	сторону индивида	1	1
1156	не было	5	1
1157	это всегда	2	1
1158	бы разрушить	1	1
1159	бы для	1	1
1160	от друга	2	1
1161	толстой например	1	1
1162	быть развернута	1	1
1163	к чему	1	1
1164	не говорит	1	1
1165	звучит один	1	1
1166	коммуникативного поведения	1	1
1167	по утверждению	1	1
1168	всех его	2	1
1169	кадра входит	1	1
1170	евгении онегине	1	1
1171	и где	1	1
1172	определял как	1	1
1173	на нее	2	1
1174	дело в	1	1
1175	адресата к	1	1
1176	которое в	4	1
1177	знаком если	2	1
1178	читателя это	1	1
1179	пожелает представить	1	1
1180	не ограничивается	1	1
1181	и четвертая	1	1
1182	что не	2	1
1183	в бытии	3	1
1184	не несет	4	1
1185	литературной практике	1	1
1186	всего романа	1	1
1187	такое слово	1	1
1188	писатель это	1	1
1189	но для	1	1
1190	высказывания как	3	1
1191	этого события	2	1
1192	прошлом и	2	1
1193	в конце	3	1
1194	очевидный пример	1	1
1195	в общеязыковом	1	1
1196	субъективен он	1	1
1197	вероятностная картина	3	1
1198	такого кадра	1	1
1199	мировой жизни	1	1
1200	простой и	2	1
1201	в евгении	1	1
1202	жизненной позиции	1	1
1203	мира а	2	1
1204	его поступки	1	1
1205	в последние	1	1
1206	с той	1	1
1207	и без	1	1
1208	этих сознаниях	1	1
1209	и последующих	2	1
1210	также в	1	1
1211	и петрова	1	1
1212	не подлежит	2	1
1213	а читателем	1	1
1214	имеется некоторая	1	1
1215	человек в	4	1
1216	времени что	1	1
1217	лирическое стихотворение	1	1
1218	вследствие того	1	1
1219	же как	1	1
1220	других в	1	1
1221	на земле	1	1
1222	система ценностей	1	1
1223	не есть	2	1
1224	говорят о	2	1
1225	между прочим	1	1
1226	которая предполагает	1	1
1227	главы и	1	1
1228	при таком	2	1
1229	состоит во	2	1
1230	ответственность перед	1	1
1231	пантеистическую тайну	1	1
1232	на фоне	3	1
1233	система эпизодов	2	1
1234	ли не	2	1
1235	неизвестен и	1	1
1236	мира при	1	1
