N	2gram	Vinokur_Vv	Literetu
101	одна из	3	8
102	того же	3	8
103	с точки	4	8
104	как раз	4	8
105	что не	5	8
106	в конце	3	8
107	особого рода	4	8
108	а именно	6	8
109	слова и	1	8
110	соответствии с	2	8
111	той же	4	8
112	но в	10	8
113	уже в	5	8
114	для него	1	8
115	по существу	2	8
116	и как	9	8
117	и я	1	8
118	не говоря	2	8
119	мира в	1	8
120	в самом	13	7
121	в одном	4	7
122	другой стороны	5	7
123	именно в	8	7
124	для этого	3	7
125	не как	3	7
126	тому же	1	7
127	и тем	5	7
128	и с	2	7
129	в нем	13	7
130	из того	2	7
131	наконец в	1	7
132	до конца	3	7
133	и для	4	7
134	перестает быть	1	7
135	он и	2	7
136	у нас	2	7
137	в их	12	7
138	человека в	1	7
139	и других	3	7
140	это как	1	7
141	тому как	2	7
142	а затем	2	6
143	в виду	5	6
144	например в	2	6
145	культуры в	5	6
146	казалось бы	2	6
147	при всей	2	6
148	уже о	1	6
149	как на	12	6
150	у него	1	6
151	его в	6	6
152	не было	2	6
153	во всех	2	6
154	в каждом	4	6
155	было бы	7	6
156	подобно тому	2	6
157	в культуре	1	6
158	то в	1	6
159	разумеется не	1	6
160	самом деле	7	6
161	как о	4	6
162	в слове	3	6
163	еще и	4	6
164	одного из	1	6
165	и др	2	6
166	и то	7	6
167	том числе	1	6
168	в ней	3	6
169	далеко не	1	6
170	как будто	3	6
171	и к	3	5
172	об искусстве	4	5
173	в связи	2	5
174	в соответствии	2	5
175	хотя бы	6	5
176	жизни как	2	5
177	русской литературы	1	5
178	он сам	3	5
179	от себя	3	5
180	всего в	1	5
181	том чтобы	6	5
182	должно быть	2	5
183	несмотря на	2	5
184	ни было	1	5
185	тем не	9	5
186	и за	1	5
187	в себя	1	5
188	этой точки	2	5
189	между тем	10	5
190	так что	5	5
191	все более	4	5
192	человеческого духа	1	5
193	в силу	3	5
194	во втором	2	5
195	в сущности	3	5
196	как писал	1	5
197	в россии	1	5
198	не с	3	5
199	автора и	1	5
200	быть не	1	5
201	так как	15	5
202	мы не	2	5
203	в литературе	1	5
204	что и	5	5
205	но с	5	5
206	но уже	2	5
207	однако не	4	5
208	как он	6	5
209	место в	1	5
210	или иной	3	5
211	не к	2	5
212	более того	1	5
213	что было	1	4
214	которая в	1	4
215	пути как	1	4
216	не бывает	2	4
217	в них	5	4
218	с тем	6	4
219	в природе	1	4
220	во всяком	5	4
221	то это	3	4
222	духовной жизни	3	4
223	входит в	3	4
224	не должен	1	4
225	для того	23	4
226	не всегда	1	4
227	как совокупность	2	4
228	в руках	1	4
229	только на	3	4
230	за собой	3	4
231	не вполне	4	4
232	как мы	11	4
233	объект и	1	4
234	во всей	1	4
235	к этому	3	4
236	не мог	2	4
237	бы то	1	4
238	мышления и	1	4
239	хотя и	5	4
240	все время	2	4
241	что его	1	4
242	очевидно что	1	4
243	себе и	2	4
244	в сторону	1	4
245	здесь как	1	4
246	на этом	3	4
247	то ни	1	4
248	и что	6	4
249	за пределы	1	4
250	общего с	1	4
251	к своему	2	4
252	могут быть	6	4
253	и есть	3	4
254	можно сказать	4	4
255	на рубеже	2	4
256	а потому	5	4
257	жизни а	1	4
258	о которой	2	4
259	от своего	1	4
260	и все	1	4
261	отношения к	1	4
262	знает что	1	4
263	ни к	2	4
264	совершенно не	1	4
265	тех же	1	4
266	в свою	2	4
267	на том	3	4
268	со всей	3	4
269	каждый из	2	4
270	быть это	1	4
271	одной из	4	4
272	но это	2	4
273	таким образом	21	4
274	деятельности как	1	4
275	в формах	2	4
276	как к	1	4
277	и вот	3	4
278	для нас	1	4
279	в г	5	4
280	и прежде	1	4
281	на его	1	4
282	для которого	1	4
283	в каждой	2	4
284	вовсе не	6	4
285	ко всему	1	4
286	русской культуры	1	4
287	во второй	3	4
288	на то	2	4
289	себе самому	1	4
290	нуждается в	3	4
291	все что	1	3
292	о чем	4	3
293	мысли и	2	3
294	в этих	3	3
295	по себе	11	3
296	в первом	5	3
297	речь идет	2	3
298	нам представляется	1	3
299	и того	3	3
300	вопрос о	10	3
301	он был	1	3
302	обнаруживаются в	1	3
303	во многих	1	3
304	времени в	3	3
305	становится для	1	3
306	превращается в	1	3
307	так же	3	3
308	свою очередь	2	3
309	было сказано	3	3
310	обратим внимание	2	3
311	установка на	1	3
312	а так	2	3
313	с ним	1	3
314	не просто	5	3
315	крайней мере	4	3
316	к общему	1	3
317	говорить о	5	3
318	она и	1	3
319	именно так	1	3
320	искусство в	1	3
321	что такое	12	3
322	от языка	2	3
323	а с	2	3
324	отношения между	1	3
325	не есть	5	3
326	во главе	1	3
327	в чем	4	3
328	а для	1	3
329	той или	3	3
330	но как	2	3
331	текста и	3	3
332	же как	3	3
333	к новым	1	3
334	и является	1	3
335	ту или	1	3
336	же это	2	3
337	в историческом	1	3
338	не раз	1	3
339	т п	5	3
340	он в	1	3
341	в первой	1	3
342	и от	1	3
343	те кто	2	3
344	традиции как	1	3
345	в особенности	4	3
346	взгляд на	1	3
347	однако с	2	3
348	за ним	1	3
349	сказано в	1	3
350	во время	1	3
351	должна быть	2	3
352	xix столетия	1	3
353	это уже	2	3
354	по слову	1	3
355	из которых	3	3
356	в отношении	3	3
357	целом ряде	2	3
358	себе не	1	3
359	не на	1	3
360	можно было	8	3
361	если не	1	3
362	если бы	3	3
363	с ней	2	3
364	например и	1	3
365	произведение в	1	3
366	и т	45	3
367	они не	1	3
368	не имеет	4	3
369	да и	4	3
370	вследствие этого	1	3
371	в итоге	1	3
372	которая не	1	3
373	по крайней	4	3
374	речь в	4	3
375	бы и	3	3
376	того чтобы	22	3
377	из его	2	3
378	и тогда	3	3
379	тех пор	1	3
380	и уже	3	3
381	не могло	1	3
382	отношении к	2	3
383	о своем	1	3
384	и до	2	3
385	в истории	9	3
386	как например	6	3
387	что же	3	3
388	в этот	2	3
389	из наиболее	4	3
390	культуры но	1	3
391	том же	2	3
392	здесь не	3	3
393	говорится в	1	3
394	к предмету	1	3
395	всяком случае	5	3
396	тот же	1	3
397	ничего не	2	3
398	на языке	2	3
399	большей части	2	3
400	различие между	1	3
401	ни с	2	3
402	исторической жизни	1	3
403	с чем	2	3
404	ее в	1	3
405	на самом	1	3
406	или иную	1	3
407	с их	5	3
408	все равно	2	3
409	этого рода	9	3
410	этого не	2	3
411	без остатка	2	3
412	на нее	3	3
413	дело в	5	3
414	в глубине	1	3
415	искусства как	1	3
416	в действительности	1	3
417	в какой	6	3
418	все эти	3	3
419	имеется в	1	3
420	путь к	1	3
421	и потому	2	3
422	а к	1	3
423	как уже	5	3
424	также и	20	3
425	одну из	1	3
426	не по	1	3
427	стороны и	3	3
428	только то	1	3
429	поэтому для	1	3
430	еще на	1	3
431	же самое	3	3
432	отношение к	3	3
433	и о	1	3
434	в ходе	1	3
435	искусства в	1	3
436	есть не	5	3
437	в той	10	2
438	во всем	2	2
439	практически не	1	2
440	в центре	4	2
441	еще раз	2	2
442	об отношении	3	2
443	можно и	1	2
444	в свое	3	2
445	всей русской	1	2
446	по праву	1	2
447	время не	2	2
448	него в	2	2
449	в результате	4	2
450	чтобы в	1	2
451	быть названа	1	2
452	из двух	4	2
453	историю литературы	1	2
454	вещей в	1	2
455	что по	1	2
456	первой половине	1	2
457	на эту	1	2
458	собой не	1	2
459	так например	6	2
460	искусство и	2	2
461	сам же	2	2
462	действительности в	2	2
463	с позиций	1	2
464	в котором	4	2
465	по тем	2	2
466	языка в	5	2
467	даже и	4	2
468	пор пока	1	2
469	только как	7	2
470	как такую	1	2
471	которая по	1	2
472	между двумя	1	2
473	приходит к	1	2
474	значительной степени	1	2
475	уже и	10	2
476	еще более	1	2
477	о литературе	3	2
478	так называемых	4	2
479	в чистом	1	2
480	всего что	1	2
481	второй половины	3	2
482	и эстетического	1	2
483	сказать что	6	2
484	друг для	1	2
485	и у	1	2
486	могло бы	2	2
487	быть в	5	2
488	путь от	2	2
489	имеем дело	1	2
490	слово не	1	2
491	речь не	1	2
492	тем более	2	2
493	в текст	1	2
494	по поводу	1	2
495	идут в	1	2
496	для этой	1	2
497	и искусство	1	2
498	о ней	1	2
499	гораздо более	3	2
500	возлагает на	1	2
501	к нему	3	2
502	путь не	1	2
503	сравнении с	1	2
504	что у	1	2
505	нами не	2	2
506	на протяжении	2	2
507	к человеку	1	2
508	но еще	1	2
509	внимание на	5	2
510	у каждого	1	2
511	и всегда	1	2
512	для которой	1	2
513	а и	1	2
514	и сама	2	2
515	согласно которой	1	2
516	целом но	1	2
517	с другими	1	2
518	не от	1	2
519	по правилам	1	2
520	все прочие	1	2
521	но он	1	2
522	быть только	1	2
523	тому что	2	2
524	не остается	1	2
525	одно дело	2	2
526	лишь на	1	2
527	человек в	1	2
528	практически все	1	2
529	в ряду	2	2
530	так сказать	1	2
531	же касается	2	2
532	природа и	1	2
533	а только	8	2
534	это тоже	1	2
535	вопрос что	2	2
536	как сказано	2	2
537	бы в	2	2
538	не означает	1	2
539	в исторической	1	2
540	это прежде	1	2
541	чтобы он	2	2
542	в работе	3	2
543	с какой	1	2
544	явления в	1	2
545	но зато	2	2
546	одно и	2	2
547	а от	1	2
548	того кто	1	2
549	культуры и	1	2
550	человека и	1	2
551	что может	3	2
552	в общем	14	2
553	этой системе	1	2
554	чтобы не	1	2
555	с идеей	1	2
556	и ее	4	2
557	в статье	1	2
558	однако и	1	2
559	человеческой личности	1	2
560	та же	1	2
561	самих себя	1	2
562	иначе говоря	1	2
563	как с	1	2
564	им как	1	2
565	на почве	5	2
566	своего собственного	1	2
567	своего времени	1	2
568	тогда когда	4	2
569	из таких	2	2
570	оно было	1	2
571	и при	2	2
572	литературы как	1	2
573	что они	2	2
574	и ранее	2	2
575	никак не	1	2
576	есть и	5	2
577	нашего времени	2	2
578	различного рода	1	2
579	для них	2	2
580	искусством и	1	2
581	оно не	1	2
582	о природе	7	2
583	все то	1	2
584	которых и	1	2
585	есть лишь	2	2
586	значение в	2	2
587	если это	2	2
588	и будет	1	2
589	можно назвать	1	2
590	с ними	1	2
591	свою деятельность	1	2
592	в сравнении	1	2
593	свое время	3	2
594	было у	1	2
595	для друга	1	2
596	это и	1	2
597	и более	1	2
598	а если	2	2
599	не любил	1	2
600	в значительной	3	2
601	из этих	9	2
602	так чтобы	3	2
603	не сам	1	2
604	время в	2	2
605	этот образ	1	2
606	могло быть	1	2
607	для нее	2	2
608	в значении	1	2
609	или иных	3	2
610	и об	1	2
611	есть одновременно	1	2
612	от других	2	2
613	так называемого	1	2
614	и наоборот	3	2
615	а лишь	1	2
616	свое существование	2	2
617	автора в	1	2
618	для читателя	1	2
619	нет и	1	2
620	впервые в	1	2
621	мог бы	2	2
622	то для	1	2
623	может оказаться	3	2
624	то она	2	2
625	который по	2	2
626	со словом	2	2
627	не лучше	1	2
628	то как	1	2
629	не видит	1	2
630	культуры как	6	2
631	у них	2	2
632	с каким	1	2
633	этом случае	6	2
634	ответ на	4	2
635	на вопрос	6	2
636	второй половине	2	2
637	мы имеем	4	2
638	бы на	1	2
639	неизбежно ведет	1	2
640	участия в	1	2
641	имел в	1	2
642	все той	1	2
643	по этому	3	2
644	в русском	1	2
645	раз в	1	2
646	непосредственно в	1	2
647	ведь это	1	2
648	что к	2	2
649	о жизни	1	2
650	впрочем не	1	2
651	и без	2	2
652	есть в	1	2
653	в духовной	1	2
654	нового типа	2	2
655	другом месте	2	2
656	перед собой	1	2
657	к концу	1	2
658	по словам	1	2
659	в такой	1	2
660	и художественного	1	2
661	пока не	2	2
662	должен быть	4	2
663	руки и	1	2
664	и другого	1	2
665	жизнь и	1	2
666	общественной жизни	1	2
667	и тех	1	2
668	в полной	1	2
669	в таком	1	2
670	а как	5	2
671	до тех	1	2
672	жизни для	1	2
673	чистом виде	1	2
674	как может	1	2
675	дело не	5	2
676	исследования в	1	2
677	тексте не	1	2
678	нужно было	1	2
679	принципе не	1	2
680	люди с	1	2
681	как явление	2	2
682	в xix	1	2
683	существование в	1	2
684	эту тему	1	2
685	замкнутого круга	1	2
686	для такого	1	2
687	что есть	1	2
688	только по	3	2
689	этом и	1	2
690	слова в	1	2
691	которое в	2	2
692	бытия и	1	2
693	тех или	3	2
694	и новые	1	2
695	не объект	1	2
696	может и	1	2
697	что на	1	2
698	можно указать	1	2
699	что сами	1	1
700	к действительности	2	1
701	был и	1	1
702	без особых	1	1
703	цикл так	1	1
704	в настоящем	1	1
705	по тому	1	1
706	в момент	1	1
707	только что	4	1
708	человеческой истории	1	1
709	которые не	2	1
710	за исключением	1	1
711	познания и	2	1
712	до него	1	1
713	того не	2	1
714	сверх того	1	1
715	или враждебно	1	1
716	в определенное	1	1
717	дело с	9	1
718	культуры это	2	1
719	в особый	1	1
720	в ряде	2	1
721	к числу	2	1
722	подлинное творчество	1	1
723	о них	2	1
724	именно она	1	1
725	в пользу	1	1
726	которой в	2	1
727	в некоторых	1	1
728	какой бы	2	1
729	говорит о	3	1
730	проникновения в	1	1
731	всех ее	1	1
732	явлениями в	2	1
733	с той	1	1
734	кто умеет	1	1
735	требует от	1	1
736	своих собственных	1	1
737	только за	1	1
738	понятий в	1	1
739	понимается как	1	1
740	данности и	1	1
741	этом качестве	1	1
742	что чем	2	1
743	более или	1	1
744	на свой	1	1
745	но все	4	1
746	а во-вторых	2	1
747	ни одна	2	1
748	это может	2	1
749	если и	1	1
750	как об	9	1
751	широкого и	1	1
752	естественно не	1	1
753	из самых	1	1
754	в построении	1	1
755	и требует	2	1
756	том или	2	1
757	самому и	1	1
758	места и	1	1
759	в наиболее	2	1
760	истории для	1	1
761	этого типа	1	1
762	единого и	2	1
763	о людях	1	1
764	некоторой части	1	1
765	в собственном	3	1
766	духа в	1	1
767	в цепи	1	1
768	себя к	1	1
769	или ином	2	1
770	их содержание	1	1
771	прочим и	1	1
772	не его	1	1
773	как только	2	1
774	сколько о	1	1
775	связано с	1	1
776	цели в	1	1
777	в дальнейшем	2	1
778	с этим	3	1
779	говорится о	1	1
780	нам не	2	1
781	уклонением от	1	1
782	действительность в	4	1
783	ответить на	1	1
784	на этой	3	1
785	значение только	1	1
786	не могли	2	1
787	этой почве	2	1
788	были с	1	1
789	имеет право	1	1
790	нас и	1	1
791	не чувствует	1	1
792	общеизвестно что	1	1
793	понятия в	2	1
794	уже у	1	1
795	платона и	1	1
796	памятник а	3	1
797	вот почему	3	1
798	трактоваться как	1	1
799	настолько что	1	1
800	из их	1	1
801	этот текст	1	1
802	имея в	1	1
803	которых не	3	1
804	уже было	2	1
805	и трудно	1	1
806	себя со	2	1
807	средних веков	2	1
808	ей но	1	1
809	может служить	3	1
810	общения и	1	1
811	все в	1	1
812	втором случае	1	1
813	в различных	5	1
814	в строгом	3	1
815	культуре в	1	1
816	это во-первых	2	1
817	и аристотеля	1	1
818	внимания к	2	1
819	начале xix	2	1
820	и те	2	1
821	не что	5	1
822	от той	1	1
823	самого начала	1	1
824	момента в	2	1
825	и далее	2	1
826	автора с	1	1
827	жизнью то	1	1
828	соприкасается с	1	1
829	среди них	1	1
830	тенденцию к	1	1
831	поэта и	1	1
832	вернуться к	1	1
833	свет с	1	1
834	рода деятельности	1	1
835	наряду с	3	1
836	деле есть	1	1
837	в самое	1	1
838	языка как	2	1
839	к которому	1	1
840	без того	1	1
841	входят в	1	1
842	в зависимости	3	1
843	нам дан	1	1
844	это значит	1	1
845	которым в	1	1
846	мысль которая	1	1
847	не обязанность	1	1
848	русский язык	3	1
849	что даже	3	1
850	каким был	1	1
851	в отдельных	1	1
852	на котором	2	1
853	творческой волей	1	1
854	возникает и	2	1
855	в системе	1	1
856	художественности в	1	1
857	определенное время	1	1
858	языка к	1	1
859	чем богаче	1	1
860	руках у	1	1
861	с первого	1	1
862	с одинаковым	1	1
863	того о	1	1
864	настаивая на	1	1
865	качестве он	1	1
866	представить себе	7	1
867	она имеет	1	1
868	той мере	6	1
869	времени все	2	1
870	собой задачу	1	1
871	явления как	1	1
872	культурных явлений	1	1
873	как такового	3	1
874	предупредить о	1	1
875	после того	2	1
876	себя совершенно	1	1
877	здесь нет	4	1
878	жить в	1	1
879	не принадлежит	1	1
880	собой в	2	1
881	что уже	3	1
882	всего разумеется	1	1
883	мы знаем	1	1
884	в гг	1	1
885	и иного	1	1
886	или иными	1	1
887	что при	1	1
888	этом втором	1	1
889	иного рода	1	1
890	в европейской	1	1
891	отрываясь от	1	1
892	уже говорилось	1	1
893	в следующем	2	1
894	видит в	4	1
895	мы ее	1	1
896	что непосредственно	1	1
897	не была	1	1
898	чем в	3	1
899	как же	1	1
900	которой находится	1	1
901	или не	1	1
902	в интересах	4	1
903	чем ближе	1	1
904	в которой	1	1
905	ее от	2	1
906	с двумя	1	1
907	на позиции	1	1
908	на которое	1	1
909	но совершенно	1	1
910	будто бы	2	1
911	текста со	1	1
912	с самого	1	1
913	всем что	1	1
914	но для	1	1
915	традиции и	4	1
916	еще при	2	1
917	вещей и	1	1
918	как следует	2	1
919	в среде	1	1
920	теми или	1	1
921	по мере	4	1
922	литературе и	1	1
923	между ними	3	1
924	также в	1	1
925	самое и	1	1
926	между прочим	1	1
927	рядом с	2	1
928	из четырех	1	1
929	именно этого	1	1
930	от этого	5	1
931	именно эту	1	1
932	должно было	1	1
933	искусства а	1	1
934	о которых	2	1
935	больше всего	1	1
936	в свете	1	1
937	во-вторых это	1	1
938	к мысли	1	1
939	место принадлежит	1	1
940	в эту	1	1
941	конечном итоге	3	1
942	то именно	1	1
943	достоевского или	1	1
944	подобных случаях	1	1
945	сих пор	7	1
946	текст и	3	1
947	чтобы его	1	1
948	кто из	1	1
949	вопроса о	1	1
950	деятельности и	2	1
951	в лучшем	1	1
952	мы можем	2	1
953	находит свое	1	1
954	это были	1	1
955	вообще в	2	1
956	различной степенью	1	1
957	которых в	1	1
958	каждом своем	1	1
959	не одного	1	1
960	мы уже	2	1
961	признать его	1	1
962	чтобы говорить	1	1
963	именно потому	1	1
964	как некая	1	1
965	от содержания	1	1
966	ему до	1	1
967	с наукой	2	1
968	поэтов и	2	1
969	и общественного	1	1
970	потребность в	1	1
971	бы уже	1	1
972	тексте этого	1	1
973	также не	1	1
974	которой состоит	1	1
975	из общего	1	1
976	как один	1	1
977	он представляет	1	1
978	когда мы	2	1
979	она была	2	1
980	многих случаях	1	1
981	своего материала	2	1
982	полным основанием	1	1
983	с большой	1	1
984	этого целого	1	1
985	бы именовать	1	1
986	как когда-то	1	1
987	только с	4	1
988	подход к	1	1
989	это делает	2	1
990	и судьбы	1	1
991	приводят к	1	1
992	ее а	1	1
993	истории русской	1	1
994	на отдельные	1	1
995	в осуществлении	1	1
996	в отношениях	2	1
997	и была	1	1
998	другой не	1	1
999	что без	1	1
1000	как деятельность	1	1
1001	явно не	1	1
1002	чаще всего	2	1
1003	которые были	2	1
1004	искусства вообще	1	1
1005	искусство которое	1	1
1006	независимо от	5	1
1007	обращена к	1	1
1008	есть ли	1	1
1009	меньшей степени	1	1
1010	что этот	1	1
1011	в какой-то	1	1
1012	и особенно	1	1
1013	он должен	1	1
1014	одного и	2	1
1015	в подлинном	2	1
1016	мы видели	3	1
1017	высшего расцвета	1	1
1018	можно только	2	1
1019	при жизни	2	1
1020	было на	1	1
1021	не мешает	1	1
1022	на деле	1	1
1023	до сих	7	1
1024	и здесь	3	1
1025	достоевского в	1	1
1026	во множестве	1	1
1027	например что	3	1
1028	до своего	1	1
1029	для каждой	1	1
1030	них в	1	1
1031	его из	1	1
1032	и прочих	1	1
1033	искусством с	1	1
1034	таков путь	1	1
1035	представляют собой	9	1
1036	что это	3	1
1037	в картине	1	1
1038	целого ряда	1	1
1039	и этого	3	1
1040	истории в	2	1
1041	не исчерпывается	2	1
1042	деятельность не	1	1
1043	от этой	1	1
1044	что никакой	1	1
1045	от собственного	1	1
1046	разного рода	1	1
1047	в работах	2	1
1048	с каждым	1	1
1049	себе идея	1	1
1050	самого по	1	1
1051	не могут	6	1
1052	такого же	2	1
1053	должен был	4	1
1054	смотреть на	5	1
1055	нам в	1	1
1056	скорее его	1	1
1057	ряде других	1	1
1058	прямо к	1	1
1059	именно оно	2	1
1060	человеческой культуры	3	1
1061	литературные связи	1	1
1062	был задан	1	1
1063	могло не	1	1
1064	поставив на	1	1
1065	мы говорим	3	1
1066	более широкого	1	1
1067	это конечно	1	1
1068	наоборот как	1	1
1069	что когда-то	1	1
1070	текста слова	1	1
1071	не создание	1	1
1072	текст по	1	1
1073	и соответственно	1	1
1074	широком и	1	1
1075	свой собственный	1	1
1076	с прошлым	3	1
1077	есть нечто	1	1
1078	в определенной	2	1
1079	образцы этого	1	1
1080	и так	2	1
1081	состоит из	1	1
1082	от его	1	1
1083	создает и	1	1
1084	что иное	5	1
1085	правда не	1	1
1086	быть назван	1	1
1087	в которых	6	1
1088	своего предмета	2	1
1089	о котором	8	1
1090	том как	1	1
1091	перевод французского	1	1
1092	зависимости от	3	1
1093	бы себя	1	1
1094	он выражается	2	1
1095	которая сама	1	1
1096	в известном	3	1
1097	явление культуры	1	1
1098	языка на	2	1
1099	слова о	1	1
1100	он мог	3	1
1101	работе над	1	1
1102	развития человечества	1	1
1103	тому кто	1	1
1104	отличается от	1	1
1105	языка и	15	1
1106	что мы	2	1
1107	можно охарактеризовать	1	1
1108	в круг	1	1
1109	не считал	2	1
1110	себя всю	1	1
1111	ней есть	1	1
1112	задний план	2	1
1113	мы его	1	1
1114	не должно	1	1
1115	слово которое	1	1
1116	художественных произведений	2	1
1117	роста и	1	1
1118	в новой	1	1
1119	без чего	1	1
1120	искусством в	1	1
1121	народа и	1	1
1122	место у	1	1
1123	именно на	2	1
1124	народов и	2	1
1125	природе того	1	1
1126	собой одно	2	1
1127	которого не	1	1
1128	с веком	1	1
1129	на основании	5	1
1130	вещей как	1	1
1131	к делу	4	1
1132	история перестает	1	1
1133	цикла с	1	1
1134	ее с	1	1
1135	он по	1	1
1136	пока мы	1	1
1137	что со	1	1
1138	времени и	4	1
1139	только тем	1	1
1140	тогда она	1	1
1141	иным путем	1	1
1142	что такая	1	1
1143	теперь не	1	1
1144	он есть	1	1
1145	в каком	3	1
1146	поэтика и	1	1
1147	разумеется и	3	1
1148	как будет	2	1
1149	потому и	1	1
1150	что здесь	2	1
1151	входит как	1	1
1152	на две	1	1
1153	ее не	1	1
1154	что способно	1	1
1155	если мы	1	1
1156	ответа на	3	1
1157	произведения и	2	1
1158	для изучения	1	1
1159	культурой в	1	1
1160	в текстах	3	1
1161	только при	1	1
1162	в определенном	1	1
1163	говорил что	1	1
1164	человечества и	1	1
1165	котором мы	1	1
1166	на этот	6	1
1167	этот последний	1	1
1168	же автора	1	1
1169	культурной жизни	2	1
1170	в произведениях	1	1
1171	только потому	1	1
1172	значении слова	1	1
1173	обратиться к	1	1
1174	он написан	2	1
1175	на время	1	1
1176	и прямо	1	1
1177	общения в	1	1
1178	против этой	1	1
1179	последний разумеется	1	1
1180	рода и	1	1
1181	с материалом	2	1
1182	который уже	1	1
1183	что несмотря	2	1
1184	того как	3	1
1185	однако их	1	1
1186	роль и	1	1
1187	текст но	1	1
1188	человека или	1	1
1189	неудивительно что	1	1
1190	материала и	1	1
1191	которых он	1	1
1192	и принципиально	1	1
1193	или с	1	1
1194	и восприятия	1	1
1195	в основании	3	1
1196	искусство которому	1	1
1197	все это	6	1
1198	указание на	1	1
1199	о пушкине	1	1
1200	но одно	1	1
1201	превратиться в	1	1
1202	слова а	1	1
1203	слова не	1	1
1204	страсть к	1	1
1205	в виде	4	1
1206	быть вполне	1	1
1207	в таких	2	1
1208	что ни	1	1
1209	материал для	3	1
1210	народа как	2	1
1211	больше в	1	1
1212	или в	1	1
1213	шла речь	4	1
1214	когда оно	1	1
1215	что будет	1	1
1216	который как	1	1
1217	бы кажется	1	1
1218	это еще	2	1
1219	одного а	1	1
1220	в эпоху	1	1
1221	не со	2	1
1222	и прозаиков	2	1
1223	вообще не	3	1
1224	чтобы быть	1	1
1225	сама по	3	1
1226	в стороне	1	1
1227	случае не	2	1
1228	и совсем	1	1
1229	склонность к	1	1
1230	не предполагает	1	1
1231	или даже	1	1
1232	наиболее узком	1	1
1233	в конкретных	2	1
1234	говорят о	1	1
1235	с различной	1	1
1236	иной раз	2	1
1237	что неизбежно	1	1
1238	есть только	2	1
1239	и со	2	1
1240	по его	2	1
1241	не создает	1	1
1242	в новом	1	1
1243	мы находим	1	1
1244	нисколько не	3	1
1245	что находится	1	1
1246	это было	1	1
1247	такого вопроса	1	1
1248	говорит об	1	1
1249	или менее	1	1
1250	в одной	1	1
1251	стороны своего	2	1
1252	мысли в	1	1
1253	и полностью	1	1
1254	эстетических ценностей	1	1
1255	за этой	1	1
1256	выражение и	1	1
1257	ему не	1	1
1258	этих двух	2	1
1259	человека к	1	1
1260	что эти	1	1
1261	которая как	2	1
1262	всякий акт	1	1
1263	слова как	2	1
1264	имеет своей	1	1
1265	и эти	1	1
1266	просто как	1	1
1267	отсюда и	2	1
1268	на задний	2	1
1269	в самых	1	1
1270	он нам	1	1
1271	античной культуры	2	1
1272	быть сказано	1	1
1273	таков что	1	1
1274	нашел в	1	1
1275	с полным	1	1
1276	нельзя не	6	1
1277	бы назвать	1	1
1278	реальной действительности	1	1
1279	у того	1	1
1280	быть и	2	1
1281	из крупнейших	1	1
1282	частности в	1	1
1283	но дело	3	1
1284	не следует	3	1
1285	пути каким	1	1
1286	определяется в	1	1
1287	лишь как	2	1
1288	данного текста	1	1
1289	он обладал	1	1
1290	этому поводу	3	1
1291	разумеется в	1	1
1292	ставит себе	1	1
1293	как некоторое	1	1
1294	существует как	1	1
1295	литература есть	1	1
1296	в трудах	1	1
1297	литературное произведение	3	1
1298	однако для	1	1
1299	момент своего	1	1
1300	отрицать того	1	1
1301	собой лишь	1	1
1302	у меня	1	1
