N	2gram	Tiupa_Narr	KFilosof
127	и может	1	3
128	к единому	1	3
129	та же	2	3
130	и на	3	3
131	и пр	1	3
132	мы не	1	3
133	всем его	1	3
134	того что	2	3
135	где он	1	3
136	на самом	1	3
137	в виду	1	3
138	и тот	2	3
139	и делает	1	3
140	самом деле	2	3
141	в некотором	1	3
142	тем что	3	3
143	в акте	1	3
144	что этот	1	3
145	не дает	1	3
146	не менее	3	3
147	по своему	1	3
148	бы не	2	3
149	здесь не	4	3
150	один и	1	3
151	его жизни	2	3
152	и другого	1	3
153	той или	4	3
154	это и	3	3
155	того или	2	3
156	в конкретной	1	3
157	данный момент	1	3
158	что не	4	3
159	в свою	3	3
160	не должен	1	3
161	в другом	1	3
162	и должна	1	3
163	в ней	3	3
164	быть и	1	3
165	не имеем	1	3
166	как событие	3	3
167	этом смысле	1	3
168	в современной	1	3
169	от того	1	3
170	с человеком	2	3
171	а лишь	1	3
172	из его	1	3
173	нет и	2	3
174	не быть	1	3
175	могут быть	3	3
176	о том	6	3
177	в данный	1	3
178	в то	3	3
179	события в	2	3
180	или иного	2	3
181	независимо от	2	3
182	и совершенно	1	3
183	тот же	1	3
184	и тем	4	3
185	ничего не	2	3
186	в единство	1	3
187	бы то	3	2
188	как к	2	2
189	акта как	1	2
190	один из	3	2
191	бы он	1	2
192	имеют место	2	2
193	ему в	2	2
194	может не	3	2
195	чего не	1	2
196	и того	2	2
197	оценки и	1	2
198	дело с	2	2
199	есть его	1	2
200	чтобы стать	2	2
201	тем не	3	2
202	так и	9	2
203	из которых	4	2
204	в принципе	4	2
205	и то	1	2
206	и за	1	2
207	в качестве	21	2
208	и когда	2	2
209	сводится к	3	2
210	акта в	1	2
211	по себе	5	2
212	со всеми	1	2
213	оно не	2	2
214	если не	4	2
215	он может	1	2
216	не о	3	2
217	ни одна	1	2
218	из нее	1	2
219	всех его	2	2
220	дело в	1	2
221	вокруг него	2	2
222	подхода к	1	2
223	в мир	1	2
224	лишь постольку	1	2
225	и эта	1	2
226	дело здесь	1	2
227	в процессе	1	2
228	человек и	1	2
229	и как	5	2
230	что он	6	2
231	в соответствии	1	2
232	событие может	1	2
233	как в	7	2
234	события так	1	2
235	от этого	1	2
236	это было	1	2
237	в это	1	2
238	ли это	1	2
239	этого слова	2	2
240	исторического познания	1	2
241	и потому	2	2
242	было и	1	2
243	его и	1	2
244	может иметь	1	2
245	а с	3	2
246	в данном	5	2
247	вытекает из	1	2
248	он ни	1	2
249	мира как	1	2
250	она не	2	2
251	она могла	1	2
252	потому что	1	2
253	то ни	3	2
254	совсем не	1	2
255	но всегда	1	2
256	быть не	1	2
257	с этого	1	2
258	дело не	1	2
259	к себе	5	2
260	не будет	3	2
261	в него	1	2
262	а по	2	2
263	говорить о	2	2
264	свою жизнь	1	2
265	всей своей	2	2
266	же время	4	2
267	всей его	2	2
268	или иное	2	2
269	пространства и	1	2
270	основе своей	4	2
271	в этой	5	2
272	он и	1	2
273	соответствии с	1	2
274	нем не	1	2
275	героя это	1	2
276	слова в	1	2
277	или иной	5	2
278	включает в	2	2
279	с его	6	2
280	автора как	1	2
281	в области	2	2
282	а как	1	2
283	человек не	1	2
284	постольку поскольку	2	2
285	ни был	1	2
286	с ее	3	2
287	к содержанию	3	2
288	то или	3	2
289	сознания в	1	2
290	и ее	2	2
291	едва ли	1	2
292	одного и	1	2
293	себе а	1	2
294	положений и	1	1
295	подход к	2	1
296	она сама	1	1
297	мир не	1	1
298	всего в	1	1
299	более не	2	1
300	в самом	1	1
301	практически не	1	1
302	и ценностное	1	1
303	и к	1	1
304	мире и	1	1
305	новое и	1	1
306	утверждать что	2	1
307	было показано	1	1
308	смерть и	1	1
309	во втором	4	1
310	как это	6	1
311	образом и	1	1
312	события а	2	1
313	до сих	1	1
314	и он	3	1
315	действие но	1	1
316	он предполагает	1	1
317	ничем не	1	1
318	в чужой	2	1
319	как таковой	1	1
320	христа в	1	1
321	и было	1	1
322	то есть	19	1
323	первом случае	2	1
324	зависит от	2	1
325	только таким	1	1
326	на том	3	1
327	живет в	1	1
328	для событийного	1	1
329	на ее	1	1
330	протекает именно	1	1
331	мог бы	3	1
332	не будем	1	1
333	он как	1	1
334	отношения к	2	1
335	это лишь	1	1
336	факта но	1	1
337	несмотря на	2	1
338	содержания это	1	1
339	ли его	1	1
340	которых он	1	1
341	и наконец	1	1
342	элементов из	1	1
343	для всего	1	1
344	хотя и	3	1
345	содержит в	1	1
346	ни на	1	1
347	не падает	1	1
348	и протекает	1	1
349	возможна не	1	1
350	как раз	2	1
351	в литературе	2	1
352	целому и	1	1
353	с чем	2	1
354	и сама	1	1
355	и одна	1	1
356	и через	1	1
357	видеть в	1	1
358	можно сказать	5	1
359	систему ценностей	1	1
360	не являются	2	1
361	событие не	4	1
362	одно из	2	1
363	картина мира	5	1
364	свет в	1	1
365	однако он	1	1
366	же не	4	1
367	факта как	1	1
368	его от	1	1
369	в результате	2	1
370	или иную	2	1
371	здесь в	1	1
372	этого момента	1	1
373	не от	2	1
374	то только	1	1
375	событие но	1	1
376	в третьем	3	1
377	между жизнью	1	1
378	к предмету	1	1
379	все равно	1	1
380	в единой	1	1
381	за границей	4	1
382	создает реальную	1	1
383	связь с	1	1
384	в конечном	3	1
385	поэтому и	1	1
386	этого единства	1	1
387	и даже	3	1
388	к его	1	1
389	но он	1	1
390	в разные	1	1
391	или в	2	1
392	в первом	3	1
393	а за	1	1
394	имеет для	1	1
395	и с	4	1
396	всегда в	1	1
397	и времени	1	1
398	становления и	1	1
399	небо и	1	1
400	мысль о	1	1
401	и кажется	1	1
402	не противоречит	1	1
403	никогда и	1	1
404	а то	1	1
405	конечном счете	2	1
406	даль и	1	1
407	но само	1	1
408	более что	1	1
409	этом последнем	1	1
410	сегодняшний день	1	1
411	в какой	2	1
412	имеет место	4	1
413	как о	1	1
414	бы один	1	1
415	как не	1	1
416	их в	1	1
417	культуры с	1	1
418	а именно	3	1
419	нормой а	1	1
420	ничто в	1	1
421	себе момент	1	1
422	на этом	1	1
423	никто не	1	1
424	от факта	1	1
425	живет не	1	1
426	они не	2	1
427	приводит к	2	1
428	отличается от	4	1
429	между собой	2	1
430	который не	1	1
431	представляется нам	1	1
432	в иной	2	1
433	между ними	2	1
434	есть непосредственно	1	1
435	при всех	2	1
436	но уже	1	1
437	на его	1	1
438	в известном	2	1
439	точек зрения	2	1
440	людьми и	1	1
441	научной истины	1	1
442	вследствие чего	2	1
443	делает его	1	1
444	об этом	1	1
445	культуры в	1	1
446	а он	1	1
447	и смерть	1	1
448	к тому	7	1
449	сих пор	1	1
450	особенно в	3	1
451	акта и	1	1
452	действительности и	1	1
453	определяется не	1	1
454	смерти и	2	1
455	еще одной	1	1
456	пространства делает	1	1
457	нет ничего	1	1
458	должен был	1	1
459	здесь как	1	1
460	именно как	1	1
461	сама не	1	1
462	все и	1	1
463	нуждается в	5	1
464	но может	1	1
465	мы можем	1	1
466	не является	8	1
467	не существует	3	1
468	шире и	1	1
469	если оно	1	1
470	жизни а	2	1
471	осуществляется в	1	1
472	в действительности	1	1
473	в специальном	1	1
474	что ей	1	1
475	что мы	2	1
476	события с	1	1
477	совершенно иной	2	1
478	число таких	1	1
479	быть лучше	1	1
480	мы уже	1	1
481	всю свою	1	1
482	событие как	1	1
483	совпадает с	1	1
484	не знаю	1	1
485	ни один	1	1
486	который по	3	1
487	пространстве его	1	1
488	его полноте	1	1
489	и передачи	1	1
490	мира на	1	1
491	и иных	1	1
492	также и	1	1
493	но во	1	1
494	о возможности	1	1
495	из жизни	1	1
496	субъекта и	2	1
497	и оно	1	1
498	между субъектом	1	1
499	и пространственная	1	1
500	по поводу	1	1
501	и уже	1	1
502	когда он	3	1
503	на чем	2	1
504	это разные	1	1
505	есть всегда	2	1
506	но о	3	1
507	не могло	2	1
508	не с	3	1
509	событии в	1	1
510	может служить	1	1
511	за собой	4	1
512	при такой	1	1
513	в различных	1	1
514	нового времени	2	1
515	отношений между	1	1
516	в форме	5	1
517	же самое	1	1
518	что предполагает	1	1
519	и некоторое	1	1
520	не об	1	1
521	и до	2	1
522	ту или	2	1
523	событийности но	1	1
524	события отнюдь	1	1
525	неслиянность и	1	1
526	конца в	1	1
527	по своей	3	1
528	первые три	1	1
529	это может	1	1
530	цели и	1	1
531	такова и	1	1
532	над ним	1	1
533	событийного мышления	1	1
534	свою очередь	3	1
535	видения мира	1	1
536	а во	3	1
537	признать что	1	1
538	оказывается с	1	1
539	история не	1	1
540	точке зрения	1	1
541	когда мы	2	1
542	в не	1	1
543	ее смысл	1	1
544	поскольку оно	2	1
545	обретают свою	1	1
546	пока еще	4	1
547	не становится	1	1
548	это существенно	1	1
549	и небо	1	1
550	по всей	2	1
551	и где	1	1
552	не подлежит	1	1
553	к ней	1	1
554	известном смысле	2	1
555	к событию	1	1
556	выбора все	1	1
557	она может	2	1
558	своей жизни	1	1
559	не случаен	1	1
560	и во	1	1
561	и др	2	1
562	человеческой жизни	1	1
563	о его	1	1
564	произведения не	1	1
565	это предполагает	1	1
566	одной из	4	1
567	человека как	1	1
568	ее а	1	1
569	значительной степени	2	1
570	к двум	1	1
571	и от	1	1
572	что все	1	1
573	мы будем	1	1
574	с которым	1	1
575	столь же	3	1
576	том же	1	1
577	же в	4	1
578	подлежит сомнению	1	1
579	по направлению	1	1
580	в значительной	2	1
581	голубое небо	1	1
582	и будущего	1	1
583	одна из	3	1
584	и факта	1	1
585	что именно	2	1
586	себе самому	1	1
587	здесь и	2	1
588	оно может	2	1
589	и по	1	1
590	событий при	1	1
591	данном контексте	1	1
592	он живет	1	1
593	культуры как	1	1
594	отрешенный от	1	1
595	к этим	1	1
596	в мышлении	1	1
597	не мог	4	1
598	в системе	1	1
599	того же	1	1
600	бытии но	1	1
601	и перенос	1	1
602	не случайно	2	1
603	который и	1	1
604	в один	1	1
605	само по	1	1
606	жизни не	1	1
607	содержание данного	1	1
608	если это	1	1
609	но сама	2	1
610	специфика эстетического	1	1
611	и т.п	8	1
612	жизнью и	2	1
613	как мы	3	1
614	мысли и	1	1
615	но поскольку	1	1
616	возможна только	1	1
617	любви и	1	1
618	во второй	2	1
619	в историю	1	1
620	участников события	1	1
