N	3gram	Propp_Morf	StatiiOP
107	вполне точно и	1	1
108	самом деле в	1	1
109	его и т	1	1
110	можно сомневаться в	1	1
111	того или другого	1	1
112	в собственном смысле	3	1
113	как бы они	1	1
114	до наших дней	2	1
115	с двумя разновидностями	1	1
116	с этой точки	1	1
117	что я за	1	1
118	будет зависеть от	1	1
119	не представляет собой	1	1
120	во что бы	1	1
121	потому что в	1	1
122	что же из	1	1
123	могло бы быть	1	1
124	и то же	1	1
125	действующих лиц мы	1	1
126	на этом основании	1	1
127	во многих отношениях	1	1
128	не по плечу	1	1
129	является то что	1	1
130	выразил эту мысль	1	1
131	том кто в	1	1
132	в том случае	3	1
133	т д в	2	1
134	не потому что	1	1
135	и представляют собой	1	1
136	из которых один	2	1
137	и могут быть	1	1
138	в наши дни	1	1
139	но это еще	1	1
140	вместо того чтобы	1	1
141	и пр с	1	1
142	о котором говорит	1	1
143	нас но и	1	1
144	это один из	1	1
145	и таким образом	2	1
146	надо сказать что	1	1
147	точки зрения его	1	1
148	то в формах	1	1
149	уже говорить о	1	1
150	в которой есть	2	1
151	руслан и людмила	1	1
152	лиц по их	1	1
153	так как его	1	1
154	то же можно	1	1
155	действующих лиц по	2	1
156	в высшей степени	1	1
157	у нас но	1	1
158	и как он	1	1
159	является одним из	1	1
160	тем как в	1	1
161	они не являются	1	1
162	так как не	1	1
163	это значит что	1	1
164	и в качестве	1	1
165	и по существу	1	1
166	не то что	1	1
167	так же и	1	1
168	но так как	2	1
169	то ни стало	1	1
170	т е персонажей	1	1
171	на вопрос что	1	1
172	прежде всего надо	1	1
173	не всегда так	1	1
174	сих пор не	1	1
175	между тем в	1	1
176	т д все	1	1
177	друг к другу	2	1
178	действуют как живые	1	1
179	но кроме того	1	1
180	а на самом	1	1
181	и может быть	1	1
182	они ни были	1	1
183	к вопросу о	2	1
184	а затем уже	1	1
185	между собою мы	1	1
186	а не по	1	1
187	же можно сказать	1	1
188	на ряду с	1	1
189	этой точки зрения	1	1
190	хотя это и	1	1
191	же из этого	1	1
192	т д как	4	1
193	в некоторых случаях	1	1
194	а затем следуют	1	1
195	следует заметить что	2	1
196	говорить о том	2	1
197	связи с этим	5	1
198	ничего не говорится	1	1
199	могут быть приведены	1	1
200	в этом и	1	1
201	и что следовательно	1	1
202	мы приходим к	3	1
203	с большой долей	1	1
204	но как бы	1	1
205	это можно утверждать	1	1
206	он может быть	2	1
207	с этим стоит	1	1
208	и все с	1	1
209	под углом зрения	2	1
210	можно сказать о	1	1
211	что бы то	1	1
212	из этого может	1	1
213	во всех случаях	1	1
214	помимо того что	1	1
215	не означает что	1	1
216	можно сравнить с	1	1
217	это еще не	2	1
218	приводит к тому	1	1
219	этим может быть	1	1
220	том что такое	1	1
221	одно и то	1	1
222	ли можно сомневаться	1	1
223	следует сказать что	1	1
224	это уже не	1	1
225	мы имеем здесь	1	1
226	большой интерес для	1	1
227	очень давно и	1	1
228	бы они ни	1	1
229	приведем один пример	1	1
230	это не всегда	1	1
231	лишь на то	1	1
232	становится все более	1	1
233	не могут быть	4	1
234	а a и	1	1
235	можно ли считать	1	1
236	и в некоторых	1	1
237	а во втором	1	1
238	ясно что и	1	1
239	те или иные	1	1
240	и пр на	1	1
241	то что ему	1	1
242	что несмотря на	1	1
243	в таких случаях	2	1
244	с этим может	1	1
245	того чтобы получить	1	1
246	он приводит в	1	1
247	при таких условиях	1	1
248	в другом случае	1	1
249	потому что они	1	1
250	на первом месте	1	1
