N	3gram	Losev_Dial	StatiiOP
305	и вовсе не	1	1
306	же можно сказать	2	1
307	ведет нас к	1	1
308	хотя это и	1	1
309	ту или иную	1	1
310	по мере того	1	1
311	отчет в том	1	1
312	самом деле не	1	1
313	выходя за пределы	2	1
314	есть такой же	1	1
315	и такие которые	1	1
316	к выводу что	2	1
317	бы утверждать что	1	1
318	того как он	1	1
319	и той же	1	1
320	во внимание что	1	1
321	именно то что	1	1
322	что у меня	1	1
323	говорить о том	1	1
324	и ни в	2	1
325	думаю что с	1	1
326	связи с этим	2	1
327	отделены друг от	1	1
328	в этом и	1	1
329	об этом мы	1	1
330	не хотят быть	1	1
331	ни на что	3	1
332	точки зрения своей	1	1
333	точка зрения на	1	1
334	я скажу что	1	1
335	не имеет никакого	3	1
336	сопоставить ее с	1	1
337	но в конце	1	1
338	прямого отношения к	1	1
339	можно сказать о	1	1
340	было бы установить	1	1
341	отношении его к	1	1
342	можно сравнить с	1	1
343	но и все	1	1
344	это еще не	1	1
345	и в частности	4	1
346	приводит к тому	1	1
347	и так и	1	1
348	отношение поэта к	1	1
349	том что такое	1	1
350	одно и то	8	1
351	это не может	1	1
352	содержит в себе	5	1
353	то все же	1	1
354	не заметить что	1	1
355	одной и той	1	1
356	том что именно	2	1
357	точки зрения той	1	1
358	если бы все	1	1
359	это уже не	1	1
360	д все это	2	1
361	да еще и	1	1
362	одному и тому	1	1
363	не менее в	1	1
364	именно в том	1	1
365	в этом его	1	1
366	сказать несколько слов	1	1
367	было бы утверждать	1	1
368	хотя бы в	1	1
369	внимание на тот	1	1
370	чтобы убедиться в	1	1
371	же как и	1	1
372	с ним и	1	1
373	не могут быть	1	1
374	можно ли считать	1	1
375	те или иные	1	1
376	не является ли	1	1
377	вы увидите что	1	1
378	что несмотря на	1	1
379	том смысле как	1	1
380	в котором мы	1	1
381	в разной мере	1	1
382	я никогда не	3	1
383	ко всему этому	1	1
384	вся разница будет	1	1
385	и не только	4	1
386	сих пор мы	1	1
387	бы ни была	1	1
388	в виду что	2	1
389	ни в чем	2	1
390	в другом случае	1	1
391	потому что они	2	1
392	же самое и	1	1
