N	2gram	Voloshinov	Komedia
161	не знает	5	8
162	бы в	2	8
163	во всех	13	8
164	то ни	4	8
165	можно было	1	8
166	да и	2	8
167	в течение	2	8
168	связи с	1	8
169	меньше всего	1	8
170	по своему	4	8
171	и других	1	8
172	с самого	7	8
173	как он	1	8
174	и ее	7	8
175	и к	7	7
176	мы найдем	1	7
177	дело с	1	7
178	в результате	3	7
179	в этих	5	7
180	равно как	2	7
181	во всяком	9	7
182	вопрос о	2	7
183	хотя бы	7	7
184	в другом	4	7
185	в руках	1	7
186	самого начала	5	7
187	бы то	3	7
188	что они	1	7
189	ни было	2	7
190	и это	1	7
191	и тот	3	7
192	и хотя	1	7
193	в себе	7	7
194	и у	7	7
195	к его	3	7
196	не имеет	2	7
197	не является	7	7
198	из этих	6	7
199	и поэтому	2	7
200	мы знаем	11	7
201	целый ряд	1	7
202	и во	2	7
203	до конца	7	7
204	но если	2	7
205	всяком случае	8	7
206	и вот	8	7
207	для нас	2	7
208	со своим	1	7
209	должен был	1	7
210	отнюдь не	5	7
211	тех же	5	7
212	и о	6	7
213	конце концов	2	7
214	по всему	2	6
215	еще более	2	6
216	даже в	1	6
217	его от	1	6
218	в виду	4	6
219	с собой	1	6
220	в своих	5	6
221	там же	1	6
222	в дальнейшем	2	6
223	до того	1	6
224	представляет собой	2	6
225	не мог	1	6
226	не зная	1	6
227	и он	1	6
228	после того	1	6
229	с точки	15	6
230	не хочет	1	6
231	за то	1	6
232	о которых	2	6
233	на этом	8	6
234	не дает	4	6
235	и тем	2	6
236	не приходится	3	6
237	могут быть	9	6
238	на ее	1	6
239	в другой	1	6
240	лет тому	1	6
241	тому назад	2	6
242	а не	9	6
243	в отличие	2	6
244	нет и	4	6
245	главным образом	4	6
246	в области	4	6
247	тем не	4	6
248	на вопрос	1	6
249	и новой	1	6
250	здесь в	6	6
251	или в	1	6
252	что к	1	6
253	в какой	3	6
254	и как	3	6
255	на то	1	6
256	это было	2	6
257	не говоря	1	6
258	на которые	4	6
259	человека в	4	6
260	во второй	5	6
261	когда он	3	6
262	на это	3	6
263	как будто	1	6
264	надо было	1	6
265	для всех	3	5
266	из всех	1	5
267	в первом	2	5
268	именно в	4	5
269	что по	1	5
270	роль в	7	5
271	в это	1	5
272	с помощью	20	5
273	любовь к	1	5
274	любви к	1	5
275	а на	2	5
276	сказать что	11	5
277	все время	4	5
278	который в	1	5
279	от них	1	5
280	тем же	3	5
281	себя в	3	5
282	ни малейшего	1	5
283	никогда не	10	5
284	еще больше	2	5
285	в ее	5	5
286	чем в	1	5
287	цитаты из	2	5
288	одним из	3	5
289	также в	2	5
290	в мире	2	5
291	между собой	4	5
292	в каждом	1	5
293	т д	1	5
294	действия в	1	5
295	все остальные	1	5
296	в развитии	4	5
297	ни одной	1	5
298	друг другу	1	5
299	даже если	2	5
300	в первой	1	5
301	и от	3	5
302	каждого из	1	5
303	не так	3	5
304	этому времени	2	5
305	представление о	1	5
306	что это	5	5
307	вывод что	1	5
308	из того	2	5
309	за пределы	10	5
310	приводит к	3	5
311	похожи на	1	5
312	конечно не	10	5
313	и теперь	2	5
314	только один	1	5
315	у других	2	5
316	же самое	2	5
317	золотого века	1	5
318	той же	5	5
319	в сознании	3	5
320	этом отношении	4	5
321	или вовсе	2	5
322	это не	5	5
323	мы имеем	6	5
324	он и	2	5
325	же не	1	5
326	по существу	1	5
327	и без	1	5
328	к своему	2	5
329	в следующем	2	5
330	участие в	1	5
331	отказаться от	2	5
332	от отца	1	5
333	от того	5	5
334	жизни и	7	5
335	в период	5	5
336	чаще всего	3	5
337	для этого	6	5
338	что на	1	5
339	мира в	2	5
340	тем как	1	4
341	в пользу	1	4
342	нас в	2	4
343	требует от	1	4
344	чтобы в	1	4
345	например в	1	4
346	правда в	2	4
347	их в	3	4
348	отца и	3	4
349	из других	1	4
350	ст в	2	4
351	не всегда	4	4
352	может служить	1	4
353	в глаза	2	4
354	с большим	2	4
355	его не	2	4
356	одна из	4	4
357	к этим	2	4
358	отцу в	1	4
359	ближе к	1	4
360	все его	3	4
361	к человеку	3	4
362	в состоянии	2	4
363	этой же	1	4
364	к которому	1	4
365	аналогии с	1	4
366	и этим	3	4
367	одно из	6	4
368	там и	1	4
369	прежде чем	1	4
370	как его	2	4
371	не остается	3	4
372	я не	4	4
373	как видим	1	4
374	между ними	5	4
375	с отцом	3	4
376	же как	2	4
377	в себя	5	4
378	выражение в	4	4
379	№ и	1	4
380	и речи	4	4
381	здесь мы	1	4
382	можно сделать	2	4
383	что эта	1	4
384	сомневаться в	1	4
385	образом в	2	4
386	из этого	2	4
387	к сожалению	1	4
388	не позволяет	2	4
389	которые он	2	4
390	так называемых	1	4
391	не на	1	4
392	стороны и	1	4
393	бы не	1	4
394	сравнению с	1	4
395	нет ничего	1	4
396	что мы	3	4
397	то и	1	4
398	наконец в	1	4
399	по сравнению	1	4
400	что же	10	4
401	и там	1	4
402	по мнению	8	4
403	или к	1	4
404	в более	5	4
405	ничем не	2	4
406	этой области	4	4
407	второй половине	1	4
408	что с	2	4
409	и другие	2	4
410	отцом и	3	4
411	у нас	3	4
412	чем же	6	4
413	в свои	1	4
414	с их	5	4
415	времени и	1	4
416	такой же	3	4
417	в поле	2	4
418	мог бы	2	4
419	материал для	2	4
420	обстоит дело	2	4
421	и их	2	4
422	пор не	1	4
423	не следует	2	4
424	в пределах	6	4
425	далеко не	5	4
426	чтобы не	2	4
427	найдем в	3	4
428	которые в	1	4
429	бы он	3	4
430	всем том	1	4
431	нуждается в	3	4
432	за счет	1	4
433	в основе	6	4
434	во всем	1	3
435	всего это	1	3
436	исходя из	1	3
437	к этой	2	3
438	или по	1	3
439	до самого	1	3
440	а у	1	3
441	за собой	1	3
442	по себе	4	3
443	разу не	1	3
444	конечном счете	3	3
445	если он	6	3
446	похож на	1	3
447	только для	2	3
448	самого конца	1	3
449	для их	1	3
450	при всей	1	3
451	ситуации в	1	3
452	было в	1	3
453	и мысли	2	3
454	нашего века	1	3
455	даже самых	2	3
456	между двумя	3	3
457	только на	4	3
458	и когда	1	3
459	приходит к	1	3
460	людей и	1	3
461	и внутренней	1	3
462	сделать вывод	1	3
463	же его	1	3
464	всего этого	2	3
465	из наиболее	3	3
466	как на	3	3
467	которого они	2	3
468	такую же	1	3
469	в нашем	3	3
470	находится в	3	3
471	же она	1	3
472	для понимания	2	3
473	друг с	1	3
474	нет никаких	1	3
475	этом же	1	3
476	затем в	1	3
477	не найдем	3	3
478	разумеется что	1	3
479	о ней	1	3
480	признаться в	1	3
481	этих двух	3	3
482	собой в	1	3
483	с другом	1	3
484	и за	4	3
485	для своего	2	3
486	для них	3	3
487	и притом	3	3
488	отношения к	2	3
489	в таком	6	3
490	обстоятельство что	2	3
491	от этого	2	3
492	а его	2	3
493	в эту	2	3
494	на себе	1	3
495	не был	1	3
496	остается в	3	3
497	внешней и	1	3
498	а с	2	3
499	того в	1	3
500	для развития	2	3
501	ли это	2	3
502	ни одно	2	3
503	первого и	2	3
504	могла бы	1	3
505	нельзя не	1	3
506	он в	2	3
507	этим же	1	3
508	и есть	3	3
509	роль играет	1	3
510	его за	1	3
511	сказать о	3	3
512	в один	1	3
513	еще одно	1	3
514	мы видели	12	3
515	на месте	1	3
516	не делает	3	3
517	почти не	1	3
518	его с	2	3
519	для себя	2	3
520	о которой	3	3
521	мы в	3	3
522	интерес к	1	3
523	перед отцом	1	3
524	не могут	7	3
525	не более	1	3
526	если это	3	3
527	и начало	1	3
528	быть даже	1	3
529	по собственному	1	3
530	с ними	5	3
531	меньшей мере	2	3
532	связанные с	4	3
533	своего отца	1	3
534	его и	2	3
535	в хронологическом	1	3
536	совершенно не	9	3
537	чем на	1	3
538	совсем другой	1	3
539	относится к	2	3
540	и уже	2	3
541	чем не	5	3
542	действия и	1	3
543	выходят за	1	3
544	к своим	1	3
545	не совсем	3	3
546	на две	3	3
547	правда он	1	3
548	если мы	7	3
549	за пределами	2	3
550	только при	2	3
551	том же	1	3
552	его для	1	3
553	по меньшей	2	3
554	положение вещей	1	3
555	как к	2	3
556	ему в	1	3
557	нет ни	1	3
558	трагедии в	1	3
559	не без	3	3
560	бы на	1	3
561	такое же	2	3
562	мы находим	4	3
563	в виде	1	3
564	однако не	1	3
565	и эта	1	3
566	сведения о	1	3
567	с той	1	3
568	этой цели	1	3
569	и вовсе	1	3
570	на все	3	3
571	высшей степени	6	3
572	один и	3	3
573	нисколько не	4	3
574	в каждой	1	3
575	должен быть	2	3
576	и таким	3	3
577	в одной	2	3
578	на них	2	3
579	жизнь и	1	3
580	ко всему	2	3
581	и потому	12	3
582	а к	1	3
583	а как	3	3
584	она не	6	3
585	так называемой	1	3
586	но при	1	3
587	а из	1	3
588	только как	4	3
589	то обстоятельство	2	3
590	не с	1	3
591	таким же	1	3
592	конечно в	3	3
593	можно найти	1	3
594	на всю	2	3
595	в большинстве	5	3
596	ведь мы	3	3
597	они не	3	3
598	будто бы	2	3
599	и самого	1	3
600	обеих сторон	1	3
601	в высшей	6	3
602	по этому	1	3
603	в голову	4	3
604	в эпоху	3	3
605	ни разу	1	3
606	в лице	1	3
607	не к	2	3
608	с которыми	4	2
609	находим в	1	2
610	философии и	1	2
611	в центре	3	2
612	в душе	13	2
613	в настоящем	1	2
614	и очень	3	2
615	находясь в	1	2
616	же объясняется	3	2
617	другой пример	1	2
618	реальной жизни	1	2
619	говорит о	3	2
620	те же	9	2
621	не как	2	2
622	намека на	1	2
623	остановиться на	1	2
624	в широких	1	2
625	связь с	7	2
626	ко всем	1	2
627	на которых	1	2
628	жизнь в	2	2
629	каким образом	1	2
630	зрения на	6	2
631	к которой	2	2
632	из всего	2	2
633	превращается в	2	2
634	отношению ко	2	2
635	меня в	1	2
636	к самому	1	2
637	в собственном	4	2
638	приходит в	2	2
639	и те	5	2
640	в форму	1	2
641	на первый	5	2
642	полагают что	4	2
643	как ее	2	2
644	нам не	1	2
645	можно считать	1	2
646	которой он	3	2
647	отсюда и	2	2
648	в противоположность	1	2
649	и следовательно	3	2
650	вопрос не	1	2
651	назад в	1	2
652	в этот	4	2
653	и современные	1	2
654	поэтому мы	1	2
655	об отношении	1	2
656	они с	1	2
657	так мы	1	2
658	друг на	1	2
659	и формы	1	2
660	без всякого	1	2
661	него не	1	2
662	в основу	3	2
663	под влиянием	3	2
664	думаю что	1	2
665	что все	7	2
666	в зависимости	4	2
667	были в	2	2
668	что даже	1	2
669	чувства в	1	2
670	каким был	1	2
671	к ее	1	2
672	они могут	1	2
673	который они	1	2
674	римской империи	1	2
675	случае в	2	2
676	намек на	1	2
677	которую можно	2	2
678	то в	2	2
679	мы видим	3	2
680	именно об	1	2
681	хочет быть	1	2
682	наиболее ярких	1	2
683	жизни так	3	2
684	но еще	1	2
685	ним в	1	2
686	всех остальных	1	2
687	к выводу	1	2
688	и сама	2	2
689	с другими	8	2
690	они будут	1	2
691	в конечном	3	2
692	к отцу	16	2
693	как по	2	2
694	вещей и	1	2
695	я и	7	2
696	судить о	1	2
697	и она	3	2
698	на волю	1	2
699	большинстве случаев	6	2
700	рядом с	2	2
701	его жизни	7	2
702	сначала он	1	2
703	представляется нам	3	2
704	служит для	1	2
705	слово в	1	2
706	перемены в	1	2
707	же касается	3	2
708	в первые	1	2
709	точек зрения	1	2
710	в смысле	1	2
711	в философии	1	2
712	чтобы понять	1	2
713	для анализа	1	2
714	слов или	1	2
715	однако и	2	2
716	мы уже	10	2
717	ту же	1	2
718	совсем не	6	2
719	к новым	1	2
720	является его	2	2
721	на чем	1	2
722	если же	2	2
723	реакции на	1	2
724	за ними	2	2
725	и та	2	2
726	и является	3	2
727	для человека	1	2
728	время когда	1	2
729	начинается с	1	2
730	себя на	1	2
731	сами эти	1	2
732	этот вопрос	4	2
733	вот в	1	2
734	с такими	1	2
735	общего с	1	2
736	откуда у	1	2
737	но нет	2	2
738	это делает	1	2
739	но прежде	1	2
740	них не	3	2
741	до смерти	1	2
742	или может	2	2
743	теми же	2	2
744	в общем	5	2
745	бы ни	1	2
746	называет ее	1	2
747	с ее	4	2
748	гораздо более	1	2
749	означает что	1	2
750	из этой	2	2
751	наше время	1	2
752	не будет	1	2
753	образом и	1	2
754	них в	1	2
755	в основном	4	2
756	должна быть	2	2
757	которых мы	2	2
758	в жизни	7	2
759	и при	3	2
760	теперь в	1	2
761	и дает	1	2
762	на те	1	2
763	содержания и	1	2
764	это уже	3	2
765	на несколько	1	2
766	никак не	1	2
767	его собственный	1	2
768	сводится к	4	2
769	со всеми	5	2
770	от их	1	2
771	любовь и	1	2
772	в оно	2	2
773	общей форме	1	2
774	они ищут	1	2
775	этом смысле	2	2
776	для каждого	1	2
777	и так	2	2
778	цитат и	1	2
779	жизни в	3	2
780	себя и	4	2
781	ли он	2	2
782	подходить к	1	2
783	нет в	2	2
784	в которые	1	2
785	в семье	1	2
786	не входит	2	2
787	перед нами	1	2
788	из области	1	2
789	бросается в	1	2
790	художественный образ	2	2
791	этой группы	1	2
792	относящихся к	1	2
793	он еще	1	2
794	это только	4	2
795	быть не	1	2
796	котором он	1	2
797	современной ему	1	2
798	а может	1	2
799	зависимости от	4	2
800	в современном	1	2
801	слова и	4	2
802	с которой	1	2
803	именно на	1	2
804	в которую	1	2
805	отношении к	1	2
806	и наиболее	1	2
807	на примере	1	2
808	и до	5	2
809	в каком	7	2
810	связанных с	4	2
811	имеем в	1	2
812	таким путем	5	2
813	известной степени	1	2
814	между людьми	1	2
815	и дать	3	2
816	много лет	1	2
817	лучше всего	1	2
818	не знаем	1	2
819	обычно не	1	2
820	который по	1	2
821	во втором	3	2
822	здесь не	1	2
823	в свой	3	2
824	скрыть от	2	2
825	сама она	1	2
826	только с	4	2
827	у них	1	2
828	но это	4	2
829	только потому	1	2
830	стороны он	1	2
831	характерные для	1	2
832	об их	1	2
833	в социальном	1	2
834	дает нам	4	2
835	этом случае	1	2
836	в свое	1	2
837	мир в	3	2
838	основе своей	1	2
839	своей любви	1	2
840	это был	1	2
841	широких кругах	1	2
842	нас не	1	2
843	для него	12	2
844	того что	7	2
845	о нем	2	2
846	ее в	5	2
847	то мы	2	2
848	отца в	2	2
849	бы и	2	2
850	была бы	1	2
851	формы и	3	2
852	этого рода	1	2
853	от всех	3	2
854	этого не	3	2
855	чтобы с	1	2
856	которые как	1	2
857	и моральное	1	2
858	войдя в	1	2
859	свидетельствуют о	1	2
860	все эти	15	2
861	эти две	1	2
862	при таком	1	2
863	на фоне	1	2
864	что между	2	2
865	и со	3	2
866	войти в	4	2
867	пока не	1	2
868	не принимает	1	2
869	при его	1	2
870	особенно в	1	2
871	не все	1	2
872	в форме	1	2
873	все тот	2	2
874	его к	4	2
875	сказать и	3	2
876	но его	1	2
877	еще до	1	2
878	и тех	3	2
879	предположить что	1	2
880	и снова	2	2
881	же из	2	2
882	первый план	4	2
883	и только	6	2
884	как же	1	2
885	г №	1	2
886	это как	4	2
887	в самых	3	2
888	как уже	1	2
889	тому как	1	2
890	дело не	2	2
891	и может	4	2
892	с уже	1	2
893	же что	2	2
894	на три	1	2
895	было еще	1	2
896	как не	3	2
897	наконец о	1	2
898	человека с	3	2
899	человека и	6	2
900	отца с	4	2
901	со своими	1	2
902	все больше	1	2
903	в браке	1	2
904	это дает	1	2
905	память о	1	2
906	они так	1	2
907	три года	2	2
908	которой мы	6	2
909	этому вопросу	1	2
910	в отношения	1	1
911	они являются	1	1
912	человек может	2	1
913	заметим что	1	1
914	несомненно что	1	1
915	ребенка и	1	1
916	оно все	1	1
917	можно говорить	1	1
918	образов в	1	1
919	мы и	4	1
920	первые годы	1	1
921	в изучении	2	1
922	многое в	1	1
923	подробно на	1	1
924	этих событий	1	1
925	выводу что	2	1
926	в момент	2	1
927	этому требованию	1	1
928	которые не	1	1
929	классического периода	1	1
930	познания и	1	1
931	от трагедии	1	1
932	в применении	2	1
933	эта идея	1	1
934	становится совершенно	2	1
935	период от	1	1
936	эта новая	1	1
937	они выходят	1	1
938	процесс образования	5	1
939	что основной	1	1
940	в разных	1	1
941	связи в	2	1
942	в задачу	1	1
943	воспоминания о	2	1
944	примыкает к	1	1
945	и какой-нибудь	1	1
946	в некоторых	2	1
947	человек есть	1	1
948	высказывания уже	1	1
949	границу между	1	1
950	ее поведение	1	1
951	однако еще	1	1
952	относилась к	1	1
953	что человек	1	1
954	течений в	1	1
955	как единственного	1	1
956	только за	1	1
957	в различных	2	1
958	плане в	1	1
959	часто даже	1	1
960	них почти	1	1
961	ни слова	1	1
962	на события	1	1
963	в рамки	1	1
964	приобщиться к	1	1
965	частый в	1	1
966	на смену	1	1
967	в борьбе	1	1
968	показывает нам	1	1
969	вот что	1	1
970	представляется ему	1	1
971	же положение	1	1
972	образом что	1	1
973	на такой	1	1
974	я мог	1	1
975	мысль о	1	1
976	что весь	1	1
977	более широкие	1	1
978	она является	1	1
979	отсюда у	1	1
980	при том	1	1
981	уже на	1	1
982	выражено в	1	1
983	вот с	1	1
984	представители этого	1	1
985	с не	1	1
986	о полном	1	1
987	в последнем	4	1
988	а именно	2	1
989	комическое впечатление	1	1
990	выход из	1	1
991	всю эту	2	1
992	был первым	1	1
993	конфликты в	1	1
994	категории к	1	1
995	явлением в	2	1
996	воля отца	1	1
997	образы в	1	1
998	знаем теперь	1	1
999	отличается от	2	1
1000	этого периода	6	1
1001	силами и	1	1
1002	которое не	3	1
1003	он вполне	1	1
1004	не его	1	1
1005	находит выражение	1	1
1006	но мы	6	1
1007	следивший за	1	1
1008	жизни к	3	1
1009	уйти из	1	1
1010	все их	1	1
1011	примеров этого	1	1
1012	и нет	1	1
1013	которое делает	1	1
1014	первый взгляд	1	1
1015	заинтересованность и	1	1
1016	всего они	2	1
1017	природы в	1	1
1018	и грубой	1	1
1019	ответить на	1	1
1020	на этой	3	1
1021	в данном	4	1
1022	шире и	1	1
1023	начала до	1	1
1024	мы рассмотрим	1	1
1025	девушки в	1	1
1026	она же	1	1
1027	знаем о	1	1
1028	известного предела	1	1
1029	не говорит	1	1
1030	жизни когда	1	1
1031	эти чувства	1	1
1032	своего собственного	1	1
1033	применении к	2	1
1034	можем не	1	1
1035	в динамике	1	1
1036	внимательно следивший	1	1
1037	он только	1	1
1038	два момента	1	1
1039	мы увидим	4	1
1040	для выработки	1	1
1041	даже и	1	1
1042	мы достаточно	1	1
1043	чем определяется	1	1
1044	говорить не	1	1
1045	входит в	2	1
1046	до него	1	1
1047	в моменты	1	1
1048	за отказ	1	1
1049	но даже	1	1
1050	но этот	1	1
1051	что исторический	1	1
1052	являются не	2	1
1053	у самого	2	1
1054	и другой	1	1
1055	не допускать	1	1
1056	имея в	1	1
1057	что вся	1	1
1058	для нее	2	1
1059	узнаем о	1	1
1060	он дает	3	1
1061	увидим что	5	1
1062	между отдельными	1	1
1063	о них	3	1
1064	борьбе с	1	1
1065	не доверяет	1	1
1066	наконец как	1	1
1067	которых она	1	1
1068	образом из	1	1
1069	для данного	1	1
1070	а между	1	1
1071	определяется его	1	1
1072	сил в	3	1
1073	сказать несколько	1	1
1074	не что	1	1
1075	мы тоже	1	1
1076	их для	1	1
1077	является как	1	1
1078	всех без	1	1
1079	отметить что	4	1
1080	без труда	2	1
1081	он поставил	1	1
1082	точке зрения	1	1
1083	теперь к	1	1
1084	всегда и	1	1
1085	и поступает	1	1
1086	право говорить	1	1
1087	ты должен	1	1
1088	некоторое время	1	1
1089	слов о	1	1
1090	но ни	1	1
1091	уже более	1	1
1092	утверждал что	1	1
1093	настоящее время	1	1
1094	тезис о	1	1
1095	по которой	1	1
1096	заметить что	2	1
1097	она ни	1	1
1098	семейных отношений	1	1
1099	жизни еще	1	1
1100	в контексте	1	1
1101	следующим образом	1	1
1102	форме не	1	1
1103	эти вопросы	1	1
1104	с этими	3	1
1105	быть осуществлен	1	1
1106	политической жизни	1	1
1107	деятельности человека	1	1
1108	содержание его	4	1
1109	ознакомлении с	1	1
1110	учения об	4	1
1111	без того	1	1
1112	не умеет	1	1
1113	недоверие к	1	1
1114	к целому	1	1
1115	в атмосфере	1	1
1116	по-видимому в	1	1
1117	существенного значения	1	1
1118	можем сказать	5	1
1119	воли и	2	1
1120	вероятно уже	1	1
1121	именно с	1	1
1122	его роль	1	1
1123	коем случае	1	1
1124	собственному желанию	1	1
1125	и чувства	1	1
1126	на котором	1	1
1127	же мотивы	1	1
1128	имели бы	1	1
1129	связанное с	3	1
1130	так у	1	1
1131	но так	2	1
1132	отцу он	2	1
1133	этот основной	2	1
1134	ли эта	1	1
1135	происходящих в	1	1
1136	несколько слов	1	1
1137	и весь	1	1
1138	которую они	1	1
1139	только не	3	1
1140	и совершенно	1	1
1141	и одинаково	1	1
1142	ее и	1	1
1143	и политическая	1	1
1144	эти высказывания	4	1
1145	еще одну	1	1
1146	он умер	1	1
1147	то оно	1	1
1148	от его	1	1
1149	что иное	1	1
1150	может вступить	1	1
1151	это сходство	1	1
1152	своему содержанию	2	1
1153	и больше	1	1
1154	три направления	1	1
1155	и заставляет	1	1
1156	вполне понятно	2	1
1157	внимание на	1	1
1158	время в	2	1
1159	общение с	1	1
1160	о подчинении	1	1
1161	начала и	1	1
1162	только часть	2	1
1163	это я	1	1
1164	его себе	1	1
1165	сущности и	1	1
1166	как нет	1	1
1167	и чрезвычайно	1	1
1168	никакого ответа	1	1
1169	обстояло дело	1	1
1170	с нею	1	1
1171	но наиболее	1	1
1172	что при	2	1
1173	мы конечно	3	1
1174	и раньше	1	1
1175	небо от	1	1
1176	только во	1	1
1177	культуры на	1	1
1178	от начала	2	1
1179	не хозяин	1	1
1180	можем ли	1	1
1181	целые группы	1	1
1182	отказывается от	1	1
1183	голову не	1	1
1184	не больше	3	1
1185	и один	1	1
1186	буквально на	1	1
1187	отцом в	1	1
1188	через всю	1	1
1189	и настойчиво	1	1
1190	творчества из	1	1
1191	то она	2	1
1192	мировоззрения и	2	1
1193	является чем-то	2	1
1194	говорит он	1	1
1195	первая часть	1	1
1196	во всей	3	1
1197	или не	1	1
1198	более серьезной	1	1
1199	у более	1	1
1200	ее от	2	1
1201	перед необходимостью	1	1
1202	на которое	1	1
1203	всех его	1	1
1204	не нуждается	2	1
1205	он оказывается	1	1
1206	годов нашего	1	1
1207	отношений к	1	1
1208	на характер	1	1
1209	или хотя	1	1
1210	поступить с	1	1
1211	сравнить его	1	1
1212	ссылки на	1	1
1213	она стремится	1	1
1214	он ни	1	1
1215	другие представители	1	1
1216	эти три	2	1
1217	следует понимать	1	1
1218	человек в	1	1
1219	из той	1	1
1220	так на	1	1
1221	сознания как	2	1
1222	к врачу	1	1
1223	иным как	3	1
1224	следовательно и	2	1
1225	заимствованные из	1	1
1226	и являются	3	1
1227	того он	1	1
1228	благодаря тому	2	1
1229	связанный с	2	1
1230	в сторону	1	1
1231	а только	4	1
1232	из одного	1	1
1233	каком контексте	1	1
1234	частной жизни	1	1
1235	влияния в	1	1
1236	ним а	1	1
1237	что как	2	1
1238	считая его	1	1
1239	комплекса в	2	1
1240	прямо противоположных	1	1
1241	он сам	5	1
1242	вмешивается в	1	1
1243	той или	1	1
1244	не лучше	4	1
1245	которое следует	1	1
1246	в русской	1	1
1247	могли бы	2	1
1248	о себе	4	1
1249	же все	1	1
1250	материалом для	1	1
1251	но как	2	1
1252	апеллирует к	1	1
1253	для его	1	1
1254	составных частей	2	1
1255	остается места	1	1
1256	при чтении	1	1
1257	дает своему	1	1
1258	что нет	1	1
1259	дать себя	1	1
1260	уже явно	1	1
1261	этого ряда	2	1
1262	говорил о	1	1
1263	в наше	1	1
1264	картины мира	1	1
1265	называет его	1	1
1266	близко к	1	1
1267	чтобы он	1	1
1268	здесь она	1	1
1269	зрения в	1	1
1270	другом и	1	1
1271	этого достаточно	1	1
1272	и необходимость	1	1
1273	преобладание в	3	1
1274	оснований для	1	1
1275	в область	1	1
1276	объясняется и	2	1
1277	идей и	1	1
1278	он стал	1	1
1279	у порога	1	1
1280	бы они	1	1
1281	одним словом	2	1
1282	концы с	1	1
1283	всей этой	1	1
1284	но зато	1	1
1285	отцу но	1	1
1286	из мира	1	1
1287	от которых	1	1
1288	в идеологическом	1	1
1289	в цельном	1	1
1290	и определяет	1	1
1291	до чего	1	1
1292	составная часть	1	1
1293	иметь в	1	1
1294	причина его	1	1
1295	в современной	1	1
1296	чтобы их	1	1
1297	не говорил	1	1
1298	где все	1	1
1299	говорили что	1	1
1300	о связи	1	1
1301	этот период	3	1
1302	значение и	1	1
1303	отнестись к	1	1
1304	занимает в	1	1
1305	нем и	1	1
1306	я в	1	1
1307	так называемого	1	1
1308	тот или	1	1
1309	и очевидно	1	1
