N	3gram	Vygotskiy_	Literetu
89	с полным основанием	1	1
90	по аналогии со	1	1
91	в той или	1	1
92	как и во	1	1
93	сам того не	1	1
94	что он не	2	1
95	все то что	1	1
96	за ним сохраняется	1	1
97	не приводит к	1	1
98	к тому чтобы	2	1
99	в себе как	1	1
100	решающее значение для	1	1
101	на том что	2	1
102	здесь может быть	1	1
103	это не только	1	1
104	однако и здесь	1	1
105	то что в	2	1
106	не вмешивается в	1	1
107	или иной мере	1	1
108	хотя бы и	1	1
109	из всех своих	1	1
110	с новой стороны	1	1
111	и тем более	2	1
112	во внешнем мире	1	1
113	и т.д но	1	1
114	который может быть	1	1
115	не в том	1	1
116	друг от друга	4	1
117	жизни человека и	1	1
118	в истинном смысле	2	1
119	именно в этом	3	1
120	с тем чтобы	1	1
121	только в силу	1	1
122	от жизни а	1	1
123	до сих пор	4	1
124	потому что в	1	1
125	все более и	3	1
126	именно потому что	1	1
127	удивительно поэтому что	5	1
128	в такой же	3	1
129	иметь в виду	1	1
130	того что автор	1	1
131	данном случае не	1	1
132	в конце концов	1	1
133	что перед нами	3	1
134	в зависимости от	8	1
135	нас в данном	1	1
136	в последнее время	3	1
137	всего в том	1	1
138	к действительности не	1	1
139	но и его	1	1
140	том что этот	1	1
141	мы все время	1	1
142	и в то	1	1
143	том что в	3	1
144	на какой бы	1	1
145	по ту сторону	2	1
146	том что только	1	1
147	но и от	1	1
148	в качестве таких	1	1
149	при этом он	1	1
150	слова в его	1	1
151	и т.д или	1	1
152	в частности в	1	1
153	в высшей степени	7	1
154	распространяет и на	1	1
155	по сути дела	1	1
156	как раз и	1	1
157	сама по себе	3	1
158	и потребности в	1	1
159	но все же	1	1
160	по этому пути	2	1
161	о том как	1	1
162	не в силах	1	1
163	ее возникновения и	1	1
164	на всю жизнь	1	1
165	в результате такой	1	1
166	речь шла о	1	1
167	такой же мере	3	1
168	и в этом	1	1
169	в этом последнем	1	1
170	в нашей стране	1	1
171	одно из величайших	1	1
172	в ответ на	1	1
173	и только в	1	1
174	после того как	1	1
175	раз в том	1	1
176	речевого общения между	1	1
177	стороны и к	1	1
178	вместе с ним	3	1
179	от слова и	1	1
180	не для себя	1	1
181	при этом либо	1	1
182	и вот в	1	1
183	в данный момент	1	1
184	с той же	1	1
185	не только от	1	1
186	так как мы	1	1
187	и на его	1	1
188	во главу угла	1	1
189	из которых он	1	1
190	аналогично тому как	1	1
191	когда речь идет	1	1
192	раз и является	1	1
193	не в состоянии	2	1
194	том что для	1	1
195	и к тому	1	1
196	и т.д которая	1	1
197	и для всех	1	1
198	более и более	3	1
199	тем более что	1	1
200	он не может	1	1
201	вместе с ней	1	1
202	только на то	1	1
203	хотя и не	1	1
204	уже в первой	1	1
205	как это ни	2	1
206	и не является	1	1
207	на одном из	1	1
208	до какой степени	1	1
209	из величайших открытий	1	1
210	и мн др	2	1
211	и во всей	1	1
212	содержит в себе	1	1
213	как мы видели	1	1
214	как раз в	3	1
215	того чтобы стать	1	1
216	и т.д и	2	1
217	в этих словах	1	1
218	с предшествующим и	1	1
219	он играет с	1	1
220	предшествующим и последующим	1	1
221	с самого начала	9	1
222	содержат в себе	1	1
223	том что он	2	1
224	и при этом	1	1
225	в первую очередь	3	1
226	и вовсе не	1	1
227	не могут быть	1	1
228	то что для	1	1
229	может быть выражено	1	1
230	вмешивается в ход	1	1
231	в ходе исследования	1	1
232	не могло не	1	1
233	что может быть	2	1
234	в ряду других	1	1
235	и не может	1	1
236	вопрос о том	2	1
237	приводит к тому	3	1
238	по нашему мнению	1	1
239	первую очередь на	1	1
240	само по себе	3	1
241	не только как	1	1
242	живой жизни от	1	1
243	в процессе своего	1	1
244	не удивительно поэтому	5	1
245	с ней в	1	1
246	тот или иной	1	1
247	мы не можем	3	1
248	в сущности говоря	3	1
