N	2gram	Losev_Vlad	FransuaR
394	с тем	4	8
395	то время	6	8
396	это был	5	8
397	сам он	2	8
398	он как	4	8
399	но эта	2	8
400	и вовсе	1	8
401	борьба с	2	8
402	человека с	2	8
403	мы сказали	2	8
404	от него	3	8
405	всякого рода	3	8
406	нельзя было	1	8
407	мы увидим	4	8
408	всего этого	1	8
409	по поводу	15	8
410	видели что	1	8
411	после того	2	8
412	ко всему	4	8
413	тому же	3	8
414	так что	13	8
415	здесь мы	4	8
416	и ни	2	8
417	в это	6	8
418	как о	1	8
419	если бы	2	8
420	здесь дается	1	8
421	народа и	2	8
422	но с	1	8
423	и без	2	8
424	это очень	1	8
425	смерти в	1	8
426	с самого	1	8
427	и почти	2	8
428	дело не	3	8
429	ведь и	1	8
430	были и	1	8
431	в эти	14	8
432	же и	1	7
433	не как	1	7
434	во всяком	8	7
435	искусства и	1	7
436	времени в	2	7
437	себе и	2	7
438	к ним	1	7
439	на него	3	7
440	от них	1	7
441	к этим	1	7
442	точка зрения	1	7
443	что у	4	7
444	на том	1	7
445	он стал	3	7
446	и та	1	7
447	мы будем	4	7
448	связи и	1	7
449	большую роль	1	7
450	по адресу	1	7
451	интерес к	1	7
452	нет ничего	1	7
453	нет и	2	7
454	только с	1	7
455	где он	5	7
456	в виде	4	7
457	но она	4	7
458	и очень	5	7
459	по всему	1	7
460	жить и	1	7
461	в различных	1	7
462	представление о	2	7
463	правда в	3	7
464	что по	1	7
465	притом в	1	7
466	значительной мере	1	7
467	настоящее время	2	7
468	только во	1	7
469	себя в	6	7
470	несколько слов	2	7
471	но его	4	7
472	и всей	1	7
473	в состоянии	1	7
474	это конечно	4	7
475	всех его	1	7
476	как его	1	7
477	всеми его	1	7
478	в париже	8	7
479	в таком	2	7
480	а как	1	7
481	и за	3	7
482	связанное с	1	7
483	никак не	6	7
484	из которых	1	7
485	связанная с	1	7
486	том как	1	7
487	и если	8	7
488	к себе	2	7
489	в настоящее	2	7
490	как нечто	2	7
491	а на	1	7
492	не будем	3	7
493	здесь все	1	7
494	есть только	1	7
495	к концу	7	7
496	его не	2	7
497	в свою	3	7
498	думать что	1	7
499	на всю	2	7
500	и часто	3	7
501	последнее слово	1	7
502	одного из	1	7
503	по этому	3	7
504	и всего	1	6
505	и был	6	6
506	не столько	4	6
507	жизнь в	2	6
508	эта книга	2	6
509	и перед	1	6
510	казалось бы	1	6
511	было в	1	6
512	не могли	2	6
513	хотя бы	5	6
514	в противоположность	1	6
515	уже и	4	6
516	свою очередь	2	6
517	видно что	5	6
518	далеки от	1	6
519	что она	2	6
520	для своего	2	6
521	веке в	1	6
522	ведь в	1	6
523	и тот	2	6
524	и глубоко	3	6
525	возможно что	1	6
526	современников и	1	6
527	для них	2	6
528	языков и	1	6
529	к его	5	6
530	на их	1	6
531	его и	2	6
532	то он	7	6
533	еще один	2	6
534	на что	2	6
535	этот последний	1	6
536	у них	2	6
537	как у	3	6
538	и пр	1	6
539	первом плане	2	6
540	и вы	2	6
541	в руках	1	6
542	или даже	1	6
543	чем мы	1	6
544	людей в	2	6
545	во многом	3	6
546	которые в	2	6
547	эту тему	2	6
548	как будто	2	6
549	вот это	1	6
550	тех кто	2	6
551	и которые	1	6
552	но по	2	6
553	его на	4	6
554	а именно	4	6
555	и такие	2	6
556	и мысли	1	6
557	представления о	1	6
558	говорить о	1	6
559	до того	1	6
560	как я	2	6
561	такого рода	4	6
562	мировоззрения и	1	6
563	между прочим	18	6
564	его развития	1	6
565	с таким	1	6
566	году в	3	6
567	можно только	1	6
568	за это	2	6
569	это время	7	6
570	и мировоззрения	1	6
571	совершенно не	2	6
572	язык и	1	6
573	тех же	3	6
574	мы знаем	5	6
575	всего существующего	1	6
576	что здесь	2	6
577	этого слова	1	6
578	друг друга	3	6
579	поэтому он	1	6
580	дает нам	1	6
581	нет ни	1	6
582	свидетельствует о	3	6
583	xix веке	1	6
584	ее в	1	6
585	в обычном	1	6
586	очень много	2	6
587	в новом	2	6
588	за то	2	6
589	от того	2	6
590	со своими	4	6
591	него и	2	6
592	таким же	1	6
593	в лице	1	6
594	приведем еще	2	5
595	и отчасти	1	5
596	раз и	4	5
597	и когда	1	5
598	и была	1	5
599	жизни он	1	5
600	он так	2	5
601	для всей	1	5
602	жизни с	2	5
603	все в	1	5
604	этой книги	3	5
605	с другими	1	5
606	у этого	1	5
607	чем в	2	5
608	а за	3	5
609	эта была	1	5
610	они еще	1	5
611	и речи	3	5
612	из него	1	5
613	не могла	3	5
614	почти всегда	1	5
615	в историческом	1	5
616	он пишет	5	5
617	на место	1	5
618	который был	4	5
619	тогда когда	1	5
620	на первом	4	5
621	к брату	2	5
622	в другой	1	5
623	с года	4	5
624	французский язык	1	5
625	из его	6	5
626	со всей	1	5
627	которую он	6	5
628	подобного рода	1	5
629	каждый из	1	5
630	как например	1	5
631	но мы	3	5
632	и искусства	1	5
633	не во	1	5
634	мы имеем	2	5
635	которых он	2	5
636	и всегда	4	5
637	тем более	4	5
638	ему не	2	5
639	в г	2	5
640	есть не	1	5
641	тем самым	2	5
642	же самое	1	5
643	и самого	2	5
644	на то	7	5
645	которой мы	3	5
646	он с	1	5
647	настоящего времени	1	5
648	дело здесь	1	5
649	можно говорить	2	5
650	что дело	2	5
651	того он	1	5
652	и стал	3	5
653	было не	2	5
654	нами выше	1	5
655	но даже	3	5
656	во многих	2	5
657	но уже	3	5
658	говорит что	4	5
659	не вполне	3	5
660	сила и	1	5
661	было ни	1	5
662	с этими	4	5
663	тут же	7	5
664	а следовательно	1	5
665	с темой	1	5
666	больше чем	2	5
667	франции и	1	5
668	то в	6	5
669	и весь	2	5
670	свобода и	1	5
671	от его	1	5
672	должно быть	1	5
673	в произведении	2	5
674	притом не	1	5
675	ни было	1	5
676	и сама	2	5
677	в несколько	1	5
678	с представлением	1	5
679	между этими	1	5
680	он сам	3	5
681	для его	2	5
682	вообще в	4	5
683	совсем не	7	5
684	но только	3	5
685	он понимает	1	5
686	независимо от	1	5
687	говорить в	1	5
688	почти не	2	5
689	и из	5	5
690	первых двух	1	5
691	их как	1	5
692	времени не	1	5
693	своего отца	2	5
694	своей жизни	5	5
695	себя и	1	5
696	с новым	2	5
697	с нею	1	5
698	года и	3	5
699	всяком случае	8	5
700	же он	1	5
701	ему в	4	5
702	многие из	1	5
703	видеть в	1	5
704	бы и	1	5
705	должен был	3	5
706	что мы	2	5
707	живой и	1	5
708	к своему	4	5
709	нисколько не	4	5
710	по его	3	5
711	на свете	1	5
712	человека в	1	5
713	до настоящего	1	5
714	церкви и	2	5
715	когда он	6	5
716	в трех	1	5
717	только то	1	5
718	вы не	2	5
719	об этой	2	5
720	и только	1	5
721	не к	2	5
722	новый год	1	4
723	таковы например	1	4
724	до него	1	4
725	не хочет	1	4
726	его от	2	4
727	я не	8	4
728	порядка и	1	4
729	к этой	4	4
730	в действительности	1	4
731	и той	1	4
732	одной и	1	4
733	о них	1	4
734	ни одного	2	4
735	с такою	1	4
736	что даже	2	4
737	о его	7	4
738	уже здесь	1	4
739	время и	3	4
740	внимание на	1	4
741	его произведение	1	4
742	что самая	1	4
743	прямое и	1	4
744	в день	1	4
745	можно судить	8	4
746	и всю	1	4
747	о которых	1	4
748	действительности и	1	4
749	в каждом	1	4
750	своей книги	1	4
751	что во	2	4
752	в современных	1	4
753	уже к	1	4
754	смерти к	1	4
755	году когда	1	4
756	одно и	1	4
757	над ним	1	4
758	он еще	1	4
759	не раз	5	4
760	когда они	1	4
761	хлеб и	1	4
762	них не	2	4
763	что только	1	4
764	году и	2	4
765	время он	3	4
766	если в	1	4
767	также что	2	4
768	и сейчас	2	4
769	он только	1	4
770	и далее	1	4
771	с некоторыми	1	4
772	их и	1	4
773	есть нечто	2	4
774	при всех	1	4
775	в те	12	4
776	он мог	1	4
777	в очень	5	4
778	был также	1	4
779	был конечно	1	4
780	у меня	3	4
781	их роль	1	4
782	и больше	3	4
783	у других	1	4
784	мир а	1	4
785	знаем что	2	4
786	и роста	1	4
787	этого времени	3	4
788	только его	2	4
789	но если	1	4
790	которым он	1	4
791	ее на	3	4
792	новой жизни	1	4
793	этот был	1	4
794	непосредственное влияние	1	4
795	один и	2	4
796	кто не	2	4
797	при всем	1	4
798	к ней	7	4
799	в период	6	4
800	в мировоззрении	1	4
801	не осталось	1	4
802	которая была	2	4
803	мы и	4	4
804	не так	1	4
805	дело с	2	4
806	однако и	1	4
807	что человек	1	4
808	по себе	3	4
809	на такой	2	4
810	всегда в	1	4
811	когда в	1	4
812	г в	3	4
813	что этот	4	4
814	которой он	7	4
815	чувствует себя	1	4
816	которых мы	1	4
817	слов о	1	4
818	связь между	1	4
819	самом начале	1	4
820	этих последних	1	4
821	который в	1	4
822	только не	2	4
823	не видел	1	4
824	в некоторой	1	4
825	что между	1	4
826	и притом	5	4
827	именно здесь	2	4
828	что за	1	4
829	учение о	2	4
830	также в	1	4
831	здесь перед	1	4
832	его жизни	12	4
833	но к	1	4
834	на страницах	1	4
835	и тем	2	4
836	кажется что	3	4
837	на нем	1	4
838	за ними	1	4
839	не по	2	4
840	заключается в	1	4
841	и любви	1	4
842	имеет дело	1	4
843	на рубеже	1	4
844	свою жизнь	1	4
845	о которой	3	4
846	и вполне	4	4
847	о своей	1	4
848	и человека	1	4
849	можно найти	1	4
850	отрывок из	2	4
851	из тех	1	4
852	ни на	1	4
853	ли он	2	4
854	всего на	4	4
855	что уже	1	4
856	не могло	2	4
857	значение для	2	4
858	без всякого	2	4
859	заметить что	2	4
860	эти последние	4	4
861	что я	5	4
862	из этой	1	4
863	и средневековой	1	4
864	второй половине	3	4
865	со своим	5	4
866	из своих	1	4
867	на которой	1	4
868	и слова	1	4
869	на тему	1	4
870	говорят о	1	4
871	для которого	1	4
872	время уже	1	4
873	что эти	1	4
874	же к	1	4
875	быть и	1	4
876	что касается	6	4
877	было еще	1	4
878	говоря о	2	4
879	что такие	1	4
880	у нее	1	4
881	на это	2	4
882	свидетельствуют о	4	4
883	этому вопросу	1	4
884	в чисто	1	4
885	с которой	2	3
886	более широкой	1	3
887	в которую	2	3
888	него в	4	3
889	и другим	1	3
890	но когда	1	3
891	и сделал	1	3
892	по своим	3	3
893	он есть	1	3
894	я вижу	1	3
895	с конца	1	3
896	больше всего	3	3
897	сохраняют и	1	3
898	особенности же	1	3
899	это его	1	3
900	платона и	3	3
901	мы все	1	3
902	у своего	1	3
903	в прошлом	1	3
904	том чтобы	4	3
905	будем говорить	2	3
906	знает только	1	3
907	речи в	1	3
908	года то	4	3
909	бы то	2	3
910	и мы	6	3
911	глубокий и	1	3
912	силой с	1	3
913	которого он	2	3
914	после этого	2	3
915	видения и	1	3
916	них все	1	3
917	в следующем	3	3
918	а с	5	3
919	есть еще	1	3
920	остается в	1	3
921	будто бы	2	3
922	тому что	1	3
923	ясно что	2	3
924	время как	3	3
925	не есть	4	3
926	был не	3	3
927	а для	1	3
928	и мир	1	3
929	выступает в	1	3
930	и весьма	2	3
931	не будет	1	3
932	вот в	1	3
933	истории и	1	3
934	равно как	1	3
935	похожа на	1	3
936	природы и	2	3
937	те кто	1	3
938	это совершенно	1	3
939	его из	1	3
940	которые он	2	3
941	и свое	2	3
942	содержит в	1	3
943	чтобы стать	2	3
944	натуральной магии	1	3
945	как вы	2	3
946	от своего	2	3
947	на столе	1	3
948	был связан	1	3
949	и начало	1	3
950	и хотя	3	3
951	явлений и	1	3
952	далек от	1	3
953	в каком	3	3
954	он часто	1	3
955	на церковные	1	3
956	и второй	1	3
957	после смерти	8	3
958	все книги	1	3
959	в годах	6	3
960	интерес и	2	3
961	и об	1	3
962	в мир	1	3
963	чем не	2	3
964	к людям	1	3
965	было и	1	3
966	вопрос об	1	3
967	отца и	4	3
968	на две	1	3
969	из первых	1	3
970	в произведениях	1	3
971	и после	1	3
972	не из	2	3
973	у вас	2	3
974	то ни	2	3
975	жизни здесь	1	3
976	что с	3	3
977	и тут	2	3
978	смысле этого	1	3
979	знания и	3	3
980	как именно	1	3
981	для других	1	3
982	на нее	1	3
983	в переводе	1	3
984	иной раз	8	3
985	своего существования	1	3
986	со своей	5	3
987	вероятно не	2	3
988	перешли в	1	3
989	этих двух	2	3
990	к одному	1	3
991	он чувствует	1	3
992	она не	3	3
993	те времена	7	3
994	г и	1	3
995	и всякая	2	3
996	а скорее	1	3
997	в германии	1	3
998	в подлинном	1	3
999	о своих	2	3
1000	же это	1	3
1001	человек не	1	3
1002	само собой	2	3
1003	даже больше	2	3
1004	день после	1	3
1005	всю ночь	2	3
1006	которые не	1	3
1007	которая в	1	3
1008	он всегда	2	3
1009	время его	1	3
1010	всем и	1	3
1011	касается до	1	3
1012	одной плоскости	1	3
1013	из нее	1	3
1014	лежит на	1	3
1015	у которого	3	3
1016	не что	2	3
1017	рассуждение о	1	3
1018	гораздо больше	1	3
1019	было написано	1	3
1020	и тонкий	1	3
1021	то его	2	3
1022	не существует	1	3
1023	всего и	1	3
1024	то это	4	3
1025	он находит	1	3
1026	этом мы	1	3
1027	вот почему	1	3
1028	между двумя	1	3
1029	когда она	1	3
1030	представлением о	1	3
1031	духа и	1	3
1032	не имел	1	3
1033	быть в	1	3
1034	связи со	2	3
1035	вопросе о	1	3
1036	в париж	3	3
1037	него не	4	3
1038	наряду с	1	3
1039	что иное	2	3
1040	которое он	1	3
1041	его биографии	4	3
1042	в стиле	1	3
1043	на этих	2	3
1044	и через	3	3
1045	в тот	3	3
1046	в полной	3	3
1047	не о	1	3
1048	говорит в	2	3
1049	лицо его	1	3
1050	что его	8	3
1051	и того	1	3
1052	всем своем	1	3
1053	уже давно	3	3
1054	именно с	2	3
1055	что их	1	3
1056	разных местах	1	3
1057	на другой	1	3
1058	этом свете	1	3
1059	этом смысле	4	3
1060	в современной	1	3
1061	могилу и	1	3
1062	ни одной	1	3
1063	в силу	1	3
1064	есть все	1	3
1065	которого мы	2	3
1066	при дворе	3	3
1067	за ним	1	3
1068	известно что	2	3
1069	вина и	1	3
1070	есть для	2	3
1071	со второй	1	3
1072	рассказывается о	1	3
1073	от этой	1	3
1074	разного рода	8	3
1075	место и	1	3
1076	за что	2	3
1077	собой и	1	3
1078	с ней	3	3
1079	очень важный	1	3
1080	вы думаете	1	3
1081	после первого	2	3
1082	со стороны	5	3
1083	всей своей	2	3
1084	ни к	2	3
1085	было весьма	1	3
1086	весьма часто	1	3
1087	и тогда	1	3
1088	в первых	1	3
1089	не потому	1	3
1090	характера и	1	3
1091	в свой	3	3
1092	дает в	1	3
1093	с того	2	3
1094	жизни но	1	3
1095	итак в	1	3
1096	в первый	2	3
1097	не для	1	3
1098	особенно с	1	3
1099	людей но	1	3
1100	чем он	1	3
1101	для нее	3	3
1102	это книга	1	3
1103	то новое	1	3
1104	никому не	1	3
1105	указывает на	2	3
1106	нам в	2	3
1107	этой цели	1	3
1108	еще к	1	3
1109	что тот	1	3
1110	он смеется	1	3
1111	в необходимости	1	3
1112	сказали что	1	3
1113	эта сторона	1	3
1114	на людей	1	3
1115	правда он	1	3
1116	к обеду	1	3
1117	все более	1	3
1118	для характеристики	3	3
1119	не удалось	2	3
1120	именно это	1	3
1121	и совершенно	2	3
1122	иное как	2	3
1123	и уже	1	3
1124	такие явления	1	3
1125	котором он	2	3
1126	с которыми	2	2
1127	в настоящем	1	2
1128	с двух	1	2
1129	и самому	1	2
1130	дальнейшем в	1	2
1131	нем в	1	2
1132	некоторой степени	3	2
1133	и знакомых	2	2
1134	с самим	2	2
1135	эта идея	1	2
1136	вышли в	1	2
1137	у его	2	2
1138	науке и	1	2
1139	моменты его	2	2
1140	своего сына	2	2
1141	смерти а	2	2
1142	и самые	1	2
1143	чтобы в	1	2
1144	на свою	3	2
1145	года в	9	2
1146	и свободой	1	2
1147	без учета	1	2
1148	работы в	1	2
1149	большим и	1	2
1150	есть тот	1	2
1151	ему приходилось	2	2
1152	и близким	1	2
1153	в природе	1	2
1154	не имели	2	2
1155	где оно	1	2
1156	людей которые	1	2
1157	также было	2	2
1158	которую и	1	2
1159	и иногда	1	2
1160	говорится о	1	2
1161	было конечно	2	2
1162	ними и	2	2
1163	и стремления	1	2
1164	за исключением	1	2
1165	этого последнего	3	2
1166	только как	1	2
1167	нами раньше	1	2
1168	строго говоря	1	2
1169	не давали	1	2
1170	что вся	1	2
1171	за собой	1	2
1172	париже и	2	2
1173	серьезных тонах	1	2
1174	для своей	1	2
1175	несколько позже	1	2
1176	любовь к	1	2
1177	было сказано	2	2
1178	некоторое время	3	2
1179	эти факты	1	2
1180	чего он	2	2
1181	человека а	1	2
1182	о браке	1	2
1183	все существующее	1	2
1184	на вопрос	2	2
1185	мы привели	1	2
1186	и настроения	1	2
1187	всех своих	2	2
1188	обычном смысле	1	2
1189	его самого	1	2
1190	но из	1	2
1191	первый раз	1	2
1192	потому не	1	2
1193	а ведь	1	2
1194	философской мысли	4	2
1195	книги и	2	2
1196	и всякой	3	2
1197	этой книге	1	2
1198	как объяснить	1	2
1199	объявил что	2	2
1200	которые так	1	2
1201	с двумя	1	2
1202	он оказывается	1	2
1203	кто хотел	1	2
1204	и непосредственное	1	2
1205	глубокая и	1	2
1206	человеке и	1	2
1207	слишком много	1	2
1208	и являются	1	2
1209	в двух	1	2
1210	в сторону	1	2
1211	с вопросом	2	2
1212	свою книгу	2	2
1213	понимания его	1	2
1214	называет его	1	2
1215	это вино	1	2
1216	понимает и	1	2
1217	время когда	1	2
1218	была не	3	2
1219	была уже	2	2
1220	мир на	1	2
1221	никакого отношения	3	2
1222	для той	1	2
1223	все дело	1	2
1224	оно имеет	1	2
1225	по другим	1	2
1226	своему богу	1	2
1227	понимает как	1	2
1228	близкий к	2	2
1229	оно может	1	2
1230	а главное	2	2
1231	нам кажется	2	2
1232	нечто весьма	1	2
1233	для самого	1	2
1234	при жизни	4	2
1235	эти мотивы	1	2
1236	очень важно	1	2
1237	раз он	1	2
1238	он уже	7	2
1239	почему он	2	2
1240	в вопросах	3	2
1241	себе представить	2	2
1242	жизни а	1	2
1243	которой не	1	2
1244	роман с	1	2
1245	с такой	1	2
1246	уж и	1	2
1247	теперь в	1	2
1248	всегда была	1	2
1249	уже знаем	1	2
1250	от нас	2	2
1251	сам по	1	2
1252	он на	1	2
1253	хотя в	2	2
1254	с каждым	2	2
1255	том и	1	2
1256	такого же	1	2
1257	что нет	1	2
1258	тем и	1	2
1259	мог найти	1	2
1260	характер но	2	2
1261	оказалось что	1	2
1262	так называемая	1	2
1263	но более	2	2
1264	и вечной	1	2
1265	сейчас же	1	2
1266	на другие	1	2
1267	к той	2	2
1268	стала еще	1	2
1269	очень мало	2	2
1270	исторической жизни	1	2
1271	он требует	1	2
1272	но у	1	2
1273	творчество и	1	2
1274	с нами	3	2
1275	это все	1	2
1276	и поэтому	1	2
1277	в менее	1	2
1278	что если	3	2
1279	не лишены	1	2
1280	в письмах	1	2
1281	например на	1	2
1282	удовольствия и	1	2
1283	на которые	1	2
1284	сегодня в	1	2
1285	год в	1	2
1286	в споре	1	2
1287	в самую	1	2
1288	и раньше	1	2
1289	ли можно	1	2
1290	был глубоко	2	2
1291	знаком с	1	2
1292	и разум	1	2
1293	в память	1	2
1294	т ii	6	2
1295	часто и	2	2
1296	человеческую жизнь	1	2
1297	именно к	2	2
1298	этом случае	1	2
1299	что ему	1	2
1300	и многие	1	2
1301	время своего	1	2
1302	не без	7	2
1303	своей обычной	1	2
1304	то мы	3	2
1305	борьбу с	1	2
1306	теми же	2	2
1307	больше в	1	2
1308	и глубокой	1	2
1309	который как	1	2
1310	однако по	1	2
1311	было для	3	2
1312	с теми	2	2
1313	сейчас увидим	2	2
1314	может только	2	2
1315	и я	7	2
1316	в такой	1	2
1317	бы мы	2	2
1318	в серьезных	1	2
1319	вследствие чего	1	2
1320	этих элементов	1	2
1321	а он	2	2
1322	в знак	1	2
1323	не считая	1	2
1324	содержание их	1	2
1325	раньше в	1	2
1326	в самых	2	2
