N	3gram	Propp_Isto	Problema
279	вместе со своим	1	1
280	и в особенности	1	1
281	прежде всего является	1	1
282	этого можно будет	1	1
283	из самых важных	1	1
284	заключается не только	1	1
285	в своей работе	2	1
286	как и сам	1	1
287	к тому чтобы	1	1
288	же мы можем	1	1
289	что они были	1	1
290	но все это	1	1
291	состоит в том	1	1
292	ни за что	1	1
293	в одной из	2	1
294	текст мы должны	1	1
295	в эту ночь	1	1
296	но еще не	1	1
297	он вступает в	1	1
298	с другой же	1	1
299	одной стороны он	1	1
300	не должны были	1	1
301	ни за кого	1	1
302	может фигурировать и	1	1
303	что наряду с	1	1
304	всех этих случаях	6	1
305	она все же	1	1
306	и все в	1	1
307	у него нет	1	1
308	и соответствующие им	1	1
309	видите ли и	1	1
310	на землю и	1	1
311	легко может быть	1	1
312	до наших дней	1	1
313	но есть еще	1	1
314	миф не есть	1	1
315	все это в	1	1
316	и что здесь	1	1
317	но как только	1	1
318	что этот мотив	2	1
319	обстоит дело с	1	1
320	это прежде всего	1	1
321	ниже мы увидим	1	1
322	еще ничего не	1	1
323	а не от	1	1
324	же самое и	1	1
325	что у нас	1	1
326	в самом начале	1	1
327	таким образом сама	1	1
328	у него есть	2	1
329	другой же стороны	1	1
330	друга что их	1	1
331	во многих других	1	1
332	остановимся только на	1	1
333	в каких доказательствах	1	1
334	может идти только	2	1
335	о котором говорилось	1	1
336	если бы ему	1	1
337	тоже может быть	1	1
338	почти никогда не	1	1
339	только в условиях	1	1
340	небом и землей	1	1
341	от солнца и	2	1
342	это одна из	1	1
343	мы можем назвать	1	1
344	которых говорилось выше	1	1
345	в борьбе с	1	1
346	и после того	2	1
347	он не может	1	1
348	этих случаях мы	2	1
349	но далеко не	1	1
350	и в русской	2	1
351	то же мы	2	1
352	если он не	1	1
353	в обратном порядке	1	1
354	по тому что	1	1
355	совершенно то же	2	1
356	по всему миру	2	1
357	заметим что во	1	1
358	в потусторонний мир	1	1
359	как он будет	1	1
360	эта теория хотя	1	1
361	оказывается что эти	1	1
362	другой стороны и	2	1
363	об этом же	1	1
364	думают что если	1	1
365	однако это такое	1	1
366	котором говорилось выше	1	1
367	что они не	1	1
368	и смысл этого	1	1
369	поставить вопрос о	1	1
370	не хочет идти	1	1
371	отсюда видно что	5	1
372	далеко еще не	1	1
373	это означает что	1	1
374	похожи друг на	2	1
375	имеет отношение к	1	1
376	мы видим и	4	1
377	по себе не	1	1
378	на то чтобы	2	1
379	с тех пор	1	1
380	для нас особенно	1	1
381	этот мотив не	1	1
382	все же можно	2	1
383	то и здесь	1	1
384	что у него	5	1
385	кроме того он	1	1
386	для этой цели	1	1
387	о том чтобы	1	1
388	в представлениях о	2	1
389	это один и	1	1
390	скажем несколько ниже	1	1
391	мир не только	2	1
392	и эти два	1	1
393	ближайшем рассмотрении оказывается	1	1
394	при встрече с	1	1
395	таким образом мы	3	1
396	но он не	1	1
397	или духа в	1	1
398	это может быть	1	1
399	по своей воле	1	1
400	потому что у	2	1
401	что то что	1	1
402	этот мотив в	1	1
403	в противоречие с	1	1
404	он не только	1	1
405	а также при	1	1
406	речь может идти	2	1
407	и в конце	1	1
408	другой стороны он	2	1
409	мы имеем например	1	1
410	т д тем	1	1
411	он научил их	1	1
412	мы и здесь	1	1
413	вместе со своей	1	1
414	идти только о	2	1
415	в некоторых случаях	2	1
416	поэтому и не	1	1
417	перед тем как	1	1
418	конечно не в	1	1
419	но тут же	1	1
420	мы знаем как	1	1
421	на дне моря	1	1
422	и о ней	1	1
423	между прочим и	2	1
424	но даже в	1	1
425	на другой предмет	1	1
426	во всем этом	1	1
427	и как будто	1	1
428	всегда так или	1	1
429	на друга что	1	1
430	в союзе с	1	1
431	в свете этой	1	1
432	на земле в	1	1
433	однако и в	1	1
434	а если он	1	1
435	ничего не будет	1	1
436	еще далеко не	1	1
437	борьбы с ним	1	1
438	во избежание путаницы	1	1
439	на ту сторону	1	1
440	он не мог	1	1
441	это будет в	1	1
442	в котором можно	1	1
443	он стоит на	1	1
444	от него же	1	1
445	а я на	1	1
446	по существу и	1	1
447	об этом ничего	1	1
448	ответ на этот	1	1
449	по его мнению	1	1
450	в свое время	1	1
451	должно изучаться в	1	1
452	наконец один из	1	1
453	самом деле и	1	1
454	здесь можно было	1	1
455	весь миф о	1	1
456	нуждается ни в	1	1
457	то что все	1	1
458	имеем дело с	1	1
