N	2gram	Kanaev_Sov	Myslijsy
206	на это	1	7
207	не знаем	2	7
208	и к	3	6
209	увидим что	1	6
210	есть то	1	6
211	между двумя	1	6
212	себе в	1	6
213	к которому	1	6
214	ни было	1	6
215	у него	2	6
216	что его	1	6
217	в мире	1	6
218	мы уже	1	6
219	же самое	2	6
220	от другого	1	6
221	может стать	1	6
222	ничего общего	1	6
223	явлений и	1	6
224	в этой	3	6
225	и до	1	6
226	как например	1	6
227	но если	1	6
228	что с	1	6
229	то он	1	6
230	у нас	3	6
231	в виде	2	6
232	при таком	3	6
233	на его	2	6
234	форма в	2	6
235	все более	1	6
236	как он	3	6
237	в один	2	6
238	понятия и	1	6
239	жизни и	4	6
240	только из	1	5
241	или нет	1	5
242	в отдельном	1	5
243	по мнению	2	5
244	времени и	2	5
245	само собою	3	5
246	когда в	1	5
247	конечно не	1	5
248	на ней	1	5
249	вообще и	1	5
250	в нашем	2	5
251	в живой	1	5
252	чем в	1	5
253	ли мы	3	5
254	одна из	3	5
255	и у	1	5
256	рядом с	1	5
257	можно было	1	5
258	но только	1	5
259	этот вопрос	1	5
260	природы и	1	5
261	оно имеет	1	5
262	в процессе	1	5
263	если в	1	5
264	можно назвать	2	5
265	к другому	1	5
266	вытекает из	1	5
267	в течение	1	5
268	на этот	2	5
269	они не	1	5
270	мы имеем	1	5
271	а это	1	5
272	на которой	1	5
273	в какой	1	5
274	не подлежит	3	5
275	но уже	1	5
276	в области	3	5
277	том случае	1	5
278	человека в	1	5
279	такие же	2	5
280	этого не	1	5
281	в начале	1	5
282	с понятием	1	5
283	с общим	2	5
284	еще более	2	4
285	в некоторых	2	4
286	равно как	1	4
287	его мнению	1	4
288	более как	1	4
289	в другом	1	4
290	не что	1	4
291	природы но	1	4
292	так называемых	3	4
293	некоторое время	2	4
294	что иное	1	4
295	бы то	1	4
296	видели что	3	4
297	все его	1	4
298	свободы и	1	4
299	не знает	1	4
300	это сравнение	1	4
301	в связи	1	4
302	с его	1	4
303	на этом	2	4
304	не дает	2	4
305	на другой	1	4
306	то ни	2	4
307	он в	3	4
308	ничего не	6	4
309	та же	1	4
310	ни в	1	4
311	в наших	3	4
312	и они	2	4
313	все они	1	4
314	только одно	1	4
315	более и	1	4
316	то она	1	4
317	он может	3	4
318	только о	1	4
319	известных нам	2	4
320	развивается только	1	4
321	он должен	2	4
322	данном случае	1	4
323	одна и	1	4
324	будет ли	1	4
325	в науке	2	4
326	первое время	1	4
327	но эта	1	4
328	дело в	1	4
329	из двух	3	4
330	в ту	1	4
331	в такой	1	4
332	пока не	1	4
333	на них	1	4
334	искать в	1	4
335	стороны и	1	4
336	во многом	1	4
337	одного из	1	4
338	такой же	2	4
339	иное как	1	4
340	из многих	1	3
341	это значит	1	3
342	кроме того	1	3
343	в результате	6	3
344	ясно что	3	3
345	именно эти	1	3
346	одной из	1	3
347	на такой	1	3
348	нашего знания	1	3
349	все свои	1	3
350	с тою	1	3
351	которая не	1	3
352	сложное и	1	3
353	быть в	1	3
354	к деятельности	1	3
355	можем сказать	1	3
356	он сам	1	3
357	она может	2	3
358	подлежит сомнению	2	3
359	которые в	1	3
360	а потом	1	3
361	несколько слов	1	3
362	от его	1	3
363	что уже	1	3
364	мы знаем	2	3
365	его значения	1	3
366	но можно	1	3
367	же путем	1	3
368	может иметь	2	3
369	для развития	2	3
370	но для	1	3
371	человек и	1	3
372	необходимости и	1	3
373	совсем не	1	3
374	что эта	1	3
375	случае когда	1	3
376	мы будем	1	3
377	же мы	2	3
378	значит что	1	3
379	и из	1	3
380	утверждает что	1	3
381	для них	1	3
382	должен был	1	3
383	образом если	1	3
384	ни о	1	3
385	их и	1	3
386	развития в	2	3
387	она и	1	3
388	в известном	1	3
389	в первое	1	3
390	в первый	1	3
391	это то	1	3
392	это только	1	3
393	а может	1	3
394	наука не	1	3
395	жизни не	1	3
396	в свое	1	3
397	и наконец	5	3
398	о значении	2	3
399	и всегда	1	3
400	не составляют	1	3
401	при исследовании	1	3
402	случае не	1	3
403	находиться в	1	3
404	должен быть	1	3
405	сказать несколько	1	3
406	отличие от	2	3
407	в развитии	4	3
408	или как	1	3
409	в большинстве	1	3
410	и прежде	1	3
411	важную роль	1	3
412	без помощи	1	3
413	то этим	1	2
414	раз мы	1	2
415	другое направление	1	2
416	еще раз	1	2
417	можно говорить	1	2
418	мы постараемся	1	2
419	ровно ничего	1	2
420	что дело	1	2
421	иметь только	1	2
422	нами в	1	2
423	говорить что	1	2
424	ни одна	2	2
425	каждом отдельном	5	2
426	и им	1	2
427	такой вопрос	1	2
428	уже на	1	2
429	мы получаем	3	2
430	развития но	2	2
431	животный организм	1	2
432	роль в	2	2
433	и сделал	1	2
434	отличается от	3	2
435	для их	1	2
436	может находиться	1	2
437	жизни к	1	2
438	и нет	1	2
439	не хотим	1	2
440	раз и	1	2
441	при нормальном	4	2
442	признать за	1	2
443	научной мысли	1	2
444	можем назвать	3	2
445	почти совершенно	1	2
446	но такая	1	2
447	то его	1	2
448	друг на	1	2
449	факт что	1	2
450	может ли	1	2
451	и еще	1	2
452	нас на	1	2
453	следующим образом	3	2
454	на другом	2	2
455	это что	1	2
456	на две	3	2
457	в отдельных	1	2
458	в системе	3	2
459	но конечно	1	2
460	развития на	1	2
461	своего развития	1	2
462	ходом развития	1	2
463	к различным	1	2
464	указать на	1	2
465	но еще	1	2
466	происходит это	1	2
467	смысле то	1	2
468	от общего	1	2
469	как нет	1	2
470	между различными	1	2
471	для своего	1	2
472	можем ли	1	2
473	и развития	1	2
474	например при	1	2
475	к чему	2	2
476	как его	1	2
477	на другую	1	2
478	них это	1	2
479	же как	1	2
480	этому одному	1	2
481	от другой	1	2
482	как происходит	1	2
483	значение но	1	2
484	же это	4	2
485	мы по	1	2
486	обратимся к	1	2
487	развития о	1	2
488	ей не	1	2
489	для чего	1	2
490	с ее	1	2
491	могли быть	1	2
492	на ее	1	2
493	и должно	1	2
494	научную деятельность	1	2
495	из которых	2	2
496	в обратном	1	2
497	живых существ	1	2
498	состоит из	3	2
499	есть такой	1	2
500	зависимости от	4	2
501	на их	2	2
502	свое время	1	2
503	это и	1	2
504	его и	1	2
505	по своим	1	2
506	быть при	1	2
507	такую же	1	2
508	заключать в	1	2
509	на друга	1	2
510	объяснение не	1	2
511	мы получим	3	2
512	не будем	2	2
513	знаем что	2	2
514	иметь перед	1	2
515	нуждаются в	1	2
516	не представляет	1	2
517	нет и	4	2
518	входящих в	1	2
519	нам только	1	2
520	жизни но	1	2
521	на предметы	1	2
522	этот процесс	1	2
523	ее на	2	2
524	общего и	1	2
525	мира но	1	2
526	может объяснить	1	2
527	как у	1	2
528	место только	1	2
529	что каждый	1	2
530	а на	2	2
531	без всяких	1	2
532	и первое	1	2
533	говорим о	2	2
534	может но	1	2
535	а все	3	2
536	и эта	1	2
537	этого развития	1	2
538	мы ее	1	2
539	она по	1	2
540	и могут	1	2
541	очень важную	1	2
542	оно может	1	2
543	этих двух	2	2
544	только к	1	2
545	период развития	2	2
546	хотя конечно	1	2
547	а из	1	2
548	то нужно	1	2
549	первое и	1	2
550	быть и	2	2
551	самое что	1	2
552	на которые	1	2
553	с человеком	1	2
554	каждого из	2	2
555	какой бы	1	2
556	должны признать	1	2
557	только одну	2	2
558	что один	1	1
559	стать в	1	1
560	далее тем	1	1
561	этого направления	1	1
562	объяснить нам	1	1
563	и природа	1	1
564	заключают в	1	1
565	из всех	1	1
566	на второй	1	1
567	с необходимостью	3	1
568	она принуждена	1	1
569	она уже	1	1
570	например указать	1	1
571	и таких	1	1
572	остановиться на	1	1
573	науке и	1	1
574	но каким	1	1
575	случае он	1	1
576	и само	1	1
577	и наиболее	1	1
578	он уже	1	1
579	в духе	1	1
580	нам это	1	1
581	элементарным законам	1	1
582	нужна для	1	1
583	а но	1	1
584	бы все	1	1
585	но очень	2	1
586	собою разумеется	2	1
587	свою собственную	2	1
588	играть в	1	1
589	но изменение	1	1
590	объективной стороны	1	1
591	предмета ни	1	1
592	эти процессы	1	1
593	жизнь человека	1	1
594	этим мы	3	1
595	которой он	2	1
596	можем определить	1	1
597	опыта как	1	1
598	ничто не	1	1
599	в этот	1	1
600	этот третий	1	1
601	он ищет	1	1
602	и т.п	1	1
603	наблюдения и	2	1
604	что явления	1	1
605	если нет	1	1
606	всякой науки	3	1
607	образом из	1	1
608	они относятся	1	1
609	только переходит	1	1
610	и те	1	1
611	всегда будет	1	1
612	внешний и	1	1
613	внутреннего опыта	1	1
614	настоящее время	2	1
615	природы не	1	1
616	таком направлении	1	1
617	действительности развивается	1	1
618	бы так	1	1
619	субъективное состояние	2	1
620	друг с	2	1
621	это уже	1	1
622	вопрос и	1	1
623	жизни как	1	1
624	это увидим	1	1
625	научное объяснение	2	1
626	в заключение	1	1
627	условий то	1	1
628	когда и	1	1
629	только частное	1	1
630	по преимуществу	1	1
631	и эту	1	1
632	три направления	1	1
633	поэтому в	1	1
634	такого рода	2	1
635	если у	1	1
636	всегда мы	1	1
637	существовал для	1	1
638	только возможно	1	1
639	аналогии с	1	1
640	для объяснения	1	1
641	развития мы	2	1
642	окружающих его	1	1
643	весь мир	1	1
644	в зависимости	4	1
645	во всей	1	1
646	организма в	1	1
647	не отнимает	1	1
648	из приведенных	1	1
649	их по	1	1
650	ли оно	2	1
651	исчезает из	1	1
652	и чисто	1	1
653	по аналогии	1	1
654	органической жизни	9	1
655	и изменение	2	1
656	мы это	1	1
657	хотим сказать	1	1
658	но ведь	1	1
659	на поверхности	1	1
660	эти три	1	1
661	не вытекает	1	1
662	и именно	2	1
663	мы намерены	1	1
664	и путем	1	1
665	из естественных	1	1
666	между собой	3	1
667	окончательную форму	1	1
668	в субъективном	1	1
669	физических законов	2	1
670	при которых	1	1
671	более в	1	1
672	ним или	1	1
673	той или	1	1
674	нас есть	1	1
675	необходимость в	1	1
676	живой организм	5	1
677	для его	2	1
678	бы к	1	1
679	системе и	1	1
680	и пространства	2	1
681	предполагается что	1	1
682	науке а	1	1
683	самый вопрос	2	1
684	же процесс	1	1
685	чтобы он	1	1
686	определенным образом	1	1
687	для наших	1	1
688	и речи	1	1
689	мы всегда	1	1
690	меняется в	1	1
691	делится на	1	1
692	сомнению что	1	1
693	этой группы	1	1
694	если даны	1	1
695	был прежде	1	1
696	законов и	1	1
697	двух и	1	1
698	свобода по	1	1
699	тем легче	1	1
700	роль играет	1	1
701	мы помним	1	1
702	составляют его	1	1
703	бы эти	1	1
704	каждая группа	1	1
705	форму и	1	1
706	эти качества	1	1
707	нельзя говорить	1	1
708	но они	1	1
709	которая и	1	1
710	нечто совсем	1	1
711	одном случае	1	1
712	в вопросах	1	1
713	одна не	1	1
714	и свою	1	1
715	что сказать	1	1
716	с №	1	1
717	всего человек	1	1
718	и неподвижными	1	1
719	потом и	1	1
720	поэтому совершенно	1	1
721	всей совокупности	1	1
722	еще мало	2	1
723	из двенадцати	1	1
724	в область	1	1
725	части одной	1	1
726	то они	1	1
727	из нескольких	1	1
728	эта для	1	1
729	это или	1	1
730	его таким	1	1
731	переходит из	1	1
732	со всеми	2	1
733	готовых уже	1	1
734	и навсегда	1	1
735	может не	3	1
736	всегда строго	1	1
737	мало для	1	1
738	о другом	1	1
739	только такой	1	1
740	происходит новое	1	1
741	ведущие к	1	1
742	и действительно	1	1
743	времени не	1	1
744	для каждого	1	1
745	что такой	1	1
746	на эту	1	1
747	научного исследования	2	1
748	жизни в	1	1
749	правда не	1	1
750	приводит к	2	1
751	эту сторону	1	1
752	ли он	1	1
753	вследствие этого	1	1
754	здесь нет	1	1
755	конечно явление	1	1
756	жизни мы	2	1
757	рядом и	1	1
758	совершенно не	2	1
759	этого явления	1	1
760	свести все	1	1
761	чем же	1	1
762	не является	1	1
763	первые два	2	1
764	их объяснения	1	1
765	в очень	1	1
766	единства в	1	1
767	не быть	1	1
768	всеми этими	1	1
769	формы с	1	1
770	оно вообще	1	1
771	те или	1	1
772	и вся	1	1
773	в которую	2	1
774	в первых	1	1
775	а при	1	1
776	и основное	1	1
777	в совершенно	1	1
778	выбора между	1	1
779	не необходимость	1	1
780	нет в	1	1
781	из одной	1	1
782	в отличие	2	1
783	возможность и	2	1
784	они нам	1	1
785	при каких	1	1
786	и значит	1	1
787	если уже	1	1
788	мы с	2	1
789	является только	1	1
790	форму этого	1	1
791	так называемое	1	1
792	в корне	1	1
793	в настоящее	2	1
794	это совершенно	1	1
795	или другой	1	1
796	к очень	1	1
797	эти сравнения	1	1
798	время нет	1	1
799	именно к	1	1
800	объективные качества	1	1
801	объяснение этого	1	1
802	влечет за	1	1
803	значение в	2	1
804	и иначе	1	1
805	быть действительно	1	1
806	принадлежит и	1	1
807	ее таким	1	1
808	смысле можно	1	1
809	имеет только	1	1
810	нужно взять	1	1
811	образом все	1	1
812	здесь в	1	1
813	самое в	1	1
814	этот результат	1	1
815	представлять себе	2	1
816	иметь место	1	1
817	различия между	1	1
818	xix века	1	1
819	видим не	1	1
820	если как	1	1
821	а о	1	1
822	и другую	1	1
823	совершенно невозможен	1	1
824	который как	2	1
825	чем отличается	1	1
826	уже совершенно	1	1
827	о жизни	2	1
828	совсем иное	1	1
829	для науки	1	1
830	в одинаковой	1	1
831	состояние нашего	1	1
832	условия при	1	1
833	в объяснении	1	1
834	мы спрашиваем	1	1
835	целого на	1	1
836	наблюдению если	1	1
837	видим что	1	1
838	наука еще	2	1
839	в условиях	5	1
840	с другом	2	1
841	для нашей	1	1
842	целого и	1	1
843	явлений как	1	1
844	этой системы	1	1
845	мере в	1	1
846	с при	1	1
847	одном направлении	1	1
848	несколько различных	1	1
849	достаточно для	1	1
850	и живой	1	1
851	каждая из	2	1
852	случае и	1	1
853	например у	1	1
854	это как	1	1
855	нужно сказать	1	1
856	должно заключаться	1	1
857	от всяких	1	1
858	и ни	1	1
859	сложных явлений	1	1
860	просто не	1	1
861	же необходимо	1	1
862	то конечно	1	1
863	с i	1	1
864	совершенно невозможно	1	1
865	к области	1	1
866	конечно в	2	1
867	еще в	1	1
868	общий характер	1	1
869	и т.д	3	1
870	идет о	1	1
871	расстоянии от	1	1
872	промежуток времени	1	1
873	но самый	1	1
874	же природы	1	1
875	этом с	1	1
876	очень часто	1	1
877	состав и	1	1
878	отдельные органы	1	1
879	благодаря этому	1	1
880	что машина	1	1
881	мы этого	2	1
882	их на	1	1
883	при одном	1	1
884	он с	1	1
