N	2gram	Losev_Dial	formyVre
337	или на	2	4
338	и момент	1	4
339	в корне	1	4
340	его на	3	4
341	мир и	6	4
342	у достоевского	1	4
343	и смерти	2	4
344	и образ	1	4
345	при всей	1	4
346	в данном	6	4
347	моменты и	2	4
348	раз и	3	4
349	он был	1	4
350	людей и	2	4
351	в глаза	1	4
352	не становится	1	4
353	на ней	1	4
354	друг на	1	4
355	чтобы они	1	4
356	в нашем	1	4
357	момент в	1	4
358	а следовательно	1	4
359	и становится	2	4
360	жизни с	2	4
361	все в	3	4
362	жизни так	1	4
363	несмотря на	2	4
364	судьбы и	1	4
365	весь мир	3	4
366	чем в	2	4
367	прежде чем	2	4
368	человеческая жизнь	1	4
369	что не	8	4
370	о которых	1	4
371	себе и	1	4
372	в чем	11	4
373	именно как	3	4
374	видения и	1	4
375	совсем не	1	4
376	явления в	1	4
377	за ними	1	4
378	в историческом	1	4
379	природы и	4	4
380	друг другу	1	4
381	их к	1	4
382	в один	2	4
383	и вот	13	4
384	даны в	1	4
385	и при	4	4
386	из того	2	4
387	их и	1	4
388	что он	18	4
389	перед нами	5	4
390	это и	12	4
391	наконец и	1	4
392	и более	1	4
393	своей собственной	1	4
394	на друга	1	4
395	же самое	1	4
396	нем нет	3	4
397	всяком случае	3	4
398	друг друга	3	4
399	часто и	1	4
400	одних и	2	4
401	находятся в	1	4
402	и события	3	4
403	не для	1	4
404	бы на	1	4
405	у нас	7	4
406	все равно	5	4
407	так в	2	4
408	на одном	1	4
409	со своей	1	4
410	на его	1	4
411	в одной	4	4
412	тем более	5	4
413	и тех	2	4
414	мы должны	1	4
415	быть и	7	4
416	как он	4	4
417	в xvii	1	4
418	же что	1	4
419	лишь как	4	4
420	всей его	2	4
421	и вне	3	4
422	и о	9	4
423	включает в	1	4
424	и совершенно	2	4
425	мы сказали	1	4
426	в лице	1	4
427	и имеет	1	3
428	тому что	5	3
429	они уже	1	3
430	это значит	29	3
431	строго говоря	2	3
432	время не	1	3
433	нас в	3	3
434	на нас	1	3
435	важный момент	1	3
436	и которые	1	3
437	их не	3	3
438	можно говорить	2	3
439	жизни или	1	3
440	жизнь в	2	3
441	из нее	2	3
442	прямо сказать	1	3
443	смерть как	1	3
444	веков и	1	3
445	и вещей	1	3
446	в точном	2	3
447	все ее	1	3
448	всякого рода	1	3
449	и отчасти	1	3
450	не могли	1	3
451	вопрос о	9	3
452	которой он	1	3
453	начиная от	1	3
454	и художественного	1	3
455	вот почему	3	3
456	она еще	2	3
457	самого начала	1	3
458	и еще	1	3
459	как на	6	3
460	еще нет	1	3
461	находится в	2	3
462	место для	1	3
463	в зависимости	3	3
464	все время	4	3
465	не мог	3	3
466	на почве	1	3
467	явления как	2	3
468	внимание на	1	3
469	все прочие	1	3
470	событие в	1	3
471	же как	4	3
472	одна из	4	3
473	можно прямо	1	3
474	того и	2	3
475	и жизнь	1	3
476	явлений природы	1	3
477	бы в	5	3
478	все стороны	1	3
479	связь с	1	3
480	очень часто	1	3
481	на этом	3	3
482	сюда же	2	3
483	как это	8	3
484	но только	7	3
485	реального исторического	1	3
486	тот или	2	3
487	в девятый	1	3
488	не могла	1	3
489	и есть	24	3
490	и ничего	5	3
491	таков например	1	3
492	и здесь	3	3
493	и дает	1	3
494	это уже	2	3
495	нет никакого	10	3
496	она становится	2	3
497	сами по	3	3
498	если не	3	3
499	все то	1	3
500	и событий	1	3
501	он хочет	1	3
502	в слове	3	3
503	и так	2	3
504	по самому	2	3
505	том как	2	3
506	сравнению с	1	3
507	зависимости от	4	3
508	нет в	1	3
509	к другому	2	3
510	в аспекте	1	3
511	но оно	2	3
512	еще и	2	3
513	ни к	3	3
514	бы и	2	3
515	что мы	10	3
516	в течение	4	3
517	наконец в	1	3
518	не быть	1	3
519	целый ряд	3	3
520	и явления	1	3
521	и идеи	2	3
522	что здесь	3	3
523	без всякого	2	3
524	нем не	2	3
525	если мы	5	3
526	искусство и	1	3
527	они еще	1	3
528	но это	10	3
529	жизни не	1	3
530	точку зрения	1	3
531	человека но	1	3
532	что есть	6	3
533	чужой жизни	1	3
534	и также	2	3
535	нет ни	5	3
536	ни с	4	3
537	он как	1	3
538	одна и	3	3
539	или с	1	3
540	совершенно не	6	3
541	на одной	1	3
542	силу и	1	3
543	как нечто	2	3
544	вовсе нет	2	3
545	них и	1	3
546	однако не	2	3
547	без всяких	1	3
548	у всех	1	3
549	в другую	1	3
550	добродетели и	1	3
551	в сферу	4	3
552	есть только	13	3
553	по своему	2	3
554	в новом	1	3
555	это было	5	3
556	бы совершенно	1	3
557	при виде	1	3
558	мира как	1	3
559	и эти	2	3
560	только к	3	3
561	с самого	1	3
562	он ни	1	3
563	она не	10	3
564	но при	1	3
565	место и	1	3
566	ни один	2	3
567	надо было	4	3
568	но она	4	3
569	при всем	5	3
570	по сравнению	1	3
571	и время	1	3
572	к ней	1	3
573	можно сказать	5	3
574	вплоть до	2	3
575	происходит в	1	3
576	природой и	1	3
577	что на	3	3
578	в чисто	2	3
579	не к	1	3
580	и всего	1	2
581	находим в	1	2
582	они имеют	1	2
583	всего это	2	2
584	случае в	1	2
585	мир как	8	2
586	и очень	1	2
587	и лишь	1	2
588	чего не	7	2
589	только два	1	2
590	он всегда	3	2
591	без исключения	1	2
592	что люди	1	2
593	с необходимостью	1	2
594	этот момент	2	2
595	остановиться на	1	2
596	представлений о	1	2
597	исторического процесса	2	2
598	о времени	3	2
599	ясно что	16	2
600	исторического развития	1	2
601	приходит к	1	2
602	вопрос об	3	2
603	мыслится как	1	2
604	как они	1	2
605	он утверждает	1	2
606	в духе	1	2
607	на мир	1	2
608	от всего	6	2
609	представление о	3	2
610	природы то	1	2
611	начинается с	1	2
612	и сами	2	2
613	как таковой	6	2
614	и вещи	1	2
615	становления в	1	2
616	отличается от	9	2
617	и истории	4	2
618	как только	5	2
619	и нет	9	2
620	перестает быть	2	2
621	природы в	2	2
622	я вижу	4	2
623	этим мы	1	2
624	гл vii	1	2
625	было в	2	2
626	своей природе	1	2
627	имеет в	1	2
628	из жизни	1	2
629	действии и	1	2
630	из себя	3	2
631	нашем случае	1	2
632	говорить о	13	2
633	и должно	1	2
634	плоти и	3	2
635	как оно	1	2
636	уже есть	1	2
637	в чистом	1	2
638	сила и	2	2
639	ничего что	1	2
640	бога и	1	2
641	во всякой	2	2
642	в реальный	1	2
643	они должны	1	2
644	будем говорить	1	2
645	как я	2	2
646	он сам	1	2
647	от них	1	2
648	тут же	3	2
649	что даже	2	2
650	а мы	3	2
651	на котором	2	2
652	приближение к	1	2
653	здесь идет	1	2
654	но самый	1	2
655	начало и	2	2
656	мы скажем	1	2
657	к нему	4	2
658	то в	5	2
659	не зная	2	2
660	ее и	2	2
661	что у	2	2
662	по природе	1	2
663	для жизни	1	2
664	и всей	1	2
665	указать на	1	2
666	его моменты	1	2
667	что уже	3	2
668	все вещи	4	2
669	после этого	2	2
670	этот мир	1	2
671	основе в	1	2
672	и сама	6	2
673	и этим	3	2
674	для своего	1	2
675	лучше всего	1	2
676	стремится к	1	2
677	ничего существенного	1	2
678	тому же	2	2
679	видит в	1	2
680	и притом	10	2
681	столько же	1	2
682	в разные	2	2
683	сказал что	1	2
684	на себя	3	2
685	но для	3	2
686	человек по	2	2
687	о смерти	1	2
688	мы это	1	2
689	человек и	1	2
690	я не	11	2
691	лишь на	1	2
692	и дух	1	2
693	и она	4	2
694	себя как	3	2
695	есть именно	6	2
696	ее поэтому	1	2
697	одном из	1	2
698	и вместе	1	2
699	но когда	2	2
700	в телесном	1	2
701	если я	2	2
702	больше и	1	2
703	природа и	1	2
704	а только	2	2
705	но к	1	2
706	смысл и	2	2
707	но как	3	2
708	реальным и	1	2
709	его развития	1	2
710	него есть	1	2
711	сама природа	1	2
712	когда я	1	2
713	что должно	2	2
714	личности и	15	2
715	котором я	1	2
716	процесса в	1	2
717	мира так	1	2
718	если же	8	2
719	и та	4	2
720	никто не	4	2
721	даже не	8	2
722	и сам	1	2
723	этот вопрос	1	2
724	природе своей	1	2
725	была уже	1	2
726	меняется и	1	2
727	целом и	1	2
728	культуры и	2	2
729	его как	6	2
730	вера в	1	2
731	образы и	1	2
732	бы его	2	2
733	в каком	9	2
734	когда они	1	2
735	всех сторон	1	2
736	необходимо чтобы	1	2
737	в полном	1	2
738	же мы	5	2
739	значит что	29	2
740	существует только	1	2
741	которого мы	1	2
742	с идеей	1	2
743	в философии	1	2
744	к сыну	1	2
745	именно о	3	2
746	и временной	1	2
747	можно только	5	2
748	от нее	3	2
749	во втором	1	2
750	произведение и	1	2
751	достоевского в	1	2
752	опирается на	1	2
753	всеми ее	1	2
754	они и	1	2
755	показать ее	1	2
756	как с	2	2
757	на небе	1	2
758	в час	1	2
759	он только	1	2
760	его с	1	2
761	должна быть	11	2
762	тогда когда	9	2
763	сколько угодно	1	2
764	была бы	5	2
765	в область	2	2
766	от этой	1	2
767	разного рода	2	2
768	утверждает что	3	2
769	тело в	2	2
770	бы при	1	2
771	себе не	3	2
772	на минуту	1	2
773	от их	1	2
774	самом деле	7	2
775	смысла и	3	2
776	в жертву	2	2
777	мы говорим	4	2
778	но дело	1	2
779	судьбы в	1	2
780	можно назвать	3	2
781	как для	1	2
782	которые могут	1	2
783	влияния на	1	2
784	основные моменты	1	2
785	данном случае	3	2
786	о котором	4	2
787	говорить и	2	2
788	самое это	1	2
789	эти реальности	1	2
790	началом и	1	2
791	то он	1	2
792	по этим	1	2
793	где нет	1	2
794	со всех	1	2
795	то и	5	2
796	учение об	1	2
797	это то	1	2
798	и поэтому	1	2
799	явления и	4	2
800	но лишь	2	2
801	и тогда	6	2
802	с которой	2	2
803	воскресения и	1	2
804	только один	1	2
805	отношении к	1	2
806	и об	2	2
807	нет никакой	7	2
808	этой жизни	2	2
809	друга и	1	2
810	каждый из	1	2
811	в обществе	1	2
812	вне его	1	2
813	смысловую сферу	1	2
814	жизнь как	1	2
815	с нею	1	2
816	и историческое	1	2
817	но если	11	2
818	событий как	1	2
819	и после	1	2
820	только о	4	2
821	в другое	1	2
822	высшей степени	1	2
823	самое слово	2	2
824	душе и	2	2
825	и становления	1	2
826	основе своей	1	2
827	ее на	1	2
828	не можем	3	2
829	сам он	1	2
830	и пр	16	2
831	для нас	2	2
832	идет о	1	2
833	в соответствующих	1	2
834	себя самого	4	2
835	в вечности	6	2
836	день и	2	2
837	иной раз	3	2
838	и принципиально	1	2
839	себя в	3	2
840	это именно	1	2
841	с их	4	2
842	быть или	2	2
843	не существует	10	2
844	ведь это	2	2
845	образом в	1	2
846	жизни это	1	2
847	бытия и	5	2
848	и эта	1	2
849	животных и	1	2
850	о жизни	1	2
851	между собою	3	2
852	что их	2	2
853	мира а	1	2
854	и реальный	1	2
855	к своему	1	2
856	не столь	1	2
857	должен быть	1	2
858	они есть	1	2
859	на них	2	2
860	на место	1	2
861	в стиле	1	2
862	мир с	1	2
863	должны быть	7	2
864	реальный мир	2	2
865	такие же	1	2
866	всех своих	1	2
867	под категорию	1	2
868	чистом виде	1	2
869	его не	3	2
870	или не	10	2
871	вся жизнь	1	2
872	в искусстве	1	2
873	и может	2	2
874	как таковые	2	2
875	не о	6	2
876	оказывается что	5	2
877	каком же	1	2
878	как то	1	2
879	когда мы	3	2
880	эпохи и	1	2
881	существуют для	1	2
882	во многом	1	2
883	и обычно	2	2
884	для такого	2	2
885	них нет	1	2
886	своему существу	1	2
887	само собой	1	2
888	мы различаем	1	2
889	виду что	2	2
890	с реальным	1	2
891	телесности и	2	2
892	в человеке	1	2
893	это на	1	1
894	они являются	1	1
895	об его	3	1
896	и человеческая	1	1
897	с точностью	1	1
898	философии и	1	1
899	из многих	1	1
900	только разрушает	1	1
901	и мира	4	1
902	говоря вообще	1	1
903	если его	2	1
904	именно на	1	1
905	более не	2	1
906	историческом развитии	1	1
907	вещи в	3	1
908	на эти	1	1
909	самого себя	1	1
910	или только	4	1
911	которая в	1	1
912	быть никаких	1	1
913	собою все	1	1
914	тех кто	1	1
915	очень много	3	1
916	жизнь или	1	1
917	бы даже	1	1
918	с детства	1	1
919	некоторой степени	1	1
920	ровно ничего	9	1
921	есть прежде	4	1
922	ведь эти	1	1
923	момента в	1	1
924	связанных между	1	1
925	эта идея	1	1
926	которое я	1	1
927	он видит	1	1
928	мы исходим	1	1
929	и насквозь	1	1
930	и оправдание	1	1
931	и лучше	1	1
932	и говорить	3	1
933	что человек	1	1
934	точками зрения	1	1
935	и совсем	1	1
936	событиях и	1	1
937	на родину	1	1
938	в птицу	1	1
939	а есть	1	1
940	исторического и	1	1
941	это учение	3	1
942	случае он	1	1
943	же оно	1	1
944	не бывает	1	1
945	как таковых	2	1
946	и само	3	1
947	иной мир	1	1
948	но что	11	1
949	определяют как	1	1
950	и необходимости	5	1
951	и гуманизм	1	1
952	исторический процесс	2	1
953	романтизме и	1	1
954	каждой отдельной	1	1
955	ко всем	1	1
956	более или	1	1
957	гл xiv	1	1
958	было чисто	1	1
959	в первом	2	1
960	и чужой	1	1
961	именно и	1	1
962	несколько примеров	1	1
963	сходство и	1	1
964	цельного и	1	1
965	все дело	1	1
966	теперь мы	4	1
967	же жизнь	1	1
968	как об	1	1
969	и абсолютно	3	1
970	у людей	1	1
971	лишь благодаря	1	1
972	из всего	1	1
973	конечном счете	1	1
974	ходит по	1	1
975	если он	2	1
976	этот общий	1	1
977	относительность в	1	1
978	и должен	1	1
979	когда это	1	1
980	самих событий	1	1
981	только через	1	1
982	всегда в	1	1
983	самая эта	1	1
984	веры и	4	1
985	жизнь все	1	1
986	даже просто	1	1
987	одновременно и	1	1
988	возможно лишь	1	1
989	уже и	3	1
990	его все	1	1
991	не вполне	2	1
992	не менее	11	1
993	мы только	3	1
994	было возможно	1	1
995	в природе	5	1
996	своем движении	1	1
997	с третьим	2	1
998	есть природа	1	1
999	другое какое	1	1
1000	этого сознания	1	1
1001	знающего только	1	1
1002	только теперь	2	1
1003	и физически	1	1
1004	все их	1	1
1005	всем его	1	1
1006	места не	1	1
1007	жизнь душа	1	1
1008	судьба или	1	1
1009	эта точка	1	1
1010	настоящее и	2	1
1011	нам не	1	1
1012	только элемент	1	1
1013	только благодаря	1	1
1014	все и	1	1
1015	на природу	1	1
1016	нами выше	1	1
1017	уже давно	1	1
1018	требует для	1	1
1019	к этой	2	1
1020	при условии	5	1
1021	и никого	1	1
1022	больше чем	2	1
1023	что этот	3	1
1024	на части	2	1
1025	жизнь со	1	1
1026	эта связь	1	1
1027	реальности как	1	1
1028	что всякое	1	1
1029	каждая вещь	1	1
1030	идеал и	1	1
1031	быть чем-то	1	1
1032	начале и	2	1
1033	представления о	1	1
1034	ее у	1	1
1035	выходит из	1	1
1036	по нему	1	1
1037	особенности же	1	1
1038	некоторый минимум	1	1
1039	он помогает	1	1
1040	в каких	2	1
1041	поэтому если	1	1
1042	переходим ко	1	1
1043	миф о	4	1
1044	не всегда	3	1
1045	с нашим	1	1
1046	могут не	2	1
1047	она вся	1	1
1048	правда совершенно	1	1
1049	и действия	1	1
1050	поэтому мы	1	1
1051	это же	3	1
1052	одной и	4	1
1053	и влияние	1	1
1054	средних веков	1	1
1055	и стали	1	1
1056	здоровья и	1	1
1057	не имеем	3	1
1058	существенной и	1	1
1059	существования но	1	1
1060	точек зрения	1	1
1061	превращается в	6	1
1062	привела к	1	1
1063	в каждой	1	1
1064	в применении	1	1
1065	рассуждение о	1	1
1066	глубину и	1	1
1067	существовать и	1	1
1068	жизнь во	1	1
1069	погибает в	1	1
1070	так мы	1	1
1071	видно что	1	1
1072	и создают	1	1
1073	пор говорили	1	1
1074	сына он	1	1
1075	с другим	2	1
1076	и формы	2	1
1077	и временем	1	1
1078	на одну	1	1
1079	поэтического образа	1	1
1080	самосознание и	1	1
1081	о создании	1	1
1082	я с	2	1
1083	этих типов	1	1
1084	него не	1	1
1085	этих последних	3	1
1086	не больше	4	1
1087	и бытие	1	1
1088	реальной жизни	1	1
1089	такая же	1	1
1090	третий день	2	1
1091	на него	1	1
1092	отношениях и	1	1
1093	отречения от	1	1
1094	на вещи	1	1
1095	ли она	1	1
1096	есть по	2	1
1097	о всемогуществе	3	1
1098	и возможна	1	1
1099	и вдруг	1	1
1100	юноша и	1	1
1101	эти сферы	1	1
1102	воли и	2	1
1103	своем существе	1	1
1104	нам путь	1	1
1105	мире без	1	1
1106	все искусство	1	1
1107	и живет	1	1
1108	она есть	17	1
1109	не просто	20	1
1110	вещи так	1	1
1111	собственном значении	1	1
1112	по которым	1	1
1113	ни даже	1	1
1114	едва ли	2	1
1115	человека то	1	1
1116	вся эта	1	1
1117	от ее	1	1
1118	гораздо более	1	1
1119	же невозможно	2	1
1120	себе самом	1	1
1121	морали в	1	1
1122	ближе к	1	1
1123	бы то	3	1
1124	и простым	1	1
1125	этого и	1	1
1126	вот эта	1	1
1127	она имеет	1	1
1128	говорит о	5	1
1129	иметь какую-то	1	1
1130	событий а	2	1
1131	тем полнее	1	1
1132	времени вне	1	1
1133	не выходит	1	1
1134	есть этот	1	1
1135	в научной	1	1
1136	мы как	2	1
1137	и тождества	1	1
1138	как такового	1	1
1139	а наоборот	1	1
1140	мы принуждены	1	1
1141	от его	2	1
1142	к человеку	1	1
1143	к природе	3	1
1144	и ноги	2	1
1145	это будет	6	1
1146	на том	1	1
1147	есть одно	1	1
1148	она в	3	1
1149	и той	4	1
1150	в состоянии	1	1
1151	мы знаем	3	1
1152	форма и	3	1
1153	или они	1	1
1154	в теле	2	1
1155	и основной	1	1
1156	тогда и	2	1
1157	и иного	1	1
1158	к которому	1	1
1159	она лишает	1	1
1160	с тех	2	1
1161	почему в	1	1
1162	поста и	1	1
1163	души и	3	1
1164	тем не	10	1
1165	книги и	1	1
1166	и за	1	1
1167	тел и	1	1
1168	сфер и	1	1
1169	за эти	1	1
1170	они в	1	1
1171	гибели и	1	1
1172	по типу	1	1
1173	смерть все	1	1
1174	его является	1	1
1175	есть еще	4	1
1176	мировоззрения и	1	1
1177	свободы и	4	1
1178	но самая	1	1
1179	в конечном	1	1
1180	христа и	1	1
1181	как же	9	1
1182	находятся и	1	1
1183	или прямо	1	1
1184	мы вовсе	1	1
1185	человека правда	1	1
1186	живет и	1	1
1187	к отцу	2	1
1188	ни от	6	1
1189	но совершенно	2	1
1190	это мы	1	1
1191	и чисто	6	1
1192	жизни очень	1	1
1193	и отношение	1	1
1194	выражает и	1	1
1195	изменения и	3	1
1196	и познания	1	1
1197	и хорошо	2	1
1198	или иная	3	1
1199	я и	2	1
1200	ибо я	1	1
1201	или более	1	1
1202	призыв к	2	1
1203	этом последнем	1	1
1204	как говорит	1	1
1205	iii в	1	1
1206	учение о	11	1
1207	ясным и	1	1
1208	без него	1	1
1209	эти три	1	1
1210	ряд примеров	1	1
1211	всем своем	1	1
1212	будет вам	2	1
1213	если угодно	4	1
1214	сознания как	1	1
1215	того если	1	1
1216	на свои	3	1
1217	вообще есть	1	1
1218	должно было	1	1
1219	минуты и	1	1
1220	что стало	1	1
1221	возможности для	1	1
1222	не ставится	2	1
1223	достаточно чтобы	1	1
1224	человеческой и	1	1
1225	на себе	4	1
1226	что как	1	1
1227	действительности и	1	1
1228	жизнь не	2	1
1229	чудесного и	1	1
1230	понятий и	1	1
1231	и мир	1	1
1232	от себя	5	1
1233	не то	3	1
1234	природы оно	1	1
1235	должно иметь	1	1
1236	в устах	1	1
1237	как факт	1	1
1238	они же	1	1
1239	чтобы в	1	1
1240	становится и	2	1
1241	данный момент	2	1
1242	в целях	4	1
1243	говорил о	2	1
1244	мир где	1	1
1245	от характера	1	1
1246	частности от	1	1
1247	в лучшем	2	1
1248	для лечения	1	1
1249	в обычных	1	1
1250	событие как	2	1
1251	от этих	2	1
1252	зрения в	3	1
1253	не дает	1	1
1254	этой идеи	1	1
1255	чем полнее	1	1
1256	не из	1	1
1257	мы всегда	2	1
1258	на самый	1	1
1259	говорить об	2	1
1260	и тем	3	1
1261	оно ничего	1	1
1262	смерти к	1	1
1263	берем его	1	1
1264	не будет	5	1
1265	но зато	2	1
1266	не приходится	2	1
1267	из него	1	1
1268	и что	21	1
1269	различных типов	1	1
1270	не абстрактной	1	1
1271	к ее	2	1
1272	ровно никакого	5	1
1273	никогда нельзя	3	1
1274	и капиталистический	1	1
1275	бы уже	1	1
1276	также не	3	1
1277	этом смысле	1	1
1278	проникнуть в	1	1
1279	в несобственном	1	1
1280	сил и	2	1
1281	уже одно	1	1
1282	по вопросу	1	1
1283	но тут	2	1
1284	я увидел	1	1
1285	самому существу	1	1
1286	на свое	1	1
1287	она была	3	1
1288	у которого	1	1
1289	бы было	1	1
1290	требует чтобы	2	1
1291	управляет всем	2	1
1292	человека у	1	1
1293	оно вообще	3	1
1294	сказать по	1	1
1295	превратилась в	1	1
1296	другая форма	1	1
1297	не говорится	1	1
1298	вопрос в	2	1
1299	он в	1	1
1300	бессильное и	1	1
1301	это вовсе	1	1
1302	явлениями и	1	1
1303	тело так	1	1
1304	однако в	1	1
1305	и никогда	1	1
1306	время на	1	1
1307	о воле	1	1
