N	2gram	Ircho_Kome	Formalny
161	совсем не	2	9
162	бы ни	1	9
163	или иного	1	9
164	отношения к	1	9
165	в свою	2	9
166	но это	2	9
167	ничего не	4	9
168	от всех	1	9
169	у нас	3	9
170	и к	2	8
171	в них	7	8
172	и те	1	8
173	в данном	1	8
174	одной стороны	5	8
175	всего этого	2	8
176	следует что	1	8
177	с одной	5	8
178	ясно что	9	8
179	же как	3	8
180	в других	3	8
181	сих пор	3	8
182	и является	1	8
183	из этого	2	8
184	до сих	3	8
185	что это	5	8
186	с этим	5	8
187	роль в	2	8
188	на основе	1	8
189	это не	2	8
190	должен быть	1	8
191	не следует	2	8
192	для того	3	8
193	в области	3	8
194	для этого	2	8
195	в той	2	7
196	можно говорить	1	7
197	его от	1	7
198	более или	1	7
199	но все	4	7
200	становится в	3	7
201	применении к	1	7
202	даже и	1	7
203	в применении	1	7
204	сказать что	1	7
205	что именно	3	7
206	к этому	8	7
207	в сущности	3	7
208	из них	16	7
209	время в	1	7
210	следовательно и	1	7
211	от этого	2	7
212	значение и	1	7
213	в себе	3	7
214	столь же	9	7
215	бы быть	1	7
216	в особенности	1	7
217	в содержании	1	7
218	не на	1	7
219	жизни в	1	7
220	том что	19	7
221	не входит	1	7
222	чем же	2	7
223	высшей степени	1	7
224	и более	2	7
225	в какой	2	7
226	или менее	2	7
227	в одной	1	7
228	того или	1	7
229	как их	1	7
230	в высшей	1	7
231	и только	1	7
232	за счет	3	7
233	к действительности	1	6
234	те же	1	6
235	в этих	5	6
236	например в	1	6
237	их в	1	6
238	при таком	1	6
239	отличается от	1	6
240	о том	12	6
241	действительности в	1	6
242	и отчасти	1	6
243	он был	4	6
244	познания и	1	6
245	общения и	1	6
246	материал в	1	6
247	жизнь и	2	6
248	от его	1	6
249	именно так	1	6
250	и других	7	6
251	в которой	9	6
252	в конце	7	6
253	и это	3	6
254	на этом	3	6
255	и тем	2	6
256	за пределы	2	6
257	один из	9	6
258	они и	1	6
259	его с	2	6
260	на ее	2	6
261	с ним	1	6
262	сам по	1	6
263	к его	3	6
264	из этих	5	6
265	именно на	2	6
266	нет и	2	6
267	той же	3	6
268	этого слова	1	6
269	у них	1	6
270	данном случае	1	6
271	уже в	9	6
272	ее в	2	6
273	смысле этого	1	6
274	так в	6	6
275	особенно в	1	6
276	его не	1	6
277	не по	5	6
278	в частности	7	6
279	тем самым	1	6
280	отношение к	3	6
281	такой же	2	6
282	тому что	4	6
283	случае в	1	5
284	за исключением	3	5
285	с этой	3	5
286	даже в	3	5
287	в виду	2	5
288	в рамки	1	5
289	значительной степени	1	5
290	в мире	3	5
291	правда в	3	5
292	так например	1	5
293	в котором	6	5
294	то это	3	5
295	вопрос о	5	5
296	и формы	2	5
297	как на	2	5
298	в нашем	2	5
299	к которому	4	5
300	как от	1	5
301	не найдем	1	5
302	к нему	5	5
303	всего в	5	5
304	то в	1	5
305	время и	3	5
306	прием как	1	5
307	хотя и	6	5
308	не столько	1	5
309	что не	1	5
310	а только	1	5
311	в эту	2	5
312	могло бы	1	5
313	слово как	1	5
314	мы можем	6	5
315	мы уже	1	5
316	не приходится	1	5
317	и что	2	5
318	не могла	2	5
319	этом смысле	2	5
320	его как	1	5
321	друг другу	2	5
322	и по	6	5
323	а как	1	5
324	и самый	1	5
325	не так	1	5
326	если в	3	5
327	в основном	1	5
328	в отношении	6	5
329	должен был	1	5
330	даже не	4	5
331	приводит к	1	5
332	не имеет	1	5
333	да и	5	5
334	то он	1	5
335	бы и	1	5
336	то и	3	5
337	в значительной	1	5
338	в отличие	3	5
339	одной из	6	5
340	в самой	2	5
341	он становится	1	5
342	однако не	2	5
343	непосредственно в	1	5
344	и эта	1	5
345	в эпоху	1	5
346	на все	3	5
347	в условиях	1	5
348	отличие от	4	5
349	тому как	1	5
350	обстоит дело	1	5
351	таким же	1	5
352	еще в	9	5
353	от того	3	5
354	одного из	7	5
355	по аналогии	1	5
356	же в	7	5
357	все более	4	5
358	может и	1	5
359	от него	1	4
360	и другие	3	4
361	является в	1	4
362	об отражении	1	4
363	мы и	1	4
364	к этой	1	4
365	не являются	2	4
366	или на	2	4
367	является не	2	4
368	к самому	1	4
369	только как	1	4
370	формы его	1	4
371	должна была	3	4
372	между двумя	1	4
373	превращается в	1	4
374	самого начала	2	4
375	себе в	1	4
376	в основу	1	4
377	на него	4	4
378	во всей	1	4
379	одна из	4	4
380	того же	4	4
381	едва ли	16	4
382	на протяжении	14	4
383	а наоборот	1	4
384	вполне понятно	1	4
385	тем не	3	4
386	и этим	1	4
387	нового и	1	4
388	бы к	1	4
389	в годы	7	4
390	очевидно что	1	4
391	в таком	1	4
392	конце концов	4	4
393	и следовательно	2	4
394	понятий и	1	4
395	от других	1	4
396	содержания и	2	4
397	соединении с	1	4
398	должны были	9	4
399	могла бы	2	4
400	он в	1	4
401	что для	1	4
402	чтобы не	1	4
403	однако и	1	4
404	та же	1	4
405	в последнем	1	4
406	на западе	1	4
407	его из	1	4
408	подобно тому	1	4
409	это время	5	4
410	нет в	1	4
411	аналогии с	2	4
412	до настоящего	1	4
413	совпадает с	1	4
414	идет о	5	4
415	наконец в	3	4
416	со всей	1	4
417	отношении к	1	4
418	какую бы	1	4
419	целый ряд	2	4
420	никаких оснований	1	4
421	между людьми	2	4
422	и во	4	4
423	только при	3	4
424	и о	3	4
425	но если	4	4
426	они были	1	4
427	пришли к	1	4
428	не для	1	4
429	о нем	1	4
430	здесь в	4	4
431	слово в	1	4
432	все остальное	1	4
433	а на	2	4
434	или в	5	4
435	или иначе	4	4
436	в поэтике	1	4
437	и тех	1	4
438	а к	2	4
439	с самого	3	4
440	и притом	2	4
441	но при	1	4
442	п в	1	4
443	тех же	4	4
444	как он	2	4
445	же что	1	4
446	к ней	2	4
447	без нее	1	4
448	одним из	3	4
449	и тогда	1	4
450	не к	2	4
451	во всем	1	3
452	пределах одного	1	3
453	к сожалению	2	3
454	для всех	5	3
455	и очень	2	3
456	дело с	3	3
457	время не	1	3
458	в году	3	3
459	остановиться на	2	3
460	в одном	10	3
461	предисловии к	1	3
462	или для	1	3
463	ни одна	2	3
464	она является	1	3
465	из всего	2	3
466	жанра и	1	3
467	за ней	1	3
468	в это	3	3
469	на первый	1	3
470	было в	1	3
471	действительности как	1	3
472	убедиться в	1	3
473	не должен	1	3
474	не всегда	2	3
475	это было	5	3
476	из себя	1	3
477	почве и	1	3
478	но они	2	3
479	в различных	1	3
480	ни одного	2	3
481	является конечно	1	3
482	в контексте	1	3
483	они должны	1	3
484	следующим образом	1	3
485	к этим	3	3
486	для этой	3	3
487	образом на	1	3
488	не происходит	1	3
489	действительности на	1	3
490	лишь тогда	1	3
491	следует отметить	1	3
492	внимание на	1	3
493	начала и	1	3
494	этом фоне	1	3
495	проявляется в	1	3
496	а и	1	3
497	в качестве	8	3
498	не была	1	3
499	но он	2	3
500	же касается	1	3
501	в чем	3	3
502	и своей	1	3
503	от них	3	3
504	материалом для	1	3
505	для создания	1	3
506	все остальные	3	3
507	не дает	1	3
508	ту же	2	3
509	так что	6	3
510	в развитии	2	3
511	что эта	1	3
512	всех других	1	3
513	и тот	1	3
514	в форме	2	3
515	в новое	2	3
516	культуры и	1	3
517	их к	3	3
518	всех сторон	1	3
519	если они	3	3
520	который был	1	3
521	каждого из	2	3
522	и особенно	7	3
523	можно только	1	3
524	и этот	1	3
525	к одной	1	3
526	с такой	2	3
527	и при	1	3
528	уже знаем	1	3
529	и из	2	3
530	и создает	1	3
531	литературной критики	1	3
532	так или	4	3
533	одновременно с	3	3
534	сами эти	1	3
535	содержание и	1	3
536	эстетики и	1	3
537	если это	2	3
538	о соответствии	1	3
539	в в	8	3
540	в которых	1	3
541	не приводит	1	3
542	бы не	1	3
543	этот образ	1	3
544	от всей	1	3
545	чтобы убедиться	1	3
546	в каком	1	3
547	перед нами	1	3
548	вытекает из	1	3
549	том числе	4	3
550	и если	2	3
551	это только	1	3
552	обойтись без	1	3
553	что уже	1	3
554	каждый из	3	3
555	состоит в	1	3
556	в данной	1	3
557	в самую	1	3
558	в сознании	4	3
559	он может	1	3
560	тот же	5	3
561	подойти к	1	3
562	нас не	2	3
563	художественный прием	1	3
564	из своих	1	3
565	с их	4	3
566	материал для	2	3
567	или иной	1	3
568	места в	1	3
569	и другое	1	3
570	поэтому и	1	3
571	к своему	1	3
572	со своей	3	3
573	полагать что	1	3
574	но уже	1	3
575	на его	5	3
576	этих элементов	1	3
577	тем более	1	3
578	но конечно	1	3
579	значение для	1	3
580	к одному	1	3
581	первый план	1	3
582	действительности но	1	3
583	в предисловии	1	3
584	стремлением к	1	3
585	одну из	2	3
586	во второй	4	3
587	когда он	1	3
588	е в	2	3
589	не с	1	3
590	в науке	1	3
591	числе и	1	3
592	же самое	2	3
593	сказать в	1	3
594	и прежде	1	3
595	говорить об	1	3
596	на то	3	3
597	мира в	5	3
598	нуждается в	2	3
599	что на	4	3
600	а н	1	3
601	все что	3	2
602	в душе	1	2
603	говоря уже	4	2
604	только один	2	2
605	совершенно очевидно	1	2
606	предложение и	1	2
607	что два	1	2
608	тем как	2	2
609	или нет	1	2
610	о чем	2	2
611	привести к	1	2
612	романа с	1	2
613	в принципе	3	2
614	к конкретному	1	2
615	для отбора	1	2
616	связь с	2	2
617	ко всем	1	2
618	замыкается в	1	2
619	мы найдем	4	2
620	о мире	1	2
621	к более	1	2
622	представление о	3	2
623	работы в	1	2
624	в собственном	1	2
625	поскольку он	1	2
626	только теперь	1	2
627	как из	3	2
628	также что	2	2
629	всех без	1	2
630	является их	1	2
631	во внешнем	1	2
632	не могли	2	2
633	по тем	1	2
634	она могла	1	2
635	говорить не	1	2
636	по возможности	1	2
637	отрыве от	1	2
638	и другой	1	2
639	уже о	4	2
640	из их	1	2
641	в этот	1	2
642	в руках	4	2
643	поэтому мы	2	2
644	особое место	1	2
645	между отдельными	1	2
646	естественно и	1	2
647	сделать вывод	2	2
648	элемента в	1	2
649	отметить что	1	2
650	без труда	1	2
651	искусстве и	1	2
652	литературного творчества	1	2
653	то чтобы	1	2
654	но ни	1	2
655	ее как	1	2
656	а сам	2	2
657	находится в	2	2
658	еще одна	1	2
659	что она	3	2
660	его помощью	1	2
661	который в	2	2
662	в создании	1	2
663	нет никаких	1	2
664	чем это	2	2
665	себя в	2	2
666	доступ к	1	2
667	чтобы понять	1	2
668	быть с	1	2
669	творчества с	1	2
670	и столь	3	2
671	отражение в	1	2
672	как для	1	2
673	и типов	3	2
674	несмотря на	5	2
675	обычно не	1	2
676	о принципиальной	1	2
677	и сама	1	2
678	х годов	5	2
679	не знает	1	2
680	ее от	1	2
681	именно здесь	1	2
682	не одна	1	2
683	или хотя	1	2
684	здесь же	1	2
685	в последних	3	2
686	происходит и	1	2
687	указывает что	2	2
688	может привести	1	2
689	от литературы	1	2
690	в двух	6	2
691	пародии на	1	2
692	не был	1	2
693	той или	1	2
694	вопрос об	1	2
695	и мир	2	2
696	выражение в	1	2
697	а с	1	2
698	как следует	1	2
699	или к	2	2
700	героя и	1	2
701	в философии	2	2
702	принципов и	1	2
703	что его	1	2
704	именно потому	2	2
705	объясняется и	1	2
706	явления в	1	2
707	действующих лиц	8	2
708	на нем	2	2
709	и та	1	2
710	можно было	5	2
711	иметь в	1	2
712	проблем в	1	2
713	как один	1	2
714	какой мере	1	2
715	как известно	4	2
716	ни одной	3	2
717	однако в	4	2
718	конкретным материалом	1	2
719	о ней	1	2
720	в первой	2	2
721	при всем	3	2
722	границу между	1	2
723	в какой-то	3	2
724	нее не	1	2
725	были бы	1	2
726	внешние факторы	1	2
727	включая сюда	3	2
728	в последующих	1	2
729	в самый	1	2
730	почти не	2	2
731	этого понятия	1	2
732	это уже	2	2
733	в другой	1	2
734	же собственно	1	2
735	из того	2	2
736	в тех	5	2
737	целом ряде	1	2
738	очень много	1	2
739	и вполне	1	2
740	от их	1	2
741	с ними	2	2
742	этой точки	1	2
743	то на	1	2
744	на какой-то	1	2
745	то оно	1	2
746	по истории	1	2
747	быть даже	2	2
748	не делает	1	2
749	времени не	1	2
750	евгения онегина	1	2
751	далеко не	1	2
752	никто не	3	2
753	эта борьба	1	2
754	и материальной	1	2
755	друг от	2	2
756	это противопоставление	1	2
757	того на	1	2
758	как художественное	1	2
759	мира как	1	2
760	и вот	4	2
761	автора и	1	2
762	из его	6	2
763	в современном	1	2
764	отца с	1	2
765	ко времени	3	2
766	слова с	1	2
767	времени и	2	2
768	было и	1	2
769	только одна	1	2
770	лучше всего	1	2
771	то она	1	2
772	к миру	1	2
773	на этот	5	2
774	него самого	1	2
775	содержанию и	2	2
776	свою силу	1	2
777	только потому	2	2
778	и нет	1	2
779	из него	1	2
780	во времени	1	2
781	или вовсе	3	2
782	в м	1	2
783	жизни но	1	2
784	к началу	1	2
785	одних и	1	2
786	в более	4	2
787	ему в	2	2
788	связанных с	2	2
789	ни с	1	2
790	вывод что	3	2
791	мы имеем	1	2
792	естественно что	1	2
793	как у	1	2
794	же не	2	2
795	все равно	1	2
796	о другой	1	2
797	в виде	3	2
798	что ни	1	2
799	от друга	2	2
800	темы и	1	2
801	в силу	4	2
802	борьба и	1	2
803	и без	3	2
804	является по	1	2
805	и вовсе	3	2
806	мира и	1	2
807	участие в	4	2
808	в каждой	1	2
809	за его	1	2
810	на такое	2	2
811	мере в	1	2
812	чтобы сделать	1	2
813	этих двух	1	2
814	не говоря	4	2
815	том случае	1	2
816	человека в	2	2
817	со всех	1	2
818	и эти	1	2
819	же это	1	2
820	всю свою	1	2
821	и почти	1	2
822	и ни	1	2
823	очень существенное	1	2
824	один шаг	1	2
825	в характере	1	2
826	наиболее радикальные	1	2
827	отказ от	1	2
828	высказывания в	1	2
829	с нею	1	2
830	художественных вкусов	1	2
831	на всю	3	2
832	в другом	5	2
833	ведь мы	2	2
834	рассматривать как	1	2
835	значение слова	1	2
836	в отрыве	1	2
837	в лице	2	2
838	и самой	1	2
839	этого нет	1	2
840	их разрешения	1	2
841	на кого	2	2
842	та или	1	2
843	очень трудно	1	2
844	в эти	2	2
845	это в	1	2
846	если она	1	2
847	с которыми	1	1
848	бы столь	1	1
849	человек может	1	1
850	всего это	1	1
851	степень его	1	1
852	где для	1	1
853	оно все	1	1
854	его участников	1	1
855	и уже	2	1
856	еще раз	1	1
857	из сторон	1	1
858	зрения на	2	1
859	в постановке	1	1
860	ее основных	1	1
861	было ясно	1	1
862	его изображения	1	1
863	прошлого однако	1	1
864	исходя из	1	1
865	судить о	1	1
866	до него	1	1
867	которых идет	1	1
868	не меньше	1	1
869	любовь к	1	1
870	отношениях к	1	1
871	в ряде	1	1
872	нее в	1	1
873	что основной	1	1
874	в разных	1	1
875	в нашу	1	1
876	был сборник	1	1
877	намека на	1	1
878	нас в	3	1
879	типов и	1	1
880	с известной	2	1
881	одно из	1	1
882	эти первоначальные	1	1
883	к жанру	1	1
884	и художественные	1	1
885	с собой	2	1
886	внешней формы	1	1
887	и действиях	1	1
888	иначе чем	1	1
889	то теперь	1	1
890	и готовых	1	1
891	и против	1	1
892	на сцену	3	1
893	чтобы в	1	1
894	насилие над	2	1
895	в борьбе	1	1
896	вступить на	1	1
897	в духе	3	1
898	на свой	1	1
899	новое время	3	1
900	этой цели	3	1
901	образом все	1	1
902	и сам	5	1
903	или от	1	1
904	на чужой	1	1
905	жизнь в	1	1
906	на такой	1	1
907	им по	1	1
908	каким образом	1	1
909	пишет для	1	1
910	но нельзя	1	1
911	из самых	2	1
912	года в	1	1
913	к внешней	1	1
914	отдельных писателей	1	1
915	более широкие	1	1
916	было очень	1	1
917	ведет к	1	1
918	не составляют	1	1
919	том же	1	1
920	в стремлении	1	1
921	от некоторых	1	1
922	выражено в	1	1
923	вся его	1	1
924	между прочим	2	1
925	поэзии на	1	1
926	времени к	1	1
927	места и	1	1
928	мы получаем	1	1
929	стороны в	1	1
930	самым существенным	1	1
931	там же	4	1
932	похож на	1	1
933	приходит в	1	1
934	на эти	1	1
935	в порядке	2	1
936	и обнаруживает	1	1
937	на эту	1	1
938	только для	1	1
939	прошлого века	1	1
940	по своим	1	1
941	почти ни	1	1
942	почти все	1	1
943	на социальную	1	1
944	когда в	3	1
945	была борьба	1	1
946	для их	3	1
947	борьба за	1	1
948	только что	2	1
949	в себя	3	1
950	культуры в	1	1
951	это сопоставление	1	1
952	полагают что	2	1
953	для исследования	2	1
954	является как	1	1
955	а вместе	1	1
956	основанный на	1	1
957	нашу задачу	1	1
958	нам не	1	1
959	сложившихся в	1	1
960	в первую	5	1
961	на этой	1	1
962	героя или	1	1
963	последних лет	1	1
964	внутри самой	1	1
965	тем с	1	1
966	которые представлялись	1	1
967	нельзя было	1	1
968	человек стремится	1	1
969	противоречия между	2	1
970	сам не	1	1
971	изображение в	1	1
972	то остается	1	1
973	отсюда и	1	1
974	для выработки	1	1
975	время от	4	1
976	представления о	2	1
977	направленная против	1	1
978	приходится говорить	1	1
979	он подобно	1	1
980	в нескольких	2	1
981	практически он	1	1
982	из жизни	1	1
983	цитатами из	1	1
984	больше того	4	1
985	времени в	2	1
986	которыми он	1	1
987	с трудом	1	1
988	которых не	2	1
989	слов но	2	1
990	для себя	2	1
991	и лекции	1	1
992	борьбе с	1	1
993	всего как	1	1
994	за собой	3	1
995	и когда	1	1
996	приходит к	1	1
997	обращаясь к	1	1
998	и ассоциаций	1	1
999	им от	1	1
1000	людей и	1	1
1001	а между	1	1
1002	и была	1	1
1003	схем и	1	1
1004	выводы о	2	1
1005	они с	2	1
1006	его по	1	1
1007	не вполне	2	1
1008	не что	1	1
1009	углом зрения	1	1
1010	храма не	1	1
1011	так называемых	3	1
1012	от традиционного	1	1
1013	и еще	5	1
1014	указания на	2	1
1015	всегда и	1	1
1016	второй половины	2	1
1017	друг на	1	1
1018	на те	2	1
1019	ничего этого	1	1
1020	общества а	1	1
1021	самом начале	3	1
1022	утверждал что	1	1
1023	которого они	1	1
1024	же так	1	1
1025	этом своего	1	1
1026	и противопоставление	1	1
1027	однако эти	1	1
1028	по которой	1	1
1029	наряду с	7	1
1030	его действительном	1	1
1031	форме не	1	1
1032	на сцене	5	1
1033	сущности и	1	1
1034	это отношение	1	1
1035	и самим	1	1
1036	ознакомлении с	1	1
1037	что все	1	1
1038	не умеет	1	1
1039	исходит из	1	1
1040	воли и	1	1
1041	оставалось только	1	1
1042	отказу от	1	1
1043	ее не	1	1
1044	с сюжетом	2	1
1045	по поводу	7	1
1046	этой роли	1	1
1047	были в	2	1
1048	трагедии и	1	1
1049	коем случае	1	1
1050	каким был	1	1
1051	иначе его	1	1
1052	не мог	4	1
1053	общих чертах	1	1
1054	как будто	3	1
1055	друга во	1	1
1056	но там	2	1
1057	этом же	2	1
1058	то о	1	1
1059	одно это	1	1
1060	творчестве не	1	1
1061	дать более	1	1
1062	от искусства	1	1
1063	пределы одной	1	1
1064	а потом	1	1
1065	ближе к	1	1
1066	представить себе	3	1
1067	не зная	1	1
1068	они хотели	1	1
1069	того обстоятельства	1	1
1070	в н	6	1
1071	собой и	2	1
1072	уничтожающей критике	1	1
1073	не противоречит	1	1
1074	между его	1	1
1075	к их	2	1
1076	том насколько	2	1
1077	нельзя сказать	1	1
1078	здесь нет	1	1
1079	а затем	4	1
1080	ему для	1	1
1081	чем на	2	1
1082	такого рода	6	1
1083	достаточно сказать	1	1
1084	конца в	1	1
1085	и легко	1	1
1086	не стремится	1	1
1087	сравнить с	1	1
1088	его себе	1	1
1089	элементов и	1	1
1090	п т	1	1
1091	и чрезвычайно	1	1
1092	место во	2	1
1093	на искусство	1	1
1094	по мнению	2	1
1095	и речевых	1	1
1096	независимо друг	1	1
1097	программы и	1	1
1098	всегда является	1	1
1099	и никакой	1	1
1100	наконец ряд	1	1
1101	отрывок из	2	1
1102	тематика и	1	1
1103	у него	6	1
1104	можно рассматривать	1	1
1105	в развитие	1	1
1106	мировоззрения и	1	1
1107	является чем-то	1	1
1108	первая часть	1	1
1109	бы только	1	1
1110	в существовании	1	1
1111	как по	2	1
1112	что под	1	1
1113	на себя	5	1
1114	всем что	1	1
1115	стали бы	2	1
1116	приходится с	1	1
1117	и этическими	2	1
1118	действительности к	1	1
1119	этого можно	1	1
1120	ссылки на	1	1
1121	эти три	1	1
1122	встречается в	1	1
1123	ему же	1	1
1124	правильный но	1	1
1125	рядом с	1	1
1126	если эти	1	1
1127	во главе	1	1
1128	то при	1	1
1129	и являются	1	1
1130	служит для	1	1
1131	о которых	6	1
1132	больше всего	2	1
1133	которая вполне	1	1
1134	иногда не	1	1
1135	точек зрения	2	1
1136	на себе	1	1
1137	и у	3	1
1138	что их	1	1
1139	нельзя не	2	1
1140	труда в	1	1
1141	отсюда к	1	1
1142	сознании человека	1	1
1143	в русской	1	1
1144	были конечно	1	1
1145	ряд с	1	1
1146	для его	1	1
1147	если оно	1	1
1148	не отражает	1	1
1149	в пьесе	1	1
1150	для развития	1	1
1151	что даже	1	1
1152	значительное место	2	1
1153	что нет	1	1
1154	этого ряда	1	1
1155	в руки	1	1
1156	взаимоотношения в	1	1
1157	если не	1	1
1158	искусства к	1	1
1159	различить в	1	1
1160	зрения в	1	1
1161	и необходимость	1	1
1162	однако герой	1	1
1163	в и	3	1
1164	спор в	1	1
1165	которые и	1	1
1166	его творчества	4	1
1167	было только	2	1
1168	идет в	1	1
1169	здесь на	1	1
1170	оказывается в	1	1
1171	концы с	1	1
1172	можно сделать	3	1
1173	остаться в	3	1
1174	всей этой	1	1
1175	реакции на	2	1
1176	за ними	1	1
1177	хотя в	1	1
1178	разрабатывалась в	1	1
1179	чем больше	1	1
1180	из двух	2	1
1181	дело обстояло	1	1
1182	где в	1	1
1183	и хотя	4	1
1184	поставлена в	2	1
1185	и затем	1	1
1186	по своей	2	1
1187	изображения в	1	1
1188	первого и	2	1
1189	говорили что	1	1
1190	с ней	1	1
1191	мы здесь	1	1
1192	родился в	1	1
1193	этот период	1	1
1194	не раз	3	1
1195	уже несколько	1	1
1196	или меньшей	1	1
1197	превратилась в	1	1
1198	для той	1	1
1199	него на	1	1
1200	возможно что	4	1
1201	конца и	1	1
1202	не один	2	1
1203	касается содержания	1	1
1204	что во	1	1
1205	была при	1	1
1206	оснований для	1	1
1207	бы его	1	1
1208	и каждый	1	1
1209	условия для	1	1
1210	иногда в	1	1
1211	этом они	1	1
1212	о его	5	1
1213	в доме	6	1
1214	которое мы	1	1
1215	мысль в	1	1
1216	что только	1	1
1217	находились в	1	1
1218	почти всех	1	1
1219	роль играет	1	1
1220	создать из	1	1
1221	теми же	1	1
1222	образом в	2	1
1223	общественном сознании	1	1
1224	в жанре	1	1
1225	чаще всего	3	1
1226	поэтического творчества	1	1
1227	о роли	1	1
1228	его к	1	1
1229	к внутреннему	1	1
1230	задачу не	1	1
1231	трудностей и	1	1
1232	от ее	1	1
1233	которые лежат	1	1
1234	гораздо более	2	1
1235	иначе не	1	1
1236	нет не	1	1
1237	делах и	1	1
1238	еще одно	1	1
1239	относят к	1	1
1240	с полной	1	1
1241	случая и	2	1
1242	понять на	1	1
1243	и будет	1	1
1244	в состав	2	1
1245	самое слово	1	1
1246	те не	1	1
1247	за ним	2	1
1248	что касается	5	1
1249	к физическому	1	1
1250	опирается на	1	1
1251	этого периода	1	1
1252	известно что	4	1
1253	них под	1	1
1254	им как	1	1
1255	в специальном	1	1
1256	видя в	1	1
1257	которые он	3	1
1258	на способы	1	1
1259	и одно	1	1
1260	освободиться от	1	1
1261	исключительно с	1	1
1262	связанное с	1	1
1263	целого ряда	1	1
1264	два основных	1	1
1265	в большом	2	1
1266	нашего времени	1	1
1267	из которых	5	1
1268	в область	1	1
1269	интерес к	2	1
1270	разного рода	1	1
1271	человека во	1	1
1272	несколько человек	1	1
1273	критики и	1	1
1274	связывается с	1	1
1275	вкратце остановиться	1	1
1276	под этим	1	1
1277	организующим началом	1	1
1278	потребность в	1	1
1279	гг и	1	1
1280	социальных отношений	1	1
1281	чтобы установить	1	1
1282	к уже	1	1
1283	самим собой	1	1
1284	так называемый	1	1
1285	что у	6	1
1286	своей стороны	1	1
1287	предполагать что	1	1
1288	то время	8	1
1289	они называют	1	1
1290	оказывается на	1	1
1291	и роль	1	1
1292	из тех	1	1
1293	который сам	1	1
1294	и они	1	1
1295	и такая	2	1
1296	с такими	1	1
1297	для каждого	1	1
1298	ли не	8	1
1299	меньшей мере	2	1
1300	которые могут	1	1
1301	связанные с	2	1
1302	что таким	1	1
1303	и были	2	1
1304	речь в	2	1
1305	эдипа или	1	1
1306	этой области	2	1
1307	о котором	1	1
1308	сравнению с	1	1
