N	2gram	Losev_Prob	Tragedij
199	что оно	4	1
200	что ему	1	1
201	и думать	1	1
202	сама собой	4	1
203	таким образом	9	1
204	опирается на	1	1
205	сам же	1	1
206	является ее	1	1
207	смотреть на	1	1
208	на путях	1	1
209	он перестает	1	1
210	от самой	1	1
211	не знал	5	1
212	предстает перед	1	1
213	только что	2	1
214	здесь есть	1	1
215	известно что	1	1
216	и эту	2	1
217	свидетельствует о	5	1
218	часто и	2	1
219	того как	3	1
220	к этой	2	1
221	если он	1	1
222	в братьях	1	1
223	перестает быть	3	1
224	и который	3	1
225	с одной	4	1
226	его с	1	1
227	я знаю	1	1
228	что даже	1	1
229	должна быть	2	1
230	но еще	2	1
231	самое большее	3	1
232	с такой	1	1
233	с этой	1	1
234	и при	4	1
235	ко всему	1	1
236	сколько угодно	4	1
237	и должно	2	1
238	в стиле	1	1
239	начала и	1	1
240	и далее	1	1
241	к числу	1	1
242	но от	1	1
243	что эта	2	1
244	естественно что	2	1
245	содержит в	7	1
246	т е	2	1
247	что при	2	1
248	с этими	4	1
249	того что	18	1
250	кто он	1	1
251	сам по	7	1
252	тем не	25	1
253	о нем	3	1
254	о существовании	2	1
255	сам автор	1	1
256	не как	2	1
257	место где	1	1
258	не думает	1	1
259	для нас	11	1
260	где он	1	1
261	и всегда	3	1
262	одно из	2	1
263	как он	4	1
264	в такое	1	1
265	xix века	1	1
266	же не	1	1
267	х годов	1	1
268	в результате	6	1
269	говорил что	1	1
270	только за	1	1
271	голядкина в	1	1
272	в виду	10	1
273	и один	1	1
274	что наш	1	1
275	разговоре с	1	1
276	с собой	3	1
277	и теперь	1	1
278	только в	19	1
279	позиции в	1	1
280	по себе	20	1
281	есть такая	2	1
282	хоть на	2	1
283	глава i	1	1
284	в самой	3	1
285	а на	1	1
286	в двойнике	1	1
287	и притом	6	1
288	не было	7	1
289	я опять	1	1
290	это должно	1	1
291	но он	3	1
292	здесь мы	1	1
293	мы понимаем	1	1
294	значение только	3	1
295	относится то	1	1
296	ли мы	1	1
297	знал и	1	1
298	излишним и	1	1
299	вот что	1	1
300	наших дней	1	1
301	а также	6	1
302	самом общем	1	1
303	что под	3	1
304	в россии	1	1
305	тот кто	2	1
306	заключается в	2	1
307	на нее	2	1
308	одним из	2	1
309	и чисто	4	1
310	подобного нет	1	1
311	мысль о	3	1
312	мы начинаем	1	1
313	на себя	2	1
314	что не	8	1
315	как его	2	1
316	никакого значения	1	1
317	на нечто	8	1
318	теперь еще	1	1
319	не есть	49	1
320	именно в	5	1
321	и пусть	3	1
322	представление о	6	1
323	здесь дана	1	1
324	указывает на	16	1
325	вообще не	5	1
326	да неужто	1	1
327	это выражение	1	1
328	я и	2	1
329	но самое	1	1
330	тому что	6	1
331	герое этого	1	1
332	из тех	1	1
333	в связи	7	1
334	очень важный	1	1
335	было до	2	1
336	и она	1	1
337	с такими	3	1
338	самой действительности	4	1
339	есть в	9	1
340	сливается с	1	1
341	в своей	8	1
342	за свое	1	1
343	вместе с	4	1
344	на этом	1	1
345	оказалось что	3	1
346	при таком	2	1
347	роль в	2	1
348	не менее	26	1
349	не знать	1	1
350	и т	13	1
351	это происходит	1	1
352	перед собой	1	1
353	так сказать	1	1
354	еще к	1	1
355	бы не	4	1
356	в такой	3	1
357	связаны между	2	1
358	между собой	5	1
359	сводится только	1	1
360	именно эта	1	1
361	если можно	1	1
362	это было	3	1
363	но уже	9	1
364	цветов и	2	1
365	иван карамазов	1	1
366	в чем	3	1
367	ли это	2	1
368	общем смысле	2	1
369	в момент	2	1
370	но мы	3	1
371	могло бы	1	1
372	время даже	1	1
373	гораздо больше	2	1
374	всем его	1	1
375	без их	1	1
376	такая точка	1	1
377	случае как	1	1
378	бы в	3	1
379	уже ни	1	1
380	стояли на	1	1
381	в них	8	1
382	нашему мнению	1	1
383	и образ	1	1
384	во всех	9	1
385	а поскольку	1	1
386	что хочет	1	1
387	на свете	2	1
388	время такое	1	1
389	который он	2	1
390	братьях карамазовых	1	1
391	говорится о	1	1
392	такие слова	1	1
393	во всяком	18	1
394	и потому	3	1
395	вещи с	1	1
396	не встречает	1	1
397	совершенно не	7	1
398	самое главное	1	1
399	но как	11	1
400	чем же	2	1
401	не является	12	1
402	развернута в	1	1
403	в котором	5	1
404	с самого	3	1
405	не сводится	1	1
406	как нечто	10	1
407	и начинает	1	1
408	это понятие	1	1
409	критики в	1	1
410	которой он	4	1
411	на свои	1	1
412	эта связь	1	1
413	связи с	8	1
414	встречался с	1	1
415	и ко	1	1
416	образа петра	1	1
417	случае и	2	1
418	которое уже	2	1
419	хотя бы	15	1
420	она не	5	1
421	чтобы он	2	1
422	нечто не	2	1
423	того чтобы	10	1
424	и если	9	1
425	символическое значение	1	1
426	от самого	1	1
427	этой идеи	2	1
428	на другой	1	1
429	но не	13	1
430	в другом	2	1
431	свое происхождение	1	1
432	в каких	1	1
433	между тем	3	1
434	представляет собой	2	1
435	себе гораздо	1	1
436	не быть	2	1
437	в ней	1	1
438	к образу	1	1
439	вот почему	1	1
440	что нужно	1	1
441	мы опять	1	1
442	миф о	1	1
443	есть смысл	1	1
444	в условиях	2	1
445	и ленина	1	1
446	и чтобы	3	1
447	самом деле	10	1
448	он стал	1	1
449	из себя	1	1
450	исследования в	2	1
451	в которой	2	1
452	какой-то мере	2	1
453	лишь в	4	1
454	любви ко	1	1
455	именно на	3	1
456	только один	3	1
457	а не	21	1
458	а по	1	1
459	только на	13	1
460	и их	4	1
461	есть и	4	1
462	она тоже	2	1
463	чтобы она	1	1
464	не могла	1	1
465	можно было	8	1
466	вещами и	1	1
467	собою но	2	1
468	за пределы	6	1
469	а между	1	1
470	но только	3	1
471	конечно в	2	1
472	тем и	3	1
473	факт что	1	1
474	даже не	3	1
475	большое значение	1	1
476	доходит до	1	1
477	и общий	1	1
478	не вполне	4	1
479	что ее	1	1
480	в истории	6	1
481	по своей	1	1
482	он есть	5	1
483	человека с	2	1
484	ту же	1	1
485	чего же	1	1
486	это может	1	1
487	говорили что	2	1
488	на всю	2	1
489	или как	4	1
490	самого начала	2	1
491	литературы и	5	1
492	должны были	3	1
493	целей а	1	1
494	идеи но	1	1
495	всегда будет	1	1
496	скажет что	1	1
497	всего этого	1	1
498	но этот	1	1
499	не раз	2	1
500	образ имеет	1	1
501	в какой-то	3	1
502	с другим	1	1
503	опять к	1	1
504	значение и	7	1
505	но все-таки	2	1
506	это же	1	1
507	известной степени	2	1
508	именно такого	1	1
509	к ним	1	1
510	или вообще	6	1
511	и еще	3	1
512	т п	1	1
513	может ли	1	1
514	он в	2	1
515	к ней	1	1
516	концов сам	1	1
517	как мы	10	1
518	со своими	1	1
519	у себя	1	1
520	и высокое	1	1
521	не для	3	1
522	и особенно	4	1
523	во многом	1	1
524	что тут	4	1
525	идея в	1	1
526	и о	11	1
527	ее не	1	1
528	в голове	2	1
529	ко всей	1	1
530	я вам	2	1
531	его как	2	1
532	наряду с	1	1
533	той же	2	1
534	и др	2	1
535	его чересчур	1	1
536	это мы	2	1
537	самой природе	1	1
538	еще ничего	1	1
539	только по	2	1
540	за этот	1	1
541	какой она	1	1
542	свидригайлова в	1	1
543	тот самый	1	1
544	быть в	1	1
545	в самое	1	1
546	из подполья	2	1
547	не значит	4	1
548	слова в	1	1
549	и от	3	1
550	человека мы	1	1
551	и есть	7	1
552	роль играет	1	1
553	и внутренним	1	1
554	большее что	1	1
555	с которым	1	1
556	отождествляется с	3	1
557	все время	3	1
558	мы отнюдь	1	1
559	в понятие	1	1
560	к окончательному	1	1
561	в общем	5	1
562	на этот	3	1
563	xx века	2	1
564	мировой революции	2	1
565	и непосредственного	1	1
566	из трех	1	1
567	что без	1	1
568	для понимания	2	1
569	пушкина и	1	1
570	например в	2	1
571	в период	1	1
572	что именно	1	1
573	без которой	2	1
574	а это	5	1
575	но если	6	1
576	время он	1	1
577	самого этого	1	1
578	как система	1	1
579	о своих	1	1
580	в литературе	4	1
581	в сфере	1	1
582	в области	8	1
583	и по	3	1
584	и эта	1	1
585	для характеристики	1	1
586	человек не	1	1
587	это в	3	1
588	в и	2	1
589	всяком случае	11	1
590	в разговоре	1	1
591	на котором	1	1
592	ничего подобного	2	1
593	теперь уже	1	1
594	у которой	1	1
595	для чего	2	1
596	конце концов	11	1
597	что сам	1	1
598	до начала	1	1
599	не из	1	1
600	устной речи	1	1
601	ни разу	1	1
602	чтобы не	3	1
603	за себя	1	1
604	сама и	1	1
605	и наконец	3	1
606	что на	4	1
607	эту тему	2	1
608	вплоть до	1	1
609	известной мере	2	1
610	не к	1	1
611	позы и	1	1
612	по нашему	1	1
613	личности героя	1	1
