N	2gram	Voloshinov	Morfolog
152	в которой	3	3
153	на нем	1	3
154	и их	7	3
155	в начале	1	3
156	в пределах	3	3
157	в этой	1	3
158	что изучение	1	3
159	на то	1	3
160	и его	12	3
161	от него	1	2
162	и этот	2	2
163	если он	1	2
164	и дает	1	2
165	которое может	2	2
166	и тот	1	2
167	не на	2	2
168	но такое	2	2
169	в своих	2	2
170	более или	1	2
171	например в	1	2
172	их в	1	2
173	вряд ли	3	2
174	в которых	1	2
175	себя и	1	2
176	не имеет	2	2
177	когда в	1	2
178	роль в	2	2
179	поставить вопрос	3	2
180	к другому	1	2
181	не входит	1	2
182	нашу задачу	1	2
183	его и	1	2
184	того как	1	2
185	в данном	2	2
186	можно установить	1	2
187	в основе	1	2
188	и более	1	2
189	что мы	1	2
190	одной стороны	2	2
191	можно лишь	1	2
192	и иных	1	2
193	в другом	2	2
194	мы получим	2	2
195	в одном	3	2
196	в различных	1	2
197	превращается в	3	2
198	не что	2	2
199	в совершенно	1	2
200	что же	3	2
201	тех случаях	1	2
202	одной из	1	2
203	материала к	1	2
204	что она	1	2
205	который в	1	2
206	а вовсе	1	2
207	но так	2	2
208	для него	2	2
209	образом лишь	1	2
210	что иное	2	2
211	данном случае	2	2
212	с одной	2	2
213	этом отношении	1	2
214	все это	4	2
215	эти функции	1	2
216	не знает	1	2
217	не сумеем	2	2
218	одним из	1	2
219	между собою	2	2
220	за которым	1	2
221	лишь с	1	2
222	случаях когда	1	2
223	в чем	2	2
224	или менее	1	2
225	в одной	1	2
226	бы в	2	2
227	обычно в	1	2
228	в самых	1	2
229	ту же	1	2
230	быть и	1	2
231	должны быть	1	2
232	или иные	1	2
233	что эта	2	2
234	сюда относятся	1	2
235	уже видели	1	2
236	как то	1	2
237	как их	1	2
238	вопрос в	1	2
239	этим же	1	2
240	хотя они	1	2
241	иное как	2	2
242	что до	1	2
243	мы определяем	1	2
244	в особенности	1	1
245	во всем	2	1
246	и может	2	1
247	этот материал	2	1
248	для всех	1	1
249	всего в	1	1
250	можно говорить	1	1
251	одном случае	1	1
252	которые не	1	1
253	за исключением	1	1
254	он только	2	1
255	на первом	1	1
256	или иных	1	1
257	момента в	1	1
258	при этом	2	1
259	в нашу	1	1
260	тем как	1	1
261	уже говорить	1	1
262	связанное с	1	1
263	и неустойчивым	1	1
264	здесь для	1	1
265	в другой	1	1
266	те же	2	1
267	пр на	1	1
268	но ведь	5	1
269	остановиться на	1	1
270	одно из	1	1
271	не столько	3	1
272	то не	1	1
273	функции в	1	1
274	для данного	1	1
275	связанная с	1	1
276	со всеми	1	1
277	в них	2	1
278	всего дает	1	1
279	же представляет	1	1
280	если не	1	1
281	этой точки	1	1
282	мы понимаем	2	1
283	от одного	1	1
284	из нее	1	1
285	равно как	1	1
286	следовательно в	1	1
287	и все	3	1
288	еще в	2	1
289	весь этот	1	1
290	она является	2	1
291	превращаются в	1	1
292	же самый	1	1
293	систему и	1	1
294	стороны оно	1	1
295	начинается уже	1	1
296	с ними	2	1
297	что такой	1	1
298	в своей	4	1
299	на эту	1	1
300	связанные с	2	1
301	явлений и	2	1
302	этого материала	1	1
303	важное значение	1	1
304	лиц а	1	1
305	мы считаем	2	1
306	всей своей	2	1
307	материала или	1	1
308	ничего общего	3	1
309	здесь нет	1	1
310	словами и	1	1
311	не смог	1	1
312	г в	3	1
313	изучения но	1	1
314	еще и	4	1
315	функцию в	2	1
316	во все	1	1
317	собственно говоря	2	1
318	связаны между	1	1
319	ситуацию она	1	1
320	всегда связана	1	1
321	случае и	2	1
322	говорить не	1	1
323	бы по	1	1
324	не должно	1	1
325	это все	1	1
326	нашей работе	1	1
327	в этот	2	1
328	тех пор	4	1
329	точно и	1	1
330	с помощью	2	1
331	бы сам	1	1
332	может входить	1	1
333	те или	1	1
334	она создает	1	1
335	только на	1	1
336	вступает в	1	1
337	которую он	1	1
338	язык есть	1	1
339	и до	1	1
340	что существуют	1	1
341	не вполне	1	1
342	же время	1	1
343	затем если	1	1
344	при анализе	3	1
345	тем мы	1	1
346	самого начала	2	1
347	ними и	1	1
348	форм мы	1	1
349	же самое	1	1
350	из наиболее	1	1
351	и там	1	1
352	одно и	3	1
353	не совсем	1	1
354	отношение к	1	1
355	к двум	1	1
356	не как	3	1
357	к следующему	1	1
358	мог бы	2	1
359	другим но	1	1
360	функций и	1	1
361	или нет?	1	1
362	путь от	1	1
363	материал в	2	1
364	ряд вопросов	1	1
365	форм их	1	1
366	ли кто-нибудь	1	1
367	его роль	1	1
368	функции хотя	1	1
369	придется остановиться	1	1
370	она есть	1	1
371	hoc и	1	1
372	но там	1	1
373	только о	1	1
374	в ее	3	1
375	на словах	1	1
376	и становится	1	1
377	тот же	2	1
378	это обычно	1	1
379	реакция может	1	1
380	как к	1	1
381	переходим к	1	1
382	и то	3	1
383	форм и	2	1
384	не зная	1	1
385	в себе	3	1
386	с большим	1	1
387	ему в	1	1
388	пр с	1	1
389	во всей	2	1
390	указать на	1	1
391	должно быть	1	1
392	и уж	1	1
393	и вот	1	1
394	к разрешению	1	1
395	в его	7	1
396	материала и	3	1
397	он называет	1	1
398	может происходить	1	1
399	не думает	1	1
400	выбор и	2	1
401	в полном	2	1
402	же не	1	1
403	чем же	2	1
404	в их	3	1
405	вспомнить о	1	1
406	работы и	1	1
407	в г	2	1
408	вне этой	1	1
409	ко второму	1	1
410	о возможности	1	1
411	как ни	1	1
412	к морфологии	1	1
413	точного и	1	1
414	в виду	1	1
415	и другое	1	1
416	где нет	1	1
417	наконец даже	1	1
418	бы быть	1	1
419	мы дали	1	1
420	все вопросы	3	1
421	при разных	1	1
422	в мире	1	1
423	так в	1	1
424	постановка вопроса	1	1
425	в ряду	1	1
426	в выборе	4	1
427	на одном	1	1
428	на все	1	1
429	о которых	1	1
430	только и	4	1
431	бы мы	1	1
432	и это	1	1
433	из одного	1	1
434	его определение	1	1
435	как все	1	1
436	к истории	1	1
437	в каждом	4	1
438	но такой	1	1
439	того или	2	1
440	может иметь	2	1
441	еще тем	1	1
442	с самого	2	1
443	отличие от	1	1
444	в предисловии	1	1
445	само собой	1	1
446	может возникнуть	1	1
447	если наконец	1	1
448	может идти	1	1
449	две формы	1	1
450	в течение	2	1
451	в материал	2	1
452	что всякий	1	1
453	и задача	2	1
454	исторических разысканий	1	1
455	кажется что	2	1
456	что касается	1	1
457	к тем	1	1
458	не приходится	1	1
459	и определяет	1	1
460	исследователя но	1	1
461	конечно в	2	1
462	включается в	1	1
463	иметь в	1	1
464	в нашей	1	1
465	они хотят	1	1
466	лишь как	1	1
467	думать что	2	1
468	или как	1	1
469	однако если	1	1
470	или иное	1	1
471	когда мы	1	1
472	если только	1	1
473	и несколько	1	1
474	быть не	1	1
475	решить задачу	1	1
476	форма как	1	1
477	и никогда	1	1
478	точку зрения	3	1
479	материала в	4	1
480	быть объяснено	1	1
481	изучены и	1	1
482	целая система	1	1
483	такой же	1	1
484	этого и	1	1
485	новые функции	1	1
486	при изучении	1	1
487	в области	2	1
488	его к	1	1
489	один и	1	1
490	тех или	1	1
491	не отвечает	1	1
492	с первых	1	1
493	может и	1	1
494	ведь и	1	1
495	его можно	1	1
496	с ее	1	1
497	до его	1	1
498	не можем	1	1
499	и наконец	5	1
500	еще одно	1	1
501	проявляются в	1	1
502	вплоть до	1	1
503	есть не	2	1
504	слушателя и	1	1
