N	2gram	Tiupa_Narr	Tragedij
293	быть не	1	1
294	не быть	1	1
295	и должна	1	1
296	в ней	3	1
297	однако ни	1	1
298	обстоит дело	1	1
299	с совершенно	1	1
300	мы узнаем	1	1
301	самом деле	2	1
302	в развитии	1	1
303	какой-то мере	1	1
304	лишь в	1	1
305	этом даже	1	1
306	ориентация на	1	1
307	но может	1	1
308	не понимает	1	1
309	а не	12	1
310	а за	1	1
311	а по	2	1
312	сюжетом но	1	1
313	свою жизнь	1	1
314	не могла	1	1
315	можно было	2	1
316	вещами и	1	1
317	в форме	5	1
318	даже не	3	1
319	вольно или	3	1
320	и знает	1	1
321	по своей	3	1
322	вступления в	1	1
323	человека с	1	1
324	это может	1	1
325	в обоих	2	1
326	над ним	1	1
327	отметить что	1	1
328	самую суть	1	1
329	жизни на	1	1
330	перед ним	1	1
331	и т.д	7	1
332	он еще	1	1
333	иисуса христа	1	1
334	в какой-то	1	1
335	это же	1	1
336	могло быть	1	1
337	известной степени	1	1
338	именно такого	1	1
339	но без	2	1
340	в эпизоде	3	1
341	вдруг на	1	1
342	в книге	1	1
343	к ней	1	1
344	как мы	3	1
345	с рассказом	2	1
346	у себя	1	1
347	казалось что	5	1
348	на две	1	1
349	т.д не	1	1
350	его как	2	1
351	наряду с	2	1
352	и др	2	1
353	характерно что	1	1
354	обратимся к	3	1
355	облекается в	1	1
356	слова в	1	1
357	входит и	1	1
358	и от	1	1
359	и есть	2	1
360	с которым	1	1
361	все время	1	1
362	в понятие	1	1
363	в общем	1	1
364	в процитированной	1	1
365	перед смертью	1	1
366	этого слова	2	1
367	этом свидетельствует	1	1
368	например в	2	1
369	что именно	2	1
370	мать и	1	1
371	в литературе	2	1
372	в области	2	1
373	и по	1	1
374	и эта	1	1
375	нуждается в	5	1
376	для характеристики	1	1
377	человек не	1	1
378	является ли	1	1
379	ее содержание	1	1
380	распадается на	1	1
381	превратился в	1	1
382	матерью и	2	1
383	к ее	1	1
384	и совершенно	1	1
385	и наконец	1	1
386	что на	2	1
387	вплоть до	2	1
388	на ту	1	1
389	обратиться к	1	1
390	намек на	1	1
391	личности героя	1	1
