N	2gram	Propp_Isto	Myshleni
257	на этой	5	16
258	между двумя	7	16
259	то в	2	16
260	видели что	2	16
261	мысль что	1	16
262	для нас	6	16
263	тому как	2	16
264	таким же	5	16
265	в них	3	15
266	процессе развития	1	15
267	что при	5	15
268	от этого	6	15
269	и это	5	15
270	подобно тому	2	15
271	что если	1	15
272	данном случае	2	15
273	на все	2	15
274	тем более	1	15
275	хотя бы	2	15
276	те же	1	15
277	к мысли	1	15
278	но как	2	15
279	значит что	2	15
280	представить себе	1	15
281	ничего не	4	15
282	вообще не	1	15
283	как она	1	15
284	когда он	7	15
285	по этому	1	15
286	уже говорили	1	14
287	это значит	2	14
288	свою очередь	1	14
289	одно и	2	14
290	что у	6	14
291	очевидно что	3	14
292	что для	1	14
293	из этого	3	14
294	и здесь	12	14
295	связанные с	5	14
296	только тогда	4	14
297	одним из	4	14
298	одной из	3	14
299	он должен	2	14
300	показывают что	8	14
301	этих двух	1	14
302	о чем	6	14
303	и во	1	14
304	с его	3	14
305	к которым	4	14
306	об этом	6	14
307	что эти	1	14
308	с другими	4	13
309	и тот	1	13
310	его к	3	13
311	если в	4	13
312	в основном	5	13
313	к его	2	13
314	они не	5	13
315	мы имели	1	13
316	но на	1	13
317	в виде	13	13
318	на его	1	13
319	отнюдь не	1	13
320	она не	7	13
321	человека и	2	13
322	точно так	3	13
323	как они	1	13
324	но все	8	13
325	с ней	2	13
326	связана с	1	13
327	в состоянии	1	13
328	лишь в	2	13
329	стороны и	1	13
330	в уме	1	13
331	с которыми	1	12
332	даже в	4	12
333	а затем	7	12
334	на первый	1	12
335	только на	2	12
336	том чтобы	3	12
337	согласно которому	1	12
338	но он	2	12
339	ясно что	5	12
340	должны были	3	12
341	функции в	1	12
342	в другую	2	12
343	в одной	5	12
344	и потому	2	12
345	в самых	1	12
346	к нему	5	12
347	от его	1	12
348	несмотря на	3	12
349	в ее	4	12
350	тем не	6	12
351	это мы	3	12
352	были бы	1	12
353	никак не	1	12
354	мог бы	2	12
355	это и	3	12
356	первый план	1	12
357	в ней	8	12
358	входит в	5	12
359	они являются	1	11
360	с собой	6	11
361	предметов в	1	11
362	ключ к	1	11
363	в других	4	11
364	находится в	2	11
365	на котором	3	11
366	иначе говоря	1	11
367	на том	5	11
368	обстоятельство что	1	11
369	не означает	1	11
370	мы будем	1	11
371	и при	3	11
372	в каком	1	11
373	друг другу	1	11
374	ответ на	1	11
375	на самом	1	11
376	есть в	2	11
377	не по	3	11
378	идет о	1	11
379	к образованию	1	11
380	что на	1	11
381	нас в	1	11
382	остановиться на	1	11
383	одно из	3	11
384	например в	11	11
385	что этот	5	11
386	мы увидим	6	11
387	вот почему	2	11
388	и другой	1	11
389	наряду с	7	11
390	не знает	1	11
391	в конце	1	11
392	а только	1	11
393	он в	3	11
394	в один	1	11
395	то обстоятельство	1	11
396	ничего общего	1	11
397	только по	1	11
398	в пределах	5	11
399	к пониманию	2	11
400	и наконец	2	11
401	есть не	2	11
402	вслед за	1	10
403	является для	1	10
404	друг на	1	10
405	чем это	1	10
406	внимание на	1	10
407	но для	4	10
408	о которых	4	10
409	что как	1	10
410	что такое	1	10
411	в случае	1	10
412	одного из	3	10
413	в другой	5	10
414	на друга	1	10
415	у нас	1	10
416	перейти к	2	10
417	и может	2	10
418	но вместе	4	10
419	числе и	2	10
420	или иной	1	10
421	указывает на	1	10
422	за собой	5	10
423	речь идет	1	10
424	нами выше	1	10
425	но этот	1	10
426	к жизни	1	10
427	что его	4	10
428	и у	3	10
429	вопроса о	1	10
430	здесь мы	7	10
431	как с	1	10
432	представляют собой	6	10
433	если не	4	10
434	относится к	3	10
435	не могло	2	10
436	том числе	3	10
437	с той	2	10
438	виде в	1	10
439	в нашей	2	10
440	связано с	7	9
441	к этим	3	9
442	что уже	1	9
443	под влиянием	2	9
444	должны быть	2	9
445	в тех	4	9
446	приводят к	3	9
447	та же	2	9
448	оно не	1	9
449	зависит от	4	9
450	и поэтому	1	9
451	не представляет	2	9
452	что же	1	9
453	естественно что	1	9
454	но эта	2	9
455	также и	2	9
456	а по	3	9
457	этот факт	1	9
458	что можно	1	9
459	частный случай	3	9
460	к изучению	2	9
461	место в	1	9
462	в момент	1	9
463	к этой	3	9
464	иначе чем	1	9
465	он имеет	4	9
466	только для	1	9
467	как только	2	9
468	поэтому мы	1	9
469	не то	1	9
470	и он	9	9
471	мы в	1	9
472	еще в	2	9
473	совершенно не	2	9
474	такого рода	2	9
475	видим в	2	9
476	он может	4	9
477	хотя и	1	9
478	свою силу	1	9
479	этой стадии	4	9
480	переход к	1	9
481	в ином	3	9
482	но с	1	9
483	или в	7	9
484	животных и	2	9
485	что перед	1	9
486	должен быть	2	9
487	само по	1	9
488	не как	5	8
489	стоит в	1	8
490	на которых	1	8
491	из двух	2	8
492	о котором	1	8
493	в этот	2	8
494	увидим что	3	8
495	и те	1	8
496	уже и	3	8
497	этого мы	2	8
498	нет никаких	1	8
499	эти три	1	8
500	все остальные	1	8
501	один раз	2	8
502	этого факта	1	8
503	почти всегда	1	8
504	главным образом	2	8
505	обратиться к	1	8
506	сам по	1	8
507	в течение	2	8
508	эти связи	1	8
509	еще один	3	8
510	наших глазах	1	8
511	образом в	3	8
512	на одном	2	8
513	относятся к	1	8
514	основной вывод	1	8
515	связь с	20	8
516	известно что	3	8
517	к другой	2	8
518	как правило	2	8
519	не мог	3	8
520	себе и	2	8
521	остается в	1	8
522	его развития	2	8
523	в современной	1	8
524	и др	6	8
525	рассматривается как	1	8
526	во время	12	8
527	и из	3	8
528	не на	1	8
529	должен был	1	8
530	том как	5	8
531	со стороны	6	8
532	и тогда	2	8
533	в животном	2	8
534	связан с	7	8
535	в более	6	8
536	на которой	4	8
537	мы его	1	8
538	только то	1	8
539	еще на	1	8
540	что не	3	8
541	в таком	2	7
542	и сам	2	7
543	предмета и	1	7
544	знаем что	10	7
545	на него	10	7
546	он сам	1	7
547	понятие о	1	7
548	всех этих	2	7
549	мы остановимся	1	7
550	его и	2	7
551	переходит к	1	7
552	при анализе	2	7
553	у них	2	7
554	находятся в	2	7
555	которых он	1	7
556	это предположение	1	7
557	связаны с	3	7
558	мере в	1	7
559	на место	2	7
560	одну из	5	7
561	имеет свою	1	7
562	же в	3	7
563	но тем	1	7
564	с более	1	7
565	образом и	1	7
566	из нее	2	7
567	за ним	4	7
568	в жизни	1	7
569	которой он	2	7
570	представления о	7	7
571	имеет в	1	7
572	но они	1	7
573	до того	1	7
574	следующим образом	1	7
575	она представляет	1	7
576	и основной	1	7
577	и вместе	3	7
578	общего с	1	7
579	во втором	1	7
580	его с	3	7
581	должна быть	3	7
582	он что	1	7
583	с ними	4	7
584	не имеют	2	7
585	как совершенно	1	7
586	при помощи	11	7
587	без всякого	1	7
588	вывод что	1	7
589	здесь в	1	7
590	это слово	1	7
591	а также	5	7
592	он говорит	1	7
593	к совершенно	1	7
594	на двух	1	7
595	одновременно с	2	7
596	только один	3	6
597	к ней	2	6
598	уже не	14	6
599	знаем о	2	6
600	это же	4	6
601	себе в	3	6
602	совершенно иным	1	6
603	указывают на	2	6
604	но так	3	6
605	и мы	3	6
606	различные предметы	2	6
607	и связи	1	6
608	тот момент	1	6
609	очень рано	1	6
610	как к	1	6
611	если попытаться	1	6
612	смысле что	1	6
613	том смысле	2	6
614	ни на	1	6
615	наконец в	1	6
616	и там	3	6
617	только потому	1	6
618	совершенно так	3	6
619	а это	1	6
620	себе что	2	6
621	можно считать	1	6
622	или даже	1	6
623	бы мы	4	6
624	и таким	2	6
625	и вообще	3	6
626	и эти	1	6
627	образом мы	3	6
628	происходит в	1	6
629	само собой	1	6
630	что было	1	6
631	находим в	1	6
632	этот момент	2	6
633	говорит о	4	6
634	его на	5	6
635	ответить на	1	6
636	в различных	3	6
637	не что	1	6
638	перед ним	1	6
639	одна из	6	6
640	что иное	1	6
641	положение что	2	6
642	в тот	1	6
643	этими двумя	1	6
644	не говорит	2	6
645	его значение	1	6
646	могло бы	1	6
647	очень часто	4	6
648	на другой	1	6
649	в связь	2	6
650	что может	1	6
651	с которым	3	6
652	как таковой	1	6
653	идет от	1	6
654	между которыми	1	6
655	знает что	1	6
656	нас интересует	1	6
657	еще и	2	6
658	тех же	2	6
659	роль в	3	6
660	из которого	1	6
661	совпадают с	1	6
662	что здесь	9	6
663	увидим ниже	4	6
664	это означает	2	6
665	это было	2	6
666	предположить что	3	6
667	момент когда	1	6
668	имеет свое	1	6
669	допустить что	1	6
670	и о	2	6
671	применительно к	1	6
672	иное как	1	6
673	нечто подобное	1	5
674	формы в	1	5
675	в большей	1	5
676	или на	3	5
677	приходит в	1	5
678	им в	2	5
679	в противоположность	1	5
680	только как	1	5
681	к ним	2	5
682	о связи	1	5
683	новые и	1	5
684	все его	2	5
685	об одном	2	5
686	самых различных	1	5
687	совершенно ясно	6	5
688	если я	1	5
689	идет по	1	5
690	не дает	2	5
691	в него	5	5
692	на первом	2	5
693	никто не	4	5
694	который не	1	5
695	так называемая	1	5
696	сейчас же	2	5
697	объясняет нам	1	5
698	он является	2	5
699	и второй	1	5
700	затем уже	1	5
701	на две	1	5
702	что во	2	5
703	только с	1	5
704	в свое	2	5
705	когда они	3	5
706	ее на	2	5
707	он делает	2	5
708	то мы	3	5
709	чем перейти	2	5
710	все они	1	5
711	связь и	1	5
712	из ряда	1	5
713	язык и	2	5
714	же что	2	5
715	оказывается что	2	5
716	утверждает что	1	5
717	человека с	2	5
718	рассматривать как	1	5
719	ни один	1	5
720	от него	2	5
721	наталкивается на	1	5
722	совершенно очевидно	1	5
723	что по	1	5
724	мы только	1	5
725	когда в	1	5
726	гораздо больше	2	5
727	но даже	2	5
728	часто в	2	5
729	но то	2	5
730	вернуться к	1	5
731	говорит об	2	5
732	тех случаях	1	5
733	быть в	1	5
734	это так	2	5
735	есть только	1	5
736	не просто	1	5
737	себя в	6	5
738	после того	4	5
739	прийти к	2	5
740	по мнению	1	5
741	аналогии с	1	5
742	может иметь	2	5
743	встречается в	3	5
744	другими словами	4	5
745	все те	1	5
746	в форме	5	5
747	он показывает	1	5
748	речи о	1	5
749	высшей ступени	1	5
750	был бы	1	5
751	поэтому она	1	5
752	оказывается в	1	5
753	предметы в	1	5
754	видим что	5	5
755	у одного	1	5
756	не потому	5	5
757	на первых	1	5
758	на более	2	5
759	заметить что	1	5
760	как у	2	5
761	случаях когда	2	5
762	чтобы сделать	1	5
763	в наши	2	5
764	ребенка а	1	5
765	дело не	1	5
766	у нее	1	5
767	функций которые	1	5
768	по аналогии	1	5
769	эти два	2	5
770	пути к	1	5
771	это представление	5	5
772	они имеют	1	4
773	со всем	1	4
774	этих представлений	1	4
775	когда это	1	4
776	является с	1	4
777	на эту	1	4
778	за ней	2	4
779	так например	3	4
780	не удается	1	4
781	во все	1	4
782	языка в	1	4
783	на пути	2	4
784	и когда	1	4
785	конечно не	1	4
786	и начинает	3	4
787	нас на	1	4
788	чего он	1	4
789	к ее	1	4
790	первый и	1	4
791	она в	2	4
792	которого он	1	4
793	не путем	1	4
794	не было	2	4
795	на которое	1	4
796	и говорит	1	4
797	как таковое	2	4
798	особенности в	2	4
799	а потом	3	4
800	мы указывали	1	4
801	в ответ	1	4
802	бы они	1	4
803	также не	2	4
804	он еще	1	4
805	заставляет нас	1	4
806	что есть	2	4
807	участвуют в	1	4
808	те кто	1	4
809	шаг в	1	4
810	должны будем	1	4
811	и сами	1	4
812	его состав	1	4
813	одним словом	1	4
814	как показал	3	4
815	в меньшей	2	4
816	то здесь	4	4
817	к той	1	4
818	развития является	1	4
819	который он	1	4
820	он представляет	1	4
821	в очень	2	4
822	в роли	4	4
823	и вот	4	4
824	из его	2	4
825	с которой	1	4
826	которую он	1	4
827	развития если	1	4
828	здесь не	3	4
829	свой смысл	1	4
830	говорится в	2	4
831	влечет за	1	4
832	первом месте	1	4
833	на нее	3	4
834	нет у	1	4
835	и могут	1	4
836	и я	1	4
837	того или	1	4
838	то он	2	4
839	чистом виде	1	4
840	с полным	1	4
841	одни и	1	4
842	мы узнаем	2	4
843	есть и	3	4
844	к которой	1	4
845	или как	3	4
846	но эти	4	4
847	как будто	2	4
848	или по	1	4
849	связи в	1	4
850	в море	5	4
851	в некоторых	6	4
852	если он	2	4
853	в наиболее	1	4
854	стороны в	1	4
855	а именно	8	4
856	в одно	2	4
857	в дальнейшем	6	4
858	то это	8	4
859	почти не	1	4
860	этом мы	2	4
861	когда она	2	4
862	превращается в	10	4
863	что те	1	4
864	на предмет	1	4
865	по которым	2	4
866	эти же	1	4
867	собой в	1	4
868	время в	2	4
869	далеко за	1	4
870	они представляют	1	4
871	силу одного	1	4
872	предметов а	1	4
873	указывает что	1	4
874	также в	2	4
875	и характер	1	4
876	постановка вопроса	1	4
877	в целях	3	4
878	примитивных народов	2	4
879	совсем не	1	4
880	но при	2	4
881	вывод который	1	4
882	его не	3	4
883	хотя в	1	4
884	сослаться на	1	4
885	как эта	1	4
886	однако в	2	4
887	представление об	5	4
888	а как	3	4
889	означает что	3	4
890	только те	1	4
891	к одной	1	4
892	же образом	1	4
893	не требует	1	4
894	знания в	1	4
895	до этого	3	4
896	как о	1	4
897	меньшей мере	1	4
898	развития это	2	4
899	стороны с	1	4
900	этому же	1	4
901	развития этот	1	4
902	чем же	1	4
903	и если	1	4
904	находящихся в	2	4
905	по линии	1	4
906	может оказаться	1	4
907	здесь и	2	4
908	из него	3	4
909	но которые	1	4
910	формы и	3	4
911	короче говоря	1	4
912	ему в	3	4
913	он начинает	1	4
914	в определенных	1	4
915	такое же	3	4
916	привели нас	2	4
917	эта функция	1	4
918	одного предмета	1	4
919	свет на	1	4
920	путь к	1	4
921	по которому	3	4
922	не могу	1	4
923	эти формы	1	4
924	что там	1	4
925	составные части	1	4
926	думать что	2	4
927	на всю	1	4
928	развивается в	1	4
929	идет речь	1	4
930	как их	1	4
931	жизни и	4	4
932	только после	3	4
933	все другие	2	4
934	смысле мы	1	4
935	как для	1	4
936	не к	1	4
937	или иных	1	3
938	он видит	4	3
939	этого момента	1	3
940	это делают	1	3
941	спросить себя	1	3
942	происходит не	2	3
943	в развитом	1	3
944	в соответствии	1	3
945	весь ход	1	3
946	по своим	1	3
947	это делается	6	3
948	уже у	1	3
949	слов но	1	3
950	из себя	4	3
951	этой связи	1	3
952	вообще как	1	3
953	то его	2	3
954	некоторое время	2	3
955	и еще	1	3
956	в голове	2	3
957	ее как	1	3
958	в непосредственной	1	3
959	именно на	2	3
960	именно с	1	3
961	от них	2	3
962	что даже	2	3
963	над другим	1	3
964	происходит по	1	3
965	еще одну	1	3
966	к их	1	3
967	о двух	2	3
968	известные нам	1	3
969	после этого	3	3
970	это верно	1	3
971	мы легко	2	3
972	на втором	1	3
973	как можно	2	3
974	с двумя	1	3
975	напомним что	1	3
976	себя из	1	3
977	мы это	1	3
978	или иная	1	3
979	они же	2	3
980	этой главы	1	3
981	чтобы он	3	3
982	не были	1	3
983	и хотя	4	3
984	это приводит	3	3
985	даже если	2	3
986	есть ли	2	3
987	следует за	2	3
988	к сожалению	1	3
989	не так	1	3
990	по всем	1	3
991	и должны	1	3
992	я видел	1	3
993	ним и	2	3
994	оно было	1	3
995	говорит и	1	3
996	ранних ступенях	2	3
997	сводится к	1	3
998	с целью	2	3
999	еще с	1	3
1000	на другую	1	3
1001	на другие	1	3
1002	дальнейшее развитие	1	3
1003	уже из	1	3
1004	из которой	1	3
1005	остается только	1	3
1006	имеет никакого	1	3
1007	подобного рода	2	3
1008	тогда как	1	3
1009	и наоборот	1	3
1010	видели выше	1	3
1011	но который	1	3
1012	в систему	1	3
1013	собой по	1	3
1014	части в	1	3
1015	для выражения	1	3
1016	с предшествующим	1	3
1017	именно к	1	3
1018	которых каждый	1	3
1019	связанных с	1	3
1020	и пр	6	3
1021	одна и	2	3
1022	о нем	3	3
1023	нам еще	1	3
1024	основана на	2	3
1025	ведь это	1	3
1026	из других	2	3
1027	это еще	3	3
1028	как нечто	1	3
1029	за которым	2	3
1030	становится понятным	2	3
1031	в движение	1	3
1032	по его	2	3
1033	не создает	1	3
1034	но уже	5	3
1035	эта связь	5	3
1036	как путем	1	3
1037	такие же	1	3
1038	остановимся только	1	3
1039	не через	1	3
1040	этих случаях	10	3
1041	и всегда	1	3
1042	наоборот в	2	3
1043	момент в	1	3
1044	представляется как	1	3
1045	их на	3	3
1046	нам как	1	3
1047	же это	1	3
1048	может и	1	3
1049	это сказывается	1	3
1050	он с	1	3
1051	не надо	1	3
1052	их из	1	3
1053	случае мы	2	3
1054	могут служить	1	3
1055	или нет	1	3
1056	противоречие с	1	3
1057	наши задачи	1	3
1058	или во	1	3
1059	ступенях развития	2	3
1060	как одна	1	3
1061	и связь	1	3
1062	уже выше	3	3
1063	можно видеть	1	3
1064	в это	3	3
1065	поставить вопрос	2	3
1066	и сейчас	3	3
1067	случае они	1	3
1068	находит в	3	3
1069	он находит	1	3
1070	доказать что	1	3
1071	в языке	1	3
1072	живет в	6	3
1073	при рассмотрении	2	3
1074	во многих	1	3
1075	он получает	3	3
1076	даже с	1	3
1077	чтобы они	2	3
1078	с этими	3	3
1079	абстрактное понятие	1	3
1080	который оно	1	3
1081	они могут	1	3
1082	два основных	1	3
1083	более ранней	1	3
1084	он на	2	3
1085	как же	1	3
1086	ли мы	1	3
1087	что за	2	3
1088	прямо не	1	3
1089	смысле и	1	3
1090	себя как	1	3
1091	а другая	1	3
1092	выше мы	2	3
1093	мы проследим	2	3
1094	здесь как	3	3
1095	о происхождении	1	3
1096	всех других	1	3
1097	и затем	2	3
1098	тем мы	1	3
1099	вопросом о	1	3
1100	представляет себе	1	3
1101	во власти	2	3
1102	в противоречие	1	3
1103	тогда он	4	3
1104	действительно ли	1	3
1105	показывают как	2	3
1106	первых порах	1	3
1107	ли он	2	3
1108	дальше и	2	3
1109	указать на	1	3
1110	сливается с	2	3
1111	это явление	4	3
1112	вне поля	1	3
1113	такой случай	1	3
1114	на самых	1	3
1115	он хочет	1	3
1116	же время	1	3
1117	только это	1	3
1118	она все	1	3
1119	имеем в	2	3
1120	чем его	1	3
1121	соответствии с	1	3
1122	а и	1	3
1123	из истории	1	3
1124	не знаем	3	3
1125	не объясняет	3	3
1126	материал и	1	3
1127	только о	1	3
1128	представления и	2	3
1129	не соответствует	1	3
1130	когда речь	1	3
1131	уже сейчас	1	3
1132	многих других	1	3
1133	предположение что	3	3
1134	основе которого	1	3
1135	от которого	2	3
1136	на одно	1	3
1137	что так	1	3
1138	со словами	1	3
1139	же не	1	3
1140	без всяких	4	3
1141	или иначе	1	3
1142	самые разнообразные	1	3
1143	в ту	1	3
1144	мира и	2	3
1145	это происходит	3	3
1146	к своему	2	3
1147	и оно	2	3
1148	что тот	1	3
1149	без всякой	1	3
1150	он ни	1	3
1151	мы наблюдали	1	3
1152	что касается	2	3
1153	и постепенно	1	3
1154	далеко не	1	3
1155	из своей	1	3
1156	и часто	1	3
1157	на это	1	3
1158	как из	1	3
1159	палкой и	1	3
1160	быть не	1	3
1161	в книге	3	3
1162	развития по	1	3
1163	как наиболее	1	3
1164	явствует из	1	3
1165	об этой	1	3
1166	на ту	1	3
1167	в образах	1	2
1168	же и	1	2
1169	некоторой степени	1	2
1170	о пути	1	2
1171	следует что	1	2
1172	него в	2	2
1173	представлений о	12	2
1174	нет еще	1	2
1175	и самые	1	2
1176	эта ступень	1	2
1177	относится и	1	2
1178	и внутри	1	2
1179	на свою	2	2
1180	это те	1	2
1181	свое название	1	2
1182	мы получаем	1	2
1183	мысли о	1	2
1184	почему это	1	2
1185	функций в	1	2
1186	раз когда	1	2
1187	не имели	3	2
1188	наоборот у	1	2
1189	состоит не	1	2
1190	ее к	2	2
1191	сложных и	1	2
1192	через него	3	2
1193	или вернее	1	2
1194	развитии этого	1	2
1195	он был	2	2
1196	в приведенных	5	2
1197	не всегда	9	2
1198	как отражение	2	2
1199	с проблемой	1	2
1200	же эта	1	2
1201	по представлению	1	2
1202	на ней	2	2
1203	известным образом	1	2
1204	замечает что	1	2
1205	они должны	1	2
1206	вещи и	1	2
1207	им всем	1	2
1208	тем это	2	2
1209	не два	1	2
1210	в эти	1	2
1211	и болезнь	1	2
1212	мы скажем	1	2
1213	или наоборот	1	2
1214	найденные в	1	2
1215	к себе	3	2
1216	предметов которые	1	2
1217	предполагалось что	1	2
1218	попадают в	1	2
1219	а есть	1	2
1220	упирается в	1	2
1221	словом в	1	2
1222	для иллюстрации	1	2
1223	на себя	4	2
1224	возникает представление	1	2
1225	дело происходит	1	2
1226	другое не	1	2
1227	но когда	3	2
1228	в человеческом	2	2
1229	не нужно	1	2
1230	от предмета	1	2
1231	оно уже	2	2
1232	вверх и	1	2
1233	бы она	1	2
1234	сторону в	1	2
1235	он находится	1	2
1236	остается на	1	2
1237	для тех	1	2
1238	не будет	1	2
1239	здесь на	1	2
1240	иметь в	1	2
1241	доходит до	1	2
1242	проникнуть в	1	2
1243	вот в	1	2
1244	над ним	4	2
1245	более чем	1	2
1246	понимает что	1	2
1247	где каждый	1	2
1248	тот или	1	2
1249	его как	1	2
1250	строится на	2	2
1251	вопрос этот	3	2
1252	они были	2	2
1253	бы ни	1	2
1254	для чего	2	2
1255	где мы	1	2
1256	поля зрения	1	2
1257	не мешает	1	2
1258	с полной	1	2
1259	остается совершенно	1	2
1260	две части	1	2
1261	ними существует	1	2
1262	переносится в	2	2
1263	от нас	1	2
1264	здесь он	2	2
1265	бы привести	1	2
1266	предметов или	1	2
1267	лет и	1	2
1268	этапы в	1	2
1269	что животное	1	2
1270	себе не	1	2
1271	особого рода	1	2
1272	с этого	2	2
1273	из представления	1	2
1274	однако мы	1	2
1275	речь до	1	2
1276	совершенно правильно	1	2
1277	только одной	1	2
1278	теснейшим образом	1	2
1279	можно назвать	1	2
1280	и они	5	2
1281	и так	1	2
1282	и т	39	2
1283	становится ясным	1	2
1284	этой группе	1	2
1285	к созданию	1	2
1286	показать как	1	2
1287	того на	1	2
1288	нет ничего	1	2
1289	являются с	1	2
1290	поскольку это	1	2
1291	представление что	4	2
1292	в иной	12	2
1293	на уже	1	2
1294	один комплекс	1	2
1295	и уже	2	2
1296	может входить	1	2
1297	то все	1	2
1298	в которую	2	2
1299	чтобы она	2	2
1300	него с	1	2
1301	и целый	2	2
1302	что когда	3	2
1303	к сопоставлению	1	2
1304	это общение	1	2
1305	не совсем	6	2
1306	ли можно	1	2
1307	вопрос так	1	2
1308	характер этих	1	2
1309	сравнительно поздно	1	2
1310	исключительно в	1	2
1311	с каким	1	2
1312	и многие	1	2
1313	которым он	1	2
1314	и свой	1	2
1315	на что	1	2
1316	или с	1	2
