N	2gram	Losev_Dial	StatiiOP
473	для этого	3	4
474	но для	3	4
475	в чисто	2	4
476	от него	2	3
477	говоря уже	6	3
478	е не	4	3
479	его от	2	3
480	то не	2	3
481	но что	11	3
482	и которые	1	3
483	или иной	4	3
484	чтобы в	1	3
485	более или	1	3
486	из нее	2	3
487	бы все	1	3
488	их в	2	3
489	почти все	1	3
490	что оба	1	3
491	гораздо больше	1	3
492	при всей	1	3
493	к этой	2	3
494	и прочие	1	3
495	больше чем	2	3
496	даже и	9	3
497	искусства и	1	3
498	с нашим	1	3
499	смысле слова	1	3
500	о них	1	3
501	и была	1	3
502	внимания к	1	3
503	всегда будет	1	3
504	видно что	1	3
505	я с	2	3
506	но разве	2	3
507	быть в	4	3
508	как я	2	3
509	во всей	1	3
510	все время	4	3
511	от них	1	3
512	на котором	2	3
513	нет никаких	3	3
514	не то	3	3
515	бы то	3	3
516	был автором	1	3
517	нельзя сказать	1	3
518	не говоря	6	3
519	на том	1	3
520	каком смысле	5	3
521	разного рода	2	3
522	для своего	1	3
523	есть еще	4	3
524	столько же	1	3
525	я и	2	3
526	от этого	5	3
527	в других	1	3
528	вопроса о	1	3
529	бы в	5	3
530	на которую	1	3
531	принять во	1	3
532	в лучшем	2	3
533	не дает	1	3
534	то ни	4	3
535	совсем не	1	3
536	или же	3	3
537	не будет	5	3
538	я бы	3	3
539	не могла	1	3
540	или иное	4	3
541	это же	3	3
542	на который	1	3
543	образом в	1	3
544	в один	2	3
545	чем у	1	3
546	от нее	3	3
547	однако и	1	3
548	взгляд на	1	3
549	почти не	1	3
550	тогда когда	9	3
551	это уже	2	3
552	вот как	2	3
553	из того	2	3
554	бы ни	1	3
555	со всеми	2	3
556	что нет	5	3
557	е как	2	3
558	если это	2	3
559	если я	2	3
560	это выражение	1	3
561	отношения к	4	3
562	относятся к	1	3
563	нет вообще	4	3
564	если принять	1	3
565	себя и	3	3
566	который не	2	3
567	о котором	4	3
568	которая не	2	3
569	в словах	1	3
570	перед нами	5	3
571	то и	5	3
572	наконец в	1	3
573	так чтобы	4	3
574	не хочу	1	3
575	у меня	2	3
576	и вся	1	3
577	очень хорошо	1	3
578	россии в	1	3
579	на основании	3	3
580	связанных с	1	3
581	эти факты	3	3
582	заметить что	2	3
583	но именно	1	3
584	только при	1	3
585	здесь не	2	3
586	только потому	4	3
587	то или	4	3
588	он должен	3	3
589	как к	2	3
590	но на	2	3
591	смысле что	1	3
592	в нашей	1	3
593	может не	4	3
594	то я	1	3
595	и нужно	2	3
596	что значит	1	3
597	так в	2	3
598	он и	3	3
599	не значит	5	3
600	что так	1	3
601	тут не	4	3
602	в полном	1	3
603	основана на	1	3
604	них и	1	3
605	иногда и	1	3
606	о жизни	1	3
607	слово в	2	3
608	с той	1	3
609	и как	13	3
610	если и	1	3
611	при таком	2	3
612	а иногда	1	3
613	к своему	1	3
614	или менее	1	3
615	к истории	2	3
616	на них	2	3
617	конечно это	1	3
618	пр в	2	3
619	что вы	1	3
620	всю свою	1	3
621	она не	10	3
622	для кого	1	3
623	когда он	3	3
624	том кто	1	3
625	от того	9	3
626	что из	1	3
627	не говорю	3	3
628	и ее	8	3
629	считает что	1	3
630	для в	1	3
631	действительно не	2	3
632	в голову	1	3
633	я говорил	2	3
634	ведь и	3	3
635	лучшем случае	2	3
636	в каком-то	1	3
637	эпохи и	1	3
638	и наконец	2	3
639	не к	1	3
640	и уже	5	3
641	д на	1	2
642	для всех	1	2
643	быть иначе	1	2
644	мы и	4	2
645	от необходимости	1	2
646	между собою	3	2
647	которая в	1	2
648	к такому	1	2
649	тех кто	1	2
650	также не	3	2
651	которое я	1	2
652	это значит	29	2
653	в разных	2	2
654	или нет	8	2
655	те же	1	2
656	и говорить	3	2
657	потому не	1	2
658	точно так	3	2
659	остановиться на	1	2
660	указано что	2	2
661	говорить что	4	2
662	это такое	1	2
663	о мире	1	2
664	даны в	1	2
665	жизнь в	2	2
666	из самых	3	2
667	признавался что	1	2
668	не пошел	1	2
669	само собою	1	2
670	меня в	2	2
671	стороны в	1	2
672	в кармане	2	2
673	самого и	1	2
674	вещей в	1	2
675	одновременно и	1	2
676	история в	2	2
677	есть только	13	2
678	он является	1	2
679	я хотел	1	2
680	на точку	1	2
681	ли не	1	2
682	всем его	1	2
683	а что	6	2
684	сам же	1	2
685	ответить на	1	2
686	было в	2	2
687	которой он	1	2
688	доказать что	1	2
689	выходит из	1	2
690	это его	1	2
691	но то	3	2
692	из жизни	1	2
693	вот почему	3	2
694	не признать	1	2
695	в крыму	1	2
696	чего не	7	2
697	и когда	4	2
698	превращается в	6	2
699	то как	5	2
700	а только	2	2
701	мере не	1	2
702	всего что	1	2
703	и еще	1	2
704	него не	1	2
705	этот человек	1	2
706	в контексте	1	2
707	что их	2	2
708	именно так	2	2
709	но к	1	2
710	имеем дело	2	2
711	в зависимости	3	2
712	ее истории	3	2
713	именно на	1	2
714	для понимания	1	2
715	от себя	5	2
716	тут же	3	2
717	бы это	3	2
718	в движении	1	2
719	сам по	6	2
720	все в	3	2
721	а кроме	1	2
722	то очевидно	1	2
723	сравнении с	5	2
724	и всей	1	2
725	что можно	2	2
726	мы знаем	3	2
727	не буду	5	2
728	говорю уже	1	2
729	с тех	2	2
730	именно то	1	2
731	видит в	1	2
732	бы только	3	2
733	исторического процесса	2	2
734	и можно	5	2
735	но совершенно	2	2
736	что история	2	2
737	до тех	1	2
738	и она	4	2
739	и вместе	1	2
740	говорят не	1	2
741	уже давно	1	2
742	вещи на	1	2
743	на себе	4	2
744	действительности и	1	2
745	той или	3	2
746	искать не	1	2
747	к слову	1	2
748	него есть	1	2
749	принципов и	1	2
750	зрения в	3	2
751	очевидно не	2	2
752	ту же	1	2
753	с какой	1	2
754	этих трех	1	2
755	характерны для	1	2
756	на нем	3	2
757	но зато	2	2
758	хочу сказать	2	2
759	но только	7	2
760	примеры и	1	2
761	которая существует	1	2
762	когда мы	3	2
763	истории и	6	2
764	социальные отношения	2	2
765	это вовсе	1	2
766	или о	1	2
767	что есть	6	2
768	что нужно	2	2
769	едва ли	2	2
770	что только	1	2
771	и от	4	2
772	последнее время	2	2
773	об этих	1	2
774	бы быть	2	2
775	чаще всего	3	2
776	бы эти	1	2
777	и насколько	1	2
778	с ее	10	2
779	не умеет	2	2
780	какой же	1	2
781	она является	1	2
782	быть и	7	2
783	для самого	1	2
784	были бы	2	2
785	с полной	3	2
786	и этот	1	2
787	за ним	1	2
788	обвинения в	1	2
789	с и	1	2
790	его с	1	2
791	с такой	1	2
792	на первом	1	2
793	и при	4	2
794	не умеют	1	2
795	тогда он	1	2
796	скажу что	1	2
797	связанное с	1	2
798	и из	2	2
799	фактов и	3	2
800	никак не	3	2
801	ему все	2	2
802	об истории	2	2
803	я могу	2	2
804	это их	1	2
805	он почти	1	2
806	да ведь	1	2
807	это была	1	2
808	вне всякого	2	2
809	все его	2	2
810	от своего	2	2
811	ни о	8	2
812	их и	1	2
813	по преимуществу	2	2
814	показать что	1	2
815	это чувство	1	2
816	но вот	3	2
817	допустим что	16	2
818	совершенно правильно	1	2
819	этого у	1	2
820	и они	3	2
821	как не	4	2
822	знаете что	5	2
823	состоит из	2	2
824	жизни в	1	2
825	пр но	1	2
826	своей жизни	1	2
827	было у	1	2
828	только одно	4	2
829	то он	1	2
830	чем же	3	2
831	мог не	1	2
832	близости к	1	2
833	а если	5	2
834	я должен	4	2
835	не дают	1	2
836	тех же	2	2
837	не имеют	2	2
838	да еще	1	2
839	нет даже	1	2
840	не знаю	1	2
841	это то	1	2
842	таком виде	1	2
843	наших глазах	1	2
844	них как	2	2
845	не должны	1	2
846	зависимости от	4	2
847	только тогда	7	2
848	что если	5	2
849	и лишь	1	2
850	он хочет	1	2
851	вы говорите	2	2
852	здесь о	1	2
853	исключить из	1	2
854	чем не	1	2
855	тогда как	1	2
856	цели и	1	2
857	никаких оснований	1	2
858	например во	1	2
859	самого же	1	2
860	и той	4	2
861	имеем в	1	2
862	в отличие	1	2
863	мог бы	2	2
864	или с	1	2
865	ни было	1	2
866	которым мы	1	2
867	лишь о	1	2
868	далеко не	1	2
869	характера и	1	2
870	общества в	1	2
871	он может	2	2
872	в свой	1	2
873	по отдельным	1	2
874	у них	1	2
875	только о	4	2
876	тот же	1	2
877	д и	8	2
878	но есть	1	2
879	жизни но	1	2
880	близок к	1	2
881	одних и	2	2
882	и события	3	2
883	пришли к	1	2
884	сам он	1	2
885	находим например	1	2
886	и вот	13	2
887	бы себе	1	2
888	в угоду	1	2
889	в указанном	1	2
890	и этим	3	2
891	на что	2	2
892	которых он	1	2
893	а это	2	2
894	причем все	1	2
895	видеть в	1	2
896	указание на	1	2
897	как нечто	2	2
898	чтобы и	1	2
899	с их	4	2
900	ведь это	2	2
901	нет это	2	2
902	без всяких	1	2
903	зависеть от	1	2
904	что является	1	2
905	у всех	1	2
906	быть ни	2	2
907	не больше	4	2
908	о каком	1	2
909	и эта	1	2
910	опять-таки не	1	2
911	не те	1	2
912	где нет	1	2
913	эта вещь	1	2
914	говорят о	2	2
915	иной раз	3	2
916	по своему	2	2
917	на все	1	2
918	сразу же	2	2
919	бы мы	1	2
920	и оно	1	2
921	быть применимо	1	2
922	в ином	1	2
923	и таким	1	2
924	совершенно ясно	2	2
925	жизнь и	9	2
926	на свете	8	2
927	и тех	2	2
928	только к	3	2
929	отличие от	2	2
930	не могу	2	2
931	ни один	2	2
932	и ни	3	2
933	пор пока	1	2
934	военных действий	1	2
935	на другое	5	2
936	что там	1	2
937	и может	2	2
938	выйти за	3	2
939	это однако	1	2
940	в пределах	1	2
941	тем самым	3	2
942	не должно	2	2
943	не требует	1	2
944	всей его	2	2
945	было указано	2	2
946	бы по	1	2
947	правильно и	1	2
948	те которые	1	2
949	всего от	3	2
950	же самое	1	2
951	них нет	1	2
952	не получается	1	2
953	о реальном	1	2
954	на всем	1	2
955	в эти	1	2
956	тогда было	1	2
957	эти два	3	2
958	и совершенно	2	2
959	он с	1	2
960	не надо	3	2
961	жизнью и	1	2
962	во всем	5	1
963	мы можем	3	1
964	они являются	1	1
965	всего это	2	1
966	сколько и	1	1
967	говорит здесь	1	1
968	из многих	1	1
969	разумеется если	1	1
970	можно говорить	2	1
971	хорошо и	2	1
972	этого в	1	1
973	никогда и	1	1
974	существует лишь	1	1
975	а когда	2	1
976	время на	1	1
977	вещи в	3	1
978	можно и	6	1
979	и стали	1	1
980	вывод из	1	1
981	самого себя	1	1
982	тогда о	1	1
983	абсолютном и	1	1
984	и самому	1	1
985	трудно сказать	1	1
986	бы даже	1	1
987	и имеет	1	1
988	без исключения	1	1
989	самая история	2	1
990	до самого	1	1
991	рассматривать с	1	1
992	с самим	1	1
993	какими бы	1	1
994	они уже	1	1
995	неизвестно чем	1	1
996	ни стало	1	1
997	строго говоря	2	1
998	нечего сказать	1	1
999	правда это	1	1
1000	существует что	1	1
1001	что человек	1	1
1002	общения с	2	1
1003	время не	1	1
1004	iii в	1	1
1005	когда говорят	1	1
1006	а есть	1	1
1007	другое в	1	1
1008	чтобы она	3	1
1009	необходимость как	1	1
1010	было самым	1	1
1011	личность но	3	1
1012	ибо никакой	1	1
1013	a и	1	1
1014	крайнем случае	2	1
1015	это определение	1	1
1016	вопрос об	3	1
1017	основывается на	1	1
1018	их не	3	1
1019	как вся	1	1
1020	и самые	1	1
1021	положения в	1	1
1022	а она	3	1
1023	относительно формы	1	1
1024	ни малейшего	1	1
1025	все дело	1	1
1026	каким образом	1	1
1027	на свою	1	1
1028	не хотят	1	1
1029	в новую	1	1
1030	и абсолютно	3	1
1031	на прочие	1	1
1032	форму и	1	1
1033	и наука	3	1
1034	на кострах	1	1
1035	именно о	3	1
1036	уже на	1	1
1037	ходит по	1	1
1038	я же	1	1
1039	если он	2	1
1040	ряд таких	1	1
1041	силы они	1	1
1042	в корне	1	1
1043	опытом и	2	1
1044	находит себе	1	1
1045	всего с	1	1
1046	я сказал	1	1
1047	начинается с	1	1
1048	том понимании	1	1
1049	в собственном	3	1
1050	в порядке	1	1
1051	о я	1	1
1052	в крайнем	2	1
1053	внимание что	1	1
1054	мы так	1	1
1055	с третьим	2	1
1056	лежать в	1	1
1057	этой стороны	1	1
1058	обычно никем	1	1
1059	не его	1	1
1060	так случилось	1	1
1061	возникает необходимость	1	1
1062	в абсолютном	1	1
1063	художественное произведение	1	1
1064	только теперь	2	1
1065	средства для	1	1
1066	места не	1	1
1067	и нет	9	1
1068	и смерти	2	1
1069	и образ	1	1
1070	перестает быть	2	1
1071	они вполне	1	1
1072	но решительно	1	1
1073	результате которой	4	1
1074	или только	4	1
1075	и отчасти	1	1
1076	очень и	1	1
1077	при условии	5	1
1078	разная степень	2	1
1079	он находит	1	1
1080	в общий	1	1
1081	где-то в	1	1
1082	свои личные	1	1
1083	историей он	1	1
1084	свете этой	1	1
1085	сам не	2	1
1086	что мне	2	1
1087	жизни эта	1	1
1088	начиная от	1	1
1089	всего этого	2	1
1090	но даже	4	1
1091	свою личность	2	1
1092	ничто не	2	1
1093	д в	2	1
1094	бы из	1	1
1095	в каких	2	1
1096	и свое	1	1
1097	потому это	1	1
1098	нечто целое	1	1
1099	полной убедительностью	1	1
1100	что вся	1	1
1101	она вся	1	1
1102	пусть в	2	1
1103	одной и	4	1
1104	двух или	5	1
1105	она еще	2	1
1106	но может	1	1
1107	когда она	4	1
1108	об отношении	1	1
1109	средних веков	1	1
1110	трактуется как	1	1
1111	только на	8	1
1112	природе как	2	1
1113	пор в	1	1
1114	ну а	3	1
1115	приходит к	1	1
1116	сущности можно	1	1
1117	себе и	1	1
1118	чем его	1	1
1119	уже и	3	1
1120	не вполне	2	1
1121	как оно	1	1
1122	на высоком	1	1
1123	жизни он	2	1
1124	в вопросе	2	1
1125	перед ним	1	1
1126	в глаза	1	1
1127	всегда и	4	1
1128	с другим	2	1
1129	так то	5	1
1130	к ним	1	1
1131	временной последовательности	1	1
1132	не становится	1	1
1133	могут и	1	1
1134	как некую	1	1
1135	вообще и	1	1
1136	бога и	1	1
1137	у себя	1	1
1138	ней и	1	1
1139	во всякой	2	1
1140	в голове	1	1
1141	наряду с	1	1
1142	они должны	1	1
1143	верить в	2	1
1144	смысле не	4	1
1145	такая же	1	1
1146	в нашем	1	1
1147	находится в	2	1
1148	место для	1	1
1149	на вещи	1	1
1150	как от	1	1
1151	без того	3	1
1152	чего она	1	1
1153	это что	1	1
1154	ничего разумеется	1	1
1155	как результат	2	1
1156	и догматического	1	1
1157	с реальными	1	1
1158	исходит из	2	1
1159	понимают что	1	1
1160	больше ничего	6	1
1161	которая на	1	1
1162	быть оправданы	1	1
1163	иным как	1	1
1164	и всякого	2	1
1165	он сам	1	1
1166	в меру	1	1
1167	в идеале	1	1
1168	и чувства	1	1
1169	и две	1	1
1170	природе и	1	1
1171	здесь идет	1	1
1172	наука но	2	1
1173	разницей что	1	1
1174	тут мы	4	1
1175	такой истории	1	1
1176	себя в	3	1
1177	же сколько	1	1
1178	есть также	3	1
1179	дает возможность	1	1
1180	направлении и	1	1
1181	вся эта	1	1
1182	о ней	3	1
1183	эпохи с	1	1
1184	с поэтической	1	1
1185	в подобных	1	1
1186	одно что	1	1
1187	ближе к	1	1
1188	представить себе	1	1
1189	которую можно	2	1
1190	и значением	1	1
1191	вообще то	1	1
1192	д все	1	1
1193	каждый отдельный	1	1
1194	такое сознание	1	1
1195	с презрением	1	1
1196	оно совершенно	2	1
1197	и понятно	1	1
1198	не выходит	1	1
1199	мы как	2	1
1200	приведу еще	1	1
1201	она и	3	1
1202	истории в	1	1
1203	менее в	1	1
1204	конечно есть	1	1
1205	при малейшем	1	1
1206	еще раньше	1	1
1207	всех языках	1	1
1208	указать на	1	1
1209	и грубых	1	1
1210	что каждая	1	1
1211	но еще	2	1
1212	с отдельными	1	1
1213	к себе	1	1
1214	в состоянии	1	1
1215	если к	1	1
1216	именно как	3	1
1217	или они	1	1
1218	тогда и	2	1
1219	на особого	1	1
1220	история этих	1	1
1221	то для	1	1
1222	обычно не	2	1
1223	о себе	2	1
1224	должен решаться	1	1
1225	книги и	1	1
1226	оно-то и	1	1
1227	обратил внимание	1	1
1228	или хочет	1	1
1229	поскольку речь	1	1
1230	с термином	1	1
1231	имеет только	1	1
1232	на другую	5	1
1233	заключается вовсе	1	1
1234	не получилось	1	1
1235	или иную	1	1
1236	с другими	1	1
1237	есть с	1	1
1238	относятся такие	1	1
1239	об их	1	1
1240	внешнего мира	1	1
1241	упреков в	1	1
1242	нового и	1	1
1243	культуру и	1	1
1244	и притом	10	1
1245	находятся и	1	1
1246	говорят все	2	1
1247	случае есть	1	1
1248	говоря даже	1	1
1249	прежде чем	2	1
1250	от этих	2	1
1251	и говорит	1	1
1252	тот кто	1	1
1253	можно находить	1	1
1254	есть какой-то	1	1
1255	на одну	1	1
1256	каком случае	2	1
1257	на чистом	1	1
1258	о смерти	1	1
1259	и всего	1	1
1260	по которому	3	1
1261	историю а	1	1
1262	историю как	1	1
1263	он берет	1	1
1264	подлинном смысле	1	1
1265	и историческому	1	1
1266	будет зависеть	1	1
1267	случайным и	1	1
1268	же оно	1	1
1269	как видим	2	1
1270	лишь на	1	1
1271	между ними	1	1
1272	встречается в	1	1
1273	себе не	3	1
1274	человек в	1	1
1275	по одному	3	1
1276	себя как	3	1
1277	воплощен в	1	1
1278	место и	1	1
1279	именно такова	1	1
1280	в целях	4	1
1281	можно насчитать	1	1
1282	в себя	4	1
1283	и влияние	1	1
1284	в великом	1	1
1285	точек зрения	1	1
1286	есть плод	1	1
1287	я приведу	2	1
1288	делает его	1	1
1289	это тоже	2	1
1290	и необходимости	5	1
1291	находим не	1	1
1292	вопрос что	1	1
1293	жизнь не	2	1
1294	тут нет	4	1
1295	на факт	1	1
1296	вещь не	2	1
1297	всей их	1	1
1298	имеет такое	1	1
1299	здесь как	1	1
1300	от их	1	1
1301	отдельный момент	1	1
1302	утверждая что	1	1
1303	если оно	4	1
1304	его развития	1	1
1305	отнестись к	1	1
1306	как они	1	1
1307	указал что	1	1
1308	как факт	1	1
1309	то второй	1	1
1310	говорил о	2	1
1311	от характера	1	1
1312	вся история	1	1
1313	в нечто	3	1
1314	не отличается	5	1
1315	в обычных	1	1
1316	оно отличается	1	1
1317	так мы	1	1
1318	чтобы он	1	1
1319	особого рода	3	1
