N	2gram	Propp_Isto	VelikijI
110	вот почему	2	2
111	и тогда	3	2
112	с ним	3	2
113	на этих	1	2
114	является в	1	2
115	не будет	1	2
116	ее в	7	2
117	для нас	17	2
118	и то	3	2
119	и за	1	2
120	не с	3	2
121	с тобой	1	2
122	прежде всего	15	2
123	а есть	2	2
124	для них	1	2
125	можно было	8	2
126	в форме	3	2
127	вслед за	7	2
128	и это	2	2
129	от этих	2	2
130	мы не	12	2
131	конечно не	2	2
132	только в	16	2
133	а с	4	2
134	а в	15	2
135	до того	1	2
136	в прошлом	2	2
137	люди не	1	2
138	это мы	1	2
139	раз навсегда	1	2
140	но не	7	2
141	тем что	7	2
142	вера в	1	2
143	тот кто	3	2
144	духа и	1	2
145	и во	1	2
146	могут быть	5	2
147	мы это	1	2
148	с тем	13	2
149	и т	39	2
150	к нам	1	2
151	одна из	4	2
152	во главе	1	2
153	не могут	3	2
154	т д	35	2
155	да и	3	2
156	том что	11	2
157	почему в	1	2
158	так много	1	2
159	но мы	2	2
160	в себя	2	2
161	что их	3	2
162	уже не	3	2
163	вопросе о	1	2
164	одном образе	1	1
165	с которыми	1	1
166	который он	1	1
167	во всем	3	1
168	же часто	1	1
169	бы то	2	1
170	заботу о	1	1
171	могли бы	3	1
172	связь с	8	1
173	и другие	7	1
174	гораздо шире	1	1
175	и властителем	1	1
176	и пусть	2	1
177	человека в	1	1
178	но как	2	1
179	все в	2	1
180	это одна	1	1
181	превратится в	1	1
182	нужно знать	1	1
183	мы видим	16	1
184	всего один	1	1
185	что оно	1	1
186	на котором	5	1
187	существами и	1	1
188	речь идет	1	1
189	тоже не	2	1
190	от необходимости	1	1
191	он говорит	1	1
192	будто бы	4	1
193	и на	6	1
194	ничем не	2	1
195	он дал	1	1
196	она и	2	1
197	тому кто	2	1
198	вопрос о	8	1
199	превратившись в	1	1
200	с тремя	1	1
201	а ты	1	1
202	на этом	3	1
203	же и	3	1
204	может быть	37	1
205	они не	8	1
206	видим что	13	1
207	после того	2	1
208	между собою	1	1
209	очень важное	1	1
210	к человеку	1	1
211	не имеют	1	1
212	раз и	3	1
213	человека не	1	1
214	и нам	1	1
215	ее на	2	1
216	одно целое	1	1
217	и хлеб	1	1
218	под землей	1	1
219	слова для	1	1
220	указать на	1	1
221	того как	6	1
222	эта не	1	1
223	это как	1	1
224	которая в	1	1
225	мы увидим	17	1
226	он делает	2	1
227	забота о	1	1
228	в руки	4	1
229	в роли	1	1
230	и вот	2	1
231	его с	1	1
232	она не	6	1
233	но она	2	1
234	уже в	2	1
235	на новый	1	1
236	в состоянии	2	1
237	и два	1	1
238	у них	2	1
239	что уже	1	1
240	то же	21	1
241	и если	4	1
242	своего учителя	1	1
243	для всякого	1	1
244	источник силы	1	1
245	живет в	3	1
246	есть знак	1	1
247	только мы	1	1
248	по сравнению	1	1
249	то ни	2	1
250	для того	1	1
251	это только	1	1
252	людей но	1	1
253	не по	2	1
254	образ и	1	1
255	можно признать	1	1
256	освободиться от	1	1
257	у самого	1	1
258	этом пути	1	1
259	с каким-то	1	1
260	ушел от	1	1
261	утверждают что	1	1
262	что это	12	1
263	это значит	1	1
264	не всегда	9	1
265	в разных	2	1
266	в следующих	1	1
267	людей как	1	1
268	нас они	1	1
269	о чем	1	1
270	образ в	1	1
271	в ее	2	1
272	и тем	2	1
273	есть один	1	1
274	и уже	1	1
275	говорит о	2	1
276	как это	6	1
277	есть еще	3	1
278	искать в	1	1
279	мы в	4	1
280	пути в	4	1
281	составные части	2	1
282	в которую	3	1
283	в тот	3	1
284	пока они	1	1
285	знаешь и	1	1
286	есть и	2	1
287	в одном	8	1
288	же что	2	1
289	у нас	1	1
290	отказ от	2	1
291	говорят что	5	1
292	на пути	2	1
293	к сонму	1	1
294	в этой	9	1
295	он за	1	1
296	есть продукт	1	1
297	со словами	1	1
298	в результате	2	1
299	говорит что	1	1
300	она к	1	1
301	в виду	2	1
302	другой стороны	7	1
303	и хотя	1	1
304	основной вопрос	2	1
305	нет никакого	1	1
306	я не	5	1
307	пошел он	1	1
308	его по	2	1
309	и вновь	2	1
310	но что	2	1
311	как можно	2	1
312	и доживает	1	1
313	основана на	1	1
314	в русском	2	1
315	у него	5	1
316	них и	1	1
317	не существует	2	1
318	так же	18	1
319	в виде	2	1
320	себя от	1	1
321	их не	3	1
322	но с	3	1
323	и всех	1	1
324	башню и	1	1
325	является и	1	1
326	благо и	1	1
327	нам ты	1	1
328	в противоположность	1	1
329	их и	1	1
330	себя за	2	1
331	формах в	1	1
332	всего что	1	1
333	наша эпоха	2	1
334	хлеба и	2	1
335	отказаться от	2	1
336	с другой	8	1
337	на которых	1	1
338	в которой	2	1
339	но все	9	1
340	и с	5	1
341	наших дней	2	1
342	можно вывести	1	1
343	к ним	4	1
344	могут сказать	1	1
345	жизнь в	1	1
346	и говорит	2	1
347	в вере	1	1
348	может ли	1	1
349	ко всем	1	1
350	на нее	3	1
351	на путь	1	1
352	его хотя	1	1
353	в мир	2	1
354	то и	2	1
355	или даже	3	1
356	в понимании	1	1
357	мы дадим	1	1
358	него не	1	1
359	и другое	2	1
360	найти в	1	1
361	нем но	1	1
362	как мы	3	1
363	ведет к	2	1
364	еще недостаточно	1	1
365	из всего	1	1
366	в мировом	1	1
367	их к	1	1
368	бы сделать	1	1
369	в процессе	1	1
370	нам право	1	1
371	на высокие	1	1
372	по мотивам	1	1
373	и приведены	1	1
374	царство и	3	1
375	на него	7	1
376	в своем	5	1
377	меня в	1	1
378	это очень	1	1
379	приведены к	1	1
380	стороны в	1	1
381	его на	1	1
382	еще и	2	1
383	к жизни	2	1
384	в познании	1	1
385	целое и	2	1
386	и от	2	1
387	нам и	1	1
388	мы будем	5	1
389	как она	3	1
390	ничего не	6	1
391	с ними	2	1
392	тем если	1	1
393	племени с	1	1
394	так часто	2	1
395	к миру	1	1
396	и именно	2	1
397	и очень	1	1
398	ней и	2	1
399	человек с	1	1
400	о которой	1	1
401	жизнь так	1	1
402	природы и	1	1
403	и так	3	1
404	вместе с	13	1
405	все же	17	1
406	в одно	1	1
407	идет по	2	1
408	но я	1	1
409	и вместе	2	1
410	если они	1	1
411	и которые	1	1
412	как в	7	1
413	этого слова	1	1
414	в которых	2	1
415	находится в	6	1
416	существ которые	1	1
417	роль в	3	1
418	им в	1	1
419	в высшую	1	1
420	я ничего	1	1
421	можно ли	1	1
422	себя и	2	1
423	и по	4	1
424	и могут	1	1
425	всем мире	1	1
426	и эта	1	1
427	к этому	2	1
428	часто он	1	1
429	в их	6	1
430	со своей	1	1
431	ли он	3	1
432	отвечает что	1	1
433	думают что	1	1
434	мой в	1	1
435	не будут	1	1
436	в двух	1	1
437	мира и	1	1
438	для чего	1	1
439	зависимости от	3	1
440	есть то	1	1
441	которого не	1	1
442	таким же	1	1
443	не просто	5	1
444	он был	3	1
445	совсем как	1	1
446	так говорит	1	1
447	хотели бы	1	1
448	в целом	3	1
449	по смыслу	2	1
450	было что	1	1
451	сделать это	3	1
452	и ее	3	1
453	вовсе не	3	1
454	им под	1	1
455	что путь	1	1
456	и закономерности	1	1
457	что на	1	1
458	ты теперь	2	1
459	есть не	2	1
460	у маркса	1	1
461	д и	2	1
462	оказались для	1	1
463	бы в	2	1
464	к нему	3	1
465	это желание	1	1
466	а потом	4	1
