N	2gram	Voloshinov	StatiiOP
246	этот вопрос	5	6
247	его как	2	6
248	в себе	5	6
249	и языка	1	6
250	в особенности	1	6
251	и здесь	9	6
252	из которых	2	6
253	и все	8	6
254	времени не	2	6
255	в известном	1	6
256	по крайней	1	6
257	языка и	28	6
258	идет о	1	6
259	тем же	4	6
260	и во	2	6
261	что я	1	6
262	с его	6	6
263	что с	1	6
264	мы не	6	6
265	ни на	1	6
266	независимо от	3	6
267	по существу	1	6
268	и я	1	6
269	должен быть	2	6
270	в одной	4	6
271	и вообще	3	6
272	этих двух	1	6
273	его не	2	6
274	нас не	3	5
275	при этом	13	5
276	как говорит	1	5
277	не как	5	5
278	далее в	1	5
279	по пути	1	5
280	в духе	2	5
281	целый ряд	3	5
282	на эту	1	5
283	уже не	2	5
284	и такие	1	5
285	одной стороны	2	5
286	во многих	1	5
287	но они	2	5
288	конечно не	9	5
289	самого начала	9	5
290	в основу	1	5
291	что именно	1	5
292	на протяжении	2	5
293	что эти	1	5
294	в обеих	1	5
295	с одной	2	5
296	хотя и	1	5
297	его в	7	5
298	не была	1	5
299	не о	1	5
300	на себя	1	5
301	что не	4	5
302	в двух	4	5
303	же касается	2	5
304	если не	1	5
305	если б	2	5
306	не приходится	3	5
307	в тех	1	5
308	столь же	2	5
309	или иного	2	5
310	всех этих	2	5
311	не так	2	5
312	должна быть	6	5
313	для себя	4	5
314	о которой	1	5
315	поэтому в	2	5
316	не на	2	5
317	оно не	1	5
318	конечно и	2	5
319	был для	1	5
320	большое значение	1	5
321	в слове	13	5
322	и если	2	5
323	не могло	3	5
324	отношении к	8	5
325	нет и	4	5
326	не совсем	1	5
327	ее в	2	5
328	но если	2	5
329	точку зрения	4	5
330	это был	1	5
331	о значении	1	5
332	это и	3	5
333	в сущности	17	5
334	этого рода	1	5
335	на нее	2	5
336	вообще не	2	5
337	является не	9	5
338	другом месте	1	5
339	и потому	7	5
340	того или	2	5
341	и только	2	5
342	не по	1	5
343	как он	3	5
344	можно найти	1	5
345	к ней	1	5
346	одного из	3	5
347	что было	2	4
348	и другие	2	4
349	только что	2	4
350	в применении	1	4
351	не являются	1	4
352	и без	1	4
353	в первом	3	4
354	из двух	1	4
355	а именно	1	4
356	было не	1	4
357	не существует	6	4
358	не могли	1	4
359	применении к	1	4
360	языка в	17	4
361	и те	7	4
362	нужно искать	1	4
363	языка не	5	4
364	на него	1	4
365	эти вопросы	1	4
366	или иным	1	4
367	всего в	1	4
368	мы видим	2	4
369	и он	4	4
370	статье о	1	4
371	на язык	3	4
372	научной работы	1	4
373	тому же	2	4
374	во внимание	1	4
375	xviii века	1	4
376	в таком	8	4
377	в связи	12	4
378	одна из	6	4
379	не могут	4	4
380	в смысле	11	4
381	могло бы	1	4
382	но как	3	4
383	для его	1	4
384	только с	3	4
385	и речи	4	4
386	должны быть	4	4
387	и тот	4	4
388	вопрос в	1	4
389	общего с	3	4
390	за пределы	8	4
391	вообще нет	1	4
392	а потому	1	4
393	в последнем	1	4
394	то есть	2	4
395	в форме	3	4
396	так или	2	4
397	сами по	1	4
398	они не	2	4
399	в романе	2	4
400	в процессе	31	4
401	как о	2	4
402	и так	2	4
403	от его	2	4
404	да и	1	4
405	по своей	1	4
406	нет в	2	4
407	ничего общего	5	4
408	здесь нет	2	4
409	все они	1	4
410	бы и	2	4
411	в основе	10	4
412	совпадает с	3	4
413	в значительной	3	4
414	связана с	4	4
415	относится к	4	4
416	быть не	2	4
417	и тогда	2	4
418	тех пор	2	4
419	не знает	4	4
420	для изучения	1	4
421	в образе	1	4
422	значительной степени	3	4
423	этого слова	7	4
424	которые в	1	4
425	что оно	3	4
426	нет ни	2	4
427	бы на	2	4
428	и всегда	2	4
429	смысле этого	7	4
430	а на	1	4
431	века и	1	4
432	или в	4	4
433	или иначе	3	4
434	места в	4	4
435	в ряде	1	4
436	случае не	1	4
437	есть в	1	4
438	этого вопроса	2	4
439	нисколько не	1	4
440	в каждой	1	4
441	в стиле	1	4
442	значит что	1	4
443	а по	1	4
444	и их	2	4
445	еще в	2	4
446	тем или	1	4
447	что его	1	4
448	как мы	26	4
449	для этого	1	4
450	но для	4	4
451	от него	4	3
452	является в	5	3
453	говоря уже	1	3
454	русской литературе	1	3
455	социальными силами	1	3
456	в следующих	1	3
457	не хочет	1	3
458	его от	1	3
459	но что	2	3
460	или иной	8	3
461	более или	3	3
462	из нее	1	3
463	их в	1	3
464	почти все	2	3
465	к этой	2	3
466	даже и	2	3
467	не должен	1	3
468	ii и	1	3
469	искусства и	1	3
470	нашло свое	1	3
471	с помощью	11	3
472	смысле слова	4	3
473	о них	1	3
474	может служить	1	3
475	для которого	2	3
476	себе отчет	2	3
477	отчет в	2	3
478	быть в	2	3
479	во всей	2	3
480	все время	1	3
481	от них	1	3
482	к этим	3	3
483	которой в	1	3
484	ему не	1	3
485	бы то	11	3
486	без всякой	2	3
487	не говоря	1	3
488	на том	1	3
489	бы что	1	3
490	близостью к	1	3
491	в деле	1	3
492	также в	1	3
493	и до	4	3
494	от этого	3	3
495	языка но	1	3
496	в других	1	3
497	особенно в	1	3
498	вопроса о	1	3
499	бы в	4	3
500	формы в	3	3
501	на которую	1	3
502	находит свое	1	3
503	до нас	1	3
504	в лучшем	1	3
505	в наше	1	3
506	не дает	4	3
507	то ни	12	3
508	совсем не	2	3
509	или же	2	3
510	не будет	7	3
511	в первую	1	3
512	в системе	3	3
513	не могла	2	3
514	совершенно так	1	3
515	или иное	1	3
516	это же	2	3
517	на который	1	3
518	что во	2	3
519	образом в	1	3
520	в один	1	3
521	наше время	1	3
522	и самый	2	3
523	от единства	1	3
524	от нее	2	3
525	первую очередь	1	3
526	однако и	1	3
527	для русской	1	3
528	тесно связана	3	3
529	почти не	2	3
530	тогда когда	2	3
531	из того	1	3
532	бы между	1	3
533	бы ни	1	3
534	со всеми	1	3
535	оказывается в	1	3
536	сомнению что	1	3
537	это выражение	1	3
538	отношения к	2	3
539	к его	4	3
540	себя и	2	3
541	бы не	2	3
542	так называемая	4	3
543	о котором	1	3
544	которая не	1	3
545	пушкина еще	1	3
546	в свою	6	3
547	так чтобы	1	3
548	на основе	4	3
549	и вся	2	3
550	на основании	1	3
551	слова с	1	3
552	связанных с	1	3
553	в данной	5	3
554	но именно	4	3
555	только при	4	3
556	в сознании	2	3
557	здесь не	2	3
558	то или	1	3
559	найти в	1	3
560	как к	2	3
561	этом случае	3	3
562	смысле что	1	3
563	в нашей	1	3
564	том числе	3	3
565	одним и	2	3
566	он и	2	3
567	не значит	2	3
568	в русском	1	3
569	иногда и	3	3
570	это еще	1	3
571	слово в	5	3
572	с той	1	3
573	и как	8	3
574	не подлежит	1	3
575	если и	1	3
576	при таком	1	3
577	а иногда	2	3
578	к своему	2	3
579	или менее	3	3
580	к истории	2	3
581	на них	1	3
582	пр в	4	3
583	свое выражение	2	3
584	всю свою	1	3
585	она не	2	3
586	для кого	1	3
587	когда он	1	3
588	отказ от	1	3
589	конечно в	4	3
590	от того	4	3
591	которой можно	1	3
592	в плане	1	3
593	и ее	4	3
594	этом и	1	3
595	и других	3	3
596	все более	2	3
597	ведь и	1	3
598	в каком-то	1	3
599	эпохи и	1	3
600	слова в	8	3
601	и наконец	1	3
602	не к	3	3
603	что один	1	2
604	для всех	2	2
605	мы и	1	2
606	от необходимости	1	2
607	на тот	1	2
608	между собою	1	2
609	также не	1	2
610	из всех	1	2
611	это значит	1	2
612	в разных	2	2
613	или нет	1	2
614	какой бы	4	2
615	те же	5	2
616	значении которое	1	2
617	говорить что	1	2
618	по мере	6	2
619	в живом	2	2
620	не связанный	1	2
621	мысль о	1	2
622	зрения на	1	2
623	форме в	1	2
624	выражения как	2	2
625	с фактической	1	2
626	роль в	1	2
627	языка на	1	2
628	укладывается в	1	2
629	историей и	1	2
630	прочим и	1	2
631	есть только	1	2
632	он является	4	2
633	ли не	2	2
634	всем его	1	2
635	на материале	10	2
636	ответить на	1	2
637	на этой	6	2
638	темы и	4	2
639	было в	1	2
640	этой почве	4	2
641	которой он	1	2
642	входит в	5	2
643	второй половины	1	2
644	и другой	1	2
645	знака в	6	2
646	втором случае	1	2
647	на пути	1	2
648	и когда	1	2
649	а между	1	2
650	смысле является	1	2
651	так а	1	2
652	превращается в	2	2
653	для своей	1	2
654	о языке	9	2
655	то как	2	2
656	а только	2	2
657	является как	3	2
658	свою очередь	5	2
659	указания на	1	2
660	убедиться в	1	2
661	но этот	1	2
662	этот язык	1	2
663	настоящее время	6	2
664	является еще	1	2
665	него не	2	2
666	в контексте	12	2
667	но к	2	2
668	в зависимости	2	2
669	именно на	3	2
670	для понимания	4	2
671	иначе и	1	2
672	какой степени	2	2
673	бы это	2	2
674	следует еще	1	2
675	но там	1	2
676	речи а	2	2
677	все в	2	2
678	то очевидно	1	2
679	и всей	1	2
680	что можно	1	2
681	мы знаем	7	2
682	с нашей	1	2
683	именно то	1	2
684	основных вопросов	2	2
685	то она	1	2
686	работы и	1	2
687	бы только	1	2
688	в интересах	1	2
689	на которое	2	2
690	что история	1	2
691	до тех	2	2
692	под его	1	2
693	не укладывается	1	2
694	с одним	1	2
695	что тема	1	2
696	этапом в	1	2
697	так сказать	19	2
698	уже давно	1	2
699	между собой	3	2
700	к вопросу	1	2
701	литературной жизни	2	2
702	действительности и	3	2
703	той или	5	2
704	чтобы понять	3	2
705	выражение в	8	2
706	того в	1	2
707	к слову	1	2
708	принципов и	1	2
709	зрения в	2	2
710	ту же	2	2
711	с какой	1	2
712	как человек	1	2
713	уже к	2	2
714	характерны для	1	2
715	взглянуть на	1	2
716	ни была	1	2
717	на нем	1	2
718	сюда относятся	1	2
719	из сказанного	2	2
720	но только	1	2
721	дела и	1	2
722	в нее	1	2
723	не оставляют	1	2
724	ни одной	2	2
725	истории и	1	2
726	являются лишь	4	2
727	это вовсе	1	2
728	что есть	1	2
729	но помимо	2	2
730	но нет	1	2
731	существует в	1	2
732	с элементами	1	2
733	и от	6	2
734	последнее время	1	2
735	бы быть	1	2
736	бы эти	1	2
737	его к	4	2
738	слова как	9	2
739	с ее	2	2
740	не умеет	1	2
741	еще одно	1	2
742	какой же	1	2
743	она является	4	2
744	мы видели	5	2
745	быть и	9	2
746	для самого	1	2
747	были бы	2	2
748	бы они	2	2
749	не нашел	1	2
750	и этот	2	2
751	не существовало	1	2
752	к одной	2	2
753	с и	1	2
754	его с	1	2
755	и при	3	2
756	художественного творчества	1	2
757	тогда он	1	2
758	целом это	1	2
759	связанное с	1	2
760	и из	1	2
761	мы в	1	2
762	об истории	1	2
763	для них	2	2
764	целом ряде	2	2
765	все его	1	2
766	поэтому и	1	2
767	от своего	2	2
768	ни о	2	2
769	нет совсем	1	2
770	с ней	1	2
771	это положение	2	2
772	произведения в	1	2
773	по преимуществу	5	2
774	ближайшим образом	2	2
775	но вот	2	2
776	допустим что	4	2
777	этот тип	1	2
778	на судьбу	1	2
779	в выражении	1	2
780	и они	1	2
781	состоит из	1	2
782	жизни в	5	2
783	никем не	1	2
784	работе над	1	2
785	этого материала	2	2
786	тему в	1	2
787	пр но	2	2
788	только одно	1	2
789	то он	1	2
790	чем же	7	2
791	а если	1	2
792	язык и	2	2
793	не имеют	5	2
794	еще на	1	2
795	нет даже	2	2
796	зависимости от	4	2
797	в середине	1	2
798	только тогда	1	2
799	каждой из	1	2
800	и лишь	3	2
801	в которую	1	2
802	для публики	1	2
803	ни были	2	2
804	более и	2	2
805	цели и	1	2
806	никаких оснований	1	2
807	например во	1	2
808	и той	2	2
809	образом не	1	2
810	в отличие	7	2
811	соответствии с	1	2
812	мог бы	2	2
813	или с	1	2
814	ни было	15	2
815	которым мы	1	2
816	их с	1	2
817	которое он	2	2
818	далеко не	5	2
819	слова он	1	2
820	он может	3	2
821	по отдельным	1	2
822	у них	2	2
823	в настоящее	6	2
824	исключительно в	1	2
825	тот же	4	2
826	сомнения в	1	2
827	чуть ли	2	2
828	из этой	1	2
829	жизни но	2	2
830	не означает	1	2
831	это делает	2	2
832	значение в	5	2
833	различие между	5	2
834	только по	1	2
835	пришли к	1	2
836	таком положении	1	2
837	и вот	2	2
838	мысль в	1	2
839	языке но	1	2
840	в литературе	2	2
841	на которой	1	2
842	чтобы и	2	2
843	бытом и	1	2
844	с их	2	2
845	ведь это	1	2
846	нет это	2	2
847	к которым	3	2
848	который как	1	2
849	о каком	1	2
850	и эта	5	2
851	с теми	1	2
852	не те	1	2
853	где нет	1	2
854	в равной	1	2
855	системе в	2	2
856	как она	2	2
857	языка по	2	2
858	слога и	1	2
859	на все	2	2
860	были не	1	2
861	первой части	2	2
862	но уже	2	2
863	значения с	2	2
864	другом случае	1	2
865	чтобы сделать	1	2
866	как слово	5	2
867	всего необходимо	1	2
868	историк и	1	2
869	отличие от	7	2
870	каких бы	3	2
871	же к	1	2
872	языка это	1	2
873	так называемой	3	2
874	ни один	1	2
875	и ни	2	2
876	пор пока	2	2
877	отказаться от	1	2
878	с языком	2	2
879	и может	1	2
880	на меня	1	2
881	выйти за	1	2
882	мы снова	1	2
883	каждый раз	3	2
884	в пределах	7	2
885	тем самым	1	2
886	одного слова	2	2
887	ведь если	5	2
888	было указано	1	2
889	бы по	1	2
890	в какой-то	2	2
891	в рамках	1	2
892	знает и	1	2
893	числе и	3	2
894	же самое	9	2
895	вступают в	1	2
896	явление в	1	2
897	были и	1	2
898	них нет	1	2
899	пути к	1	2
900	бы он	3	2
901	языка с	3	2
902	язык в	5	2
903	и иные	2	2
904	нуждается в	4	2
905	в эти	2	2
906	эти два	2	2
907	и совершенно	1	2
908	он с	1	2
909	речи об	1	2
910	мы можем	6	1
911	какого бы	4	1
912	они являются	3	1
913	смысле с	1	1
914	на границах	1	1
915	которая становится	1	1
916	никто из	2	1
917	можно говорить	1	1
918	отвечает на	1	1
919	этого в	1	1
920	которые совершенно	1	1
921	к теме	1	1
922	существует лишь	2	1
923	что почти	1	1
924	оценки на	1	1
925	систему как	2	1
926	и самому	1	1
927	с формой	1	1
928	т.е в	1	1
929	комментарий к	1	1
930	не связан	1	1
931	всех случаях	1	1
932	и имеет	1	1
933	тем для	2	1
934	без исключения	9	1
935	смысле и	1	1
936	вопросу о	1	1
937	его за	1	1
938	родному языку	1	1
939	вступает в	2	1
940	и социальной	1	1
941	они уже	1	1
942	для одного	2	1
943	строго говоря	1	1
944	мысли и	7	1
945	действие и	1	1
946	какой форме	1	1
947	правда это	1	1
948	него в	1	1
949	требует от	1	1
950	этом направлении	1	1
951	является слово	5	1
952	в первоначальной	1	1
953	замещают друг	1	1
954	ценность и	1	1
955	диалогической речи	1	1
956	и повсюду	1	1
957	что слово	5	1
958	в рамки	4	1
959	этой последней	1	1
960	или во	1	1
961	оно принадлежит	1	1
962	каким образом	1	1
963	их концепции	1	1
964	естественно не	1	1
965	форму и	3	1
966	где они	2	1
967	именно о	1	1
968	почти ничего	1	1
969	к более	2	1
970	приближается к	1	1
971	пор мы	1	1
972	если он	2	1
973	является выражением	4	1
974	как целому	1	1
975	том каким	1	1
976	рядом с	7	1
977	и другим	1	1
978	в корне	6	1
979	находит себе	2	1
980	произносит это	1	1
981	в собственном	2	1
982	это находит	1	1
983	притом в	1	1
984	выражения и	4	1
985	оценок и	1	1
986	кроме самого	1	1
987	и социального	1	1
988	области в	1	1
989	они ни	1	1
990	мы так	1	1
991	является для	3	1
992	углом зрения	1	1
993	установку на	1	1
994	плеханова и	1	1
995	без кавычек	1	1
996	где оно	1	1
997	и нет	1	1
998	свою тему	1	1
999	иллюстрируется следующим	1	1
1000	области других	1	1
1001	освобождается от	1	1
1002	отражается в	2	1
1003	в дальнейшем	3	1
1004	является внешним	1	1
1005	действительности в	2	1
1006	перестает быть	2	1
1007	и того	11	1
1008	или только	1	1
1009	этой социальной	1	1
1010	языка что	1	1
1011	и биографическими	1	1
1012	при условии	1	1
1013	почвы для	1	1
1014	к процессу	1	1
1015	конечно далеко	1	1
1016	или вернее	3	1
1017	сам и	1	1
1018	данный знак	1	1
1019	шансов на	1	1
1020	жизни эта	1	1
1021	значение то	2	1
1022	всего этого	1	1
1023	почти исключительно	2	1
1024	еще почти	1	1
1025	ничто не	1	1
1026	бы из	1	1
1027	но во	1	1
1028	в каких	1	1
1029	являются не	1	1
1030	этого языка	1	1
1031	и свое	1	1
1032	что вся	1	1
1033	и методологическая	1	1
1034	анализ этого	1	1
1035	одной и	2	1
1036	этот тезис	1	1
1037	но может	1	1
1038	же отметить	1	1
1039	только на	7	1
1040	говоря все	1	1
1041	себе и	2	1
1042	и значение	6	1
1043	этим не	1	1
1044	которые связывали	1	1
1045	на границе	4	1
1046	как оно	2	1
1047	от той	1	1
1048	дать ответ	1	1
1049	духе как	1	1
1050	необходимо теперь	1	1
1051	верх и	1	1
1052	оно существует	1	1
1053	в окружающей	1	1
1054	характерной для	2	1
1055	перед ним	1	1
1056	исследования уже	1	1
1057	всегда и	3	1
1058	лишено всякой	1	1
1059	из виду	2	1
1060	так то	1	1
1061	форму не	1	1
1062	к ним	1	1
1063	не становится	3	1
1064	функция этого	1	1
1065	во всякой	1	1
1066	в голове	2	1
1067	судьбу на	1	1
1068	и взял	1	1
1069	такая же	2	1
1070	языка как	26	1
1071	в нашем	4	1
1072	находится в	1	1
1073	как от	3	1
1074	простое и	1	1
1075	собственно только	1	1
1076	ли отсюда	2	1
1077	без того	1	1
1078	о причинах	1	1
1079	с реальными	1	1
1080	исходит из	4	1
1081	которая на	1	1
1082	и темы	1	1
1083	яркое выражение	1	1
1084	иным как	1	1
1085	этому сводится	1	1
1086	работа в	1	1
1087	к вопросам	1	1
1088	когда в	1	1
1089	и всякого	1	1
1090	он сам	1	1
1091	также является	1	1
1092	элементов не	1	1
1093	в меру	1	1
1094	лишь при	2	1
1095	с темой	1	1
1096	являются для	1	1
1097	здесь идет	1	1
1098	время был	1	1
1099	где все	1	1
1100	широкой и	1	1
1101	к языку	2	1
1102	затем в	1	1
1103	на каждое	1	1
1104	себя в	2	1
1105	дает возможность	1	1
1106	вся эта	1	1
1107	она ни	1	1
1108	та и	1	1
1109	каждого данного	2	1
1110	представить себе	1	1
1111	в рассуждениях	1	1
1112	и значением	6	1
1113	неизбежно должна	2	1
1114	и известный	1	1
1115	слово должно	1	1
1116	не достаточно	1	1
1117	влияние на	3	1
1118	него как	2	1
1119	для языка	1	1
1120	не выходит	1	1
1121	отношении в	1	1
1122	что язык	2	1
1123	мы как	2	1
1124	она и	1	1
1125	моментом для	1	1
1126	менее в	1	1
1127	хронологически и	1	1
1128	как нам	1	1
1129	элементов речи	1	1
1130	и свободной	1	1
1131	слова является	2	1
1132	там нет	1	1
1133	вполне понятно	6	1
1134	формы которая	1	1
1135	следует сказать	1	1
1136	в состоянии	1	1
1137	у каждого	1	1
1138	или они	1	1
1139	узком смысле	4	1
1140	стороны или	1	1
1141	есть его	1	1
1142	а и	1	1
1143	то для	1	1
1144	кто этот	1	1
1145	важны не	1	1
1146	в социальной	3	1
1147	не соответствует	1	1
1148	ее должна	1	1
1149	факт действительно	1	1
1150	сделать его	1	1
1151	и кажется	1	1
1152	или иную	1	1
1153	многих отношениях	1	1
1154	является совершенно	1	1
1155	с другими	6	1
1156	отсюда что	2	1
1157	целью дать	1	1
1158	и соответствующие	1	1
1159	иными словами	2	1
1160	и один	1	1
1161	внешнего мира	1	1
1162	слово на	2	1
1163	являются в	1	1
1164	сегодняшнего дня	1	1
1165	знаков в	3	1
1166	и последнее	1	1
1167	и притом	1	1
1168	правильного понимания	3	1
1169	муж и	1	1
1170	из важнейших	4	1
1171	результатом этого	1	1
1172	прежде чем	1	1
1173	в изложении	1	1
1174	проблем и	1	1
1175	раскрывается в	1	1
1176	по аналогии	2	1
1177	которое в	1	1
1178	этих наук	1	1
1179	развития как	1	1
1180	и всего	2	1
1181	здесь же	2	1
1182	форм не	1	1
1183	на заре	1	1
1184	и своих	1	1
1185	историю как	1	1
1186	между этими	2	1
1187	случайным и	1	1
1188	же оно	1	1
1189	лишь на	6	1
1190	между ними	6	1
1191	содержанием и	1	1
1192	себе не	1	1
1193	опираются на	1	1
1194	человек в	1	1
1195	отсюда на	1	1
1196	большинстве случаев	7	1
1197	место и	1	1
1198	совсем иначе	1	1
1199	в целях	3	1
1200	века в	1	1
1201	средство для	1	1
1202	свое самое	1	1
1203	могло в	1	1
1204	из одного	4	1
1205	делает его	3	1
1206	это тоже	1	1
1207	этот смысл	1	1
1208	и необходимости	1	1
1209	типа в	1	1
1210	свое место	1	1
1211	понятно если	1	1
1212	слово как	6	1
1213	для правильного	1	1
1214	для анализа	1	1
1215	в немногих	1	1
1216	я был	1	1
1217	него о	1	1
1218	всей их	1	1
1219	но имеет	1	1
1220	здесь как	2	1
1221	точкой зрения	2	1
1222	от их	2	1
1223	но можно	1	1
1224	материалом для	1	1
1225	это вполне	2	1
1226	и быть	1	1
1227	ясному и	1	1
1228	если оно	2	1
1229	превращаясь в	2	1
1230	системе и	1	1
1231	как они	2	1
1232	только путем	1	1
1233	границы между	2	1
1234	разрыв между	3	1
1235	в исторической	1	1
1236	основным и	1	1
1237	ведь в	2	1
1238	не нашли	2	1
1239	вся история	2	1
1240	в обычных	1	1
1241	чтобы он	1	1
1242	особого рода	1	1
1243	еще только	2	1
1244	приводит и	1	1
1245	в работе	3	1
1246	какую-то особую	1	1
1247	более всего	2	1
1248	и правильное	1	1
1249	речи и	6	1
1250	очень тесно	1	1
1251	на которых	1	1
1252	языком и	1	1
1253	в ответ	1	1
1254	не стоят	1	1
1255	решительно и	1	1
1256	о филологическом	1	1
1257	к определенному	1	1
1258	к самому	2	1
1259	разрешения проблемы	1	1
1260	на дело	1	1
1261	содержания и	1	1
1262	одно и	3	1
1263	что нельзя	1	1
1264	и та	2	1
1265	и является	4	1
1266	все согласны	1	1
1267	разговорной речи	1	1
1268	неотделим от	3	1
1269	является одним	2	1
1270	преклонение перед	1	1
1271	и другая	1	1
1272	вот в	2	1
1273	значения в	5	1
1274	совершенно независимо	2	1
1275	должны были	1	1
1276	мы здесь	2	1
1277	не совпадает	2	1
1278	знак и	5	1
1279	не иначе	1	1
1280	могла бы	2	1
1281	встать на	1	1
1282	в школе	1	1
1283	и объясняется	1	1
1284	но без	1	1
1285	и глубоко	1	1
1286	ту сторону	1	1
1287	тот или	2	1
1288	язык не	4	1
1289	конечно эти	2	1
1290	и писался	1	1
1291	в систему	3	1
1292	друг другу	2	1
1293	внесены в	1	1
1294	подход к	3	1
1295	это приводит	1	1
1296	о форме	1	1
1297	система является	2	1
1298	нашей точки	1	1
1299	форм в	1	1
1300	и есть	3	1
1301	в силу	1	1
1302	ней в	1	1
1303	бы оно	1	1
1304	же мы	2	1
1305	в совершенно	2	1
1306	значение как	1	1
1307	оно может	6	1
1308	в данный	2	1
1309	но кроме	1	1
1310	это совершенно	1	1
1311	дела не	1	1
1312	именно этой	1	1
1313	речи о	3	1
