N	2gram	Bakhtin_sl	Myslijsy
360	развития и	1	7
361	только один	1	7
362	то все	1	7
363	и во	3	7
364	том же	4	7
365	из него	4	7
366	в таких	1	7
367	слова но	2	7
368	сама по	2	7
369	один и	1	7
370	не имеют	1	7
371	его к	1	7
372	с самого	1	7
373	не с	5	7
374	на это	1	7
375	не знаем	3	7
376	место в	2	7
377	и к	9	6
378	для всех	2	6
379	же и	4	6
380	самого предмета	3	6
381	увидим что	1	6
382	нас в	3	6
383	в виду	2	6
384	вопрос об	1	6
385	его на	2	6
386	а именно	2	6
387	в своей	8	6
388	в зародыше	1	6
389	человеческой речи	2	6
390	языка мы	2	6
391	между двумя	1	6
392	как оно	3	6
393	к ним	2	6
394	слово не	3	6
395	связанное с	1	6
396	ни было	2	6
397	слов в	2	6
398	в ее	2	6
399	у него	5	6
400	но он	4	6
401	нем самом	1	6
402	прежде чем	1	6
403	что его	1	6
404	в мире	1	6
405	слова то	1	6
406	к слову	2	6
407	мы уже	4	6
408	заставляет нас	1	6
409	друг другу	2	6
410	но есть	1	6
411	таких же	1	6
412	и самое	3	6
413	вне себя	5	6
414	в последнем	1	6
415	должна быть	3	6
416	в сущности	18	6
417	от их	1	6
418	с таким	3	6
419	заключается в	1	6
420	может стать	3	6
421	да и	2	6
422	новое слово	2	6
423	язык и	17	6
424	сознание и	4	6
425	и уже	1	6
426	лишь в	6	6
427	языка то	4	6
428	не могло	3	6
429	в этой	1	6
430	и до	2	6
431	как например	1	6
432	мог бы	1	6
433	слово и	5	6
434	но если	1	6
435	художественного произведения	1	6
436	но на	1	6
437	то он	1	6
438	у нас	2	6
439	в их	6	6
440	в виде	4	6
441	от языка	3	6
442	и слова	6	6
443	в стороне	1	6
444	что между	1	6
445	на его	9	6
446	об этом	1	6
447	все более	1	6
448	его не	4	6
449	как он	2	6
450	в один	2	6
451	оно должно	1	6
452	жизни и	5	6
453	в создании	1	6
454	человек не	1	6
455	ни был	1	6
456	в той	13	5
457	даже в	4	5
458	или нет	1	5
459	не столько	4	5
460	и такое	1	5
461	и значение	1	5
462	в некотором	1	5
463	и другим	4	5
464	предмет и	1	5
465	предмета и	2	5
466	входит в	8	5
467	но даже	1	5
468	но эти	3	5
469	значительной степени	6	5
470	конечно не	7	5
471	его содержание	1	5
472	с другим	1	5
473	языка не	4	5
474	в нашем	1	5
475	на предмет	4	5
476	лишь тогда	2	5
477	на которую	1	5
478	время и	3	5
479	на том	2	5
480	а с	2	5
481	чем в	3	5
482	одним из	5	5
483	без него	1	5
484	одна из	6	5
485	о которых	2	5
486	о предмете	1	5
487	и у	2	5
488	и понимание	1	5
489	как предмет	4	5
490	лица и	1	5
491	рядом с	7	5
492	оно и	4	5
493	можно было	2	5
494	но только	1	5
495	однако в	3	5
496	до сознания	1	5
497	что может	1	5
498	есть еще	1	5
499	в процессе	14	5
500	время как	2	5
501	все то	2	5
502	из которого	2	5
503	к другому	1	5
504	известной степени	6	5
505	перед нами	7	5
506	оба эти	1	5
507	о языке	1	5
508	в течение	1	5
509	отношении к	9	5
510	слов и	5	5
511	на этот	1	5
512	и здесь	5	5
513	с каким	2	5
514	слова так	2	5
515	они не	3	5
516	мы имеем	1	5
517	а это	1	5
518	нет ничего	1	5
519	бы для	1	5
520	стремится к	2	5
521	в какой	2	5
522	от своего	1	5
523	и языка	5	5
524	но уже	2	5
525	и таким	1	5
526	в области	1	5
527	человека в	5	5
528	бы только	2	5
529	здесь только	1	5
530	с языком	4	5
531	этого не	1	5
532	как слово	3	5
533	предмета в	2	5
534	в начале	1	5
535	как не	1	5
536	отношение к	8	5
537	как увидим	2	5
538	с общим	1	5
539	не к	1	5
540	себе а	1	5
541	человек может	1	4
542	нельзя себе	1	4
543	еще более	7	4
544	в применении	1	4
545	слове а	1	4
546	в некоторых	3	4
547	равно как	1	4
548	поэтический образ	1	4
549	в поэтическом	8	4
550	языка язык	2	4
551	точке зрения	2	4
552	но во	1	4
553	в другом	4	4
554	был бы	2	4
555	из самого	1	4
556	слова при	2	4
557	чего не	1	4
558	с чем	1	4
559	что различные	1	4
560	в противном	1	4
561	кажется нам	1	4
562	бы то	1	4
563	к общему	1	4
564	видели что	1	4
565	все его	4	4
566	с известным	1	4
567	всех языков	1	4
568	есть такая	1	4
569	не знает	3	4
570	влияния на	3	4
571	в связи	2	4
572	и воля	2	4
573	души в	1	4
574	человеке и	3	4
575	следовательно и	4	4
576	от этого	2	4
577	с его	8	4
578	связанная с	2	4
579	на этом	4	4
580	в наше	1	4
581	эти слова	4	4
582	не дает	1	4
583	ту же	5	4
584	то ни	1	4
585	определенности и	1	4
586	явления в	1	4
587	языком и	6	4
588	бы они	1	4
589	не могла	2	4
590	иметь в	1	4
591	он в	6	4
592	не зная	1	4
593	на который	1	4
594	его как	3	4
595	если оно	2	4
596	в поэзии	4	4
597	ничего не	5	4
598	из этого	3	4
599	чтобы не	1	4
600	собственном смысле	2	4
601	та же	1	4
602	относятся к	1	4
603	нашего времени	1	4
604	бы мы	1	4
605	ни в	4	4
606	том и	2	4
607	не на	6	4
608	мы чувствуем	1	4
609	так или	1	4
610	этой точки	1	4
611	ее с	2	4
612	и между	2	4
613	отношения к	3	4
614	и они	1	4
615	и так	1	4
616	все они	9	4
617	здесь как	3	4
618	только одно	1	4
619	возможность в	1	4
620	которого в	1	4
621	более и	1	4
622	произведения и	2	4
623	то она	1	4
624	он может	3	4
625	языка но	7	4
626	есть к	1	4
627	я говорю	1	4
628	только о	2	4
629	слова от	7	4
630	он должен	1	4
631	данном случае	3	4
632	сознания и	1	4
633	этом отношении	2	4
634	что так	1	4
635	со своим	13	4
636	между этими	3	4
637	но с	1	4
638	но эта	2	4
639	дело в	2	4
640	от слова	1	4
641	или даже	5	4
642	противном случае	1	4
643	к своему	11	4
644	по своему	2	4
645	остановимся на	2	4
646	и оно	2	4
647	перейти к	1	4
648	это так	1	4
649	на них	2	4
650	самый предмет	1	4
651	он говорит	1	4
652	а его	2	4
653	языке в	3	4
654	языку и	5	4
655	с этою	1	4
656	но она	2	4
657	другим и	1	4
658	но язык	1	4
659	есть и	1	4
660	когда оно	1	4
661	стороны и	3	4
662	явления и	2	4
663	одного из	2	4
664	произведения не	2	4
665	к новому	3	4
666	слова например	2	4
667	с которыми	2	3
668	из многих	3	3
669	мы и	2	3
670	этого в	1	3
671	поэтическом произведении	3	3
672	дело с	4	3
673	кроме того	6	3
674	и получает	1	3
675	и говорить	1	3
676	в результате	4	3
677	в различных	1	3
678	именно эти	1	3
679	одной из	4	3
680	и которые	2	3
681	их не	1	3
682	на мир	6	3
683	которое по	1	3
684	они ни	1	3
685	на первый	1	3
686	самого поэта	2	3
687	на одном	1	3
688	во-первых в	1	3
689	как та	1	3
690	применении к	1	3
691	мы увидим	2	3
692	все свои	2	3
693	которая не	3	3
694	могут не	2	3
695	вместе со	2	3
696	своего языка	7	3
697	именно так	1	3
698	самого говорящего	1	3
699	быть в	1	3
700	входят в	3	3
701	можем сказать	1	3
702	он сам	1	3
703	казаться что	1	3
704	языка к	1	3
705	в большей	3	3
706	истории языка	1	3
707	вносит в	3	3
708	которые в	4	3
709	не дано	1	3
710	несколько слов	2	3
711	представим себе	1	3
712	или наоборот	1	3
713	менее в	1	3
714	так слово	1	3
715	от его	4	3
716	о слове	7	3
717	первом случае	2	3
718	которое может	1	3
719	что уже	1	3
720	слово только	1	3
721	него самого	1	3
722	каждом шагу	2	3
723	может иметь	3	3
724	не была	3	3
725	для развития	1	3
726	с одним	3	3
727	человек и	13	3
728	с которой	1	3
729	говорящего не	1	3
730	каждое из	1	3
731	есть именно	1	3
732	большинстве случаев	11	3
733	этого предмета	2	3
734	его жизни	1	3
735	в двух	2	3
736	в себя	3	3
737	действительности и	1	3
738	чтобы понять	1	3
739	вне языка	1	3
740	языков как	1	3
741	мысль и	1	3
742	самый процесс	1	3
743	совсем не	1	3
744	к новым	1	3
745	до этого	1	3
746	как это	3	3
747	как объект	1	3
748	в форме	3	3
749	даже не	1	3
750	выражается в	1	3
751	движения и	1	3
752	или вовсе	2	3
753	и др	17	3
754	всех сторон	1	3
755	не значит	2	3
756	в общем	1	3
757	же мы	1	3
758	поэтического творчества	1	3
759	разве только	1	3
760	и ее	3	3
761	в пространстве	1	3
762	в тени	1	3
763	в прозу	1	3
764	которых мы	3	3
765	слово для	2	3
766	словом то	1	3
767	и предмет	1	3
768	для них	2	3
769	в отношении	9	3
770	языка без	1	3
771	ни о	2	3
772	ближайшим образом	1	3
773	в мыслях	1	3
774	языков и	18	3
775	словом но	2	3
776	эти явления	2	3
777	как о	2	3
778	связанные с	7	3
779	говорит только	1	3
780	в известном	2	3
781	языка или	3	3
782	на каждом	2	3
783	слова к	4	3
784	в первый	1	3
785	он видит	1	3
786	языка а	7	3
787	со всех	1	3
788	значение этого	1	3
789	не должно	3	3
790	это только	1	3
791	время в	1	3
792	именно на	3	3
793	самого слова	2	3
794	рано или	2	3
795	ни были	3	3
796	эти условия	1	3
797	и связанное	1	3
798	без всякого	2	3
799	же язык	1	3
800	язык но	3	3
801	как во	1	3
802	до известной	3	3
803	здесь не	6	3
804	в свой	3	3
805	сама она	1	3
806	или поздно	2	3
807	в формах	1	3
808	в свое	3	3
809	и наконец	9	3
810	ничем не	1	3
811	различие между	1	3
812	ни с	1	3
813	о значении	1	3
814	для всякого	1	3
815	образ а	1	3
816	ему только	1	3
817	этих слов	1	3
818	из своих	2	3
819	его сознание	1	3
820	с которым	4	3
821	и непосредственно	6	3
822	предметом и	1	3
823	или иначе	2	3
824	в другую	1	3
825	ему самому	1	3
826	мнения о	1	3
827	случае не	2	3
828	язык во	1	3
829	сливается с	6	3
830	находиться в	1	3
831	есть как	3	3
832	в новом	3	3
833	нисколько не	3	3
834	все слова	3	3
835	такое значение	1	3
836	должен быть	3	3
837	единство и	4	3
838	в одной	2	3
839	своих слов	1	3
840	словом или	1	3
841	как ни	2	3
842	отличие от	13	3
843	в самых	2	3
844	грамматических категорий	1	3
845	не исчерпывают	1	3
846	пор не	2	3
847	например и	2	3
848	до появления	1	3
849	или как	4	3
850	в большинстве	16	3
851	и совершенно	1	3
852	и внутреннюю	1	3
853	по всей	3	3
854	как для	1	3
855	всей вероятности	3	3
856	речь и	3	3
857	в известной	3	3
858	и прежде	1	3
859	взаимного понимания	2	3
860	для этого	4	3
861	которой мы	1	3
862	является в	1	2
863	могут иметь	1	2
864	еще раз	3	2
865	можно говорить	2	2
866	таковы например	1	2
867	с живым	1	2
868	или только	1	2
869	этой способности	2	2
870	его за	1	2
871	может служить	1	2
872	так можно	1	2
873	потому не	1	2
874	без понимания	1	2
875	его от	2	2
876	нами в	3	2
877	слово хотя	1	2
878	а напротив	1	2
879	слове в	4	2
880	из языка	1	2
881	вещь и	1	2
882	и сам	4	2
883	самостоятельно и	1	2
884	или на	2	2
885	если он	1	2
886	когда это	1	2
887	слов а	1	2
888	нужно чтобы	1	2
889	роль в	4	2
890	один ряд	1	2
891	отличается от	3	2
892	в это	1	2
893	может находиться	1	2
894	в язык	1	2
895	предметы и	1	2
896	даже с	1	2
897	и нет	3	2
898	и образ	2	2
899	действительность и	1	2
900	разных языках	1	2
901	во все	1	2
902	которая в	1	2
903	языка может	2	2
904	как язык	1	2
905	языка от	1	2
906	бы из	1	2
907	этого языка	3	2
908	оно как	2	2
909	к своей	2	2
910	сознания в	2	2
911	людей и	2	2
912	но такая	1	2
913	то его	1	2
914	но этот	1	2
915	его собственной	1	2
916	в прошлом	2	2
917	и формы	4	2
918	факт что	1	2
919	и еще	1	2
920	это единство	1	2
921	слове как	3	2
922	одном слове	1	2
923	своем языке	3	2
924	на другом	1	2
925	такая же	2	2
926	можно понимать	1	2
927	с этими	3	2
928	на те	1	2
929	приближаются к	1	2
930	а следовательно	2	2
931	в отдельных	1	2
932	в системе	2	2
933	но конечно	1	2
934	себя в	14	2
935	но сама	1	2
936	словом на	1	2
937	выделить и	1	2
938	ближе к	1	2
939	к различным	2	2
940	есть процесс	1	2
941	от влияния	1	2
942	его внутренней	1	2
943	того и	1	2
944	нами не	1	2
945	которое он	1	2
946	слова является	1	2
947	же известное	1	2
948	указать на	1	2
949	и заставляет	3	2
950	остаются в	3	2
951	первый раз	1	2
952	форма и	1	2
953	от общего	1	2
954	между различными	1	2
955	которого он	3	2
956	его внутренняя	1	2
957	и за	1	2
958	значит не	1	2
959	для своего	1	2
960	как с	2	2
961	лежит в	5	2
962	и говорящий	2	2
963	например при	1	2
964	на разных	1	2
965	оставаться при	1	2
966	слова во	1	2
967	и говорит	1	2
968	их например	1	2
969	как его	5	2
970	из уст	1	2
971	предмет как	1	2
972	смысле и	1	2
973	на пути	1	2
974	же как	2	2
975	выведены из	1	2
976	и произведения	1	2
977	всем своем	1	2
978	сделать его	1	2
979	понимание и	2	2
980	каждое поколение	1	2
981	действия этой	1	2
982	точек зрения	8	2
983	не нужно	1	2
984	и отдельные	1	2
985	языком может	1	2
986	с образом	1	2
987	говорящем и	1	2
988	в устах	1	2
989	и образа	1	2
990	бы она	1	2
991	ускользает от	2	2
992	от самого	1	2
993	не отделяет	1	2
994	и обособление	1	2
995	ничего нового	2	2
996	проходит в	1	2
997	по своей	2	2
998	то или	1	2
999	в которое	1	2
1000	они могут	7	2
1001	все ее	1	2
1002	имеет все	1	2
1003	которая на	1	2
1004	хотя все	1	2
1005	бы оно	1	2
1006	произведений искусства	1	2
1007	нет языка	1	2
1008	себе как	2	2
1009	с ее	6	2
1010	всех этих	8	2
1011	него то	2	2
1012	и нельзя	1	2
1013	становится объектом	2	2
1014	поэзия в	1	2
1015	речи то	1	2
1016	форму слова	1	2
1017	понимания не	1	2
1018	само слово	1	2
1019	есть образ	1	2
1020	самостоятельности и	1	2
1021	и должно	1	2
1022	должны иметь	1	2
1023	понимание в	1	2
1024	то куда	1	2
1025	на таких	1	2
1026	не исчерпывается	3	2
1027	при известном	1	2
1028	переходит в	3	2
1029	то с	1	2
1030	признаков но	1	2
1031	порядок и	1	2
1032	мы понимаем	1	2
1033	оно ни	1	2
1034	не образ	2	2
1035	слов не	1	2
1036	всегда в	3	2
1037	например слово	1	2
1038	влиянию на	1	2
1039	имеет дело	4	2
1040	обращается к	1	2
1041	же слово	3	2
1042	в одних	1	2
1043	его сознании	1	2
1044	и делать	1	2
1045	состоит из	1	2
1046	произведение в	1	2
1047	этим в	1	2
1048	зависимости от	4	2
1049	языка так	3	2
1050	на их	1	2
1051	словом не	1	2
1052	себя то	3	2
1053	тесной связи	1	2
1054	свое время	1	2
1055	художественный образ	3	2
1056	это и	1	2
1057	его и	5	2
1058	случае оно	1	2
1059	здесь может	1	2
1060	есть от	2	2
1061	где нет	2	2
1062	его слово	17	2
1063	далее и	1	2
1064	по своим	6	2
1065	быть при	1	2
1066	образа до	1	2
1067	что самое	1	2
1068	можно лишь	1	2
1069	и содержание	1	2
1070	из его	1	2
1071	как из	1	2
1072	и об	1	2
1073	целый ряд	2	2
1074	эти противоречия	1	2
1075	слова необходимо	1	2
1076	друга и	1	2
1077	себя от	2	2
1078	каждый из	1	2
1079	вне его	4	2
1080	которому мы	1	2
1081	ибо он	2	2
1082	имеем в	1	2
1083	есть его	1	2
1084	и там	6	2
1085	нет и	1	2
1086	в сфере	2	2
1087	речи в	5	2
1088	словами и	1	2
1089	невозможно так	1	2
1090	и грубые	1	2
1091	восприятием и	2	2
1092	такие которые	1	2
1093	только с	3	2
1094	еще дальше	1	2
1095	в высокой	1	2
1096	с высоты	1	2
1097	от степени	1	2
1098	входящих в	1	2
1099	в систему	1	2
1100	мы еще	1	2
1101	ощущения в	1	2
1102	они были	3	2
1103	похоже на	1	2
1104	и следует	3	2
1105	единство в	1	2
1106	говорю а	1	2
1107	жизни но	2	2
1108	на предметы	1	2
1109	в предмете	8	2
1110	на языке	2	2
1111	и прямо	4	2
1112	словом как	2	2
1113	слово но	1	2
1114	и было	1	2
1115	этот процесс	1	2
1116	сам в	2	2
1117	романы в	1	2
1118	он как	1	2
1119	от которого	1	2
1120	или с	1	2
1121	переход к	1	2
1122	к его	1	2
1123	наблюдения над	2	2
1124	может казаться	2	2
1125	о нем	6	2
1126	как у	2	2
1127	же не	1	2
1128	с их	1	2
1129	может только	1	2
1130	поэтому оно	2	2
1131	а на	3	2
1132	непосредственно в	1	2
1133	оно только	1	2
1134	формы и	3	2
1135	без всяких	2	2
1136	языка это	2	2
1137	говорим о	1	2
1138	поэтому понимание	1	2
1139	слова которые	1	2
1140	за словом	1	2
1141	даже на	1	2
1142	их влияния	1	2
1143	которые как	2	2
1144	и эта	2	2
1145	с теми	1	2
1146	же то	1	2
1147	это возможно	2	2
1148	не те	1	2
1149	образов с	1	2
1150	в понятия	1	2
1151	мы ее	1	2
1152	могла быть	1	2
1153	возможно и	3	2
1154	другое слово	1	2
1155	если они	1	2
1156	языка по	1	2
1157	и могут	1	2
1158	если она	2	2
1159	сказанного можно	1	2
1160	утверждения что	1	2
1161	как между	1	2
1162	тех же	1	2
1163	знания и	1	2
1164	очень важную	1	2
1165	века не	1	2
1166	ему не	2	2
1167	оно может	3	2
1168	как одно	1	2
1169	слова как	8	2
1170	в самое	1	2
1171	п и	1	2
1172	и эти	2	2
1173	в разной	1	2
1174	с первым	1	2
1175	чужого языка	7	2
1176	остаются вне	1	2
1177	следовательно два	1	2
1178	дело не	2	2
1179	связано с	3	2
1180	быть и	6	2
1181	эти формы	5	2
1182	от всех	1	2
1183	но такое	1	2
1184	что поэт	1	2
1185	на которые	3	2
1186	этих случаях	2	2
1187	которой оно	1	2
1188	с человеком	1	2
1189	могло быть	1	2
1190	образом даже	1	2
1191	каждого из	1	2
1192	наших слов	1	2
1193	сказать в	1	2
1194	какой бы	1	2
1195	оно живет	1	2
1196	нас это	1	2
1197	отношении не	1	2
1198	более сложных	1	2
1199	нуждается в	3	2
1200	себе еще	1	2
1201	если на	1	2
1202	может и	1	2
1203	других случаях	2	2
1204	гуманитарных наук	1	2
1205	другой язык	2	2
1206	в единство	2	2
1207	языке а	2	2
1208	говорит не	1	2
1209	и предметом	4	2
1210	языков но	1	2
1211	данного слова	1	2
1212	и подчиняются	1	1
1213	он пользуется	3	1
1214	мы наблюдаем	2	1
1215	слова всегда	1	1
1216	науки о	2	1
1217	мир не	1	1
1218	степень его	1	1
1219	к действительности	1	1
1220	в особенности	10	1
1221	и другие	3	1
1222	особенности и	1	1
1223	время было	1	1
1224	поэзии но	2	1
1225	слагаясь в	1	1
1226	представителей этой	2	1
1227	мы найдем	3	1
1228	зрения на	9	1
1229	от необходимости	2	1
1230	со всем	1	1
1231	почва для	1	1
1232	когда говорящий	1	1
1233	из своего	1	1
1234	построенной на	1	1
1235	языка слово	1	1
1236	рассказ о	1	1
1237	творчества в	1	1
1238	и глубины	1	1
1239	над языком	2	1
1240	не мешает	1	1
1241	нем в	6	1
1242	их если	1	1
1243	между отдельными	1	1
1244	без исключения	2	1
1245	слово возможно	1	1
1246	же предмет	1	1
1247	может здесь	1	1
1248	они также	1	1
1249	эта идея	1	1
1250	из всех	1	1
1251	противоречиями в	1	1
1252	которые играют	1	1
1253	которым они	1	1
1254	одного языка	3	1
1255	недостаточно одного	1	1
1256	с той	1	1
1257	науке и	1	1
1258	далее в	2	1
1259	человеческого слова	1	1
1260	исторического романа	2	1
1261	и само	2	1
1262	которой все	1	1
1263	не заключено	1	1
1264	у пушкина	1	1
1265	среди других	3	1
1266	целом как	1	1
1267	значение что	1	1
1268	на задний	1	1
1269	в настоящем	1	1
1270	как они	1	1
1271	значение это	1	1
1272	в духе	3	1
1273	воля и	1	1
1274	и чужой	2	1
1275	такими же	1	1
1276	определяется тем	1	1
1277	не предполагает	3	1
1278	изучать слово	1	1
1279	по их	1	1
1280	на известную	1	1
1281	довольно поздно	1	1
1282	лишь до	1	1
1283	участвует в	1	1
1284	определений и	1	1
1285	всегда остается	1	1
1286	и силу	1	1
1287	этот элемент	2	1
1288	весь этот	1	1
1289	в построении	2	1
1290	их только	1	1
1291	систему и	1	1
1292	языков с	1	1
1293	отношением к	1	1
1294	понимание только	1	1
1295	сознания но	1	1
1296	притом в	3	1
1297	кроме самого	1	1
1298	языка является	1	1
1299	свои слова	1	1
1300	словом так	1	1
1301	поэтическом образе	1	1
1302	в исторические	1	1
1303	где она	1	1
1304	чем не	1	1
1305	как более	2	1
1306	большей или	5	1
1307	своего выражения	1	1
1308	объективного и	1	1
1309	но языки	1	1
1310	от поэзии	1	1
1311	к высшему	1	1
1312	себя не	1	1
1313	к своим	1	1
1314	мир и	1	1
1315	и разных	1	1
1316	речь идет	1	1
1317	ставим в	1	1
