N	2gram	Trubetskoy	TeoriaLi
517	что его	1	1
518	которое в	1	1
519	быть настоящим	1	1
520	по существу	5	1
521	что не	1	1
522	тоже является	1	1
523	окрашено в	1	1
524	с одним	1	1
525	и без	1	1
526	их никто	1	1
527	самоопределения в	1	1
528	не подлежит	2	1
529	что высшей	1	1
530	но по	1	1
531	на земле	4	1
532	большинстве случаев	2	1
533	не есть	3	1
534	все виды	1	1
535	между прочим	1	1
536	является не	2	1
537	при таком	1	1
538	однако это	1	1
539	и религии	1	1
540	перед собой	1	1
541	от этого	1	1
542	того и	1	1
543	в такой	1	1
544	его жизни	1	1
545	к вопросу	4	1
546	на его	1	1
547	себе и	4	1
548	из этого	3	1
549	путь к	4	1
550	на себе	1	1
551	и другого	1	1
552	связаны с	1	1
553	бы в	1	1
554	на них	1	1
555	людей в	1	1
556	же как	1	1
557	основе его	1	1
558	что хотя	1	1
559	остается в	2	1
560	может иметь	1	1
561	том случае	4	1
562	полной мере	1	1
563	только к	3	1
564	в полной	1	1
565	которому принадлежит	1	1
566	в своих	6	1
567	эти последние	1	1
568	свое место	1	1
569	случае если	3	1
570	в лучшем	3	1
571	если не	2	1
572	она не	2	1
573	зрения в	1	1
574	другом и	2	1
575	говоря только	1	1
576	ту же	1	1
577	силе и	1	1
578	ибо всякое	1	1
579	так что	2	1
580	на чем	1	1
581	оно и	1	1
582	что касается	1	1
583	а по	1	1
584	другим и	1	1
585	и их	1	1
586	в последние	5	1
587	не могла	1	1
588	можно было	4	1
589	но только	1	1
590	реальная возможность	1	1
591	заключает в	1	1
592	иметь в	1	1
593	перестанет быть	1	1
594	но дело	1	1
595	стороны и	1	1
596	только то	1	1
597	из нас	1	1
598	вся она	2	1
599	также и	1	1
600	этих случаях	1	1
601	представляются в	1	1
602	людьми для	1	1
603	на свое	1	1
604	еще на	1	1
605	образом всякий	1	1
606	на это	2	1
607	такой культуры	1	1
608	было бы	5	1
609	дает ему	1	1
610	не по	1	1
611	из нее	1	1
612	это разумеется	2	1
613	же самое	1	1
614	как мы	1	1
615	одного из	1	1
616	указывает на	2	1
617	– от	1	1
618	своей организации	1	1
619	что для	3	1
620	та или	1	1
621	каждый человек	1	1
622	в зависимости	1	1
623	подход к	1	1
624	когда они	4	1
625	приводят к	2	1
626	этом и	2	1
627	связи между	1	1
628	на отдельные	1	1
629	даже если	2	1
630	и от	2	1
631	и есть	2	1
632	по этому	2	1
633	с которым	1	1
634	теми же	1	1
635	бытия и	1	1
636	происходит в	1	1
637	чаще всего	1	1
638	идет не	1	1
639	на то	5	1
640	бы ни	2	1
641	себе еще	1	1
642	степени и	1	1
643	и только	5	1
644	чему не	1	1
645	лучшем случае	3	1
646	для этого	3	1
647	таким же	3	1
648	в известной	1	1
649	есть не	1	1
650	иное как	1	1
651	своем сознании	1	1
