N	3gram	Medvedev_V	Istorich
308	вспомним хотя бы	1	1
309	но и у	1	1
310	природой в этом	1	1
311	в какой мере	1	1
312	от того что	2	1
313	он же говорит	1	1
314	в саду и	1	1
315	его таким образом	1	1
316	же автор не	1	1
317	в которой он	1	1
318	ту или иную	1	1
319	в реальной действительности	1	1
320	каждого человека в	1	1
321	это явствует из	1	1
322	этих соображений становится	1	1
323	носит в себе	2	1
324	только в этом	1	1
325	в то же	5	1
326	к этой категории	1	1
327	не говоря уже	1	1
328	в противном случае	2	1
329	в несколько иной	1	1
330	примеров можно указать	1	1
331	один из его	1	1
332	т д что	1	1
333	но в то	1	1
334	часто в качестве	1	1
335	достаточно напомнить хотя	1	1
336	которые не имели	1	1
337	может быть достигнуто	1	1
338	служит для него	1	1
339	мы знаем не	1	1
340	соображений становится понятным	1	1
341	следует отметить что	1	1
342	как это делает	3	1
343	из этих рассказов	1	1
344	приводит к тому	2	1
345	невозможно речь может	1	1
346	но с другой	1	1
