N	2gram	Savitsky_E	Literetu
148	поэзии и	1	6
149	то и	1	6
150	одного из	1	6
151	и то	2	6
152	том числе	1	6
153	в ней	4	6
154	далеко не	2	6
155	как будто	2	6
156	и только	3	6
157	и наконец	2	6
158	и к	3	5
159	к этой	1	5
160	тех кто	1	5
161	в связи	1	5
162	с собой	1	5
163	в соответствии	1	5
164	хотя бы	15	5
165	в нашем	1	5
166	он сам	2	5
167	от себя	1	5
168	свое собственное	1	5
169	всего в	2	5
170	должно быть	1	5
171	несмотря на	4	5
172	ни было	4	5
173	к жизни	1	5
174	одном из	2	5
175	этой точки	5	5
176	между тем	8	5
177	все более	9	5
178	в силу	2	5
179	во втором	2	5
180	в россии	5	5
181	идет о	3	5
182	и если	2	5
183	вслед за	6	5
184	так как	7	5
185	мир в	1	5
186	мы не	4	5
187	что и	3	5
188	но с	2	5
189	однако не	1	5
190	место в	3	5
191	или иной	4	5
192	все еще	1	5
193	не к	2	5
194	более того	1	5
195	которая в	1	4
196	но тем	1	4
197	в них	3	4
198	с тем	3	4
199	во всяком	3	4
200	то это	1	4
201	духовной жизни	2	4
202	входит в	1	4
203	для того	6	4
204	как совокупность	4	4
205	как мы	5	4
206	в индивидуальном	1	4
207	него не	1	4
208	во всей	2	4
209	бы то	4	4
210	хотя и	2	4
211	что его	1	4
212	очевидно что	3	4
213	в сторону	2	4
214	могли бы	1	4
215	на этом	1	4
216	ту же	1	4
217	то ни	4	4
218	и что	2	4
219	за пределы	1	4
220	могут быть	2	4
221	можно сказать	4	4
222	на рубеже	1	4
223	сводится к	1	4
224	и все	2	4
225	в пределах	25	4
226	аналогии с	1	4
227	нет ничего	1	4
228	не является	3	4
229	тех же	1	4
230	и выше	7	4
231	более чем	2	4
232	в свою	3	4
233	одной из	5	4
234	но это	1	4
235	таким образом	2	4
236	в формах	1	4
237	для нас	4	4
238	и прежде	3	4
239	на его	1	4
240	в каждой	1	4
241	вовсе не	6	4
242	ко всему	2	4
243	выше и	1	4
244	русской культуры	1	4
245	во второй	3	4
246	такой же	2	4
247	на то	6	4
248	все что	1	3
249	в этих	2	3
250	по себе	4	3
251	мысль о	1	3
252	мира и	3	3
253	речь идет	1	3
254	нам представляется	1	3
255	и того	2	3
256	вопрос о	4	3
257	во многих	4	3
258	времени в	1	3
259	так же	9	3
260	себе в	3	3
261	свою очередь	2	3
262	и еще	2	3
263	и культуры	1	3
264	постановка проблемы	1	3
265	который в	1	3
266	с ним	1	3
267	говорить о	1	3
268	она и	1	3
269	поскольку в	1	3
270	есть наиболее	1	3
271	не есть	2	3
272	а для	1	3
273	той или	4	3
274	но как	2	3
275	не сводится	1	3
276	же как	5	3
277	ту или	3	3
278	он в	1	3
279	что для	1	3
280	и от	3	3
281	те кто	1	3
282	там где	3	3
283	традиции как	1	3
284	однако с	1	3
285	в столь	1	3
286	если в	2	3
287	должна быть	2	3
288	был бы	1	3
289	в отношении	32	3
290	себе не	3	3
291	не на	4	3
292	можно было	3	3
293	если не	1	3
294	если бы	2	3
295	с ней	1	3
296	так называемый	1	3
297	где в	1	3
298	xx века	1	3
299	и т	1	3
300	не имеет	4	3
301	бы и	3	3
302	того чтобы	6	3
303	относится к	1	3
304	отношении к	15	3
305	и до	1	3
306	в истории	2	3
307	что же	2	3
308	в этот	1	3
309	культуры но	2	3
310	том же	1	3
311	в сознании	1	3
312	будь то	1	3
313	всяком случае	3	3
314	тот же	1	3
315	как некий	1	3
316	большей части	2	3
317	различие между	1	3
318	ее в	3	3
319	в полном	1	3
320	или иную	3	3
321	с их	1	3
322	а на	1	3
323	дело в	3	3
324	в ту	1	3
325	в глубине	1	3
326	в какой	2	3
327	все эти	1	3
328	но по	2	3
329	имеется в	1	3
330	и потому	5	3
331	а к	1	3
332	по большей	1	3
333	также и	7	3
334	когда он	3	3
335	стороны и	6	3
336	и иных	1	3
337	числе и	1	3
338	и о	1	3
339	являет собой	1	3
340	есть не	2	3
341	за их	1	3
342	в той	5	2
343	во всем	1	2
344	в центре	1	2
345	в свое	1	2
346	тем как	1	2
347	время не	1	2
348	например с	2	2
349	народ и	3	2
350	и другими	1	2
351	в результате	3	2
352	как было	3	2
353	чтобы в	1	2
354	для понимания	2	2
355	уже об	1	2
356	что по	1	2
357	поскольку он	2	2
358	в форму	1	2
359	в котором	2	2
360	но даже	4	2
361	при рассмотрении	1	2
362	приходит к	1	2
363	значительной степени	1	2
364	уже и	3	2
365	еще более	2	2
366	так называемых	1	2
367	освободиться от	1	2
368	сказать что	4	2
369	быть в	1	2
370	тем более	4	2
371	революции и	1	2
372	идут в	1	2
373	гораздо более	1	2
374	к нему	2	2
375	и мы	3	2
376	как нам	5	2
377	в психологии	3	2
378	но еще	2	2
379	внимание на	1	2
380	как путь	1	2
381	поскольку речь	2	2
382	с другими	2	2
383	и притом	4	2
384	и некоторые	3	2
385	тому что	1	2
386	лишь на	1	2
387	себя как	1	2
388	же касается	1	2
389	не станем	1	2
390	людей в	1	2
391	бы в	2	2
392	потребности в	1	2
393	не означает	2	2
394	в исторической	1	2
395	и однако	1	2
396	кажется что	2	2
397	на долю	3	2
398	бы они	1	2
399	политики в	1	2
400	как известно	1	2
401	культуры и	2	2
402	друг другу	1	2
403	сам в	1	2
404	что может	1	2
405	культурной традиции	2	2
406	в общем	3	2
407	и по	5	2
408	чтобы не	1	2
409	и ее	1	2
410	мире как	1	2
411	мире и	1	2
412	в сочетании	1	2
413	та же	1	2
414	самих себя	1	2
415	иначе говоря	2	2
416	как с	1	2
417	переходит в	1	2
418	тогда когда	2	2
419	со своим	1	2
420	он на	1	2
421	интересующего нас	1	2
422	для них	2	2
423	свой народ	3	2
424	оно не	1	2
425	не более	3	2
426	его собственная	2	2
427	одновременно с	1	2
428	значение в	1	2
429	и будет	1	2
430	можно назвать	1	2
431	с ними	1	2
432	становится ясным	1	2
433	каждого из	1	2
434	который не	1	2
435	и было	1	2
436	и никакое	2	2
437	к той	2	2
438	было у	1	2
439	полной мере	1	2
440	и более	2	2
441	а если	1	2
442	жизни мира	2	2
443	в значительной	2	2
444	на основе	2	2
445	время в	3	2
446	и теперь	2	2
447	для нее	1	2
448	или иных	1	2
449	от других	1	2
450	в совершенно	1	2
451	существования в	3	2
452	и наоборот	1	2
453	свое существование	1	2
454	мог бы	2	2
455	начиная с	2	2
456	то она	1	2
457	который по	1	2
458	то как	1	2
459	культуры как	2	2
460	чуть ли	1	2
461	жизни но	1	2
462	на вопрос	1	2
463	второй половине	2	2
464	бы на	1	2
465	по этому	1	2
466	в русском	1	2
467	что к	2	2
468	и где	1	2
469	можно быть	1	2
470	наш путь	2	2
471	в последнем	1	2
472	в сферу	2	2
473	с россией	1	2
474	нас к	2	2
475	есть в	2	2
476	в духовной	1	2
477	при таком	1	2
478	своего существования	1	2
479	перед собой	1	2
480	к концу	1	2
481	в такой	1	2
482	ибо в	1	2
483	в будущем	3	2
484	в полной	4	2
485	в таком	3	2
486	культуре и	1	2
487	она не	2	2
488	мировой войны	1	2
489	всякая иная	1	2
490	к которой	1	2
491	в большинстве	2	2
492	россии как	3	2
493	для такого	1	2
494	которое в	2	2
495	бытия и	1	2
496	тех или	1	2
497	не можем	2	2
498	что на	2	2
499	является в	1	1
500	на определенные	1	1
501	пути не	1	1
502	в обстановку	1	1
503	в последнее	1	1
504	человеческой истории	1	1
505	которые не	1	1
506	мира к	1	1
507	за исключением	1	1
508	до него	1	1
509	воздействием на	1	1
510	культуры из	2	1
511	на нет	1	1
512	дело с	1	1
513	в ряде	1	1
514	к числу	1	1
515	и служат	1	1
516	в некоторых	2	1
517	какой бы	2	1
518	говорит о	3	1
519	что современная	1	1
520	и лучше	1	1
521	с более	3	1
522	нас в	1	1
523	с той	1	1
524	есть собственно	1	1
525	в состав	1	1
526	отметим что	1	1
527	стране с	1	1
528	ко всем	1	1
529	более или	1	1
530	это должно	1	1
531	на свой	1	1
532	но все	1	1
533	такими же	1	1
534	это может	1	1
535	тем путем	1	1
536	для осуществления	1	1
537	если и	1	1
538	культурно-исторического процесса	1	1
539	в построении	1	1
540	древней воли	1	1
541	стороны в	2	1
542	имеет место	2	1
543	притом в	2	1
544	открыт для	1	1
545	прочим и	2	1
546	сознании каждого	1	1
547	нам ясен	1	1
548	всем его	1	1
549	связано с	3	1
550	с этим	2	1
551	которое при	1	1
552	любви к	1	1
553	ответить на	1	1
554	власти этого	1	1
555	некоторые из	1	1
556	при условии	2	1
557	значение только	2	1
558	же следует	1	1
559	его жизни	1	1
560	имеет в	2	1
561	и неизбежно	1	1
562	из их	1	1
563	татарской древней	1	1
564	сохраняет в	1	1
565	с лица	1	1
566	мы все	1	1
567	но они	1	1
568	пока ты	1	1
569	что люди	1	1
570	последнем случае	1	1
571	и когда	1	1
572	ценности и	1	1
573	отказом от	1	1
574	конечно не	1	1
575	принадлежит не	1	1
576	и те	1	1
577	от своей	1	1
578	в странах	3	1
579	и далее	1	1
580	оно остается	1	1
581	в не	2	1
582	мира своей	1	1
583	новый мир	2	1
584	из всех	3	1
585	затем в	1	1
586	наряду с	2	1
587	революции в	1	1
588	в мировом	1	1
589	такая же	1	1
590	к которому	1	1
591	это значит	2	1
592	ясен долгий	1	1
593	приобщения к	1	1
594	приближаются к	1	1
595	от них	3	1
596	звучать как	1	1
597	которая способна	1	1
598	что даже	1	1
599	в отдельных	1	1
600	но так	1	1
601	обрести свое	1	1
602	оказались бы	1	1
603	и направляет	1	1
604	но было	2	1
605	не имеющим	2	1
606	представить себе	1	1
607	скажем из	1	1
608	ее и	1	1
609	влияние на	2	1
610	нельзя сказать	1	1
611	но из	1	1
612	земли в	1	1
613	в состоянии	1	1
614	xix и	1	1
615	мы знаем	1	1
616	до эпохи	1	1
617	и иного	1	1
618	что при	1	1
619	своя собственная	1	1
620	глаза на	1	1
621	многих отношениях	1	1
622	в осознании	1	1
623	к определенному	1	1
624	в корне	1	1
625	участию в	2	1
626	запада и	1	1
627	в европейской	2	1
628	мы во	1	1
629	к настоящему	3	1
630	чем в	4	1
631	как же	2	1
632	живет и	1	1
633	не о	1	1
634	борьбы с	1	1
635	ее от	2	1
636	как по	1	1
637	его руках	1	1
638	современного человека	1	1
639	но совершенно	1	1
640	что за	1	1
641	это мы	1	1
642	возвращается к	1	1
643	всякой иной	1	1
644	в среде	1	1
645	но само	1	1
646	в последних	1	1
647	на пути	1	1
648	призыв к	1	1
649	в деле	3	1
650	между ними	2	1
651	также в	2	1
652	и радикально	1	1
653	на земле	1	1
654	большинстве случаев	3	1
655	всем своем	1	1
656	между прочим	7	1
657	рядом с	1	1
658	оказалась в	1	1
659	от этого	5	1
660	о которых	1	1
661	мы стремились	1	1
662	в двух	1	1
663	был не	1	1
664	в смысле	9	1
665	в эту	2	1
666	на себе	1	1
667	жизни вообще	1	1
668	в других	2	1
669	в лучшем	1	1
670	мы можем	3	1
671	весь мир	1	1
672	это были	1	1
673	составных частей	1	1
674	возникающее в	1	1
675	рассматривает как	1	1
676	все остальные	1	1
677	именно потому	2	1
678	как некая	1	1
679	долгий путь	1	1
680	в перспективе	4	1
681	констатировать в	1	1
682	для тех	1	1
683	в развитии	2	1
684	мы обнаруживаем	1	1
685	такой эволюции	1	1
686	путь стрелой	1	1
687	вспомним что	1	1
688	потребность в	3	1
689	поэтому даже	1	1
690	даже не	1	1
691	например по	1	1
692	с таким	1	1
693	когда мы	1	1
694	многих случаях	1	1
695	с большой	2	1
696	сведена к	1	1
697	в знании	1	1
698	стрелой татарской	1	1
699	их к	1	1
700	исторической сущности	1	1
701	время многие	1	1
702	в осуществлении	1	1
703	в отношениях	1	1
704	ней в	1	1
705	страны где	1	1
706	каждой своей	1	1
707	влечение к	1	1
708	с живыми	1	1
709	на существование	1	1
710	независимо от	4	1
711	всех этих	1	1
712	есть ли	2	1
713	меньшей степени	2	1
714	именно таким	1	1
715	не показывает	1	1
716	одного и	1	1
717	мы видели	3	1
718	к сожалению	1	1
719	судьбу свою	1	1
720	и этот	2	1
721	россии не	2	1
722	и европейской	1	1
723	приближается к	3	1
724	к берегам	1	1
725	как одной	1	1
726	но за	1	1
727	не служит	4	1
728	с и	10	1
729	во власти	2	1
730	с такой	1	1
731	что автор	1	1
732	что это	2	1
733	иная культурная	1	1
734	истории в	1	1
735	его на	2	1
736	поэтому в	1	1
737	к сознанию	1	1
738	не могут	2	1
739	власти и	1	1
740	творчества и	1	1
741	смотреть на	1	1
742	приходится признавать	1	1
743	с некоторыми	1	1
744	и россии	8	1
745	путь наш	1	1
746	человеческой культуры	2	1
747	требуют чтобы	1	1
748	не выходит	1	1
749	точнее и	1	1
750	на территории	1	1
751	даже более	1	1
752	на месте	2	1
753	не делает	1	1
754	в процессе	4	1
755	вышла из	1	1
756	есть нечто	1	1
757	в определенной	1	1
758	пронзил нам	1	1
759	в которых	3	1
760	о котором	1	1
761	именно поэтому	1	1
762	в известном	3	1
763	на берегу	1	1
764	оно достигает	1	1
765	друг от	2	1
766	если брать	2	1
767	будущее в	1	1
768	он мог	1	1
769	к какой	1	1
770	только одно	2	1
771	существовать в	1	1
772	не перед	1	1
773	европы но	1	1
774	что мы	1	1
775	воли пронзил	1	1
776	идеологическом и	1	1
777	бы по	1	1
778	культуры можно	1	1
779	в новой	1	1
780	в современном	1	1
781	народа и	1	1
782	народов и	3	1
783	но другим	1	1
784	значение для	1	1
785	поскольку являются	1	1
786	и наиболее	2	1
787	россии в	4	1
788	на основании	2	1
789	целый ряд	2	1
790	и земли	1	1
791	их будет	1	1
792	теперь не	1	1
793	в каком	4	1
794	потому и	1	1
795	протеста против	1	1
796	и поскольку	1	1
797	о соотношении	1	1
798	если мы	1	1
799	и во	2	1
800	значение имеет	1	1
801	но именно	2	1
802	в определенном	3	1
803	для всего	1	1
804	котором мы	1	1
805	на этот	2	1
806	решения проблемы	2	1
807	культуры которые	1	1
808	себя с	1	1
809	культурной жизни	4	1
810	мира не	2	1
811	исключительно в	2	1
812	и искусства	1	1
813	явлениях культуры	1	1
814	культуры вполне	1	1
815	обратиться к	1	1
816	нашему мнению	2	1
817	об их	1	1
818	именно к	2	1
819	одних и	1	1
820	душе и	1	1
821	оно определяется	1	1
822	выходит за	1	1
823	ее собой	1	1
824	пока что	1	1
825	многих других	1	1
826	рода и	1	1
827	способность к	1	1
828	востока в	3	1
829	в соответствующие	1	1
830	по своим	3	1
831	в xviii	1	1
832	всего мира	1	1
833	в предыдущем	4	1
834	тому чтобы	2	1
835	и науке	1	1
836	ни на	3	1
837	входя в	1	1
838	кому бы	1	1
839	россия в	11	1
840	и продолжает	1	1
841	в виде	5	1
842	в великой	1	1
843	от друга	2	1
844	отказаться от	1	1
845	или в	2	1
846	в стране	2	1
847	же по	1	1
848	в силах	1	1
849	вообще не	3	1
850	не открывается	1	1
851	в стороне	3	1
852	в переводе	1	1
853	отрекается от	1	1
854	есть только	1	1
855	по нашим	1	1
856	нам грудь	1	1
857	мира который	1	1
858	последнее время	1	1
859	и со	3	1
860	света и	1	1
861	один и	1	1
862	в новом	1	1
863	мы находим	1	1
864	только и	1	1
865	войти в	1	1
866	и порождающую	1	1
867	с другом	3	1
868	говорит об	1	1
869	или менее	1	1
870	в одной	1	1
871	к какой-либо	1	1
872	бы ни	3	1
873	активности и	1	1
874	в будущее	2	1
875	что эти	2	1
876	вопрос не	2	1
877	которая как	1	1
878	сказали бы	1	1
879	существует только	1	1
880	бы во	1	1
881	ли уже	1	1
882	борьбы за	1	1
883	поскольку они	2	1
884	продолжая в	1	1
885	воспринимается как	1	1
886	обстоит дело	3	1
887	быть и	1	1
888	к тем	1	1
889	и их	1	1
890	человечества как	2	1
891	частности в	2	1
892	определяется в	1	1
893	как то	1	1
894	и всякая	1	1
895	почти никогда	1	1
896	пространства и	1	1
897	именно тогда	2	1
898	родной и	1	1
899	к ней	4	1
900	на уровне	2	1
901	стран является	1	1
902	выход в	1	1
903	эту мысль	1	1
904	исторического процесса	1	1
905	и эта	2	1
906	эти два	1	1
907	которое мы	1	1
908	лучшем случае	1	1
909	по нашему	3	1
910	само по	4	1
911	от эпохи	1	1
912	жизнью и	1	1
