N	3gram	Bakhtin_Pr	DiskursI
86	отнюдь не является	1	1
87	комедии и трагедии	1	1
88	в чем не	2	1
89	факторов художественного впечатления	1	1
90	равной мере и	1	1
91	как разновидностях драматической	1	1
92	архитектонические формы завершения	1	1
93	в этом смысле	3	1
94	по сравнению с	1	1
95	и в другом	1	1
96	во всех его	4	1
97	то или иное	2	1
98	то есть является	1	1
99	так например в	1	1
100	хотя бы и	1	1
101	быть отнесены к	1	1
102	в самом деле	3	1
103	но далеко не	1	1
104	не только его	1	1
105	произведение в его	3	1
106	для того чтобы	2	1
107	в строгом смысле	2	1
108	и комическое суть	1	1
109	трагедии как разновидностях	1	1
110	виду приемы композиционного	1	1
111	комическое суть архитектонические	1	1
112	до сих пор	1	1
113	в иных случаях	3	1
114	имея при этом	1	1
115	на себя самого	1	1
116	иметь в виду	1	1
117	формам например жанровым	1	1
118	между тем как	5	1
119	не может иметь	1	1
120	определенными композиционными приемами	2	1
121	композиционного упорядочения словесного	1	1
122	как таковая она	1	1
123	существенные архитектонические формы	1	1
124	осуществляется определенными композиционными	1	1
125	есть не что	1	1
126	конечно можно говорить	1	1
127	должны быть отнесены	1	1
128	имеет дело с	4	1
129	драма композиционная форма	1	1
130	в связи с	1	1
131	суть архитектонические формы	1	1
132	композиционная форма диалог	1	1
133	и в современной	1	1
134	в нем нет	1	1
135	композиционных формах комедии	1	1
136	том и в	1	1
137	диалог актовое членение	1	1
138	в равной мере	1	1
139	как композиционная форма	2	1
140	и в этом	1	1
141	в этом последнем	1	1
142	не может обладать	1	1
143	может и не	2	1
144	и не к	1	1
145	за пределы собственно	1	1
146	форма осуществляется определенными	1	1
147	быть признана вполне	1	1
148	а не с	1	1
149	только по отношению	4	1
150	архитектоническая форма осуществляется	1	1
151	равно как и	1	1
152	к чему не	1	1
153	композиционным формам например	1	1
154	также и на	1	1
155	на то что	1	1
156	в виду приемы	1	1
157	одна из сторон	1	1
158	позицию по отношению	4	1
159	в эстетический объект	12	1
160	имеют дело с	1	1
161	трагическое и комическое	1	1
162	и даже к	1	1
163	а иногда и	1	1
164	и именно в	1	1
165	эстетического объекта и	4	1
166	формах комедии и	1	1
167	то что в	1	1
168	с самим собою	1	1
169	и в них	2	1
170	чего бы то	1	1
171	для науки и	1	1
172	разновидностях драматической имея	1	1
173	завершение в этом	1	1
174	или иной области	1	1
175	значимости то есть	1	1
176	я нахожу себя	1	1
177	только таким путем	1	1
178	но оно может	1	1
179	лежит не в	1	1
180	бытия в его	1	1
181	не может стать	1	1
182	хотя и не	1	1
183	в противном случае	3	1
184	прежде всего следует	1	1
185	на самом деле	3	1
186	в следующей главе	1	1
187	не что иное	1	1
188	о том какое	1	1
189	далеко не все	1	1
190	и должны быть	2	1
191	имеет дело только	2	1
192	можно было бы	3	1
193	но в большинстве	1	1
194	важнейшим композиционным формам	1	1
195	и трагедии как	1	1
196	этом в виду	1	1
197	например жанровым соответствуют	1	1
198	то есть его	2	1
199	кроме того и	1	1
200	именно в том	1	1
201	включающее в себя	1	1
202	формы завершения конечно	1	1
203	но трагическое и	1	1
204	мы ничего не	1	1
205	упорядочения словесного материала	1	1
206	не могут быть	2	1
207	выходит за пределы	1	1
208	можно говорить и	2	1
209	о композиционных формах	1	1
210	нет дела до	1	1
211	форма диалог актовое	1	1
212	и проч но	3	1
213	или о чем	1	1
214	та или иная	1	1
215	что иное как	1	1
216	каждое из которых	1	1
217	ни к чему	1	1
218	эстетики словесного творчества	1	1
219	как одну из	1	1
220	проч но трагическое	1	1
221	в известной степени	2	1
222	может быть признано	1	1
223	это и есть	1	1
224	говорить и о	2	1
225	оно может быть	1	1
226	и о композиционных	1	1
227	в виду что	1	1
228	науки и для	1	1
229	драматической имея при	1	1
230	ни в чем	2	1
231	в своем творчестве	1	1
232	имеем дело с	1	1
233	в другом случае	1	1
234	как конститутивный момент	2	1
