N	2gram	Propp_Russ	Dialekti
224	и более	3	9
225	всех этих	2	9
226	и от	2	9
227	смысл и	1	9
228	имеется в	1	9
229	как он	2	9
230	религия есть	1	9
231	в истории	1	9
232	тому как	3	9
233	от него	1	8
234	в разных	3	8
235	но все	3	8
236	в дальнейшем	2	8
237	вот почему	1	8
238	нет и	1	8
239	все время	1	8
240	с одной	1	8
241	не будет	1	8
242	что эта	1	8
243	в этой	4	8
244	что есть	2	8
245	в одной	1	8
246	один из	10	8
247	и из	3	8
248	не на	2	8
249	как не	2	8
250	ничего общего	3	8
251	когда мы	2	8
252	одна и	1	8
253	у нас	11	8
254	на самом	3	8
255	и без	1	8
256	того или	1	8
257	но она	3	8
258	все что	2	7
259	мы и	1	7
260	надо чтобы	1	7
261	е не	1	7
262	тем что	7	7
263	зависимости от	1	7
264	но он	3	7
265	на другое	1	7
266	на первый	3	7
267	не всегда	4	7
268	точно так	1	7
269	как на	2	7
270	и сама	1	7
271	религия не	1	7
272	связи с	6	7
273	не знает	1	7
274	но для	1	7
275	в конце	1	7
276	в связи	4	7
277	а только	1	7
278	его как	2	7
279	даже если	1	7
280	его с	4	7
281	и при	2	7
282	из которых	2	7
283	как в	10	7
284	только одно	2	7
285	говорят что	1	7
286	не потому	1	7
287	или вообще	3	7
288	что здесь	4	7
289	без всякого	1	7
290	с его	1	7
291	он должен	2	7
292	на что	2	7
293	очень много	2	7
294	понимать как	1	7
295	что этот	4	7
296	думать что	3	7
297	и их	4	7
298	из этих	6	7
299	так чтобы	2	7
300	нуждается в	1	7
301	религии и	1	6
302	о чем	7	6
303	более или	1	6
304	в природе	2	6
305	уже в	2	6
306	одной стороны	1	6
307	в другом	1	6
308	но они	4	6
309	одна из	12	6
310	тут же	2	6
311	во всех	6	6
312	она в	4	6
313	в которой	3	6
314	во что	1	6
315	можно было	3	6
316	смысла и	1	6
317	не отличается	1	6
318	с полной	1	6
319	с тем	14	6
320	вместе с	16	6
321	себя и	2	6
322	может не	1	6
323	о котором	1	6
324	еще и	1	6
325	того чтобы	6	6
326	это все	1	6
327	на основании	1	6
328	всяком случае	1	6
329	для него	1	6
330	природы и	3	6
331	они не	1	6
332	в коем	1	6
333	того как	6	6
334	ее в	7	6
335	по существу	7	6
336	вообще не	1	6
337	по своему	2	6
338	его в	9	6
339	или менее	1	6
340	бы ни	1	6
341	показывает что	9	6
342	это как	1	6
343	только так	1	6
344	дело не	2	6
345	не с	5	6
346	стороны и	1	6
347	на всю	1	6
348	при всем	1	6
349	в один	2	6
350	отношение к	1	6
351	для этого	6	6
352	в той	1	5
353	их не	2	5
354	в своих	3	5
355	или на	11	5
356	если он	1	5
357	например в	3	5
358	что по	7	5
359	их в	7	5
360	даже просто	1	5
361	в одно	2	5
362	в это	4	5
363	но мы	1	5
364	но даже	2	5
365	солнце и	1	5
366	и еще	2	5
367	к этому	7	5
368	нет никаких	1	5
369	и становится	1	5
370	все в	2	5
371	что у	3	5
372	после этого	6	5
373	в качестве	5	5
374	тому же	1	5
375	что его	1	5
376	тот кто	2	5
377	в свете	5	5
378	и у	5	5
379	имеет ничего	1	5
380	в целях	4	5
381	на нем	1	5
382	также не	2	5
383	но так	1	5
384	чаще всего	3	5
385	независимо от	3	5
386	в него	2	5
387	одного и	1	5
388	от нее	1	5
389	если в	3	5
390	известно что	1	5
391	из того	1	5
392	же что	1	5
393	или другого	1	5
394	с целью	2	5
395	и так	2	5
396	не является	2	5
397	где есть	2	5
398	в течение	7	5
399	и во	2	5
400	форма и	1	5
401	же он	1	5
402	мы еще	1	5
403	точку зрения	1	5
404	обе стороны	2	5
405	зависит от	1	5
406	он и	1	5
407	что с	2	5
408	есть уже	1	5
409	же не	2	5
410	виду что	2	5
411	с той	2	5
412	весь мир	1	5
413	из этого	1	5
414	в области	3	5
415	надо было	1	5
416	когда он	3	5
417	говоря о	1	5
418	или как	1	5
419	и время	1	5
420	к ней	4	5
421	он просто	1	5
422	и наконец	2	5
423	что на	5	5
424	вплоть до	4	5
425	можно говорить	2	4
426	и очень	1	4
427	нас в	2	4
428	самом же	2	4
429	далее в	2	4
430	как они	2	4
431	жизнь в	1	4
432	из нее	2	4
433	если угодно	2	4
434	из самых	2	4
435	из всего	1	4
436	представление о	5	4
437	его на	1	4
438	и существует	1	4
439	в собственном	1	4
440	только для	3	4
441	тут в	1	4
442	в этот	19	4
443	и этого	1	4
444	видно что	8	4
445	с другим	2	4
446	к ним	4	4
447	уже знаем	2	4
448	а мы	2	4
449	представить себе	1	4
450	чтобы это	1	4
451	в состоянии	1	4
452	мы знаем	1	4
453	время не	1	4
454	можно понимать	1	4
455	и нужно	1	4
456	по типу	1	4
457	у него	2	4
458	но совершенно	1	4
459	будто бы	10	4
460	на себя	4	4
461	из мифа	1	4
462	есть та	1	4
463	точек зрения	1	4
464	что их	1	4
465	в каждом	2	4
466	людей и	1	4
467	если не	1	4
468	или же	2	4
469	что бы	1	4
470	не по	1	4
471	т п	1	4
472	главным образом	5	4
473	необходимо чтобы	1	4
474	а как	1	4
475	взгляд на	1	4
476	это время	4	4
477	и здесь	3	4
478	поэтому и	1	4
479	можно назвать	1	4
480	связанные с	5	4
481	поэзии и	1	4
482	видим что	1	4
483	это только	1	4
484	быть не	1	4
485	чтобы она	2	4
486	как например	6	4
487	заметить что	3	4
488	только одна	1	4
489	с нею	1	4
490	у них	2	4
491	друг друга	3	4
492	когда они	2	4
493	данном случае	8	4
494	и этим	1	4
495	этом отношении	1	4
496	здесь в	1	4
497	в общем	1	4
498	говорят о	1	4
499	на все	3	4
500	сразу же	2	4
501	к жизни	3	4
502	на них	4	4
503	что эти	2	4
504	и эти	1	4
505	что касается	1	4
506	человека и	1	4
507	и всех	2	4
508	но эта	2	4
509	же можно	1	4
510	же в	5	4
511	такой же	3	4
512	говорить об	1	4
513	а он	1	4
514	из себя	1	4
515	на небо	3	4
516	не можем	5	4
517	что было	1	3
518	нами выше	1	3
519	очевидно что	2	3
520	к этой	1	3
521	другой пример	1	3
522	этот момент	1	3
523	в некоторых	11	3
524	не бывает	1	3
525	по мере	1	3
526	нас к	5	3
527	в первом	1	3
528	от одного	2	3
529	из чего	1	3
530	и смерти	1	3
531	на природу	2	3
532	в первую	1	3
533	не могли	1	3
534	света и	1	3
535	что всякое	1	3
536	из жизни	1	3
537	несколько примеров	1	3
538	всего этого	1	3
539	на ней	1	3
540	на него	1	3
541	то чем	1	3
542	же она	1	3
543	во всей	2	3
544	к ее	1	3
545	или наоборот	1	3
546	в жертву	1	3
547	содержится в	1	3
548	такая же	1	3
549	с другими	3	3
550	не от	1	3
551	судить о	2	3
552	на земле	3	3
553	следовательно и	2	3
554	уже давно	1	3
555	и жизнь	1	3
556	что наука	1	3
557	не был	3	3
558	или его	1	3
559	сами не	1	3
560	нами как	1	3
561	а с	6	3
562	сюда же	2	3
563	не дает	1	3
564	совсем не	1	3
565	между тем	9	3
566	не отличаются	2	3
567	не так	1	3
568	не более	2	3
569	и чтобы	1	3
570	зрения в	1	3
571	общего не	2	3
572	не приходится	1	3
573	кто же	1	3
574	в москве	4	3
575	как известно	2	3
576	возможно что	2	3
577	найти в	1	3
578	но есть	3	3
579	сделать это	1	3
580	факты как	1	3
581	для чего	1	3
582	когда уже	1	3
583	время но	1	3
584	для себя	1	3
585	на почве	1	3
586	уже нельзя	1	3
587	думает что	2	3
588	времени когда	1	3
589	утверждает что	1	3
590	этот обряд	7	3
591	от другого	2	3
592	от их	1	3
593	то на	3	3
594	е как	1	3
595	не понимают	1	3
596	много но	1	3
597	в которых	8	3
598	к другому	2	3
599	всем этом	1	3
600	в очень	1	3
601	тех же	1	3
602	к свету	1	3
603	еще на	1	3
604	в отдельности	2	3
605	чем именно	1	3
606	с которой	1	3
607	о своем	1	3
608	ее с	2	3
609	целый ряд	1	3
610	и потом	4	3
611	тем же	1	3
612	по преимуществу	1	3
613	здесь не	1	3
614	только с	2	3
615	дает в	1	3
616	тот же	2	3
617	или просто	2	3
618	форм и	1	3
619	но на	1	3
620	ее на	3	3
621	нас не	3	3
622	такое же	2	3
623	мало того	1	3
624	как у	2	3
625	для нас	12	3
626	чтобы получить	1	3
627	место в	2	3
628	однако не	1	3
629	религии но	1	3
630	представлять себе	1	3
631	в какой	3	3
632	не дают	1	3
633	при таком	1	3
634	так в	5	3
635	по его	2	3
636	когда же	1	3
637	должен быть	2	3
638	было ни	1	3
639	же деле	2	3
640	ко всему	2	3
641	отличие от	4	3
642	на свои	1	3
643	церкви и	3	3
644	а из	1	3
645	во время	23	3
646	в свою	3	3
647	от земли	2	3
648	далеко не	5	3
649	можно найти	1	3
650	и всегда	1	3
651	и самой	1	3
652	как из	1	3
653	этого нет	1	3
654	в который	1	3
655	можно судить	1	3
656	в современной	1	3
657	которая имеет	1	3
658	именно это	1	3
659	себя но	1	3
660	или точнее	1	3
661	не надо	1	3
662	не к	3	3
663	мы наблюдаем	2	2
664	к другу	2	2
665	выводу что	3	2
666	что могут	1	2
667	которые не	3	2
668	и поэтический	1	2
669	них есть	1	2
670	но тем	2	2
671	не вызывает	1	2
672	те же	1	2
673	живут в	2	2
674	его от	2	2
675	исторического развития	1	2
676	на сцену	1	2
677	в духе	1	2
678	это должно	1	2
679	обряда и	1	2
680	вот что	1	2
681	собственном смысле	1	2
682	и сам	1	2
683	на свою	1	2
684	уже на	1	2
685	друг к	2	2
686	имеет место	3	2
687	образ его	1	2
688	как более	1	2
689	может дать	1	2
690	более как	1	2
691	связано с	3	2
692	первый взгляд	1	2
693	во все	1	2
694	ее к	2	2
695	на части	9	2
696	было в	1	2
697	эта связь	2	2
698	он был	2	2
699	мы увидим	8	2
700	на очень	1	2
701	представления о	2	2
702	по нему	1	2
703	во многих	14	2
704	из их	1	2
705	можем считать	1	2
706	а когда	1	2
707	о них	2	2
708	указать что	1	2
709	в различных	3	2
710	также на	3	2
711	а между	1	2
712	самого понятия	1	2
713	не вполне	1	2
714	себе в	1	2
715	свою очередь	2	2
716	в глаза	3	2
717	и временем	1	2
718	ней и	1	2
719	наряду с	1	2
720	они должны	1	2
721	явление не	1	2
722	в нашем	2	2
723	к которому	1	2
724	находится в	3	2
725	с этими	1	2
726	именно с	3	2
727	от них	4	2
728	она может	1	2
729	друг с	1	2
730	ближе к	1	2
731	которую можно	1	2
732	ее и	2	2
733	где это	1	2
734	на том	1	2
735	есть одно	1	2
736	и основной	1	2
737	обычно не	2	2
738	не думает	1	2
739	как можно	3	2
740	в воде	3	2
741	ноги и	1	2
742	чем в	4	2
743	и других	9	2
744	как объяснить	2	2
745	в полной	1	2
746	на этот	3	2
747	в разные	4	2
748	ее от	2	2
749	прежде чем	1	2
750	которое в	2	2
751	на тот	1	2
752	сходство с	3	2
753	между ними	1	2
754	в установлении	1	2
755	прибавить что	1	2
756	которые будут	1	2
757	должно было	5	2
758	достаточно чтобы	1	2
759	в других	24	2
760	на которую	1	2
761	проявляет себя	1	2
762	бы к	1	2
763	или может	1	2
764	и этой	1	2
765	имеет целью	1	2
766	с своими	1	2
767	не были	2	2
768	в тех	5	2
769	не могла	1	2
770	который мы	1	2
771	без этих	1	2
772	этот вопрос	4	2
773	с ней	7	2
774	однако в	1	2
775	на лошади	1	2
776	и др	4	2
777	но ее	1	2
778	образом в	2	2
779	сливаются в	1	2
780	с живыми	1	2
781	и самый	1	2
782	нечто совсем	1	2
783	и сами	2	2
784	к сожалению	1	2
785	во втором	1	2
786	они и	2	2
787	них в	2	2
788	то есть	3	2
789	также что	2	2
790	что называется	1	2
791	двери и	1	2
792	образа и	1	2
793	что бывает	1	2
794	природе и	1	2
795	он на	1	2
796	в другой	1	2
797	в область	1	2
798	разного рода	1	2
799	к выводу	3	2
800	за это	1	2
801	такое положение	1	2
802	не ясно	1	2
803	все то	1	2
804	отличаются от	2	2
805	которое как	1	2
806	сходство в	1	2
807	их и	3	2
808	где-нибудь на	2	2
809	показать что	1	2
810	и иначе	1	2
811	и просто	1	2
812	оказалось что	1	2
813	становится ясным	2	2
814	ли он	1	2
815	не знали	2	2
816	знает что	1	2
817	всей своей	1	2
818	в которые	1	2
819	то лучше	1	2
820	говорят об	1	2
821	не сами	1	2
822	в любой	1	2
823	но оно	1	2
824	обряд и	3	2
825	и состоит	1	2
826	не объясняет	5	2
827	не имеют	1	2
828	смерти и	3	2
829	совпадает с	1	2
830	наконец в	1	2
831	относится к	1	2
832	таком виде	2	2
833	земли и	5	2
834	могла бы	1	2
835	в древней	3	2
836	и поэтому	3	2
837	какие же	2	2
838	которое не	1	2
839	внимание на	1	2
840	них как	2	2
841	самых разнообразных	1	2
842	и теперь	1	2
843	вместе и	1	2
844	теми которые	1	2
845	на землю	2	2
846	и до	3	2
847	нет в	2	2
848	же только	1	2
849	но который	1	2
850	как некое	1	2
851	ее не	1	2
852	или с	4	2
853	на новое	1	2
854	в образе	3	2
855	только при	1	2
856	совсем другое	1	2
857	влиять на	1	2
858	по этой	1	2
859	был в	1	2
860	они были	2	2
861	и каким	1	2
862	что ему	2	2
863	день и	2	2
864	не во	1	2
865	считает что	2	2
866	что значит	1	2
867	вывод что	5	2
868	на такой	1	2
869	легко заметить	1	2
870	его и	2	2
871	в каком-нибудь	1	2
872	на одной	1	2
873	силу и	2	2
874	слово в	1	2
875	некоторые из	2	2
876	основана на	2	2
877	от своих	1	2
878	с которым	1	2
879	и прочие	1	2
880	о характере	1	2
881	на нее	5	2
882	дело в	1	2
883	они могли	2	2
884	ни одна	2	2
885	только два	1	2
886	цель и	1	2
887	могла быть	1	2
888	хорошо знает	1	2
889	этого вопроса	1	2
890	в такой	1	2
891	с другом	1	2
892	в каждой	1	2
893	это так	1	2
894	а так	1	2
895	руки и	3	2
896	ему не	1	2
897	разница между	2	2
898	там где	3	2
899	но религия	1	2
900	же от	1	2
901	с первым	1	2
902	это делается	1	2
903	ни их	1	2
904	исходит от	1	2
905	в нашей	1	2
906	еще в	6	2
907	как этот	1	2
908	пр и	1	2
909	живой человек	2	2
910	во всю	1	2
911	со своими	1	2
912	содержанием и	1	2
913	для такого	1	2
914	которые в	2	2
915	только по	2	2
916	течение всего	1	2
917	наоборот в	1	2
918	и начинается	1	2
919	мы сейчас	1	2
920	все еще	1	2
921	о своих	1	2
922	однако все	1	2
923	в целом	2	2
924	сами и	1	2
925	такой взгляд	1	1
926	то этим	1	1
927	это на	2	1
928	связаны в	1	1
929	что один	2	1
930	и другие	24	1
931	дальнейшая судьба	1	1
932	видели в	1	1
933	характером обладает	1	1
934	что дерево	2	1
935	дают в	1	1
936	оно все	1	1
937	формы их	1	1
938	идет по	1	1
939	между двумя	2	1
940	имея в	1	1
941	христа в	2	1
942	исходя из	2	1
943	есть время	1	1
944	с детства	1	1
945	случае мы	1	1
946	что также	2	1
947	в применении	1	1
948	который должен	1	1
949	до самого	1	1
950	они уже	1	1
951	нет его	1	1
952	думается что	1	1
953	как способ	1	1
954	с презрением	1	1
955	и лучше	2	1
956	которые по	1	1
957	может так	1	1
958	так например	7	1
959	объяснить его	1	1
960	iii в	1	1
961	собственно не	1	1
962	ты не	1	1
963	но эти	3	1
964	случае он	1	1
965	в день	12	1
966	именно эти	1	1
967	что наш	1	1
968	сходство между	2	1
969	чем только	1	1
970	россии в	1	1
971	церковь и	2	1
972	этом основании	1	1
973	наличие разных	1	1
974	стоит в	3	1
975	их очень	1	1
976	и производили	1	1
977	на свой	1	1
978	и соответствующих	1	1
979	такова картина	1	1
980	из дерева	1	1
981	каким образом	1	1
982	происходит не	1	1
983	особенности же	1	1
984	и греческие	1	1
985	за ним	3	1
986	что весь	1	1
987	где они	2	1
988	явление ангелов	1	1
989	можно объяснить	3	1
990	между прочим	2	1
991	и другим	3	1
992	и должен	1	1
993	силы они	1	1
994	же но	2	1
995	то сразу	1	1
996	о мифическом	1	1
997	привела к	1	1
998	по форме	1	1
999	теории он	1	1
1000	дома и	1	1
1001	в жилище	1	1
1002	к земле	5	1
1003	других формах	1	1
1004	особенной силой	1	1
1005	е на	2	1
1006	за ней	1	1
1007	этих случаях	1	1
1008	а иногда	6	1
1009	не имели	2	1
1010	целый год	2	1
1011	единственная форма	1	1
1012	всякого рода	3	1
1013	а вместе	1	1
1014	г в	5	1
1015	у которых	2	1
1016	говорится о	3	1
1017	нам не	1	1
1018	и дело	2	1
1019	внесения в	1	1
1020	из других	2	1
1021	можно считать	1	1
1022	и такие	1	1
1023	когда на	2	1
1024	могут нас	1	1
1025	это часто	1	1
1026	что земля	1	1
1027	применении к	1	1
1028	которой он	1	1
1029	связанных с	2	1
1030	доказать что	1	1
1031	этом мы	1	1
1032	в лесу	9	1
1033	входит в	4	1
1034	через нее	1	1
1035	все свои	1	1
1036	часто в	1	1
1037	всем этим	1	1
1038	можно встретить	2	1
1039	совершенно очевидно	2	1
1040	с нашим	1	1
1041	из самих	1	1
1042	и неясно	1	1
1043	в самых	1	1
1044	в старое	1	1
1045	и действия	1	1
1046	поэтому мы	1	1
1047	но может	1	1
1048	из своего	1	1
1049	приходит к	1	1
1050	и воскресения	1	1
1051	этим не	1	1
1052	многих местах	3	1
1053	изображается как	5	1
1054	есть некоторая	1	1
1055	своем значении	1	1
1056	что одно	1	1
1057	очень большой	1	1
1058	что ее	3	1
1059	рассуждение о	1	1
1060	христа на	1	1
1061	украшение его	1	1
1062	нас еще	1	1
1063	нам что	1	1
1064	в прошлом	2	1
1065	очень подробно	1	1
1066	но ни	2	1
1067	совершенно ясна	1	1
1068	у себя	1	1
1069	по ней	1	1
1070	по случаю	1	1
1071	почему и	1	1
1072	чтобы они	4	1
1073	него не	1	1
1074	этого обряда	5	1
1075	в обрядах	1	1
1076	том чтобы	3	1
1077	есть тут	1	1
1078	следующим образом	9	1
1079	за него	1	1
1080	за все	2	1
1081	просто в	1	1
1082	как от	1	1
1083	вечно а	1	1
1084	так не	1	1
1085	те и	1	1
1086	го января	1	1
1087	без которой	1	1
1088	пение и	1	1
1089	если эта	1	1
1090	а следовательно	1	1
1091	в европе	1	1
1092	и две	1	1
1093	лучше того	1	1
1094	необходимо решить	1	1
1095	он так	2	1
1096	когда будет	1	1
1097	не шел	1	1
1098	они собственно	1	1
1099	по которым	1	1
1100	но весь	1	1
1101	в заключение	2	1
1102	вся эта	2	1
1103	он очень	1	1
1104	что основное	1	1
1105	при котором	1	1
1106	для предохранения	1	1
1107	оставаться в	1	1
1108	в научной	1	1
1109	к их	1	1
1110	а наоборот	1	1
1111	остается в	1	1
1112	после того	3	1
1113	она как	2	1
1114	и всей	2	1
1115	как средство	1	1
1116	вообще а	1	1
1117	к себе	1	1
1118	первые три	1	1
1119	для которой	1	1
1120	становится ясной	1	1
1121	как нет	1	1
1122	ездил на	1	1
1123	близка к	1	1
1124	на этих	1	1
1125	обратил внимание	1	1
1126	чем у	2	1
1127	же все	1	1
1128	и за	2	1
1129	и через	2	1
1130	к необходимости	1	1
1131	место для	1	1
1132	круглую форму	1	1
1133	за эти	1	1
1134	многих отношениях	2	1
1135	убийство и	1	1
1136	это слово	1	1
1137	души а	1	1
1138	в белом	1	1
1139	на первую	2	1
1140	что между	1	1
1141	сон в	1	1
1142	не была	1	1
1143	хохочет и	1	1
1144	нового и	1	1
1145	христа и	3	1
1146	является и	1	1
1147	крестьян и	1	1
1148	по дороге	1	1
1149	а за	4	1
1150	и дней	1	1
1151	этой религии	1	1
1152	борьбы с	2	1
1153	смысла но	1	1
1154	кто во	1	1
1155	по улице	1	1
1156	теории может	1	1
1157	вопрос почему	1	1
1158	чтобы на	3	1
1159	на поверхности	1	1
1160	говорить по	1	1
1161	и оставлять	1	1
1162	одном из	1	1
1163	и характер	1	1
1164	народного просвещения	1	1
1165	необходимо иметь	1	1
1166	части а	1	1
1167	выше мы	1	1
1168	месяц и	2	1
1169	наступлением весны	1	1
1170	и вызывает	1	1
1171	вне связи	1	1
1172	его значение	1	1
1173	природа и	1	1
1174	из одного	1	1
1175	на третью	1	1
1176	в эту	3	1
1177	с понятием	1	1
1178	и отдельные	1	1
1179	все стороны	1	1
1180	вверх и	1	1
1181	совершенно другой	1	1
1182	под именем	3	1
1183	и руки	1	1
1184	связь с	1	1
1185	но можно	2	1
1186	о происхождении	1	1
1187	лица и	1	1
1188	того в	3	1
1189	и цель	1	1
1190	ли не	1	1
1191	к слову	3	1
1192	они же	2	1
1193	земле и	4	1
1194	ныне и	1	1
1195	иногда же	1	1
1196	солнца а	1	1
1197	совершенно отчетливо	1	1
1198	д с	1	1
1199	самого объекта	1	1
1200	все остальные	1	1
1201	две формы	2	1
1202	на другой	2	1
1203	ту же	2	1
1204	xvii в	1	1
1205	на весь	3	1
1206	всякого изменения	1	1
1207	земли на	1	1
1208	решить вопрос	2	1
1209	исследование имеет	1	1
1210	в развитии	1	1
1211	и мифологическое	1	1
1212	есть ряд	1	1
1213	в детстве	1	1
1214	можно сделать	3	1
1215	однако эта	1	1
1216	необходимо было	1	1
1217	иванова дня	1	1
1218	год и	6	1
1219	было установлено	1	1
1220	разницей что	2	1
1221	в приведенном	1	1
1222	с вечера	2	1
1223	тем и	4	1
1224	того же	1	1
1225	может считаться	1	1
1226	вопрос можно	1	1
1227	в землю	8	1
1228	значение и	2	1
1229	имеет тот	1	1
1230	сходно с	1	1
1231	другая форма	1	1
1232	да по	2	1
1233	сил природы	1	1
1234	ее также	1	1
1235	и целые	1	1
1236	отличалось от	1	1
1237	оно имеет	1	1
1238	вера в	2	1
1239	это приводит	2	1
1240	их к	2	1
1241	нас совершенно	1	1
1242	религией или	1	1
1243	ее а	1	1
1244	это ни	1	1
1245	горы с	1	1
1246	же с	1	1
1247	теми же	1	1
1248	и была	1	1
1249	не пользуются	1	1
1250	эта теория	5	1
1251	деле это	1	1
1252	свободы все	1	1
1253	этого очень	1	1
1254	если они	1	1
1255	те кто	1	1
1256	ее нужно	1	1
1257	человека который	1	1
1258	на место	2	1
1259	его к	3	1
1260	могли и	1	1
1261	во-первых он	1	1
1262	обитают на	1	1
1263	воспоминание о	1	1
1264	чем и	1	1
1265	имеет свою	1	1
1266	как религия	1	1
1267	пришел к	1	1
1268	мы видели	3	1
1269	другой более	1	1
1270	два и	1	1
1271	есть однако	1	1
1272	первую очередь	1	1
1273	однако и	1	1
1274	закономерности в	1	1
1275	в сказках	1	1
1276	в состав	1	1
1277	над ними	1	1
1278	самих себя	1	1
1279	религии в	1	1
1280	брать на	1	1
1281	и должны	1	1
1282	и сопоставить	1	1
1283	его уже	1	1
1284	можно видеть	1	1
1285	к тем	4	1
1286	содержание этих	1	1
1287	же известно	1	1
1288	в час	1	1
1289	с и	1	1
1290	и который	1	1
1291	а сами	2	1
1292	две большие	1	1
1293	составные части	2	1
1294	оно было	1	1
1295	еду на	1	1
1296	верили в	1	1
1297	и менее	1	1
1298	не говорится	1	1
1299	говорит и	1	1
1300	и судить	1	1
1301	привело к	2	1
1302	этого мало	2	1
1303	бы говорить	1	1
1304	должны иметь	1	1
1305	имеет с	1	1
1306	здесь он	1	1
1307	истории в	1	1
1308	на лице	1	1
1309	что сам	1	1
1310	представления об	2	1
1311	xix в	16	1
1312	видели что	1	1
1313	для них	5	1
1314	на любом	1	1
1315	но этого	1	1
1316	становится на	1	1
1317	это дерево	1	1
1318	перед ними	1	1
1319	если эти	1	1
1320	и несмотря	1	1
1321	верно что	1	1
1322	в зеленое	1	1
1323	как акт	1	1
1324	такую роль?	1	1
1325	с религией	4	1
