N	2gram	Tiupa_Anal	Vvedenie
546	за исключением	2	1
547	он только	1	1
548	и прочих	1	1
549	бы обойтись	1	1
550	но еще	1	1
551	этого целого	1	1
552	для себя	2	1
553	могли не	1	1
554	мы знаем	1	1
555	отношения к	6	1
556	еще более	1	1
557	высшая точка	1	1
558	однако и	3	1
559	неудивительно что	1	1
560	для него	8	1
561	то для	1	1
562	но от	1	1
563	выступать как	1	1
564	слова по	1	1
565	бы на	1	1
566	к а	3	1
567	с ним	2	1
568	имеем дело	4	1
569	что при	2	1
570	было не	1	1
571	которого он	2	1
572	по слову	1	1
573	в литературе	3	1
574	различного рода	1	1
575	менее не	1	1
576	между этим	1	1
577	ее в	2	1
578	и отдельной	1	1
579	в область	1	1
580	не ранее	1	1
581	для нас	1	1
582	этом втором	1	1
583	видеть в	2	1
584	состоящий в	1	1
585	разного рода	1	1
586	указание на	3	1
587	с внешней	1	1
588	в культуре	2	1
589	слова в	2	1
590	и о	1	1
591	то мы	1	1
592	примеров такого	1	1
593	требует от	1	1
594	на самом	1	1
595	или иную	1	1
596	здесь в	2	1
597	далее в	2	1
598	лицом к	1	1
599	своих собственных	1	1
600	его от	1	1
601	на которой	2	1
602	из возможных	1	1
603	иного рода	1	1
604	все той	2	1
605	в европейской	1	1
606	общий смысл	1	1
607	приходит к	1	1
608	таком случае	2	1
609	себе не	1	1
610	уже говорилось	3	1
611	смешным или	1	1
612	все прочие	1	1
613	у него	2	1
614	по словам	1	1
615	что между	2	1
616	не на	1	1
617	из чужих	1	1
618	под этим	1	1
619	раз в	1	1
620	этом качестве	1	1
621	о трех	1	1
622	себе путь	1	1
623	что все	1	1
624	оно не	2	1
625	ко второму	4	1
626	и соответствующими	1	1
627	внутреннее единство	1	1
628	если не	1	1
629	текста по	1	1
630	текста остается	1	1
631	но он	1	1
632	реальной действительности	1	1
633	и соответствующего	1	1
634	как писал	1	1
635	или в	4	1
636	чем собственно	1	1
637	были только	1	1
638	однако что	4	1
639	от своего	3	1
640	жизнь в	2	1
641	осуществляется в	2	1
642	самого по	1	1
643	в соответствующей	1	1
644	становления и	1	1
645	что у	3	1
646	который как	2	1
647	с другими	1	1
648	и все	3	1
649	иными словами	1	1
650	естественно не	1	1
651	из самых	1	1
652	есть в	2	1
653	античности в	1	1
654	в глубине	3	1
655	может и	1	1
656	том-то и	1	1
657	в малом	1	1
658	дело здесь	4	1
659	лишь к	1	1
660	очевидно что	2	1
661	искусства как	1	1
662	значения и	1	1
663	дальше своего	1	1
664	в таком	2	1
665	и соответствующую	1	1
666	или иная	1	1
667	я и	6	1
668	если он	1	1
669	в жизни	2	1
670	неизбежно включает	1	1
671	в стороне	1	1
672	развития но	1	1
673	надо признать	1	1
674	меня в	1	1
675	давно уже	1	1
676	ценностей и	1	1
677	литературе и	1	1
678	с той	3	1
679	не ограничивается	1	1
680	долгое время	1	1
681	состоит из	1	1
682	взором читателя	1	1
683	похож на	2	1
684	встречается в	1	1
685	с ними	2	1
686	речь не	1	1
687	не предполагает	2	1
688	что по	4	1
689	широкого и	1	1
690	или даже	1	1
691	далеко не	8	1
692	говорят о	1	1
693	между прочим	1	1
694	чем иным	1	1
695	целое как	1	1
696	следует забывать	1	1
697	в одно	2	1
698	времени как	1	1
699	на эту	2	1
700	создает и	1	1
701	сообщение о	1	1
702	был первым	1	1
703	не от	2	1
704	правда не	1	1
705	как ее	1	1
706	второй части	1	1
707	и я	3	1
708	именно эту	1	1
709	в сравнении	2	1
710	в такой	1	1
711	отличается от	1	1
712	между собой	1	1
713	любви и	2	1
714	в новом	5	1
715	это было	2	1
716	в итоге	4	1
717	на его	3	1
718	традиции особенно	1	1
719	в сторону	2	1
720	них в	1	1
721	явление культуры	1	1
722	состав этого	1	1
723	самом широком	1	1
724	произведение есть	1	1
725	тому же	7	1
726	для читателя	3	1
727	путь к	4	1
728	в дальнейшей	1	1
729	это бывает	1	1
730	в а	1	1
731	в эту	2	1
732	и у	1	1
733	сам требует	1	1
734	подобных случаях	2	1
735	в одной	2	1
736	если например	1	1
737	включая и	3	1
738	литературу в	1	1
739	кто из	1	1
740	а для	3	1
741	по поводу	5	1
742	вопроса о	2	1
743	за этой	1	1
744	нам представляется	2	1
745	ему не	1	1
746	на них	1	1
747	мы по	1	1
748	самой себе	1	1
749	жизнь и	3	1
750	это остается	1	1
751	всегда и	2	1
752	себя не	2	1
753	здесь как	2	1
754	ко всему	2	1
755	это и	4	1
756	и тех	2	1
757	и дело	1	1
758	его и	1	1
759	того или	6	1
760	не видит	1	1
761	совершенно не	3	1
762	человека в	3	1
763	с позиций	1	1
764	культуры для	1	1
765	в уста	1	1
766	в противовес	2	1
767	в центр	2	1
768	с двумя	1	1
769	в полной	3	1
770	и более	1	1
771	напомнить что	1	1
772	разумеется в	1	1
773	вытекает из	1	1
774	каждая из	1	1
775	он покоится	1	1
776	в действительности	2	1
777	в статье	1	1
778	что этот	1	1
779	отдельных случаях	1	1
780	и внутренне	2	1
781	в предисловии	1	1
782	цикла с	2	1
783	которыми он	1	1
784	же автора	1	1
785	которых в	1	1
786	должно было	1	1
787	тех же	2	1
788	каждом из	2	1
789	говорил о	1	1
790	не одного	1	1
791	превращается в	3	1
792	исторического бытия	1	1
793	чистом виде	3	1
794	в том-то	1	1
795	не любил	1	1
796	так сказать	2	1
797	и чувства	1	1
798	то эти	1	1
799	наконец в	3	1
800	не должен	2	1
801	отгородиться от	1	1
802	автора и	5	1
803	во всей	1	1
804	ту или	1	1
805	не должно	3	1
806	одну из	3	1
807	а от	1	1
808	е о	2	1
809	не по	1	1
810	от содержания	1	1
811	случае она	1	1
812	возникающие на	1	1
813	тот факт	1	1
814	одной общей	1	1
815	в подобных	1	1
816	и другой	1	1
817	во многих	2	1
818	духом в	1	1
819	их понимание	1	1
820	не всегда	4	1
821	уже о	2	1
822	своим собственным	1	1
823	имея в	1	1
824	просто не	1	1
825	в себя	6	1
826	для первого	1	1
827	и т.п	7	1
828	из самого	1	1
829	в которой	1	1
830	именно потому	1	1
831	же произведения	1	1
832	которая по	1	1
833	лишь в	9	1
834	не будет	3	1
835	между двумя	1	1
836	лишь на	3	1
837	вследствие этого	1	1
838	есть то	1	1
839	в свет	1	1
840	не могло	1	1
841	должны быть	1	1
842	между отдельными	1	1
843	содержания и	1	1
844	о научной	1	1
845	с литературой	1	1
846	слова не	1	1
847	и является	3	1
848	втором случае	2	1
849	и об	1	1
850	есть одновременно	1	1
851	не могла	2	1
852	как если	1	1
853	эта система	1	1
854	и тот	1	1
855	о своем	4	1
856	за пределы	3	1
857	говорит что	1	1
858	с собственно	1	1
859	разрешается в	1	1
860	что со	1	1
861	и эстетического	1	1
862	значительной степени	3	1
863	только то	1	1
864	и затем	1	1
865	который мог	1	1
866	стороны как	2	1
867	таких случаях	1	1
868	он есть	1	1
869	рассуждение о	1	1
870	на практике	1	1
871	которой состоит	1	1
872	данного текста	3	1
873	человека и	2	1
874	быть это	1	1
875	должны были	1	1
876	а лишь	2	1
877	то ни	1	1
878	входить в	1	1
879	в чистом	2	1
880	убедиться в	1	1
881	мере не	1	1
882	позиции но	1	1
883	письма от	1	1
884	его собственной	1	1
885	потому и	1	1
886	того кто	1	1
887	как обычно	1	1
888	автора в	1	1
889	чем с	1	1
890	ли есть	1	1
891	именно такого	3	1
892	которые и	1	1
893	так называемого	1	1
894	на общий	1	1
895	другими в	1	1
896	полку игореве	3	1
897	ведь это	1	1
898	место в	4	1
899	на деле	1	1
900	тех пор	2	1
901	одного из	4	1
902	на две	3	1
903	впервые в	3	1
904	а и	4	1
905	еще нет	1	1
906	с именем	1	1
907	к ним	1	1
908	ее не	1	1
909	культуры и	1	1
910	и никогда	1	1
911	оба они	1	1
912	если мы	1	1
913	момент своего	1	1
914	в ходе	3	1
915	они принадлежат	1	1
916	подход к	2	1
917	собой лишь	1	1
918	или с	1	1
919	у меня	1	1
920	этом и	1	1
921	так возникает	2	1
922	более широкого	1	1
923	тем временем	1	1
924	и стилю	1	1
925	служебная роль	1	1
926	к которому	2	1
927	этих трех	1	1
928	связь в	1	1
929	только при	1	1
930	только ту	1	1
931	автор как	2	1
932	и от	3	1
933	культуры он	1	1
934	каких обстоятельствах	1	1
935	их можно	1	1
936	же рода	1	1
937	для которого	1	1
938	не подлинные	1	1
939	бы сказать	1	1
940	теми же	1	1
941	образом в	1	1
942	мы помним	1	1
943	о полку	3	1
944	с немецкой	1	1
945	же в	5	1
946	понятия о	1	1
947	как этого	1	1
948	литература в	1	1
949	и прежде	2	1
950	и создающей	1	1
951	каждое из	1	1
952	этого и	1	1
953	во-первых не	1	1
954	во-вторых не	1	1
955	в текст	2	1
956	же мы	1	1
957	речь о	1	1
958	до тех	1	1
959	момента и	1	1
960	включает в	2	1
961	слово не	1	1
962	он был	3	1
963	как момент	1	1
964	при каких	1	1
965	мира в	1	1
966	как предмет	1	1
967	тот человек	1	1
968	на всем	1	1
969	д и	1	1
970	в отдельных	1	1
971	сосредоточен в	1	1
972	этой системе	2	1
973	творческой волей	1	1
974	или иного	5	1
975	во время	2	1
976	ведь и	2	1
977	в системе	1	1
978	есть система	1	1
979	можно с	1	1
980	в остальных	1	1
981	художественности в	8	1
982	в самой	1	1
983	ними в	2	1
984	дело обстоит	1	1
985	имеет значение	1	1
986	с языком	1	1
987	нас и	1	1
988	и особенно	1	1
989	и становится	1	1
990	не свободно	1	1
991	текста на	2	1
992	тот же	3	1
993	что на	3	1
994	слова и	1	1
995	не получается	1	1
996	литературы во	1	1
997	в первой	10	1
998	никак не	1	1
999	о ней	1	1
1000	в составе	2	1
1001	к автору	1	1
1002	он должен	1	1
1003	истории одного	1	1
1004	судя по	2	1
