N	2gram	Trubetskoy	Psycholo
604	не имея	1	4
605	обстоит дело	1	4
606	к тем	1	4
607	к области	1	4
608	благодаря этому	2	4
609	со всем	1	3
610	а у	1	3
611	кроме того	1	3
612	него в	1	3
613	жизнь в	1	3
614	людей а	1	3
615	или ином	1	3
616	по своим	2	3
617	связано с	2	3
618	ином виде	1	3
619	все и	1	3
620	творчества в	1	3
621	было в	1	3
622	знаем о	1	3
623	в этот	1	3
624	к своей	1	3
625	по учению	3	3
626	учению о	1	3
627	на одну	1	3
628	в разных	2	3
629	он сам	1	3
630	все в	1	3
631	морали в	1	3
632	души в	1	3
633	что сама	1	3
634	с другими	4	3
635	в минуту	1	3
636	по одному	1	3
637	на земле	1	3
638	но когда	2	3
639	в наше	1	3
640	имеет свой	1	3
641	этих трех	1	3
642	иметь в	1	3
643	этом не	1	3
644	прямом смысле	1	3
645	заставляет их	1	3
646	самых древних	2	3
647	творчество как	1	3
648	под этим	1	3
649	этому что	1	3
650	причину этого	1	3
651	нет ничего	1	3
652	и состоит	1	3
653	чем все	2	3
654	в которую	1	3
655	и об	1	3
656	формой и	1	3
657	сложнее и	1	3
658	что самый	1	3
659	и проч	2	3
660	общего с	2	3
661	видят в	1	3
662	то они	1	3
663	этих слов	1	3
664	участие в	1	3
665	всех прочих	1	3
666	стремление к	1	3
667	как результат	1	3
668	тем более	1	3
669	мере в	1	3
670	с первого	1	3
671	на них	1	3
672	чистом виде	1	3
673	ни один	2	3
674	может показаться	1	3
675	мы и	1	3
676	случае не	3	3
677	что человек	1	3
678	этой точке	1	3
679	она является	1	3
680	том или	1	3
681	всегда в	1	3
682	перед собой	1	3
683	и нет	3	3
684	от тех	1	3
685	жизни а	1	3
686	при рассмотрении	1	3
687	являются не	1	3
688	связь между	1	3
689	уже как	1	3
690	превращается в	2	3
691	всего этого	1	3
692	и остается	1	3
693	быть в	1	3
694	у этих	1	3
695	под именем	1	3
696	на словах	1	3
697	человека то	1	3
698	на почве	1	3
699	этого и	1	3
700	случайное и	1	3
701	то для	1	3
702	ни было	2	3
703	значение которое	1	3
704	души и	1	3
705	чем у	1	3
706	все прочие	1	3
707	одним из	2	3
708	совершенно иное	1	3
709	то ни	2	3
710	не более	1	3
711	в учении	1	3
712	на стороне	1	3
713	из общего	1	3
714	их и	1	3
715	как известно	1	3
716	нет все	1	3
717	найти в	1	3
718	она живет	1	3
719	бы быть	1	3
720	чаще всего	1	3
721	и охотно	1	3
722	составить себе	1	3
723	и музыка	1	3
724	героев и	2	3
725	для себя	1	3
726	и должно	1	3
727	состоит из	1	3
728	образом через	1	3
729	что надо	1	3
730	ни к	1	3
731	бы с	1	3
732	связана с	2	3
733	сознании и	2	3
734	не могло	2	3
735	их с	1	3
736	в прямом	1	3
737	отношению к	3	3
738	формы совершенно	1	3
739	что так	1	3
740	как нечто	1	3
741	но с	3	3
742	или иначе	3	3
743	а также	2	3
744	очень много	2	3
745	смерти в	1	3
746	быть и	2	3
747	он знает	1	3
748	тем чтобы	5	3
749	в уме	1	3
750	и прежде	1	3
751	ничего подобного	1	3
752	между этим	1	2
753	выступают в	1	2
754	только те	1	2
755	в пользу	2	2
756	труда и	1	2
757	к рассмотрению	1	2
758	о мире	1	2
759	общего правила	1	2
760	мысли о	1	2
761	русской интеллигенции	2	2
762	является для	1	2
763	есть то	1	2
764	верно для	1	2
765	знаем и	1	2
766	некоторые из	2	2
767	существование и	1	2
768	ничто не	1	2
769	времени в	1	2
770	не всегда	2	2
771	на пути	2	2
772	есть продукт	1	2
773	природы но	1	2
774	почти в	1	2
775	когда человек	2	2
776	когда тот	1	2
777	нашли себе	1	2
778	от них	2	2
779	к ее	1	2
780	крайней мере	5	2
781	эпохи с	1	2
782	грань между	2	2
783	или иным	1	2
784	что уже	1	2
785	это слово	1	2
786	о происхождении	1	2
787	ума и	1	2
788	в будущем	1	2
789	и некоторые	1	2
790	как по	1	2
791	согласно этому	1	2
792	этим и	1	2
793	смотря по	1	2
794	этом последнем	1	2
795	оно на	1	2
796	той или	2	2
797	одинаковы с	1	2
798	только от	1	2
799	под этой	1	2
800	мы поймем	1	2
801	по своей	2	2
802	не совпадает	1	2
803	и глубоко	1	2
804	необходимо чтобы	1	2
805	есть ли	1	2
806	согласно этой	1	2
807	чтобы не	1	2
808	в какой-то	1	2
809	понятия и	1	2
810	и сами	2	2
811	против этого	1	2
812	от нее	1	2
813	связи и	1	2
814	и далее	1	2
815	и делает	1	2
816	то с	3	2
817	с этого	1	2
818	найти его	1	2
819	это состояние	1	2
820	с целью	2	2
821	принято называть	2	2
822	характер этого	1	2
823	это относится	1	2
824	для каждого	2	2
825	вследствие этого	1	2
826	нет в	1	2
827	непосредственно ни	1	2
828	дыхания и	1	2
829	это был	1	2
830	тем или	1	2
831	с нами	1	2
832	в значительной	3	2
833	наконец в	2	2
834	оно является	2	2
835	а через	1	2
836	своему значению	1	2
837	с того	2	2
838	так легко	1	2
839	к людям	1	2
840	и т.д	6	2
841	в сфере	1	2
842	не означает	1	2
843	именно к	1	2
844	в свое	1	2
845	которым он	1	2
846	нужные для	1	2
847	жизнь это	1	2
848	ничего кроме	1	2
849	отношение которое	1	2
850	когда же	2	2
851	различия между	2	2
852	которые как	1	2
853	в сферу	1	2
854	иной раз	2	2
855	к нашей	1	2
856	и могут	1	2
857	это объясняется	1	2
858	которые могли	1	2
859	на задний	1	2
860	это как	1	2
861	с новыми	1	2
862	позволяет нам	1	2
863	же что	1	2
864	к смерти	1	2
865	в начале	2	2
866	но вместе	2	2
867	время и	1	2
868	наконец что	1	2
869	или иной	2	2
870	не надо	1	2
871	находим в	1	2
872	новое и	1	2
873	с которого	2	2
874	этим двум	1	2
875	которых этот	1	2
876	случае мы	1	2
877	которым они	1	2
878	скорее к	1	2
879	за собой	3	2
880	требует от	2	2
881	их не	1	2
882	имеет для	1	2
883	давно уже	1	2
884	душевное состояние	1	2
885	выйти из	1	2
886	как с	1	2
887	к своим	4	2
888	а иногда	1	2
889	нет вовсе	2	2
890	влечет за	2	2
891	на этой	1	2
892	в формуле	1	2
893	согласны с	1	2
894	и важных	1	2
895	значительной мере	2	2
896	не вполне	3	2
897	совершенно неправильно	1	2
898	всего что	1	2
899	всегда и	3	2
900	а следовательно	1	2
901	эта тенденция	1	2
902	в высших	1	2
903	вовсе и	1	2
904	первом случае	1	2
905	краски и	1	2
906	каждом шагу	1	2
907	они в	2	2
908	два раза	1	2
909	этими двумя	2	2
910	в разные	1	2
911	связи со	1	2
912	прямо не	1	2
913	между этими	2	2
914	учение о	4	2
915	основано на	2	2
916	следовательно и	1	2
917	должно было	2	2
918	эти последние	1	2
919	не был	1	2
920	находит свое	1	2
921	выводы и	1	2
922	так или	3	2
923	вся история	1	2
924	объясняется и	1	2
925	так называемые	3	2
926	это по	1	2
927	не приходится	1	2
928	очень мало	4	2
929	в особый	1	2
930	этом процессе	1	2
931	дает ему	1	2
932	можно только	2	2
933	которые только	1	2
934	во втором	1	2
935	принимает совершенно	1	2
936	на самые	1	2
937	живет в	1	2
938	дело при	1	2
939	одном и	1	2
940	когда его	1	2
941	этих частей	2	2
942	и вновь	1	2
943	отличаются от	2	2
944	в россии	2	2
945	тела и	1	2
946	как простой	1	2
947	как о	3	2
948	похожим на	1	2
949	говорили о	2	2
950	на каждом	1	2
951	по крайней	5	2
952	замечательно что	1	2
953	ни у	2	2
954	смерти и	1	2
955	задний план	1	2
956	но именно	1	2
957	друг друга	1	2
958	или к	1	2
959	те черты	1	2
960	ряд других	1	2
961	в постоянном	1	2
962	искусству и	1	2
963	с нашей	1	2
964	из своих	2	2
965	на которой	1	2
966	над этими	1	2
967	должны признать	2	2
968	о характере	1	2
969	не имеющего	1	2
970	виде в	2	2
971	идет к	1	2
972	сказать и	1	2
973	ко всему	2	2
974	как показывает	1	2
975	другими словами	1	2
976	нужно было	1	2
977	пор не	1	2
978	это однако	1	2
979	нами и	2	2
980	души от	1	2
981	зрения есть	1	2
982	двум различным	1	2
983	а можно	1	2
984	таким же	1	2
985	же для	1	1
986	а другие	1	1
987	котором они	1	1
988	психической жизни	2	1
989	которые совершенно	1	1
990	лицу с	1	1
991	и этими	1	1
992	эту психологию	1	1
993	с толку	1	1
994	это удается	1	1
995	есть страдание	1	1
996	тела на	1	1
997	людей но	1	1
998	единственное что	1	1
999	внешнее сходство	1	1
1000	есть самая	1	1
1001	они направлены	1	1
1002	же эти	1	1
1003	некоторые другие	1	1
1004	эти черты	2	1
1005	нам нужно	1	1
1006	власти над	1	1
1007	похож на	2	1
1008	и вокруг	1	1
1009	в соответствии	1	1
1010	поставить эту	1	1
1011	его все	1	1
1012	был сделан	1	1
1013	предвзятыми и	1	1
1014	не отрицал	1	1
1015	и служило	1	1
1016	более как	1	1
1017	разные стороны	1	1
1018	широком смысле	1	1
1019	каким-нибудь определенным	1	1
1020	а вместе	1	1
1021	и образ	1	1
1022	образом при	1	1
1023	наоборот что	1	1
1024	разработки и	1	1
1025	и отчасти	1	1
1026	за исключением	1	1
1027	законов то	2	1
1028	нашей культуре	1	1
1029	его души	1	1
1030	только всякий	1	1
1031	борющихся друг	1	1
1032	что два	1	1
1033	себе в	1	1
1034	через эти	2	1
1035	так называемых	1	1
1036	его нравственные	1	1
1037	уложить в	1	1
1038	это позволяет	1	1
1039	на многие	1	1
1040	восстановить в	1	1
1041	и горе	1	1
1042	однако несмотря	1	1
1043	нет никаких	1	1
1044	от человека	2	1
1045	себя что	1	1
1046	стоит неизмеримо	1	1
1047	о морали	1	1
1048	направлены в	1	1
1049	давало ему	1	1
1050	есть один	1	1
1051	существуют у	1	1
1052	первого взгляда	1	1
1053	не принадлежат	1	1
1054	эти элементы	1	1
1055	обо всем	1	1
1056	и мир	2	1
1057	к их	1	1
1058	мы ничего	1	1
1059	личной жизни	1	1
1060	зрения а	1	1
1061	а ведь	1	1
1062	подходя к	2	1
1063	однако этот	1	1
1064	который можно	1	1
1065	считают что	1	1
1066	бы бьет	1	1
1067	нельзя все	1	1
1068	бытия и	1	1
1069	есть часть	1	1
1070	психологического и	1	1
1071	через всю	1	1
1072	направлены к	1	1
1073	по ложному	1	1
1074	всем что	1	1
1075	еще при	1	1
1076	которые из	1	1
1077	но такая	1	1
1078	с одним	2	1
1079	своем целом	1	1
1080	того момента	2	1
1081	их он	1	1
1082	каком он	1	1
1083	между человеком	1	1
1084	и надо	1	1
1085	во главе	1	1
1086	связь со	1	1
1087	на совокупность	1	1
1088	стал обозначаться	1	1
1089	людей в	1	1
1090	не сознает	1	1
1091	то после	2	1
1092	они к	1	1
1093	древних времен	2	1
1094	это зло	1	1
1095	из предыдущего	1	1
1096	народной души	1	1
1097	черт которые	1	1
1098	теперь уже	1	1
1099	которые и	1	1
1100	явствует что	1	1
1101	через нее	1	1
1102	не были	1	1
1103	в количестве	1	1
1104	в ничто	1	1
1105	которого в	1	1
1106	являются все	1	1
1107	возможно что	1	1
1108	культуры и	3	1
1109	оно имеет	1	1
1110	в общих	1	1
1111	утверждающей что	1	1
1112	них не	2	1
1113	желаниями и	1	1
1114	и поверхностное	1	1
1115	человека когда	1	1
1116	которая у	1	1
1117	до начала	1	1
1118	нечто весьма	1	1
1119	главным предметом	1	1
1120	их при	1	1
1121	при жизни	4	1
1122	мире и	1	1
1123	оценить его	1	1
1124	первую очередь	1	1
1125	к лицу	1	1
1126	относящимися к	1	1
1127	первенствующее значение	1	1
1128	к началу	1	1
1129	эти особенности	1	1
1130	ясно представить	1	1
1131	нормального человека	1	1
1132	что большинство	2	1
1133	всегда более	1	1
1134	к сознанию	1	1
1135	которое тоже	1	1
1136	выйдет из	1	1
1137	совершенно так	1	1
1138	но пока	1	1
1139	стоят и	1	1
1140	есть тот	1	1
1141	сходство в	1	1
1142	себя вполне	1	1
1143	именно не	1	1
1144	одновременно с	1	1
1145	и чувств	1	1
1146	быть даже	2	1
1147	значения и	1	1
1148	есть что	1	1
1149	относящиеся к	1	1
1150	души это	1	1
1151	сила и	1	1
1152	приспособить к	1	1
1153	возникающий в	1	1
1154	роли в	1	1
1155	другому человеку	1	1
1156	от всей	1	1
1157	свое завершение	1	1
1158	представляется в	1	1
1159	слов которые	1	1
1160	изучения всех	1	1
1161	и открыто	1	1
1162	близости к	1	1
1163	и пр	1	1
1164	народом в	1	1
1165	после ряда	1	1
1166	героем и	1	1
1167	них как	1	1
1168	чем именно	1	1
1169	в понятие	1	1
1170	интерес и	1	1
1171	весьма вероятно	1	1
1172	если человек	1	1
1173	на камне	1	1
1174	пользуются и	1	1
1175	тогда как	1	1
1176	жизни на	1	1
1177	не представляет	1	1
1178	связанных с	2	1
1179	жизни по	2	1
1180	к требованиям	1	1
1181	приходится начинать	1	1
1182	к двум	1	1
1183	как время	1	1
1184	сделать из	1	1
1185	начиная с	2	1
1186	не устраняя	1	1
1187	из первых	1	1
1188	под знаком	1	1
1189	психологии мы	1	1
1190	в ряд	1	1
1191	до известной	1	1
1192	для этих	2	1
1193	и том	1	1
1194	отвернувшись от	1	1
1195	какой-нибудь другой	1	1
1196	из поля	1	1
1197	только человек	1	1
1198	смерть и	1	1
1199	тоже в	1	1
1200	песен в	1	1
1201	богом и	2	1
1202	сам он	1	1
1203	далеком прошлом	1	1
1204	народа к	1	1
1205	была существенно	1	1
1206	очень хорошие	1	1
1207	нашей точки	1	1
1208	которых каждый	1	1
1209	то самое	1	1
1210	и римлян	1	1
1211	участвуют в	1	1
1212	самой этой	2	1
1213	обходятся без	1	1
1214	но дает	1	1
1215	в широком	1	1
1216	с их	1	1
1217	зрения того	1	1
1218	как эти	1	1
1219	это всегда	1	1
1220	нет для	2	1
1221	сообразно с	1	1
1222	не иметь	1	1
1223	за тем	1	1
1224	он один	2	1
1225	за убийство	1	1
1226	и скорее	1	1
1227	этот раз	1	1
1228	однако это	1	1
1229	заставить их	1	1
1230	этих элементов	1	1
1231	особенно в	2	1
1232	на такое	1	1
1233	стоит и	1	1
1234	но этим	1	1
1235	эти тенденции	1	1
1236	же от	1	1
1237	а просто	1	1
1238	поскольку они	1	1
1239	эти ценности	1	1
1240	все усилия	1	1
1241	работы к	1	1
1242	одну из	1	1
1243	всей своей	1	1
1244	в китае	2	1
1245	говорить не	1	1
1246	с виду	1	1
1247	отправной точкой	1	1
1248	а по	1	1
1249	называемой новой	1	1
1250	этот факт	2	1
1251	и всякая	1	1
1252	от прочих	1	1
1253	всякого кто	1	1
1254	в рамках	3	1
1255	числе и	4	1
1256	особенно ярко	1	1
1257	находящийся на	1	1
1258	самое происходит	1	1
1259	не похожи	1	1
1260	с самых	2	1
1261	мы начали	1	1
1262	внешней природы	1	1
1263	более высокое	1	1
1264	происходит в	1	1
1265	образ его	1	1
1266	черный цвет	1	1
1267	чистый вид	1	1
1268	в эпоху	7	1
1269	именно заключается	1	1
1270	борьбу против	1	1
1271	последователен он	1	1
1272	и всякую	1	1
1273	известен и	1	1
1274	что один	1	1
1275	человек может	1	1
1276	человеческой жизни	1	1
1277	этого в	1	1
1278	в момент	1	1
1279	в одних	1	1
1280	или по	2	1
1281	человек есть	1	1
1282	которые по	1	1
1283	касается до	1	1
1284	то не	1	1
1285	нашей повседневной	1	1
1286	говорить что	1	1
1287	как живопись	1	1
1288	по мере	1	1
1289	исторического развития	2	1
1290	оно превращается	1	1
1291	границы между	1	1
1292	а во-вторых	1	1
1293	показаться что	1	1
1294	но далеко	1	1
1295	всех тех	1	1
1296	начинается с	1	1
1297	а именно	1	1
1298	она скорее	1	1
1299	в одно	2	1
1300	их отношение	1	1
1301	людьми а	1	1
1302	он вполне	1	1
