N	2gram	Propp_Isto	NovoeSre
181	нет ничего	3	1
182	было так	1	1
183	ее на	1	1
184	от нее	1	1
185	но тут	1	1
186	был и	1	1
187	и хочет	1	1
188	но можно	1	1
189	можно сказать	3	1
190	то он	1	1
191	все что	4	1
192	человека в	2	1
193	социальной жизни	1	1
194	то они	1	1
195	во все	4	1
196	для всех	1	1
197	и быть	1	1
198	в более	1	1
199	это конечно	1	1
200	до сих	7	1
201	а к	1	1
202	вступить в	3	1
203	и более	3	1
204	время до	1	1
205	бы он	1	1
206	и этот	2	1
207	в котором	5	1
208	из сторон	1	1
209	то это	5	1
210	ничем не	2	1
211	но наряду	1	1
212	что этот	4	1
213	по всем	1	1
214	рода и	1	1
215	нет ни	1	1
216	же и	1	1
217	нельзя сказать	1	1
218	они не	4	1
219	из них	7	1
220	к ней	4	1
221	был уже	1	1
222	она должна	1	1
223	все еще	7	1
224	на нем	4	1
225	жить в	3	1
226	она с	1	1
227	также что	2	1
228	он также	1	1
229	мы уже	9	1
230	которая в	2	1
231	переходит в	4	1
232	уже давно	2	1
233	этого она	1	1
234	уже в	1	1
235	эти слова	1	1
236	на ее	1	1
237	во власти	1	1
238	к себе	3	1
239	в свою	5	1
240	от мира	1	1
241	в состоянии	2	1
242	иного мира	1	1
243	из этих	5	1
244	и оттуда	1	1
245	во всяком	2	1
246	том числе	1	1
247	и поставил	1	1
248	земли и	2	1
249	не должно	1	1
250	с миром	3	1
251	в человеческом	2	1
252	в каких	1	1
253	он часто	1	1
254	не для	1	1
255	власть над	12	1
256	это значит	1	1
257	не всегда	7	1
258	ночи у	1	1
259	религия в	1	1
260	в этот	6	1
261	это уже	3	1
262	он и	4	1
263	что вся	1	1
264	или нет	2	1
265	было бы	5	1
266	мы должны	9	1
267	будет сказать	1	1
268	стороны из	1	1
269	в его	7	1
270	это показывает	2	1
271	когда она	1	1
272	к тем	2	1
273	средних веков	1	1
274	народов и	1	1
275	должны быть	1	1
276	могли не	1	1
277	и через	1	1
278	и совсем	1	1
279	и их	4	1
280	говорить о	1	1
281	не с	2	1
282	вступает в	4	1
283	одному из	2	1
284	одна сторона	1	1
285	не были	1	1
286	есть и	7	1
287	этот переход	1	1
288	поставлен вопрос	2	1
289	но сам	1	1
290	у нас	7	1
291	вот этой	1	1
292	для них	3	1
293	к ночи	1	1
294	не столько	1	1
295	совершенно так	4	1
296	с другими	1	1
297	говорит что	4	1
298	к ложным	1	1
299	в виду	2	1
300	в мир	1	1
301	превращается в	10	1
302	и до	1	1
303	нет никакого	1	1
304	с собой	4	1
305	чтобы эти	1	1
306	только в	8	1
307	не на	2	1
308	будет но	1	1
309	под этим	2	1
310	по своей	1	1
311	власти и	1	1
312	от того	3	1
313	в нее	2	1
314	него как	1	1
315	от других	1	1
316	что образ	1	1
317	от своих	2	1
318	в зависимости	1	1
319	в большинстве	2	1
320	а во	1	1
321	на смену	7	1
322	а на	5	1
323	сами по	1	1
324	это всегда	1	1
325	особого рода	3	1
326	другой же	1	1
327	всего что	1	1
328	вот этот	1	1
329	это должно	1	1
330	или не	3	1
331	но он	8	1
332	в которой	1	1
333	этого мира	1	1
334	смысле как	1	1
335	в этой	7	1
336	этого не	1	1
337	к чему	2	1
338	признак возвращения	1	1
339	человеческой жизни	1	1
340	а по	1	1
341	имя своих	1	1
342	а также	5	1
343	жизнь в	1	1
344	что его	2	1
345	и начал	1	1
346	как на	1	1
347	установить что	4	1
348	он в	3	1
349	явление в	1	1
350	будто бы	1	1
351	него и	2	1
352	на нее	4	1
353	возможно что	7	1
354	и возвращается	2	1
355	ней и	1	1
356	из всех	1	1
357	что не	3	1
358	но все	5	1
359	не осталось	1	1
360	в глубине	1	1
361	оба они	1	1
362	он видел	1	1
363	тем что	8	1
364	вера в	1	1
365	привел и	1	1
366	не верит	1	1
367	и во	1	1
368	не хочет	3	1
369	только одна	3	1
370	к этой	2	1
371	новые формы	1	1
372	но нет	1	1
373	то время	2	1
374	с большим	5	1
375	на заре	1	1
376	вообще не	2	1
377	слишком далеко	2	1
378	чтобы быть	3	1
379	он находится	1	1
380	мы опять	2	1
381	так много	1	1
382	дни и	1	1
383	так как	13	1
384	смысле и	1	1
385	той роли	1	1
386	эти черты	2	1
387	в образе	2	1
388	к которому	6	1
389	в своем	2	1
390	них нельзя	1	1
391	я могу	1	1
392	для сознания	1	1
393	как я	1	1
394	к таким	1	1
395	в познании	1	1
396	уже нет	2	1
397	долгое время	2	1
398	сих пор	7	1
399	культуру и	1	1
400	что он	17	1
401	явление он	1	1
402	на себя	5	1
403	же представляется	1	1
404	и она	5	1
405	их в	6	1
406	в силу	2	1
407	такое разнообразие	1	1
408	и очень	2	1
409	большинстве случаев	3	1
410	с душой	2	1
411	всю жизнь	2	1
412	что мы	5	1
413	так на	2	1
414	и вместе	1	1
415	и которые	1	1
416	человека на	1	1
417	в этих	18	1
418	есть такой	1	1
419	том смысле	1	1
420	и отдельных	1	1
421	не живут	1	1
422	но если	2	1
423	перед собой	1	1
424	по себе	3	1
425	небом и	1	1
426	жили в	2	1
427	приводит к	1	1
428	только для	1	1
429	это делали	1	1
430	нет у	1	1
431	на место	1	1
432	в области	1	1
433	и другая	1	1
434	делается в	1	1
435	в такой	1	1
436	с ним	1	1
437	должны стать	1	1
438	так будет	1	1
439	и только	6	1
440	человек не	1	1
441	есть только	4	1
442	от всех	1	1
443	всяком случае	2	1
444	вперед а	1	1
445	зависимости от	1	1
446	во время	8	1
447	друг друга	6	1
448	в эти	1	1
449	к вопросу	1	1
450	в другие	1	1
451	к своим	1	1
452	в это	1	1
453	очень любят	1	1
454	знает что	1	1
455	не случайно	2	1
456	в чем	4	1
457	в каком	1	1
458	он действует	1	1
459	и трудно	1	1
460	вполне возможно	1	1
461	и его	10	1
462	в эту	1	1
463	что вообще	1	1
464	слова в	1	1
465	свою противоположность	1	1
466	и у	6	1
467	на это	4	1
468	себе и	2	1
469	раньше чем	6	1
470	героя но	1	1
471	бог не	1	1
472	связано с	4	1
473	от этого	1	1
474	этой системы	2	1
475	ему все	1	1
476	себя и	1	1
477	к нему	12	1
478	очень сложное	1	1
479	ему не	1	1
480	на них	2	1
