N	2gram	Voloshinov	VelikijI
112	и то	4	2
113	не с	2	2
114	прежде всего	19	2
115	для них	2	2
116	можно было	2	2
117	в форме	3	2
118	а между	1	2
119	и это	6	2
120	мы не	6	2
121	конечно не	9	2
122	нет еще	2	2
123	только в	14	2
124	все равно	1	2
125	а с	1	2
126	а в	5	2
127	в духе	2	2
128	истории и	1	2
129	людей так	3	2
130	нет и	4	2
131	но не	2	2
132	тем что	3	2
133	по которым	2	2
134	в книгах	1	2
135	и во	2	2
136	могут быть	4	2
137	мы это	2	2
138	значения и	4	2
139	с тем	1	2
140	одна из	6	2
141	так для	1	2
142	его к	4	2
143	не могут	4	2
144	да и	1	2
145	и последнее	1	2
146	том что	12	2
147	когда в	1	2
148	мир и	1	2
149	для человека	1	2
150	нем нет	4	2
151	уже не	2	2
152	не к	3	2
153	от своей	1	2
154	я был	1	1
155	жизни но	2	1
156	и мир	2	1
157	еще так	1	1
158	с которыми	1	1
159	в самом	14	1
160	бы то	11	1
161	ли они	1	1
162	перестает быть	2	1
163	природы в	1	1
164	от труда	1	1
165	художественный образ	2	1
166	могли бы	2	1
167	связь с	4	1
168	и другие	2	1
169	то есть	2	1
170	было не	1	1
171	а потому	1	1
172	человека в	3	1
173	как найти	1	1
174	своей природной	1	1
175	но как	3	1
176	все в	2	1
177	мы видим	2	1
178	и быть	1	1
179	ее к	1	1
180	если оно	2	1
181	что оно	3	1
182	для нашего	1	1
183	слова которое	1	1
184	результатом этого	1	1
185	с родным	1	1
186	речь идет	1	1
187	только слово	1	1
188	мы скажем	2	1
189	тоже не	1	1
190	от необходимости	1	1
191	и на	8	1
192	она и	1	1
193	вопрос о	6	1
194	о духе	1	1
195	и которую	2	1
196	а ты	1	1
197	же и	3	1
198	может быть	50	1
199	они не	2	1
200	того духа	1	1
201	между собою	1	1
202	не имеют	5	1
203	и было	1	1
204	свое место	1	1
205	человека не	1	1
206	вся история	2	1
207	воплощение в	1	1
208	слова для	3	1
209	того как	1	1
210	мы увидим	3	1
211	и вообще	3	1
212	всего можно	1	1
213	его способность	1	1
214	общественной жизни	1	1
215	лишь художественный	1	1
216	в роли	1	1
217	и вот	2	1
218	его с	1	1
219	она не	2	1
220	но она	1	1
221	уже в	3	1
222	задача которая	1	1
223	быть от	1	1
224	есть прежде	2	1
225	в состоянии	1	1
226	для себя	4	1
227	у них	2	1
228	с этой	2	1
229	то же	19	1
230	и если	2	1
231	слово только	1	1
232	для всякого	1	1
233	только мы	1	1
234	по сравнению	1	1
235	то ни	12	1
236	для того	8	1
237	не по	1	1
238	образ и	2	1
239	освободиться от	1	1
240	и должна	1	1
241	что это	3	1
242	более всего	2	1
243	это значит	1	1
244	образа в	1	1
245	в разных	2	1
246	него в	1	1
247	в нашу	3	1
248	в следующих	1	1
249	о чем	1	1
250	не успели	2	1
251	их жизни	1	1
252	в ее	9	1
253	этого духа	1	1
254	и тем	4	1
255	ним уже	1	1
256	сознании и	1	1
257	возможна лишь	1	1
258	если б	2	1
259	нашего времени	1	1
260	как это	2	1
261	идти по	1	1
262	но может	1	1
263	не понимает	1	1
264	оно ни	5	1
265	искать в	1	1
266	от этой	1	1
267	мы в	1	1
268	мы все	1	1
269	в которую	1	1
270	и всегда	2	1
271	этому же	1	1
272	в тот	2	1
273	есть и	1	1
274	в одном	2	1
275	прибавить к	1	1
276	у нас	4	1
277	отказ от	1	1
278	на пути	1	1
279	нового времени	2	1
280	и современная	2	1
281	в этой	3	1
282	других людей	1	1
283	это слово	1	1
284	в результате	9	1
285	в виду	2	1
286	другой стороны	7	1
287	слова с	1	1
288	нет никакого	1	1
289	и чем	1	1
290	но что	2	1
291	в русском	1	1
292	у него	2	1
293	образом по	1	1
294	существует и	1	1
295	вот в	2	1
296	не существует	6	1
297	так же	10	1
298	в виде	1	1
299	имеет никакой	1	1
300	себя от	2	1
301	не была	1	1
302	и воплощение	1	1
303	и всех	1	1
304	в своих	2	1
305	отказаться от	1	1
306	в разные	1	1
307	и остается	1	1
308	с другой	6	1
309	на которых	1	1
310	конечно в	4	1
311	идет конечно	2	1
312	в которой	4	1
313	но все	4	1
314	идти в	1	1
315	и с	4	1
316	наших дней	1	1
317	к ним	1	1
318	времени с	1	1
319	существует как	2	1
320	в лице	1	1
321	каким образом	1	1
322	отношение к	1	1
323	ко всем	1	1
324	на нее	2	1
325	его если	1	1
326	реакция на	2	1
327	которого они	1	1
328	его хотя	1	1
329	места в	4	1
330	в мир	1	1
331	себя с	2	1
332	эти силы	1	1
333	дело во	1	1
334	или даже	2	1
335	в понимании	2	1
336	в бытии	3	1
337	но вот	2	1
338	мы дадим	1	1
339	него не	2	1
340	лишь как	2	1
341	найти в	1	1
342	как мы	26	1
343	из всего	3	1
344	их к	1	1
345	людей все	1	1
346	но нет	1	1
347	и до	4	1
348	лишь к	1	1
349	и своих	1	1
350	в процессе	31	1
351	же они	2	1
352	смысле и	1	1
353	на него	1	1
354	в своем	3	1
355	человек и	1	1
356	смысла нет	1	1
357	его на	1	1
358	неба и	1	1
359	еще и	2	1
360	будем говорить	1	1
361	к жизни	2	1
362	целое и	2	1
363	и от	6	1
364	лишь на	6	1
365	как она	2	1
366	ничего не	9	1
367	существует лишь	2	1
368	истины и	1	1
369	с ними	5	1
370	всегда в	1	1
371	в праве	1	1
372	к миру	1	1
373	остается не	1	1
374	в сознании	2	1
375	и очень	1	1
376	правда так	1	1
377	по крайней	1	1
378	человек с	1	1
379	нам уже	1	1
380	о которой	1	1
381	в атмосфере	2	1
382	и так	2	1
383	вместе с	2	1
384	все же	13	1
385	как в	5	1
386	этого слова	7	1
387	жизни в	5	1
388	находится в	1	1
389	значение в	5	1
390	по законам	3	1
391	роль в	1	1
392	сделать его	1	1
393	бы ни	1	1
394	мы так	1	1
395	себя и	2	1
396	а его	1	1
397	и по	1	1
398	и могут	1	1
399	менее всего	5	1
400	и эта	5	1
401	к этому	10	1
402	человека есть	1	1
403	в их	5	1
404	со своей	1	1
405	и внешней	1	1
406	какие бы	1	1
407	средство для	1	1
408	ними как	2	1
409	в двух	4	1
410	сравнению с	1	1
411	мира и	2	1
412	конце концов	3	1
413	недоразумение и	1	1
414	зависимости от	4	1
415	поскольку он	2	1
416	бытия в	9	1
417	природу его	1	1
418	в известном	1	1
419	себе и	2	1
420	не просто	2	1
421	он был	2	1
422	к полному	1	1
423	индивидуализм есть	1	1
424	в едином	1	1
425	стать в	1	1
426	в целом	2	1
427	ко всякому	2	1
428	крайней мере	1	1
429	слова очень	1	1
430	и ее	4	1
431	вовсе не	15	1
432	но к	2	1
433	это факт	1	1
434	категории не	1	1
435	сознание могло	1	1
436	со свободой	1	1
437	бы это	2	1
438	и нет	1	1
439	бы в	4	1
440	к нему	5	1
441	освобождается от	1	1
442	слово от	1	1
443	от них	1	1
