N	2gram	Bakhtin_Pr	Otkroven
534	достоевского о	1	1
535	и можно	1	1
536	его собственная	1	1
537	среди них	3	1
538	его природы	1	1
539	может ли	1	1
540	его романов	5	1
541	у толстого	3	1
542	будто бы	1	1
543	в виду	2	1
544	самом начале	3	1
545	мысли как	1	1
546	на этот	2	1
547	их взаимоотношения	1	1
548	дело в	1	1
549	лишь по	1	1
550	месте и	2	1
551	стремится к	1	1
552	вообще и	1	1
553	из самых	1	1
554	мира достоевский	3	1
555	места в	1	1
556	в мир	4	1
557	раз навсегда	1	1
558	этих романах	1	1
559	достоевскому дано	1	1
560	его творчества	8	1
561	необходим для	1	1
562	и эта	3	1
563	своего сознания	2	1
564	его как	6	1
565	отношения к	4	1
566	тем же	1	1
567	жизни как	1	1
568	вложена в	1	1
569	опять-таки не	1	1
570	но есть	2	1
571	вихревое движение	2	1
572	и каждый	1	1
573	заключается в	3	1
574	отрицает что	1	1
575	ведет к	1	1
576	не делает	1	1
577	ее как	3	1
578	он создал	2	1
579	действительно в	1	1
580	и действительно	1	1
581	сторона его	2	1
582	его идеологии	1	1
583	огромное значение	1	1
584	он знает	3	1
585	он говорит	3	1
586	в обычном	3	1
587	бы он	3	1
588	противоречит самым	1	1
589	сказать в	1	1
590	эта самостоятельность	1	1
591	в конце	9	1
592	в процессе	4	1
593	освобождения человека	1	1
594	русской и	1	1
595	он хотел	1	1
596	жизни ни	1	1
597	было дано	1	1
598	например в	5	1
599	в жизни	7	1
600	судьбу его	1	1
601	они живут	1	1
602	в пределы	4	1
603	достоевским в	3	1
604	находится в	2	1
605	в сферу	1	1
606	характер и	1	1
607	достоевскому для	1	1
608	достоевский как	2	1
609	всего художник	1	1
610	лишь на	3	1
611	и как	10	1
612	то в	1	1
613	этих словах	1	1
614	лишь с	1	1
615	в голову	1	1
616	все время	4	1
617	к его	1	1
618	было до	1	1
619	есть не	3	1
620	достоевскому и	1	1
621	человек в	2	1
622	уже сам	1	1
623	мысли не	1	1
624	в сознании	4	1
625	приходит в	1	1
626	духа в	1	1
627	что она	6	1
628	есть та	1	1
629	а именно	4	1
630	преступление и	2	1
631	жизни и	21	1
632	всю жизнь	1	1
633	одна из	4	1
634	достоевского человек	2	1
635	человеком в	1	1
636	была для	3	1
637	в мире	10	1
638	он во	1	1
639	свои силы	1	1
640	одном из	3	1
641	и прежде	2	1
642	возможны лишь	1	1
643	в одно	1	1
644	который в	2	1
645	романы и	2	1
646	великого инквизитора	2	1
647	как в	10	1
648	этого слова	3	1
649	другом месте	1	1
650	как будто	4	1
651	в совершенно	2	1
652	тех которые	1	1
653	речь о	1	1
654	но у	5	1
655	бесах нет	1	1
656	что говорит	1	1
657	от образа	1	1
658	не стоит	1	1
659	лица в	1	1
660	версилова или	1	1
661	эта тема	1	1
662	быть назван	1	1
663	вовлекает в	1	1
664	толстого не	1	1
665	от этого	2	1
666	открыть в	1	1
667	нему как	2	1
668	есть на	1	1
669	слишком много	1	1
670	в публицистических	1	1
671	его творческого	1	1
672	ставрогина и	1	1
673	отличается от	3	1
674	да и	3	1
675	формы он	1	1
676	друг с	4	1
677	его жизни	2	1
678	не жизнь	1	1
679	достоевский так	1	1
680	ли он	2	1
681	в новом	1	1
682	видел в	2	1
683	нисколько не	2	1
684	раскольников и	2	1
685	возможности для	1	1
686	сравнению с	2	1
687	но это	7	1
688	природы достоевский	1	1
689	лишь для	1	1
690	мыслей в	1	1
691	достоевский может	1	1
692	творчества достоевский	1	1
693	мир и	6	1
694	противоречии с	1	1
695	подполья но	1	1
696	из него	1	1
697	а человек	1	1
698	версилова к	1	1
699	себе и	3	1
700	лишь один	2	1
701	с другом	4	1
702	которой в	1	1
703	художник и	2	1
704	и чем	1	1
705	особенности достоевского	1	1
706	достоевского уже	1	1
707	героя из	1	1
708	он остро	1	1
709	на своем	2	1
710	любви и	1	1
711	внутренней жизни	1	1
712	его творчество	4	1
713	любви а	1	1
714	она и	3	1
715	мысль его	1	1
716	само по	4	1
717	к которой	1	1
718	жизни не	1	1
719	своего творчества	1	1
720	было не	1	1
721	из них	8	1
722	вовсе не	13	1
723	под влиянием	1	1
724	что как	1	1
725	уже не	14	1
726	в одной	9	1
727	мысли в	2	1
728	в противоречии	1	1
729	мира в	6	1
730	со всеми	1	1
731	и самый	1	1
732	бы ни	1	1
733	бы в	7	1
734	к другому	2	1
735	петербурга и	1	1
736	был совершенно	1	1
737	вовлекаются в	1	1
738	публицистических статьях	1	1
739	единство в	1	1
740	поэтому он	1	1
741	отметить что	2	1
742	все устойчивые	1	1
743	а что	2	1
744	и возможности	1	1
745	людей в	1	1
746	человека версилова	1	1
747	есть их	1	1
