N	2gram	Vygotskiy_	Psycholo
292	и очень	1	12
293	совершенно очевидно	3	12
294	и с	5	12
295	например в	5	12
296	что по	2	12
297	как только	1	12
298	что этот	6	12
299	к психологии	1	12
300	что его	2	12
301	что не	2	12
302	этой точки	4	12
303	по самому	2	12
304	что самое	1	12
305	и до	3	12
306	действия и	4	12
307	ничего не	2	12
308	об этом	4	12
309	что эти	3	12
310	в нашей	4	12
311	конечном счете	2	11
312	так например	1	11
313	понятно что	3	11
314	конечно не	2	11
315	не было	1	11
316	мы видели	10	11
317	была бы	3	11
318	подобно тому	2	11
319	поэзии и	2	11
320	сравнению с	21	11
321	оба эти	10	11
322	и заключается	3	11
323	по сравнению	23	11
324	и поэтому	1	11
325	но мы	5	11
326	бы сказать	4	11
327	на этот	2	11
328	как к	4	11
329	мы могли	15	11
330	уже в	3	11
331	раз в	4	11
332	на все	1	11
333	бы мы	1	11
334	и других	5	11
335	отличие от	4	11
336	он должен	1	11
337	исходя из	1	11
338	есть в	5	11
339	исходит из	2	11
340	по поводу	3	11
341	его в	7	11
342	ли это	1	11
343	были бы	5	11
344	и из	2	11
345	этого слова	5	11
346	с его	1	11
347	думать что	1	11
348	на это	1	11
349	но совершенно	2	11
350	во всем	4	10
351	в другом	3	10
352	в тех	1	10
353	не так	1	10
354	том и	3	10
355	только тогда	1	10
356	как нельзя	1	10
357	данном случае	5	10
358	в их	4	10
359	с теми	2	10
360	в одной	6	10
361	отличается от	6	10
362	в данном	7	10
363	должно быть	3	10
364	в состоянии	4	10
365	тому же	2	10
366	и у	1	10
367	но как	3	10
368	совсем не	2	10
369	надо сказать	1	10
370	все те	2	10
371	и от	6	10
372	представить себе	5	10
373	мы в	3	10
374	здесь мы	2	10
375	все решительно	1	10
376	не является	4	10
377	ее в	11	10
378	это было	2	10
379	и их	7	10
380	думается что	1	9
381	но что	2	9
382	мы найдем	1	9
383	не есть	4	9
384	так сказать	1	9
385	в действительности	3	9
386	вопрос о	9	9
387	образом что	1	9
388	на него	1	9
389	кажется нам	1	9
390	внимание на	4	9
391	и говорит	1	9
392	и следовательно	8	9
393	в чем	5	9
394	под влиянием	1	9
395	заставляет нас	1	9
396	мы будем	1	9
397	это совершенно	2	9
398	с ее	2	9
399	бы не	1	9
400	его и	2	9
401	на основании	2	9
402	в отличие	4	9
403	ответ на	3	9
404	в виде	2	9
405	по своему	11	9
406	на его	3	9
407	и по	6	9
408	в самых	2	9
409	оказывается что	2	9
410	тем самым	14	9
411	и ее	3	9
412	которые не	1	9
413	о чем	8	9
414	точно так	3	9
415	но все	2	9
416	мысль о	1	9
417	можно сказать	9	9
418	и другой	3	9
419	то как	3	9
420	к чему	1	9
421	во внимание	1	9
422	и именно	1	9
423	мы говорили	3	9
424	ту же	4	9
425	мысль что	2	9
426	если же	2	9
427	которое мы	4	9
428	в силу	21	9
429	оно есть	5	9
430	мы хотим	1	9
431	по этому	4	9
432	и дальше	1	9
433	должен быть	1	9
434	с совершенно	1	9
435	и наконец	4	9
436	не к	1	9
437	это значит	1	8
438	из двух	3	8
439	для выражения	1	8
440	себе и	2	8
441	чтобы показать	1	8
442	то чтобы	1	8
443	всех остальных	2	8
444	в сознании	11	8
445	одно и	3	8
446	и тот	1	8
447	имеет дело	1	8
448	уже из	1	8
449	при анализе	1	8
450	что же	3	8
451	он в	1	8
452	тем же	8	8
453	о нем	1	8
454	смысле этого	4	8
455	в такой	6	8
456	бы совершенно	1	8
457	и таким	1	8
458	и вообще	3	8
459	совершенно понятно	3	8
460	образом мы	2	8
461	этому поводу	3	8
462	место в	1	8
463	которой мы	2	8
464	и составляет	2	8
465	из всех	5	8
466	самое важное	1	8
467	представление о	8	8
468	в собственном	4	8
469	исследования и	6	8
470	и значение	5	8
471	с другом	6	8
472	наряду с	2	8
473	гораздо более	4	8
474	из того	7	8
475	чтобы понять	1	8
476	друг с	6	8
477	именно потому	1	8
478	этом смысле	2	8
479	в нее	1	8
480	во время	2	8
481	к нему	5	8
482	же самая	2	8
483	верно что	2	8
484	в процессе	12	8
485	из которого	3	8
486	из области	1	8
487	и более	2	8
488	относится к	5	8
489	том как	2	8
490	ссылается на	1	8
491	и во	5	8
492	он может	1	8
493	самое в	1	8
494	жизнь и	1	8
495	которую мы	1	8
496	эти два	1	8
497	стороны и	6	8
498	еще раз	1	7
499	что всякая	1	7
500	мысли и	13	7
501	не как	1	7
502	и там	3	7
503	сам собой	1	7
504	к самому	2	7
505	от этого	3	7
506	представляет собой	23	7
507	и те	1	7
508	рассказывает о	1	7
509	свою очередь	3	7
510	ни одного	1	7
511	она есть	2	7
512	чем это	5	7
513	на том	2	7
514	она в	2	7
515	только при	1	7
516	связи с	4	7
517	мы вправе	3	7
518	больше и	2	7
519	в каждом	3	7
520	что такое	2	7
521	психологической точки	1	7
522	должны быть	5	7
523	что только	1	7
524	и при	2	7
525	имеет место	4	7
526	со всеми	2	7
527	есть нечто	1	7
528	они не	2	7
529	который он	1	7
530	с психологической	3	7
531	это имеет	1	7
532	к ним	1	7
533	не существует	1	7
534	но при	1	7
535	к которой	3	7
536	же в	1	7
537	все что	7	7
538	для всех	2	7
539	к этой	2	7
540	нас в	4	7
541	одно из	6	7
542	для психологии	2	7
543	нашего исследования	10	7
544	как они	2	7
545	этот закон	2	7
546	легче всего	1	7
547	которые мы	4	7
548	приходит к	1	7
549	в нашем	6	7
550	время в	3	7
551	в качестве	9	7
552	на другой	1	7
553	однако мы	1	7
554	какой мере	2	7
555	с которым	1	7
556	а как	1	7
557	которого мы	2	7
558	за ним	3	7
559	если это	1	7
560	себя и	2	7
561	признать что	2	7
562	совпадает с	5	7
563	ее с	1	7
564	времени и	1	7
565	что здесь	2	7
566	ее не	1	7
567	в полном	1	7
568	здесь в	2	7
569	оказывается совершенно	1	7
570	и которая	1	7
571	дело в	1	7
572	для нашей	2	7
573	до тех	1	7
574	есть как	1	7
575	слова в	7	7
576	таком понимании	1	6
577	до самого	1	6
578	даже в	2	6
579	это противоречие	2	6
580	к другу	4	6
581	все дело	1	6
582	каким образом	3	6
583	из самых	1	6
584	показал что	2	6
585	полагают что	1	6
586	пор пока	1	6
587	только как	2	6
588	что как	2	6
589	к этим	1	6
590	говорит толстой	2	6
591	эти три	2	6
592	рядом с	2	6
593	того и	2	6
594	в сторону	1	6
595	за основу	1	6
596	не могла	2	6
597	почти всегда	3	6
598	что есть	2	6
599	обратимся к	3	6
600	образом в	5	6
601	всех этих	1	6
602	одного и	3	6
603	друг к	3	6
604	смысле слова	1	6
605	в отношении	9	6
606	оно не	3	6
607	самому существу	1	6
608	к его	3	6
609	и затем	1	6
610	никто не	2	6
611	приводит к	10	6
612	у меня	1	6
613	тех пор	1	6
614	для нее	3	6
615	каждой из	5	6
616	от других	1	6
617	только с	2	6
618	находятся в	2	6
619	ее на	1	6
620	нуждается в	5	6
621	показывают что	2	6
622	за этим	1	6
623	сама по	1	6
624	и без	2	6
625	и другого	2	6
626	как ни	1	6
627	к ней	2	6
628	которые в	5	6
629	слова и	10	6
630	больше того	1	6
631	еще более	1	6
632	остановиться на	4	6
633	нами в	6	6
634	и которые	3	6
635	иначе как	10	6
636	самого конца	1	6
637	гораздо больше	3	6
638	точно как	1	6
639	совершенно в	2	6
640	имеет в	4	6
641	говорить о	1	6
642	не что	1	6
643	что иное	1	6
644	тем не	4	6
645	что за	1	6
646	это мы	6	6
647	и вместе	2	6
648	так точно	3	6
649	в себя	4	6
650	а только	2	6
651	мысль и	3	6
652	очень часто	2	6
653	за пределы	2	6
654	уже не	1	6
655	о его	3	6
656	значит что	1	6
657	независимо от	1	6
658	а потому	1	6
659	его с	3	6
660	как не	1	6
661	и просто	1	6
662	только одно	2	6
663	то и	5	6
664	не потому	1	6
665	без всякого	2	6
666	заметить что	1	6
667	что я	1	6
668	в плане	3	6
669	ничем не	1	6
670	совершенно иначе	2	6
671	эту мысль	3	6
672	она должна	2	6
673	два противоположных	1	6
674	отношение к	8	6
675	только после	1	6
676	иное как	1	6
677	начинает с	1	6
678	совершается в	5	6
679	мы переживаем	1	6
680	в последнее	4	5
681	к действительности	2	5
682	а затем	2	5
683	между ними	8	5
684	что чем	1	5
685	мы получаем	1	5
686	им в	1	5
687	нам не	1	5
688	нас и	2	5
689	благодаря тому	2	5
690	в смысле	9	5
691	можно ли	2	5
692	и еще	1	5
693	к которому	3	5
694	во всей	3	5
695	каком отношении	1	5
696	вернее сказать	1	5
697	но так	2	5
698	что самая	1	5
699	и кажется	1	5
700	для объяснения	3	5
701	мы легко	2	5
702	чем в	5	5
703	ее от	2	5
704	бы показать	2	5
705	сходство с	1	5
706	становится совершенно	2	5
707	между собой	15	5
708	а другой	2	5
709	в лучшем	3	5
710	эти слова	1	5
711	и является	5	5
712	тем и	2	5
713	над ним	1	5
714	в известных	1	5
715	точку зрения	4	5
716	все остальное	1	5
717	оно может	2	5
718	его к	2	5
719	мы пытаемся	1	5
720	в одну	2	5
721	где мы	2	5
722	если в	6	5
723	которые он	2	5
724	он только	1	5
725	в другой	4	5
726	вместо того	2	5
727	отношения к	5	5
728	одновременно и	3	5
729	том смысле	2	5
730	в словах	1	5
731	на вопрос	6	5
732	это все	1	5
733	быть не	1	5
734	значение и	2	5
735	и теперь	1	5
736	и больше	2	5
737	и часто	1	5
738	и наоборот	1	5
739	нет и	4	5
740	она может	2	5
741	у них	2	5
742	этими словами	1	5
743	что ему	3	5
744	когда они	1	5
745	нас не	1	5
746	зависит от	3	5
747	он как	1	5
748	мы нашли	9	5
749	с достаточной	1	5
750	все равно	2	5
751	однако не	2	5
752	нас к	10	5
753	на одном	1	5
754	в каждой	4	5
755	к одному	1	5
756	мысли в	12	5
757	но она	1	5
758	учения о	4	5
759	как совершенно	3	5
760	все больше	3	5
761	по выражению	2	5
762	что то	4	5
763	до крайности	3	5
764	связь с	1	5
765	только для	1	5
766	эта точка	1	5
767	но даже	2	5
768	у крылова	1	5
769	это исследование	1	5
770	но они	1	5
771	так мы	1	5
772	что тот	1	5
773	мы примем	1	5
774	не мог	2	5
775	то в	4	5
776	видели что	3	5
777	же самую	1	5
778	и самым	2	5
779	хотя и	4	5
780	не знает	3	5
781	и она	2	5
782	в других	2	5
783	для ее	1	5
784	это делает	1	5
785	есть все	1	5
786	из анализа	1	5
787	в один	1	5
788	собственном смысле	4	5
789	уяснить себе	3	5
790	факта что	1	5
791	представляют собой	2	5
792	уже это	1	5
793	же самые	1	5
794	возникает как	1	5
795	в известном	2	5
796	еще и	1	5
797	и тогда	3	5
798	он хочет	1	5
799	слов и	6	5
800	видим в	3	5
801	противоположных направлениях	2	5
802	принадлежит к	2	5
803	том же	7	5
804	силу того	6	5
805	только о	3	5
806	из этой	1	5
807	все они	1	5
808	стороны мы	1	5
809	этой области	2	5
810	образом все	2	5
811	это означает	2	5
812	мы находим	3	5
813	в очень	1	5
814	человека в	1	5
815	относительно того	2	5
816	который мы	6	5
817	дело не	1	5
818	идет речь	2	5
819	одного из	2	5
820	и отношений	4	5
821	все более	2	5
822	лучшем случае	3	5
823	с которыми	3	4
824	является в	7	4
825	уже говорили	2	4
826	его от	2	4
827	из ее	3	4
828	с собой	3	4
829	от одного	3	4
830	себя как	1	4
831	в речи	6	4
832	из всего	1	4
833	к другим	11	4
834	в порядке	3	4
835	нам в	2	4
836	человека не	1	4
837	в противоположность	1	4
838	мы очень	1	4
839	своим собственным	1	4
840	но вся	1	4
841	это же	2	4
842	должна была	1	4
843	для своей	1	4
844	от той	1	4
845	из одного	2	4
846	находится в	3	4
847	то о	5	4
848	или наоборот	1	4
849	остается еще	2	4
850	для своего	1	4
851	пути и	3	4
852	но для	2	4
853	в связи	1	4
854	работа мысли	1	4
855	это на	1	4
856	понятий и	11	4
857	если оно	2	4
858	возникает из	6	4
859	нашего сознания	1	4
860	одним словом	2	4
861	чем больше	1	4
862	один раз	4	4
863	решение вопроса	1	4
864	верно и	1	4
865	должны были	2	4
866	такого же	1	4
867	на место	1	4
868	фантазии и	1	4
869	к сожалению	1	4
870	к выводу	4	4
871	со времен	1	4
872	его жизнь	1	4
873	к другому	5	4
874	он мог	2	4
875	ясно и	1	4
876	шаг за	1	4
877	на два	1	4
878	она дает	1	4
879	то все	1	4
880	отношении к	4	4
881	как например	1	4
882	всех трех	1	4
883	конца и	2	4
884	одной из	4	4
885	тот самый	1	4
886	в глазах	1	4
887	здесь не	1	4
888	мы с	1	4
889	это одно	2	4
890	только потому	3	4
891	если только	1	4
892	уже с	1	4
893	в психологической	2	4
894	и всякий	1	4
895	значение в	3	4
896	может не	1	4
897	мы испытываем	1	4
898	нашу мысль	1	4
899	в первой	3	4
900	бы для	1	4
901	себе что	3	4
902	но эта	2	4
903	в стороне	1	4
904	перейти к	6	4
905	этого вопроса	3	4
906	по самой	6	4
907	мы попытаемся	1	4
908	разница между	1	4
909	чтобы сделать	2	4
910	также и	2	4
911	не по	7	4
912	не с	3	4
913	самое что	3	4
914	к анализу	4	4
915	кто не	1	4
916	что нам	2	4
917	показали что	1	4
918	при такой	1	4
919	или как	1	4
920	частный случай	4	4
921	и вне	1	4
922	идет не	1	4
923	само собой	2	4
924	может и	3	4
925	к совершенно	2	4
926	если она	1	4
927	случае в	4	4
928	для ребенка	5	4
929	от этих	1	4
930	в первом	6	4
931	по отношению	10	4
932	что ее	2	4
933	мы только	1	4
934	а нечто	1	4
935	в это	1	4
936	и того	3	4
937	остановимся на	1	4
938	другом плане	1	4
939	рассматриваться как	1	4
940	процесс в	2	4
941	в каких	1	4
942	приблизительно так	1	4
943	вот почему	3	4
944	заключается что	1	4
945	с помощью	18	4
946	не имеем	1	4
947	что те	1	4
948	перед ним	1	4
949	настоящее время	1	4
950	с этими	1	4
951	параллельно с	1	4
952	говорили выше	3	4
953	который в	1	4
954	своей сущности	1	4
955	психологии в	3	4
956	после того	1	4
957	начала и	1	4
958	слов в	1	4
959	что между	2	4
960	в несколько	1	4
961	указывая на	1	4
962	без которого	1	4
963	в прежней	2	4
964	в свете	9	4
965	достигает своего	2	4
966	но к	1	4
967	развивается в	1	4
968	для его	2	4
969	за шагом	1	4
970	действия в	1	4
971	этом совершенно	1	4
972	чем идет	1	4
973	всех других	1	4
974	такое что	3	4
975	никакой возможности	1	4
976	которое имеет	2	4
977	означает что	1	4
978	такие же	1	4
979	почти не	1	4
980	никогда еще	1	4
981	если не	1	4
982	в обратном	2	4
983	образом если	1	4
984	может стать	2	4
985	с ней	3	4
986	мы говорим	2	4
987	в настоящее	1	4
988	в слове	11	4
989	не до	2	4
990	если взять	1	4
991	ничего общего	1	4
992	в детской	1	4
993	истинную природу	1	4
994	в истории	1	4
995	же время	1	4
996	мог бы	6	4
997	то здесь	1	4
998	подойти к	1	4
999	высшей степени	1	4
1000	дает нам	1	4
1001	форм и	5	4
1002	что ребенок	8	4
1003	аналогии с	1	4
1004	одним и	2	4
1005	вывод что	2	4
1006	не для	2	4
1007	как у	1	4
1008	и точно	1	4
1009	исследования мы	1	4
1010	деле если	1	4
1011	без всяких	1	4
1012	без остатка	1	4
1013	он исходит	1	4
1014	но по	1	4
1015	к своему	1	4
1016	ли не	3	4
1017	это так	1	4
1018	предположить что	1	4
1019	что от	1	4
1020	обстоит дело	2	4
1021	плана в	3	4
1022	к области	1	4
1023	в пределах	3	4
1024	в понимании	2	4
1025	благодаря этому	3	4
1026	и объяснить	2	3
1027	в центре	2	3
1028	возможны только	4	3
1029	кроме того	1	3
1030	в большей	2	3
1031	какой бы	1	3
1032	он утверждает	1	3
1033	стоит в	1	3
1034	происходит не	1	3
1035	из чего	1	3
1036	или на	1	3
1037	с не	2	3
1038	опять как	1	3
1039	мы сумеем	2	3
1040	этом примере	2	3
1041	по своим	2	3
1042	на первый	1	3
1043	всем его	2	3
1044	связано с	4	3
1045	знаем о	2	3
1046	противоположные стороны	1	3
1047	но гораздо	1	3
1048	в этот	3	3
1049	к своей	1	3
1050	чего не	1	3
1051	нечто такое	2	3
1052	близкое к	1	3
1053	учению о	1	3
1054	тенденцию к	4	3
1055	в подтверждение	1	3
1056	замечает что	1	3
1057	теории и	1	3
1058	в разных	6	3
1059	он сам	2	3
1060	на котором	4	3
1061	понятие о	1	3
1062	конечно только	1	3
1063	ближе к	2	3
1064	привело к	3	3
1065	мышления и	16	3
1066	здесь как	2	3
1067	не сумел	1	3
1068	из отдельных	1	3
1069	мы старались	1	3
1070	с другими	5	3
1071	как можно	1	3
1072	которых складывается	1	3
1073	из важнейших	4	3
1074	по аналогии	1	3
1075	была в	2	3
1076	как таковое	2	3
1077	вещей и	1	3
1078	другое не	1	3
1079	по одному	1	3
1080	роли которую	1	3
1081	в наше	1	3
1082	мы всегда	3	3
1083	этих трех	1	3
1084	в ответ	3	3
1085	другом и	1	3
1086	в детском	3	3
1087	потребность в	1	3
1088	выражается в	2	3
1089	противоположном направлении	1	3
1090	согласуется с	1	3
1091	его как	1	3
1092	заставить нас	1	3
1093	собственным законам	1	3
1094	она оказывается	1	3
1095	тогда мы	2	3
1096	он действительно	1	3
1097	той которая	1	3
1098	и самое	2	3
1099	обоих этих	1	3
1100	оно было	1	3
1101	целого ряда	1	3
1102	в исследовании	4	3
1103	в более	1	3
1104	и первый	2	3
1105	в форме	1	3
1106	что поэзия	1	3
1107	мы начинаем	1	3
1108	означает для	1	3
1109	явлений и	1	3
1110	мыслей и	2	3
1111	совершенно другую	1	3
1112	словами и	2	3
1113	к той	1	3
1114	смотреть как	1	3
1115	чтобы изучить	1	3
1116	в прозе	1	3
1117	и состоит	3	3
1118	двух основных	1	3
1119	роли и	1	3
1120	учении о	6	3
1121	то совершенно	1	3
1122	на основе	5	3
1123	только мы	1	3
1124	тот и	1	3
1125	этот случай	1	3
1126	для меня	1	3
1127	формой и	1	3
1128	переходит к	4	3
1129	я хотел	1	3
1130	котором мы	2	3
1131	общего с	1	3
1132	утверждая что	1	3
1133	еще в	3	3
1134	не из	2	3
1135	двух планов	3	3
1136	моментов в	2	3
1137	этом случае	15	3
1138	наших глазах	4	3
1139	он и	1	3
1140	примем во	1	3
1141	к самой	1	3
1142	это возможно	1	3
1143	которое было	2	3
1144	можно выразить	1	3
1145	и я	1	3
1146	тем более	1	3
1147	мере в	2	3
1148	с первого	1	3
1149	на них	1	3
1150	в строении	2	3
1151	ему нужно	2	3
1152	связь и	1	3
1153	нам думается	1	3
1154	заключается только	2	3
1155	нам о	2	3
1156	рассматривать как	1	3
1157	разве не	1	3
1158	что можно	2	3
1159	в одинаковой	3	3
1160	у ребенка	18	3
1161	пришел к	1	3
1162	быть совершенно	1	3
1163	нам как	1	3
1164	с фактами	1	3
1165	в каком-то	1	3
1166	он с	2	3
1167	за счет	4	3
1168	мы обратимся	1	3
1169	сказывается в	2	3
1170	ребенка и	10	3
1171	мы и	5	3
1172	ней не	1	3
1173	выводу что	3	3
1174	на нет	6	3
1175	случае не	2	3
1176	же мысль	1	3
1177	в море	1	3
1178	психологической природы	5	3
1179	привести к	4	3
1180	направлений в	2	3
1181	быть может	1	3
1182	ко всем	6	3
1183	он полагает	1	3
1184	она является	2	3
1185	дело здесь	1	3
1186	том или	1	3
1187	его на	1	3
1188	себе нечто	1	3
1189	всегда в	2	3
1190	зависят от	2	3
1191	свою особую	2	3
1192	что оба	2	3
1193	самом конце	1	3
1194	все их	1	3
1195	жизни а	1	3
1196	к другой	6	3
1197	которой он	2	3
1198	являются не	1	3
1199	ним и	1	3
1200	между двумя	5	3
1201	связь между	10	3
1202	уже как	1	3
1203	убедиться в	1	3
1204	всего этого	1	3
1205	вообще и	1	3
1206	быть в	1	3
1207	имеем дело	2	3
1208	имеет совершенно	3	3
1209	нас на	2	3
1210	в заключение	2	3
1211	и муравей	2	3
1212	и столь	3	3
1213	в восприятии	1	3
1214	не принадлежит	1	3
1215	чем у	3	3
1216	противоречие между	3	3
1217	как же	1	3
1218	и можно	1	3
1219	одним из	3	3
1220	свой особый	1	3
1221	но ведь	1	3
1222	от одной	4	3
1223	и характер	1	3
1224	зрения и	1	3
1225	и жизнь	1	3
1226	его значение	2	3
1227	что их	2	3
1228	не иначе	6	3
1229	вопроса о	2	3
1230	которая является	3	3
1231	хотя в	1	3
1232	ни одно	1	3
1233	в учении	6	3
1234	нас с	2	3
1235	на стороне	1	3
1236	сослаться на	1	3
1237	как известно	6	3
1238	в школе	5	3
1239	нельзя не	2	3
1240	мы называем	2	3
1241	и др	1	3
1242	речи и	36	3
1243	деле это	1	3
1244	слова как	5	3
1245	особенно легко	1	3
1246	и ничего	2	3
1247	как таковой	1	3
1248	и который	1	3
1249	убедиться что	2	3
1250	на ее	2	3
1251	для себя	24	3
1252	и должно	1	3
1253	поэтому совершенно	1	3
1254	в переживании	1	3
1255	два основных	1	3
1256	предметом своего	1	3
1257	о которой	2	3
1258	равным образом	1	3
1259	чтобы это	1	3
1260	идет от	3	3
1261	одну и	1	3
1262	ни о	1	3
1263	из тех	2	3
1264	состоит из	1	3
1265	которые могут	1	3
1266	дело идет	1	3
1267	останавливаться на	1	3
1268	речь в	8	3
1269	именно поэтому	3	3
1270	это составляет	1	3
1271	друг от	3	3
1272	которая не	1	3
1273	но напротив	3	3
1274	ни к	1	3
1275	можно легко	2	3
1276	бы с	2	3
1277	это понятие	1	3
1278	мы имели	1	3
1279	на той	1	3
1280	мы его	1	3
1281	связана с	4	3
1282	не могло	3	3
1283	значение для	2	3
1284	которые должны	1	3
1285	находят свое	1	3
1286	нам и	1	3
1287	увидим ниже	3	3
1288	они были	1	3
1289	психологического исследования	3	3
1290	смысле что	3	3
1291	отношению к	9	3
1292	свести к	1	3
1293	же мере	5	3
1294	чтобы выразить	1	3
1295	двоякого рода	1	3
1296	доказательство того	1	3
1297	как нечто	1	3
1298	но с	4	3
1299	от друга	3	3
1300	раскрывается перед	1	3
1301	места в	1	3
1302	приходим к	1	3
1303	естественно что	3	3
1304	последнее время	5	3
1305	и оно	1	3
1306	отношения между	8	3
