N	3gram	Vinokur_Ku	Komedia
90	с тех пор	1	2
91	сплошь да рядом	3	2
92	для этой цели	1	2
93	и в том	2	2
94	в тех случаях	2	2
95	но и здесь	1	2
96	так и не	1	2
97	этой точки зрения	4	2
98	и его современники	1	2
99	только в том	5	2
100	или иначе связанные	1	2
101	то и вовсе	1	2
102	так же как	3	2
103	имеем в виду	1	2
104	только потому что	11	2
105	не только в	4	2
106	только для того	2	2
107	мы имеем в	1	2
108	в этом случае	4	2
109	как мы видели	1	2
110	тех случаях когда	2	2
111	тем более что	1	2
112	берет на себя	1	2
113	и все же	1	2
114	по его мнению	1	2
115	я думаю что	1	2
116	под тем же	1	2
117	тому назад и	1	1
118	должны были бы	1	1
119	строить свою речь	2	1
120	что в рамках	1	1
121	которую можно было	1	1
122	тех пор пока	1	1
123	как раз на	2	1
124	себе в этом	1	1
125	право говорить о	1	1
126	и с его	1	1
127	в применении к	1	1
128	никак не может	1	1
129	в той мере	6	1
130	отнюдь не является	1	1
131	и свидетельствует о	1	1
132	не может быть	5	1
133	как раз к	1	1
134	того чтобы не	1	1
135	не сомневается но	1	1
136	но не это	1	1
137	несмотря на то	1	1
138	имеется в виду	1	1
139	можно сказать что	2	1
140	это имело место	1	1
141	в собственном смысле	1	1
142	том что на	1	1
143	до наших дней	1	1
144	потому что как	1	1
145	что он занимается	1	1
146	меньше чем в	1	1
147	если они не	1	1
148	которых идет речь	1	1
149	за собой и	1	1
150	что все это	2	1
151	в первые годы	1	1
152	в случае с	1	1
153	есть доля правды	1	1
154	более широкое значение	1	1
155	и все это	1	1
156	своего времени в	1	1
157	даже как-то не	1	1
158	между тем не	1	1
159	далеко не всегда	1	1
160	потому что она	2	1
161	является ли это	2	1
162	того или иного	5	1
163	до конца и	1	1
164	вышло в г	1	1
165	одного и того	2	1
166	как с помощью	2	1
167	может быть только	2	1
168	по своему содержанию	1	1
169	относится к г	1	1
170	сам по себе	1	1
171	но он не	1	1
172	и если бы	1	1
173	в том случае	3	1
174	и не столь	1	1
175	чаще всего в	1	1
176	как например в	1	1
177	ничего общего с	2	1
178	о которых идет	1	1
179	таким образом если	1	1
180	смысле этого слова	2	1
181	в соединении с	1	1
182	по существу не	1	1
183	т п т	2	1
184	вместо того чтобы	1	1
185	большей или меньшей	2	1
186	а вслед за	1	1
187	по аналогии с	1	1
188	само по себе	6	1
189	к г и	1	1
190	следует что в	1	1
191	мы имеем право	1	1
192	п т е	2	1
193	и тем самым	1	1
194	и таким путем	1	1
195	в данном случае	1	1
196	свои силы в	1	1
197	что само по	1	1
198	не забудем что	1	1
199	можно говорить о	2	1
200	по себе не	1	1
201	потому что вместе	1	1
202	не менее важно	1	1
203	и у других	1	1
204	перевод с немецкого	1	1
205	той мере в	6	1
206	широкое распространение в	1	1
207	я мог бы	1	1
208	вопрос является ли	1	1
209	идет о его	1	1
210	и того же	2	1
211	и тогда в	1	1
212	ли в этом	1	1
213	можно было сомневаться	1	1
214	в каком контексте	1	1
215	конца и в	1	1
216	в наше время	3	1
217	в современном смысле	1	1
218	это вовсе не	1	1
219	всего похожи на	1	1
220	в г а	1	1
221	не нуждается в	1	1
222	в сущности и	1	1
223	к вопросу о	3	1
224	лицом к лицу	1	1
225	в стороне от	1	1
226	и в его	1	1
227	из заглавий в	1	1
228	пор еще не	1	1
229	следует думать что	1	1
230	сих пор еще	1	1
231	естественно тем что	1	1
232	но не менее	1	1
233	который в своем	1	1
234	и здесь не	1	1
235	может и не	1	1
236	и в разговоре	1	1
237	т е о	2	1
238	собственном смысле слова	1	1
239	на русский язык	1	1
240	и должен был	1	1
241	т д все	1	1
242	менее важно что	1	1
243	той или иной	1	1
244	но прежде всего	1	1
245	и что же?	1	1
246	т е к	1	1
247	сводится к тому	2	1
248	случае ясно что	1	1
249	не следует думать	1	1
250	дает толчок к	1	1
251	современном смысле этого	1	1
252	должен был бы	1	1
253	из той же	1	1
254	он должен быть	2	1
255	а вместе с	1	1
256	это не мешает	1	1
257	всяком случае что	1	1
258	это что это	1	1
259	в одном лице	1	1
260	в том чтобы	9	1
261	было бы однако	1	1
262	по крайней мере	11	1
263	мы имели бы	1	1
264	такие случаи когда	1	1
265	потому что он	1	1
266	следует остановиться подробнее	1	1
267	и вовсе не	4	1
268	в свое время	4	1
269	мы увидим что	2	1
270	что же касается	4	1
271	речь идет здесь	1	1
272	за помощью к	1	1
273	все это как	1	1
274	как впрочем и	1	1
275	нет никаких оснований	1	1
276	т п в	2	1
277	для всякого рода	1	1
278	ответ на это	1	1
279	идти речь о	1	1
280	на это дает	1	1
281	в настоящее время	2	1
282	об этом и	1	1
283	отношению к науке	1	1
284	нуждается в дальнейших	1	1
285	трудно было бы	2	1
286	из этих слов	1	1
287	того чтобы дать	2	1
288	на этот вопрос	3	1
289	и не должен	1	1
290	в сущности к	1	1
291	правда в том	1	1
292	ни один из	1	1
293	и здесь мы	1	1
294	что с ними	1	1
295	однако в том	1	1
296	не выходят за	1	1
297	в противном случае	2	1
298	что касается женской	2	1
299	не что иное	2	1
300	в каждой из	1	1
301	и в частности	1	1
302	у целого ряда	1	1
303	что мы имеем	2	1
304	об этом можно	1	1
305	у него одного	1	1
306	в лучшем случае	1	1
307	указания на то	1	1
308	и все его	1	1
309	состоит не в	2	1
310	зависимости от того	1	1
311	и ничего не	1	1
312	мы употребляем это	1	1
313	главным образом для	1	1
314	можно ручаться что	1	1
315	имеем право говорить	1	1
316	возможно что в	1	1
317	что это такое?	1	1
318	хотя бы в	4	1
319	на то обстоятельство	2	1
320	главным образом в	1	1
321	тем что он	1	1
322	того чтобы в	1	1
323	том случае если	3	1
324	именно с этой	1	1
325	самом деле можно	1	1
326	что иное как	2	1
327	слов о том	1	1
328	было бы гораздо	1	1
329	мы сталкиваемся с	1	1
330	в предисловии к	1	1
331	он был бы	1	1
332	в том виде	1	1
333	и не только	1	1
334	идет речь в	2	1
335	следовательно и в	1	1
336	нет и в	1	1
337	меньше всего похожи	1	1
338	если тем не	2	1
339	и здесь прежде	1	1
340	в другом случае	1	1
341	потому что они	1	1
342	несколько слов о	2	1
