N	3gram	Propp_Isto	KulturaY
145	должен был бы	1	2
146	идет именно о	1	2
147	еще не может	1	2
148	мы имеем в	4	2
149	тем или иным	1	2
150	на первых порах	2	2
151	что иное как	3	2
152	все же остается	1	2
153	едва ли не	1	2
154	т е то	1	2
155	это потому что	1	2
156	сводится к тому	1	2
157	потому что они	1	2
158	если бы не	1	2
159	несомненной связи с	1	1
160	и здесь можно	1	1
161	в каком отношении	1	1
162	должны были бы	2	1
163	как одно из	1	1
164	с представлением о	1	1
165	именно это и	1	1
166	после чего следует	1	1
167	что она не	1	1
168	вопрос о характере	1	1
169	т д а	1	1
170	что можно было	1	1
171	никак не может	1	1
172	чтобы понять эту	2	1
173	в самое последнее	1	1
174	то что он	1	1
175	не только нет	1	1
176	из предпосылки что	2	1
177	том отношении что	1	1
178	может рассматриваться как	1	1
179	будет видно из	1	1
180	к числу таких	1	1
181	своей книге о	1	1
182	не слова а	1	1
183	здесь однако нет	1	1
184	вплотную подойти к	1	1
185	как можно было	1	1
186	стоит в несомненной	1	1
187	не сам по	1	1
188	наряду с этим	1	1
189	влечет за собой	2	1
190	до наших дней	2	1
191	одним из таких	1	1
192	мог бы привести	1	1
193	не значит что	1	1
194	то что обычно	1	1
195	как он стал	1	1
196	но оно не	1	1
197	в силу своей	1	1
198	xix века это	1	1
199	т д мы	1	1
200	него так как	1	1
201	идет только о	1	1
202	эту точку зрения	2	1
203	они не могут	1	1
204	мы в нашем	1	1
205	так и более	1	1
206	вслед за тем	1	1
207	на вопрос о	1	1
208	что для того	1	1
209	в качестве дополнения	1	1
210	у всех народов	1	1
211	прежде всего есть	1	1
212	но и с	1	1
213	то что еще	1	1
214	том что она	1	1
215	уже по одному	1	1
216	что речь идет	1	1
217	и составляют предмет	1	1
218	нас прежде всего	1	1
219	почему это так	1	1
220	на которой он	1	1
221	именно потому что	1	1
222	есть не что	2	1
223	он живет в	1	1
224	именно на этом	1	1
225	уже с самого	2	1
226	т д вот	1	1
227	то же что	1	1
228	даже в тех	1	1
229	сказал что это	1	1
230	что он в	1	1
231	легко заметить что	1	1
232	это конечно не	2	1
233	но так же	1	1
234	если бы в	1	1
235	за это время	1	1
236	и даже в	1	1
237	а в форме	1	1
238	и пр с	1	1
239	только в пределах	1	1
240	во многих случаях	1	1
241	ее т е	1	1
242	том что в	1	1
243	бы нам удалось	1	1
244	и что такое	1	1
245	а самый факт	1	1
246	если это так	2	1
247	в этой роли	2	1
248	он приходит в	1	1
249	то ясно что	2	1
250	не только не	1	1
251	в несомненной связи	1	1
252	что в этом	1	1
253	то ни было	2	1
254	очень редко и	1	1
255	по существу то	1	1
256	с этим мы	1	1
257	которая была бы	1	1
258	с этим в	2	1
259	то же самое	3	1
260	что здесь не	1	1
261	в конечном итоге	2	1
262	по этому поводу	2	1
263	но все это	1	1
264	это так то	2	1
265	это своего рода	1	1
266	с тем как	1	1
267	центр тяжести всей	1	1
268	в стороне от	1	1
269	в своей книге	1	1
270	е если бы	1	1
271	а именно в	1	1
272	все дело в	1	1
273	на этом пути	1	1
274	в одном случае	1	1
275	таких примеров можно	1	1
276	из русской сказки	1	1
277	то это значит	1	1
278	еще не все	1	1
279	т д по	1	1
280	но это не	1	1
281	в значительной степени	1	1
282	о том чтобы	1	1
283	как в сказке	1	1
284	вопросом о том	1	1
285	что оно слишком	1	1
286	же самое что	2	1
287	для нас те	1	1
288	можно рассматривать как	1	1
289	здесь необходимо еще	1	1
290	если бы нам	1	1
291	и здесь не	1	1
292	того что он	1	1
293	которой мы должны	1	1
294	в своем курсе	1	1
295	в этих случаях	10	1
296	между тем если	1	1
297	является не только	1	1
298	так как если	1	1
299	ни один из	1	1
300	но уже без	1	1
301	тем что в	1	1
302	отнюдь не означает	1	1
303	по смыслу этого	2	1
304	но и здесь	1	1
305	дело не с	1	1
306	но и в	4	1
307	лежат в основе	1	1
308	каждый из этих	1	1
309	как только мы	1	1
310	а не как	1	1
311	на учет все	1	1
312	то мы увидим	1	1
313	в связи со	1	1
314	в это время	2	1
315	так как оно	2	1
316	какой бы то	1	1
317	на более или	1	1
318	самое последнее время	1	1
319	требует специального исследования	1	1
320	видим что в	1	1
321	не только у	1	1
322	из всех этих	1	1
323	т д все	3	1
324	т е если	1	1
325	ответ на это	1	1
326	этот вопрос мы	2	1
327	на его пути	2	1
328	тому или иному	1	1
329	и может быть	1	1
330	и не должен	1	1
331	то время как	3	1
332	так как будто	1	1
333	и для нас	2	1
334	и здесь мы	1	1
335	в одной из	1	1
336	того как он	2	1
337	всякий раз когда	1	1
338	другой стороны в	1	1
339	ты видишь что	1	1
340	же относится к	1	1
341	об этом можно	2	1
342	дело в том	3	1
343	ответ на этот	1	1
344	всех этих случаях	1	1
345	мы будем иметь	1	1
346	приводит к тому	1	1
347	том что и	1	1
348	и ничего не	1	1
349	да и то	1	1
350	мы имеем много	1	1
351	известно и в	1	1
352	д все это	1	1
353	во всех этих	1	1
354	где не хватает	1	1
355	главным образом в	1	1
356	так что в	1	1
357	не найдем ни	1	1
358	с самого начала	4	1
359	содержат в себе	1	1
360	внутренняя организация и	1	1
361	стоит в связи	2	1
362	не зависит от	1	1
363	зависимости от степени	1	1
364	в разных языках	1	1
365	не более как	1	1
366	и не могут	1	1
367	в виде отдельных	1	1
368	в силу которой	1	1
369	но и для	1	1
370	никогда не может	1	1
371	что явление это	1	1
372	для нас вопрос	1	1
373	по его мнению	2	1
374	это отнюдь не	1	1
375	одной стороны она	1	1
376	в том отношении	1	1
377	еще ничего не	1	1
378	т д но	2	1
379	его с тем	1	1
380	или еще более	1	1
381	и не только	1	1
382	если мы будем	1	1
383	который лежит в	1	1
384	до конца и	1	1
385	в виду что	1	1
386	же эти случаи	2	1
387	в области конкретной	1	1
388	мы не можем	3	1
389	не видел и	1	1
390	если бы он	1	1
391	случаев в которых	1	1
392	чтобы вслед за	1	1
393	это было бы	1	1
