N	2gram	Nazirov_Tv	Istorich
242	на этом	1	13
243	в нее	1	13
244	и от	8	13
245	с ними	3	13
246	не имеет	2	13
247	смерти и	1	13
248	в книге	3	13
249	в руки	2	13
250	его не	1	13
251	и если	3	13
252	что иное	1	13
253	таким же	1	13
254	кроме того	1	12
255	на землю	2	12
256	хотя бы	5	12
257	к себе	1	12
258	в основном	9	12
259	ответ на	1	12
260	о нем	2	12
261	в их	5	12
262	к ней	3	12
263	к этой	1	12
264	как только	1	12
265	в жертву	1	12
266	не знает	2	12
267	одним из	6	12
268	что не	5	12
269	между прочим	1	12
270	в более	1	12
271	в русских	1	12
272	не знаю	1	12
273	и их	2	12
274	у нее	4	12
275	миф о	1	11
276	в этот	3	11
277	к которому	3	11
278	ясно что	1	11
279	я не	5	11
280	главным образом	1	11
281	связанные с	1	11
282	иное как	1	11
283	у меня	1	11
284	только с	3	11
285	уже в	5	11
286	же в	1	11
287	по мере	2	11
288	если он	4	11
289	восходит к	2	11
290	но уже	2	11
291	не что	1	11
292	хотя и	5	11
293	дает нам	1	11
294	и вот	2	11
295	и более	2	11
296	такой же	4	11
297	человека в	9	11
298	далеко не	3	11
299	и к	1	10
300	он видит	3	10
301	на земле	4	10
302	к ним	1	10
303	от них	1	10
304	не было	3	10
305	в которой	5	10
306	за собой	4	10
307	а с	4	10
308	почти всегда	1	10
309	его к	2	10
310	как указывает	1	10
311	на основе	1	10
312	вслед за	2	10
313	еще один	1	10
314	что же	1	10
315	но если	4	10
316	он и	1	10
317	однако это	2	10
318	и других	5	10
319	о чем	1	10
320	говорит о	3	10
321	их не	1	10
322	там же	11	10
323	начинается с	1	10
324	на этой	1	10
325	не должен	1	10
326	приходит к	4	10
327	на свадьбе	1	10
328	как правило	3	10
329	не мог	3	10
330	себя в	3	10
331	в ее	3	10
332	известно что	4	10
333	ни в	2	10
334	если не	4	10
335	большого дома	1	10
336	ли он	1	10
337	а если	1	10
338	а на	1	10
339	указывает на	2	10
340	есть только	1	10
341	что эта	1	10
342	три года	1	10
343	на первый	1	9
344	но эти	3	9
345	только на	2	9
346	том чтобы	1	9
347	с водой	1	9
348	в чем	4	9
349	героя и	4	9
350	не будет	2	9
351	это и	4	9
352	в течение	1	9
353	в свою	8	9
354	целый ряд	1	9
355	представлениями о	1	9
356	на этот	3	9
357	тот же	3	9
358	зависит от	4	9
359	из этого	1	9
360	а по	3	9
361	в первую	1	9
362	которой он	2	9
363	вот почему	3	9
364	когда она	1	9
365	что за	1	9
366	не могут	2	9
367	в себя	3	9
368	или же	1	9
369	а как	2	9
370	означает что	2	9
371	и вновь	1	9
372	не видно	1	9
373	здесь нет	2	9
374	в основе	3	9
375	в истории	2	9
376	с его	12	9
377	же не	2	9
378	но по	1	9
379	стороны и	1	9
380	приводит к	4	9
381	говорилось выше	1	9
382	что на	3	9
383	по этому	1	9
384	жизни и	3	9
385	только что	2	8
386	это значит	1	8
387	и сам	5	8
388	именно в	6	8
389	меня в	2	8
390	во всяком	2	8
391	он был	2	8
392	это тоже	1	8
393	восходят к	1	8
394	с другими	1	8
395	на другой	1	8
396	не так	5	8
397	та же	4	8
398	на берегу	3	8
399	он же	2	8
400	говорят что	1	8
401	приводит нас	1	8
402	ту же	4	8
403	и другое	1	8
404	или даже	2	8
405	и потому	4	8
406	значит что	3	8
407	но она	2	8
408	тем самым	10	8
409	же самое	1	8
410	частный случай	1	8
411	для этого	1	8
412	одно из	1	8
413	роль в	2	8
414	и стал	1	8
415	можно сказать	2	8
416	входит в	1	8
417	тут же	1	8
418	он на	1	8
419	что его	4	8
420	с представлением	1	8
421	встречается в	1	8
422	в целях	2	8
423	я тебе	1	8
424	не дает	1	8
425	в современной	2	8
426	это положение	1	8
427	что ты	2	8
428	образом и	1	8
429	его с	1	8
430	и из	1	8
431	за это	1	8
432	большей частью	1	8
433	во сне	1	8
434	кажется что	1	8
435	может оказаться	1	8
436	что такое	1	8
437	предположение что	1	8
438	но с	1	8
439	смерти в	2	8
440	не имеют	4	8
441	должен быть	1	8
442	это явление	1	8
443	он говорит	3	8
444	в жизни	3	8
445	не столько	4	7
446	только через	2	7
447	приходит в	1	7
448	первый взгляд	1	7
449	и когда	2	7
450	еще нет	1	7
451	ключ к	1	7
452	а сам	1	7
453	этот момент	2	7
454	и некоторые	1	7
455	тому что	2	7
456	не есть	2	7
457	между собой	2	7
458	о которых	1	7
459	в эту	1	7
460	в работе	1	7
461	между тем	2	7
462	если в	3	7
463	вспомним что	1	7
464	самом деле	4	7
465	обращается к	1	7
466	к которым	1	7
467	нет в	1	7
468	и и	1	7
469	что оно	2	7
470	где он	2	7
471	на самом	3	7
472	образом в	1	7
473	но эта	3	7
474	не по	3	7
475	в начале	2	7
476	еще в	3	7
477	в области	1	7
478	вплоть до	2	7
479	всякого рода	2	7
480	связь между	1	7
481	я буду	2	7
482	как на	1	7
483	он живет	2	7
484	ее и	2	7
485	это мы	1	7
486	в конце	5	7
487	а только	1	7
488	ли это	2	7
489	не видят	1	7
490	того же	2	7
491	на голову	1	7
492	однако в	3	7
493	не то	2	7
494	можно только	1	7
495	был бы	3	7
496	не противоречит	2	7
497	не знал	2	7
498	то он	1	7
499	им в	1	7
500	если мы	1	7
501	что я	4	7
502	этого слова	1	7
503	всяком случае	2	7
504	для него	9	7
505	как у	3	7
506	со своим	2	7
507	как она	2	7
508	руки и	1	7
509	страх перед	2	7
510	с самого	3	7
511	в какой	1	7
512	думать что	1	7
513	в большинстве	1	7
514	и часто	1	7
515	со своими	2	7
516	одного из	3	7
517	и о	2	7
518	в могилу	1	7
519	об этой	1	7
520	эти два	1	7
521	есть не	2	7
522	же и	2	6
523	с героем	1	6
524	дочери и	1	6
525	между ними	1	6
526	но что	1	6
527	из всего	1	6
528	на эту	4	6
529	этой связи	2	6
530	на могиле	1	6
531	той же	4	6
532	в могиле	1	6
533	все его	1	6
534	как говорит	1	6
535	что как	2	6
536	они же	1	6
537	он стал	2	6
538	нечто вроде	1	6
539	равно как	1	6
540	его как	2	6
541	нам кажется	1	6
542	уже на	1	6
543	к сожалению	1	6
544	в огонь	1	6
545	что по	1	6
546	нет ничего	1	6
547	сам он	1	6
548	героем и	1	6
549	а через	1	6
550	от которого	1	6
551	в русском	1	6
552	это еще	2	6
553	этого вопроса	2	6
554	отсюда же	2	6
555	отличие от	3	6
556	также и	1	6
557	одну из	1	6
558	же что	1	6
559	часто в	1	6
560	не случайно	6	6
561	сводится к	2	6
562	но тем	1	6
563	самого начала	3	6
564	говорит что	2	6
565	до того	1	6
566	от себя	1	6
567	то в	2	6
568	с большим	3	6
569	вопрос не	1	6
570	и за	1	6
571	к жизни	4	6
572	что все	4	6
573	тому же	2	6
574	к чему	1	6
575	себе не	3	6
576	я его	1	6
577	уходит в	1	6
578	пришел к	2	6
579	д все	1	6
580	не на	1	6
581	к которой	1	6
582	со всех	1	6
583	и тогда	2	6
584	он дает	1	6
585	а я	3	6
586	заметить что	1	6
587	видим в	2	6
588	мог бы	1	6
589	же он	1	6
590	в другое	1	6
591	меня не	2	6
592	с той	1	6
593	говорят о	1	6
594	на той	1	6
595	на ту	1	6
596	и уже	1	6
597	в виду	3	5
598	в своих	8	5
599	происходит не	1	5
600	мы и	1	5
601	за ней	1	5
602	во все	1	5
603	только как	2	5
604	к своей	1	5
605	из себя	2	5
606	она всегда	1	5
607	и мы	1	5
608	героя с	2	5
609	но когда	2	5
610	эти слова	3	5
611	никого не	1	5
612	или иное	1	5
613	мотива в	1	5
614	с ее	3	5
615	очень рано	1	5
616	живет на	1	5
617	для них	2	5
618	оно не	1	5
619	от своего	1	5
620	их и	1	5
621	в саду	1	5
622	это время	2	5
623	да и	1	5
624	о котором	2	5
625	которых можно	1	5
626	что если	1	5
627	в которую	2	5
628	он как	1	5
629	дворец и	1	5
630	в отличие	3	5
631	иногда в	1	5
632	д и	1	5
633	не означает	4	5
634	нас не	1	5
635	этом он	2	5
636	другом месте	1	5
637	заметил что	1	5
638	по своему	1	5
639	на все	1	5
640	однако не	1	5
641	тоже не	2	5
642	но при	1	5
643	мы узнаем	3	5
644	д в	3	5
645	а ты	1	5
646	еще более	3	5
647	совершенно точно	1	5
648	и требует	1	5
649	в одно	2	5
650	только для	2	5
651	у которых	1	5
652	со своей	1	5
653	к другой	1	5
654	но даже	1	5
655	но этот	2	5
656	художественного творчества	1	5
657	здесь он	1	5
658	такого рода	1	5
659	его но	1	5
660	в герое	1	5
661	xix века	13	5
662	видит в	1	5
663	в таком	4	5
664	до этого	2	5
665	эти примеры	1	5
666	говорит ему	1	5
667	хотя в	1	5
668	нем и	2	5
669	всех сторон	1	5
670	если они	1	5
671	если герой	1	5
672	в один	3	5
673	переходит в	2	5
674	брак с	2	5
675	лежит в	1	5
676	это уже	7	5
677	никак не	1	5
678	в область	4	5
679	за что	1	5
680	в нашей	2	5
681	одним словом	1	5
682	как о	1	5
683	знает что	1	5
684	ее с	1	5
685	через него	2	5
686	соответствии с	7	5
687	ее не	1	5
688	вокруг него	1	5
689	том числе	1	5
690	отличается от	1	5
691	как нечто	1	5
692	это было	1	5
693	их на	1	5
694	тут и	3	5
695	это в	3	5
696	как уже	2	5
697	не говорит	1	5
698	в лице	4	5
699	в самом	6	4
700	они имеют	2	4
701	в пользу	2	4
702	его он	1	4
703	живут в	1	4
704	в результате	1	4
705	на которых	1	4
706	относится и	1	4
707	в мир	2	4
708	главе мы	1	4
709	что весь	1	4
710	а что	2	4
711	в действительности	1	4
712	следовало бы	2	4
713	людей и	2	4
714	и те	1	4
715	друг на	1	4
716	могло бы	1	4
717	формы в	1	4
718	во всей	2	4
719	он сам	8	4
720	нет никаких	1	4
721	к этим	1	4
722	для этой	2	4
723	этой задачи	1	4
724	к их	1	4
725	что уже	1	4
726	бы что	1	4
727	не хватает	1	4
728	чем в	1	4
729	одном из	2	4
730	так на	1	4
731	него есть	2	4
732	в наше	4	4
733	в городе	1	4
734	как один	1	4
735	это наблюдение	1	4
736	ты мне	1	4
737	не сразу	1	4
738	отнюдь не	9	4
739	это одна	1	4
740	один раз	1	4
741	сами по	2	4
742	свое лицо	2	4
743	он ее	1	4
744	такую же	1	4
745	на друга	1	4
746	и целый	1	4
747	мне не	1	4
748	влечет за	2	4
749	находятся в	1	4
750	но на	1	4
751	а это	1	4
752	в литературе	4	4
753	героя или	1	4
754	не существует	3	4
755	в стороне	2	4
756	чтобы вызвать	2	4
757	он пришел	1	4
758	говорит об	2	4
759	свою противоположность	2	4
760	а так	1	4
761	особенно в	3	4
762	тем более	1	4
763	но его	2	4
764	в народе	1	4
765	человека с	2	4
766	человека и	6	4
767	люди не	1	4
768	этот дворец	1	4
769	в большой	2	4
770	некоторые черты	1	4
771	или нет	1	4
772	нас в	1	4
773	здесь необходимо	1	4
774	мысль о	3	4
775	вопрос этот	1	4
776	ведет к	3	4
777	дома и	1	4
778	когда в	1	4
779	он по	1	4
780	в руках	1	4
781	перед ним	1	4
782	в глаза	2	4
783	под названием	1	4
784	все время	3	4
785	исходит из	1	4
786	бросает в	1	4
787	который в	4	4
788	что происходило	1	4
789	и всей	1	4
790	время в	3	4
791	в поисках	1	4
792	как раз	2	4
793	по ночам	1	4
794	на стадии	1	4
795	не от	1	4
796	всему миру	2	4
797	прямо не	1	4
798	что их	1	4
799	с матерью	1	4
800	если же	1	4
801	с большой	5	4
802	бы его	1	4
803	найти в	1	4
804	о его	1	4
805	столь же	2	4
806	тесно связан	1	4
807	особое внимание	1	4
808	до его	1	4
809	на месте	1	4
810	и этот	1	4
811	и должно	2	4
812	связанное с	1	4
813	идет от	1	4
814	себя и	1	4
815	все они	1	4
816	ни к	2	4
817	и между	1	4
818	на столе	1	4
819	действия и	3	4
820	принадлежит к	1	4
821	их с	1	4
822	считает что	1	4
823	на тех	1	4
824	в й	2	4
825	и через	4	4
826	вывод что	1	4
827	из форм	1	4
828	дело в	4	4
829	в ту	4	4
830	в глубине	1	4
831	путь к	1	4
832	человеком и	1	4
833	ему как	1	4
834	гораздо шире	1	4
835	за то	2	4
836	не могу	2	4
837	во второй	3	4
838	или его	1	4
839	только то	1	4
840	еще на	1	4
841	а у	1	3
842	мы находим	2	3
843	тем как	1	3
844	него в	2	3
845	человек в	1	3
846	зато в	1	3
847	я могу	1	3
848	к самому	1	3
849	в соответствии	7	3
850	смысл этого	1	3
851	казалось бы	4	3
852	не могли	2	3
853	в противоположность	1	3
854	как отражение	1	3
855	чего не	1	3
856	из вариантов	1	3
857	отметить что	1	3
858	бога и	3	3
859	переход от	2	3
860	из всех	5	3
861	в голове	1	3
862	мифов и	1	3
863	когда человек	2	3
864	нигде не	1	3
865	точка зрения	2	3
866	это своего	1	3
867	бы то	1	3
868	хотелось бы	1	3
869	внимание на	1	3
870	которого он	2	3
871	не дают	2	3
872	третий раз	1	3
873	всякий раз	2	3
874	в третий	1	3
875	между человеком	1	3
876	так сказать	4	3
877	й главе	1	3
878	встрече с	1	3
879	но можно	1	3
880	и приносит	1	3
881	и та	2	3
882	вот в	2	3
883	и братья	1	3
884	говорили что	2	3
885	совсем не	1	3
886	центр тяжести	1	3
887	узнаем в	1	3
888	даже если	2	3
889	в обоих	1	3
890	время он	2	3
891	чтобы не	1	3
892	поэтому он	1	3
893	своих родителей	1	3
894	и бессмертие	1	3
895	роль играют	1	3
896	явление но	1	3
897	была бы	2	3
898	это весьма	1	3
899	поэтому в	1	3
900	и делает	1	3
901	к его	1	3
902	вряд ли	2	3
903	бы не	1	3
904	каждого из	1	3
905	сейчас же	1	3
906	можно в	1	3
907	это все	2	3
908	и поэтому	2	3
909	у других	1	3
910	он весь	1	3
911	начиная с	2	3
912	в самую	1	3
913	как к	2	3
914	в последней	1	3
915	принимает форму	1	3
916	одна и	1	3
917	а все	1	3
918	особое значение	2	3
919	все равно	1	3
920	от всех	2	3
921	в другую	1	3
922	его отец	1	3
923	мы перейдем	1	3
924	и я	2	3
925	в такой	2	3
926	это как	4	3
927	материалы и	1	3
928	этот факт	2	3
929	что можно	1	3
930	в тексте	1	3
931	в античной	2	3
932	он с	2	3
933	для всех	1	3
934	на эти	2	3
935	которая в	1	3
936	он всегда	2	3
937	не знающих	1	3
938	в комнату	3	3
939	или во	1	3
940	из нее	1	3
941	нет есть	1	3
942	при таком	1	3
943	речь идет	1	3
944	при всей	1	3
945	его из	1	3
946	больше чем	2	3
947	из других	2	3
948	можно считать	1	3
949	даже и	1	3
950	имеет в	2	3
951	нам по	1	3
952	этого мира	1	3
953	что еще	1	3
954	приходит на	1	3
955	это означало	3	3
956	совершенно ясна	1	3
957	еще ничего	1	3
958	играют в	1	3
959	причем в	2	3
960	всех людей	1	3
961	этот образ	1	3
962	а мы	1	3
963	героя то	1	3
964	едва ли	2	3
965	должно быть	1	3
966	собой в	2	3
967	есть одно	1	3
968	есть у	1	3
969	ни было	1	3
970	ранних стадиях	3	3
971	не обладает	1	3
972	сколько бы	1	3
973	входят в	1	3
974	что после	1	3
975	в несколько	1	3
976	они представляют	1	3
977	как видно	1	3
978	так герой	1	3
979	как его	1	3
980	с женщиной	1	3
981	связанным с	1	3
982	мире и	1	3
983	вошел в	1	3
984	то ни	1	3
985	у древних	1	3
986	к превращению	1	3
987	но зато	3	3
988	а от	1	3
989	сравнительно с	1	3
990	почему же	1	3
991	в гости	1	3
992	рассматривается как	1	3
993	сам в	1	3
994	с которым	2	3
995	ней в	1	3
996	которые были	1	3
997	это неверно	1	3
998	вариантов и	1	3
999	приближается к	1	3
1000	во власти	1	3
1001	только не	1	3
1002	и вполне	1	3
1003	за волосы	1	3
1004	он будет	1	3
1005	не делает	1	3
1006	совершенно естественно	1	3
1007	напоминают нам	1	3
1008	материальной жизни	1	3
1009	сливается с	4	3
1010	герой его	1	3
1011	бросается в	1	3
1012	вследствие этого	1	3
1013	уже говорили	2	3
1014	эта мысль	3	3
1015	и до	2	3
1016	при котором	1	3
1017	точку зрения	1	3
1018	эту форму	1	3
1019	из этой	3	3
1020	при появлении	1	3
1021	нет ни	3	3
1022	ряд других	1	3
1023	и было	1	3
1024	он начинает	1	3
1025	что так	1	3
1026	нее как	1	3
1027	о герое	1	3
1028	только он	1	3
1029	непосредственно в	1	3
1030	в эпоху	1	3
1031	делает это	1	3
1032	бы с	1	3
1033	один момент	1	3
1034	по смыслу	1	3
1035	мнение что	1	3
1036	является не	1	3
1037	к королю	1	3
1038	о своих	2	3
1039	без всякой	1	3
1040	она должна	1	3
1041	что нужно	1	3
1042	себе что	1	3
1043	д с	1	3
1044	чудесным образом	1	3
1045	на всю	1	3
1046	сложен и	1	3
1047	тут он	1	3
1048	по всей	1	3
1049	бы он	1	3
1050	означало бы	1	3
1051	никуда не	2	3
1052	в эти	1	3
1053	сюжет о	1	2
1054	которое однако	1	2
1055	он приходит	2	2
1056	был и	1	2
1057	черту он	1	2
1058	выражена в	1	2
1059	этого персонажа	2	2
1060	это тем	1	2
1061	можно встретить	1	2
1062	вопросу о	1	2
1063	зеркало и	1	2
1064	думается что	1	2
1065	заранее обречены	1	2
1066	именно и	1	2
1067	жизнь в	2	2
1068	на взморье	1	2
1069	к другим	1	2
1070	мы получаем	1	2
1071	так это	1	2
1072	развивается и	1	2
1073	мотив он	1	2
1074	и перед	1	2
1075	его все	1	2
1076	из героев	1	2
1077	свою собственную	1	2
1078	после его	1	2
1079	д такое	1	2
1080	можно не	2	2
1081	незадолго до	1	2
1082	характер в	2	2
1083	особое место	3	2
1084	свою очередь	2	2
1085	с другим	3	2
1086	и еще	2	2
1087	нас на	1	2
1088	него не	1	2
1089	в основу	1	2
1090	чего он	1	2
1091	и вдруг	1	2
1092	быта и	1	2
1093	не зная	1	2
1094	мышления и	2	2
1095	жизни так	1	2
1096	после возвращения	1	2
1097	так он	1	2
1098	за пределами	1	2
1099	однако этот	4	2
1100	эти детали	1	2
1101	в конечном	4	2
1102	ли и	1	2
1103	как по	2	2
1104	человек а	1	2
1105	себя из	1	2
1106	не остается	1	2
1107	человек и	2	2
1108	характер и	1	2
1109	во главе	2	2
1110	к вопросу	1	2
1111	не нужно	2	2
1112	вводит в	1	2
1113	кто из	1	2
1114	вопрос об	1	2
1115	в каждом	4	2
1116	возникает из	1	2
1117	есть признак	1	2
1118	он дал	1	2
1119	т п	4	2
1120	доказывать что	1	2
1121	с какой	1	2
1122	обычно бывает	1	2
1123	внутри этой	1	2
1124	в развитии	1	2
1125	в апокалипсисе	1	2
1126	довольно точно	1	2
1127	от которых	1	2
1128	не сами	1	2
1129	то или	1	2
1130	на свое	1	2
1131	она была	1	2
1132	меняется и	1	2
1133	он еще	2	2
1134	а тем	1	2
1135	и несколько	1	2
1136	ней нет	1	2
1137	что для	3	2
1138	из самых	1	2
1139	всю жизнь	1	2
1140	сказать о	1	2
1141	яркий образ	1	2
1142	прямом смысле	1	2
1143	и самый	1	2
1144	не мешает	1	2
1145	он бросил	1	2
1146	да не	1	2
1147	явно не	1	2
1148	с такой	1	2
1149	на первом	2	2
1150	оно было	1	2
1151	и далее	4	2
1152	пребывает в	1	2
1153	а кто	1	2
1154	понять этот	1	2
1155	во дворце	1	2
1156	сюжета и	1	2
1157	с некоторыми	1	2
1158	важно не	1	2
1159	более глубокую	1	2
1160	в ад	1	2
1161	в бою	1	2
1162	не считать	2	2
1163	быть назван	2	2
1164	которого не	2	2
1165	все как	1	2
1166	что вообще	1	2
1167	выступает как	1	2
1168	наконец в	1	2
1169	от других	2	2
1170	не заметил	1	2
1171	из действительности	1	2
1172	ибо он	1	2
1173	и потом	1	2
1174	нет и	1	2
1175	событий в	2	2
1176	а одна	1	2
1177	относиться к	1	2
1178	не лучше	1	2
1179	не имел	1	2
1180	это сделать	1	2
1181	только потому	1	2
1182	не из	1	2
1183	с каким	2	2
1184	мифа не	1	2
1185	тогда в	1	2
1186	я завтра	1	2
1187	и всякий	2	2
1188	перестает быть	1	2
1189	в полном	1	2
1190	естественно что	1	2
1191	для всего	1	2
1192	что с	2	2
1193	участие в	1	2
1194	таком случае	2	2
1195	борьбу с	1	2
1196	материал для	1	2
1197	соответственно этому	1	2
1198	за этим	1	2
1199	без этой	1	2
1200	где еще	1	2
1201	в ряде	1	2
1202	бы нам	1	2
1203	знаем из	1	2
1204	обречены на	1	2
1205	стремление к	2	2
1206	и со	2	2
1207	героя через	1	2
1208	за которой	1	2
1209	стоит и	1	2
1210	к одному	2	2
1211	перед тем	2	2
1212	в полной	1	2
1213	такие же	1	2
1214	в поле	1	2
1215	подробную разработку	1	2
1216	один день	1	2
1217	с полным	1	2
1218	этой цели	1	2
1219	уже после	2	2
1220	показано как	1	2
1221	самое время	2	2
1222	при всем	1	2
1223	числе и	1	2
1224	случае это	1	2
1225	в ходе	1	2
1226	крылья и	1	2
1227	место в	6	2
1228	мифа в	2	2
1229	же это	1	2
1230	человек не	1	2
1231	может и	1	2
1232	однако все	1	2
1233	это сказывается	1	2
1234	им не	1	2
1235	к богу	1	2
1236	образов и	1	2
1237	себе а	1	2
1238	это указание	1	2
1239	сказывается в	1	2
1240	человек может	2	2
1241	это утверждение	1	2
1242	за свою	1	2
1243	можно говорить	1	2
1244	с человеческим	1	2
1245	в момент	5	2
1246	самого себя	1	2
1247	некоторых элементов	1	2
1248	под ним	1	2
1249	глаза и	1	2
1250	социальной и	1	2
1251	что человек	3	2
1252	самом же	1	2
1253	требует от	1	2
1254	от этих	1	2
1255	в день	1	2
1256	отметим что	2	2
1257	мыслится как	1	2
1258	было очень	1	2
1259	не сказано	1	2
1260	одновременно и	2	2
1261	в обстановке	1	2
1262	жизни на	1	2
1263	связанного с	2	2
1264	он из	1	2
1265	на западе	1	2
1266	случайно и	1	2
1267	свои личные	1	2
1268	не боится	1	2
1269	но кто	2	2
1270	с развитием	1	2
1271	поэтому мы	1	2
1272	с помощью	1	2
1273	говорить о	1	2
1274	видеть что	1	2
1275	и мотивов	1	2
1276	то чтобы	1	2
1277	значения этого	1	2
1278	пока еще	1	2
1279	героя что	1	2
1280	среди них	1	2
1281	то к	1	2
1282	у себя	1	2
1283	быть в	1	2
1284	как я	1	2
1285	три месяца	1	2
1286	у этих	1	2
1287	в картине	1	2
1288	так говорит	1	2
1289	о первой	1	2
1290	он имел	1	2
1291	и побежал	1	2
1292	по возвращении	1	2
1293	же роль	1	2
1294	же деле	1	2
1295	была большая	1	2
1296	и книга	2	2
1297	того или	1	2
1298	по мнению	4	2
1299	холод и	1	2
1300	от такого	1	2
1301	окна и	1	2
1302	же с	10	2
1303	не о	1	2
1304	уже говорилось	1	2
1305	всех его	1	2
1306	себя как	2	2
1307	в мире	8	2
1308	превращался в	1	2
1309	на себе	1	2
1310	чтобы его	1	2
1311	для анализа	2	2
1312	я был	1	2
1313	остается в	1	2
1314	остров на	1	2
1315	который является	2	2
1316	именно потому	1	2
1317	прошлого и	2	2
1318	человеческой психики	1	2
1319	особого внимания	1	2
1320	происходит его	1	2
1321	что дает	1	2
1322	другой день	1	2
1323	и далеко	1	2
1324	общего с	1	2
