N	2gram	Vinokur_Ku	Tragedij
191	взгляд на	1	1
192	в прошлое	1	1
193	а теперь	1	1
194	что оно	6	1
195	что ему	1	1
196	по природе	1	1
197	мы встречаем	1	1
198	таким образом	17	1
199	является ее	2	1
200	по определению	1	1
201	например что	2	1
202	перед собою	1	1
203	достоевского и	2	1
204	после того	3	1
205	только что	2	1
206	это слова	2	1
207	также что	2	1
208	известно что	1	1
209	то вряд	1	1
210	и эту	1	1
211	свидетельствует о	3	1
212	не нужен	1	1
213	на западе	1	1
214	часто и	2	1
215	того как	6	1
216	к этой	3	1
217	в последней	1	1
218	в братьях	1	1
219	перестает быть	1	1
220	с одной	3	1
221	и вот	4	1
222	что даже	2	1
223	должна быть	6	1
224	но еще	4	1
225	случайное и	1	1
226	к себе	4	1
227	с такой	1	1
228	вот его	1	1
229	с этой	4	1
230	при самом	1	1
231	и при	3	1
232	только нет	1	1
233	сколько угодно	2	1
234	и должно	2	1
235	дело с	2	1
236	в применении	1	1
237	в стиле	1	1
238	любовь к	2	1
239	и далее	3	1
240	не читал	1	1
241	но лицо	1	1
242	это часто	1	1
243	то для	2	1
244	что эта	1	1
245	школы с	1	1
246	на деле	2	1
247	так ли	2	1
248	же мысль	1	1
249	т е	54	1
250	того что	11	1
251	сам по	1	1
252	тем не	10	1
253	в недрах	1	1
254	совершенно ином	2	1
255	о нем	2	1
256	нам еще	1	1
257	сам автор	1	1
258	не как	2	1
259	для нас	6	1
260	где он	1	1
261	одному из	1	1
262	части романа	1	1
263	каким же	1	1
264	время о	1	1
265	одно из	3	1
266	не любят	1	1
267	как он	1	1
268	говорю что	1	1
269	xix века	5	1
270	же не	1	1
271	оттого что	1	1
272	в результате	8	1
273	в виду	7	1
274	иными словами	10	1
275	у э	1	1
276	и один	1	1
277	смысле этого	5	1
278	быть может	1	1
279	я очень	1	1
280	как есть	1	1
281	и теперь	1	1
282	только в	15	1
283	не столько	2	1
284	по себе	10	1
285	в самой	6	1
286	от матфея	1	1
287	вопрос об	1	1
288	а на	3	1
289	за что	1	1
290	говорит он	1	1
291	тем дело	1	1
292	вспомним как	1	1
293	и притом	1	1
294	борьбу с	1	1
295	не было	6	1
296	в борьбе	1	1
297	в духе	3	1
298	чтобы установить	1	1
299	но он	2	1
300	здесь мы	2	1
301	своей книге	1	1
302	и чужой	1	1
303	этого не	5	1
304	и отношения	1	1
305	вот что	1	1
306	в аналогичных	1	1
307	наших дней	1	1
308	а также	3	1
309	выглядит в	1	1
310	виде отдельных	1	1
311	в россии	1	1
312	относится еще	1	1
313	заключается в	3	1
314	одним из	2	1
315	на себя	3	1
316	позицию по	1	1
317	что не	10	1
318	как его	1	1
319	конфликт между	1	1
320	не правда	2	1
321	в эпоху	1	1
322	нет он	1	1
323	которая составляет	1	1
324	передает их	1	1
325	не есть	4	1
326	xviii века	1	1
327	именно в	7	1
328	обратно в	2	1
329	литературных образцов	1	1
330	ведет к	1	1
331	очень широкое	1	1
332	представление о	3	1
333	указывает на	2	1
334	вообще не	2	1
335	достоевского не	1	1
336	это выражение	1	1
337	нашей эпохи	1	1
338	я и	1	1
339	думать о	1	1
340	тому что	3	1
341	в связи	4	1
342	автор в	1	1
343	лишь на	1	1
344	лишний раз	1	1
345	с ними	6	1
346	так часто	1	1
347	с такими	2	1
348	это чувство	1	1
349	и хочу	1	1
350	есть в	6	1
351	в переводе	1	1
352	в своей	4	1
353	рядом с	7	1
354	слов как	1	1
355	вместе с	8	1
356	и вместе	1	1
357	на этом	4	1
358	жизни в	1	1
359	я хочу	1	1
360	роль в	6	1
361	не менее	12	1
362	и т	62	1
363	русской интеллигенции	1	1
364	так сказать	5	1
365	ввел в	1	1
366	второй части	1	1
367	имеет своих	1	1
368	на все	3	1
369	бы не	1	1
370	в такой	2	1
371	со своей	1	1
372	но у	1	1
373	роли в	3	1
374	ними как	1	1
375	если можно	1	1
376	в двух	1	1
377	мефистофель в	1	1
378	сравнению с	1	1
379	когда в	4	1
380	так мне	1	1
381	это было	2	1
382	но уже	6	1
383	в стихах	1	1
384	этого социального	1	1
385	в чем	2	1
386	ли это	4	1
387	общем смысле	1	1
388	матери и	1	1
389	к вам	1	1
390	смысл этого	2	1
391	при его	1	1
392	тогда как	2	1
393	первостепенное значение	1	1
394	могло бы	1	1
395	гораздо больше	1	1
396	начнем с	1	1
397	а из	1	1
398	становится не	1	1
399	случае как	1	1
400	бы в	8	1
401	в них	10	1
402	на них	1	1
403	русский язык	9	1
404	во всех	1	1
405	без конца	1	1
406	к одному	2	1
407	братьях карамазовых	1	1
408	во всяком	8	1
409	и потому	6	1
410	понятно что	1	1
411	это и	6	1
412	и дело	2	1
413	необходимое условие	1	1
414	тем чем	1	1
415	совершенно не	4	1
416	материалом для	2	1
417	но как	2	1
418	более чем	1	1
419	не является	2	1
420	в противовес	3	1
421	за то	1	1
422	это как	2	1
423	в котором	4	1
424	виду не	2	1
425	эти строки	1	1
426	и новые	1	1
427	ему нужно	3	1
428	это мне	1	1
429	это понятие	1	1
430	этой теме	1	1
431	он понял	1	1
432	применении к	1	1
433	связи с	8	1
434	за этими	1	1
435	хотя бы	19	1
436	она не	1	1
437	эти слова	1	1
438	бы может	1	1
439	значение этого	1	1
440	того чтобы	25	1
441	и если	4	1
442	не хочу	2	1
443	но не	11	1
444	в другом	2	1
445	природе своей	1	1
446	хочет и	1	1
447	в каких	2	1
448	между тем	11	1
449	быть не	2	1
450	в ней	6	1
451	вот почему	1	1
452	в быту	1	1
453	цитата из	1	1
454	что нужно	2	1
455	обстоит дело	1	1
456	в ход	1	1
457	с совершенно	1	1
458	в условиях	1	1
459	за три	1	1
460	характерный для	1	1
461	самом деле	17	1
462	к своей	1	1
463	он стал	1	1
464	это по	2	1
465	в развитии	1	1
466	в которой	7	1
467	правда ли	2	1
468	имеет целью	1	1
469	отвращение к	1	1
470	лишь в	6	1
471	если так	1	1
472	но может	1	1
473	именно на	1	1
474	об отношении	1	1
475	а не	17	1
476	а по	1	1
477	значение для	1	1
478	только на	1	1
479	и их	2	1
480	свою жизнь	1	1
481	в особую	1	1
482	есть и	1	1
483	его речи	1	1
484	один раз	1	1
485	не могла	1	1
486	связь между	1	1
487	можно было	14	1
488	в форме	3	1
489	но только	5	1
490	конечно в	1	1
491	вместо того	1	1
492	тем и	1	1
493	рассказом о	1	1
494	эта книга	1	1
495	принимать характер	1	1
496	даже не	1	1
497	большое значение	2	1
498	истории по	1	1
499	к проблемам	1	1
500	относит к	1	1
501	что ее	1	1
502	в истории	3	1
503	канцелярского стиля	1	1
504	он есть	3	1
505	что когда	3	1
506	ту же	6	1
507	чего же	1	1
508	свое значение	1	1
509	вы не	1	1
510	к маркса	1	1
511	отметить что	1	1
512	где и	1	1
513	не нравится	1	1
514	должны были	1	1
515	перед ним	1	1
516	фраза с	1	1
517	всего этого	1	1
518	всего что	2	1
519	а вы	1	1
520	не раз	3	1
521	случае что	1	1
522	того кто	1	1
523	значение и	2	1
524	это же	1	1
525	как свой	1	1
526	могло быть	1	1
527	же взгляда	1	1
528	я в	2	1
529	за этим	2	1
530	к ним	2	1
531	и собирает	1	1
532	в моей	1	1
533	или вообще	1	1
534	и еще	4	1
535	но без	1	1
536	т п	39	1
537	и критики	1	1
538	в книге	1	1
539	в точности	2	1
540	и вне	1	1
541	как мы	2	1
542	не для	2	1
543	во многом	2	1
544	и о	3	1
545	как некое	1	1
546	ее не	1	1
547	необходимую меру	1	1
548	я вам	1	1
549	речи в	7	1
550	его как	1	1
551	наряду с	2	1
552	той же	5	1
553	и др	1	1
554	ответа на	1	1
555	во французской	1	1
556	по сравнению	3	1
557	это мы	1	1
558	первое условие	1	1
559	на пороге	1	1
560	именно так	2	1
561	быть в	2	1
562	с особой	1	1
563	не значит	2	1
564	на улице	2	1
565	слова в	7	1
566	на русский	1	1
567	и от	2	1
568	и есть	3	1
569	с которым	1	1
570	все время	1	1
571	в понятие	1	1
572	в общем	4	1
573	на этот	4	1
574	xx века	1	1
575	исходит из	2	1
576	как во	1	1
577	но я	1	1
578	этого слова	8	1
579	например в	5	1
580	в период	1	1
581	что именно	2	1
582	на системе	1	1
583	а это	5	1
584	что вместе	1	1
585	за год	2	1
586	но если	2	1
587	как система	1	1
588	в литературе	1	1
589	в сфере	3	1
590	в области	15	1
591	и по	4	1
592	нуждается в	5	1
593	для достижения	1	1
594	ни за	1	1
595	это в	1	1
596	является ли	2	1
597	нужно для	1	1
598	ее содержание	1	1
599	всяком случае	8	1
600	в разговоре	1	1
601	для чего	1	1
602	конце концов	3	1
603	идей и	1	1
604	не из	1	1
605	к ее	1	1
606	устной речи	2	1
607	стиля и	1	1
608	и бьет	1	1
609	чтобы не	1	1
610	за себя	1	1
611	за счет	2	1
612	что на	2	1
613	известной мере	1	1
614	с того	1	1
615	на ту	3	1
616	с каким	1	1
617	строится на	2	1
